N	3gram	Bakhtin_Fr	Komedia
129	ближе всего к	1	1
130	большей или меньшей	7	1
131	в один из	1	1
132	и во многом	1	1
133	и прежде всего	4	1
134	античного мира в	1	1
135	не в отрыве	1	1
136	в своем роде	1	1
137	до нас дошли	4	1
138	можно говорить о	1	1
139	и у других	2	1
140	в загробное царство	1	1
141	они принадлежат к	1	1
142	он понимает что	1	1
143	ни с кем	1	1
144	и ближайших потомков	1	1
145	протяжении всего средневековья	4	1
146	в нем в	2	1
147	но как раз	1	1
148	в наше время	1	1
149	г как мы	1	1
150	это вовсе не	1	1
151	вовсе не является	3	1
152	но в основе	1	1
153	не нуждается в	1	1
154	в сущности и	1	1
155	до эпохи возрождения	1	1
156	во всех других	2	1
157	оно все же	1	1
158	других менее известных	1	1
159	имея в виду	1	1
160	сих пор еще	4	1
161	в значительной степени	4	1
162	в начале нашего	1	1
163	и не стал	1	1
164	но не менее	1	1
165	или хотя бы	1	1
166	в частности с	1	1
167	и не может	2	1
168	он выступает против	1	1
169	он и в	1	1
170	нашей работы в	1	1
171	современников и ближайших	1	1
172	все же в	2	1
173	той или иной	5	1
174	но прежде всего	3	1
175	между людьми и	1	1
176	сводится к тому	1	1
177	могла бы быть	1	1
178	мы еще вернемся	1	1
179	и особенно в	1	1
180	половине vii века	1	1
181	и вот в	1	1
182	хотя и без	1	1
183	в том чтобы	1	1
184	для своего выражения	1	1
185	в ней и	1	1
186	было бы однако	1	1
187	его от всех	1	1
188	вместе со своим	1	1
189	от земли и	1	1
190	потому что он	1	1
191	только один человек	1	1
192	с собой не	1	1
193	и без всякого	1	1
194	и без того	1	1
195	и вовсе не	2	1
196	в свое время	5	1
197	можно привести еще	1	1
198	как бы в	1	1
199	в целом ряде	2	1
200	в так называемой	1	1
201	в сущности за	1	1
202	выражение в его	1	1
203	жизни но и	1	1
204	при таком подходе	2	1
205	очень характерен для	1	1
206	со всеми ее	1	1
207	в подземное царство	1	1
208	в настоящее время	1	1
209	в основе его	2	1
210	в самом его	2	1
211	на этот вопрос	2	1
212	усиливается еще тем	1	1
213	оружием в руках	1	1
214	относится к числу	1	1
215	и здесь мы	1	1
216	и до сих	1	1
217	из них для	1	1
218	и еще более	1	1
219	и в частности	2	1
220	и та же	1	1
221	но и во	1	1
222	легла в основу	1	1
223	него самого и	1	1
224	в отрыве от	2	1
225	из этих элементов	1	1
226	так и на	3	1
227	одной стороны он	1	1
228	и ничего не	1	1
229	однако и в	1	1
230	при всей их	2	1
231	мы будем называть	1	1
232	и все остальные	1	1
233	как раз в	1	1
234	сих пор остается	1	1
235	главным образом в	1	1
236	в нем только	3	1
237	и когда все	1	1
238	одна и та	1	1
239	и в литературе	2	1
240	дошедшие до нас	1	1
241	он называет его	2	1
242	в предисловии к	1	1
243	и не только	1	1
244	на площадях и	1	1
245	и мира в	1	1
246	и не знает	1	1
247	к человеку и	1	1
248	несколько слов о	1	1
