N	2gram	Voloshinov	VLabPisa
121	с тем	1	4
122	с ними	5	4
123	в своей	14	4
124	роль в	7	4
125	должен быть	2	4
126	с его	9	4
127	чем же	6	4
128	для его	1	4
129	в философии	1	4
130	это только	4	4
131	когда он	3	4
132	в нашей	2	4
133	их и	1	4
134	них не	3	4
135	в сознании	3	4
136	одна из	4	4
137	по поводу	5	4
138	отнюдь не	5	4
139	во время	6	4
140	и ее	7	4
141	и к	7	3
142	что они	1	3
143	видели что	3	3
144	что оно	4	3
145	и он	1	3
146	этой проблемы	1	3
147	этой области	4	3
148	этот процесс	4	3
149	мы знаем	11	3
150	мы имеем	6	3
151	того что	7	3
152	никак не	1	3
153	но как	2	3
154	утверждает что	3	3
155	со своим	1	3
156	что и	5	3
157	у нас	3	3
158	сводится к	4	3
159	его в	11	3
160	в форме	1	3
161	др в	1	3
162	творчества и	1	3
163	если бы	4	3
164	или в	1	3
165	сил и	3	3
166	это мы	1	3
167	опыта и	2	3
168	именно в	4	3
169	в конце	2	3
170	например в	1	3
171	момент в	1	3
172	между ними	5	3
173	и как	3	3
174	и художественное	1	3
175	в слове	1	3
176	и отдельных	1	3
177	явлений и	2	3
178	мира и	1	3
179	вовсе не	16	3
180	бы в	2	3
181	с этим	8	3
182	а в	8	3
183	в котором	4	3
184	в основных	4	3
185	даже и	1	3
186	она не	6	3
187	в противоположность	1	3
188	говорить не	1	3
189	его не	2	3
190	но даже	1	3
191	того чтобы	5	3
192	в работе	2	3
193	для того	6	3
194	тому как	1	3
195	идей и	1	3
196	и образы	4	3
197	и их	2	3
198	всех других	2	3
199	как он	1	3
200	далеко не	5	3
201	этот вопрос	4	3
202	так же	4	3
203	при помощи	2	3
204	человека и	6	3
205	как на	3	3
206	нет и	4	3
207	это делает	1	3
208	образом в	2	3
209	деятельности человека	1	3
210	и от	3	3
211	точки зрения	31	3
212	жизни и	7	3
213	что говорит	1	3
214	и по	5	3
215	к работе	2	3
216	всех этих	6	3
217	моментов в	1	3
218	мы видели	12	3
219	на время	1	2
220	в особенности	1	2
221	к сожалению	1	2
222	отметить что	4	2
223	им как	1	2
224	и весь	1	2
225	труда и	1	2
226	только не	3	2
227	что сообщает	1	2
228	как особый	1	2
229	все его	3	2
230	и этот	2	2
231	образов в	1	2
232	из которых	2	2
233	они и	2	2
234	нет ни	1	2
235	от его	1	2
236	они не	3	2
237	эта теория	1	2
238	на вопрос	1	2
239	на язык	4	2
240	самого себя	2	2
241	должно быть	2	2
242	зависит от	2	2
243	при всей	1	2
244	с одной	2	2
245	должна быть	2	2
246	внимание на	1	2
247	тогда когда	2	2
248	реакции на	1	2
249	смысле слова	4	2
250	идеологического творчества	1	2
251	из основных	3	2
252	с нею	1	2
253	само собою	1	2
254	говорить о	5	2
255	да и	2	2
256	хотя и	1	2
257	в пользу	1	2
258	связанное с	3	2
259	что при	2	2
260	не приходится	3	2
261	можно определить	1	2
262	в науке	2	2
263	что такое	6	2
264	а затем	1	2
265	и через	2	2
266	из своих	1	2
267	для них	3	2
268	с другими	8	2
269	его от	1	2
270	сновидения и	3	2
271	представлений и	2	2
272	по себе	4	2
273	разобраться в	3	2
274	в своих	5	2
275	составная часть	1	2
276	что нет	1	2
277	и даже	3	2
278	и наконец	12	2
279	этого рода	1	2
280	в которой	5	2
281	что его	1	2
282	всех его	1	2
283	и социальные	1	2
284	мысль о	1	2
285	что она	5	2
286	но не	7	2
287	в ней	8	2
288	который по	1	2
289	вот это	1	2
290	между собою	2	2
291	в жизни	7	2
292	в последнем	4	2
293	свидетельствуют о	1	2
294	начинается с	1	2
295	к его	3	2
296	и бессознательное	5	2
297	же как	2	2
298	что мы	3	2
299	на этом	8	2
300	другом месте	2	2
301	не менее	6	2
302	рассказывает что	2	2
303	можно ли	3	2
304	так сказать	7	2
305	ли не	1	2
306	только для	2	2
307	бы не	1	2
308	остановимся на	1	2
309	отличается от	2	2
310	после того	1	2
311	на то	1	2
312	себе и	3	2
313	в чем	9	2
314	говорит об	1	2
315	сих пор	3	2
316	от них	1	2
317	еще не	8	2
318	все они	2	2
319	иметь в	1	2
320	в каждом	1	2
321	во всяком	9	2
322	и потому	12	2
323	понятно что	1	2
324	того или	1	2
325	до сих	3	2
326	человека в	4	2
327	и быть	1	2
328	а к	1	2
329	было в	1	2
330	а как	3	2
331	ли это	2	2
332	то это	1	2
333	в самых	3	2
334	и социальной	3	2
335	этих способностей	1	2
336	в течение	2	2
337	всяком случае	8	2
338	одной стороны	2	2
339	относится к	2	2
340	также и	2	2
341	ту же	1	2
342	в другом	4	2
343	не по	1	2
344	не всегда	4	2
345	по крайней	1	2
346	формы и	3	2
347	и может	4	2
348	связана с	2	2
349	должны быть	4	2
350	не с	1	2
351	плана в	1	2
352	не интересует	3	2
353	в различных	2	2
354	о своем	1	2
355	можно было	1	2
356	только у	1	2
357	даже не	1	2
358	стороны и	1	2
359	и сам	3	2
360	только то	5	2
361	от того	5	2
362	знаем что	8	2
363	этому вопросу	1	2
364	никаких оснований	2	2
365	и процессов	1	2
366	на это	3	2
367	например не	1	2
368	и формы	1	2
369	он и	2	2
370	же самое	2	2
371	других видов	1	2
372	в книге	2	2
373	он в	2	2
374	будто бы	2	2
375	в сфере	1	2
376	и никогда	1	2
377	заключается в	5	2
378	которые в	1	2
379	и у	7	2
380	это высказывание	1	2
381	одной из	1	2
382	оно дает	1	2
383	на него	4	2
384	эти вопросы	1	2
385	творчества к	1	2
386	он не	10	2
387	во всей	3	2
388	или иной	2	2
389	в общем	5	2
390	он может	1	2
391	и непосредственного	1	2
392	который в	1	2
393	он сам	5	2
394	пародия на	1	2
395	в области	4	2
396	определить как	1	2
397	что даже	1	2
398	показывает что	1	2
399	только с	4	2
400	у них	1	2
401	нет никаких	1	2
402	к этим	2	2
403	конце концов	2	2
404	чтобы не	2	2
405	три года	2	2
406	этом же	1	2
407	и для	7	2
408	но для	3	2
409	только о	2	2
410	крайней мере	1	2
411	но в	13	2
412	отдельные элементы	1	1
413	с которой	1	1
414	для самого	2	1
415	может обойтись	1	1
416	укажем что	1	1
417	об их	1	1
418	об его	3	1
419	бергсона и	1	1
420	то в	2	1
421	на почве	3	1
422	в кругу	1	1
423	его собственного	1	1
424	в социальном	1	1
425	однако и	2	1
426	и другие	2	1
427	сознанию и	1	1
428	этом случае	1	1
429	прямо и	1	1
430	сводить к	1	1
431	и то	3	1
432	ответ на	3	1
433	а потому	4	1
434	не нашел	1	1
435	следует упомянуть	1	1
436	человеческой личности	1	1
437	ее и	1	1
438	или наоборот	1	1
439	образом и	1	1
440	внутренних переживаний	2	1
441	сущность его	1	1
442	ни в	12	1
443	эти высказывания	4	1
444	мы видим	3	1
445	но на	1	1
446	еще одну	1	1
447	в более	5	1
448	что если	1	1
449	можно говорить	1	1
450	связано с	3	1
451	мы и	4	1
452	религии и	2	1
453	объективной данности	1	1
454	у гоголя	1	1
455	на протяжении	7	1
456	произведения во	1	1
457	то за	1	1
458	опирается на	2	1
459	гораздо сложнее	1	1
460	время работы	1	1
461	со всем	1	1
462	наше сознание	1	1
463	сна это	1	1
464	типа как	1	1
465	данном случае	4	1
466	процесса с	1	1
467	в специальных	1	1
468	то есть	1	1
469	на тех	1	1
470	из следующих	1	1
471	которые не	1	1
472	или только	2	1
473	к этой	2	1
474	бессознательного в	2	1
475	почти не	1	1
476	бы например	1	1
477	борьбы в	1	1
478	своего собственного	1	1
479	творчества между	1	1
480	несколько иной	1	1
481	поэтому в	1	1
482	он только	1	1
483	и прочих	1	1
484	мы не	9	1
485	другой мы	1	1
486	судьба человека	1	1
487	противоречия и	1	1
488	в состоянии	2	1
489	не чем	2	1
490	еще больше	2	1
491	или по	1	1
492	дело с	1	1
493	является решающим	1	1
494	еще более	2	1
495	в применении	2	1
496	об искусстве	1	1
497	этих особенностей	1	1
498	момента в	1	1
499	как называет	2	1
500	из того	2	1
501	мысль в	1	1
502	и дает	1	1
503	освободиться от	3	1
504	оказывается не	2	1
505	под ним	1	1
506	разум и	1	1
507	проявляется в	1	1
508	которых он	1	1
509	интересны в	1	1
510	бессознательное оказывается	1	1
511	или с	1	1
512	реальной жизни	1	1
513	среда в	1	1
514	понятие бессознательного	1	1
515	все зависит	1	1
516	утверждает и	1	1
517	обычно не	1	1
518	или иными	1	1
519	с ним	14	1
520	и протекает	1	1
521	по выражению	1	1
522	фактов и	2	1
523	называет ее	1	1
524	неизбежно приводит	1	1
525	на раздражения	3	1
526	сам по	4	1
527	полагаем что	2	1
528	по фрейду	16	1
529	не способен	1	1
530	отношении может	1	1
531	о нем	2	1
532	не как	2	1
533	аналогии с	1	1
534	проникновения в	1	1
535	мы в	3	1
536	имеет своей	1	1
537	для нас	2	1
538	в формы	2	1
539	и внешнего	1	1
540	и точно	1	1
541	от общего	1	1
542	очень распространенное	1	1
543	и творчества	2	1
544	к сознанию	3	1
545	богатство и	1	1
546	области не	1	1
547	нет это	2	1
548	но что	1	1
549	из форм	1	1
550	каждого человека	2	1
551	чем он	2	1
552	такова техника	1	1
553	не ограничивается	1	1
554	пытается вскрыть	1	1
555	того момента	2	1
556	именно эти	1	1
557	сознание с	1	1
558	нет никакого	3	1
559	механистический материализм	2	1
560	таком случае	4	1
561	вопросами мировоззрения	1	1
562	в этих	5	1
563	социальной среды	3	1
564	формы сознания	1	1
565	научного и	1	1
566	без того	1	1
567	себя или	1	1
568	быть сведены	1	1
569	этих фактов	2	1
570	и смысл	1	1
571	всей ее	1	1
572	в ином	1	1
573	и эти	1	1
574	в рамки	1	1
575	в виде	1	1
576	связанная с	1	1
577	дифференцированности и	1	1
578	и сознания	1	1
579	же явление	1	1
580	говорит он	1	1
581	в таких	4	1
582	как же	1	1
583	этим путем	1	1
584	так выразиться	1	1
585	этого процесса	2	1
586	она к	1	1
587	видах искусства	1	1
588	материал для	2	1
589	к искусству	1	1
590	все то	3	1
591	самом деле	14	1
592	так было	1	1
593	в несколько	2	1
594	совершенно бессознательно	2	1
595	но все	2	1
596	сознания на	1	1
597	количество труда	1	1
598	жизни это	1	1
599	этого не	3	1
600	в свои	1	1
601	же сознание	1	1
602	психологии а	1	1
603	без остатка	1	1
604	не будем	3	1
605	а также	2	1
606	жизнь в	2	1
607	по их	2	1
608	таково в	1	1
609	и объективно	1	1
610	приходит в	2	1
611	который как	1	1
612	остается подвести	1	1
613	мы говорим	1	1
614	соображения о	1	1
615	и которая	2	1
616	это состояние	1	1
617	и все	13	1
618	по аналогии	1	1
619	эти образы	1	1
620	учения о	2	1
621	язык сознания	1	1
622	они могут	1	1
623	целый ряд	1	1
624	на себя	3	1
625	его основной	1	1
626	зрения на	6	1
627	с теми	1	1
628	к пониманию	1	1
629	тем что	1	1
630	от всего	1	1
631	если это	3	1
632	превращаются в	1	1
633	быть даже	1	1
634	последнем счете	4	1
635	же самый	1	1
636	то время	1	1
637	при которой	2	1
638	в таком	6	1
639	без всякой	1	1
640	не дело	1	1
641	и бессознательным	4	1
642	если он	6	1
643	очень много	2	1
644	решение этой	1	1
645	является выражением	1	1
646	можно назвать	1	1
647	впасть в	1	1
648	характер этого	1	1
649	простой и	1	1
650	из тех	4	1
651	в движение	1	1
652	друг другу	1	1
653	чем иным	2	1
654	и без	1	1
655	что известно	1	1
656	в какой	3	1
657	мы встречаемся	1	1
658	необходимо для	1	1
659	нас к	2	1
660	в подсознании	1	1
661	чтобы ответить	1	1
662	как не	3	1
663	время как	1	1
664	же при	1	1
665	только через	2	1
666	что по	1	1
667	меньшей мере	2	1
668	а именно	2	1
669	всем своем	2	1
670	от начала	2	1
671	и так	2	1
672	сложной и	1	1
673	этих объективных	1	1
674	сознания при	1	1
675	сил в	3	1
676	при таком	1	1
677	смысла в	1	1
678	как в	4	1
679	нет нужды	1	1
680	этим самым	1	1
681	говорят о	1	1
682	а иногда	1	1
683	перейти к	1	1
684	на одном	1	1
685	мы только	2	1
686	по своему	4	1
687	них и	2	1
688	себя и	4	1
689	не имеет	2	1
690	является для	2	1
691	от обычного	1	1
692	образы в	1	1
693	к какому	1	1
694	зрения и	1	1
695	между собой	4	1
696	служит для	1	1
697	на наши	1	1
698	в свете	1	1
699	принимается за	1	1
700	если можно	1	1
701	сравнению с	1	1
702	которое не	3	1
703	это было	2	1
704	не знала	1	1
705	снов и	3	1
706	связанный с	2	1
707	он вполне	1	1
708	фрейд в	6	1
709	от всей	2	1
710	для их	1	1
711	в плоскости	1	1
712	в следующей	5	1
713	образом у	1	1
714	и это	1	1
715	в каждой	1	1
716	а только	4	1
717	в каком	7	1
718	на своем	1	1
719	не его	1	1
720	дальше и	1	1
721	ничего общего	4	1
722	сообщить ему	1	1
723	сводящийся к	1	1
724	на себе	1	1
725	др и	1	1
726	нам предстоит	1	1
727	похожи на	1	1
728	и охотно	1	1
729	в которые	1	1
730	жизни к	3	1
731	так при	1	1
732	совершенно точно	1	1
733	не все	1	1
734	обыденной жизни	5	1
735	было продиктовано	1	1
736	время сна	1	1
737	сразу и	1	1
738	что конечно	1	1
739	и сложного	1	1
740	той или	1	1
741	чтобы понять	1	1
742	он склонен	1	1
743	работа по	1	1
744	этот первый	1	1
745	в дальнейшем	2	1
746	жизнь и	1	1
747	особый род	1	1
748	но этим	1	1
749	нет ничего	1	1
750	свою душу	1	1
751	еще до	1	1
752	которых можно	1	1
753	реакции организма	1	1
754	случае является	1	1
755	именно эту	1	1
756	бросается в	1	1
757	фрейд и	13	1
758	определяет как	1	1
759	при определенных	1	1
760	и тех	3	1
761	которые характерны	1	1
762	социальных групп	1	1
763	его и	2	1
764	совершенно не	9	1
765	свести все	1	1
766	может иметь	1	1
767	исходя из	1	1
768	человека так	2	1
769	ответить на	1	1
770	напряженной борьбы	1	1
771	она играет	1	1
772	это с	1	1
773	на этой	3	1
774	находит свое	1	1
775	а с	2	1
776	в данном	4	1
777	сознания а	1	1
778	у различных	1	1
779	от других	2	1
780	в основе	6	1
781	старая психология	2	1
782	с бессознательным	8	1
783	силы и	1	1
784	тут и	1	1
785	вытекает из	1	1
786	его развития	1	1
787	внутреннему переживанию	1	1
788	тем более	1	1
789	уже из	1	1
790	элементы сознания	1	1
791	его таким	2	1
792	оно в	1	1
793	что этот	1	1
794	этой почве	1	1
795	вопрос о	2	1
796	словесное выражение	2	1
797	этой главы	1	1
798	тех же	5	1
799	применении к	2	1
800	которой он	3	1
801	говорил о	1	1
802	но ведь	4	1
803	некоторых его	1	1
804	со всех	1	1
805	он был	3	1
806	это как	4	1
807	собой в	1	1
808	сознание это	1	1
809	классовому сознанию	1	1
810	есть в	1	1
811	конечно не	10	1
812	с новыми	1	1
813	так называемой	1	1
814	близко к	1	1
815	момента когда	1	1
816	нужно как	1	1
817	не говоря	1	1
818	входит в	2	1
819	всего этого	2	1
820	нам в	3	1
821	борьбы со	1	1
822	наконец в	1	1
823	взглядах на	1	1
824	процесс в	1	1
825	уже в	3	1
826	не дает	4	1
827	с определенной	1	1
828	лежат в	2	1
829	по сравнению	1	1
830	научного творчества	1	1
831	являются для	1	1
832	и посвященной	1	1
833	нельзя не	1	1
834	и оттенков	1	1
835	и конфликты	2	1
836	в теории	1	1
837	последовательном развитии	1	1
838	это для	1	1
839	в борьбу	2	1
840	теперь к	1	1
841	нас то	1	1
842	характерны для	1	1
843	объективных условий	1	1
844	осталось в	1	1
845	друг друга	2	1
846	в частностях	1	1
847	эти утверждения	1	1
848	как совокупность	2	1
849	потому что	4	1
850	в свою	6	1
851	сознания в	3	1
852	и тем	2	1
853	слова и	4	1
854	кажется что	1	1
855	быть и	7	1
856	наиболее полно	1	1
857	от всех	3	1
858	обойтись без	1	1
859	пишет он	2	1
860	и поэтому	2	1
861	в него	2	1
862	оно и	8	1
863	только один	1	1
864	между всеми	1	1
865	и длительность	1	1
866	целым рядом	1	1
867	из мира	1	1
868	но она	1	1
869	значение для	2	1
870	со стороны	5	1
871	только на	4	1
872	если же	2	1
873	выйти за	3	1
874	это совсем	1	1
875	содержания и	1	1
876	что эта	1	1
877	для этого	6	1
878	одно и	1	1
879	может служить	1	1
880	в философских	3	1
881	есть и	2	1
882	часто вопреки	1	1
883	и та	2	1
884	все те	10	1
885	из сферы	1	1
886	пор не	1	1
887	и что	6	1
888	великой французской	1	1
889	и определяет	1	1
890	об изоляции	1	1
891	дело не	2	1
892	которых она	1	1
893	сознание как	2	1
894	приходит к	1	1
895	за пределы	10	1
896	а между	1	1
897	но только	1	1
898	этого факта	1	1
899	влечения и	1	1
900	было еще	1	1
901	в начале	1	1
902	говоря о	1	1
903	весь процесс	1	1
904	еще в	1	1
905	человеческой психики	4	1
906	той социальной	2	1
907	существует ли	1	1
908	в истории	4	1
909	как оно	1	1
910	и психологии	1	1
911	конечно нет	1	1
912	борьбы и	1	1
913	этом смысле	2	1
914	то или	2	1
915	или как	3	1
916	самого начала	5	1
917	и речи	4	1
918	бы совершенно	1	1
919	образы не	1	1
920	без труда	2	1
921	свою очередь	4	1
922	с данными	3	1
923	творчества имеет	1	1
924	или иное	2	1
925	и называют	1	1
926	это его	1	1
927	не представляет	1	1
928	самых ранних	1	1
929	связанных с	4	1
930	в глаза	2	1
931	перед необходимостью	1	1
932	мы полагаем	2	1
933	к каждому	1	1
934	право говорить	1	1
935	психоаналитическая школа	1	1
936	личности и	4	1
937	значение и	1	1
938	и той	3	1
939	дело и	2	1
940	имеем в	1	1
941	этого мира	1	1
942	только наиболее	1	1
943	второго рода	1	1
944	единство и	3	1
945	это главное	1	1
946	ни одной	1	1
947	его себе	1	1
948	же на	1	1
949	но ни	1	1
950	сейчас же	3	1
951	и еще	1	1
952	только предварительно	1	1
953	целом и	3	1
954	из наиболее	3	1
955	исключительно в	2	1
956	внешних раздражителей	1	1
957	тот или	1	1
958	отношение к	7	1
959	и связанное	1	1
960	участия сознания	2	1
961	и очевидно	1	1
962	утверждал что	1	1
963	как мы	18	1
964	со своими	1	1
965	всего может	1	1
966	же не	1	1
967	к ней	4	1
968	и явлений	1	1
969	видим в	1	1
970	это вовсе	4	1
971	что всякий	1	1
972	родились из	1	1
973	общего с	1	1
974	изучение этих	1	1
975	можно так	1	1
976	в понимании	1	1
977	но вместе	2	1
978	что во	1	1
979	этой категории	1	1
980	сплошь сознательно	1	1
981	по которой	1	1
982	и борьба	1	1
983	в систему	4	1
984	затем в	1	1
985	для такого	1	1
986	заметить что	2	1
987	и служит	2	1
988	к ее	1	1
989	и благодаря	1	1
990	и во	2	1
991	философской системы	1	1
992	и изучение	1	1
993	процесс его	1	1
994	бы он	3	1
995	выражения в	1	1
996	и бытие	1	1
997	благодаря этому	1	1
998	обратимся к	2	1
999	материала в	1	1
1000	всех сторон	2	1
1001	громадное значение	1	1
1002	связи между	1	1
1003	анализа и	1	1
1004	психологии в	3	1
1005	что может	5	1
1006	сущности и	1	1
1007	находится в	3	1
1008	уже не	9	1
1009	вся область	1	1
1010	слова в	1	1
1011	творчества все	1	1
1012	сказать не	2	1
1013	роль играет	1	1
1014	является особым	1	1
1015	или иного	1	1
1016	природы не	1	1
1017	не поддаются	2	1
1018	бессознательное и	3	1
1019	на этот	3	1
1020	не имели	2	1
1021	происходит в	1	1
1022	при оценке	1	1
1023	классового сознания	3	1
1024	и других	1	1
1025	свести к	3	1
1026	согласиться с	3	1
1027	чаще всего	3	1
1028	иным как	3	1
1029	как будто	1	1
1030	искусства в	1	1
1031	их вызывает	1	1
1032	здесь не	1	1
1033	абстракция в	1	1
1034	этот последний	1	1
1035	процесса и	1	1
1036	по меньшей	2	1
1037	о своих	3	1
1038	ли эта	1	1
1039	оно может	3	1
1040	иное его	1	1
1041	каком направлении	1	1
1042	его роль	1	1
1043	один путь	1	1
1044	этом у	1	1
1045	трудно не	1	1
1046	чувства в	1	1
1047	отражением и	1	1
1048	или не	1	1
1049	протекает в	1	1
1050	сводится в	1	1
1051	является только	1	1
1052	и чувства	1	1
1053	связаны с	2	1
1054	но это	4	1
1055	так называемое	1	1
1056	бессознательное понимание	1	1
1057	что осталось	2	1
1058	самый механизм	1	1
1059	комплексы и	1	1
1060	потому и	5	1
1061	имели бы	1	1
1062	прав в	1	1
1063	с ее	4	1
1064	из него	3	1
1065	и власти	1	1
1066	переживания которые	1	1
1067	вмешивается в	1	1
1068	лет а	1	1
1069	и особенностей	1	1
1070	которой мы	6	1
1071	не был	1	1
1072	ними в	1	1
1073	бессознательное в	2	1
1074	каждого из	1	1
1075	стороны он	1	1
1076	в историю	2	1
1077	и ни	3	1
1078	и особенно	1	1
1079	он должен	2	1
1080	общеизвестно что	1	1
1081	деятельности является	1	1
1082	исключительное значение	1	1
1083	сомнения в	1	1
1084	что на	1	1
1085	в заключение	5	1
1086	с того	1	1
1087	мира в	2	1
1088	не отличается	2	1
1089	не к	2	1
1090	и самый	1	1
1091	приходится однако	1	1
1092	теории нет	1	1
1093	его можно	2	1
1094	своего развития	1	1
1095	о бессознательном	6	1
1096	различных областей	1	1
1097	у которого	1	1
1098	с принципом	1	1
1099	и биология	2	1
