N	2gram	Losev_Vlad	VLabPisa
182	в котором	10	3
183	в основных	1	3
184	даже и	12	3
185	она не	3	3
186	в противоположность	1	3
187	в значительной	1	3
188	пишет о	1	3
189	его не	2	3
190	но даже	3	3
191	того чтобы	4	3
192	для того	4	3
193	а значит	1	3
194	как он	4	3
195	мая года	3	3
196	далеко не	1	3
197	так же	4	3
198	при помощи	1	3
199	при всем	1	3
200	писал в	1	3
201	как на	2	3
202	нет и	2	3
203	это делает	3	3
204	образом в	2	3
205	значит и	1	3
206	и от	6	3
207	точки зрения	4	3
208	жизни и	8	3
209	и по	10	3
210	значительной мере	1	3
211	толстого в	4	3
212	к работе	1	3
213	всех этих	3	3
214	а н	14	3
215	мы видели	1	3
216	в особенности	4	2
217	этом и	2	2
218	же о	3	2
219	им как	1	2
220	и весь	2	2
221	только не	2	2
222	том чтобы	4	2
223	писателя и	1	2
224	из которых	1	2
225	нет ни	1	2
226	от его	1	2
227	они не	1	2
228	на вопрос	2	2
229	если в	1	2
230	также что	2	2
231	этот труд	1	2
232	самого себя	1	2
233	должно быть	1	2
234	того как	2	2
235	с одной	1	2
236	том числе	1	2
237	внимание на	1	2
238	тогда когда	1	2
239	с нею	1	2
240	говорить о	1	2
241	да и	6	2
242	марта года	7	2
243	хотя и	9	2
244	к а	4	2
245	в пользу	1	2
246	связанное с	1	2
247	многие из	1	2
248	о чем	6	2
249	не приходится	1	2
250	после этого	2	2
251	в науке	3	2
252	что такое	3	2
253	как у	3	2
254	и через	3	2
255	за эти	2	2
256	из своих	1	2
257	для них	2	2
258	не столько	4	2
259	с другими	1	2
260	его от	2	2
261	к с	10	2
262	из многочисленных	2	2
263	по себе	3	2
264	ума и	2	2
265	разобраться в	1	2
266	но с	1	2
267	в своих	7	2
268	что нет	1	2
269	и даже	23	2
270	и наконец	2	2
271	и слова	1	2
272	в которой	8	2
273	не о	1	2
274	а г	1	2
275	что его	8	2
276	всех его	1	2
277	мысль о	1	2
278	что она	2	2
279	от апреля	1	2
280	но не	5	2
281	в ней	5	2
282	но вот	4	2
283	вот это	1	2
284	в жизни	4	2
285	представляют собою	1	2
286	свидетельствуют о	4	2
287	к его	5	2
288	силу чего	1	2
289	чего бы	1	2
290	по одному	2	2
291	между прочим	18	2
292	что мы	2	2
293	слова не	1	2
294	и просто	3	2
295	на этом	3	2
296	другом месте	1	2
297	не вполне	3	2
298	как процесс	1	2
299	от июля	3	2
300	не менее	9	2
301	так сказать	2	2
302	ли не	1	2
303	может не	1	2
304	после того	2	2
305	на то	7	2
306	себе и	2	2
307	в чем	4	2
308	человеческого познания	1	2
309	так например	3	2
310	но к	1	2
311	и отдельные	1	2
312	по его	3	2
313	года и	3	2
314	а для	1	2
315	легко и	1	2
316	не прав	1	2
317	от них	1	2
318	еще не	2	2
319	а толстая	1	2
320	в каждом	1	2
321	во всяком	8	2
322	и потому	8	2
323	еще и	10	2
324	человека в	1	2
325	н ф	5	2
326	а к	24	2
327	было в	1	2
328	а как	1	2
329	до нас	1	2
330	то это	4	2
331	в самых	2	2
332	в течение	13	2
333	всяком случае	8	2
334	одной стороны	1	2
335	относится к	1	2
336	также и	13	2
337	ту же	1	2
338	но то	1	2
339	не по	2	2
340	искусства и	1	2
341	с а	13	2
342	в стихотворении	3	2
343	по крайней	1	2
344	одному тому	1	2
345	е в	7	2
346	лишь в	3	2
347	не с	1	2
348	в различных	1	2
349	о своем	3	2
350	только у	1	2
351	апреля года	2	2
352	даже не	3	2
353	и сам	7	2
354	только то	1	2
355	от того	2	2
356	действительность в	1	2
357	знаем что	2	2
358	этому вопросу	1	2
359	как например	1	2
360	никаких оснований	1	2
361	пока еще	2	2
362	как известно	2	2
363	на это	2	2
364	ни одного	2	2
365	он и	8	2
366	к ним	1	2
367	же самое	1	2
368	он в	4	2
369	вообще и	1	2
370	будто бы	2	2
371	и никогда	2	2
372	заключается в	1	2
373	начиная с	3	2
374	которые в	2	2
375	и у	4	2
376	о его	7	2
377	в известной	1	2
378	одной из	2	2
379	н н	18	2
380	на него	3	2
381	он не	13	2
382	во всей	1	2
383	в общем	4	2
384	который в	1	2
385	он сам	3	2
386	автора как	1	2
387	в области	3	2
388	что даже	2	2
389	для которых	1	2
390	только с	1	2
391	у них	2	2
392	нет никаких	2	2
393	к этим	1	2
394	конце концов	6	2
395	три года	2	2
396	этом же	2	2
397	и для	4	2
398	частности к	1	2
399	июля года	3	2
400	то о	2	2
401	крайней мере	1	2
402	ни с	6	2
403	целого ряда	1	2
404	но в	19	2
405	толстой в	1	2
406	чуть ли	1	2
407	вплоть до	4	2
408	что так	1	2
409	в той	2	1
410	с к	1	1
411	которых проводится	1	1
412	с которой	2	1
413	к лицу	1	1
414	ответа на	1	1
415	для самого	1	1
416	самый замечательный	1	1
417	ноябре года	2	1
418	то в	6	1
419	наконец наиболее	1	1
420	на почве	1	1
421	воскресения и	1	1
422	вот эта	2	1
423	от него	3	1
424	именно к	2	1
425	однако и	1	1
426	и другие	2	1
427	этом случае	1	1
428	романа с	1	1
429	писал ему	2	1
430	у вл	21	1
431	прямо и	2	1
432	и то	13	1
433	которой я	1	1
434	ответ на	2	1
435	из главнейших	1	1
436	не нашел	1	1
437	взгляд на	4	1
438	ни в	4	1
439	а другие	2	1
440	лет как	1	1
441	огромное значение	1	1
442	следует отметить	1	1
443	но на	3	1
444	в более	3	1
445	которая должна	1	1
446	в очерке	1	1
447	что если	3	1
448	и многие	1	1
449	эти годы	7	1
450	можно говорить	2	1
451	содержания а	1	1
452	и мы	6	1
453	мы и	4	1
454	религии и	1	1
455	говоря уже	3	1
456	таковы например	1	1
457	на протяжении	1	1
458	а наоборот	1	1
459	с м	70	1
460	если некоторые	1	1
461	ней не	2	1
462	то есть	5	1
463	и свою	1	1
464	из следующих	1	1
465	его самого	1	1
466	не слишком	1	1
467	время она	1	1
468	в ноябре	4	1
469	можно и	1	1
470	свидетельствует о	3	1
471	пишет а	1	1
472	которые не	1	1
473	к этой	4	1
474	время и	3	1
475	почти не	2	1
476	года пишет	1	1
477	о значении	1	1
478	поэтому в	1	1
479	он только	1	1
480	мы не	2	1
481	конце года	2	1
482	до последних	2	1
483	в состоянии	1	1
484	пишет с	2	1
485	он всегда	2	1
486	с этой	4	1
487	боролся с	1	1
488	с очень	2	1
489	дело с	2	1
490	еще более	3	1
491	и вл	5	1
492	нам приходится	1	1
493	есть для	2	1
494	несмотря на	7	1
495	есть его	1	1
496	хотя у	1	1
497	для характеристики	3	1
498	не для	1	1
499	а и	1	1
500	декабря года	6	1
501	которых он	2	1
502	гегель в	1	1
503	обычно не	1	1
504	реальной жизнью	1	1
505	сказать еще	1	1
506	характере этого	1	1
507	фету в	1	1
508	с ним	10	1
509	где же	2	1
510	видел во	1	1
511	кроме того	12	1
512	приступил к	2	1
513	довольно подробно	3	1
514	просьбами о	1	1
515	это обстоятельство	1	1
516	сам по	1	1
517	вероятно в	2	1
518	московского университета	10	1
519	всегда были	1	1
520	воображения и	1	1
521	не способен	1	1
522	только со	1	1
523	мысли а	1	1
524	о нем	9	1
525	этой эпохе	1	1
526	октября года	5	1
527	не как	1	1
528	в частном	1	1
529	для нас	9	1
530	года п	1	1
531	и всегда	4	1
532	маха и	1	1
533	например с	2	1
534	с по	1	1
535	науке и	1	1
536	представлений о	1	1
537	невозможно и	1	1
538	с каждым	2	1
539	и характера	1	1
540	однако дело	1	1
541	и творчества	1	1
542	которая уже	1	1
543	лицом к	1	1
544	от августа	1	1
545	и никакой	1	1
546	но что	5	1
547	чем он	1	1
548	как нечто	2	1
549	делать? в	1	1
550	у этого	1	1
551	в этих	5	1
552	в русском	2	1
553	без того	1	1
554	за это	2	1
555	и напряженной	1	1
556	однако при	1	1
557	этих фактов	1	1
558	свидетельствует например	1	1
559	от общей	1	1
560	в виде	4	1
561	связанная с	1	1
562	как было	2	1
563	и воображение	1	1
564	вл соловьева	278	1
565	в таких	1	1
566	и самые	1	1
567	так или	3	1
568	если не	4	1
569	к большим	1	1
570	все то	1	1
571	но он	7	1
572	самом деле	1	1
573	в несколько	1	1
574	жалуется на	1	1
575	но все	3	1
576	не очень	6	1
577	как видно	1	1
578	этого не	2	1
579	в свои	2	1
580	или иначе	3	1
581	психологии а	1	1
582	не будем	3	1
583	и невозможно	1	1
584	а также	12	1
585	августа года	2	1
586	жизнь в	2	1
587	самые разнообразные	1	1
588	не получил	1	1
589	и объективно	1	1
590	который как	1	1
591	и которая	2	1
592	этим и	1	1
593	на свою	3	1
594	общественный деятель	1	1
595	и все	8	1
596	сам собой	1	1
597	учения о	3	1
598	о своей	1	1
599	раз навсегда	1	1
600	целый ряд	1	1
601	на себя	3	1
602	достаточно ясно	1	1
603	с теми	2	1
604	тем что	2	1
605	если это	2	1
606	же самый	1	1
607	и непосредственное	1	1
608	порядка и	1	1
609	то время	6	1
610	в таком	2	1
611	общих и	1	1
612	не обладая	1	1
613	если он	1	1
614	очень много	2	1
615	о судьбе	1	1
616	между этими	1	1
617	можно назвать	1	1
618	слова на	1	1
619	ноября года	3	1
620	для своей	1	1
621	из тех	1	1
622	или у	1	1
623	свой труд	1	1
624	и без	2	1
625	в какой	1	1
626	работы в	1	1
627	в в	4	1
628	во имя	1	1
629	я всегда	1	1
630	время как	3	1
631	только через	1	1
632	что по	1	1
633	может только	2	1
634	а именно	4	1
635	или даже	1	1
636	по ее	1	1
637	всем своем	1	1
638	и следовало	1	1
639	это время	7	1
640	долго и	1	1
641	как историческая	1	1
642	одновременно и	1	1
643	и так	3	1
644	как можно	1	1
645	гегеля шопенгауэра	1	1
646	глубокая и	1	1
647	и вместе	1	1
648	на эту	3	1
649	как в	6	1
650	нет нужды	1	1
651	этим самым	1	1
652	говорят о	1	1
653	по своему	5	1
654	себя и	1	1
655	еще к	1	1
656	не имеет	2	1
657	и романтика	1	1
658	но у	1	1
659	никем не	1	1
660	почти все	1	1
661	от декабря	4	1
662	о котором	2	1
663	которое не	1	1
664	писем и	1	1
665	это было	9	1
666	плане не	1	1
667	в итоге	1	1
668	мало чем	1	1
669	знает что	1	1
670	и это	4	1
671	в каком	3	1
672	д н	3	1
673	к числу	2	1
674	этих элементов	1	1
675	ничего общего	1	1
676	и из	5	1
677	что тот	1	1
678	на себе	1	1
679	в существе	1	1
680	что их	1	1
681	даже самые	1	1
682	жизни к	1	1
683	н в	10	1
684	было свойственно	1	1
685	человека а	1	1
686	казалось бы	1	1
687	было продиктовано	1	1
688	из другого	1	1
689	эти же	1	1
690	о самоубийстве	1	1
691	этот первый	1	1
692	в дальнейшем	10	1
693	самой общей	1	1
694	жизнь и	3	1
695	писал я	2	1
696	что эти	1	1
697	нет ничего	1	1
698	пишет следующее	1	1
699	поскольку она	1	1
700	таинственности и	1	1
701	ни к	2	1
702	философии а	1	1
703	его и	2	1
704	совершенно не	2	1
705	что свои	2	1
706	содержание их	1	1
707	ответить на	1	1
708	более чем	1	1
709	сне и	1	1
710	это с	1	1
711	а с	5	1
712	в данном	1	1
713	личности в	1	1
714	всю его	1	1
715	ему принадлежит	1	1
716	от других	1	1
717	вообще в	4	1
718	тут и	1	1
719	его развития	1	1
720	тем более	4	1
721	от ноября	2	1
722	бы с	2	1
723	что этот	4	1
724	вопрос о	1	1
725	от июня	3	1
726	говоря в	1	1
727	тех же	3	1
728	которой он	7	1
729	около двух	1	1
730	говорил о	1	1
731	творца и	1	1
732	поэзии и	2	1
733	письмо к	3	1
734	очень часто	2	1
735	он был	20	1
736	духовной жизни	1	1
737	эти лица	1	1
738	следовало ожидать	1	1
739	без определенных	1	1
740	многих из	1	1
741	конечно не	5	1
742	и толстой	2	1
743	с новыми	1	1
744	к идее	1	1
745	творчество и	1	1
746	не говоря	4	1
747	всего этого	1	1
748	нам в	2	1
749	наконец в	3	1
750	в нескольких	1	1
751	уже в	9	1
752	историю развития	1	1
753	только об	2	1
754	не один	1	1
755	то уже	1	1
756	в теории	2	1
757	цитата из	1	1
758	и технического	1	1
759	друг друга	3	1
760	потому что	16	1
761	в свою	3	1
762	и тем	2	1
763	кажется что	3	1
764	быть и	1	1
765	от всех	1	1
766	которое обычно	1	1
767	его подлинным	1	1
768	невозможно не	1	1
769	если б	1	1
770	и поэтому	1	1
771	толстой очень	1	1
772	в него	1	1
773	понимает и	1	1
774	июня года	7	1
775	однако эта	2	1
776	физической природы	1	1
777	всеми этими	1	1
778	а по	3	1
779	не могло	2	1
780	но она	4	1
781	значение для	2	1
782	со стороны	5	1
783	только на	3	1
784	приводит в	1	1
785	еще из	1	1
786	полностью в	2	1
787	действительностью и	1	1
788	одно и	1	1
789	работы то	2	1
790	университета а	2	1
791	на его	7	1
792	и если	8	1
793	есть и	1	1
794	и та	1	1
795	хотя в	2	1
796	и что	11	1
797	своей работе	1	1
798	дело не	3	1
799	к области	1	1
800	приходит к	1	1
801	существу своему	1	1
802	в п	1	1
803	за пределы	3	1
804	но только	3	1
805	говорит что	4	1
806	подобного рода	1	1
807	было еще	1	1
808	в начале	7	1
809	у достоевского	2	1
810	говоря о	2	1
811	стихотворных произведений	1	1
812	еще в	5	1
813	слова с	1	1
814	это то	1	1
815	толстой и	2	1
816	ним не	1	1
817	мир а	1	1
818	и жизни	1	1
819	то как	2	1
820	в истории	4	1
821	уже есть	1	1
822	другого письма	1	1
823	и психологии	7	1
824	его тут	1	1
825	этом смысле	4	1
826	или как	1	1
827	что до	1	1
828	каждый из	1	1
829	и речи	3	1
830	без труда	1	1
831	свою очередь	2	1
832	года на	3	1
833	это его	1	1
834	наиболее глубокий	1	1
835	года следует	1	1
836	какой мере	1	1
837	и ту	2	1
838	связанных с	1	1
839	крест и	1	1
840	почти каждый	1	1
841	его точки	2	1
842	личности и	2	1
843	значение и	1	1
844	и той	1	1
845	что об	1	1
846	дело и	1	1
847	ни одной	1	1
848	этом пишет	1	1
849	сейчас же	1	1
850	и еще	3	1
851	целом и	1	1
852	отношение к	7	1
853	утверждал что	1	1
854	как мы	17	1
855	а а	7	1
856	со своими	4	1
857	жизни не	1	1
858	к ней	7	1
859	я с	1	1
860	к изучению	2	1
861	но по	2	1
862	основное содержание	1	1
863	общего с	1	1
864	частью в	1	1
865	но вместе	1	1
866	что во	2	1
867	приведем только	1	1
868	по которой	1	1
869	говорить только	1	1
870	затем в	1	1
871	для такого	1	1
872	бы его	2	1
873	заметить что	2	1
874	и во	3	1
875	от которой	1	1
876	слонимский в	1	1
877	и бытие	1	1
878	приводят к	1	1
879	больше того	2	1
880	действия не	1	1
881	психологии в	1	1
882	быть в	1	1
883	что может	1	1
884	основания для	1	1
885	уже не	6	1
886	за его	1	1
887	имеем дело	1	1
888	по год	1	1
889	пишет что	1	1
890	наивная и	1	1
891	чего он	2	1
892	уже о	3	1
893	связи со	2	1
894	на этот	9	1
895	жизнью и	1	1
896	не имели	2	1
897	и других	2	1
898	согласиться с	1	1
899	основании всех	1	1
900	как будто	2	1
901	году и	2	1
902	у н	1	1
903	здесь не	6	1
904	а об	1	1
905	этот последний	1	1
906	впечатлений в	1	1
907	о своих	2	1
908	оно может	1	1
909	этом у	1	1
910	увидим ниже	5	1
911	который у	1	1
912	этими двумя	1	1
913	это в	2	1
914	или не	1	1
915	и насколько	1	1
916	даже для	1	1
917	без нарушения	1	1
918	все для	1	1
919	речи о	1	1
920	связаны с	1	1
921	но это	6	1
922	н страхову	3	1
923	на различные	1	1
924	однако все	1	1
925	труд в	1	1
926	от октября	1	1
927	с ее	1	1
928	из него	1	1
929	и искусство	1	1
930	это подтверждается	1	1
931	сергей николаевич	1	1
932	февраля года	1	1
933	последних дней	2	1
934	именно это	1	1
935	строго говоря	1	1
936	которой мы	3	1
937	в самой	1	1
938	не был	6	1
939	если только	1	1
940	в историю	1	1
941	и ни	2	1
942	и особенно	6	1
943	года в	9	1
944	однако от	1	1
945	характерно что	1	1
946	сомнения в	1	1
947	собственно говоря	4	1
948	тому же	3	1
949	что на	2	1
950	деятельности и	1	1
951	поводу с	1	1
952	в заключение	1	1
953	в совокупности	1	1
954	нее не	1	1
955	судя по	2	1
956	можно отметить	1	1
957	форму его	1	1
958	венгерову от	1	1
959	четыре года	1	1
960	с того	2	1
961	писал о	2	1
962	де куртенэ	1	1
963	года по	4	1
964	чувств в	1	1
965	не к	2	1
966	с целью	1	1
967	своему личному	1	1
968	его можно	1	1
969	у которого	3	1
970	фета то	1	1
971	фет в	1	1
