N	2gram	Vinokur_Ku	Vladivir
278	в свое	4	7
279	не без	1	7
280	нисколько не	6	7
281	на его	3	7
282	в таком	3	7
283	то и	4	7
284	е в	3	7
285	как он	1	7
286	же в	5	7
287	можно говорить	4	6
288	же и	4	6
289	тому что	3	6
290	мысли и	1	6
291	те же	1	6
292	в виду	7	6
293	другой стороны	12	6
294	уже на	3	6
295	но у	1	6
296	для того	23	6
297	то как	1	6
298	видно что	2	6
299	в отличие	3	6
300	настоящее время	2	6
301	если мы	5	6
302	той же	5	6
303	указать на	5	6
304	по мнению	1	6
305	его в	1	6
306	чем в	3	6
307	том же	3	6
308	что она	5	6
309	на себя	3	6
310	под влиянием	3	6
311	но только	5	6
312	она была	1	6
313	не раз	3	6
314	почему же	1	6
315	году в	1	6
316	главным образом	3	6
317	сказать о	1	6
318	взгляд на	1	6
319	не с	4	6
320	должен был	1	6
321	так или	3	6
322	но на	1	6
323	и теперь	1	6
324	что здесь	1	6
325	в настоящее	2	6
326	данном случае	2	6
327	свидетельствует о	3	6
328	мы не	1	6
329	а это	5	6
330	здесь в	1	6
331	или иначе	4	6
332	в общем	4	6
333	но я	1	6
334	к своему	2	6
335	по своему	1	6
336	по его	1	6
337	не говоря	3	6
338	тем более	2	6
339	отличие от	3	6
340	в жизни	1	6
341	есть и	1	6
342	от того	5	6
343	такой же	1	6
344	в период	1	6
345	само по	6	6
346	что на	2	6
347	есть не	2	6
348	говоря уже	2	5
349	тех кто	2	5
350	еще более	1	5
351	а вот	1	5
352	говорит о	1	5
353	весь этот	1	5
354	отношением к	1	5
355	на эту	2	5
356	вопрос о	11	5
357	в каких	2	5
358	говорит что	1	5
359	отчет в	1	5
360	как на	4	5
361	и еще	4	5
362	без всякого	2	5
363	него не	1	5
364	быть в	2	5
365	из них	4	5
366	вся эта	2	5
367	бы то	1	5
368	что они	5	5
369	во всех	1	5
370	что у	3	5
371	для своего	1	5
372	то ни	2	5
373	и весьма	1	5
374	и тем	7	5
375	с которым	1	5
376	в очень	1	5
377	можно только	1	5
378	однако и	2	5
379	в частности	6	5
380	один из	8	5
381	утверждает что	1	5
382	сводится к	3	5
383	все то	1	5
384	и так	1	5
385	жизни в	1	5
386	нет ничего	1	5
387	в свою	4	5
388	и больше	1	5
389	подобного рода	4	5
390	мы имеем	11	5
391	заметить что	1	5
392	по преимуществу	3	5
393	что я	4	5
394	увидим ниже	1	5
395	он называет	1	5
396	что с	2	5
397	ее в	2	5
398	где он	1	5
399	не содержит	1	5
400	место в	1	5
401	в их	3	5
402	мы находим	2	5
403	этого не	5	5
404	а то	2	5
405	и без	2	5
406	на все	3	5
407	есть все	1	5
408	со своей	1	5
409	но уже	6	5
410	только к	2	5
411	она не	1	5
412	далеко не	2	5
413	только то	2	5
414	и часто	1	5
415	во многом	2	5
416	духовного развития	1	5
417	в лондоне	1	5
418	которое в	2	5
419	свидетельствуют о	2	5
420	в области	15	5
421	и только	2	5
422	а м	1	5
423	с которыми	1	4
424	и другие	1	4
425	только что	2	4
426	которые не	1	4
427	нас в	1	4
428	все дело	3	4
429	представление о	3	4
430	их в	1	4
431	по своим	2	4
432	поскольку он	1	4
433	относиться к	1	4
434	мы с	3	4
435	мы увидим	3	4
436	о которых	2	4
437	процесс в	1	4
438	уже о	2	4
439	об отношении	1	4
440	уже и	3	4
441	не что	2	4
442	является как	1	4
443	пока еще	1	4
444	наряду с	2	4
445	том чтобы	9	4
446	с большим	4	4
447	и н	1	4
448	что даже	2	4
449	она есть	2	4
450	этом же	1	4
451	крайней мере	11	4
452	не то	1	4
453	сам по	1	4
454	только не	1	4
455	что иное	2	4
456	в сб	2	4
457	с одной	3	4
458	время в	2	4
459	на этих	1	4
460	в теории	1	4
461	мы можем	2	4
462	нет и	1	4
463	или не	1	4
464	но для	4	4
465	в последние	1	4
466	ясно что	7	4
467	и вместе	1	4
468	народного просвещения	1	4
469	больше всего	3	4
470	если оно	1	4
471	на этом	4	4
472	в духе	3	4
473	кажется что	1	4
474	но зато	2	4
475	в тех	4	4
476	когда мы	3	4
477	я в	2	4
478	это вовсе	1	4
479	и гораздо	1	4
480	любви к	2	4
481	независимо от	1	4
482	в статье	3	4
483	в особенности	6	4
484	не так	2	4
485	и против	2	4
486	как с	2	4
487	и сейчас	3	4
488	с и	1	4
489	которых мы	2	4
490	сколько угодно	2	4
491	в сущности	11	4
492	истории в	1	4
493	не на	4	4
494	не могут	5	4
495	как идея	1	4
496	заключается в	3	4
497	есть нечто	2	4
498	и просто	1	4
499	и т	62	4
500	себя и	1	4
501	по крайней	11	4
502	перед нами	4	4
503	но тут	1	4
504	это и	6	4
505	совершенно не	4	4
506	и более	3	4
507	тех же	2	4
508	лишь в	6	4
509	всего на	1	4
510	которые можно	3	4
511	знаем что	3	4
512	как например	3	4
513	то мы	4	4
514	мог бы	1	4
515	и во	1	4
516	одной из	1	4
517	того с	1	4
518	не имел	1	4
519	т д	21	4
520	только с	1	4
521	у них	1	4
522	как к	2	4
523	в более	2	4
524	тем самым	5	4
525	всех этих	4	4
526	бы на	4	4
527	этом отношении	8	4
528	как у	2	4
529	на самом	3	4
530	как именно	2	4
531	но с	2	4
532	раз навсегда	1	4
533	себе в	3	4
534	и вовсе	7	4
535	в такой	2	4
536	вопросе о	1	4
537	не все	4	4
538	это конечно	2	4
539	он говорит	1	4
540	во второй	1	4
541	в науке	4	4
542	одной стороны	2	4
543	оказывается что	1	4
544	можно найти	1	4
545	россии и	1	4
546	уже тогда	1	4
547	что можно	4	4
548	это можно	1	4
549	и других	1	4
550	так в	2	4
551	же это	2	4
552	пишет в	1	4
553	иное как	3	4
554	все что	1	3
555	человеческой жизни	1	3
556	из своего	1	3
557	в последнее	1	3
558	можно и	1	3
559	самого себя	1	3
560	которая в	1	3
561	через несколько	1	3
562	к такому	2	3
563	очень много	3	3
564	некоторой степени	1	3
565	в разных	2	3
566	вышла в	1	3
567	не как	2	3
568	иначе но	1	3
569	не хочет	2	3
570	его от	1	3
571	правда в	1	3
572	роль в	6	3
573	является для	1	3
574	в природе	1	3
575	отличается от	2	3
576	чувствовал себя	1	3
577	когда в	4	3
578	так например	3	3
579	казалось бы	5	3
580	а что	1	3
581	не столь	1	3
582	в первую	5	3
583	и такие	1	3
584	письмо вл	1	3
585	только как	3	3
586	но во	1	3
587	в другом	2	3
588	во многих	3	3
589	из письма	2	3
590	имеют для	1	3
591	отметить что	1	3
592	до того	2	3
593	свою очередь	4	3
594	не нужно	1	3
595	году но	1	3
596	именно так	2	3
597	находится в	2	3
598	связи со	1	3
599	который в	1	3
600	нет никаких	1	3
601	смысле но	1	3
602	гораздо более	6	3
603	влияние на	1	3
604	первого же	2	3
605	здесь нет	1	3
606	в состоянии	2	3
607	мало и	1	3
608	то для	2	3
609	поездка в	1	3
610	к жизни	2	3
611	как можно	2	3
612	в следующем	2	3
613	и всякой	1	3
614	будто бы	3	3
615	одним из	2	3
616	что не	10	3
617	я и	1	3
618	как говорит	1	3
619	между ними	2	3
620	же как	3	3
621	следовательно и	2	3
622	так сказать	5	3
623	и представить	1	3
624	в сторону	2	3
625	что их	2	3
626	бы в	8	3
627	оно не	5	3
628	несколько более	1	3
629	очень часто	2	3
630	но тогда	1	3
631	только потому	13	3
632	он стал	1	3
633	одно и	1	3
634	не могла	1	3
635	иметь в	1	3
636	в семье	1	3
637	заставляет нас	1	3
638	возможно что	1	3
639	и др	1	3
640	что есть	1	3
641	так уж	1	3
642	в силу	16	3
643	дело не	4	3
644	его к	5	3
645	с каким	1	3
646	которого мы	1	3
647	в подлинном	1	3
648	меня и	3	3
649	хорошо и	1	3
650	от нее	1	3
651	первую очередь	3	3
652	раз он	1	3
653	и этот	1	3
654	также что	2	3
655	на почве	2	3
656	и свое	3	3
657	был бы	4	3
658	с такой	1	3
659	и при	3	3
660	лекции по	1	3
661	была бы	5	3
662	интерес к	1	3
663	что несмотря	1	3
664	для них	2	3
665	себе не	1	3
666	том и	3	3
667	за что	1	3
668	самом деле	17	3
669	с таким	1	3
670	вот и	1	3
671	если это	1	3
672	еще с	1	3
673	как о	2	3
674	с ними	6	3
675	в которых	8	3
676	хотел бы	1	3
677	мало чем	1	3
678	говорить и	2	3
679	сейчас же	1	3
680	не имеют	3	3
681	не знаю	2	3
682	и вся	1	3
683	не могло	1	3
684	значение для	1	3
685	отношении к	1	3
686	здесь о	1	3
687	о своем	1	3
688	это же	1	3
689	жизни по	1	3
690	видели выше	1	3
691	а скорее	1	3
692	намеки на	1	3
693	общего с	2	3
694	речи с	2	3
695	только о	3	3
696	с того	1	3
697	именно к	1	3
698	нас нет	1	3
699	этой области	3	3
700	п а	2	3
701	что такое	8	3
702	сам он	1	3
703	того как	6	3
704	о значении	2	3
705	ни на	1	3
706	в литературе	1	3
707	которого я	1	3
708	бытие и	1	3
709	с их	3	3
710	всегда есть	1	3
711	а если	5	3
712	указывает на	2	3
713	более что	1	3
714	в какой	7	3
715	является не	1	3
716	имеет никакого	1	3
717	последнее время	3	3
718	в новом	1	3
719	разумеется что	2	3
720	его не	1	3
721	субъекта и	1	3
722	быть и	1	3
723	к тем	1	3
724	а по	1	3
725	существу же	1	3
726	говоря о	1	3
727	этот факт	1	3
728	что к	1	3
729	думать что	1	3
730	при всем	1	3
731	и всякая	1	3
732	мы сказали	1	3
733	в книге	1	3
734	которые в	2	3
735	бы он	1	3
736	как будто	2	3
737	том случае	3	3
738	тех пор	2	3
739	это в	1	3
740	которое мы	1	3
741	в той	6	2
742	упомянуть еще	1	2
743	было ему	1	2
744	в возможности	3	2
745	которая была	1	2
746	еще раз	2	2
747	абсолютном и	1	2
748	бы даже	1	2
749	случае мы	1	2
750	многие его	1	2
751	дело с	2	2
752	любовь к	2	2
753	не читал	1	2
754	вопросу о	4	2
755	эта идея	1	2
756	но тем	1	2
757	что дело	1	2
758	и говорить	1	2
759	всем и	1	2
760	которое является	1	2
761	то не	2	2
762	отношений в	3	2
763	целое столетие	1	2
764	внимания на	1	2
765	вопрос об	1	2
766	чтобы в	2	2
767	бы обратить	1	2
768	мне кажется	2	2
769	жизнь в	2	2
770	эта книга	1	2
771	к более	1	2
772	например в	5	2
773	является с	1	2
774	в собственном	2	2
775	почему это	1	2
776	только для	3	2
777	интересно что	2	2
778	у достоевского	2	2
779	даже с	1	2
780	также было	1	2
781	и того	2	2
782	ними и	2	2
783	ответить на	1	2
784	на этой	4	2
785	вероятно не	1	2
786	в действительности	2	2
787	нужно понимать	1	2
788	пор пока	1	2
789	но эти	1	2
790	и своим	1	2
791	н а	1	2
792	времени в	1	2
793	не всегда	4	2
794	в себя	2	2
795	представлением о	1	2
796	говорить о	5	2
797	приходит к	1	2
798	и те	1	2
799	можно ли	6	2
800	всего этого	1	2
801	ни одного	2	2
802	думал о	1	2
803	о тех	1	2
804	вообще и	2	2
805	русская мысль	1	2
806	он так	1	2
807	несколько месяцев	1	2
808	как я	2	2
809	несколько слов	3	2
810	на более	3	2
811	как результат	1	2
812	в атмосфере	2	2
813	одна из	1	2
814	именно с	3	2
815	в европе	2	2
816	каким был	1	2
817	наше мышление	1	2
818	но так	2	2
819	этих последних	1	2
820	не имеющих	1	2
821	в некоторых	1	2
822	для той	1	2
823	подойти к	3	2
824	которой я	1	2
825	в теоретической	1	2
826	есть ничто	1	2
827	собой и	1	2
828	хочет быть	1	2
829	после того	3	2
830	на том	4	2
831	но еще	4	2
832	внимание на	5	2
833	к себе	4	2
834	притом не	1	2
835	обратить внимание	4	2
836	образом если	2	2
837	а ведь	1	2
838	в ее	2	2
839	я очень	1	2
840	то только	3	2
841	столько же	1	2
842	к чему	1	2
843	именно здесь	1	2
844	во внимание	1	2
845	вещи не	1	2
846	xviii века	1	2
847	вещей и	1	2
848	подлинном смысле	1	2
849	речь шла	1	2
850	обстоятельство что	15	2
851	рядом с	7	2
852	и надо	1	2
853	не отрицал	1	2
854	от этого	4	2
855	в двух	1	2
856	на себе	10	2
857	могло бы	1	2
858	сих пор	5	2
859	смысле его	1	2
860	той или	1	2
861	чтобы понять	1	2
862	и могло	1	2
863	истинный смысл	1	2
864	но можно	2	2
865	выражение в	4	2
866	который является	1	2
867	так называемую	1	2
868	не из	1	2
869	с какой	1	2
870	только об	1	2
871	вывод который	1	2
872	или же	3	2
873	в ответ	1	2
874	идеальное начало	1	2
875	и после	1	2
876	своего времени	2	2
877	должны быть	4	2
878	или иные	2	2
879	содержания и	2	2
880	что эта	1	2
881	не приходится	2	2
882	и является	4	2
883	а следовательно	2	2
884	почти всегда	3	2
885	тем и	1	2
886	смысла и	2	2
887	ко времени	1	2
888	истории и	1	2
889	превратилась в	1	2
890	конца и	1	2
891	однако в	2	2
892	оно имеет	1	2
893	его как	1	2
894	и никакого	1	2
895	кажется ему	1	2
896	что только	2	2
897	образом в	3	2
898	если они	1	2
899	иное чем	1	2
900	которые были	1	2
901	но кроме	1	2
902	если эти	2	2
903	за себя	1	2
904	а главное	3	2
905	своего развития	1	2
906	на это	3	2
907	против этого	1	2
908	не мешает	1	2
909	факта то	1	2
910	и может	3	2
911	утверждать что	2	2
912	до сих	5	2
913	та же	1	2
914	учением о	1	2
915	себе представить	2	2
916	если в	2	2
917	известно что	1	2
918	должна быть	6	2
919	тогда когда	7	2
920	и должно	2	2
921	теперь в	1	2
922	до некоторой	1	2
923	целого ряда	1	2
924	ему все	1	2
925	по адресу	1	2
926	из которых	3	2
927	поэтому в	1	2
928	его но	1	2
929	здесь с	1	2
930	их как	2	2
931	от другого	1	2
932	однако он	2	2
933	о в	1	2
934	этот термин	2	2
935	поэтому и	1	2
936	я имею	2	2
937	нам в	1	2
938	еще о	1	2
939	однако что	1	2
940	а сейчас	1	2
941	просто в	1	2
942	но дело	2	2
943	на месте	2	2
944	здесь дело	2	2
945	против чего	1	2
946	как не	4	2
947	уже совсем	1	2
948	в одно	2	2
949	с такими	2	2
950	я хочу	1	2
951	нас интересует	1	2
952	можно утверждать	1	2
953	поэзии и	1	2
954	о котором	4	2
955	том как	3	2
956	тем чем	1	2
957	что свои	1	2
958	знает что	1	2
959	на их	1	2
960	удивляться что	1	2
961	дальше и	1	2
962	категорию в	1	2
963	слов которые	1	2
964	к той	1	2
965	я говорю	1	2
966	но оно	2	2
967	все они	1	2
968	в известных	3	2
969	его и	1	2
970	не является	2	2
971	себе уже	1	2
972	тотчас же	1	2
973	относится к	3	2
974	это все	2	2
975	а может	1	2
976	а через	1	2
977	и никак	1	2
978	и уже	2	2
979	развития и	1	2
980	только тогда	4	2
981	народа и	1	2
982	те или	2	2
983	со всей	1	2
984	в которую	1	2
985	не потому	6	2
986	у других	1	2
987	к делу	1	2
988	самом этом	1	2
989	что такая	1	2
990	я хотел	1	2
991	в критике	1	2
992	еще один	3	2
993	потому и	1	2
994	и а	2	2
995	речи в	7	2
996	своем месте	1	2
997	ни было	1	2
998	в большой	1	2
999	но именно	1	2
1000	с ударением	1	2
1001	и раньше	1	2
1002	правды и	1	2
1003	и самым	1	2
1004	этого слова	8	2
1005	в №	1	2
1006	как предмет	1	2
1007	это просто	3	2
1008	ударением на	1	2
1009	или о	2	2
1010	у вас	1	2
1011	в самой	6	2
1012	часто и	2	2
1013	из этой	1	2
1014	от всякого	1	2
1015	общую характеристику	1	2
1016	этом случае	4	2
1017	ответ на	2	2
1018	стоит на	1	2
1019	которым он	1	2
1020	поскольку здесь	1	2
1021	многих других	1	2
1022	они не	4	2
1023	эта не	3	2
1024	и пр	23	2
1025	раз из	1	2
1026	в первый	2	2
1027	и учение	1	2
1028	ли так	1	2
1029	них не	1	2
1030	не для	2	2
1031	ничего кроме	1	2
1032	для всего	1	2
1033	же не	1	2
1034	слова не	2	2
1035	в русском	14	2
1036	все равно	4	2
1037	есть уже	1	2
1038	в г	3	2
1039	он конечно	1	2
1040	когда оно	2	2
1041	августа года	1	2
1042	и последний	1	2
1043	объекта и	1	2
1044	было в	2	2
1045	о каком	1	2
1046	менее всего	1	2
1047	как впрочем	2	2
1048	в эпоху	1	2
1049	этом в	2	2
1050	с той	2	2
1051	не подлежит	1	2
1052	что а	1	2
1053	язык и	1	2
1054	меньше всего	2	2
1055	дать общую	1	2
1056	к вам	1	2
1057	а так	1	2
1058	с первого	2	2
1059	что эти	4	2
1060	вышло в	1	2
1061	даже просто	1	2
1062	к одному	2	2
1063	без всякой	1	2
1064	поскольку она	1	2
1065	еще до	1	2
1066	за то	1	2
1067	до тех	1	2
1068	в предисловии	1	2
1069	это у	1	2
1070	случае если	3	2
1071	в самых	1	2
1072	под ред	1	2
1073	языке в	1	2
1074	а из	1	2
1075	здесь можно	2	2
1076	подробнее о	1	2
1077	то конечно	1	2
1078	то обстоятельство	15	2
1079	этой статьи	2	2
1080	нужно было	3	2
1081	и их	2	2
1082	свою жизнь	1	2
1083	в нашей	4	2
1084	вы не	1	2
1085	на данных	1	2
1086	как то	2	2
1087	не нравится	1	2
1088	конца он	1	2
1089	могло быть	1	2
1090	не хотел	1	2
1091	терминологии в	1	2
1092	одного из	1	2
1093	были и	1	2
1094	этом и	1	2
1095	даже для	2	2
1096	может показаться	1	2
1097	говорить об	1	2
1098	на ту	3	2
1099	только после	1	2
1100	внимание читателя	1	2
1101	что вся	2	2
1102	слишком уж	1	2
1103	может и	2	2
1104	к своей	1	2
1105	возможна только	1	2
1106	эта проблема	1	2
1107	любви и	1	2
1108	пять лет	1	2
1109	отрицать что	1	2
1110	он пользуется	1	1
1111	можно наблюдать	1	1
1112	науки о	3	1
1113	для самого	3	1
1114	только отрицательно	1	1
1115	образования в	1	1
1116	с помощью	12	1
1117	данном отношении	4	1
1118	силу которого	1	1
1119	к сожалению	2	1
1120	только из	1	1
1121	нужно однако	2	1
1122	и абсолютный	1	1
1123	этого необходимо	1	1
1124	таковы например	1	1
1125	первые годы	1	1
1126	факты и	2	1
1127	чтобы дать	2	1
1128	со всем	1	1
1129	что конкретно	1	1
1130	о таком	2	1
1131	академии наук	1	1
1132	от просто	1	1
1133	на вопросе	1	1
1134	думаю что	4	1
1135	свою мысль	1	1
1136	она уже	1	1
1137	воспоминания о	1	1
1138	раз мы	1	1
1139	это объяснение	1	1
1140	какой бы	1	1
1141	привести к	1	1
1142	типа с	1	1
1143	будут только	1	1
1144	на нас	1	1
1145	а потому	6	1
1146	одному из	1	1
1147	и своеобразным	1	1
1148	это легко	1	1
1149	речи может	1	1
1150	далее в	1	1
1151	не годится	1	1
1152	касается до	1	1
1153	была эпоха	1	1
1154	с немецкими	1	1
1155	быть может	1	1
1156	не стоило	1	1
1157	сторона дела	1	1
1158	чтобы на	1	1
1159	и такое	1	1
1160	лондоне и	1	1
1161	этой последней	1	1
1162	характере этого	1	1
1163	связь с	1	1
1164	их не	1	1
1165	кажется мне	2	1
1166	наконец еще	2	1
1167	возражать против	1	1
1168	имеет смысл	1	1
1169	по пути	2	1
1170	элементы в	1	1
1171	лет в	1	1
1172	одно письмо	1	1
1173	как об	2	1
1174	в некотором	1	1
1175	которых ему	1	1
1176	слова с	2	1
1177	иначе как	2	1
1178	все из	1	1
1179	тут уже	1	1
1180	порядка и	1	1
1181	к другим	1	1
1182	систему и	1	1
1183	самого понятия	1	1
1184	уже об	1	1
1185	в корне	1	1
1186	чтобы можно	1	1
1187	нашей печати	1	1
1188	теперь весьма	1	1
1189	я от	1	1
1190	которое принадлежит	1	1
1191	самого и	1	1
1192	равно не	1	1
1193	необходимо указать	1	1
1194	только через	1	1
1195	выходят за	1	1
1196	только более	1	1
1197	грехах и	1	1
1198	внимание к	1	1
1199	проблем в	1	1
1200	ли из	1	1
1201	самым лучшим	1	1
1202	другое дело	2	1
1203	фету я	1	1
1204	он есть	3	1
1205	речь идет	4	1
1206	выросло учение	1	1
1207	тогда как	2	1
1208	гораздо больше	1	1
1209	определяется не	1	1
1210	философии где	1	1
1211	он постепенно	1	1
1212	не прав	1	1
1213	а вместе	1	1
1214	статья не	1	1
1215	в среду	1	1
1216	перестает быть	1	1
1217	что сказать	1	1
1218	нам не	5	1
1219	ни за	1	1
1220	во все	2	1
1221	сразу же	1	1
1222	из других	1	1
1223	считая что	1	1
1224	что однако	1	1
1225	сказал я	1	1
1226	когда ему	1	1
1227	отнестись критически	1	1
1228	тех слов	1	1
1229	самым дает	1	1
1230	сколько к	1	1
1231	то этот	1	1
1232	нельзя было	2	1
1233	и мысли	2	1
1234	их отношений	1	1
1235	субъектов и	1	1
1236	что подобное	1	1
1237	особенности же	2	1
1238	системы то	1	1
1239	не имею	1	1
1240	ему хочется	1	1
1241	вот почему	1	1
1242	переводе на	1	1
1243	бы приписать	1	1
1244	слово для	1	1
1245	они являются	1	1
1246	и той	1	1
1247	одной и	1	1
1248	к проблеме	1	1
1249	но может	1	1
1250	а когда	1	1
1251	когда она	1	1
1252	путь для	1	1
1253	развития когда	1	1
1254	но они	1	1
1255	на которые	1	1
1256	что люди	1	1
1257	при постановке	1	1
1258	за собой	2	1
1259	забудем что	1	1
1260	мне не	2	1
1261	в различных	1	1
1262	в строгом	1	1
1263	и когда	2	1
1264	связь между	1	1
1265	мыслью в	1	1
1266	и вести	1	1
1267	по отношению	9	1
1268	уже как	1	1
1269	определяется его	1	1
1270	что еще	1	1
1271	но также	6	1
1272	сказать как	1	1
1273	за рамки	3	1
1274	так мы	2	1
1275	перед ним	1	1
1276	убедиться в	1	1
1277	учению о	1	1
1278	который нам	1	1
1279	слов о	2	1
1280	я думаю	1	1
1281	к ним	2	1
1282	этом роде	3	1
1283	разрешения этой	1	1
1284	из всех	1	1
1285	нас на	1	1
1286	имеем право	1	1
1287	в контексте	2	1
1288	ниже а	1	1
1289	этой своей	1	1
1290	а сам	1	1
1291	к проблемам	1	1
1292	за него	1	1
1293	объяснение в	2	1
1294	к которому	3	1
1295	только во	1	1
1296	что подобного	1	1
1297	следует что	6	1
1298	философию и	1	1
1299	только ради	1	1
1300	каком отношении	1	1
1301	теории и	1	1
1302	и науки	1	1
1303	которыми мы	1	1
1304	что именно	2	1
1305	к вопросам	1	1
1306	от них	1	1
1307	в сфере	3	1
1308	бы так	1	1
1309	лишь при	1	1
1310	с темой	1	1
1311	здесь идет	1	1
1312	что дух	3	1
1313	в системе	3	1
1314	и вышла	1	1
1315	тут мы	1	1
1316	важно что	1	1
1317	в обращении	1	1
