N	2gram	Berdyaev_M	Analitik
115	если бы	5	8
116	и все	13	8
117	что он	16	8
118	в основе	4	8
119	с точки	1	8
120	хотя и	2	8
121	этом отношении	1	8
122	он и	2	8
123	одного из	1	8
124	в финале	1	7
125	о предопределении	2	7
126	во всяком	1	7
127	в противоположность	1	7
128	в другом	1	7
129	в одном	1	7
130	в нашем	2	7
131	не мог	6	7
132	по природе	2	7
133	по преимуществу	4	7
134	в ее	3	7
135	у него	38	7
136	как говорит	1	7
137	природе своей	2	7
138	личности и	3	7
139	и тем	1	7
140	в свое	1	7
141	приводит к	2	7
142	всяком случае	1	7
143	и для	7	7
144	все это	6	7
145	со своим	2	7
146	на его	1	7
147	себя и	6	7
148	место в	4	7
149	что иное	4	7
150	как будто	4	7
151	вплоть до	1	7
152	иное как	4	7
153	во всем	5	6
154	с самим	5	6
155	те же	5	6
156	казалось бы	1	6
157	восходит к	1	6
158	хотя бы	8	6
159	превращается в	1	6
160	не что	4	6
161	с другим	3	6
162	вовсе не	1	6
163	ключ к	1	6
164	то в	2	6
165	не знает	12	6
166	что не	3	6
167	вопроса о	1	6
168	о себе	3	6
169	не будет	3	6
170	его как	2	6
171	в силу	1	6
172	в нем	26	6
173	он был	18	6
174	если в	2	6
175	на этом	5	6
176	самим собой	1	6
177	от своего	2	6
178	и более	2	6
179	и состоит	1	6
180	более чем	3	6
181	и то	2	6
182	ответ на	1	6
183	уже в	6	6
184	есть в	3	6
185	должен быть	4	6
186	его в	6	6
187	тем более	1	6
188	мере в	1	6
189	что на	1	6
190	все что	5	5
191	не так	6	5
192	не как	4	5
193	в этих	6	5
194	в них	5	5
195	на смену	3	5
196	мысль о	2	5
197	тем что	7	5
198	ведет к	16	5
199	же его	1	5
200	в котором	9	5
201	входит в	3	5
202	для того	4	5
203	для себя	1	5
204	к этому	3	5
205	и он	21	5
206	к жизни	1	5
207	ни в	3	5
208	не о	2	5
209	будто бы	3	5
210	я не	4	5
211	и до	1	5
212	а с	1	5
213	так что	3	5
214	личность в	1	5
215	бы быть	1	5
216	и по	4	5
217	и потому	17	5
218	во втором	1	5
219	и здесь	6	5
220	не могут	6	5
221	самом деле	2	5
222	с таким	2	5
223	как о	1	5
224	к его	1	5
225	жизни в	3	5
226	да и	1	5
227	что мы	1	5
228	на примере	1	5
229	он в	4	5
230	тот же	1	5
231	принадлежит к	3	5
232	ни с	4	5
233	на вопрос	1	5
234	мы не	2	5
235	с той	1	5
236	с их	2	5
237	самим собою	2	5
238	в глубине	10	5
239	все эти	3	5
240	одно из	3	5
241	путь к	2	5
242	человека к	10	5
243	в искусстве	1	5
244	и их	3	5
245	еще в	4	5
246	мира в	2	5
247	ты не	1	4
248	его от	1	4
249	связь с	1	4
250	в своих	4	4
251	в борьбе	1	4
252	к самому	2	4
253	отличается от	2	4
254	так в	1	4
255	с этим	4	4
256	не должен	1	4
257	значительной степени	2	4
258	что же	2	4
259	сказать что	5	4
260	жизни как	1	4
261	что она	5	4
262	не все	3	4
263	к нему	8	4
264	разного рода	2	4
265	не было	25	4
266	в которой	8	4
267	одним из	2	4
268	между ними	1	4
269	в чем	3	4
270	бы в	3	4
271	в каждом	4	4
272	могли бы	1	4
273	мы уже	1	4
274	и что	4	4
275	него на	1	4
276	и от	3	4
277	и есть	21	4
278	его к	2	4
279	а как	2	4
280	искусства в	1	4
281	были бы	1	4
282	шекспира и	1	4
283	была бы	1	4
284	как он	4	4
285	в отношении	6	4
286	о своей	2	4
287	а именно	1	4
288	подхода к	1	4
289	удивительно что	1	4
290	бы не	4	4
291	и т	1	4
292	это и	7	4
293	его и	2	4
294	все три	1	4
295	потому что	25	4
296	того чтобы	4	4
297	и если	1	4
298	не должно	1	4
299	и тогда	2	4
300	и во	5	4
301	до известной	1	4
302	но это	8	4
303	обратиться к	1	4
304	как к	2	4
305	все они	1	4
306	о нем	2	4
307	ему в	1	4
308	как у	2	4
309	ее в	1	4
310	бы и	8	4
311	на которой	1	4
312	сама по	1	4
313	по своему	3	4
314	об этом	2	4
315	жизнь и	5	4
316	человека в	26	4
317	произведения искусства	1	4
318	его не	5	4
319	в значительной	2	4
320	и ее	2	4
321	отношение к	9	4
322	и о	1	4
323	в области	1	4
324	сознания в	2	4
325	от него	4	3
326	в центре	4	3
327	человеческой жизни	4	3
328	к этой	3	3
329	с этой	4	3
330	тем как	2	3
331	и был	1	3
332	в виду	2	3
333	быть может	9	3
334	у пушкина	1	3
335	и с	6	3
336	в жизни	7	3
337	с тем	10	3
338	встреча с	1	3
339	только для	1	3
340	в момент	3	3
341	в такой	4	3
342	вопрос о	7	3
343	другого в	2	3
344	ничто не	1	3
345	на самом	2	3
346	это было	1	3
347	уже было	1	3
348	этой связи	1	3
349	и той	2	3
350	одной и	2	3
351	втором случае	1	3
352	и те	4	3
353	от своей	2	3
354	себе в	3	3
355	было сказано	1	3
356	как на	1	3
357	что все	5	3
358	в зависимости	1	3
359	к ее	1	3
360	всего в	2	3
361	на почве	3	3
362	что у	3	3
363	должно быть	5	3
364	в состоянии	1	3
365	и за	2	3
366	х годов	1	3
367	всякий раз	2	3
368	во внутренней	1	3
369	я всегда	2	3
370	человек в	12	3
371	в ряду	1	3
372	это путь	1	3
373	представляется нам	1	3
374	что как	1	3
375	но к	2	3
376	он сам	11	3
377	а для	2	3
378	не был	8	3
379	остается в	1	3
380	смысл и	1	3
381	отрекается от	3	3
382	хотя в	1	3
383	и тот	2	3
384	из этого	1	3
385	бы ни	2	3
386	во время	1	3
387	всех этих	1	3
388	означает что	3	3
389	в столь	1	3
390	тогда когда	2	3
391	что они	4	3
392	поэтому в	1	3
393	можно было	1	3
394	оно не	3	3
395	если не	1	3
396	есть лишь	23	3
397	заключается в	1	3
398	с целью	1	3
399	никто не	3	3
400	ли он	2	3
401	ему и	1	3
402	зависимости от	1	3
403	человека и	19	3
404	только одно	3	3
405	ни к	2	3
406	то он	3	3
407	он же	3	3
408	своей собственной	1	3
409	тех же	1	3
410	и заключается	1	3
411	быть не	2	3
412	в обоих	1	3
413	и наоборот	1	3
414	т п	1	3
415	впервые в	1	3
416	она может	2	3
417	мог бы	5	3
418	к миру	3	3
419	на этот	2	3
420	так как	10	3
421	они не	4	3
422	за собою	1	3
423	личности как	1	3
424	смысла жизни	2	3
425	же не	2	3
426	ведь это	2	3
427	но с	2	3
428	а о	1	3
429	сам по	2	3
430	не от	3	3
431	о жизни	1	3
432	и без	2	3
433	в какой	1	3
434	мира и	6	3
435	к своему	2	3
436	и я	5	3
437	ко всему	2	3
438	с новыми	2	3
439	она не	9	3
440	также и	6	3
441	в ней	23	3
442	но он	17	3
443	одни и	2	3
444	мы должны	1	3
445	человека с	2	3
446	его я	1	3
447	которые в	2	3
448	когда он	3	3
449	может показаться	1	3
450	жизни и	6	3
451	все еще	2	3
452	личности к	2	3
453	на то	1	3
454	о своих	2	3
455	душевной жизни	2	3
456	ведь и	1	3
457	для этого	3	3
458	и наконец	1	3
459	не к	6	3
460	момент его	2	3
461	является в	1	2
462	и мира	3	2
463	еще более	3	2
464	тому что	2	2
465	мировой жизни	1	2
466	в разных	3	2
467	или нет	1	2
468	о свободе	18	2
469	требует от	1	2
470	бытие человека	1	2
471	до последнего	1	2
472	не бывает	3	2
473	долгое время	2	2
474	мыслится как	1	2
475	от них	1	2
476	ко всем	3	2
477	обращением к	1	2
478	русской поэзии	1	2
479	жизнь в	4	2
480	добрый и	2	2
481	если он	7	2
482	отношением к	2	2
483	их в	1	2
484	о судьбе	1	2
485	на эту	1	2
486	не вполне	1	2
487	бытия с	2	2
488	интересно что	1	2
489	в иной	3	2
490	он по	1	2
491	культуры в	1	2
492	искусство и	1	2
493	определяется не	1	2
494	дело и	1	2
495	любви к	14	2
496	а лишь	3	2
497	было не	1	2
498	на природу	4	2
499	так для	1	2
500	своей природе	1	2
501	во многих	2	2
502	войти в	1	2
503	лишь одна	2	2
504	борьбе с	1	2
505	на пути	4	2
506	есть ни	1	2
507	принадлежит не	1	2
508	уже и	1	2
509	так же	5	2
510	в чистом	1	2
511	в глаза	1	2
512	и ответственности	1	2
513	всегда и	1	2
514	в иную	1	2
515	его собственной	2	2
516	отец его	1	2
517	в прошлом	1	2
518	этого мира	3	2
519	к ним	1	2
520	приходят к	3	2
521	вообще и	1	2
522	отношений и	1	2
523	на могиле	1	2
524	перед ним	3	2
525	быть в	1	2
526	к которому	1	2
527	как от	1	2
528	сих пор	5	2
529	во всей	1	2
530	жизни не	2	2
531	за руки	1	2
532	она есть	3	2
533	ближе к	1	2
534	но я	1	2
535	ее и	2	2
536	той мере	1	2
537	мы видим	4	2
538	на протяжении	2	2
539	от его	3	2
540	под маской	1	2
541	собой в	1	2
542	судьба человека	15	2
543	к себе	3	2
544	т е	5	2
545	своего другого	1	2
546	этом втором	1	2
547	бытия и	1	2
548	там и	6	2
549	не путем	1	2
550	слово о	1	2
551	к чему	5	2
552	как его	1	2
553	с одним	1	2
554	не остается	2	2
555	человек и	7	2
556	но ведь	1	2
557	учение о	3	2
558	такова что	1	2
559	с изображением	1	2
560	одном из	1	2
561	зрения и	1	2
562	всех своих	1	2
563	не имея	1	2
564	не означает	2	2
565	он ничего	1	2
566	не могу	4	2
567	человека как	3	2
568	вообще не	2	2
569	и та	2	2
570	для человека	5	2
571	этот вопрос	1	2
572	когда мы	2	2
573	себя за	1	2
574	которое есть	1	2
575	другому в	1	2
576	занимает центральное	1	2
577	выходят за	1	2
578	только с	3	2
579	культуры и	2	2
580	что во	1	2
581	вера в	3	2
582	моментов в	1	2
583	и др	1	2
584	подход к	1	2
585	них не	1	2
586	личность и	2	2
587	начало и	1	2
588	самого ивана	1	2
589	есть поистине	1	2
590	от свободы	5	2
591	имеет свою	1	2
592	любви и	3	2
593	себе самом	1	2
594	мире и	1	2
595	до сих	5	2
596	та же	4	2
597	и свою	1	2
598	вступил в	1	2
599	своего собственного	1	2
600	и должно	3	2
601	что это	5	2
602	от нас	1	2
603	истории в	2	2
604	сама жизнь	1	2
605	со всеми	1	2
606	все его	3	2
607	творчества и	1	2
608	должен был	4	2
609	ему казалось	1	2
610	оно есть	1	2
611	не имеет	7	2
612	есть на	1	2
613	дома и	1	2
614	может не	3	2
615	этой темы	1	2
616	к другому	4	2
617	думать что	4	2
618	нет ничего	9	2
619	же я	1	2
620	не имеют	2	2
621	в течение	1	2
622	у меня	1	2
623	на два	2	2
624	на это	1	2
625	не сам	2	2
626	ни был	1	2
627	но сам	1	2
628	в мир	3	2
629	к собственной	1	2
630	но без	1	2
631	ибо он	1	2
632	может ли	2	2
633	не для	2	2
634	своей жизни	1	2
635	произведения и	1	2
636	своим другим	2	2
637	из первых	1	2
638	с нею	1	2
639	для всего	1	2
640	он может	1	2
641	но если	4	2
642	видел в	1	2
643	мира не	3	2
644	в самой	8	2
645	который и	2	2
646	этом он	4	2
647	одних и	1	2
648	или к	4	2
649	значение в	1	2
650	мог быть	1	2
651	и вот	7	2
652	способность к	2	2
653	для нас	3	2
654	ли человек	2	2
655	не способен	6	2
656	у нас	13	2
657	жизни героев	1	2
658	многих отношениях	1	2
659	а все	1	2
660	смысле этого	1	2
661	все равно	3	2
662	реальности это	1	2
663	в ином	2	2
664	не принимает	2	2
665	раз в	1	2
666	что ни	1	2
667	жизни это	4	2
668	без остатка	1	2
669	но эта	2	2
670	это еще	1	2
671	и свободы	4	2
672	анна каренина	1	2
673	перед собой	2	2
674	на все	3	2
675	которой он	2	2
676	в одной	1	2
677	бы это	2	2
678	связаны с	1	2
679	а на	1	2
680	к одному	2	2
681	и эти	1	2
682	как человек	2	2
683	нет и	6	2
684	то и	1	2
685	свободы но	6	2
686	а от	3	2
687	не по	1	2
688	но всегда	1	2
689	от всех	2	2
690	к тем	2	2
691	у всех	4	2
692	это была	1	2
693	стало быть	1	2
694	прежде чем	2	2
695	тот кто	5	2
696	бы он	2	2
697	как внутреннее	1	2
698	не оставляет	1	2
699	и прежде	1	2
700	все более	1	2
701	и только	1	2
702	и ту	1	2
703	как ему	1	2
704	в отношения	1	1
705	что было	2	1
706	каждом человеческом	1	1
707	он экспериментирует	1	1
708	был и	1	1
709	в единую	2	1
710	они приходят	1	1
711	в душе	1	1
712	возможно лишь	1	1
713	же и	2	1
714	другим и	2	1
715	ко второй	2	1
716	люди которые	1	1
717	только что	1	1
718	можно и	2	1
719	самого себя	6	1
720	творчества в	1	1
721	укладу жизни	1	1
722	единую истину	1	1
723	в сферу	1	1
724	степени как	1	1
725	это лишь	2	1
726	система в	1	1
727	могут производить	1	1
728	всего может	1	1
729	в стороне	1	1
730	к знанию	1	1
731	вещи и	1	1
732	он видит	1	1
733	с эпохи	1	1
734	мысли и	2	1
735	привести к	9	1
736	существенно для	1	1
737	и двух	1	1
738	своей истории	1	1
739	нас в	3	1
740	пришел в	1	1
741	только тогда	1	1
742	с собой	5	1
743	личность но	1	1
744	отпавшего от	1	1
745	уединения с	1	1
746	или во	1	1
747	но все	1	1
748	от одного	1	1
749	на мир	1	1
750	игру с	1	1
751	из самых	9	1
752	человека для	4	1
753	говорят о	2	1
754	принадлежат к	3	1
755	мира это	1	1
756	давно уже	1	1
757	его на	4	1
758	начинается с	1	1
759	существенна для	1	1
760	мысли о	3	1
761	эта формула	1	1
762	к преступлению	9	1
763	жизни ее	1	1
764	мире все	1	1
765	в xx	1	1
766	последних двух	1	1
767	человека есть	6	1
768	многие суждения	1	1
769	к земле	2	1
770	и загадочное	1	1
771	почти все	1	1
772	за ней	1	1
773	мир и	3	1
774	для их	1	1
775	правом на	1	1
776	отца и	1	1
777	в письме	1	1
778	и из	1	1
779	внешней среды	1	1
780	в записках	2	1
781	у которых	2	1
782	до пределов	1	1
783	что сознание	1	1
784	литературы в	1	1
785	на человека	2	1
786	и политического	1	1
787	и жизнь	3	1
788	против собственной	1	1
789	человека не	6	1
790	в пределе	1	1
791	мы увидим	4	1
792	себе такова	2	1
793	не узнает	1	1
794	он отвергает	1	1
795	как будет	1	1
796	судьбу наконец	1	1
797	определяющее значение	2	1
798	должна быть	7	1
799	есть откровение	1	1
800	из жизни	1	1
801	и своим	1	1
802	соединиться с	1	1
803	в этот	2	1
804	имея в	1	1
805	из себя	2	1
806	смысле слова	7	1
807	к устоявшемуся	1	1
808	об отношении	1	1
809	своих героев	2	1
810	что люди	1	1
811	приходит к	2	1
812	говорит что	3	1
813	уже как	1	1
814	с религиозным	1	1
815	это ведет	1	1
816	на практике	1	1
817	хотел сказать	1	1
818	его была	1	1
819	художественном творчестве	1	1
820	новым словом	1	1
821	наедине с	1	1
822	лишь частично	1	1
823	ни одного	2	1
824	и еще	3	1
825	всякой реальности	1	1
826	с именем	1	1
827	него не	3	1
828	революции в	2	1
829	ее как	2	1
830	постановка проблемы	1	1
831	от смысла	1	1
832	этот странный	1	1
833	еще ничего	1	1
834	принимает ни	1	1
835	он ведь	1	1
836	как для	2	1
837	духа он	9	1
838	такая же	1	1
839	во времена	1	1
840	культуры он	1	1
841	все время	3	1
842	судьбы но	1	1
843	не умеет	1	1
844	свободы я	1	1
845	во весь	1	1
846	из самой	1	1
847	не мыслится	1	1
848	невозможно признать	1	1
849	и ад	7	1
850	а мы	1	1
851	широк человек	1	1
852	к этим	3	1
853	своеволия в	2	1
854	и открывает	1	1
855	он так	2	1
856	по которой	1	1
857	свою судьбу	1	1
858	пути но	2	1
859	которая ни	1	1
860	жизни с	1	1
861	людей в	3	1
862	это свойство	1	1
863	время для	1	1
864	все мы	1	1
865	и весь	1	1
866	такой степени	2	1
867	в самую	5	1
868	при котором	1	1
869	интересом к	1	1
870	есть выражение	2	1
871	влияние на	1	1
872	в прошлое	1	1
873	первый и	1	1
874	романа начинается	1	1
875	живой смысл	1	1
876	это остается	1	1
877	мышления и	1	1
878	она и	1	1
879	хотелось бы	1	1
880	в христианском	4	1
881	о двух	1	1
882	после того	2	1
883	этом все	1	1
884	жизни так	1	1
885	стороны одной	1	1
886	от природы	3	1
887	мыслитель и	1	1
888	она в	1	1
889	есть у	1	1
890	что я	1	1
891	обнаруживается в	2	1
892	весь смысл	1	1
893	начала и	1	1
894	ведь есть	1	1
895	только свобода	3	1
896	обычно не	1	1
897	ивана карамазова	10	1
898	а ведь	1	1
899	свободу и	8	1
900	от начала	1	1
901	чем у	8	1
902	что такое	2	1
903	он идет	1	1
904	и сама	2	1
905	идее в	1	1
906	почти нет	1	1
907	пройти через	4	1
908	это верно	2	1
909	в тот	1	1
910	человек как	1	1
911	они в	1	1
912	в старом	1	1
913	же человек	1	1
914	свободы и	13	1
915	себе путь	2	1
916	от тех	1	1
917	а за	2	1
918	к отцу	1	1
919	сознания на	1	1
920	века не	1	1
921	пути и	2	1
922	и л	1	1
923	писатель в	1	1
924	есть явление	3	1
925	была в	2	1
926	образ он	1	1
927	ответственности за	2	1
928	эту свободу	1	1
929	или иная	1	1
930	между этими	1	1
931	в последних	1	1
932	возможность свободы	1	1
933	личности от	1	1
934	которые могли	1	1
935	личности с	1	1
936	момент ее	1	1
937	с отцом	1	1
938	и достоевского	2	1
939	чего бы	1	1
940	такой строй	1	1
941	себя как	1	1
942	же как	1	1
943	на земле	7	1
944	рядом с	1	1
945	налагает на	1	1
946	и вместе	4	1
947	выходит к	1	1
948	но когда	3	1
949	их жизни	1	1
950	от этого	4	1
951	больше и	1	1
952	к мировому	1	1
953	лишь для	1	1
954	на свободу	3	1
955	себе и	4	1
956	точек зрения	1	1
957	был не	2	1
958	достигает своего	1	1
959	очень существенно	1	1
960	из одного	1	1
961	человека человек	9	1
962	делает его	1	1
963	теперь и	1	1
964	и у	3	1
965	что их	1	1
966	ли что	1	1
967	человека а	3	1
968	есть особый	1	1
969	и мир	2	1
970	и литературные	1	1
971	единство а	1	1
972	его внутреннюю	1	1
973	можно принять	1	1
974	человека он	6	1
975	ответом на	1	1
976	опыт и	2	1
977	под ними	1	1
978	как до	1	1
979	же до	1	1
980	все остальные	1	1
981	близко к	1	1
982	есть бог	2	1
983	рост и	1	1
984	и речи	1	1
985	совсем не	3	1
986	им наконец	1	1
987	с какой	1	1
988	эти слова	2	1
989	отношение между	2	1
990	характерны для	1	1
991	делает в	1	1
992	именно потому	1	1
993	все основные	1	1
994	недоступной для	1	1
995	он обращен	2	1
996	на нем	1	1
997	бы но	1	1
998	должны быть	3	1
999	в свободе	7	1
1000	поистине можно	1	1
1001	при такой	1	1
1002	с личностью	2	1
1003	верно по	1	1
1004	себя на	1	1
1005	лишь один	2	1
1006	зрения герои	1	1
1007	его жизнь	1	1
1008	бы уже	1	1
1009	доходит до	6	1
1010	человек который	5	1
1011	между свободой	1	1
1012	проникнуть в	1	1
1013	из нас	1	1
1014	она хочет	1	1
1015	миру и	1	1
1016	в нее	1	1
1017	о мире	2	1
1018	литературы и	2	1
1019	должны были	1	1
1020	жизни оно	1	1
1021	она была	2	1
1022	не совпадает	1	1
1023	из нее	1	1
1024	герой из	1	1
1025	личного бытия	2	1
1026	открывается в	2	1
1027	ту сторону	1	1
1028	человеческих отношений	1	1
1029	о русском	1	1
1030	и никогда	4	1
1031	или о	1	1
1032	или лучше	1	1
1033	и каждый	2	1
1034	этот путь	3	1
1035	может открыться	1	1
1036	его личности	4	1
1037	бог но	1	1
1038	в новый	1	1
1039	своему другому	2	1
1040	лучше сказать	1	1
1041	с чем	1	1
1042	был в	4	1
1043	даже самого	1	1
1044	обращен к	8	1
1045	у разных	1	1
1046	с которым	2	1
1047	в человеческой	5	1
1048	человечества во	1	1
1049	к живому	1	1
1050	время он	1	1
1051	строя жизни	2	1
1052	есть одна	1	1
1053	за себя	1	1
1054	и отсутствие	1	1
1055	кто знает	1	1
1056	еще менее	1	1
1057	и остроте	1	1
1058	нет не	1	1
1059	центральное место	1	1
1060	руку а	1	1
1061	действующих лиц	1	1
1062	действительной жизни	1	1
1063	индивидуальности к	1	1
1064	было с	2	1
1065	что до	1	1
1066	лишь по	1	1
1067	которая и	1	1
1068	себя но	1	1
1069	его сторону	1	1
1070	для многих	1	1
1071	уже на	1	1
1072	как отец	1	1
1073	уже с	1	1
1074	как теперь	1	1
1075	от нее	5	1
1076	теперь я	1	1
1077	на деле	4	1
1078	жизни героя	1	1
1079	а потому	1	1
1080	человеческой личности	11	1
1081	свободы как	2	1
1082	и против	3	1
1083	личности на	1	1
1084	он уже	8	1
1085	с еще	1	1
1086	христианской культуры	1	1
1087	они и	3	1
1088	существенным для	1	1
1089	котором не	2	1
1090	его уже	1	1
1091	сойти с	1	1
1092	жизни а	3	1
1093	не поглощает	1	1
1094	того кому	1	1
1095	которой не	1	1
1096	мире так	1	1
1097	комнаты и	1	1
1098	его с	4	1
1099	живет в	2	1
1100	с миром	1	1
1101	другого человека	2	1
1102	последней глубине	1	1
1103	я никогда	2	1
1104	радикально меняется	1	1
1105	его природе	1	1
1106	страдают от	1	1
1107	этот не	1	1
1108	с ума	4	1
1109	все те	1	1
1110	и все-таки	1	1
1111	да ведь	1	1
1112	только имеет	1	1
1113	для них	3	1
1114	он равно	1	1
1115	и делает	1	1
1116	я все	1	1
1117	его собственный	1	1
1118	он лишь	4	1
1119	за это	1	1
1120	не на	1	1
1121	они как	1	1
1122	искусство никогда	1	1
1123	как с	1	1
1124	обращено к	1	1
1125	они были	2	1
1126	таково же	1	1
1127	о природе	1	1
1128	как своей	1	1
1129	л толстого	3	1
1130	сил и	1	1
1131	с ней	3	1
1132	их и	1	1
1133	корней и	2	1
1134	явлений в	1	1
1135	любовь и	4	1
1136	два полюса	1	1
1137	то время	2	1
1138	борьбы и	1	1
1139	у шекспира	1	1
1140	как момент	1	1
1141	как не	1	1
1142	вряд ли	3	1
1143	что такой	1	1
1144	до полной	1	1
1145	в которых	5	1
1146	не приводит	1	1
1147	том смысле	2	1
1148	слова это	1	1
1149	границы человеческой	4	1
1150	он есть	1	1
1151	второе я	1	1
1152	своего отца	1	1
1153	хотел бы	5	1
1154	к человеку	21	1
1155	нет в	5	1
1156	что вообще	1	1
1157	же есть	4	1
1158	без которых	1	1
1159	лишь те	2	1
1160	над ним	1	1
1161	смысле что	1	1
1162	является для	1	1
1163	жизни конечно	1	1
1164	из человеческой	1	1
1165	с человеком	2	1
1166	ни на	1	1
1167	не допускает	1	1
1168	всему этому	1	1
1169	цели не	1	1
1170	к порядку	1	1
1171	свой путь	1	1
1172	в последней	2	1
1173	ни у	2	1
1174	свободе его	1	1
1175	людей к	1	1
1176	границы личности	1	1
1177	не любил	1	1
1178	на той	1	1
1179	на том	3	1
1180	можно лишь	1	1
1181	свободы неизбежно	1	1
1182	это все	2	1
1183	сердце его	1	1
1184	явления и	1	1
1185	а может	1	1
1186	он во	1	1
1187	не до	2	1
1188	от мира	2	1
1189	и уже	1	1
1190	и теперь	1	1
1191	явившийся в	1	1
1192	в вечной	1	1
1193	только один	3	1
1194	то все	2	1
1195	есть то	2	1
1196	и вся	1	1
1197	о грядущем	1	1
1198	не могло	1	1
1199	совпадают с	1	1
1200	значение для	1	1
1201	то от	1	1
1202	в это	1	1
1203	в сне	1	1
1204	отношении к	4	1
1205	мы читаем	1	1
1206	направленной на	2	1
1207	и об	1	1
1208	силы в	1	1
1209	как достоевский	1	1
1210	иной мир	4	1
1211	идет не	1	1
1212	целый ряд	2	1
1213	художник и	2	1
1214	знает личности	1	1
1215	явлена в	1	1
1216	в истории	2	1
1217	цели и	1	1
1218	себя от	1	1
1219	так называемого	1	1
1220	в каком	2	1
1221	вопрос можно	1	1
1222	над собой	1	1
1223	который будет	1	1
1224	потому и	2	1
1225	вести к	3	1
1226	имеем в	1	1
1227	на что	1	1
1228	есть его	1	1
1229	между людьми	1	1
1230	человек должен	6	1
1231	в описании	1	1
1232	и там	10	1
1233	переход от	1	1
1234	на внешние	1	1
1235	всего своего	1	1
1236	ее не	1	1
1237	в сфере	2	1
1238	имя которых	1	1
1239	всего двух	1	1
1240	он все	1	1
1241	она определяется	1	1
1242	только одна	1	1
1243	понимая что	1	1
1244	которые уже	1	1
1245	конца и	1	1
1246	в образе	4	1
1247	друга а	1	1
1248	слова он	2	1
1249	человеческого существа	2	1
1250	она принимает	1	1
1251	бога она	1	1
1252	мире в	1	1
1253	выход за	1	1
1254	л толстой	2	1
1255	обращение к	1	1
1256	одного только	1	1
1257	других он	1	1
1258	для достижения	1	1
1259	а вовсе	1	1
1260	не одну	1	1
1261	не видит	1	1
1262	отречение от	1	1
1263	сама она	1	1
1264	даже для	1	1
1265	ожидать от	1	1
1266	друг друга	12	1
1267	и после	1	1
1268	из него	1	1
1269	в чтении	1	1
1270	точку зрения	1	1
1271	ставит его	1	1
1272	порядку и	2	1
1273	свободой и	2	1
1274	человека но	5	1
1275	из этой	2	1
1276	и быть	2	1
1277	людей не	2	1
1278	он должен	4	1
1279	прийти к	3	1
1280	могли быть	1	1
1281	мир всегда	1	1
1282	об их	1	1
1283	я человека	2	1
1284	связан с	1	1
1285	и такой	1	1
1286	и идет	1	1
1287	в любви	12	1
1288	проникает в	3	1
1289	миром с	1	1
1290	творчества не	1	1
1291	но оно	1	1
1292	но на	2	1
1293	в более	4	1
1294	и рассудок	1	1
1295	и всякий	2	1
1296	необходимый момент	1	1
1297	вокруг него	1	1
1298	у гоголя	1	1
1299	и национальной	1	1
1300	выходит за	1	1
1301	я верю	1	1
1302	многих других	1	1
1303	своей любви	1	1
1304	на периферию	1	1
1305	является на	1	1
1306	не во	1	1
1307	ее уже	1	1
1308	этот процесс	5	1
1309	сам он	2	1
1310	того как	3	1
1311	был еще	4	1
