N	2gram	Propp_Isto	Hudozhes
241	одна из	2	2
242	этого слова	3	2
243	здесь не	6	2
244	не все	7	2
245	на котором	2	2
246	он и	4	2
247	не просто	4	2
248	начало и	1	2
249	никогда не	9	2
250	и по	6	2
251	начиная с	1	2
252	при котором	2	2
253	но на	1	2
254	этих двух	2	2
255	не принадлежит	1	2
256	в последней	1	2
257	одной из	1	2
258	несмотря на	1	2
259	что такое	1	2
260	ее в	3	2
261	все это	4	2
262	что и	17	2
263	xix века	1	2
264	что каждый	1	2
265	к жизни	2	2
266	таком случае	1	2
267	уже говорилось	1	2
268	у него	4	2
269	от всех	1	2
270	или в	14	2
271	говорит в	1	2
272	и некоторые	3	2
273	и более	3	2
274	не от	1	2
275	одним из	4	2
276	что она	8	2
277	тому что	1	2
278	случае не	1	2
279	я не	3	2
280	к своему	3	2
281	границ между	1	2
282	в сторону	3	2
283	в чем	4	2
284	вовсе не	3	2
285	вопрос что	1	2
286	тем более	1	2
287	и потому	2	2
288	о себе	3	2
289	но как	2	2
290	на этом	5	2
291	как организация	1	2
292	имеются и	2	2
293	дело не	3	2
294	быть и	3	2
295	и может	1	2
296	но она	2	2
297	не с	2	2
298	соединении с	1	2
299	таких случаях	2	2
300	от своего	3	2
301	это может	1	2
302	человека и	1	2
303	могла бы	1	2
304	в этой	7	2
305	облекается в	1	2
306	и др	4	2
307	о его	2	2
308	столь же	1	2
309	право на	2	2
310	из этого	1	2
311	отнюдь не	1	2
312	в особенности	3	1
313	от него	3	1
314	все что	4	1
315	для всех	1	1
316	приводящего к	1	1
317	в центре	1	1
318	вступить в	3	1
319	и здесь	8	1
320	разные формы	1	1
321	за ним	4	1
322	всегда имеется	1	1
323	одном случае	5	1
324	же и	1	1
325	такая форма	2	1
326	такова же	1	1
327	например если	1	1
328	которая в	2	1
329	живет в	8	1
330	на ее	1	1
331	героя в	6	1
332	случае мы	4	1
333	дело с	2	1
334	образа и	1	1
335	что делает	1	1
336	и дает	1	1
337	его за	1	1
338	речи кто	1	1
339	и другим	1	1
340	представляют собой	5	1
341	что это	4	1
342	содержит в	2	1
343	тем как	1	1
344	в другой	6	1
345	говорит о	1	1
346	привести к	1	1
347	те же	2	1
348	в область	1	1
349	из того	2	1
350	одному из	2	1
351	представлений о	1	1
352	и другими	1	1
353	особенно если	1	1
354	и делает	1	1
355	своему собственному	1	1
356	это особого	1	1
357	постоянных признаков	1	1
358	свое имя	1	1
359	за это	2	1
360	для данного	1	1
361	со всеми	1	1
362	должен был	5	1
363	начинается с	3	1
364	и даже	4	1
365	если не	2	1
366	он уже	2	1
367	мы понимаем	1	1
368	на свой	1	1
369	случаях обычно	1	1
370	которых и	1	1
371	животного в	2	1
372	и делают	1	1
373	также может	1	1
374	жизнь в	1	1
375	в особый	1	1
376	любовь и	1	1
377	тем что	8	1
378	в малом	1	1
379	обращается к	1	1
380	из всего	1	1
381	толстым в	1	1
382	и действительно	5	1
383	то время	2	1
384	героев и	1	1
385	нам уже	2	1
386	если он	2	1
387	видно из	1	1
388	хранится в	1	1
389	меня в	1	1
390	новая форма	2	1
391	самому герою	1	1
392	к самому	1	1
393	к нам	1	1
394	в соответствии	1	1
395	что по	2	1
396	приходит в	3	1
397	в бою	1	1
398	одновременно и	1	1
399	вместе с	12	1
400	все же	13	1
401	черта ее	1	1
402	только для	1	1
403	не имеет	3	1
404	да и	2	1
405	однако это	4	1
406	у истоков	1	1
407	ему и	1	1
408	с героем	1	1
409	зависимости от	1	1
410	в суть	1	1
411	к категории	1	1
412	себя не	1	1
413	в это	1	1
414	в следующей	1	1
415	друг от	1	1
416	свою собственную	1	1
417	которой не	1	1
418	но мы	1	1
419	он мог	1	1
420	перед нами	4	1
421	всем его	1	1
422	жизни является	1	1
423	жизни так	2	1
424	с этим	13	1
425	все они	1	1
426	если с	1	1
427	исходя из	2	1
428	в первую	1	1
429	он же	2	1
430	не существует	1	1
431	в котором	5	1
432	зависит от	1	1
433	и пр	19	1
434	на части	1	1
435	является также	1	1
436	сливается с	1	1
437	восходит к	1	1
438	чем за	1	1
439	содержания в	1	1
440	более чем	1	1
441	случаи когда	7	1
442	то и	7	1
443	время от	2	1
444	отношение как	1	1
445	не узнает	2	1
446	в лесу	39	1
447	не должно	1	1
448	другу и	1	1
449	и поэтому	1	1
450	в отдельности	3	1
451	героем и	2	1
452	наиболее ранних	1	1
453	во многих	2	1
454	а после	2	1
455	из его	2	1
456	а через	3	1
457	которой герой	1	1
458	перейдем к	1	1
459	с которой	1	1
460	жизни и	2	1
461	чего не	1	1
462	из своего	1	1
463	к вопросу	1	1
464	только на	2	1
465	время ее	1	1
466	точно так	8	1
467	к одному	1	1
468	в различных	1	1
469	диаметрально противоположные	1	1
470	и наиболее	1	1
471	в мир	1	1
472	к нашим	1	1
473	и те	1	1
474	стола и	1	1
475	не что	6	1
476	в совершенно	1	1
477	и находит	1	1
478	каждый из	1	1
479	себе в	2	1
480	до того	1	1
481	действия и	1	1
482	перед ним	1	1
483	всего что	1	1
484	эти два	3	1
485	этого мира	1	1
486	задний план	1	1
487	к ним	1	1
488	языка не	1	1
489	отношений и	1	1
490	соответствии с	1	1
491	не для	1	1
492	событий в	1	1
493	она может	2	1
494	той же	3	1
495	ее как	1	1
496	именно так	3	1
497	за него	3	1
498	противопоставлены в	1	1
499	с нею	1	1
500	особенность и	1	1
501	только при	1	1
502	как я	1	1
503	нигде не	1	1
504	то она	2	1
505	входят в	1	1
506	здесь невозможно	1	1
507	этом так	1	1
508	которую в	2	1
509	к миру	1	1
510	исходит из	1	1
511	но если	2	1
512	здесь и	2	1
513	по поводу	1	1
514	стороны не	1	1
515	казалось бы	2	1
516	неотделимо от	1	1
517	нет никаких	2	1
518	от таких	1	1
519	значении в	1	1
520	друг друга	6	1
521	все с	1	1
522	они могут	2	1
523	предстает как	1	1
524	не будучи	1	1
525	и становится	2	1
526	из них	7	1
527	характерно что	1	1
528	тот же	2	1
529	характерные для	1	1
530	в лес	13	1
531	внимание и	1	1
532	о ней	2	1
533	могли быть	1	1
534	героя не	2	1
535	что автор	1	1
536	не происходит	2	1
537	говорилось выше	4	1
538	именно к	1	1
539	что они	14	1
540	к общему	1	1
541	этом случае	8	1
542	только не	2	1
543	лес но	1	1
544	мы видим	15	1
545	жизни ср	1	1
546	в более	1	1
547	со мной	1	1
548	так как	13	1
549	многих других	2	1
550	рода и	1	1
551	ею как	1	1
552	с материалом	1	1
553	от его	1	1
554	что иное	6	1
555	они не	4	1
556	после того	5	1
557	на вопрос	1	1
558	ему угрожает	1	1
559	же этот	1	1
560	несколько иной	1	1
561	собой в	1	1
562	собой исторически	1	1
563	от мира	1	1
564	в состоянии	2	1
565	так он	2	1
566	а и	1	1
567	мире в	2	1
568	материалом а	1	1
569	однако этот	1	1
570	известные нам	1	1
571	обратил внимание	1	1
572	как у	2	1
573	для нас	6	1
574	и через	1	1
575	у нас	7	1
576	означало бы	2	1
577	на стадии	1	1
578	существенно отличается	1	1
579	на которой	3	1
580	и от	3	1
581	кто бы	1	1
582	из дальнейшего	1	1
583	этом в	1	1
584	и есть	3	1
585	сколько бы	1	1
586	однако она	1	1
587	в русском	3	1
588	мы находим	1	1
589	тому же	4	1
590	от своих	2	1
591	сказать не	1	1
592	не была	1	1
593	но с	1	1
594	в таких	3	1
595	не было	2	1
596	мы рассмотрим	6	1
597	это всегда	1	1
598	бы для	1	1
599	от друга	1	1
600	героев или	1	1
601	к чему	2	1
602	не говорит	2	1
603	что его	2	1
604	том отношении	1	1
605	а говорит	1	1
606	и где	1	1
607	этим и	1	1
608	на нее	4	1
609	это еще	2	1
610	что не	3	1
611	чем состоит	2	1
612	но для	2	1
613	такое же	4	1
614	за свою	1	1
615	также в	2	1
616	можно предположить	1	1
617	же как	8	1
618	по содержанию	1	1
619	на земле	2	1
620	не есть	3	1
621	говорят о	2	1
622	между прочим	4	1
623	персонажей здесь	1	1
624	является не	1	1
625	при таком	1	1
626	жизнью в	1	1
627	на фоне	1	1
628	это происходит	2	1
629	перед собой	1	1
630	он состоит	1	1
631	этот круг	1	1
632	смерти в	3	1
633	от этого	1	1
634	данного типа	1	1
635	и я	1	1
636	в такой	1	1
637	может рассматриваться	1	1
638	такого отношения	1	1
639	именно эта	1	1
640	это было	1	1
641	тех же	2	1
642	на его	5	1
643	картину в	1	1
644	для героя	1	1
645	форма в	1	1
646	себе и	2	1
647	последней главе	1	1
648	ты в	2	1
649	ничего нельзя	1	1
650	в одной	4	1
651	действующие лица	2	1
652	действительности и	1	1
653	связаны с	1	1
654	бы в	1	1
655	пребывания в	7	1
656	ему не	1	1
657	на них	2	1
658	отношений которые	1	1
659	прослеживается в	1	1
660	нарушение запрета	4	1
661	и приобретает	1	1
662	перед тем	1	1
663	в малой	2	1
664	только к	1	1
665	которому принадлежит	1	1
666	он говорит	1	1
667	в своих	1	1
668	зрения нашего	1	1
669	на задний	1	1
670	не означает	1	1
671	на один	2	1
672	с матерью	2	1
673	если на	1	1
674	мастер и	1	1
675	две стороны	1	1
676	не дает	3	1
677	ему на	1	1
678	также и	1	1
679	ту же	2	1
680	здесь только	1	1
681	не один	2	1
682	человека как	1	1
683	на колени	1	1
684	или же	2	1
685	как реальная	1	1
686	соответствующих ему	1	1
687	а по	1	1
688	для этого	1	1
689	после чего	11	1
690	и является	1	1
691	что мальчик	1	1
692	так просто	1	1
693	по одним	1	1
694	не могла	3	1
695	др в	1	1
696	тем и	1	1
697	иметь в	1	1
698	или его	2	1
699	эта сторона	2	1
700	стороны и	3	1
701	только то	1	1
702	из нас	1	1
703	они хотят	1	1
704	время они	2	1
705	этих случаях	14	1
706	у нее	4	1
707	как один	1	1
708	или иное	1	1
709	означает что	1	1
710	когда мы	1	1
711	на это	4	1
712	было бы	5	1
713	как способ	1	1
714	например не	1	1
715	дает ему	2	1
716	становится его	2	1
717	из нее	1	1
718	же самое	1	1
719	вступают в	4	1
720	как мы	11	1
721	отношении что	1	1
722	своей цели	2	1
723	общего с	1	1
724	знанием или	1	1
725	его как	1	1
726	друг другу	2	1
727	которые в	1	1
728	в зависимости	1	1
729	к мужу	1	1
730	это делает	2	1
731	приводят к	2	1
732	над его	1	1
733	из условий	1	1
734	до смерти	1	1
735	по этому	2	1
736	так что	8	1
737	он показывает	1	1
738	же в	6	1
739	здесь также	1	1
740	говорит ему	2	1
741	всю жизнь	2	1
742	бы быть	1	1
743	происходит в	4	1
744	как будто	2	1
745	идет не	1	1
746	на то	4	1
747	когда герой	6	1
748	а как	2	1
749	здесь мы	6	1
750	наличие в	2	1
751	внешних атрибутов	1	1
752	в него	3	1
753	случае это	1	1
754	и объект	1	1
755	дело обстоит	1	1
756	и совершенно	1	1
757	дело здесь	1	1
758	есть не	2	1
759	говорит не	2	1
760	иное как	6	1
761	делает то	1	1
762	других типов	1	1
763	можно только	3	1
764	с этих	1	1
