N	2gram	Losev_Dial	FransuaR
282	века в	1	12
283	литературы и	1	12
284	все то	1	12
285	смерти и	1	12
286	но именно	1	12
287	об этом	7	12
288	зрения на	1	11
289	из самых	1	11
290	так например	1	11
291	уже не	3	11
292	в пределе	1	11
293	что они	8	11
294	той или	11	11
295	и что	17	11
296	в общем	2	11
297	и самый	1	11
298	того как	3	11
299	наконец в	1	11
300	из этого	2	11
301	тело и	2	11
302	все время	4	11
303	момент в	2	11
304	время в	1	11
305	в системе	2	11
306	это уже	2	11
307	и так	2	11
308	с ними	4	11
309	и более	7	11
310	слова и	1	11
311	ни с	8	11
312	между собою	3	11
313	другими словами	2	11
314	в узком	2	11
315	все его	3	10
316	на земле	3	10
317	все остальные	1	10
318	что для	3	10
319	его как	1	10
320	и они	3	10
321	да и	11	10
322	данном случае	1	10
323	человека и	2	10
324	или иной	4	10
325	конце концов	4	10
326	самом же	2	10
327	где они	1	10
328	к тому	6	10
329	даже и	3	10
330	для понимания	1	10
331	не просто	19	10
332	по преимуществу	1	10
333	к которому	1	10
334	в изображении	2	10
335	здесь как	2	10
336	выражение в	1	10
337	образом и	3	10
338	смех в	1	10
339	же деле	2	10
340	эпохи и	1	10
341	в целом	1	10
342	еще раз	2	9
343	здесь же	1	9
344	в разных	6	9
345	связано с	2	9
346	в основу	1	9
347	с образом	1	9
348	как это	8	9
349	в тех	2	9
350	был в	2	9
351	но на	1	9
352	в которых	2	9
353	о котором	2	9
354	именно на	1	9
355	и вся	1	9
356	до известной	1	9
357	ведь это	3	9
358	это как	3	9
359	же в	2	9
360	что на	2	9
361	вплоть до	3	9
362	говорит о	6	9
363	вполне понятно	1	9
364	отношения к	3	9
365	к жизни	1	9
366	но как	7	9
367	мы можем	5	9
368	как известно	3	9
369	что образ	1	9
370	правда не	1	9
371	не имеет	15	9
372	чем же	1	9
373	относится к	2	9
374	на землю	1	9
375	известной степени	1	9
376	и то	15	9
377	для нас	1	9
378	но конечно	2	9
379	что не	13	9
380	со всем	2	8
381	с этой	3	8
382	более или	5	8
383	не менее	5	8
384	на первый	2	8
385	понятно что	2	8
386	но эти	1	8
387	людей и	1	8
388	в другое	2	8
389	или менее	5	8
390	всего в	1	8
391	xviii века	1	8
392	от этого	5	8
393	в него	2	8
394	оно было	1	8
395	и при	3	8
396	с тем	2	8
397	веселой и	1	8
398	то время	3	8
399	значение в	1	8
400	он как	1	8
401	но эта	4	8
402	и вовсе	1	8
403	на одном	1	8
404	человека с	1	8
405	для этого	2	8
406	мы сказали	1	8
407	от него	4	8
408	как они	2	8
409	мы увидим	2	8
410	где все	1	8
411	ко всему	3	8
412	мертвых душ	1	8
413	тому же	3	8
414	и она	1	8
415	так что	21	8
416	здесь мы	1	8
417	все те	1	8
418	и ни	7	8
419	в это	1	8
420	превращаются в	1	8
421	как о	2	8
422	если бы	12	8
423	здесь дается	1	8
424	но с	4	8
425	и без	1	8
426	это очень	1	8
427	с самого	2	8
428	и почти	6	8
429	на всех	1	8
430	дело не	3	8
431	ведь и	1	8
432	нуждается в	6	8
433	мы найдем	1	7
434	же и	11	7
435	не как	4	7
436	новое время	1	7
437	во всяком	5	7
438	времени в	2	7
439	себе и	5	7
440	к ним	3	7
441	и там	1	7
442	на него	2	7
443	точка зрения	3	7
444	что у	3	7
445	на том	1	7
446	с жизнью	1	7
447	в развитии	1	7
448	и та	8	7
449	не касается	1	7
450	мы будем	2	7
451	взглянуть на	1	7
452	в одну	8	7
453	никакому сомнению	1	7
454	подобно тому	1	7
455	нет ничего	1	7
456	нет и	2	7
457	только с	3	7
458	мир в	1	7
459	нас не	2	7
460	где он	1	7
461	них и	2	7
462	в виде	2	7
463	но она	4	7
464	и очень	2	7
465	что значит	1	7
466	в различных	2	7
467	представление о	1	7
468	правда в	1	7
469	что по	3	7
470	здесь он	1	7
471	половые органы	1	7
472	эта связь	1	7
473	и вечно	1	7
474	тела как	1	7
475	себя в	2	7
476	своего развития	2	7
477	несколько слов	1	7
478	но его	1	7
479	в состоянии	2	7
480	и этим	1	7
481	это конечно	5	7
482	всех его	1	7
483	как его	1	7
484	всеми его	1	7
485	и вещей	1	7
486	в таком	4	7
487	в новое	1	7
488	которые были	2	7
489	а как	1	7
490	был бы	1	7
491	связанное с	1	7
492	никак не	6	7
493	из которых	1	7
494	том как	1	7
495	наконец и	2	7
496	и если	5	7
497	характер это	1	7
498	точку зрения	3	7
499	как нечто	5	7
500	а на	1	7
501	не будем	1	7
502	есть только	9	7
503	должен быть	2	7
504	его не	7	7
505	тому как	1	7
506	думать что	3	7
507	на всю	6	7
508	и часто	3	7
509	одного из	1	7
510	мы наблюдаем	1	6
511	во времени	4	6
512	жизнь в	2	6
513	в один	3	6
514	и перед	1	6
515	не могли	1	6
516	хотя бы	6	6
517	в противоположность	6	6
518	вещами и	1	6
519	уже и	5	6
520	себе в	1	6
521	видно что	2	6
522	поэтому все	1	6
523	что она	18	6
524	для своего	3	6
525	котором мы	1	6
526	и чисто	1	6
527	судить о	2	6
528	не остается	2	6
529	и следовательно	7	6
530	его так	1	6
531	в какой-то	1	6
532	на небе	1	6
533	смысле слова	1	6
534	в корне	2	6
535	для них	1	6
536	и самая	1	6
537	эти явления	1	6
538	к его	2	6
539	в обычной	1	6
540	на их	1	6
541	его и	1	6
542	то он	2	6
543	на что	3	6
544	тем же	3	6
545	и смерть	1	6
546	у них	3	6
547	как у	3	6
548	и пр	7	6
549	вовсе нет	1	6
550	и вы	3	6
551	в руках	1	6
552	или даже	1	6
553	чем мы	1	6
554	и эти	2	6
555	во многом	1	6
556	которые в	1	6
557	происходит в	2	6
558	как будто	7	6
559	тех кто	2	6
560	исторического развития	1	6
561	и которые	1	6
562	но по	1	6
563	от всего	2	6
564	его на	1	6
565	а именно	3	6
566	и такие	1	6
567	представления о	1	6
568	говорить о	9	6
569	самого начала	2	6
570	как я	3	6
571	этот смех	1	6
572	мировоззрения и	1	6
573	не была	1	6
574	между прочим	1	6
575	не дает	1	6
576	что эта	5	6
577	могут быть	6	6
578	можно только	4	6
579	переходит в	1	6
580	за это	1	6
581	это время	3	6
582	совершенно не	13	6
583	язык и	1	6
584	тех же	1	6
585	мы знаем	1	6
586	что здесь	4	6
587	он может	3	6
588	друг друга	1	6
589	дает нам	2	6
590	нет ни	4	6
591	от мира	1	6
592	всего мира	1	6
593	ее в	2	6
594	этих произведений	1	6
595	очень много	4	6
596	как она	7	6
597	в новом	1	6
598	миром и	1	6
599	в искусстве	2	6
600	от того	2	6
601	со своими	2	6
602	него и	1	6
603	друг в	1	5
604	форму и	2	5
605	к самому	3	5
606	для выражения	1	5
607	и отчасти	1	5
608	раз и	2	5
609	и когда	5	5
610	но там	1	5
611	и выражения	1	5
612	все в	2	5
613	быть только	3	5
614	проявляется в	2	5
615	с другими	2	5
616	у этого	1	5
617	а за	1	5
618	дано в	1	5
619	из одного	1	5
620	смысл и	6	5
621	и образа	2	5
622	из него	1	5
623	не могла	1	5
624	почти всегда	4	5
625	перед лицом	2	5
626	одного и	1	5
627	и самое	1	5
628	тогда когда	6	5
629	значения и	1	5
630	бы не	1	5
631	ему и	1	5
632	сравнению с	2	5
633	по сравнению	2	5
634	со всей	2	5
635	как например	2	5
636	но мы	3	5
637	в древнейших	1	5
638	не во	1	5
639	мы имеем	4	5
640	лиц и	1	5
641	и всегда	1	5
642	различия между	3	5
643	этой новой	1	5
644	тем более	2	5
645	ему не	1	5
646	в акте	2	5
647	есть не	8	5
648	оказывается что	1	5
649	тем самым	1	5
650	же самое	3	5
651	явление в	1	5
652	и самого	1	5
653	сливаются в	2	5
654	на то	5	5
655	которой мы	1	5
656	он с	2	5
657	находим в	2	5
658	видели в	1	5
659	можно говорить	2	5
660	по их	1	5
661	но самое	1	5
662	и исторического	1	5
663	того он	1	5
664	нами выше	2	5
665	но даже	1	5
666	во многих	1	5
667	но уже	3	5
668	говорит что	3	5
669	были чрезвычайно	1	5
670	было ни	1	5
671	с этими	1	5
672	тут же	2	5
673	друг с	2	5
674	смысле но	1	5
675	больше чем	1	5
676	то в	8	5
677	от его	1	5
678	жить в	1	5
679	на язык	1	5
680	должно быть	7	5
681	ни было	2	5
682	и сама	1	5
683	всего необходимо	2	5
684	же как	3	5
685	и вещи	1	5
686	в глубины	1	5
687	он сам	6	5
688	мире и	3	5
689	совсем не	1	5
690	он также	2	5
691	уже указывали	1	5
692	но только	6	5
693	все вещи	2	5
694	независимо от	2	5
695	такие образы	2	5
696	и этот	1	5
697	почти не	3	5
698	должна быть	5	5
699	и из	6	5
700	мы в	2	5
701	от их	2	5
702	времени не	1	5
703	своей жизни	1	5
704	была и	1	5
705	себя и	1	5
706	не является	3	5
707	убеждение в	1	5
708	если мы	3	5
709	с нею	3	5
710	такие которые	1	5
711	всяком случае	3	5
712	же он	2	5
713	в друга	1	5
714	проникает в	1	5
715	ему в	1	5
716	своему существу	1	5
717	ничем не	4	5
718	бы и	4	5
719	вообще не	2	5
720	что мы	3	5
721	живой и	4	5
722	к своему	1	5
723	нисколько не	7	5
724	с другом	2	5
725	по его	1	5
726	на свете	5	5
727	когда он	2	5
728	стороны и	4	5
729	только то	7	5
730	вы не	3	5
731	об этой	2	5
732	и только	5	5
733	и новые	1	5
734	не к	2	5
735	они являются	1	4
736	они также	1	4
737	вещи и	5	4
738	я не	9	4
739	и само	1	4
740	еще недостаточно	1	4
741	победу над	1	4
742	этого образа	1	4
743	к этой	1	4
744	ничто не	3	4
745	и той	1	4
746	одной и	1	4
747	о них	1	4
748	места для	1	4
749	нигде не	1	4
750	что даже	2	4
751	ярче всего	1	4
752	время и	2	4
753	внимание на	1	4
754	что самая	1	4
755	природу и	1	4
756	не нуждается	9	4
757	в день	1	4
758	можно судить	1	4
759	но для	2	4
760	о которых	2	4
761	действительности и	4	4
762	в каждом	4	4
763	о себе	1	4
764	одно и	8	4
765	наконец с	1	4
766	над ним	1	4
767	как один	2	4
768	это действительно	1	4
769	не раз	2	4
770	сущности это	1	4
771	когда они	3	4
772	них не	1	4
773	бы ни	3	4
774	чтобы не	6	4
775	даны в	4	4
776	них в	1	4
777	если в	5	4
778	также что	2	4
779	и сейчас	3	4
780	он только	1	4
781	и далее	1	4
782	оно не	2	4
783	их и	1	4
784	есть нечто	16	4
785	он мог	2	4
786	в очень	3	4
787	да еще	1	4
788	у меня	4	4
789	и больше	2	4
790	знаем что	2	4
791	образ и	5	4
792	представлениями о	1	4
793	это вовсе	2	4
794	но если	6	4
795	именно этот	1	4
796	всего того	1	4
797	ее на	2	4
798	этот был	1	4
799	и смысл	3	4
800	оно и	1	4
801	имеется в	3	4
802	один и	1	4
803	только и	5	4
804	говорит об	1	4
805	землею и	1	4
806	одну из	1	4
807	каждый раз	1	4
808	кто не	1	4
809	и времени	4	4
810	при всем	1	4
811	к ней	4	4
812	общества и	1	4
813	мы и	3	4
814	роль и	1	4
815	не так	1	4
816	которые по	1	4
817	что человек	2	4
818	по себе	39	4
819	стороны в	2	4
820	всегда в	1	4
821	духа в	1	4
822	выйти из	3	4
823	когда в	1	4
824	что этот	3	4
825	в античном	2	4
826	часто в	1	4
827	и значение	1	4
828	с реальными	2	4
829	и именно	1	4
830	и становится	2	4
831	только не	2	4
832	она и	2	4
833	не видел	2	4
834	образ в	1	4
835	что между	1	4
836	и притом	7	4
837	есть во	1	4
838	что за	1	4
839	он берет	2	4
840	но ведь	2	4
841	учение о	11	4
842	есть именно	1	4
843	его жизни	1	4
844	образности и	1	4
845	нужно еще	1	4
846	точек зрения	3	4
847	в смысле	5	4
848	но к	2	4
849	о происхождении	1	4
850	оно ни	1	4
851	или же	1	4
852	и тем	2	4
853	кажется что	1	4
854	на нем	2	4
855	если же	2	4
856	не по	2	4
857	нем и	2	4
858	друг другу	4	4
859	заключается в	4	4
860	слиты в	1	4
861	домашнего обихода	1	4
862	можно видеть	1	4
863	свою жизнь	1	4
864	сама жизнь	1	4
865	борьбы с	1	4
866	это есть	13	4
867	ни о	5	4
868	состоит из	3	4
869	нельзя сказать	4	4
870	можно найти	2	4
871	из тех	1	4
872	ни на	8	4
873	ли он	1	4
874	явления и	1	4
875	пространстве и	2	4
876	всего на	1	4
877	что уже	3	4
878	без всякого	3	4
879	заметить что	2	4
880	эти последние	3	4
881	ее не	1	4
882	что я	5	4
883	своего тела	1	4
884	из этой	1	4
885	где нет	1	4
886	это особенно	1	4
887	такое же	1	4
888	же не	4	4
889	в видении	1	4
890	и слова	3	4
891	и где	5	4
892	говорят о	2	4
893	отвлеченная мысль	1	4
894	что эти	3	4
895	века а	1	4
896	быть и	7	4
897	что касается	3	4
898	говоря о	2	4
899	у нее	1	4
900	обычной жизни	1	4
901	на это	1	4
902	в отдельности	3	4
903	считает что	1	4
904	к новому	1	4
905	явлениями и	1	4
906	развития и	2	3
907	широко и	1	3
908	никаких сомнений	1	3
909	образов это	1	3
910	выражение это	1	3
911	в которую	1	3
912	в живом	1	3
913	материи и	1	3
914	именно и	2	3
915	это тот	1	3
916	в новую	2	3
917	или на	3	3
918	и другим	1	3
919	похож на	1	3
920	можно прямо	1	3
921	он есть	6	3
922	есть то	2	3
923	свой смысл	2	3
924	только благодаря	2	3
925	я вижу	1	3
926	себе все	1	3
927	больше всего	2	3
928	это его	1	3
929	не всегда	2	3
930	мы все	1	3
931	по линии	2	3
932	с вещами	1	3
933	на ней	1	3
934	в прошлом	1	3
935	в голове	1	3
936	том чтобы	1	3
937	просто в	1	3
938	будем говорить	2	3
939	знает только	1	3
940	что именно	3	3
941	года то	1	3
942	на соответствующие	1	3
943	и мы	8	3
944	остаются в	1	3
945	ее можно	1	3
946	после этого	3	3
947	это слово	1	3
948	перехода от	1	3
949	а с	2	3
950	исторического процесса	2	3
951	остается в	1	3
952	будто бы	3	3
953	времени как	1	3
954	тому что	4	3
955	ясно что	11	3
956	особенно резко	1	3
957	время как	7	3
958	не есть	67	3
959	опираясь на	1	3
960	и весьма	1	3
961	не будет	2	3
962	доходит до	1	3
963	времени но	2	3
964	могла бы	2	3
965	истории и	1	3
966	равно как	1	3
967	как человек	1	3
968	природы и	2	3
969	в систему	1	3
970	но есть	2	3
971	подойти к	1	3
972	миром в	1	3
973	и жизнью	1	3
974	это совершенно	1	3
975	сущности не	1	3
976	следовательно не	2	3
977	и конечно	1	3
978	в последнем	1	3
979	и свое	1	3
980	образа и	2	3
981	говорит и	1	3
982	содержит в	6	3
983	имеет место	1	3
984	мере и	1	3
985	от своего	1	3
986	смысла и	3	3
987	совершенно правильно	1	3
988	также не	2	3
989	явлений и	3	3
990	приводит к	1	3
991	от всей	1	3
992	в каком	10	3
993	значение этого	1	3
994	так чтобы	2	3
995	это только	3	3
996	он является	1	3
997	и об	4	3
998	и наиболее	1	3
999	чем не	2	3
1000	было и	1	3
1001	если их	1	3
1002	вопрос об	5	3
1003	имеет и	1	3
1004	у вас	2	3
1005	и всякий	3	3
1006	всегда можно	1	3
1007	есть такой	1	3
1008	эта не	1	3
1009	действительности в	1	3
1010	при всей	1	3
1011	из основных	1	3
1012	только чисто	1	3
1013	что с	2	3
1014	и тут	6	3
1015	как именно	1	3
1016	еще слишком	1	3
1017	на нее	2	3
1018	время здесь	1	3
1019	даже прямо	1	3
1020	и вечность	2	3
1021	в сферу	1	3
1022	иной раз	7	3
1023	перешли в	1	3
1024	этих двух	1	3
1025	к одному	1	3
1026	она не	10	3
1027	но при	1	3
1028	разной степени	2	3
1029	и может	7	3
1030	лишь как	3	3
1031	и всякая	1	3
1032	такова первая	1	3
1033	исторических лиц	1	3
1034	а скорее	1	3
1035	образов мы	1	3
1036	в подлинном	1	3
1037	о своих	2	3
1038	же это	6	3
1039	природой и	1	3
1040	даже больше	2	3
1041	сознания в	1	3
1042	что один	1	3
1043	страшного суда	1	3
1044	которые не	2	3
1045	ровно ничего	5	3
1046	он всегда	3	3
1047	время его	1	3
1048	нами здесь	1	3
1049	не бывает	2	3
1050	сходство между	1	3
1051	изображается как	1	3
1052	из нее	2	3
1053	вещей в	1	3
1054	у которого	1	3
1055	в одно	5	3
1056	не что	4	3
1057	слов об	1	3
1058	во внешнем	1	3
1059	не существует	8	3
1060	то это	6	3
1061	он находит	2	3
1062	этом мы	1	3
1063	вот почему	1	3
1064	между двумя	1	3
1065	когда она	1	3
1066	приводила к	1	3
1067	нем есть	6	3
1068	в глаза	1	3
1069	всегда и	4	3
1070	ней и	1	3
1071	быть в	5	3
1072	те и	1	3
1073	большей степени	1	3
1074	наряду с	1	3
1075	все признаки	1	3
1076	что иное	4	3
1077	этой идее	1	3
1078	в стиле	1	3
1079	на этих	1	3
1080	одном месте	1	3
1081	в одежде	1	3
1082	в храме	2	3
1083	в разной	3	3
1084	в полной	2	3
1085	не о	5	3
1086	говорит в	1	3
1087	узком и	1	3
1088	человек в	1	3
1089	уже давно	2	3
1090	должно было	1	3
1091	именно с	1	3
1092	что их	2	3
1093	времени а	3	3
1094	не видят	1	3
1095	на другой	1	3
1096	образ как	2	3
1097	год и	1	3
1098	этом смысле	4	3
1099	в современной	2	3
1100	ни одной	1	3
1101	чем она	2	3
1102	и глубокое	1	3
1103	это ни	1	3
1104	в силу	6	3
1105	бы оно	1	3
1106	есть все	2	3
1107	положения и	1	3
1108	а потому	3	3
1109	по форме	1	3
1110	известно что	1	3
1111	к одной	1	3
1112	теснейшим образом	1	3
1113	есть для	2	3
1114	новую и	1	3
1115	и оба	1	3
1116	в большом	1	3
1117	от этой	1	3
1118	из того	2	3
1119	смыслу и	1	3
1120	науки и	5	3
1121	место и	1	3
1122	с ней	2	3
1123	в наших	1	3
1124	мы говорим	6	3
1125	тело на	1	3
1126	к их	1	3
1127	может стать	1	3
1128	со стороны	2	3
1129	друг от	1	3
1130	всей своей	1	3
1131	которая не	2	3
1132	в любой	1	3
1133	ни к	2	3
1134	совершенно иной	1	3
1135	по земле	1	3
1136	и тогда	4	3
1137	или иных	1	3
1138	не потому	5	3
1139	ее с	1	3
1140	и находит	1	3
1141	на своем	1	3
1142	и всякие	1	3
1143	не знаем	1	3
1144	слово и	1	3
1145	в понимании	1	3
1146	с него	2	3
1147	они вовсе	2	3
1148	жизни но	1	3
1149	вокруг него	1	3
1150	в поэзии	8	3
1151	итак в	1	3
1152	не для	1	3
1153	голову и	1	3
1154	чем он	2	3
1155	от друга	1	3
1156	для нее	2	3
1157	становления и	2	3
1158	он видел	1	3
1159	указывает на	3	3
1160	значение которое	1	3
1161	нам в	1	3
1162	является не	3	3
1163	и понимания	1	3
1164	что тот	1	3
1165	времени то	2	3
1166	сказать и	1	3
1167	тех или	5	3
1168	существует только	1	3
1169	указывали на	1	3
1170	он это	1	3
1171	которую мы	1	3
1172	воспринимаются как	1	3
1173	эти два	4	3
1174	сказали что	2	3
1175	эта сторона	1	3
1176	особый тип	1	3
1177	от земли	2	3
1178	эту идею	1	3
1179	переходит на	1	3
1180	выражения в	2	3
1181	с самым	1	3
1182	которое в	2	3
1183	их можно	1	3
1184	все более	1	3
1185	именно это	1	3
1186	и совершенно	4	3
1187	иное как	4	3
1188	и уже	4	3
1189	более не	1	2
1190	об его	2	2
1191	особенности и	1	2
1192	дают в	1	2
1193	к другу	2	2
1194	находясь в	1	2
1195	нем в	1	2
1196	можно встретить	1	2
1197	эта идея	1	2
1198	формы в	1	2
1199	его то	1	2
1200	может так	1	2
1201	науке и	2	2
1202	с глазами	1	2
1203	пространства в	2	2
1204	его тело	1	2
1205	и самые	1	2
1206	нет никакой	2	2
1207	как образ	1	2
1208	он остается	1	2
1209	вещей домашнего	1	2
1210	на свою	1	2
1211	литературе как	1	2
1212	есть совершенно	1	2
1213	есть тот	1	2
1214	вещи в	4	2
1215	или ином	1	2
1216	в природе	1	2
1217	к земле	1	2
1218	широком смысле	2	2
1219	людей которые	1	2
1220	трех типов	1	2
1221	говорится о	1	2
1222	бытие но	2	2
1223	вниз а	1	2
1224	все к	1	2
1225	нас и	1	2
1226	своей природе	1	2
1227	этого последнего	1	2
1228	только как	3	2
1229	почти исключительно	1	2
1230	нами раньше	1	2
1231	вам только	1	2
1232	для своей	1	2
1233	можно ли	3	2
1234	с абсолютной	1	2
1235	ощущение времени	1	2
1236	нем нет	3	2
1237	оно также	1	2
1238	другой пример	2	2
1239	и культуры	1	2
1240	на сцене	3	2
1241	чего он	1	2
1242	теории и	1	2
1243	можем сказать	3	2
1244	коем случае	1	2
1245	не отвлеченная	1	2
1246	о браке	1	2
1247	все существующее	1	2
1248	самого образа	1	2
1249	грань между	5	2
1250	всех своих	1	2
1251	или наоборот	2	2
1252	смерти с	1	2
1253	первого из	1	2
1254	его самого	3	2
1255	так он	1	2
1256	но от	1	2
1257	а ведь	1	2
1258	наизнанку и	1	2
1259	бы что	1	2
1260	и всякой	1	2
1261	ни от	2	2
1262	и говорит	1	2
1263	сходство с	2	2
1264	во главе	1	2
1265	слишком много	1	2
1266	и являются	1	2
1267	моментов и	1	2
1268	разделения на	1	2
1269	в сторону	1	2
1270	сказать несколько	1	2
1271	отвлеченного и	1	2
1272	свою силу	1	2
1273	также есть	1	2
1274	вверх и	1	2
1275	и строя	1	2
1276	человек как	1	2
1277	это вполне	1	2
1278	таковы и	1	2
1279	и осмысления	2	2
1280	дана в	4	2
1281	понимания его	1	2
1282	не говорят	1	2
1283	мы всегда	2	2
1284	должны быть	2	2
1285	я бы	1	2
1286	и является	2	2
1287	чем больше	1	2
1288	мир на	1	2
1289	никакого отношения	1	2
1290	море и	1	2
1291	для той	2	2
1292	оно имеет	1	2
1293	что есть	2	2
1294	законов и	1	2
1295	оно может	1	2
1296	что кроме	1	2
1297	его тела	1	2
1298	а главное	2	2
1299	есть ли	3	2
1300	и чем	1	2
1301	понятия и	1	2
1302	понять что	1	2
1303	нечто весьма	1	2
1304	к сожалению	2	2
1305	и возможно	1	2
1306	раз он	1	2
1307	которое с	1	2
1308	друг к	2	2
1309	всеми ее	1	2
1310	жизни а	1	2
1311	которой не	3	2
1312	с такой	1	2
1313	на те	1	2
1314	уже знаем	4	2
1315	от нас	1	2
1316	сам по	8	2
1317	он на	2	2
1318	хотя в	3	2
1319	и делает	1	2
1320	не отвлеченные	1	2
1321	том и	1	2
1322	его образ	1	2
1323	что оно	9	2
