N	2gram	Vinokur_Vv	Stilisti
616	в одних	1	1
617	с той	1	1
618	к таким	2	1
619	наконец с	1	1
620	что могло	4	1
621	и последующих	1	1
622	лишь с	1	1
623	с ними	1	1
624	приходим к	5	1
625	каждым новым	1	1
626	существует между	2	1
627	и именно	13	1
628	самое и	1	1
629	если и	1	1
630	в цепи	1	1
631	широкого и	1	1
632	в определенной	2	1
633	есть в	1	1
634	из чего	1	1
635	форме или	1	1
636	даже просто	1	1
637	сказано с	1	1
638	целое как	1	1
639	в одно	1	1
640	который уже	1	1
641	человека на	1	1
642	другом месте	2	1
643	всю эту	1	1
644	обществе в	1	1
645	создает и	1	1
646	следовательно и	2	1
647	по себе	11	1
648	и понимания	1	1
649	всего к	2	1
650	от этого	5	1
651	речь в	4	1
652	может не	1	1
653	это понимание	2	1
654	искусства а	1	1
655	наук в	8	1
656	в новом	1	1
657	нечто цельное	3	1
658	у древних	1	1
659	своего предмета	2	1
660	и теми	3	1
661	стиль его	1	1
662	о котором	8	1
663	и художественного	1	1
664	по самой	2	1
665	языке и	4	1
666	в себя	1	1
667	лежит в	2	1
668	но уже	2	1
669	выходящее за	1	1
670	со стороны	16	1
671	теперь не	1	1
672	исторических народов	1	1
673	знает что	1	1
674	так а	1	1
675	чтобы убедиться	1	1
676	к мысли	1	1
677	в сторону	1	1
678	в каждой	2	1
679	в чем	4	1
680	путь к	1	1
681	в дальнейшей	1	1
682	что вообще	1	1
683	широком смысле	8	1
684	или менее	1	1
685	так например	6	1
686	могло бы	2	1
687	не иначе	2	1
688	в одной	1	1
689	тем более	2	1
690	по крайней	4	1
691	руки и	1	1
692	чтобы его	1	1
693	как ее	1	1
694	которые были	2	1
695	дело со	1	1
696	самое содержание	1	1
697	слова для	1	1
698	слова по	1	1
699	большей части	2	1
700	качестве примера	1	1
701	ли они	1	1
702	действительности в	2	1
703	перестает быть	1	1
704	и того	3	1
705	не менее	9	1
706	нам не	2	1
707	здесь как	1	1
708	понятно что	3	1
709	себе путь	1	1
710	это и	1	1
711	и та	1	1
712	обычно и	2	1
713	изучения а	1	1
714	к нашему	1	1
715	к какому	2	1
716	материалом для	1	1
717	одна из	3	1
718	к лицу	1	1
719	на тему	2	1
720	это конечно	1	1
721	к языку	2	1
722	к одной	1	1
723	истории не	2	1
724	осуществляется в	1	1
725	гораздо большей	1	1
726	в действительности	1	1
727	и такие	1	1
728	что этот	1	1
729	сливается с	3	1
730	истории человечества	1	1
731	на этом	3	1
732	в исторической	1	1
733	ясно и	1	1
734	тех же	1	1
735	нельзя было	1	1
736	но которая	2	1
737	это как	1	1
738	что несмотря	2	1
739	изобразить на	1	1
740	в руки	6	1
741	в течение	5	1
742	чтобы он	2	1
743	именно потому	1	1
744	только как	7	1
745	усвоить себе	1	1
746	слово которое	1	1
747	служат предметом	1	1
748	в другом	3	1
749	и тех	1	1
750	тому как	2	1
751	в каких	1	1
752	это только	4	1
753	с какой	1	1
754	в разной	2	1
755	сравнению с	4	1
756	может и	1	1
757	только так	2	1
758	и другой	1	1
759	этих трех	1	1
760	другое дело	3	1
761	что представляет	3	1
762	так что	5	1
763	дело не	5	1
764	вопроса об	1	1
765	во время	1	1
766	себе что	3	1
767	из которой	2	1
768	быть сказано	1	1
769	истории а	1	1
770	только один	1	1
771	смысле слова	7	1
772	его нельзя	1	1
773	то все	1	1
774	народов и	2	1
775	но зато	2	1
776	бы например	1	1
777	если же	2	1
778	должны быть	1	1
779	между отдельными	1	1
780	с этой	5	1
781	говорить о	5	1
782	только совокупность	1	1
783	за собой	3	1
784	на нечто	1	1
785	и что	6	1
786	как он	6	1
787	которые существуют	1	1
788	большей степени	2	1
789	не могла	1	1
790	приходит к	1	1
791	есть продукт	1	1
792	за пределы	1	1
793	так чтобы	3	1
794	ближе всего	1	1
795	разные и	2	1
796	есть такие	1	1
797	факт что	2	1
798	действительность не	1	1
799	он в	1	1
800	превращается в	1	1
801	и до	2	1
802	если его	1	1
803	искать ответа	1	1
804	только то	1	1
805	тот факт	1	1
806	в истории	9	1
807	идет об	2	1
808	но вместе	2	1
809	при помощи	3	1
810	действительность в	4	1
811	изучения других	1	1
812	жизни язык	1	1
813	с понятием	3	1
814	самом широком	1	1
815	ростом и	1	1
816	так называемых	4	1
817	и часто	1	1
818	уже у	1	1
819	достаточно чтобы	1	1
820	не совпадает	2	1
821	речь не	1	1
822	автора с	1	1
823	еще на	1	1
824	убедиться в	1	1
825	свое существование	2	1
826	с другой	8	1
827	и разнообразных	1	1
828	формой языка	1	1
829	имеем в	1	1
830	смысле как	3	1
831	истории и	4	1
832	говорит о	3	1
833	нечто что	2	1
834	к ним	1	1
835	последовательные стадии	1	1
836	речи правда	1	1
837	поэта и	1	1
838	и соответствующего	1	1
839	уже непосредственно	1	1
840	без всякого	1	1
841	чем говорится	3	1
842	самой своей	2	1
843	мысль которая	1	1
844	и материальная	1	1
845	в ушах	1	1
846	одного из	1	1
847	языка не	2	1
848	на две	1	1
849	понятия о	1	1
850	и о	1	1
851	состоит из	1	1
852	содержанием и	1	1
853	ее не	1	1
854	и своим	1	1
855	и никогда	1	1
856	та или	1	1
857	дана нам	2	1
858	жизни как	2	1
859	же лице	1	1
860	во внимание	3	1
861	мог бы	2	1
862	оттенков и	1	1
863	наряду с	3	1
864	ответа на	3	1
865	первостепенное значение	1	1
866	но нет	1	1
867	по сравнению	4	1
868	установка на	1	1
869	произведения и	2	1
870	техники и	1	1
871	смысле не	1	1
872	именно так	1	1
873	в основу	2	1
874	в общих	1	1
875	форме не	1	1
876	и условий	1	1
877	быть в	5	1
878	что может	3	1
879	языка как	2	1
880	в высшей	1	1
881	в своем	3	1
882	не значит	1	1
883	это дает	1	1
884	такое язык	3	1
885	не трудно	7	1
886	и есть	3	1
887	котором мы	1	1
888	входят в	1	1
889	во всей	1	1
890	вопросы эти	1	1
891	то для	1	1
892	образом в	1	1
893	культура не	1	1
894	в общем	14	1
895	в силу	3	1
896	которой как	1	1
897	не одно	1	1
898	как часто	1	1
899	языка с	2	1
900	что без	1	1
901	мы теперь	2	1
902	которыми мы	1	1
903	каждое из	1	1
904	с течением	7	1
905	своего содержания	2	1
906	во-вторых не	1	1
907	как будто	3	1
908	историю не	1	1
909	совсем другое	1	1
910	их форме	1	1
911	же в	1	1
912	на то	2	1
913	это прежде	1	1
914	но если	6	1
915	вопросов и	1	1
916	историю и	2	1
917	общественной мысли	1	1
918	бы ее	2	1
919	культуры и	1	1
920	своим собственным	1	1
921	словом если	1	1
922	бы стоять	1	1
923	здесь в	1	1
924	просто не	1	1
925	еще в	1	1
926	речи в	1	1
927	зависит как	1	1
928	при исследовании	1	1
929	и после	1	1
930	превратился в	1	1
931	того же	3	1
932	можно с	1	1
933	и искусство	1	1
934	все возможные	1	1
935	искусства в	1	1
936	чтобы не	1	1
937	о связи	1	1
938	в самой	1	1
939	что при	1	1
940	только о	2	1
941	среде в	1	1
942	с языком	1	1
943	то о	2	1
944	само по	4	1
945	быта и	3	1
946	одного и	2	1
947	так возникает	1	1
948	истории на	1	1
949	понять что	3	1
950	эту тему	1	1
951	не то	1	1
952	в заключение	1	1
953	речь он	1	1
954	просто и	1	1
955	мысли и	2	1
956	без помощи	1	1
957	понять и	1	1
958	филолог и	1	1
959	течением времени	7	1
960	соприкасается с	1	1
961	в подобных	1	1
962	эту задачу	1	1
963	явления действительности	1	1
