N	2gram	Vygotskiy_	Komedia
278	на это	6	6
279	как будто	13	6
280	надо было	3	6
281	больше того	1	6
282	для всех	2	5
283	из всех	3	5
284	стихов в	1	5
285	в изображении	1	5
286	в первом	3	5
287	из двух	4	5
288	за ним	1	5
289	именно в	3	5
290	что по	3	5
291	роль в	2	5
292	в это	1	5
293	со своей	3	5
294	в действительности	3	5
295	а на	2	5
296	к ним	3	5
297	сказать что	14	5
298	все время	36	5
299	тем же	1	5
300	себя в	1	5
301	ни малейшего	1	5
302	никогда не	9	5
303	представить себе	2	5
304	и мы	19	5
305	последние десятилетия	1	5
306	еще больше	1	5
307	в ее	9	5
308	после этого	5	5
309	но он	5	5
310	одним из	2	5
311	в мире	3	5
312	между собой	2	5
313	что их	1	5
314	т д	6	5
315	действия в	1	5
316	все остальные	1	5
317	не могла	2	5
318	ни одной	2	5
319	друг другу	2	5
320	в первой	2	5
321	и от	1	5
322	каждого из	4	5
323	не так	4	5
324	что это	19	5
325	здесь нет	1	5
326	вывод что	1	5
327	из того	1	5
328	за пределы	1	5
329	том как	5	5
330	признать что	2	5
331	конечно не	6	5
332	и если	13	5
333	у меня	2	5
334	только один	2	5
335	вслед за	4	5
336	же самое	14	5
337	той же	6	5
338	этом отношении	1	5
339	нападки на	1	5
340	это не	7	5
341	мы имеем	2	5
342	он и	1	5
343	по существу	4	5
344	и без	2	5
345	к своему	2	5
346	в следующем	1	5
347	и я	3	5
348	участие в	1	5
349	раз в	7	5
350	отказаться от	2	5
351	от того	1	5
352	что из	1	5
353	жизни и	6	5
354	чаще всего	1	5
355	для этого	9	5
356	что на	4	5
357	в той	8	4
358	каждой из	1	4
359	следует что	2	4
360	тем как	1	4
361	в пользу	1	4
362	нас в	1	4
363	требует от	1	4
364	не столько	1	4
365	и опять	3	4
366	из самых	1	4
367	в построении	1	4
368	например в	5	4
369	либо в	6	4
370	правда в	1	4
371	их в	4	4
372	первой половине	3	4
373	всякого рода	1	4
374	времени в	1	4
375	из себя	3	4
376	должна была	1	4
377	может служить	8	4
378	перед ним	1	4
379	в глаза	3	4
380	в пятом	1	4
381	на море	1	4
382	а сам	1	4
383	одна из	6	4
384	под именем	1	4
385	к этим	2	4
386	кто из	2	4
387	ближе к	1	4
388	том чтобы	2	4
389	и столь	2	4
390	в состоянии	1	4
391	к которому	3	4
392	аналогии с	2	4
393	одно из	4	4
394	это слово	1	4
395	там и	1	4
396	не о	1	4
397	как его	1	4
398	не остается	1	4
399	я не	9	4
400	между ними	1	4
401	же как	3	4
402	в себя	1	4
403	для ее	1	4
404	здесь мы	6	4
405	можно сделать	1	4
406	что эта	8	4
407	один раз	1	4
408	важно что	1	4
409	как известно	2	4
410	в достаточной	1	4
411	и почему	2	4
412	с которым	2	4
413	из этого	10	4
414	человека который	1	4
415	был бы	4	4
416	когда в	4	4
417	не на	1	4
418	одновременно с	1	4
419	бы не	5	4
420	сравнению с	1	4
421	нет ничего	1	4
422	что мы	6	4
423	то и	3	4
424	по сравнению	1	4
425	большей частью	4	4
426	каждый из	3	4
427	что же	3	4
428	и там	2	4
429	ли можно	1	4
430	в трагедии	5	4
431	к началу	1	4
432	по мнению	2	4
433	или к	1	4
434	в более	1	4
435	ничем не	3	4
436	вероятно что	1	4
437	второй половине	1	4
438	он называет	1	4
439	что с	4	4
440	и другие	3	4
441	у нас	4	4
442	все равно	1	4
443	пьесы и	2	4
444	в свои	1	4
445	по его	3	4
446	или менее	1	4
447	такой же	2	4
448	мог бы	1	4
449	и их	2	4
450	пор не	1	4
451	не следует	3	4
452	далеко не	3	4
453	чтобы не	2	4
454	у нее	2	4
455	найдем в	1	4
456	которые в	1	4
457	бы он	1	4
458	все более	4	4
459	за счет	1	4
460	в основе	5	4
461	во всем	2	3
462	от него	2	3
463	к этой	3	3
464	за исключением	1	3
465	до самого	2	3
466	а у	2	3
467	всю свою	2	3
468	сам автор	5	3
469	по себе	5	3
470	этим объясняется	1	3
471	более или	1	3
472	уверен в	1	3
473	конечном счете	1	3
474	если он	5	3
475	похож на	1	3
476	только для	3	3
477	самого конца	2	3
478	наш поэт	2	3
479	за ней	2	3
480	ситуации в	1	3
481	было в	1	3
482	и мысли	1	3
483	выходит из	1	3
484	из жизни	1	3
485	больше не	3	3
486	этой связи	1	3
487	между двумя	3	3
488	только на	3	3
489	на пути	1	3
490	и когда	8	3
491	же его	1	3
492	от своего	2	3
493	всего этого	3	3
494	другой раз	1	3
495	ни одного	1	3
496	как на	9	3
497	ней и	2	3
498	в споре	1	3
499	для понимания	1	3
500	что именно	3	3
501	друг с	2	3
502	этих двух	1	3
503	ее отца	1	3
504	с другом	2	3
505	поэт был	1	3
506	для них	1	3
507	противоречие между	2	3
508	и притом	1	3
509	в ожидании	1	3
510	отношения к	3	3
511	в таком	6	3
512	обстоятельство что	1	3
513	от этого	4	3
514	в эту	2	3
515	не был	1	3
516	с новой	1	3
517	трагедии и	4	3
518	а с	4	3
519	бы к	1	3
520	ли это	3	3
521	для этой	1	3
522	своего времени	1	3
523	ни одно	2	3
524	какой мере	3	3
525	могла бы	6	3
526	нельзя не	2	3
527	он в	3	3
528	что ты	1	3
529	не один	2	3
530	над ней	1	3
531	и есть	3	3
532	мы помним	2	3
533	в какой-то	1	3
534	в один	4	3
535	еще одно	1	3
536	является конечно	1	3
537	мы видели	7	3
538	к одной	1	3
539	почти не	2	3
540	целого ряда	1	3
541	его с	1	3
542	представляют собой	3	3
543	и из	1	3
544	мы в	4	3
545	не могут	2	3
546	не более	3	3
547	мы понимаем	1	3
548	до этого	1	3
549	и одновременно	2	3
550	если это	1	3
551	как о	1	3
552	его и	1	3
553	в хронологическом	1	3
554	совершенно не	8	3
555	и более	4	3
556	относится к	2	3
557	и уже	5	3
558	переходит к	2	3
559	к людям	1	3
560	действия и	3	3
561	к своим	2	3
562	состоит в	4	3
563	на две	3	3
564	если мы	19	3
565	принадлежит к	3	3
566	только при	1	3
567	казалось бы	7	3
568	в самой	9	3
569	как к	6	3
570	нет ни	1	3
571	сам себя	2	3
572	ее на	2	3
573	трагедии в	1	3
574	предположение что	1	3
575	бы на	2	3
576	такое же	3	3
577	мы находим	1	3
578	в виде	5	3
579	однако не	3	3
580	бы ожидать	1	3
581	и эта	3	3
582	указывает на	8	3
583	сведения о	1	3
584	с той	8	3
585	и вовсе	1	3
586	на все	2	3
587	высшей степени	1	3
588	г с	1	3
589	один и	1	3
590	нисколько не	3	3
591	в каждой	1	3
592	должен быть	4	3
593	и таким	1	3
594	в одной	2	3
595	на такое	1	3
596	жизнь и	2	3
597	ко всему	1	3
598	и потому	1	3
599	а к	2	3
600	а как	1	3
601	он говорит	9	3
602	достаточно назвать	1	3
603	она не	10	3
604	так называемой	4	3
605	но при	2	3
606	первого акта	1	3
607	но столь	1	3
608	только как	2	3
609	то обстоятельство	1	3
610	не с	2	3
611	других авторов	2	3
612	таким же	1	3
613	конечно в	3	3
614	можно найти	2	3
615	из своей	2	3
616	на всю	2	3
617	идет речь	1	3
618	ведь мы	1	3
619	они не	2	3
620	будто бы	3	3
621	в высшей	1	3
622	по этому	1	3
623	все еще	1	3
624	только после	4	3
625	это в	3	3
626	ли в	1	3
627	если она	2	3
628	он с	2	3
629	не к	5	3
630	с которыми	2	2
631	находим в	1	2
632	в душе	1	2
633	в настоящем	1	2
634	еще раз	3	2
635	и очень	3	2
636	же и	1	2
637	к прямо	1	2
638	другой пример	1	2
639	которым они	1	2
640	за последние	1	2
641	говорит о	6	2
642	те же	2	2
643	не как	1	2
644	намека на	1	2
645	что произошло	1	2
646	точно так	3	2
647	остановиться на	3	2
648	в действие	1	2
649	связь с	5	2
650	явно не	1	2
651	на которых	4	2
652	даже для	1	2
653	ни одна	1	2
654	жизнь в	1	2
655	каким образом	1	2
656	зрения на	1	2
657	к каким	2	2
658	к которой	1	2
659	из всего	3	2
660	превращается в	1	2
661	принадлежат к	1	2
662	меня в	1	2
663	разговоре с	1	2
664	к самому	4	2
665	в собственном	1	2
666	чтобы доказать	1	2
667	в порядке	4	2
668	и те	2	2
669	ставит нас	1	2
670	своего господина	1	2
671	поскольку он	1	2
672	от своей	1	2
673	перед собой	2	2
674	ней как	1	2
675	как только	4	2
676	ход действия	3	2
677	на первый	1	2
678	начнем с	1	2
679	полагают что	1	2
680	как ее	1	2
681	нам не	2	2
682	мысли что	1	2
683	не могли	5	2
684	можно считать	1	2
685	следовало бы	2	2
686	начиная от	1	2
687	она могла	2	2
688	и следовательно	2	2
689	в этот	1	2
690	которых не	1	2
691	следует остановиться	1	2
692	следует отнести	2	2
693	наталкивается на	1	2
694	но они	2	2
695	что речь	1	2
696	для которого	1	2
697	не вполне	1	2
698	рассказывает о	3	2
699	сцены в	1	2
700	и формы	2	2
701	то чтобы	2	2
702	я думаю	2	2
703	чтобы они	1	2
704	без всякого	1	2
705	него не	1	2
706	тех случаях	1	2
707	в основу	2	2
708	что все	10	2
709	в зависимости	1	2
710	не одно	1	2
711	от себя	1	2
712	что даже	2	2
713	к ее	1	2
714	чем это	1	2
715	чем идет	1	2
716	два стиха	1	2
717	которую можно	1	2
718	то в	1	2
719	мы видим	15	2
720	она и	2	2
721	их характера	4	2
722	первом случае	1	2
723	знали что	1	2
724	но еще	1	2
725	ним в	2	2
726	всех остальных	2	2
727	слов в	2	2
728	почему в	1	2
729	к выводу	1	2
730	в тот	1	2
731	согласии с	2	2
732	с другими	1	2
733	они будут	1	2
734	даже на	1	2
735	этого человека	1	2
736	не была	1	2
737	в конечном	2	2
738	и можно	1	2
739	сказал что	1	2
740	этим и	1	2
741	очевидно что	4	2
742	подобно тому	1	2
743	указывает что	2	2
744	и она	4	2
745	по одному	2	2
746	из чего	1	2
747	между прочим	1	2
748	образом для	1	2
749	слишком много	3	2
750	и жизнь	1	2
751	слово в	2	2
752	несомненно следует	1	2
753	внес в	2	2
754	в смысле	1	2
755	не иначе	2	2
756	человека а	1	2
757	для анализа	2	2
758	я на	1	2
759	как надо	1	2
760	со всей	3	2
761	в пьесе	1	2
762	пор в	1	2
763	однако и	3	2
764	в лучшем	2	2
765	мы уже	12	2
766	эти слова	5	2
767	о браке	2	2
768	совсем не	3	2
769	на свой	1	2
770	в детстве	1	2
771	если же	3	2
772	реакции на	2	2
773	за ними	1	2
774	и та	3	2
775	и является	1	2
776	чем больше	1	2
777	начинается с	1	2
778	почти всегда	3	2
779	но об	1	2
780	доходит до	1	2
781	была не	1	2
782	на стороне	1	2
783	своим собственным	2	2
784	этот вопрос	5	2
785	вот в	1	2
786	была уже	1	2
787	она была	5	2
788	с такими	2	2
789	нас перед	1	2
790	общего с	2	2
791	бы его	2	2
792	найти в	1	2
793	это делает	2	2
794	и ты	1	2
795	них не	1	2
796	что только	3	2
797	теми же	1	2
798	показывают что	2	2
799	в общем	4	2
800	бы ни	1	2
801	с ее	5	2
802	гораздо более	2	2
803	означает что	1	2
804	из этой	2	2
805	понять что	1	2
806	наше время	2	2
807	доказывает что	1	2
808	при жизни	1	2
809	не будет	2	2
810	образом и	3	2
811	его мнению	2	2
812	представлял собой	1	2
813	должна быть	5	2
814	которых мы	6	2
815	в жизни	6	2
816	с такой	7	2
817	и при	1	2
818	и дает	3	2
819	на те	2	2
820	содержания и	1	2
821	никак не	12	2
822	в большом	1	2
823	чтобы у	1	2
824	сводится к	1	2
825	со всеми	2	2
826	не ясно	2	2
827	этой точки	2	2
828	с целью	1	2
829	иначе как	3	2
830	и так	4	2
831	жизни в	1	2
832	себя и	1	2
833	ли он	4	2
834	о котором	5	2
835	именно поэтому	1	2
836	в известном	1	2
837	знает что	1	2
838	к другому	1	2
839	слова о	1	2
840	перед нами	12	2
841	из области	4	2
842	я говорю	4	2
843	в стихе	1	2
844	бросается в	2	2
845	правило в	1	2
846	это дело	1	2
847	он еще	1	2
848	не дал	1	2
849	это только	4	2
850	быть не	2	2
851	зависимости от	1	2
852	слова и	3	2
853	с которой	1	2
854	именно на	3	2
855	и два	1	2
856	в которую	3	2
857	отношении к	1	2
858	на примере	3	2
859	и до	4	2
860	в древности	1	2
861	лишь бы	1	2
862	в каком	8	2
863	вот этот	1	2
864	всех трех	1	2
865	имеем в	3	2
866	что здесь	2	2
867	и под	1	2
868	указывают на	2	2
869	ее не	3	2
870	событий в	3	2
871	это ясно	1	2
872	из первых	1	2
873	он бы	1	2
874	эта и	1	2
875	не знаем	2	2
876	здесь не	3	2
877	у них	2	2
878	но это	6	2
879	в согласии	1	2
880	поэтому он	2	2
881	видит себя	1	2
882	дает нам	1	2
883	этом случае	1	2
884	в свое	1	2
885	в любви	1	2
886	и всякий	2	2
887	основе своей	1	2
888	это видно	1	2
889	это был	2	2
890	нас не	1	2
891	этих слов	1	2
892	еще и	2	2
893	для него	4	2
894	к первой	2	2
895	с бедным	1	2
896	того что	9	2
897	о нем	2	2
898	ее в	7	2
899	где он	3	2
900	в полном	4	2
901	то мы	2	2
902	бы и	2	2
903	была бы	5	2
904	формы и	1	2
905	этого рода	1	2
906	от всех	1	2
907	а о	1	2
908	чтобы с	1	2
909	нападение на	1	2
910	это еще	1	2
911	места в	2	2
912	которые как	1	2
913	за тем	1	2
914	понимать как	1	2
915	в стороне	1	2
916	как она	8	2
917	свидетельствуют о	1	2
918	в объяснении	1	2
919	все эти	7	2
920	сталкиваемся с	1	2
921	почти до	1	2
922	при таком	4	2
923	и людей	1	2
924	высшей точки	1	2
925	хуже чем	1	2
926	в сцене	1	2
927	с какими	1	2
928	не все	1	2
929	мере в	1	2
930	в форме	1	2
931	все тот	2	2
932	чтобы сделать	1	2
933	его к	2	2
934	на свете	2	2
935	что эти	5	2
936	сказать и	1	2
937	сюжета в	1	2
938	предположить что	1	2
939	поводом для	1	2
940	которого и	1	2
941	и только	8	2
942	хронологическом порядке	3	2
943	как же	2	2
944	она должна	3	2
945	которые они	1	2
946	не надо	2	2
947	что вы	1	2
948	в самых	1	2
949	достигает в	1	2
950	тому как	1	2
951	мы узнаем	3	2
952	дело не	3	2
953	и может	5	2
954	имеет в	2	2
955	он однако	1	2
956	победу в	1	2
957	это была	1	2
958	или его	3	2
959	с ней	1	2
960	тем самым	4	2
961	как не	3	2
962	с кем	2	2
963	человека и	1	2
964	самую суть	1	2
965	скажет что	1	2
966	бы по	2	2
967	могло быть	1	2
968	вызвать у	1	2
969	все больше	2	2
970	сказать в	1	2
971	и остальные	1	2
972	во времена	1	2
973	и дальше	3	2
974	чем к	1	2
975	и новые	1	2
976	в разговоре	1	2
977	других случаях	1	2
978	иногда даже	1	2
979	которой мы	4	2
980	этому вопросу	1	2
981	начинает с	3	2
982	остается только	1	2
983	в сложном	1	1
984	бедным человеком	2	1
985	в отношения	1	1
986	это на	1	1
987	еще при	1	1
988	одной точки	1	1
989	критике и	1	1
990	к действительности	3	1
991	же для	1	1
992	является в	1	1
993	заметим что	1	1
994	назад и	1	1
995	сообщить о	1	1
996	ребенка и	1	1
997	тем меньше	1	1
998	которая была	1	1
999	он получает	1	1
1000	образов в	1	1
1001	раз к	1	1
1002	вероятно к	1	1
1003	не понимает	1	1
1004	их из	1	1
1005	насмешки над	1	1
1006	вел себя	1	1
1007	этих событий	2	1
1008	их основного	1	1
1009	выводу что	1	1
1010	в момент	1	1
1011	и передавая	1	1
1012	остались бы	1	1
1013	рассказ о	2	1
1014	которые не	2	1
1015	с толку	1	1
1016	от имени	3	1
1017	как много	2	1
1018	стихам придает	1	1
1019	против кого	1	1
1020	авторов в	2	1
1021	приводит в	1	1
1022	в применении	1	1
1023	отношениях к	1	1
1024	что два	1	1
1025	его женой	2	1
1026	становится совершенно	1	1
1027	на второй	1	1
1028	нее в	3	1
1029	которые лежат	1	1
1030	или нет	1	1
1031	кроме того	2	1
1032	думается что	1	1
1033	высший расцвет	1	1
1034	одно это	1	1
1035	которой они	1	1
1036	в некоторых	2	1
1037	по общему	1	1
1038	перед ее	1	1
1039	с более	1	1
1040	это имело	1	1
1041	монологи в	1	1
1042	что человек	1	1
1043	на нас	5	1
1044	большое количество	1	1
1045	с жизнью	1	1
1046	в день	3	1
1047	из ее	2	1
1048	или бессознательной	1	1
1049	над ними	1	1
1050	на заданный	1	1
1051	прямо противоположному	1	1
1052	разговора с	3	1
1053	о мести	1	1
1054	показывает нам	1	1
1055	от одного	1	1
1056	и чувством	1	1
1057	вот что	1	1
1058	о мире	2	1
1059	или от	2	1
1060	образом что	2	1
1061	и ничем	1	1
1062	введенное в	1	1
1063	мысль о	1	1
1064	ее для	1	1
1065	весь этот	3	1
1066	он полагает	1	1
1067	при том	2	1
1068	уже на	1	1
1069	он собирается	1	1
1070	в зобу	1	1
1071	спасает от	1	1
1072	ясно из	1	1
1073	много раз	2	1
1074	поэзии на	1	1
1075	случай не	1	1
1076	мы получаем	1	1
1077	и другим	1	1
1078	уже выше	1	1
1079	в последнем	1	1
1080	людей или	1	1
1081	эта заимствована	1	1
1082	же точно	6	1
1083	основанием для	1	1
1084	а именно	1	1
1085	о судьбе	1	1
1086	драмы в	1	1
1087	это достаточно	1	1
1088	на эту	2	1
1089	собой не	1	1
1090	их за	1	1
1091	цели поэтому	1	1
1092	узнать что	1	1
1093	был сделан	1	1
1094	предыдущих стихах	1	1
1095	но у	1	1
1096	отличается от	2	1
1097	по своим	2	1
1098	же после	3	1
1099	две половины	1	1
1100	вдруг принимает	1	1
1101	мирной жизни	1	1
1102	но мы	4	1
1103	так например	5	1
1104	людей с	1	1
1105	который ее	1	1
1106	все их	2	1
1107	необходимые для	1	1
1108	своему герою	1	1
1109	моменты в	1	1
1110	время с	2	1
1111	эпизод с	2	1
1112	которое делает	1	1
1113	понять как	1	1
1114	первый взгляд	1	1
1115	этим событиям	1	1
1116	представляла собой	1	1
1117	трех стихах	1	1
1118	всего они	1	1
1119	и грубой	1	1
1120	здесь достаточно	1	1
1121	на склоне	1	1
1122	на этой	1	1
1123	в данном	5	1
1124	изображает как	1	1
1125	начала до	1	1
1126	мы рассмотрим	2	1
1127	и такие	2	1
1128	не говорит	1	1
1129	помним что	2	1
1130	итоги нашему	1	1
1131	какая из	1	1
1132	применении к	1	1
1133	можем не	2	1
1134	ожидать что	1	1
1135	стих но	1	1
1136	случаи когда	1	1
1137	что мне	1	1
1138	он только	1	1
1139	своей природе	1	1
1140	мы увидим	14	1
1141	пор пока	2	1
1142	последние три	1	1
1143	что исторический	1	1
1144	платона о	1	1
1145	понимаем что	1	1
1146	у самого	1	1
1147	и своим	2	1
1148	мы обязаны	1	1
1149	и другой	1	1
1150	читателя с	1	1
1151	совершенно очевидно	3	1
1152	которыми он	1	1
1153	из их	1	1
1154	с традиционными	1	1
1155	с истинной	1	1
1156	что вся	1	1
1157	для нее	2	1
1158	узнаем о	1	1
1159	положений и	1	1
1160	он считает	2	1
1161	отмечает что	1	1
1162	увидим что	11	1
1163	что люди	1	1
1164	совершенно различных	2	1
1165	старика и	1	1
1166	наконец как	1	1
1167	которых она	2	1
1168	существу своему	1	1
1169	предисловии к	2	1
1170	а между	1	1
1171	говорит что	17	1
1172	двух словах	1	1
1173	для защиты	1	1
1174	и другую	2	1
1175	могла не	1	1
1176	не что	1	1
1177	т к	1	1
1178	вынуждены были	1	1
1179	чтобы показать	2	1
1180	стал бы	1	1
1181	по два	1	1
1182	мере не	1	1
1183	почти в	2	1
1184	и остается	2	1
1185	и разрешение	1	1
1186	герои трагедий	1	1
1187	совершенно ясна	2	1
1188	утверждал что	2	1
1189	которого сами	1	1
1190	казалось что	1	1
1191	то дело	1	1
1192	же так	1	1
1193	с именем	4	1
1194	сведений о	1	1
1195	и пальма	1	1
1196	а вот	1	1
1197	говорит с	1	1
1198	заметить что	2	1
1199	она ни	1	1
1200	ее как	1	1
1201	принять за	1	1
1202	с этими	2	1
1203	составляющих его	1	1
1204	мы попадаем	1	1
1205	есть по	2	1
1206	шесть лет	1	1
1207	по вкусу	1	1
1208	чего он	1	1
1209	и результатом	1	1
1210	это что	1	1
1211	можем сказать	2	1
1212	воли и	2	1
1213	именно с	1	1
1214	этот момент	1	1
1215	даже у	2	1
1216	деле мы	1	1
1217	и монологов	1	1
1218	имели бы	1	1
1219	случай для	1	1
1220	были бы	5	1
1221	мужестве и	1	1
1222	так у	1	1
1223	которой в	1	1
1224	не просто	7	1
1225	но так	2	1
1226	строго говоря	1	1
1227	в обращении	1	1
1228	том месте	1	1
1229	характер ее	1	1
1230	чтобы между	1	1
1231	напротив она	1	1
1232	свое собственное	1	1
1233	употребления и	1	1
1234	никакому сомнению	1	1
1235	весь в	1	1
1236	и представляет	1	1
1237	д все	1	1
1238	которую они	2	1
1239	только не	3	1
1240	очень существенное	1	1
1241	на глазах	1	1
1242	и совершенно	9	1
1243	ее и	1	1
1244	тебя и	1	1
1245	обо всем	1	1
1246	до высшей	1	1
1247	отца ее	1	1
1248	от его	1	1
1249	что иное	1	1
1250	в восприятии	1	1
1251	толстого и	1	1
1252	она превратилась	2	1
1253	на такую	1	1
1254	я тебя	1	1
1255	опасность и	1	1
1256	это сходство	1	1
1257	и больше	2	1
1258	признает что	1	1
1259	виду конечно	1	1
1260	и заставляет	3	1
1261	он к	1	1
1262	внимание на	4	1
1263	время в	5	1
1264	не произведя	1	1
1265	а тот	1	1
1266	конца в	1	1
1267	начала и	2	1
1268	в явно	1	1
1269	героев которые	1	1
1270	это я	1	1
1271	это делал	1	1
1272	то для	1	1
1273	и чрезвычайно	1	1
1274	второй план	6	1
1275	не представлена	1	1
1276	и указывает	1	1
1277	что при	5	1
1278	мы конечно	1	1
1279	каждом шагу	1	1
1280	которого он	1	1
1281	ее сопоставление	1	1
1282	от начала	2	1
1283	объяснение этому	1	1
1284	не кажется	1	1
1285	вспоминает что	1	1
1286	вошел в	2	1
1287	способ действия	1	1
1288	придать своим	1	1
1289	вторая причина	1	1
1290	в поэтике	1	1
1291	с тобой	1	1
1292	наше внимание	3	1
1293	чем ты	1	1
1294	в воде	2	1
1295	видит в	3	1
1296	то она	1	1
1297	тем больше	2	1
1298	говорит он	3	1
1299	для иллюстрации	2	1
1300	во всей	3	1
1301	показательным для	1	1
1302	материал в	1	1
1303	или не	3	1
1304	ничего более	2	1
1305	был ее	1	1
1306	которых складывается	1	1
1307	этому случаю	1	1
1308	и некоторые	1	1
1309	это произошло	3	1
1310	ее от	1	1
