N	2gram	Losev_Prob	PoTuStor
423	случае не	7	1
424	значение эта	1	1
425	на другую	1	1
426	бы оно	1	1
427	случае нельзя	2	1
428	в связи	9	1
429	зависит от	1	1
430	она служит	1	1
431	и они	1	1
432	случае только	2	1
433	ведь когда	2	1
434	может стать	1	1
435	страха и	1	1
436	веры и	1	1
437	в порядке	3	1
438	с теми	2	1
439	чем иным	2	1
440	все же	10	1
441	основано на	1	1
442	художественных образов	1	1
443	при таком	2	1
444	том смысле	4	1
445	не что	6	1
446	от этого	1	1
447	мы только	4	1
448	на все	1	1
449	не имеет	12	1
450	и могут	2	1
451	образом к	1	1
452	всех действительных	3	1
453	и жизнь	1	1
454	или что	1	1
455	них мы	1	1
456	делает ее	1	1
457	в свете	4	1
458	эти термины	1	1
459	он является	5	1
460	теряет свой	1	1
461	за ней	1	1
462	но исключительно	1	1
463	зависимости от	3	1
464	и представить	2	1
465	это было	4	1
466	метафоры и	4	1
467	значение как	1	1
468	идеи и	4	1
469	на его	1	1
470	словами мы	1	1
471	мы считаем	1	1
472	в смысле	2	1
473	но если	12	1
474	делает его	1	1
475	быть очень	5	1
476	нечто третье	1	1
477	говорит об	1	1
478	словами и	1	1
479	человеческого организма	2	1
480	притом даже	1	1
481	вовсе не	62	1
482	но к	2	1
483	уже не	12	1
484	к тому	4	1
485	ее только	1	1
486	не входит	1	1
487	а для	1	1
488	этой плоскости	1	1
489	не был	3	1
490	той или	22	1
491	он прежде	1	1
492	однако не	4	1
493	свое время	1	1
494	а потом	2	1
495	первый взгляд	3	1
496	этих двух	1	1
497	что эти	1	1
498	но этим	1	1
499	сказать то	1	1
500	без всякой	3	1
501	нет ничего	6	1
502	не давая	1	1
503	они вполне	1	1
504	ко всему	1	1
505	и художественных	1	1
506	как часть	1	1
507	наконец и	1	1
508	и материальными	1	1
509	и всему	1	1
510	для его	4	1
511	а с	2	1
512	в данном	14	1
513	и часто	2	1
514	первый план	3	1
515	в лодке	1	1
516	она же	1	1
517	однако сказать	1	1
518	план в	1	1
519	значение так	1	1
520	отличается от	8	1
521	только путем	4	1
522	и такие	3	1
523	круг и	2	1
524	вопрос о	2	1
525	каких бы	1	1
526	жизни когда	2	1
527	а просто	1	1
528	себе все	2	1
529	имеет очень	1	1
530	не имеют	4	1
531	ощущения представления	1	1
532	об ее	3	1
533	мы говорили	3	1
534	в самых	3	1
535	даже и	33	1
536	то и	9	1
537	она не	3	1
538	входит в	3	1
539	даже самое	2	1
540	случайные и	1	1
541	и почти	2	1
542	его не	2	1
543	но даже	7	1
544	того чтобы	4	1
545	себе но	2	1
546	одной стороны	2	1
547	как известно	1	1
548	и ни	5	1
549	не дает	1	1
550	почти исключительно	1	1
551	ничто не	2	1
552	здесь только	7	1
553	в другом	4	1
554	то ни	7	1
555	для того	5	1
556	них свои	1	1
557	тому как	2	1
558	в каких	1	1
559	это только	2	1
560	быть не	1	1
561	в ней	12	1
562	у самого	1	1
563	и собственно	1	1
564	нашего сознания	1	1
565	в отношениях	1	1
566	не всегда	1	1
567	человека все	1	1
568	значение и	7	1
569	общего не	1	1
570	точно и	1	1
571	нам для	1	1
572	с самой	4	1
573	когда он	2	1
574	что если	3	1
575	к такой	1	1
576	и входит	1	1
577	новых и	2	1
578	а не	28	1
579	есть то	5	1
580	к тем	1	1
581	всей этой	1	1
582	ни один	1	1
583	имеем в	4	1
584	которые можно	1	1
585	в человеческом	2	1
586	и та	1	1
587	хотя в	1	1
588	и что	9	1
589	близкое к	1	1
590	как он	2	1
591	и об	3	1
592	же что	1	1
593	для человека	1	1
594	образов миф	1	1
595	которые на	1	1
596	настолько велико	1	1
597	так чтобы	2	1
598	где же	1	1
599	конечно в	1	1
600	этим не	2	1
601	говоря о	1	1
602	самодовления и	1	1
603	в нашей	4	1
604	в особом	1	1
605	уже и	2	1
606	можно ли	8	1
607	от того	2	1
608	конечно нет	1	1
609	чего же	4	1
610	даже с	1	1
611	и общества	3	1
612	человека и	1	1
613	говорили что	3	1
614	отметить что	1	1
615	на всю	1	1
616	и принцип	1	1
617	очень мало	2	1
618	всей его	2	1
619	а во	2	1
620	мы здесь	2	1
621	одна на	1	1
622	важно только	1	1
623	являются только	4	1
624	на это	1	1
625	с другой	14	1
626	нас дальше	1	1
627	это же	4	1
628	лишь в	1	1
629	и три	1	1
630	слов о	1	1
631	ничего общего	7	1
632	что же	9	1
633	как на	2	1
634	и мышления	3	1
635	и еще	2	1
636	же самое	20	1
637	каждого из	1	1
638	что здесь	5	1
639	без всякого	8	1
640	заметить что	2	1
641	символов которые	1	1
642	как некое	1	1
643	однако в	3	1
644	общего с	3	1
645	она может	2	1
646	что для	4	1
647	в уже	1	1
648	их мы	1	1
649	и самого	2	1
650	образом с	1	1
651	и благодаря	1	1
652	той же	2	1
653	художественной образностью	1	1
654	что есть	1	1
655	или м	1	1
656	для нашего	1	1
657	этих областях	1	1
658	но несмотря	1	1
659	бы он	2	1
660	о его	3	1
661	именно так	4	1
662	часто и	1	1
663	в нашем	13	1
664	во многих	1	1
665	с чем	3	1
666	только при	10	1
667	именно области	1	1
668	мы сейчас	4	1
669	в известной	3	1
670	и возможна	1	1
671	с которым	1	1
672	все время	2	1
673	или иной	20	1
674	познание и	1	1
675	же в	6	1
676	что она	5	1
677	в атмосфере	1	1
678	этим как	1	1
679	предоставляет нам	1	1
680	и прежде	3	1
681	говорить об	2	1
682	если они	2	1
683	иной раз	5	1
684	иным как	2	1
685	же мы	1	1
686	здесь имеем	1	1
687	формы и	3	1
688	происходит только	1	1
689	бы ни	1	1
690	формы то	1	1
691	по поводу	3	1
692	это значение	2	1
693	стал символом	1	1
694	сказать о	2	1
695	это просто	1	1
696	человек не	1	1
697	это в	2	1
698	это уже	4	1
699	эти два	2	1
700	или при	1	1
701	не будут	2	1
702	жизни рождение	1	1
703	по-видимому совершенно	1	1
704	так называемое	1	1
705	ему это	1	1
706	который только	2	1
707	что иное	6	1
708	он действительно	1	1
709	мы должны	13	1
710	из него	2	1
711	к ее	1	1
712	как метафора	1	1
713	что такие	1	1
714	но так	1	1
715	мы еще	3	1
716	чем это	1	1
717	мы сказали	2	1
718	себя в	4	1
719	и особенно	3	1
720	точку зрения	1	1
721	мало общего	1	1
722	одного и	1	1
723	тот же	1	1
724	ничего не	4	1
725	на путях	1	1
726	и деятельности	1	1
727	иное как	6	1
728	что до	1	1
729	о ней	3	1
730	и самый	3	1
731	человека но	3	1
732	мы скажем	4	1
733	к нему	3	1
734	видим и	2	1
735	совместно с	1	1
