N	2gram	Potebnia_M	KFilosof
156	где он	2	3
157	сознания и	2	3
158	на самом	2	3
159	к последнему	2	3
160	в виду	2	3
161	и тот	1	3
162	и делает	1	3
163	самом деле	2	3
164	и отношения	1	3
165	в некотором	2	3
166	тем что	15	3
167	но для	1	3
168	стороны в	1	3
169	что этот	1	3
170	не дает	2	3
171	рядом с	3	3
172	не менее	10	3
173	бы не	11	3
174	здесь не	2	3
175	один и	1	3
176	его жизни	1	3
177	себе и	2	3
178	в каждом	6	3
179	того или	1	3
180	ясно и	2	3
181	что не	15	3
182	с моей	1	3
183	в свою	8	3
184	не должен	1	3
185	и ни	1	3
186	не должно	2	3
187	в другом	3	3
188	для того	8	3
189	и должна	1	3
190	в ней	9	3
191	не имеем	3	3
192	и та	1	3
193	смысл в	1	3
194	этом смысле	4	3
195	от того	9	3
196	человека и	2	3
197	не я	1	3
198	с человеком	1	3
199	всем другим	1	3
200	из его	1	3
201	только с	1	3
202	могут быть	17	3
203	общее и	1	3
204	предмета в	3	3
205	о том	6	3
206	теории и	2	3
207	человека вообще	1	3
208	тем как	3	3
209	в то	6	3
210	для которого	1	3
211	а следовательно	1	3
212	независимо от	15	3
213	всех этих	2	3
214	и совершенно	2	3
215	тот же	5	3
216	и тем	5	3
217	ничего не	2	3
218	в единство	2	3
219	меня и	1	3
220	были бы	4	2
221	возможность в	1	2
222	бы то	2	2
223	как к	1	2
224	всех отношениях	1	2
225	и эти	1	2
226	знать что	2	2
227	один из	2	2
228	бы он	1	2
229	и мы	1	2
230	ему в	1	2
231	и отсюда	1	2
232	мышления и	1	2
233	чего не	3	2
234	не нужен	2	2
235	и того	6	2
236	его с	3	2
237	случае мы	1	2
238	в определенное	1	2
239	смысле в	5	2
240	дело с	2	2
241	одна и	1	2
242	еще более	2	2
243	тому что	4	2
244	есть его	1	2
245	мысль не	1	2
246	нее в	1	2
247	а это	1	2
248	это уже	1	2
249	будет ли	1	2
250	тем не	11	2
251	содержание не	1	2
252	так и	17	2
253	жить и	1	2
254	этот мир	2	2
255	и то	4	2
256	и за	1	2
257	нами в	2	2
258	этих предметов	1	2
259	по себе	24	2
260	в виде	1	2
261	со всеми	1	2
262	оно не	4	2
263	этим путем	1	2
264	не потому	2	2
265	если не	5	2
266	он имеет	1	2
267	говорим о	1	2
268	отказаться от	1	2
269	он может	2	2
270	не о	1	2
271	ее от	1	2
272	ни одна	2	2
273	однако что	1	2
274	из нее	2	2
275	в сознании	8	2
276	что за	3	2
277	мы говорим	3	2
278	дело в	3	2
279	пространство и	2	2
280	содержание и	1	2
281	в мир	1	2
282	не следует	6	2
283	предмет как	2	2
284	на степень	1	2
285	в процессе	1	2
286	в жизни	5	2
287	смысле и	1	2
288	места как	1	2
289	с тем	9	2
290	человек и	1	2
291	его на	3	2
292	и общее	2	2
293	и как	11	2
294	весь мир	1	2
295	и чувство	1	2
296	что он	5	2
297	различия в	3	2
298	на волю	1	2
299	предмет и	2	2
300	есть именно	1	2
301	чтобы дать	1	2
302	место и	1	2
303	и просто	1	2
304	как в	18	2
305	от этого	2	2
306	это было	3	2
307	вследствие этого	1	2
308	себя или	1	2
309	ничего общего	3	2
310	для моей	1	2
311	для эстетического	1	2
312	деятельности и	5	2
313	можно и	1	2
314	как оно	2	2
315	для выражения	1	2
316	или как	2	2
317	все они	3	2
318	этого слова	5	2
319	к этому	3	2
320	и потому	7	2
321	его и	1	2
322	может иметь	1	2
323	в данном	1	2
324	и других	6	2
325	же с	8	2
326	вытекает из	3	2
327	вопрос о	5	2
328	раз и	1	2
329	мысль и	1	2
330	как предмета	1	2
331	оба эти	2	2
332	она не	3	2
333	она могла	2	2
334	потому что	89	2
335	единства в	1	2
336	того чтобы	4	2
337	то ни	3	2
338	совсем не	1	2
339	но всегда	3	2
340	быть не	7	2
341	котором я	1	2
342	к себе	1	2
343	готовое и	1	2
344	кажется что	1	2
345	из самого	3	2
346	не будет	2	2
347	на нем	1	2
348	для этого	2	2
349	отношении к	1	2
350	всех других	1	2
351	не из	3	2
352	этим не	1	2
353	всей своей	1	2
354	же время	4	2
355	которую я	1	2
356	думать что	6	2
357	только это	1	2
358	имеем в	1	2
359	в этой	3	2
360	и время	1	2
361	но ни	1	2
362	есть действительно	1	2
363	место не	1	2
364	но есть	1	2
365	что есть	3	2
366	ее как	1	2
367	все остальные	9	2
368	только по	5	2
369	что только	1	2
370	слова в	7	2
371	течение жизни	1	2
372	с его	3	2
373	в области	1	2
374	его к	3	2
375	как предмет	3	2
376	а как	3	2
377	человек не	2	2
378	содержания но	1	2
379	ни был	2	2
380	себе как	1	2
381	с ее	2	2
382	чтобы не	3	2
383	сознания в	2	2
384	и ее	1	2
385	едва ли	1	2
386	одного и	6	2
387	другого и	1	2
388	себе а	1	2
389	в оценке	1	1
390	для самого	5	1
391	все в	2	1
392	как произойдет	1	1
393	в самом	5	1
394	какого бы	1	1
395	они имеют	1	1
396	именно к	1	1
397	лежит вне	1	1
398	она бы	1	1
399	только не	2	1
400	понятий и	1	1
401	стать в	1	1
402	во втором	6	1
403	все что	5	1
404	как это	1	1
405	в предмете	1	1
406	образом и	2	1
407	только путем	1	1
408	мы видим	5	1
409	него как	1	1
410	до сих	5	1
411	и получает	1	1
412	субъективного и	1	1
413	в душе	28	1
414	этой задачи	1	1
415	потому только	2	1
416	само слово	2	1
417	он предполагает	1	1
418	что язык	18	1
419	сказать в	1	1
420	в суждении	1	1
421	вне себя	3	1
422	ничем не	2	1
423	так как	29	1
424	а действительное	1	1
425	одном случае	1	1
426	в последнем	2	1
427	менее в	2	1
428	здесь именно	1	1
429	же и	1	1
430	например что	3	1
431	есть единственное	1	1
432	как с	1	1
433	и музыка	1	1
434	только что	4	1
435	то есть	69	1
436	и свою	1	1
437	мысли только	1	1
438	быть признаны	1	1
439	это будет	5	1
440	самого себя	4	1
441	как содержание	1	1
442	первом случае	1	1
443	имеют в	2	1
444	переходит в	2	1
445	зависит от	6	1
446	эта мысль	3	1
447	на том	2	1
448	не за	1	1
449	значение для	1	1
450	нас как	1	1
451	ровно ничего	1	1
452	мог бы	5	1
453	это открытие	1	1
454	что уже	1	1
455	предположение что	2	1
456	не будем	1	1
457	и должно	2	1
458	отношения к	2	1
459	всякого человека	1	1
460	его содержание	2	1
461	есть для	2	1
462	несмотря на	5	1
463	что делает	1	1
464	мысль в	2	1
465	была бы	3	1
466	из всех	1	1
467	этой мысли	1	1
468	всех остальных	1	1
469	для всего	1	1
470	это значит	1	1
471	относятся к	2	1
472	хотя и	6	1
473	его но	1	1
474	апперцепции и	1	1
475	уже с	2	1
476	тоже только	1	1
477	ни на	1	1
478	не сказали	2	1
479	для одного	3	1
480	или нет	3	1
481	нам остается	2	1
482	может казаться	2	1
483	человек чувствует	1	1
484	никогда бы	1	1
485	день и	1	1
486	предполагает не	1	1
487	с чем	1	1
488	же лица	1	1
489	ее в	1	1
490	находятся в	3	1
491	поэтому в	1	1
492	видеть в	3	1
493	можно сказать	1	1
494	имеет только	1	1
495	в человеке	14	1
496	значит не	1	1
497	только при	3	1
498	то прежде	1	1
499	а есть	1	1
500	одно из	5	1
501	притом не	5	1
502	в отношении	1	1
503	это слово	1	1
504	же не	2	1
505	его от	2	1
506	в результате	1	1
507	только за	1	1
508	не от	4	1
509	смысле этого	3	1
510	в определении	2	1
511	сознание с	1	1
512	нет никакого	1	1
513	противоречие между	1	1
514	в движение	2	1
515	бы что	2	1
516	точке в	1	1
517	и всякого	1	1
518	него нет	1	1
519	но такое	2	1
520	все равно	1	1
521	лежит в	1	1
522	жизни что	1	1
523	связанная с	1	1
524	не прибавляет	1	1
525	есть еще	1	1
526	слова мы	3	1
527	не была	2	1
528	совершенно несправедливо	1	1
529	не сможет	1	1
530	связь с	2	1
531	чем в	2	1
532	их не	2	1
533	поэтому и	1	1
534	в зависимости	1	1
535	не вытекает	1	1
536	бы только	2	1
537	и даже	4	1
538	что ему	2	1
539	языка это	1	1
540	этом единстве	2	1
541	именно что	2	1
542	в духе	1	1
543	бы для	2	1
544	но он	3	1
545	образом в	5	1
546	в разные	2	1
547	не более	4	1
548	отличаются от	1	1
549	в которой	5	1
550	или в	4	1
551	в первом	5	1
552	а за	1	1
553	этого не	2	1
554	когда оно	1	1
555	имеет для	2	1
556	и с	3	1
557	бытия по	1	1
558	от своего	2	1
559	всегда в	1	1
560	равно как	1	1
561	это нисколько	1	1
562	показать что	1	1
563	это содержание	1	1
564	можно быть	1	1
565	отличен от	1	1
566	стороны его	1	1
567	мысль о	8	1
568	стороне и	1	1
569	что историческое	1	1
570	которые как	1	1
571	не противоречит	3	1
572	целого которому	1	1
573	значения как	1	1
574	он будет	1	1
575	в понятии	2	1
576	а то	1	1
577	ней в	1	1
578	не делает	1	1
579	превращается в	2	1
580	до степени	1	1
581	дано в	1	1
582	же будет	1	1
583	если он	1	1
584	но само	1	1
585	между прочим	5	1
586	в стороне	5	1
587	есть что	3	1
588	в понятия	2	1
589	тем же	4	1
590	светом в	1	1
591	то все	6	1
592	из другого	1	1
593	к таким	2	1
594	в какой	2	1
595	имеет место	4	1
596	народа по	1	1
597	места где	1	1
598	один момент	1	1
599	как не	4	1
600	тоне но	1	1
601	чувство желание	1	1
602	может стать	3	1
603	помнить что	6	1
604	им и	1	1
605	имеет дело	2	1
606	их в	2	1
607	для каждого	1	1
608	если и	3	1
609	и также	1	1
610	тона и	1	1
611	а именно	1	1
612	возможно и	1	1
613	выражения и	1	1
614	большинстве случаев	1	1
615	а их	1	1
616	выйти из	2	1
617	которые могут	5	1
618	и так	1	1
619	вместе с	12	1
620	и вопрос	3	1
621	содержание только	1	1
622	на этом	3	1
623	при таком	5	1
624	в этих	10	1
625	его все	1	1
626	никто не	3	1
627	но между	1	1
628	есть только	16	1
629	противном случае	3	1
630	в живой	2	1
631	связи между	2	1
632	они не	5	1
633	мы только	1	1
634	приводит к	1	1
635	на все	5	1
636	предмета и	3	1
637	остановимся на	3	1
638	смысл но	1	1
639	уже давно	1	1
640	а действительно	1	1
641	отличается от	1	1
642	о словах	1	1
643	который не	1	1
644	представляется нам	4	1
645	нужно еще	1	1
646	между ними	2	1
647	в противопоставлении	1	1
648	мы делаем	1	1
649	зависимости от	1	1
650	том смысле	7	1
651	но уже	2	1
652	следовательно и	2	1
653	конечно может	1	1
654	как индивидуальная	1	1
655	мир и	1	1
656	на его	1	1
657	в известном	2	1
658	к человеку	1	1
659	людьми и	2	1
660	а только	8	1
661	ей для	1	1
662	вследствие чего	1	1
663	своей мысли	1	1
664	делает его	1	1
665	для нашей	1	1
666	бы совершенно	1	1
667	об этом	1	1
668	единство и	1	1
669	всего можно	1	1
670	в эту	2	1
671	чувство есть	1	1
672	и таким	1	1
673	за его	1	1
674	к тому	5	1
675	в одной	2	1
676	его самого	2	1
677	сих пор	5	1
678	мысли в	11	1
679	где оно	2	1
680	этот процесс	1	1
681	бы ни	8	1
682	в математике	1	1
683	что конечно	1	1
684	только для	7	1
685	ним то	2	1
686	с этим	11	1
687	но оно	3	1
688	только одно	1	1
689	что эти	1	1
690	но его	1	1
691	остается в	1	1
692	нет ничего	2	1
693	перестает быть	3	1
694	тона с	1	1
695	должен был	1	1
696	во всяком	9	1
697	здесь как	1	1
698	только от	2	1
699	именно как	1	1
700	необходимое условие	1	1
701	сама не	1	1
702	в жизнь	1	1
703	том случае	1	1
704	суждения как	1	1
705	нуждается в	2	1
706	мы можем	10	1
707	не существует	2	1
708	но с	3	1
709	себя другой	1	1
710	только к	1	1
711	если оно	1	1
712	а к	1	1
713	жизни а	1	1
714	не непосредственно	2	1
715	в действительности	6	1
716	и такие	1	1
717	и пространства	1	1
718	лицом и	2	1
719	на задний	1	1
720	что мы	11	1
721	значит что	1	1
722	не исключительно	1	1
723	а просто	1	1
724	которую мы	1	1
725	не имеют	7	1
726	противоречит то	1	1
727	чувствует себя	1	1
728	как одно	1	1
729	более чем	1	1
730	мы уже	1	1
731	всю свою	1	1
732	в основных	1	1
733	где есть	1	1
734	помнить и	1	1
735	не решает	1	1
736	заключать в	1	1
737	во все	2	1
738	предмет в	1	1
739	совпадает с	1	1
740	но при	3	1
741	все наше	2	1
742	всяком случае	7	1
743	эти слова	1	1
744	он принимает	1	1
745	мы признаем	1	1
746	его не	3	1
747	не знаю	1	1
748	язык гораздо	1	1
749	нем в	1	1
750	все свои	1	1
751	нет но	4	1
752	ту же	1	1
753	но во	3	1
754	беднее и	1	1
755	но эти	4	1
756	предметов и	3	1
757	другом в	1	1
758	и затем	1	1
759	субъекта и	4	1
760	к каждому	1	1
761	и другой	1	1
762	и оно	1	1
763	другой человек	1	1
764	следовательно два	1	1
765	в этот	1	1
766	просто не	1	1
767	нашей мысли	7	1
768	и исторический	1	1
769	не это	1	1
770	будет совершенно	2	1
771	мы должны	4	1
772	по поводу	7	1
773	делает возможным	2	1
774	слова и	7	1
775	остается только	6	1
776	самом своем	1	1
777	и имеет	1	1
778	и уже	6	1
779	с которой	1	1
780	когда он	1	1
781	содержания а	1	1
782	есть всегда	2	1
783	него хотя	1	1
784	только тогда	7	1
785	и теперь	1	1
786	иметь его	1	1
787	не могло	3	1
788	воплощается в	1	1
789	только на	4	1
790	должны быть	11	1
791	другим и	3	1
792	между отдельными	1	1
793	он должен	2	1
794	таким путем	4	1
795	отношение ко	1	1
796	не с	2	1
797	может служить	2	1
798	и человеческого	2	1
799	предмет хотя	1	1
800	и миром	2	1
801	в различных	1	1
802	себя потому	2	1
803	связь между	2	1
804	всего человеческого	2	1
805	отношений между	5	1
806	каждый раз	5	1
807	но только	2	1
808	говоря о	3	1
809	главным образом	4	1
810	истины в	1	1
811	и до	1	1
812	действительно есть	2	1
813	уже и	2	1
814	в истории	8	1
815	не станет	2	1
816	по своей	2	1
817	он есть	3	1
818	в каких	1	1
819	цели и	1	1
820	над ним	1	1
821	над всеми	2	1
822	себе в	2	1
823	в большинстве	1	1
824	до того	2	1
825	свою очередь	8	1
826	любви к	1	1
827	признать что	1	1
828	для жизни	1	1
829	признавая в	1	1
830	другой нет	1	1
831	нее это	1	1
832	вне его	1	1
833	не совпадает	1	1
834	точке зрения	4	1
835	связанных с	1	1
836	их и	2	1
837	еще на	1	1
838	разум может	1	1
839	всего этого	1	1
840	бы по	1	1
841	когда мы	4	1
842	а тем	1	1
843	всякого другого	1	1
844	ее смысл	1	1
845	ибо он	1	1
846	в данных	1	1
847	мы ни	1	1
848	нельзя отказать	1	1
849	содержание мысли	1	1
850	нами и	1	1
851	задний план	1	1
852	за этим	1	1
853	но мы	3	1
854	своим содержанием	1	1
855	вообще и	2	1
856	по всей	2	1
857	не подлежит	1	1
858	все следующие	1	1
859	так весь	1	1
860	к ней	3	1
861	не для	2	1
862	оно должно	5	1
863	содержанием и	1	1
864	следует что	1	1
865	считаем нужным	1	1
866	она может	3	1
867	своей жизни	1	1
868	если мы	5	1
869	по которой	1	1
870	бы его	1	1
871	этих последних	5	1
872	образом то	1	1
873	а скорее	2	1
874	и во	6	1
875	той же	3	1
876	есть следовательно	1	1
877	и др	1	1
878	человеческой жизни	1	1
879	это приводит	1	1
880	мысль может	2	1
881	о его	2	1
882	произведения не	1	1
883	даже для	1	1
884	истина не	1	1
885	и необходимое	1	1
886	совершенно иначе	1	1
887	что может	1	1
888	в нашем	2	1
889	значительной степени	3	1
890	находится в	2	1
891	быть определено	1	1
892	как я	1	1
893	субъектом и	1	1
894	лучше всего	1	1
895	в первой	1	1
896	и от	5	1
897	его только	2	1
898	относится к	5	1
899	что все	4	1
900	мы будем	3	1
901	столь же	6	1
902	том же	3	1
903	такие которые	2	1
904	же в	7	1
905	это что	2	1
906	мысли как	1	1
907	что она	3	1
908	по направлению	2	1
909	из пределов	1	1
910	к пониманию	1	1
911	содержания мысли	2	1
912	само это	1	1
913	и противоречие	1	1
914	такой же	4	1
915	и о	3	1
916	мысли но	2	1
917	одна из	4	1
918	что именно	2	1
919	на то	5	1
920	будет что	1	1
921	себя до	1	1
922	не найдем	1	1
923	одном только	1	1
924	от них	2	1
925	оно может	2	1
926	и по	8	1
927	в противном	3	1
928	были в	1	1
929	с действительно	2	1
930	чувства в	5	1
931	какие бы	1	1
932	и определенная	1	1
933	или не	3	1
934	к другим	3	1
935	понятие бытия	1	1
936	действительное бытие	1	1
937	понятие о	2	1
938	казаться что	2	1
939	к этим	2	1
940	друг друга	6	1
941	не мог	3	1
942	как если	1	1
943	и случайное	1	1
944	в движении	2	1
945	того же	13	1
946	человека но	1	1
947	нет не	1	1
948	был не	1	1
949	которой мы	3	1
950	в один	2	1
951	только общие	1	1
952	само по	6	1
953	если это	2	1
954	не можем	5	1
955	и эстетическое	1	1
956	в чисто	1	1
957	жизнью и	1	1
958	как мы	3	1
959	собою только	1	1
960	наше время	1	1
961	некоторая примесь	1	1
962	мысли и	9	1
963	и предметом	2	1
964	человечества но	1	1
965	лишь по	2	1
966	не к	1	1
967	нельзя говорить	1	1
968	нем но	1	1
969	есть общее	3	1
970	своего развития	1	1
971	ее не	1	1
972	единство в	1	1
973	не зависит	1	1
974	любви и	1	1
975	могли быть	1	1
976	во второй	1	1
