N	3gram	Losev_Prob	Problemy
113	таким образом как	1	2
114	не только в	5	2
115	еще далеко не	1	2
116	и в том	1	2
117	всяком случае не	1	2
118	у него нет	1	2
119	а так как	1	2
120	потому что у	1	2
121	и что он	1	2
122	прежде всего в	1	2
123	ни в чем	2	2
124	уже не как	1	2
125	тому что в	1	1
126	и он сам	1	1
127	хотя и с	1	1
128	может быть это	1	1
129	униженных и оскорбленных	1	1
130	у него есть	1	1
131	до самого последнего	1	1
132	он не видит	1	1
133	и как бы	2	1
134	что весь этот	1	1
135	что в мире	1	1
136	не под силу	1	1
137	ничего общего не	1	1
138	по себе а	2	1
139	в драматическом диалоге	1	1
140	о том как	1	1
141	и во всем	1	1
142	к другому от	1	1
143	в каждом из	1	1
144	в том числе	2	1
145	мы здесь не	1	1
146	кто иной как	2	1
147	себя самого и	1	1
148	и тут же	1	1
149	того что на	1	1
150	здесь перед нами	6	1
151	образом как бы	1	1
152	и к своему	1	1
153	никак не мог	2	1
154	мы могли бы	1	1
155	совсем другой вопрос	1	1
156	вообще нет ничего	1	1
157	не в том	1	1
158	во что бы	1	1
159	каковы бы ни	1	1
160	точки зрения которого	1	1
161	но даже и	4	1
162	как бы с	1	1
163	но и он	1	1
164	в таком случае	2	1
165	и для всякого	1	1
166	достоевского не только	1	1
167	говорит о себе	2	1
168	так или иначе	3	1
169	может быть только	6	1
170	образом как и	1	1
171	но не только	1	1
172	никогда и не	1	1
173	на первом плане	3	1
174	не потому что	1	1
175	все более и	1	1
176	он и делает	1	1
177	уже с самого	1	1
178	убедимся в этом	1	1
179	не чем иным	3	1
180	то есть это	1	1
181	потому что он	2	1
182	здесь не в	3	1
183	обращать на себя	1	1
184	том числе и	1	1
185	и вместе с	3	1
186	точно так же	4	1
187	в редчайших случаях	1	1
188	тех или иных	2	1
189	и никогда не	2	1
190	братьях карамазовых в	1	1
191	и превращается в	1	1
192	не приходит в	1	1
193	чем иным как	3	1
194	и больше ничего	1	1
195	и нуждается в	1	1
196	которая может быть	1	1
197	потому что не	1	1
198	зависит от того	1	1
199	конце концов так	1	1
200	в связи с	11	1
201	до того что	1	1
202	у него не	1	1
203	что это не	1	1
204	вмещается в пределы	1	1
205	в своей книге	1	1
206	так как здесь	1	1
207	что даже и	1	1
208	потому что именно	2	1
209	всего то что	2	1
210	на первый взгляд	1	1
211	другому от одного	1	1
212	всего того что	2	1
213	вовсе не для	2	1
214	концы и начала	1	1
215	то ни стало	1	1
216	тогда когда все	1	1
217	того или иного	2	1
218	за то что	2	1
219	и как будто	1	1
220	в известном смысле	1	1
221	не только для	2	1
222	в третьем лице	1	1
223	не в его	1	1
224	представим себе что	1	1
225	быть даже и	1	1
226	но и в	2	1
227	все это является	1	1
228	а вместе с	1	1
229	общего не имеет	1	1
230	что в результате	1	1
231	и в которой	1	1
232	это не так	1	1
233	время как в	1	1
234	не кто иной	2	1
235	заключается в том	1	1
236	не было и	1	1
237	и в особенности	1	1
238	на друга что	1	1
239	тому же и	1	1
240	в своей работе	1	1
241	смотрит и на	1	1
242	перед тем как	1	1
243	и не было	1	1
244	как и во	1	1
245	так же необходимо	1	1
246	это не только	1	1
247	в этом диалоге	1	1
248	смысле как мы	1	1
249	так всегда и	1	1
250	связи с теми	1	1
251	он нисколько не	1	1
252	и ни в	2	1
253	весь этот мир	1	1
254	что он должен	2	1
255	несмотря на то	1	1
256	более и более	1	1
257	до некоторой степени	4	1
258	конце концов как	1	1
259	то и другое	5	1
260	но в конце	1	1
261	что бы то	1	1
262	что на самом	1	1
263	и до сих	1	1
264	во всем не	1	1
265	каких бы то	1	1
266	и в частности	4	1
267	легенда о великом	1	1
268	у меня в	2	1
269	может найти в	1	1
270	этом отношении не	1	1
271	было бы глупо	1	1
272	не в виде	1	1
273	и ничего не	1	1
274	бы даже и	1	1
275	да и то	1	1
276	и в своей	1	1
277	не имеет с	1	1
278	смысле слова и	1	1
279	не менее в	2	1
280	так что в	1	1
281	он все же	1	1
282	и то что	3	1
283	он не мог	1	1
284	но именно в	1	1
285	уже не в	1	1
286	а я на	1	1
287	конце концов не	1	1
288	все в нем	1	1
289	о великом инквизиторе	1	1
290	по его мнению	1	1
291	все же остается	1	1
292	с одной стороны	5	1
293	нет ни одного	1	1
294	вопрос о том	1	1
295	является одним из	1	1
296	здесь таким образом	1	1
297	этом смысле он	1	1
298	это и есть	2	1
299	сказать что это	1	1
300	также и в	2	1
301	не только как	1	1
302	но и для	1	1
303	после того как	3	1
304	ведь то что	1	1
305	ни о каком	1	1
306	потому что они	2	1
