N	2gram	Losev_Vlad	Morfolog
172	но мы	3	3
173	на первый	4	3
174	то здесь	1	3
175	не существует	1	3
176	и что	11	3
177	для того	4	3
178	но эти	1	3
179	и тогда	1	3
180	или не	1	3
181	целый ряд	1	3
182	а во	1	3
183	настоящее время	2	3
184	так например	3	3
185	здесь не	6	3
186	с его	15	3
187	кроме того	12	3
188	в настоящее	2	3
189	с того	2	3
190	к нему	6	3
191	бы то	2	3
192	то в	6	3
193	очень многое	1	3
194	что эти	1	3
195	они не	1	3
196	не слишком	1	3
197	сам он	2	3
198	а и	1	3
199	того что	6	3
200	что такое	3	3
201	ее в	1	3
202	но как	6	3
203	у нас	11	3
204	это и	2	3
205	и есть	2	3
206	в виде	4	3
207	а на	1	3
208	в таких	1	3
209	к чему	1	3
210	а то	2	3
211	в какой	1	3
212	даже не	3	3
213	это было	9	3
214	и у	4	3
215	определен как	1	3
216	как уже	2	3
217	для наших	1	3
218	то ни	2	3
219	совсем не	7	3
220	если бы	2	3
221	друг друга	3	3
222	мы должны	3	3
223	и тем	2	3
224	не в	12	3
225	в которой	8	3
226	на нем	1	3
227	а по	3	3
228	в начале	7	3
229	значение и	1	3
230	в этой	4	3
231	к ней	7	3
232	приводят к	1	3
233	мы будем	4	3
234	же в	3	3
235	все еще	1	3
236	на то	7	3
237	и его	12	3
238	и по	10	3
239	и только	1	3
240	не так	1	2
241	от него	3	2
242	которой все	1	2
243	сделать из	1	2
244	самого себя	1	2
245	если он	1	2
246	вопросу о	1	2
247	считаться с	1	2
248	не с	1	2
249	потому не	1	2
250	например с	2	2
251	формах в	1	2
252	мы пока	2	2
253	не меняет	1	2
254	и тот	2	2
255	не на	1	2
256	ниже в	2	2
257	в своих	7	2
258	более или	5	2
259	в россии	7	2
260	но вот	4	2
261	например в	1	2
262	с тем	4	2
263	в в	4	2
264	очень важный	1	2
265	их в	3	2
266	в которых	1	2
267	таких случаях	1	2
268	себя и	1	2
269	не имеет	2	2
270	может дать	1	2
271	когда в	1	2
272	в итоге	1	2
273	роль в	1	2
274	в каком	3	2
275	во сне	2	2
276	а а	7	2
277	на другие	1	2
278	где оно	1	2
279	показать как	1	2
280	у нее	1	2
281	во всяком	8	2
282	его и	2	2
283	можно сказать	10	2
284	ответить на	1	2
285	того как	2	2
286	в данном	1	2
287	сразу же	1	2
288	и более	1	2
289	он требует	1	2
290	что этот	4	2
291	что мы	2	2
292	с изучением	1	2
293	в очень	5	2
294	как например	1	2
295	реакцию на	1	2
296	нельзя было	1	2
297	с последующей	1	2
298	чему не	1	2
299	одной стороны	1	2
300	д в	1	2
301	в каких	2	2
302	том как	1	2
303	к себе	2	2
304	с большой	1	2
305	и больше	3	2
306	точно так	2	2
307	в одном	2	2
308	в различных	1	2
309	и когда	1	2
310	от других	1	2
311	то как	2	2
312	не что	2	2
313	тогда как	1	2
314	например на	1	2
315	что же	11	2
316	без всякого	2	2
317	одной из	2	2
318	из первых	1	2
319	на этот	9	2
320	что она	2	2
321	который в	1	2
322	всяком случае	8	2
323	себя в	6	2
324	для него	16	2
325	в свое	6	2
326	ответ на	2	2
327	что иное	2	2
328	может не	1	2
329	на вопрос	2	2
330	в доме	7	2
331	с одной	1	2
332	она в	1	2
333	и за	3	2
334	ни к	2	2
335	ни было	1	2
336	этом отношении	2	2
337	их как	1	2
338	для нас	9	2
339	все это	7	2
340	с другими	1	2
341	чем в	2	2
342	но с	1	2
343	отсюда видно	1	2
344	этого не	2	2
345	с двумя	1	2
346	входить в	1	2
347	это мы	5	2
348	одним из	3	2
349	очень много	2	2
350	представляют собою	1	2
351	также в	1	2
352	лиц не	1	2
353	живой и	1	2
354	у него	28	2
355	по своему	5	2
356	за другим	1	2
357	незадолго до	1	2
358	он приводит	1	2
359	в чем	4	2
360	но никто	1	2
361	или менее	5	2
362	в одной	1	2
363	бы в	1	2
364	а потом	1	2
365	вопрос не	1	2
366	а с	5	2
367	и даже	23	2
368	в самых	2	2
369	она не	3	2
370	ту же	1	2
371	не по	2	2
372	дело не	3	2
373	быть и	1	2
374	в частности	4	2
375	из этих	5	2
376	от отца	1	2
377	ф и	1	2
378	лес и	1	2
379	тем и	1	2
380	вторая половина	1	2
381	уже видели	1	2
382	ни одной	1	2
383	из его	6	2
384	этого нет	1	2
385	и сразу	1	2
386	брак и	1	2
387	огромное значение	1	2
388	это можно	3	2
389	тем временем	1	2
390	до наших	1	2
391	как будто	2	2
392	изучения в	1	2
393	сказать о	2	2
394	однако все	1	2
395	но они	1	2
396	можно отметить	1	2
397	иное как	2	2
398	что до	1	2
399	во второй	3	2
400	в той	2	1
401	еще несколько	1	1
402	в особенности	4	1
403	во всем	4	1
404	однако и	1	1
405	никак нельзя	3	1
406	все что	2	1
407	для всех	2	1
408	можно говорить	2	1
409	за ним	1	1
410	и на	7	1
411	же и	1	1
412	как с	1	1
413	время я	1	1
414	в момент	2	1
415	себе представить	2	1
416	с двух	1	1
417	которые не	1	1
418	его из	1	1
419	работе но	1	1
420	религиозного характера	1	1
421	а дальнейшее	1	1
422	за исключением	1	1
423	которые он	2	1
424	он только	1	1
425	до него	1	1
426	с такой	1	1
427	на первом	4	1
428	сверх того	1	1
429	более широкой	1	1
430	дело с	2	1
431	приводит в	1	1
432	большую роль	1	1
433	и далее	1	1
434	при этом	5	1
435	даже в	4	1
436	его женой	1	1
437	уже знаем	1	1
438	три дня	1	1
439	и был	6	1
440	связанное с	1	1
441	ни стало	1	1
442	чтобы начать	1	1
443	рассказывается о	1	1
444	этой работе	1	1
445	в другой	1	1
446	те же	2	1
447	к исторической	1	1
448	его но	1	1
449	в с	7	1
450	здесь под	1	1
451	с известной	1	1
452	одно из	1	1
453	на обратном	2	1
454	и об	1	1
455	не столько	4	1
456	за это	2	1
457	к родителям	1	1
458	связанная с	1	1
459	со всеми	1	1
460	в них	5	1
461	характере этого	1	1
462	как было	2	1
463	чтобы в	1	1
464	если не	4	1
465	где же	2	1
466	по пути	1	1
467	во что	1	1
468	чувства и	1	1
469	до этого	1	1
470	и с	27	1
471	которым он	1	1
472	лет в	1	1
473	их и	1	1
474	из нее	1	1
475	равно как	1	1
476	следовательно в	1	1
477	частью в	1	1
478	и все	8	1
479	мысль о	1	1
480	легко и	1	1
481	одновременно с	2	1
482	за нами	1	1
483	еще в	5	1
484	весь этот	2	1
485	именно в	4	1
486	делать не	1	1
487	же самый	1	1
488	и действительно	3	1
489	систему и	1	1
490	отношения к	4	1
491	и мог	1	1
492	может получить	1	1
493	как первая	1	1
494	была не	3	1
495	там же	24	1
496	с ними	2	1
497	и очень	5	1
498	а именно	4	1
499	это время	7	1
500	и правильной	1	1
501	даже просто	1	1
502	в своей	7	1
503	не соответствуют	1	1
504	одновременно и	1	1
505	нам возможность	1	1
506	и просто	3	1
507	на эту	3	1
508	постановке и	1	1
509	никем не	1	1
510	так чудно	1	1
511	случаях очень	1	1
512	столько по	1	1
513	явлений и	1	1
514	он едет	1	1
515	всех подобных	1	1
516	сам с	2	1
517	прочим и	2	1
518	ли он	2	1
519	о котором	2	1
520	как а	1	1
521	но раз	1	1
522	в это	6	1
523	всей своей	2	1
524	свою собственную	1	1
525	ничего общего	1	1
526	здесь нет	1	1
527	содержания но	1	1
528	об отношении	1	1
529	они по	1	1
530	не прав	1	1
531	г в	3	1
532	они обыкновенно	1	1
533	к моему	1	1
534	еще и	10	1
535	в подробности	1	1
536	совершенно не	2	1
537	нами выше	1	1
538	он же	2	1
539	так мы	1	1
540	к этой	4	1
541	всего и	1	1
542	больше чем	2	1
543	собственно говоря	4	1
544	в котором	10	1
545	которые мы	1	1
546	можно считать	3	1
547	отец ее	1	1
548	что никаких	1	1
549	по тем	1	1
550	мы имели	1	1
551	перед его	1	1
552	то отношение	1	1
553	которые однако	1	1
554	в приведенных	1	1
555	написано на	1	1
556	в свою	3	1
557	бы по	1	1
558	но во	2	1
559	это все	1	1
560	это его	1	1
561	но то	1	1
562	только как	1	1
563	во многих	2	1
564	а после	1	1
565	а через	2	1
566	жениться на	1	1
567	но изучение	1	1
568	в этот	5	1
569	тех пор	2	1
570	и красоту	1	1
571	с трудом	1	1
572	к своей	2	1
573	после смерти	8	1
574	уже было	1	1
575	с помощью	1	1
576	для нее	3	1
577	между двумя	1	1
578	для меня	8	1
579	значение для	2	1
580	только на	3	1
581	которые можно	1	1
582	приходит к	1	1
583	которую он	6	1
584	на основании	3	1
585	не потому	1	1
586	и была	1	1
587	говорит что	4	1
588	не будет	1	1
589	и до	4	1
590	и те	1	1
591	не вполне	3	1
592	же время	7	1
593	к людям	1	1
594	свою очередь	2	1
595	ними и	2	1
596	перед ним	1	1
597	наука не	1	1
598	им в	3	1
599	же самое	1	1
600	всего этого	1	1
601	и а	2	1
602	известной степени	2	1
603	соглашаясь с	1	1
604	как на	2	1
605	что здесь	2	1
606	одно и	1	1
607	он в	4	1
608	отношение к	7	1
609	не как	1	1
610	сведений о	2	1
611	то для	2	1
612	о тех	1	1
613	для изучения	1	1
614	что я	5	1
615	в собрании	1	1
616	в известных	1	1
617	с этими	4	1
618	только во	1	1
619	будем говорить	2	1
620	характера и	1	1
621	ли можно	1	1
622	же из	1	1
623	на ряд	1	1
624	до известной	1	1
625	человека а	1	1
626	и отдельные	1	1
627	не стоит	1	1
628	он сам	3	1
629	довольно много	1	1
630	исследование с	1	1
631	что даже	2	1
632	детей в	1	1
633	в эти	14	1
634	многие из	1	1
635	о чем	6	1
636	подробности этой	1	1
637	мужа и	2	1
638	все с	2	1
639	она есть	1	1
640	а для	1	1
641	у вас	2	1
642	тот свет	1	1
643	мы еще	1	1
644	или вовсе	1	1
645	свои собственные	1	1
646	характерно что	1	1
647	тот же	7	1
648	не то	3	1
649	дать более	1	1
650	действительно в	1	1
651	в другое	1	1
652	указанием на	1	1
653	в брак	1	1
654	меня не	2	1
655	правильно но	1	1
656	тогда мы	1	1
657	высшей степени	1	1
658	мы привели	1	1
659	нашем распоряжении	1	1
660	приступить к	1	1
661	как к	4	1
662	дает нам	1	1
663	и то	13	1
664	не зная	1	1
665	можно себе	1	1
666	в себе	5	1
667	но на	3	1
668	книга о	1	1
669	что ему	1	1
670	и многие	1	1
671	собой и	1	1
672	с большим	1	1
673	ему в	4	1
674	после того	2	1
675	этой области	2	1
676	которое он	1	1
677	и отцом	1	1
678	№ в	1	1
679	во всей	1	1
680	это будет	1	1
681	указать на	2	1
682	должно быть	1	1
683	время и	3	1
684	итак в	1	1
685	примера мы	1	1
686	в первый	2	1
687	и вот	5	1
688	с любовью	1	1
689	сколько в	1	1
690	в состоянии	1	1
691	в его	18	1
692	он как	4	1
693	первый раз	1	1
694	сравнить с	1	1
695	на что	2	1
696	есть но	1	1
697	бы на	2	1
698	а ведь	1	1
699	как раз	7	1
700	что так	1	1
701	в формах	1	1
702	о нем	9	1
703	что с	3	1
704	что несмотря	1	1
705	и сама	2	1
706	где он	5	1
707	в тот	3	1
708	на которой	1	1
709	уже ввиду	1	1
710	в немецкой	1	1
711	если вся	1	1
712	а ныне	1	1
713	что все	2	1
714	в их	2	1
715	а второй	1	1
716	мы находим	2	1
717	в церковь	2	1
718	тем больше	2	1
719	в г	2	1
720	и притом	5	1
721	без всяких	2	1
722	как объяснить	1	1
723	как ни	1	1
724	вообще же	1	1
725	ее отец	1	1
726	самые разнообразные	1	1
727	если сравнить	1	1
728	это нисколько	2	1
729	что за	1	1
730	во внимание	1	1
731	и которая	2	1
732	этим и	1	1
733	но эта	2	1
734	дело в	7	1
735	что не	3	1
736	как его	1	1
737	было более	1	1
738	как нечто	2	1
739	и хорошо	1	1
740	много лет	1	1
741	постоянные и	1	1
742	и всю	1	1
743	в таком	2	1
744	или раньше	1	1
745	нет возможности	2	1
746	между ними	2	1
747	этой цели	1	1
748	быть или	1	1
749	менее мы	1	1
750	по одному	2	1
751	может только	2	1
752	но по	2	1
753	по ее	1	1
754	не есть	4	1
755	говорят о	1	1
756	здесь перед	1	1
757	между прочим	18	1
758	слова не	1	1
759	его отец	1	1
760	если задача	1	1
761	так в	1	1
762	к концу	7	1
763	на все	3	1
764	еще к	1	1
765	с некоторой	1	1
766	уже давно	3	1
767	со своей	5	1
768	выше мы	3	1
769	по его	3	1
770	о которых	1	1
771	больше всего	3	1
772	нисколько не	4	1
773	бы мы	2	1
774	же касается	8	1
775	иногда не	1	1
776	пока не	2	1
777	и это	4	1
778	вследствие чего	1	1
779	не нужно	1	1
780	после всех	1	1
781	а он	2	1
782	чего в	2	1
783	убежден что	1	1
784	время уже	1	1
785	куда он	2	1
786	но к	1	1
787	и вообще	12	1
788	как результат	1	1
789	эти же	1	1
790	большой интерес	3	1
791	людей в	2	1
792	этих двух	2	1
793	в русской	1	1
794	в каждом	1	1
795	средства могут	1	1
796	ко всему	4	1
797	более чем	1	1
798	него самого	1	1
799	же с	22	1
800	тут и	1	1
801	таким же	1	1
802	с самого	1	1
803	трудно и	1	1
804	само собой	2	1
805	быть названа	1	1
806	в основных	1	1
807	отец и	1	1
808	его силой	1	1
809	приводит еще	1	1
810	он ничего	1	1
811	то чего	1	1
812	и необходимость	1	1
813	и ни	2	1
814	и сопоставлению	1	1
815	на другой	1	1
816	в течение	13	1
817	с какой	2	1
818	только об	2	1
819	разбойники и	1	1
820	говорить только	1	1
821	но он	7	1
822	в быту	1	1
823	так что	13	1
824	вывод который	1	1
825	для тех	2	1
826	кажется что	3	1
827	что отец	1	1
828	что касается	6	1
829	к тем	1	1
830	его не	2	1
831	но она	4	1
832	другие материалы	1	1
833	семь лет	1	1
834	после окончания	3	1
835	как видно	1	1
836	не приходится	1	1
837	как он	4	1
838	почти всегда	1	1
839	же он	1	1
840	это то	1	1
841	его жизнь	1	1
842	ехать в	1	1
843	а этот	1	1
844	к которой	2	1
845	что бы	2	1
846	можно утверждать	1	1
847	думать что	1	1
848	или как	1	1
849	и всякая	2	1
850	обратном пути	2	1
851	когда мы	2	1
852	у которого	3	1
853	если только	1	1
854	на это	2	1
855	верил в	1	1
856	также с	1	1
857	выходят за	1	1
858	целом и	1	1
859	быть не	1	1
860	не говорится	2	1
861	прямо с	1	1
862	уже иное	1	1
863	возможно что	1	1
864	что сказки	1	1
865	и никогда	2	1
866	оно имеет	1	1
867	со мной	1	1
868	он вдруг	1	1
869	и много	1	1
870	которые в	2	1
871	это делает	3	1
872	этом и	2	1
873	них не	2	1
874	иначе но	2	1
875	и гораздо	1	1
876	теми же	2	1
877	в силу	1	1
878	сведения о	4	1
879	он во	1	1
880	этого и	1	1
881	своих детей	2	1
882	ее название	2	1
883	из этого	6	1
884	и сестру	1	1
885	при изучении	1	1
886	в создании	1	1
887	в области	3	1
888	его к	3	1
889	один и	2	1
890	все более	1	1
891	но кроме	2	1
892	это совершенно	1	1
893	i и	1	1
894	для чего	1	1
895	ведь и	1	1
896	в высшей	2	1
897	не удалось	2	1
898	в него	1	1
899	только одну	1	1
900	его можно	1	1
901	с ее	1	1
902	всех этих	3	1
903	случае это	1	1
904	теперь вспомнить	1	1
905	и объект	1	1
906	он был	20	1
907	из причин	1	1
908	этому вопросу	1	1
909	из этой	1	1
910	и совершенно	2	1
911	в лице	1	1
912	в который	1	1
913	вообще человека	1	1
914	мы скажем	1	1
915	до его	1	1
916	и наконец	2	1
917	вплоть до	4	1
918	есть не	1	1
919	где мы	1	1
920	а н	14	1
921	жена которая	1	1
922	он говорил	2	1
923	при дворе	3	1
924	вопросом о	1	1
