N	2gram	Bakhtin_Fr	EvropaiC
312	вовсе не	19	2
313	ясной и	1	2
314	чем их	1	2
315	такой же	5	2
316	веры в	1	2
317	в один	2	2
318	жизни и	11	2
319	и будет	1	2
320	то время	4	2
321	в процессе	1	2
322	чтобы быть	1	2
323	сходство с	1	2
324	вся его	1	2
325	между этими	3	2
326	тому что	1	2
327	эти черты	1	2
328	между ними	4	2
329	всех тех	1	2
330	с ними	1	2
331	их в	2	2
332	есть в	5	2
333	между прочим	1	2
334	и так	1	2
335	в одно	2	2
336	в которых	3	2
337	никто не	1	2
338	есть только	1	2
339	следовательно и	2	2
340	можно ли	1	2
341	они не	5	2
342	себя и	2	2
343	не имеет	4	2
344	почти все	6	2
345	зависимости от	1	2
346	в себя	6	2
347	борьба за	1	2
348	должен быть	2	2
349	в эту	2	2
350	культуры он	1	2
351	по его	1	2
352	вопросе о	1	2
353	к той	1	2
354	в них	12	2
355	вступают в	2	2
356	этих двух	1	2
357	в индивидуальном	2	2
358	во всяком	1	2
359	ко всему	3	2
360	этого явления	1	2
361	тем сильнее	1	2
362	в основе	6	2
363	и более	1	2
364	в котором	3	2
365	и только	2	2
366	борьбы за	1	2
367	на этом	7	2
368	к своим	1	2
369	эти последние	3	2
370	совершенно иной	1	2
371	другими словами	3	2
372	к нему	5	2
373	в свою	1	2
374	именно потому	1	2
375	одной стороны	2	2
376	также и	11	2
377	ту же	3	2
378	в другом	4	2
379	и поэтому	2	2
380	только тогда	1	2
381	только один	1	2
382	между отдельными	2	2
383	говорить о	5	2
384	что многие	2	2
385	тех же	1	2
386	которую он	3	2
387	конечно в	4	2
388	из него	1	2
389	рано или	1	2
390	только то	1	2
391	и те	1	2
392	этот вопрос	1	2
393	же время	14	2
394	но вместе	1	2
395	свою очередь	1	2
396	очень мало	1	2
397	в вопросе	1	2
398	потому и	1	2
399	к ним	2	2
400	что под	1	2
401	между людьми	1	2
402	на такой	1	2
403	уже более	2	2
404	со своими	1	2
405	это конечно	4	2
406	общего с	1	2
407	о которой	1	2
408	он все	1	2
409	той же	6	2
410	образом как	1	2
411	для самого	1	2
412	на него	2	2
413	в глазах	1	2
414	на первый	4	2
415	от времени	1	2
416	образом здесь	1	2
417	по этому	1	2
418	понять что	1	2
419	во всей	1	2
420	что она	4	2
421	в частности	4	2
422	общества и	1	2
423	одна из	1	2
424	этого слова	1	2
425	весьма часто	1	2
426	в сущности	13	2
427	но если	1	2
428	и его	19	2
429	от них	1	2
430	мы видели	11	2
431	а следовательно	1	2
432	или поздно	1	2
433	в ту	3	2
434	независимо от	3	2
435	для этой	2	2
436	с ее	7	2
437	тем же	1	2
438	что такие	2	2
439	которой мы	1	2
440	в самой	8	2
441	они могут	1	2
442	и особенно	1	2
443	точку зрения	3	2
444	и ее	2	2
445	что на	3	2
446	друг друга	1	2
447	он должен	2	2
448	на время	5	1
449	как все	1	1
450	и последовательной	1	1
451	начиная с	2	1
452	находим в	3	1
453	и условности	1	1
454	дело однако	1	1
455	и другие	5	1
456	жизни народов	1	1
457	которую они	1	1
458	между всеми	1	1
459	реальные исторические	1	1
460	в другой	1	1
461	видели что	2	1
462	которого она	1	1
463	сущность его	1	1
464	в состав	1	1
465	для всех	4	1
466	времени все	1	1
467	мы видим	6	1
468	в более	1	1
469	один из	6	1
470	собой и	1	1
471	оно может	1	1
472	такие условия	1	1
473	сейчас в	1	1
474	как другие	1	1
475	она и	2	1
476	они и	3	1
477	борьбе между	1	1
478	гораздо сложнее	2	1
479	на эти	1	1
480	в зрелом	1	1
481	и должны	1	1
482	самые отдаленные	1	1
483	же и	2	1
484	различие между	1	1
485	уже говорили	7	1
486	не во	1	1
487	похожи на	1	1
488	и свою	1	1
489	если в	3	1
490	условий и	1	1
491	свидетельствует о	1	1
492	ее на	1	1
493	сам он	1	1
494	чем сильнее	1	1
495	на сторону	1	1
496	того как	1	1
497	эта не	1	1
498	нас не	1	1
499	и самому	1	1
500	и пр	1	1
501	в первое	1	1
502	собою все	1	1
503	том числе	6	1
504	вполне понятно	1	1
505	уже в	1	1
506	мы не	6	1
507	но еще	1	1
508	стороны одного	1	1
509	и споров	1	1
510	время в	1	1
511	что я	1	1
512	оно было	2	1
513	только внешний	1	1
514	у другого	1	1
515	социальные различия	1	1
516	по всему	2	1
517	еще более	1	1
518	эта невозможность	1	1
519	продолжали существовать	1	1
520	тогда и	2	1
521	а у	1	1
522	или с	1	1
523	зрелом возрасте	1	1
524	ему надо	1	1
525	бы на	1	1
526	в своей	6	1
527	поставить и	1	1
528	смысл и	1	1
529	на этих	2	1
530	он и	6	1
531	кроме того	11	1
532	их было	2	1
533	в корне	2	1
534	в ее	2	1
535	своем пути	1	1
536	никак не	3	1
537	его он	1	1
538	мысли и	6	1
539	не приходится	1	1
540	по адресу	2	1
541	не вызывает	1	1
542	что большинство	1	1
543	сам автор	1	1
544	ее в	1	1
545	в меньшей	1	1
546	не исчерпывается	1	1
547	и тут	1	1
548	и нужно	1	1
549	может показаться	1	1
550	пор еще	2	1
551	в качестве	5	1
552	же явления	1	1
553	нашу мысль	1	1
554	со своим	1	1
555	на которой	1	1
556	из своих	2	1
557	не замечает	1	1
558	что каждый	1	1
559	и другими	2	1
560	особенно если	1	1
561	с другими	3	1
562	это слово	1	1
563	однако он	1	1
564	силой и	1	1
565	то не	1	1
566	нами в	2	1
567	самое что	1	1
568	как нечто	1	1
569	и художественное	1	1
570	к жизни	1	1
571	бы при	1	1
572	из многочисленных	1	1
573	социальных явлений	1	1
574	основана на	1	1
575	в отношении	2	1
576	своих мыслей	1	1
577	и всякой	1	1
578	же самые	1	1
579	только они	1	1
580	их нужно	1	1
581	котором мы	1	1
582	этими тремя	1	1
583	в центре	1	1
584	всеми другими	2	1
585	тем больше	1	1
586	распространяется на	2	1
587	огнем и	1	1
588	после этих	1	1
589	поэтому и	8	1
590	же всегда	1	1
591	в зависимости	1	1
592	и притом	2	1
593	как объяснить	1	1
594	в борьбе	1	1
595	в духе	4	1
596	или иной	1	1
597	в первом	3	1
598	и говорят	1	1
599	у всех	2	1
600	ее от	1	1
601	некоторые другие	1	1
602	с такими	1	1
603	ее с	1	1
604	является одним	2	1
605	и всякое	1	1
606	наиболее ясной	1	1
607	она-то и	1	1
608	дело в	5	1
609	становится до	1	1
610	о своей	2	1
611	не противоречит	1	1
612	и эта	2	1
613	сохраняли свою	1	1
614	тем что	3	1
615	и всю	1	1
616	принадлежат к	1	1
617	ряд общих	1	1
618	например в	6	1
619	разобранные нами	1	1
620	отношения к	1	1
621	своим национальным	1	1
622	и другим	2	1
623	случае не	1	1
624	в наиболее	3	1
625	с ума	1	1
626	и как	7	1
627	но он	5	1
628	есть нечто	2	1
629	этой цели	1	1
630	на стороне	1	1
631	что одним	1	1
632	а именно	2	1
633	серьезный и	1	1
634	выход из	1	1
635	рядом с	6	1
636	эта традиция	1	1
637	не дают	1	1
638	бы нам	1	1
639	смешным и	1	1
640	выйти из	3	1
641	на эту	3	1
642	но когда	1	1
643	как в	4	1
644	стремление к	1	1
645	жизни в	3	1
646	жизнью в	2	1
647	дело идет	3	1
648	так в	3	1
649	отчасти и	2	1
650	другом месте	3	1
651	к концу	2	1
652	правда не	1	1
653	к своему	2	1
654	от этого	2	1
655	приводит к	1	1
656	первый воспринимает	1	1
657	только для	4	1
658	и со	1	1
659	сливаются в	1	1
660	смертью в	2	1
661	бы не	2	1
662	этой новой	1	1
663	да и	2	1
664	народов в	1	1
665	были настолько	1	1
666	и положительный	1	1
667	на самой	1	1
668	больше всего	1	1
669	мы находим	5	1
670	собою в	1	1
671	вступил на	1	1
672	под видом	1	1
673	веру в	1	1
674	именно поэтому	1	1
675	это было	4	1
676	роль в	5	1
677	на его	2	1
678	за нею	1	1
679	на их	1	1
680	всей своей	2	1
681	на своем	2	1
682	конечно нет	1	1
683	мира в	1	1
684	много и	1	1
685	всего можно	1	1
686	но мы	3	1
687	и таким	1	1
688	часть их	1	1
689	в других	2	1
690	уже не	1	1
691	перед нами	6	1
692	из области	5	1
693	связаны с	8	1
694	трех типов	2	1
695	другом случае	1	1
696	на всю	1	1
697	высокой ступени	1	1
698	русской истории	1	1
699	на место	1	1
700	первый взгляд	1	1
701	прошлого века	1	1
702	его к	1	1
703	основанной на	1	1
704	уже сказали	3	1
705	человеком хотя	1	1
706	и свои	1	1
707	предрассудках в	1	1
708	права и	3	1
709	в каждом	3	1
710	нет ничего	1	1
711	сохраняют и	3	1
712	перестает быть	3	1
713	это и	10	1
714	еще и	6	1
715	только благодаря	1	1
716	наконец и	1	1
717	ни на	1	1
718	никакой роли	1	1
719	на природу	1	1
720	все остальное	1	1
721	и отчасти	3	1
722	что от	1	1
723	бы к	1	1
724	больше чем	2	1
725	две стороны	1	1
726	с самого	3	1
727	то это	1	1
728	людей и	1	1
729	и народа	1	1
730	и история	1	1
731	с большою	2	1
732	что этот	1	1
733	все три	2	1
734	и всеми	1	1
735	жизни он	3	1
736	в целях	2	1
737	видим что	2	1
738	которую мы	1	1
739	на свои	1	1
740	и убеждения	1	1
741	рода которые	1	1
742	т.е в	1	1
743	не считал	1	1
744	роли в	1	1
745	и даже	6	1
746	в лучшем	1	1
747	дело только	1	1
748	свою книгу	1	1
749	два момента	1	1
750	и люди	1	1
751	даже и	1	1
752	все остальные	3	1
753	и между	1	1
754	и вот	4	1
755	месте в	1	1
756	в значительной	2	1
757	в дело	1	1
758	на котором	2	1
759	почти исключительно	1	1
760	часто в	4	1
761	это все	1	1
762	а из	1	1
763	этим он	1	1
764	всем этим	1	1
765	вместо того	1	1
766	поэтому если	1	1
767	с нами	1	1
768	в разные	1	1
769	этому и	1	1
770	утверждают что	3	1
771	близкий к	1	1
772	но лишь	1	1
773	из его	2	1
774	в этот	3	1
775	на которых	1	1
776	единство и	3	1
777	характер в	1	1
778	когда этот	1	1
779	точно и	1	1
780	у того	1	1
781	кажется что	2	1
782	явствует что	1	1
783	в развитии	1	1
784	от всех	6	1
785	с которой	2	1
786	развития и	1	1
787	идет в	2	1
788	должна была	1	1
789	которой он	1	1
790	их общий	1	1
791	народа и	2	1
792	гораздо дальше	1	1
793	когда она	1	1
794	на нем	2	1
795	половая жизнь	1	1
796	а за	2	1
797	вполне понятна	1	1
798	только на	1	1
799	же совершенно	1	1
800	одно и	1	1
801	наконец как	1	1
802	на миг	1	1
803	не были	1	1
804	и та	2	1
805	все те	2	1
806	говорят что	1	1
807	в различных	3	1
808	связь между	1	1
809	это была	1	1
810	приходит к	1	1
811	и наиболее	2	1
812	и была	1	1
813	тем и	1	1
814	себя на	1	1
815	за себя	1	1
816	в учении	1	1
817	даже при	2	1
818	первый из	2	1
819	это действительно	1	1
820	и жизни	2	1
821	как оно	1	1
822	можно было	5	1
823	ведь если	1	1
824	говорили что	2	1
825	самого начала	3	1
826	еще один	2	1
827	этому поводу	1	1
828	то ведь	1	1
829	и политической	1	1
830	и часто	1	1
831	вперед в	1	1
832	в настоящей	1	1
833	не случайно	3	1
834	будет уже	1	1
835	же самое	3	1
836	но этот	5	1
837	делает его	2	1
838	связанной с	1	1
839	собою и	1	1
840	и той	1	1
841	и развитию	1	1
842	в памяти	1	1
843	дальнейшем эта	1	1
844	всего человечества	1	1
845	не по	1	1
846	числе и	3	1
847	из виду	1	1
848	половой жизни	1	1
849	разные стороны	1	1
850	современную ему	1	1
851	и еще	1	1
852	похожа на	1	1
853	к первому	1	1
854	и глубоко	1	1
855	как человек	1	1
856	он в	4	1
857	к ней	2	1
858	без всякого	1	1
859	заметить что	2	1
860	человечество не	1	1
861	не совсем	1	1
862	с такою	1	1
863	которого они	1	1
864	только эта	1	1
865	ней и	2	1
866	ее не	1	1
867	из русской	1	1
868	мы дадим	1	1
869	этого тела	2	1
870	замечает что	1	1
871	нет и	4	1
872	глаза и	1	1
873	этот путь	2	1
874	могут быть	1	1
875	бы он	2	1
876	самой природе	1	1
877	а сам	1	1
878	благодаря этому	3	1
879	через которую	1	1
880	их лежит	1	1
881	был лишь	1	1
882	сложнее и	2	1
883	но именно	2	1
884	до конца	2	1
885	в большей	2	1
886	к которому	1	1
887	находится в	2	1
888	с элементами	1	1
889	целом в	1	1
890	зрения на	5	1
891	уже знаем	1	1
892	сама себя	1	1
893	может случиться	1	1
894	как от	1	1
895	проникнут и	1	1
896	в узком	1	1
897	причем в	1	1
898	он может	2	1
899	из трех	1	1
900	нем не	4	1
901	при оценке	1	1
902	если они	1	1
903	чаще всего	1	1
904	что именно	1	1
905	в современной	1	1
906	петр великий	1	1
907	только после	1	1
908	целую систему	1	1
909	из самых	3	1
910	именно с	1	1
911	с его	11	1
912	сказать что	12	1
913	их на	1	1
914	а как	3	1
915	что во	1	1
916	себя все	1	1
917	только с	1	1
918	и длительнее	1	1
919	надо было	1	1
920	миром в	3	1
921	отрешиться от	1	1
922	те части	1	1
923	к этим	1	1
924	ведь и	3	1
925	этикета и	1	1
926	не мог	8	1
927	лучшем случае	1	1
928	в так	1	1
929	есть ли	1	1
930	а не	6	1
931	большей степени	1	1
932	крайними пределами	1	1
933	если она	1	1
934	и оно	1	1
935	же он	1	1
936	в особом	1	1
937	роль этого	1	1
938	и духовного	1	1
939	традиции и	1	1
940	если только	1	1
941	дальше в	1	1
942	с народом	1	1
943	велика была	1	1
944	всюду где	1	1
945	особый характер	1	1
946	часть с	1	1
947	они вовсе	2	1
948	пути к	2	1
949	основе их	1	1
950	кажется нам	1	1
951	здесь не	7	1
952	вообще нет	1	1
953	ничего не	5	1
954	жизни с	1	1
955	есть не	1	1
956	в руках	1	1
957	они были	2	1
958	оценивает ее	1	1
959	иное как	1	1
960	друг другу	1	1
961	на них	2	1
962	вся эта	1	1
963	них много	1	1
