N	2gram	Propp_Russ	Analitik
305	и есть	1	4
306	его к	3	4
307	а как	1	4
308	чем и	1	4
309	представляют собой	13	4
310	как он	2	4
311	смысла в	1	4
312	а именно	2	4
313	с ними	6	4
314	игры и	1	4
315	и т	13	4
316	это и	1	4
317	его и	2	4
318	потому что	15	4
319	того чтобы	6	4
320	и а	4	4
321	на две	3	4
322	и во	2	4
323	здесь и	1	4
324	но это	5	4
325	обратиться к	1	4
326	ему в	1	4
327	свидетельствует о	1	4
328	как у	2	4
329	ее в	7	4
330	из своих	2	4
331	здесь в	1	4
332	на которой	2	4
333	является по	1	4
334	нас к	5	4
335	или даже	3	4
336	по своему	2	4
337	об этом	11	4
338	жизнь и	2	4
339	наконец в	1	4
340	на основе	1	4
341	и ее	3	4
342	отношение к	1	4
343	и о	4	4
344	в области	3	4
345	или точнее	1	4
346	от него	1	3
347	к этой	1	3
348	с этой	2	3
349	случае не	1	3
350	и был	1	3
351	в виду	3	3
352	быть может	1	3
353	и с	12	3
354	на свою	1	3
355	в жизни	2	3
356	с тем	14	3
357	только для	3	3
358	в такой	1	3
359	вопрос о	4	3
360	на самом	3	3
361	этой связи	1	3
362	у и	2	3
363	и те	3	3
364	себе в	1	3
365	пока еще	1	3
366	как на	2	3
367	что все	2	3
368	в противном	2	3
369	тут же	2	3
370	к ее	1	3
371	на почве	1	3
372	что у	3	3
373	после чего	4	3
374	должно быть	2	3
375	в состоянии	1	3
376	от первого	1	3
377	а далее	1	3
378	и за	2	3
379	связи с	6	3
380	очевидно что	2	3
381	в связи	4	3
382	выступать в	1	3
383	между собой	4	3
384	не был	3	3
385	остается в	1	3
386	смысл и	1	3
387	м и	1	3
388	в тех	5	3
389	следует признать	2	3
390	теми же	1	3
391	из этого	1	3
392	бы ни	1	3
393	на место	2	3
394	слова как	1	3
395	во время	23	3
396	всех этих	2	3
397	означает что	2	3
398	в одну	1	3
399	н и	1	3
400	например в	3	3
401	тогда когда	4	3
402	что они	8	3
403	никак не	1	3
404	борьбы с	2	3
405	можно было	3	3
406	оно не	2	3
407	если не	1	3
408	ни о	1	3
409	смысла и	1	3
410	с целью	2	3
411	он прав	1	3
412	ли он	1	3
413	о котором	1	3
414	зависимости от	1	3
415	на каждом	3	3
416	человека и	1	3
417	только одно	2	3
418	он же	4	3
419	тех же	1	3
420	быть не	1	3
421	и наоборот	1	3
422	т п	1	3
423	из наиболее	2	3
424	она может	1	3
425	на этот	3	3
426	смерть и	1	3
427	так как	25	3
428	они не	1	3
429	видеть в	1	3
430	же не	2	3
431	дело в	1	3
432	когда же	1	3
433	и е	1	3
434	в таких	3	3
435	не от	1	3
436	который как	1	3
437	понимать как	1	3
438	и без	1	3
439	в какой	3	3
440	при таком	1	3
441	противном случае	1	3
442	ко всему	2	3
443	она не	4	3
444	также и	1	3
445	в ней	3	3
446	но он	3	3
447	одни и	1	3
448	независимо от	3	3
449	мы должны	3	3
450	говоря о	1	3
451	человека с	1	3
452	этих случаях	1	3
453	по этой	1	3
454	которые в	2	3
455	говорилось выше	1	3
456	когда он	3	3
457	слова в	3	3
458	это означает	1	3
459	жизни и	1	3
460	все еще	1	3
461	на то	2	3
462	о своих	1	3
463	однако все	1	3
464	для этого	6	3
465	и наконец	2	3
466	не к	3	3
467	более высокой	1	2
468	случае мы	1	2
469	в применении	1	2
470	тому что	4	2
471	в разных	3	2
472	или нет	1	2
473	не вызывает	1	2
474	не являются	1	2
475	далее в	2	2
476	и другими	3	2
477	этого момента	3	2
478	не бывает	1	2
479	долгое время	1	2
480	от них	4	2
481	более или	1	2
482	жизнь в	1	2
483	мы и	1	2
484	если он	1	2
485	их в	7	2
486	в одно	2	2
487	на эту	1	2
488	не вполне	1	2
489	себя к	1	2
490	собой не	1	2
491	в иной	1	2
492	он по	1	2
493	ю м	1	2
494	но мы	1	2
495	так например	7	2
496	весь цикл	1	2
497	на первый	3	2
498	рассуждение о	1	2
499	дело и	1	2
500	и дело	2	2
501	было не	1	2
502	на природу	2	2
503	на этой	3	2
504	что этот	4	2
505	применении к	1	2
506	служить и	1	2
507	особенности же	1	2
508	во многих	14	2
509	совершенно очевидно	2	2
510	и действия	1	2
511	должна была	6	2
512	смерти и	3	2
513	но они	4	2
514	борьбе с	1	2
515	на пути	1	2
516	связь между	2	2
517	а между	1	2
518	так же	7	2
519	в глаза	3	2
520	других что	1	2
521	в прошлом	2	2
522	к ним	4	2
523	из рассмотренных	1	2
524	впрочем в	1	2
525	тех случаях	2	2
526	к которому	1	2
527	с этими	1	2
528	как от	1	2
529	во всей	2	2
530	что именно	3	2
531	за руки	7	2
532	этой роли	1	2
533	друг с	1	2
534	в отдельных	1	2
535	не просто	3	2
536	они могут	1	2
537	и становится	1	2
538	ближе к	1	2
539	не принадлежат	1	2
540	ее и	2	2
541	мы видим	2	2
542	к их	1	2
543	к себе	1	2
544	т е	41	2
545	что при	2	2
546	не удается	1	2
547	мы можем	2	2
548	там и	2	2
549	в одиночку	2	2
550	что между	1	2
551	не путем	1	2
552	или не	2	2
553	том же	6	2
554	лицо его	1	2
555	именно здесь	1	2
556	с одним	1	2
557	между прочим	2	2
558	одном из	1	2
559	а только	1	2
560	могло бы	1	2
561	и м	22	2
562	на которую	1	2
563	выступает в	1	2
564	лица и	1	2
565	не означает	2	2
566	не могу	1	2
567	зрения в	1	2
568	теперь уже	1	2
569	здесь мы	3	2
570	вообще не	1	2
571	однако эта	1	2
572	не приходится	1	2
573	и та	1	2
574	не могла	1	2
575	в форме	3	2
576	этот вопрос	4	2
577	когда мы	2	2
578	по домам	6	2
579	которые и	1	2
580	только с	2	2
581	что во	1	2
582	вера в	2	2
583	и др	4	2
584	в доме	2	2
585	ей не	1	2
586	если они	1	2
587	в окно	2	2
588	для чего	1	2
589	имеет свою	1	2
590	судя по	2	2
591	и сами	2	2
592	любви и	1	2
593	взгляд на	1	2
594	та же	4	2
595	за ним	3	2
596	от жизни	1	2
597	и должны	1	2
598	безотносительно к	1	2
599	которая по	1	2
600	и при	2	2
601	что это	4	2
602	истории в	1	2
603	на лице	1	2
604	представления об	2	2
605	должен был	3	2
606	с этого	7	2
607	которое как	1	2
608	собой и	2	2
609	в среднем	1	2
610	ни одно	2	2
611	даже не	1	2
612	значения и	2	2
613	и просто	1	2
614	не имеет	9	2
615	дома и	1	2
616	может не	1	2
617	всей своей	1	2
618	к другому	2	2
619	не сами	1	2
620	думать что	3	2
621	не имеют	1	2
622	в течение	7	2
623	сколько в	1	2
624	это только	1	2
625	в отдельности	2	2
626	от других	1	2
627	внимания на	1	2
628	жизни здесь	1	2
629	тем же	1	2
630	и служит	1	2
631	начиная с	4	2
632	с нею	1	2
633	который по	1	2
634	но если	2	2
635	видел в	2	2
636	власть над	1	2
637	в дальнейшем	2	2
638	первый взгляд	1	2
639	значение в	2	2
640	в коем	1	2
641	только по	2	2
642	зависит от	1	2
643	однако как	3	2
644	обе эти	1	2
645	не будем	5	2
646	или с	4	2
647	однако здесь	1	2
648	что с	2	2
649	ничего нам	1	2
650	своему происхождению	2	2
651	для нас	12	2
652	и п	28	2
653	у нас	11	2
654	многих отношениях	2	2
655	в церковь	2	2
656	образом в	2	2
657	подтверждается и	1	2
658	жизни это	1	2
659	но эта	2	2
660	по существу	7	2
661	в ту	1	2
662	и свободы	1	2
663	более что	1	2
664	и носит	1	2
665	случаях когда	2	2
666	на все	3	2
667	или их	2	2
668	с другом	1	2
669	которой он	1	2
670	или менее	1	2
671	и таким	1	2
672	в одной	1	2
673	связаны с	6	2
674	а на	8	2
675	там где	3	2
676	и эти	1	2
677	оно в	1	2
678	нет и	1	2
679	это как	1	2
680	то и	4	2
681	церкви и	3	2
682	в центральной	1	2
683	не по	1	2
684	к тем	4	2
685	чем речь	1	2
686	или из	1	2
687	время они	1	2
688	в большинстве	2	2
689	прежде чем	1	2
690	к понятию	1	2
691	в отрыве	1	2
692	для обозначения	2	2
693	тот кто	2	2
694	не можем	5	2
695	не оставляет	2	2
696	благословение и	1	2
697	по этому	4	2
698	при изучении	6	2
699	характер в	1	2
700	мы наблюдаем	2	1
701	что было	1	1
702	с которыми	1	1
703	былинах и	1	1
704	и другие	24	1
705	свиньи но	1	1
706	тебя в	1	1
707	новый год	26	1
708	быть использованы	2	1
709	литература посвященная	1	1
710	не единственный	2	1
711	же и	1	1
712	выводу что	3	1
713	люди которые	1	1
714	только что	1	1
715	и мотивы	1	1
716	прямо на	1	1
717	в губы	1	1
718	можно встретить	2	1
719	что один	2	1
720	первую очередь	1	1
721	себе целью	1	1
722	или по	1	1
723	тексте и	1	1
724	в стороне	2	1
725	выступают в	1	1
726	другого на	1	1
727	как существа	1	1
728	однако еще	1	1
729	целом ряде	1	1
730	смехом и	1	1
731	по-видимому не	1	1
732	нас в	2	1
733	самом же	2	1
734	только тогда	3	1
735	особенно если	1	1
736	случае он	1	1
737	в различных	3	1
738	по мере	1	1
739	чтобы на	3	1
740	с собой	4	1
741	границы между	1	1
742	в предыдущей	1	1
743	и была	1	1
744	на свой	1	1
745	формы их	1	1
746	но все	3	1
747	от одного	2	1
748	ни одна	2	1
749	детали этого	1	1
750	на общий	1	1
751	каким образом	1	1
752	из самых	2	1
753	зато в	1	1
754	слова с	1	1
755	на руках	2	1
756	говорят о	1	1
757	ой ли	1	1
758	принадлежат к	1	1
759	вся его	1	1
760	места и	1	1
761	развития но	1	1
762	его на	1	1
763	частности изучение	1	1
764	его по	1	1
765	из рамок	1	1
766	по форме	1	1
767	этом можно	1	1
768	как более	1	1
769	все другие	1	1
770	к земле	5	1
771	же после	1	1
772	первое место	1	1
773	рассказывает об	1	1
774	которое не	1	1
775	за ней	1	1
776	к своим	1	1
777	мир и	1	1
778	и из	3	1
779	смысл этого	1	1
780	бога а	2	1
781	всякого рода	3	1
782	а вместе	1	1
783	у которых	2	1
784	говорится о	3	1
785	и ф	1	1
786	в первую	1	1
787	во все	1	1
788	уже давно	1	1
789	и жизнь	1	1
790	и такие	1	1
791	на части	9	1
792	зрения чем	1	1
793	по тем	1	1
794	и позднейшей	2	1
795	мы увидим	8	1
796	смерти но	1	1
797	время от	1	1
798	на счастье	1	1
799	пишет об	1	1
800	собой как	2	1
801	только как	2	1
802	но даже	2	1
803	должна быть	1	1
804	из жизни	1	1
805	случае она	1	1
806	и другой	5	1
807	весны как	1	1
808	в этот	19	1
809	как отражение	1	1
810	имея в	1	1
811	из себя	1	1
812	в изучении	2	1
813	а когда	1	1
814	из своего	1	1
815	солнце и	1	1
816	о них	2	1
817	точно так	1	1
818	приходит к	1	1
819	е годы	2	1
820	лубочных картинок	1	1
821	в эпосе	1	1
822	своем значении	1	1
823	что ее	3	1
824	состав этого	1	1
825	не я	1	1
826	до того	3	1
827	всего этого	1	1
828	в былинах	3	1
829	и еще	2	1
830	день и	2	1
831	здесь пока	1	1
832	за околицу	1	1
833	вернуться к	1	1
834	по случаю	1	1
835	> под	1	1
836	сведений о	1	1
837	него не	1	1
838	в сени	1	1
839	революции в	1	1
840	ее как	1	1
841	деле как	1	1
842	следующим образом	9	1
843	такая же	1	1
844	под названием	3	1
845	во времена	1	1
846	окна и	1	1
847	все время	1	1
848	состояла в	3	1
849	они сами	1	1
850	на того	1	1
851	по одной	1	1
852	именно с	3	1
853	тем это	3	1
854	несут в	1	1
855	под именем	3	1
856	не имело	1	1
857	а мы	2	1
858	к этим	1	1
859	он так	2	1
860	свою судьбу	1	1
861	своих сил	2	1
862	по вечерам	1	1
863	этом же	1	1
864	и каким	1	1
865	мнение что	2	1
866	лишает их	1	1
867	все мы	1	1
868	при котором	1	1
869	к печальным	1	1
870	оставаться в	1	1
871	влияние на	3	1
872	в н	1	1
873	по возвращении	2	1
874	как другие	1	1
875	хотелось бы	1	1
876	так слово	1	1
877	а наоборот	1	1
878	после того	3	1
879	она в	4	1
880	что я	1	1
881	обратить внимание	1	1
882	жизни человека	1	1
883	мы знаем	1	1
884	приводит нас	4	1
885	однако такая	1	1
886	году все	1	1
887	народной жизни	1	1
888	обычно не	2	1
889	в текстах	1	1
890	смены времен	1	1
891	лучше чем	1	1
892	обратил внимание	1	1
893	чем у	2	1
894	и сама	1	1
895	из мертвых	1	1
896	в старом	1	1
897	это слово	1	1
898	в немецкой	1	1
899	не ограничивается	1	1
900	известных в	1	1
901	на любом	1	1
902	в разные	4	1
903	в несколько	1	1
904	а за	4	1
905	ли мы	1	1
906	как по	2	1
907	что его	1	1
908	по аналогии	1	1
909	из мифа	1	1
910	или до	1	1
911	же как	5	1
912	на земле	3	1
913	большинстве случаев	2	1
914	рядом с	1	1
915	ниже при	2	1
916	от этого	2	1
917	с некоторой	1	1
918	связь этого	1	1
919	должно было	5	1
920	где уже	1	1
921	слово в	1	1
922	говорилось о	2	1
923	на свободу	1	1
924	себе и	1	1
925	точек зрения	1	1
926	из одного	1	1
927	цикла одна	1	1
928	полагает что	8	1
929	и у	5	1
930	что их	1	1
931	всей их	1	1
932	довольно много	2	1
933	с мужскими	1	1
934	того в	3	1
935	составных частей	1	1
936	приводит его	1	1
937	к зиме	1	1
938	идет по	1	1
939	они же	2	1
940	в целях	4	1
941	до нас	1	1
942	не составляет	1	1
943	под ними	1	1
944	же до	1	1
945	все остальные	1	1
946	старый год	1	1
947	рост и	1	1
948	и третья	1	1
949	совсем не	1	1
950	момента когда	1	1
951	эти слова	1	1
952	за столом	2	1
953	и веселья	1	1
954	или может	1	1
955	человека который	1	1
956	отличаются от	2	1
957	из окна	1	1
958	здесь на	1	1
959	на нем	1	1
960	если же	1	1
961	должны быть	1	1
962	при такой	1	1
963	становится на	1	1
964	в приведенном	1	1
965	тем и	4	1
966	себя на	1	1
967	его жизнь	2	1
968	и затем	1	1
969	в современной	1	1
970	объяснения и	2	1
971	несколько ниже	1	1
972	как воскресение	1	1
973	остаются на	1	1
974	в москве	4	1
975	должны были	3	1
976	например по	2	1
977	которого в	2	1
978	работы на	2	1
979	имеет тот	1	1
980	из нее	2	1
981	в связь	1	1
982	в гости	1	1
983	своего апогея	1	1
984	ту сторону	1	1
985	в древнерусской	1	1
986	о русском	1	1
987	что для	4	1
988	и каждый	1	1
989	это приводит	2	1
990	и вызывают	1	1
991	в новый	6	1
992	поле и	6	1
993	но ее	1	1
994	тем временем	2	1
995	был в	1	1
996	даже если	1	1
997	у разных	1	1
998	с которым	1	1
999	свиньи в	1	1
1000	и вызывает	1	1
1001	самые разнообразные	1	1
1002	те кто	1	1
1003	с малым	1	1
1004	во-первых он	1	1
1005	перед выстрелом	1	1
1006	чем свидетельствует	1	1
1007	еще менее	1	1
1008	смыслу есть	1	1
1009	каждого из	1	1
1010	вопрос может	1	1
1011	сливаются в	1	1
1012	собой так	1	1
1013	что до	1	1
1014	себя но	1	1
1015	уже на	1	1
1016	н веселовский	4	1
1017	встреча не	1	1
1018	от нее	1	1
1019	собственном смысле	1	1
1020	от до	1	1
1021	он уже	1	1
1022	вопрос почему	1	1
1023	они и	2	1
1024	представить себе	1	1
1025	его уже	1	1
1026	в углу	1	1
1027	две части	1	1
1028	них в	2	1
1029	в самый	2	1
1030	имело место	2	1
1031	в основном	4	1
1032	представлял собой	1	1
1033	его с	4	1
1034	живет в	1	1
1035	двери и	1	1
1036	на ивана	8	1
1037	живут не	1	1
1038	три дня	1	1
1039	что бывает	1	1
1040	должны иметь	1	1
1041	здесь он	1	1
1042	этот не	2	1
1043	в область	1	1
1044	и женские	1	1
1045	того кого	1	1
1046	к выводу	3	1
1047	для них	5	1
1048	однако он	1	1
1049	и вновь	1	1
1050	за это	1	1
1051	не на	2	1
1052	vii и	2	1
1053	они были	2	1
1054	вопросу об	1	1
1055	то на	3	1
1056	даже у	1	1
1057	с ней	7	1
1058	их и	3	1
1059	на улицу	2	1
1060	не противоречит	2	1
1061	востоке и	1	1
1062	судить по	2	1
1063	то время	3	1
1064	под общий	1	1
1065	всего два	1	1
1066	хранится в	1	1
1067	характер этого	2	1
1068	относятся к	3	1
1069	также не	2	1
1070	в в	3	1
1071	как не	2	1
1072	на колени	2	1
1073	церковный обряд	1	1
1074	вряд ли	2	1
1075	меньшей мере	1	1
1076	и так	2	1
1077	характер чем	2	1
1078	с полной	1	1
1079	в которых	8	1
1080	и рассмотренная	1	1
1081	так называемая	2	1
1082	он есть	2	1
1083	хотел бы	1	1
1084	однако именно	1	1
1085	нет в	2	1
1086	мы однако	1	1
1087	года и	1	1
1088	и всей	2	1
1089	аналогии с	1	1
1090	в любой	1	1
1091	случае как	1	1
1092	они по	1	1
1093	ниже что	1	1
1094	в своего	1	1
1095	этому же	3	1
1096	тому кто	1	1
1097	свое внимание	1	1
1098	этот день	19	1
1099	вытекает из	1	1
1100	сливается с	1	1
1101	и частично	1	1
1102	видим что	1	1
1103	обращают на	1	1
1104	с упоминанием	1	1
1105	на том	1	1
1106	по земле	2	1
1107	ее до	1	1
1108	это все	1	1
1109	с а	1	1
1110	которую следует	1	1
1111	а может	1	1
1112	в борьбу	1	1
1113	он во	1	1
1114	не до	1	1
1115	жениться на	1	1
1116	и теперь	1	1
1117	не могло	1	1
1118	совпадают с	3	1
1119	нами как	1	1
1120	в это	4	1
1121	доме и	1	1
1122	чаще всего	3	1
1123	этим словом	1	1
1124	в ночь	3	1
1125	идет не	1	1
1126	целый ряд	1	1
1127	случае с	1	1
1128	в совершенно	1	1
1129	в истории	1	1
1130	руках и	1	1
1131	с игрой	1	1
1132	это имеет	4	1
1133	комедии и	1	1
1134	себя от	1	1
1135	вопрос можно	1	1
1136	в любовных	1	1
1137	через него	2	1
1138	верхом на	2	1
1139	возвращаясь к	1	1
1140	связанных с	2	1
1141	покойника в	1	1
1142	же только	1	1
1143	на что	2	1
1144	что здесь	4	1
1145	и там	2	1
1146	переход от	3	1
1147	не совсем	6	1
1148	в сказке	1	1
1149	умирающего и	2	1
1150	как некое	1	1
1151	ее не	1	1
1152	в деревне	5	1
1153	по народному	1	1
1154	только одна	1	1
1155	которые уже	1	1
1156	их с	1	1
1157	его однако	1	1
1158	в образе	3	1
1159	только при	1	1
1160	на улице	1	1
1161	смысла не	1	1
1162	обращение к	1	1
1163	детали которые	1	1
1164	свою силу	1	1
1165	если первое	1	1
1166	по меньшей	1	1
1167	времен года	1	1
1168	в и	19	1
1169	на этих	1	1
1170	так называемое	2	1
1171	и н	2	1
1172	друг друга	3	1
1173	и после	2	1
1174	что одно	1	1
1175	в год	1	1
1176	и приходят	1	1
1177	точку зрения	1	1
1178	иногда в	2	1
1179	в >	1	1
1180	сомнения в	1	1
1181	места на	1	1
1182	д и	1	1
1183	ниже в	3	1
1184	очень древний	1	1
1185	он должен	2	1
1186	обе стороны	2	1
1187	полной уверенностью	1	1
1188	но оно	1	1
1189	но на	1	1
1190	в более	2	1
1191	и многие	2	1
1192	вокруг него	2	1
1193	многих других	1	1
1194	не во	1	1
1195	на тех	2	1
1196	сам он	1	1
1197	того как	6	1
1198	за которую	1	1
1199	был еще	1	1
1200	второй половине	1	1
1201	жертвенного животного	1	1
1202	одна и	1	1
1203	и никаких	2	1
1204	она будет	1	1
1205	об игре	1	1
1206	не значит	2	1
1207	являют собой	1	1
1208	это ни	1	1
1209	нее как	1	1
1210	видя в	1	1
1211	форму в	1	1
1212	же явления	1	1
1213	силу и	2	1
1214	слова а	1	1
1215	что каждый	2	1
1216	есть уже	1	1
1217	и некоторых	1	1
1218	и воскресающего	3	1
1219	сам но	1	1
1220	к наиболее	1	1
1221	указывает и	1	1
1222	о причине	1	1
1223	за этим	1	1
1224	только сам	1	1
1225	здесь имеется	1	1
1226	на нее	5	1
1227	было в	1	1
1228	и развитие	1	1
1229	виду что	2	1
1230	не могли	1	1
1231	когда на	2	1
1232	которое отвечает	1	1
1233	как можно	3	1
1234	имеется в	1	1
1235	по убеждению	1	1
1236	смерти в	2	1
1237	сразу же	2	1
1238	что им	1	1
1239	более полное	1	1
1240	в каждой	1	1
1241	на украине	5	1
1242	от своих	1	1
1243	а так	1	1
1244	и вообще	1	1
1245	начальные и	1	1
1246	ему не	1	1
1247	на них	4	1
1248	высокой ступени	1	1
1249	же деле	2	1
1250	предположить что	5	1
1251	когда по	1	1
1252	в г	6	1
1253	частично совпадают	1	1
1254	в глухую	1	1
1255	также что	2	1
1256	что очень	1	1
1257	и других	9	1
1258	встречаемся с	1	1
1259	счастье и	1	1
1260	на свои	1	1
1261	после нее	1	1
1262	с первым	1	1
1263	изображается в	1	1
1264	в самых	1	1
1265	непосредственно после	1	1
1266	который мы	1	1
1267	песни в	3	1
1268	существует независимо	1	1
1269	собою как	1	1
1270	другой в	1	1
1271	новую одежду	1	1
1272	этом мы	1	1
1273	быть и	3	1
1274	в него	2	1
1275	а по	1	1
1276	мы обнаружим	1	1
1277	но она	3	1
1278	наоборот в	1	1
1279	есть и	2	1
1280	интерес представляет	1	1
1281	но такое	1	1
1282	что нам	1	1
1283	стороны и	1	1
1284	до появления	1	1
1285	останавливаться на	2	1
1286	на всю	1	1
1287	или как	1	1
1288	при всем	1	1
1289	на смерть	2	1
1290	уходит в	1	1
1291	и всех	2	1
1292	ставит себе	1	1
1293	во всю	1	1
1294	и самой	1	1
1295	слова если	1	1
1296	будто не	1	1
1297	к ней	4	1
1298	что если	2	1
1299	по всей	4	1
1300	со своими	1	1
1301	к изучению	1	1
1302	года не	1	1
1303	в другую	1	1
1304	ты братец	1	1
1305	этом и	1	1
1306	течение всего	1	1
1307	дня и	1	1
1308	в виде	10	1
1309	право на	2	1
1310	можно судить	1	1
1311	для современного	1	1
1312	это в	1	1
1313	уже начинал	1	1
1314	он видел	2	1
1315	из значений	1	1
1316	ему сына	3	1
1317	а н	21	1
1318	в е	2	1
