N	2gram	Vygotskiy_	Tragedij
259	и теперь	1	1
260	только в	24	1
261	по себе	5	1
262	вспомнить о	2	1
263	есть такая	1	1
264	эта речь	9	1
265	в самой	3	1
266	вопрос об	1	1
267	без слов	1	1
268	и притом	4	1
269	не было	1	1
270	ко всем	6	1
271	это должно	1	1
272	на сравнении	1	1
273	но он	3	1
274	здесь мы	2	1
275	до этого	1	1
276	этого не	1	1
277	и отношения	3	1
278	начала в	1	1
279	положение о	1	1
280	скрытом виде	1	1
281	от высшей	2	1
282	я вдруг	1	1
283	линии не	1	1
284	заключается в	14	1
285	одним из	3	1
286	мысль о	1	1
287	же по	1	1
288	мы начинаем	1	1
289	в мыслях	3	1
290	что не	2	1
291	как его	1	1
292	развития в	5	1
293	напомним что	1	1
294	нет он	1	1
295	спор с	1	1
296	не есть	4	1
297	именно в	9	1
298	всем протяжении	4	1
299	обратно в	2	1
300	быть понят	2	1
301	представление о	8	1
302	обоих случаях	1	1
303	вообще не	6	1
304	сходство с	1	1
305	тому что	14	1
306	когда его	1	1
307	из тех	2	1
308	в связи	1	1
309	завершения в	1	1
310	лишний раз	1	1
311	и она	2	1
312	так часто	1	1
313	показал что	2	1
314	приходит в	1	1
315	виде в	1	1
316	есть в	5	1
317	в переводе	1	1
318	в своей	4	1
319	рядом с	2	1
320	слов как	1	1
321	вместе с	19	1
322	и вместе	2	1
323	на этом	4	1
324	оказалось что	1	1
325	при таком	2	1
326	всю эту	1	1
327	не менее	6	1
328	не знать	1	1
329	и т	1	1
330	так сказать	1	1
331	мысль он	1	1
332	имеет своих	1	1
333	на все	1	1
334	целое на	1	1
335	и могут	2	1
336	бы не	1	1
337	может жить	1	1
338	в такой	6	1
339	и жизнь	1	1
340	но у	1	1
341	связаны между	4	1
342	между собой	15	1
343	а нечто	1	1
344	роли в	1	1
345	нечто большее	1	1
346	сводится только	1	1
347	в иной	2	1
348	в двух	2	1
349	сравнению с	21	1
350	по самой	6	1
351	это было	2	1
352	в чем	5	1
353	ли это	1	1
354	в момент	4	1
355	и психологического	3	1
356	но мы	5	1
357	первостепенное значение	3	1
358	этом состоит	1	1
359	гораздо больше	3	1
360	года и	1	1
361	начнем с	1	1
362	всем его	2	1
363	а из	4	1
364	случае как	1	1
365	бы в	7	1
366	стояли на	1	1
367	в них	3	1
368	на них	1	1
369	нашему мнению	2	1
370	во всех	9	1
371	вся состоит	1	1
372	который он	1	1
373	к одному	1	1
374	говорится о	1	1
375	развитие одной	1	1
376	во всяком	2	1
377	и потому	3	1
378	понятно что	3	1
379	это и	7	1
380	к речи	1	1
381	совершенно не	2	1
382	самое главное	1	1
383	никакой роли	2	1
384	но как	3	1
385	чем же	1	1
386	не является	4	1
387	а к	1	1
388	но гораздо	1	1
389	это как	1	1
390	того самого	1	1
391	в котором	6	1
392	ему в	1	1
393	с самого	13	1
394	не могли	5	1
395	совершенно в	2	1
396	говорит по	1	1
397	как нечто	1	1
398	ему нужно	2	1
399	это понятие	1	1
400	он понял	2	1
401	которой он	2	1
402	эта связь	2	1
403	связи с	4	1
404	играют никакой	1	1
405	два противоположных	1	1
406	в романах	1	1
407	и ко	2	1
408	трагедии которое	1	1
409	случае и	1	1
410	в скрытом	1	1
411	для ее	1	1
412	слышать его	1	1
413	она не	7	1
414	связь и	1	1
415	эти слова	1	1
416	на мысль	1	1
417	этом мы	1	1
418	распространяется на	1	1
419	значение этого	2	1
420	того чтобы	26	1
421	символическое значение	1	1
422	на другой	1	1
423	не хочу	1	1
424	одну из	2	1
425	но не	13	1
426	в другом	3	1
427	в каких	1	1
428	силе и	1	1
429	между тем	2	1
430	представляет собой	23	1
431	быть не	1	1
432	обратился к	1	1
433	в ней	5	1
434	вот почему	3	1
435	обстоит дело	2	1
436	с совершенно	1	1
437	его речь	1	1
438	объясняется и	1	1
439	в условиях	1	1
440	в новой	4	1
441	самом деле	6	1
442	к своей	1	1
443	больше в	1	1
444	в развитии	27	1
445	исследования в	3	1
446	в которой	16	1
447	идет в	3	1
448	в образах	1	1
449	лишь в	3	1
450	а не	7	1
451	мысль что	2	1
452	а по	4	1
453	значение для	2	1
454	только на	5	1
455	и их	7	1
456	есть и	1	1
457	с годами	1	1
458	его речи	1	1
459	чтобы она	1	1
460	один раз	4	1
461	не могла	2	1
462	связь между	10	1
463	можно было	7	1
464	вещами и	1	1
465	в форме	1	1
466	за пределы	2	1
467	но только	5	1
468	вместо того	2	1
469	тем и	2	1
470	факт что	2	1
471	б это	1	1
472	и общий	1	1
473	что ее	2	1
474	слова были	1	1
475	друга и	2	1
476	в истории	1	1
477	рассказывает о	1	1
478	по своей	12	1
479	человека с	1	1
480	ту же	4	1
481	ребенок не	3	1
482	свое значение	1	1
483	в обоих	1	1
484	повод для	1	1
485	где мы	2	1
486	над ним	1	1
487	на всю	1	1
488	или как	1	1
489	самого начала	13	1
490	должны были	2	1
491	в сумерках	2	1
492	с визгом	1	1
493	перед ним	1	1
494	в настоящей	2	1
495	и т.д	4	1
496	он еще	1	1
497	всего этого	1	1
498	но этот	2	1
499	не раз	2	1
500	с другим	3	1
501	значение и	2	1
502	но все-таки	1	1
503	это же	2	1
504	известной степени	2	1
505	во ii	2	1
506	за этим	1	1
507	дистанция между	1	1
508	к ним	1	1
509	и еще	1	1
510	чтобы сохранить	1	1
511	и сильнее	1	1
512	ту сторону	1	1
513	в точности	1	1
514	он в	1	1
515	к ней	2	1
516	и вне	1	1
517	понятие в	3	1
518	как мы	24	1
519	со своими	1	1
520	самой своей	5	1
521	не для	2	1
522	и особенно	2	1
523	и о	4	1
524	не случайное	1	1
525	ее не	1	1
526	в голове	1	1
527	ко всей	1	1
528	речи в	31	1
529	его как	1	1
530	наряду с	2	1
531	руку и	1	1
532	той же	13	1
533	и др	1	1
534	ответа на	1	1
535	по сравнению	23	1
536	это мы	6	1
537	только по	5	1
538	на пороге	4	1
539	обратимся к	3	1
540	тот самый	1	1
541	быть в	1	1
542	в самое	1	1
543	в высшей	3	1
544	из первых	1	1
545	слова в	7	1
546	слова он	2	1
547	сравним с	1	1
548	и от	6	1
549	человека мы	1	1
550	и есть	4	1
551	большее что	1	1
552	с которым	1	1
553	входят в	2	1
554	все время	3	1
555	в понятие	1	1
556	причем в	1	1
557	на этот	2	1
558	исходит из	2	1
559	и непосредственного	1	1
560	этого нового	1	1
561	но я	1	1
562	приобретает символическое	1	1
563	этого слова	5	1
564	например в	5	1
565	к женщине	1	1
566	в период	2	1
567	себя а	1	1
568	без которой	1	1
569	особым образом	1	1
570	а это	2	1
571	что вместе	1	1
572	но если	5	1
573	в литературе	1	1
574	в сфере	8	1
575	в области	5	1
576	и по	6	1
577	нуждается в	5	1
578	напоминает о	2	1
579	вообще мог	1	1
580	это в	2	1
581	в и	1	1
582	всяком случае	1	1
583	в разговоре	2	1
584	на котором	4	1
585	конце концов	1	1
586	идей и	1	1
587	это неизбежно	1	1
588	не удалось	1	1
589	это сказывается	2	1
590	этими словами	1	1
591	не из	2	1
592	к ее	1	1
593	устной речи	18	1
594	ни разу	1	1
595	за себя	1	1
596	он с	2	1
597	за счет	4	1
598	и наконец	4	1
599	что на	5	1
600	вещей это	1	1
601	на ту	1	1
602	не к	1	1
603	обратиться к	1	1
604	по нашему	1	1
605	чем у	3	1
606	поэтому он	2	1
607	высшей степени	1	1
