N	2gram	Ircho_Kome	Vladivir
346	в частности	7	5
347	один из	9	5
348	утверждает что	1	5
349	сводится к	1	5
350	молодым человеком	1	5
351	жизни в	1	5
352	в свою	2	5
353	году он	1	5
354	и больше	1	5
355	мы имеем	1	5
356	заметить что	1	5
357	только при	3	5
358	друг друга	2	5
359	это был	1	5
360	ее в	2	5
361	где он	2	5
362	со своим	6	5
363	место в	7	5
364	в их	6	5
365	мы находим	2	5
366	этого не	1	5
367	а то	3	5
368	сведения о	2	5
369	впрочем не	2	5
370	и без	3	5
371	на все	3	5
372	со своей	3	5
373	но уже	1	5
374	с самого	3	5
375	далеко не	1	5
376	и прежде	1	5
377	свидетельствуют о	1	5
378	в области	3	5
379	и только	1	5
380	не удалось	5	5
381	не к	2	5
382	с которыми	1	4
383	и другие	3	4
384	только что	2	4
385	вообще говоря	2	4
386	нас в	3	4
387	представление о	3	4
388	их в	1	4
389	по своим	1	4
390	поскольку он	1	4
391	не имели	1	4
392	не могли	2	4
393	о которых	6	4
394	платона и	1	4
395	уже о	4	4
396	об отношении	2	4
397	не что	1	4
398	является как	1	4
399	в глаза	1	4
400	наряду с	7	4
401	были в	2	4
402	что даже	1	4
403	этом же	2	4
404	сам по	1	4
405	что иное	1	4
406	с одной	5	4
407	время в	1	4
408	мы можем	6	4
409	нет и	2	4
410	не о	1	4
411	в октябре	1	4
412	в последние	2	4
413	ясно что	9	4
414	больше всего	2	4
415	если оно	1	4
416	на этом	3	4
417	в духе	3	4
418	но зато	1	4
419	в тех	5	4
420	была не	1	4
421	это вовсе	1	4
422	то следовательно	1	4
423	оба они	1	4
424	всю жизнь	1	4
425	время он	1	4
426	независимо от	5	4
427	вплоть до	1	4
428	в особенности	1	4
429	при жизни	2	4
430	не так	1	4
431	всех вещей	2	4
432	этому времени	3	4
433	и против	1	4
434	с и	5	4
435	которых мы	2	4
436	в сущности	3	4
437	о которой	1	4
438	не на	1	4
439	не могут	1	4
440	с ней	1	4
441	по истории	1	4
442	за свое	2	4
443	и т	11	4
444	года и	1	4
445	перед нами	1	4
446	совершенно не	1	4
447	и более	2	4
448	тех же	4	4
449	вполне понятно	1	4
450	мог бы	3	4
451	и во	4	4
452	со своими	1	4
453	одной из	6	4
454	т д	4	4
455	у них	1	4
456	в более	4	4
457	ему в	2	4
458	после этого	3	4
459	тем самым	1	4
460	бы на	1	4
461	этом отношении	3	4
462	как у	1	4
463	на самом	1	4
464	больше чем	5	4
465	себе в	1	4
466	и вовсе	3	4
467	но нельзя	1	4
468	не все	2	4
469	это конечно	1	4
470	во второй	4	4
471	в науке	1	4
472	одной стороны	5	4
473	можно найти	2	4
474	же самое	2	4
475	и других	7	4
476	так в	6	4
477	и эта	1	4
478	для характеристики	3	4
479	же это	1	4
480	иное как	1	4
481	если у	2	3
482	от него	1	3
483	все что	3	3
484	в настоящем	2	3
485	здесь же	1	3
486	очень много	1	3
487	в разных	1	3
488	с известной	2	3
489	его от	1	3
490	из многочисленных	1	3
491	получил в	1	3
492	правда в	3	3
493	что по	3	3
494	роль в	2	3
495	отличается от	1	3
496	когда в	3	3
497	так например	1	3
498	казалось бы	3	3
499	г в	5	3
500	не столь	2	3
501	сам же	1	3
502	я вижу	1	3
503	в первую	5	3
504	в противоположность	2	3
505	только как	1	3
506	в другом	5	3
507	отметить что	1	3
508	самого начала	2	3
509	до того	1	3
510	было сказано	1	3
511	вернуться к	2	3
512	сведений о	1	3
513	именно так	1	3
514	находится в	2	3
515	из трех	2	3
516	который в	2	3
517	а мы	2	3
518	нет никаких	1	3
519	к этим	3	3
520	так у	1	3
521	он считал	1	3
522	гораздо более	2	3
523	здесь нет	1	3
524	время и	3	3
525	в состоянии	3	3
526	начала и	1	3
527	то для	1	3
528	это обстоятельство	1	3
529	дружеских отношениях	1	3
530	в тот	1	3
531	не больше	1	3
532	к жизни	1	3
533	в следующем	4	3
534	не была	1	3
535	будто бы	2	3
536	одним из	3	3
537	что не	1	3
538	в изображении	2	3
539	и она	1	3
540	по одному	2	3
541	же как	3	3
542	в мире	3	3
543	следовательно и	1	3
544	что их	1	3
545	бы в	3	3
546	молодой человек	9	3
547	был человеком	2	3
548	только потому	2	3
549	себя внимание	4	3
550	не могла	2	3
551	иметь в	1	3
552	и хотя	4	3
553	вот в	1	3
554	этот период	1	3
555	как известно	4	3
556	возможно что	4	3
557	бы его	1	3
558	и др	1	3
559	в силу	4	3
560	его к	1	3
561	остановиться на	2	3
562	и ее	5	3
563	при дворе	1	3
564	первую очередь	6	3
565	в защиту	1	3
566	и этот	1	3
567	по всем	2	3
568	также что	2	3
569	с такой	2	3
570	и при	1	3
571	мы здесь	1	3
572	абсолютная истина	1	3
573	интерес к	2	3
574	для них	2	3
575	на всякого	2	3
576	от своего	1	3
577	если это	2	3
578	еще с	1	3
579	с ними	2	3
580	в которых	1	3
581	без которых	1	3
582	надо считать	2	3
583	ли он	1	3
584	мало чем	2	3
585	говорить и	1	3
586	было у	1	3
587	бы с	1	3
588	ни у	1	3
589	не имеют	1	3
590	наконец в	3	3
591	свойств и	1	3
592	но о	1	3
593	значение для	1	3
594	не меньше	1	3
595	отношении к	1	3
596	этого времени	1	3
597	намеки на	1	3
598	в собрании	1	3
599	ли можно	3	3
600	в существовании	1	3
601	именно к	1	3
602	касается самого	1	3
603	нет ни	1	3
604	этой области	2	3
605	на вопрос	1	3
606	ее на	1	3
607	того как	3	3
608	второй половине	3	3
609	том числе	4	3
610	на что	1	3
611	только его	1	3
612	в литературе	2	3
613	с их	4	3
614	в свои	4	3
615	указывает на	2	3
616	более что	1	3
617	в какой	2	3
618	является не	2	3
619	отношениях с	3	3
620	особенно в	1	3
621	ему не	1	3
622	и самого	3	3
623	его не	1	3
624	на меня	1	3
625	а по	1	3
626	это была	2	3
627	в трех	1	3
628	говоря о	1	3
629	этот факт	1	3
630	что к	2	3
631	ему было	1	3
632	к которой	1	3
633	на всю	3	3
634	при всем	3	3
635	в книге	1	3
636	с семьей	1	3
637	которые в	3	3
638	бы он	1	3
639	все еще	1	3
640	как будто	3	3
641	том случае	1	3
642	и относительно	1	3
643	тех пор	2	3
644	это в	1	3
645	которое мы	1	3
646	больше того	4	3
647	все мои	1	3
648	три года	2	3
649	в той	2	2
650	является в	1	2
651	для всех	5	2
652	в душе	1	2
653	еще раз	1	2
654	на эти	1	2
655	как носитель	1	2
656	до него	1	2
657	одного года	1	2
658	или по	3	2
659	дело с	3	2
660	любовь к	1	2
661	к числу	2	2
662	нее в	1	2
663	человек есть	1	2
664	время не	1	2
665	же году	1	2
666	своего сына	1	2
667	отношений в	1	2
668	вопрос об	1	2
669	как было	1	2
670	чтобы в	1	2
671	жизнь в	1	2
672	на такой	1	2
673	к более	1	2
674	или на	2	2
675	например в	1	2
676	видно из	4	2
677	и другим	1	2
678	работы в	1	2
679	дом и	1	2
680	в собственном	1	2
681	в порядке	2	2
682	только для	1	2
683	же после	1	2
684	почти все	1	2
685	дать более	1	2
686	обращает на	4	2
687	ответить на	1	2
688	на этой	1	2
689	всю его	1	2
690	и третий	1	2
691	последних лет	1	2
692	в действительности	4	2
693	имеет в	2	2
694	еще две	1	2
695	и своим	1	2
696	н а	1	2
697	времени в	2	2
698	не всегда	2	2
699	периода его	1	2
700	в себя	3	2
701	говорить о	3	2
702	шла о	1	2
703	тогда же	1	2
704	на пути	1	2
705	приходит к	1	2
706	и была	1	2
707	к философии	1	2
708	естественно и	1	2
709	дошли до	1	2
710	его по	1	2
711	и те	1	2
712	был избран	1	2
713	всего этого	2	2
714	второй половины	2	2
715	ни одного	2	2
716	однако эти	1	2
717	несколько месяцев	1	2
718	та часть	1	2
719	у а	1	2
720	во всей	1	2
721	как результат	1	2
722	одна из	4	2
723	воли и	1	2
724	именно с	1	2
725	коль скоро	2	2
726	каким был	1	2
727	с ее	2	2
728	думается что	1	2
729	чем это	2	2
730	то о	1	2
731	о ней	1	2
732	для той	1	2
733	подойти к	1	2
734	которой я	1	2
735	в годы	7	2
736	собой и	2	2
737	после того	3	2
738	жизни так	2	2
739	на том	1	2
740	внимание на	1	2
741	к себе	1	2
742	что уже	1	2
743	и легко	1	2
744	в ее	2	2
745	других источников	1	2
746	которого он	1	2
747	далеко за	1	2
748	оказался в	1	2
749	и сама	1	2
750	и никакой	1	2
751	отсюда видно	1	2
752	именно здесь	1	2
753	до года	2	2
754	как критика	1	2
755	своей профессии	1	2
756	речь шла	1	2
757	рядом с	1	2
758	от этого	2	2
759	незадолго до	1	2
760	в двух	6	2
761	на себе	1	2
762	могло бы	1	2
763	сих пор	3	2
764	той или	1	2
765	чтобы понять	1	2
766	в русской	1	2
767	выражение в	1	2
768	и необходимость	1	2
769	которые и	1	2
770	его творчества	4	2
771	в ответ	1	2
772	было только	2	2
773	и после	3	2
774	из окна	1	2
775	своего времени	2	2
776	содержания и	2	2
777	что эта	1	2
778	не приходится	1	2
779	хотя в	1	2
780	и является	1	2
781	и тот	1	2
782	почти всегда	2	2
783	была уже	2	2
784	годов в	1	2
785	он еще	1	2
786	ко времени	3	2
787	превратилась в	1	2
788	к первому	1	2
789	конца и	1	2
790	однако в	4	2
791	что во	1	2
792	его как	1	2
793	что только	1	2
794	в первой	2	2
795	теми же	1	2
796	образом в	2	2
797	если они	3	2
798	которые были	2	2
799	если эти	1	2
800	и толстой	1	2
801	вызвать у	1	2
802	на это	3	2
803	она является	1	2
804	жизни но	1	2
805	до сих	3	2
806	ни малейшего	2	2
807	та же	1	2
808	за ним	2	2
809	был очень	1	2
810	учением о	1	2
811	если в	3	2
812	известно что	4	2
813	почти не	2	2
814	которые он	3	2
815	теперь в	2	2
816	уже знаем	1	2
817	целого ряда	1	2
818	этих лет	1	2
819	по адресу	18	2
820	в другой	1	2
821	из которых	5	2
822	существующее в	1	2
823	пор не	1	2
824	такого же	1	2
825	поэтому и	1	2
826	как вы	1	2
827	семейной жизни	1	2
828	третьем месте	1	2
829	наряду со	1	2
830	одновременно с	3	2
831	с г	2	2
832	и поскольку	1	2
833	который сам	1	2
834	в одно	1	2
835	с такими	1	2
836	и затем	1	2
837	в дружеских	1	2
838	после первого	1	2
839	у одного	1	2
840	о котором	1	2
841	своего отца	1	2
842	следующие слова	2	2
843	подходить к	1	2
844	отрывок из	2	2
845	к той	1	2
846	бросается в	1	2
847	он же	1	2
848	не является	2	2
849	в основе	1	2
850	близости к	1	2
851	его деятельности	1	2
852	раз уже	1	2
853	относится к	2	2
854	и поэтому	2	2
855	а может	1	2
856	и уже	2	2
857	развития и	1	2
858	народа и	1	2
859	со всей	1	2
860	в которую	1	2
861	в поисках	1	2
862	у других	4	2
863	чем не	1	2
864	в критике	1	2
865	он дает	1	2
866	и а	1	2
867	с впервые	1	2
868	вероятно и	1	2
869	ни было	4	2
870	в большой	1	2
871	и платон	2	2
872	из первых	1	2
873	возвращении в	1	2
874	этого слова	1	2
875	здесь и	2	2
876	] а	1	2
877	у вас	1	2
878	в самой	2	2
879	они были	1	2
880	судя по	6	2
881	им как	1	2
882	этот отрывок	2	2
883	ответ на	2	2
884	в тогдашних	1	2
885	и политики	1	2
886	которым он	1	2
887	они не	1	2
888	на третьем	1	2
889	течение всего	1	2
890	до последних	1	2
891	ли так	1	2
892	них не	1	2
893	хотя у	1	2
894	не для	1	2
895	возражал против	1	2
896	же не	2	2
897	все равно	1	2
898	отрывки из	4	2
899	и постоянно	1	2
900	в г	28	2
901	что ни	1	2
902	лет с	1	2
903	самые разнообразные	1	2
904	было в	1	2
905	как впрочем	1	2
906	в эпоху	1	2
907	с той	2	2
908	меньше всего	3	2
909	мира и	1	2
910	г с	2	2
911	разницы между	1	2
912	к середине	2	2
913	путь к	2	2
914	самим богом	1	2
915	от других	1	2
916	форме не	1	2
917	этих двух	1	2
918	что эти	1	2
919	к одному	1	2
920	в юности	1	2
921	из египта	2	2
922	можем представить	1	2
923	человека в	2	2
924	выразил в	1	2
925	за то	4	2
926	до тех	1	2
927	в предисловии	1	2
928	случае если	1	2
929	в самых	1	2
930	и почти	1	2
931	от всяких	1	2
932	как уже	1	2
933	а из	2	2
934	не по	5	2
935	разной степени	1	2
936	вполне ясно	1	2
937	и их	3	2
938	свою жизнь	1	2
939	веры в	1	2
940	что из	3	2
941	не нравится	1	2
942	которая как	1	2
943	ix но	1	2
944	быть также	1	2
945	одного из	7	2
946	даже для	2	2
947	в высшей	1	2
948	может показаться	1	2
949	на рубеже	1	2
950	говорить об	1	2
951	может и	1	2
952	если она	1	2
953	возможна только	1	2
954	любви и	1	2
955	отрицать что	2	2
956	еще несколько	1	1
957	с помощью	1	1
958	человек может	1	1
959	всего это	1	1
960	в сентябре	1	1
961	к сожалению	2	1
962	две партии	1	1
963	мы найдем	4	1
964	первые годы	1	1
965	проводит в	1	1
966	хотя сам	1	1
967	исходя из	1	1
968	за исключением	3	1
969	познания и	1	1
970	той самой	1	1
971	по всему	3	1
972	написал не	1	1
973	что два	1	1
974	а у	3	1
975	ко двору	1	1
976	думаю что	2	1
977	свою первую	1	1
978	воспоминания о	1	1
979	в пользу	3	1
980	которой они	1	1
981	относилась к	1	1
982	привести к	1	1
983	мира а	1	1
984	конкретным содержанием	1	1
985	iii в	7	1
986	на нас	1	1
987	одному из	2	1
988	не являются	2	1
989	ты не	1	1
990	человеческой воли	1	1
991	по сообщению	3	1
992	с собой	2	1
993	по времени	1	1
994	я пользуюсь	1	1
995	могла дать	1	1
996	мнение о	1	1
997	связь с	2	1
998	всю историю	1	1
999	на которых	1	1
1000	годы когда	1	1
1001	имеет для	1	1
1002	представляется ему	1	1
1003	как об	1	1
1004	слова с	1	1
1005	оно все	1	1
1006	известный своими	1	1
1007	она состояла	1	1
1008	из всего	2	1
1009	в стремлении	1	1
1010	вся его	1	1
1011	следовательно все	1	1
1012	обвинения в	4	1
1013	общественной нравственности	1	1
1014	жизни тех	1	1
1015	самого и	1	1
1016	к самому	1	1
1017	мог без	1	1
1018	который впрочем	1	1
1019	выходят за	1	1
1020	и обнаруживает	1	1
1021	проблем в	1	1
1022	воля отца	1	1
1023	перешла в	1	1
1024	и специально	1	1
1025	один ряд	1	1
1026	попасть в	1	1
1027	выступает против	2	1
1028	хронологическом отношении	1	1
1029	речь идет	6	1
1030	выводу что	1	1
1031	выходит далеко	1	1
1032	связанного с	1	1
1033	состоял из	1	1
1034	его друзья	1	1
1035	жизни к	1	1
1036	и нет	1	1
1037	а вместе	1	1
1038	и иногда	1	1
1039	без труда	1	1
1040	действительности в	1	1
1041	природы в	1	1
1042	нам не	1	1
1043	с до	1	1
1044	здесь достаточно	1	1
1045	и отчасти	1	1
1046	года до	1	1
1047	же кто	1	1
1048	сразу же	5	1
1049	начала до	1	1
1050	из других	3	1
1051	что однако	1	1
1052	же времени	1	1
1053	эти чувства	1	1
1054	по тем	1	1
1055	со времени	1	1
1056	нельзя было	1	1
1057	считает себя	1	1
1058	их отношений	1	1
1059	наконец по	1	1
1060	представления о	2	1
1061	последние три	1	1
1062	говорить не	1	1
1063	сорок лет	2	1
1064	по возможности	1	1
1065	в нескольких	2	1
1066	из жизни	1	1
1067	представляет собой	1	1
1068	отрыве от	1	1
1069	иронии или	1	1
1070	они отделяются	1	1
1071	которыми он	1	1
1072	не давали	1	1
1073	вопроса об	1	1
1074	котором по	1	1
1075	с трудом	1	1
1076	которых не	2	1
1077	из себя	1	1
1078	они являются	1	1
1079	все прочее	1	1
1080	между двумя	1	1
1081	наталкивается на	1	1
1082	путь для	1	1
1083	обошлось без	1	1
1084	на пять	1	1
1085	но они	2	1
1086	на которые	3	1
1087	что люди	1	1
1088	борьбе с	1	1
1089	за собой	3	1
1090	собственной семьи	1	1
1091	мне не	1	1
1092	в различных	1	1
1093	и когда	1	1
1094	а между	1	1
1095	по отношению	5	1
1096	о защите	1	1
1097	всех без	1	1
1098	так мы	1	1
1099	жизни он	1	1
1100	убедиться в	1	1
1101	у своего	1	1
1102	двадцати одного	1	1
1103	я думаю	2	1
1104	но ни	1	1
1105	здесь ради	1	1
1106	ничего этого	1	1
1107	самом начале	3	1
1108	утверждал что	1	1
1109	является конечно	1	1
1110	из всех	2	1
1111	с достоинством	1	1
1112	диалектическом единстве	1	1
1113	по которой	1	1
1114	затем в	2	1
1115	специальном журнале	1	1
1116	в контексте	1	1
1117	без ответа	1	1
1118	для ее	3	1
1119	а сам	2	1
1120	объяснение в	1	1
1121	к которому	4	1
1122	имеем дело	1	1
1123	захватывает и	1	1
1124	творчество на	1	1
1125	следует что	1	1
1126	еще одна	1	1
1127	он предпринял	1	1
1128	те и	1	1
1129	тот что	1	1
1130	оставалось только	1	1
1131	что именно	3	1
1132	или уже	1	1
1133	вероятно уже	1	1
1134	вести себя	1	1
1135	было устроено	1	1
1136	от них	3	1
1137	о браке	1	1
1138	уже по	1	1
1139	мифологическая тематика	1	1
1140	важно что	3	1
1141	раз на	3	1
1142	о первой	1	1
1143	образом на	1	1
1144	больше стала	1	1
1145	всего в	5	1
1146	за несколько	1	1
1147	ближе к	1	1
1148	представить себе	3	1
1149	в дом	1	1
1150	не происходит	1	1
1151	своего завершения	1	1
1152	не зная	1	1
1153	отсюда же	1	1
1154	и политическая	1	1
1155	следует отметить	1	1
1156	все его	1	1
1157	то оно	1	1
1158	на протяжении	14	1
1159	отец и	1	1
1160	возвращение к	1	1
1161	том насколько	2	1
1162	от его	1	1
1163	к человеку	2	1
1164	себя их	1	1
1165	не слишком	1	1
1166	вскоре после	2	1
1167	с известным	1	1
1168	одной лишь	1	1
1169	бы указать	1	1
1170	еще больше	1	1
1171	от роду	1	1
1172	превосходство над	1	1
1173	этой же	3	1
1174	сравнить с	1	1
1175	это делал	1	1
1176	и обладал	1	1
1177	элементов и	1	1
1178	обычно не	1	1
1179	г и	8	1
1180	с тех	1	1
1181	по годам	1	1
1182	это человек	2	1
1183	своего друга	1	1
1184	vi в	4	1
1185	представляет сочетание	1	1
1186	и одного	1	1
1187	можно привести	2	1
1188	и будет	1	1
1189	одно из	1	1
1190	это слово	4	1
1191	такое тонкое	1	1
1192	по античным	1	1
1193	там и	1	1
1194	наше внимание	1	1
1195	этого человека	1	1
1196	через всю	1	1
1197	жалуется что	1	1
1198	же из	1	1
1199	нового и	1	1
1200	молод и	1	1
1201	начало в	1	1
1202	как видно	4	1
1203	это произошло	1	1
1204	еще должны	1	1
1205	с двумя	1	1
1206	тут и	1	1
1207	этим и	2	1
1208	государства и	2	1
1209	же для	1	1
1210	наверное еще	1	1
1211	как следует	1	1
1212	очевидно что	1	1
1213	восходящего к	1	1
1214	известие о	1	1
1215	в последних	3	1
1216	также в	3	1
1217	спор о	1	1
1218	и произведения	1	1
1219	по ее	1	1
1220	нам сейчас	1	1
1221	сознания как	1	1
1222	сделать его	1	1
1223	слишком много	1	1
1224	и являются	1	1
1225	еще три	1	1
1226	под этим	1	1
1227	что исторический	1	1
1228	благодаря тому	1	1
1229	и следовательно	2	1
1230	иногда не	1	1
1231	а всего	1	1
1232	внес в	1	1
1233	так ведь	1	1
1234	нашей эры	2	1
1235	если такого	1	1
1236	№ здесь	1	1
1237	в других	3	1
1238	внимание отсутствие	1	1
1239	и отдельные	1	1
1240	и дал	1	1
1241	а потом	1	1
1242	вошли в	1	1
1243	и мир	2	1
1244	образцом такого	1	1
1245	в каждом	2	1
1246	времени а	2	1
1247	сократа и	1	1
1248	материалом для	1	1
1249	следующем году	1	1
1250	красотой и	1	1
1251	юности когда	1	1
1252	ни материального	1	1
1253	не означает	2	1
1254	земле и	1	1
1255	позиций и	1	1
1256	ли это	2	1
1257	мысль и	1	1
1258	до нас	9	1
1259	а напротив	1	1
1260	эти слова	1	1
1261	зрения в	1	1
1262	этой точки	1	1
1263	не дает	1	1
1264	ту же	2	1
1265	имели никакого	1	1
1266	не один	2	1
1267	об исторической	1	1
1268	около лет	1	1
1269	на весь	1	1
1270	человека который	1	1
1271	принадлежал к	1	1
1272	на чем	2	1
1273	и право	2	1
1274	на нем	2	1
1275	надо сказать	1	1
1276	было вызвано	1	1
1277	за ними	1	1
1278	себе на	1	1
1279	время когда	2	1
1280	в александрию	1	1
1281	речь направленную	1	1
1282	куда ты	1	1
1283	такое что	1	1
1284	но об	1	1
1285	доходит до	1	1
1286	правда к	1	1
1287	кроме этих	1	1
1288	сомневаться в	3	1
1289	миру и	1	1
1290	отношения с	2	1
1291	над ним	1	1
1292	в новое	2	1
1293	родился в	1	1
1294	не дошли	1	1
1295	в государстве	2	1
1296	своего поведения	1	1
1297	если теперь	1	1
1298	почти каждый	1	1
1299	значение и	1	1
1300	ни одной	3	1
1301	дружба с	1	1
1302	но без	1	1
1303	молодые годы	1	1
1304	т п	7	1
1305	и опять	4	1
1306	основанное на	1	1
1307	друг другу	2	1
1308	нечто такое	1	1
1309	и каждый	1	1
1310	условия для	1	1
1311	в общих	1	1
1312	его отца	1	1
1313	и почему	1	1
1314	образа жизни	1	1
1315	л и	1	1
1316	даже самого	1	1
1317	его сын	1	1
