N	3gram	Losev_Dial	KulturaY
230	можно говорить что	1	1
231	сказать только то	1	1
232	ни в коем	1	1
233	ни при чем	1	1
234	бы и не	2	1
235	сказал что это	1	1
236	что она уже	1	1
237	время есть не	1	1
238	это конечно не	2	1
239	не связанное с	1	1
240	мне кажется что	1	1
241	и даже в	3	1
242	смысл и свое	1	1
243	но не потому	1	1
244	том что в	1	1
245	это значит только	1	1
246	в голову не	1	1
247	и что такое	1	1
248	таким образом есть	1	1
249	не имеет смысла	1	1
250	скажу только что	2	1
251	у них есть	1	1
252	то ясно что	1	1
253	этом смысле есть	1	1
254	мы должны сказать	1	1
255	и во многих	1	1
256	не имеет ничего	3	1
257	то он имеет	1	1
258	связанные с этим	1	1
259	время т е	2	1
260	несмотря на все	1	1
261	точки зрения чисто	1	1
262	а со стороны	1	1
263	по себе и	3	1
264	случае гораздо более	1	1
265	все в той	1	1
266	есть все что	1	1
267	мы увидим как	1	1
268	то же самое	3	1
269	в развитии научного	1	1
270	с тех пор	2	1
271	и говорить о	2	1
272	но все это	2	1
273	не нуждается в	6	1
274	но что же	1	1
275	же время как	1	1
276	а именно в	1	1
277	потому что и	2	1
278	отношении его к	1	1
279	ясно что не	1	1
280	то это значит	3	1
281	что он есть	2	1
282	организм т е	1	1
283	несет на себе	2	1
284	но это не	2	1
285	и о том	1	1
286	и в голову	1	1
287	убеждение в том	1	1
288	выражения т е	1	1
289	это как не	1	1
290	все же есть	1	1
291	в разной степени	2	1
292	и не может	1	1
293	я думаю что	1	1
294	только может быть	1	1
295	в них не	1	1
296	другой стороны эта	1	1
297	может и не	2	1
298	тут мы находим	1	1
299	не всегда так	1	1
300	не заметить что	1	1
301	один московский ученый	1	1
302	по себе достаточно	1	1
303	в этих случаях	1	1
304	что это и	1	1
305	потому что одна	1	1
306	идти речь о	1	1
307	вместе с ним	1	1
308	что это есть	1	1
309	и что же?	1	1
310	что такое этот	1	1
311	заключается не в	1	1
312	мы находим в	2	1
313	том и в	1	1
314	вы увидите что	1	1
315	как же это	2	1
316	один на другой	1	1
317	и далее в	1	1
318	это не мешает	1	1
319	но и в	1	1
320	из всего вышесказанного	1	1
321	сих пор я	1	1
322	одна из основных	1	1
323	что нужно для	1	1
324	мы говорим что	2	1
325	повседневной жизни и	1	1
326	на поверхности и	1	1
327	не есть нечто	1	1
328	почему? потому что	1	1
329	было бы в	1	1
330	не с точки	2	1
331	но она не	1	1
332	в чем же	1	1
333	стороны в этом	1	1
334	и с другой	2	1
335	это не имеет	1	1
336	нас совершенно не	1	1
337	в это время	1	1
338	не может и	3	1
339	и в отношении	1	1
340	это-то как раз	1	1
341	может быть очень	1	1
342	должна быть у	1	1
343	на очень высокой	1	1
344	весьма и весьма	1	1
345	ту или иную	1	1
346	в себе и	1	1
347	в каждом человеке	1	1
348	отчет в том	1	1
349	из ряда вон	1	1
350	не самый факт	1	1
351	есть такой же	1	1
352	к выводу что	2	1
353	он мог бы	1	1
354	это не только	1	1
355	в узком и	1	1
356	одному тому что	1	1
357	т д все	2	1
358	должны сказать что	1	1
359	связи с этим	2	1
360	не имеет что	1	1
361	можно только тогда	1	1
362	в целом есть	1	1
363	более и более	1	1
364	что в этих	1	1
365	не мешает им	1	1
366	и может быть	3	1
367	бы ни было	1	1
368	и не должен	1	1
369	в тех или	2	1
370	можно сказать только	1	1
371	то время как	2	1
372	так как будто	2	1
373	самом деле это	1	1
374	не имеет никакого	3	1
375	вопрос об отношении	1	1
376	мне могут возразить	1	1
377	не было бы	2	1
378	вовсе не есть	3	1
379	в силу исторической	1	1
380	мог бы и	1	1
381	было бы установить	1	1
382	в этом его	1	1
383	того как он	1	1
384	другой стороны в	1	1
385	т д или	1	1
386	и в частности	4	1
387	всего то что	1	1
388	новые и новые	1	1
389	и с точки	1	1
390	дело в том	1	1
391	одно и то	8	1
392	и все его	1	1
393	приводит к тому	1	1
394	так как они	1	1
395	это и не	2	1
396	и ничего не	1	1
397	да и то	3	1
398	по одному тому	1	1
399	в одно и	1	1
400	если бы все	1	1
401	время как будто	1	1
402	это уже не	1	1
403	в противоположность этому	1	1
404	д все это	2	1
405	во всех этих	1	1
406	которые могут быть	1	1
407	главным образом в	1	1
408	та или иная	4	1
409	кроме того и	1	1
410	так что в	1	1
411	есть прежде всего	1	1
412	было бы и	2	1
413	с самого начала	2	1
414	содержат в себе	2	1
415	сказать несколько слов	1	1
416	и то что	1	1
417	не зависит от	1	1
418	если и есть	1	1
419	потому что нет	1	1
420	это напряжение и	1	1
421	она нисколько не	2	1
422	отличается тем что	1	1
423	говорить о разных	1	1
424	на своем месте	1	1
425	так как и	2	1
426	в силу которой	1	1
427	представить себе что	1	1
428	никогда не может	2	1
429	что учение о	1	1
430	том смысле как	1	1
431	еще ничего не	1	1
432	в каком-то смысле	2	1
433	но в силу	1	1
434	то что я	2	1
435	т д но	2	1
436	в виду их	1	1
437	может не иметь	1	1
438	не должна быть	2	1
439	или быть может	1	1
440	и не только	4	1
441	если мы будем	1	1
442	и в смысле	1	1
443	каково бы ни	1	1
444	несмотря на весь	1	1
445	в виду что	2	1
446	далеко не всегда	1	1
447	в данном языке	1	1
448	в нем есть	6	1
449	что несмотря на	1	1
450	все равно с	1	1
451	в другом случае	1	1
452	голову не приходит	1	1
453	это было бы	1	1
