N	2gram	Savitsky_E	VLabPisa
221	а для	1	2
222	от них	3	2
223	эти положения	1	2
224	во всяком	3	2
225	и потому	5	2
226	того или	4	2
227	а к	1	2
228	значит что	1	2
229	ли это	3	2
230	то это	1	2
231	прав ли	1	2
232	в течение	5	2
233	всяком случае	3	2
234	одной стороны	8	2
235	относится к	1	2
236	также и	7	2
237	ту же	1	2
238	не быть	1	2
239	с а	2	2
240	из себя	1	2
241	лишь в	1	2
242	связана с	1	2
243	каждой из	1	2
244	должны быть	1	2
245	можно было	3	2
246	даже не	1	2
247	отдельных элементов	1	2
248	стороны и	6	2
249	и сам	1	2
250	от того	1	2
251	как известно	1	2
252	к ним	3	2
253	он в	1	2
254	в сфере	3	2
255	заключается в	2	2
256	начиная с	2	2
257	которые в	1	2
258	они должны	1	2
259	в известной	3	2
260	бы еще	1	2
261	одной из	5	2
262	он не	2	2
263	во всей	2	2
264	или иной	4	2
265	в общем	3	2
266	эту же	1	2
267	который в	1	2
268	этом процессе	1	2
269	он сам	2	2
270	в области	11	2
271	в противном	1	2
272	что даже	1	2
273	некоторых из	1	2
274	меньшей степени	2	2
275	чтобы не	1	2
276	и для	3	2
277	войны и	2	2
278	но в	14	2
279	чуть ли	1	2
280	вплоть до	1	2
281	в той	5	1
282	ничего иного	1	1
283	данной области	2	1
284	с к	1	1
285	свои идеи	1	1
286	значит ли	1	1
287	что автор	1	1
288	об их	1	1
289	то в	4	1
290	творчества оно	1	1
291	именно к	2	1
292	и другие	1	1
293	является в	1	1
294	сводить к	1	1
295	и то	2	1
296	ее и	1	1
297	или наоборот	1	1
298	а другие	1	1
299	следует отметить	2	1
300	мы видим	2	1
301	но на	3	1
302	в более	1	1
303	которая должна	1	1
304	что если	2	1
305	того обстоятельства	1	1
306	связано с	3	1
307	и мы	3	1
308	сводится именно	1	1
309	как этап	1	1
310	творчества без	1	1
311	религии и	1	1
312	говоря уже	2	1
313	таковы например	1	1
314	в формировании	1	1
315	смысле что	1	1
316	многих других	1	1
317	гораздо сложнее	1	1
318	смотреть на	1	1
319	отражение в	1	1
320	любой из	1	1
321	данном случае	2	1
322	то есть	6	1
323	на тех	1	1
324	которые не	1	1
325	протекать в	1	1
326	к этой	1	1
327	переходит в	1	1
328	то следует	1	1
329	поэтому в	1	1
330	его частей	1	1
331	в явлениях	1	1
332	мы не	4	1
333	которого имеет	1	1
334	совершенно очевидно	2	1
335	такое толкование	1	1
336	и имеет	2	1
337	в состоянии	1	1
338	с этой	6	1
339	или по	2	1
340	к сфере	1	1
341	дело с	1	1
342	еще более	2	1
343	в применении	3	1
344	или ее	1	1
345	несмотря на	4	1
346	из того	2	1
347	освободиться от	1	1
348	мы получаем	1	1
349	в определенном	3	1
350	очевидно также	1	1
351	это значит	2	1
352	формировании и	1	1
353	наблюдения над	2	1
354	с ним	1	1
355	кроме того	1	1
356	не являются	1	1
357	неизбежно приводит	1	1
358	это обстоятельство	1	1
359	указанных выше	1	1
360	двум основным	1	1
361	не способен	1	1
362	общего плана	1	1
363	не как	1	1
364	аналогии с	1	1
365	для нас	4	1
366	например с	2	1
367	и творчества	2	1
368	к сознанию	1	1
369	или иную	3	1
370	богатство и	1	1
371	развития не	1	1
372	в деле	3	1
373	как нечто	1	1
374	чем скажем	1	1
375	при соприкосновении	2	1
376	в этих	2	1
377	в русском	1	1
378	более высокой	1	1
379	понимать буквально	1	1
380	качестве общего	1	1
381	в ином	1	1
382	сказал бы	1	1
383	в рамки	1	1
384	в виде	5	1
385	связанная с	1	1
386	определяется как	1	1
387	как было	3	1
388	к настоящему	3	1
389	одну и	2	1
390	как же	2	1
391	если не	1	1
392	творчества что	1	1
393	но все	1	1
394	в свои	2	1
395	или иначе	1	1
396	е не	1	1
397	а также	7	1
398	тирада о	1	1
399	не обязательно	1	1
400	это состояние	1	1
401	и все	2	1
402	же по	1	1
403	к максимальной	1	1
404	точнее и	1	1
405	они могут	1	1
406	целый ряд	2	1
407	на себя	3	1
408	с теми	1	1
409	тем что	3	1
410	как сказал	1	1
411	имеются в	1	1
412	качестве одной	1	1
413	то время	1	1
414	в таком	3	1
415	в сферу	2	1
416	в последних	1	1
417	можно назвать	1	1
418	в стороне	3	1
419	относятся к	2	1
420	общим правилом	1	1
421	друг другу	1	1
422	в какой	2	1
423	нас к	2	1
424	чтобы ответить	1	1
425	как не	2	1
426	процесс мы	1	1
427	в соответствии	1	1
428	время как	1	1
429	же при	1	1
430	что по	1	1
431	а именно	2	1
432	по ее	1	1
433	всем своем	1	1
434	мнение что	1	1
435	при таком	1	1
436	как в	3	1
437	отдельные этапы	1	1
438	по своему	7	1
439	не имеет	4	1
440	к какому	1	1
441	быть сведена	1	1
442	между собой	2	1
443	определяющую роль	1	1
444	почти все	1	1
445	о котором	1	1
446	если можно	1	1
447	сравнению с	2	1
448	которое не	1	1
449	том смысле	1	1
450	есть то	1	1
451	с большей	1	1
452	речь идет	1	1
453	в известном	3	1
454	и это	1	1
455	в каждой	1	1
456	интересно сопоставить	1	1
457	в каком	4	1
458	на своем	3	1
459	к числу	1	1
460	еще теснее	1	1
461	что тот	1	1
462	на себе	1	1
463	в существе	2	1
464	казалось бы	1	1
465	что конечно	1	1
466	той или	4	1
467	сопоставить эти	1	1
468	что эти	2	1
469	же направлении	1	1
470	нет ничего	1	1
471	высокой и	2	1
472	поскольку она	2	1
473	чертах и	1	1
474	отцов и	1	1
475	не заключается	1	1
476	признать что	1	1
477	тенденций в	1	1
478	том случае	1	1
479	ответить на	1	1
480	более чем	2	1
481	в данном	3	1
482	от других	1	1
483	в основе	1	1
484	силы и	1	1
485	тем более	4	1
486	а если	1	1
487	бы с	1	1
488	вопрос о	4	1
489	не означает	2	1
490	тех же	1	1
491	применении к	3	1
492	толковать в	1	1
493	поэзии и	1	1
494	случае если	1	1
495	в лучшем	1	1
496	от природы	1	1
497	духовной жизни	2	1
498	действительности как	1	1
499	роли и	1	1
500	есть в	2	1
501	конечно не	1	1
502	так называемой	1	1
503	нужно как	1	1
504	бы отчасти	2	1
505	не говоря	2	1
506	входит в	1	1
507	всего этого	1	1
508	уже в	1	1
509	не дает	3	1
510	ту или	3	1
511	лежат в	4	1
512	и кровь	1	1
513	лицом такой	1	1
514	по сравнению	2	1
515	здесь можно	1	1
516	случае она	1	1
517	другой в	1	1
518	этому и	1	1
519	а блок	1	1
520	как совокупность	4	1
521	потому что	3	1
522	в свою	3	1
523	и тем	3	1
524	слова и	1	1
525	кажется что	2	1
526	быть и	1	1
527	приводящие к	1	1
528	только тогда	1	1
529	если так	1	1
530	невозможно не	1	1
531	и поэтому	2	1
532	войной и	1	1
533	соприкосновении с	1	1
534	в характере	1	1
535	по признанию	1	1
536	можно конечно	1	1
537	значение для	1	1
538	со стороны	5	1
539	и детей	1	1
540	или иных	1	1
541	что эта	1	1
542	для этого	1	1
543	на его	1	1
544	и если	2	1
545	и та	2	1
546	и что	2	1
547	к области	1	1
548	отличной от	1	1
549	в любой	1	1
550	приходит к	1	1
551	за пределы	1	1
552	плоти и	1	1
553	этого факта	1	1
554	заключает в	3	1
555	что некоторые	1	1
556	в начале	1	1
557	мы хотим	1	1
558	еще в	1	1
559	и частных	1	1
560	той социальной	1	1
561	то как	1	1
562	в истории	2	1
563	как оно	2	1
564	любой области	1	1
565	этом смысле	3	1
566	что из	1	1
567	то или	1	1
568	наблюдений над	1	1
569	бы совершенно	2	1
570	себе в	3	1
571	свою очередь	2	1
572	и наоборот	1	1
573	или иное	1	1
574	и ту	2	1
575	это вопрос	1	1
576	связанной с	1	1
577	с понятиями	1	1
578	значение и	1	1
579	сведена к	1	1
580	этого мира	1	1
581	только наиболее	1	1
582	второго рода	1	1
583	приблизительно в	1	1
584	так то	1	1
585	и еще	2	1
586	исключительно в	2	1
587	как некую	1	1
588	и связанное	1	1
589	как мы	5	1
590	элементов в	1	1
591	соответствии с	1	1
592	к ней	4	1
593	к двум	1	1
594	в данной	3	1
595	но по	2	1
596	что во	1	1
597	затем в	1	1
598	для такого	1	1
599	заметить что	2	1
600	живыми впечатлениями	1	1
601	и во	2	1
602	он определяет	1	1
603	их к	1	1
604	мы бы	1	1
605	и изучение	1	1
606	исключительно к	1	1
607	дает оснований	1	1
608	быть в	1	1
609	что может	1	1
610	нужно признать	1	1
611	уже не	1	1
612	не значит	1	1
613	с положительной	1	1
614	грубость и	1	1
615	своих произведений	1	1
616	эту мысль	1	1
617	нельзя ограничиться	1	1
618	является сознание	1	1
619	их можно	1	1
620	уже о	1	1
621	или иного	4	1
622	на этот	2	1
623	жизнью и	1	1
624	это что	1	1
625	происходит в	2	1
626	и других	2	1
627	свести к	1	1
628	как будто	2	1
629	или из	1	1
630	оно может	1	1
631	их на	1	1
632	тех или	1	1
633	рода все	1	1
634	это в	1	1
635	и насколько	1	1
636	в ту	1	1
637	речи о	1	1
638	но это	1	1
639	и общим	1	1
640	потому и	1	1
641	с ее	1	1
642	же выводу	1	1
643	именно таким	1	1
644	в самой	1	1
645	или точнее	2	1
646	каждого из	1	1
647	тому же	1	1
648	что на	2	1
649	но было	2	1
650	года по	1	1
651	мира в	4	1
652	не к	2	1
653	его можно	1	1
654	своего развития	1	1
