N	2gram	Trubetskoy	Formalny
260	уже в	1	6
261	ее в	1	6
262	смысле этого	1	6
263	так в	1	6
264	не по	1	6
265	в частности	2	6
266	тем самым	3	6
267	отношение к	4	6
268	такой же	2	6
269	тому что	2	6
270	за исключением	1	5
271	с этой	3	5
272	даже в	3	5
273	от этих	1	5
274	в виду	2	5
275	в мире	6	5
276	и истории	5	5
277	и со	1	5
278	перестает быть	1	5
279	в котором	2	5
280	то это	1	5
281	вопрос о	3	5
282	связь между	1	5
283	из виду	1	5
284	как на	6	5
285	в нашем	3	5
286	к которому	1	5
287	как от	1	5
288	все без	2	5
289	к нему	2	5
290	всего в	1	5
291	то в	2	5
292	хотя и	4	5
293	не от	2	5
294	а только	1	5
295	в эту	2	5
296	мы можем	6	5
297	мы уже	4	5
298	не приходится	1	5
299	и что	9	5
300	не могла	1	5
301	друг другу	1	5
302	и по	3	5
303	а как	1	5
304	не так	4	5
305	и свою	1	5
306	если в	1	5
307	в отношении	1	5
308	что оно	3	5
309	отчасти и	1	5
310	приводит к	1	5
311	не имеет	2	5
312	да и	1	5
313	роли в	1	5
314	ни на	1	5
315	то и	2	5
316	и между	1	5
317	в значительной	1	5
318	а лишь	3	5
319	в самой	2	5
320	и то	4	5
321	к социальной	1	5
322	для нас	3	5
323	в широком	1	5
324	однако не	1	5
325	и эта	1	5
326	на все	5	5
327	в такой	4	5
328	отличие от	3	5
329	она должна	1	5
330	обстоит дело	1	5
331	мы должны	4	5
332	таким же	3	5
333	от того	3	5
334	все более	1	5
335	науки о	1	4
336	от него	3	4
337	и другие	1	4
338	мы и	2	4
339	возможно лишь	3	4
340	не являются	1	4
341	все дело	2	4
342	имеет место	2	4
343	и история	1	4
344	но даже	3	4
345	должна была	1	4
346	между двумя	5	4
347	увидим что	1	4
348	самого начала	1	4
349	на него	2	4
350	во всей	2	4
351	одна из	2	4
352	на котором	1	4
353	того же	9	4
354	своего развития	1	4
355	все в	2	4
356	а наоборот	3	4
357	вполне понятно	1	4
358	основных понятий	1	4
359	тем не	4	4
360	что такое	1	4
361	бы к	1	4
362	от тех	3	4
363	очевидно что	3	4
364	в таком	4	4
365	конце концов	4	4
366	между этими	2	4
367	тогда когда	3	4
368	и следовательно	1	4
369	понятий и	1	4
370	всех своих	1	4
371	в целях	1	4
372	в лучшем	1	4
373	не будет	5	4
374	в учении	1	4
375	этот вопрос	2	4
376	истории и	1	4
377	он в	1	4
378	что для	4	4
379	та же	4	4
380	оно было	1	4
381	как не	2	4
382	вместо того	1	4
383	есть лишь	1	4
384	направление в	1	4
385	нет в	2	4
386	этом пункте	1	4
387	впечатление что	1	4
388	так чтобы	2	4
389	данного произведения	1	4
390	целый ряд	4	4
391	знаем что	8	4
392	между людьми	2	4
393	тот или	1	4
394	отвлекается от	1	4
395	но именно	1	4
396	только при	2	4
397	но если	2	4
398	входящих в	2	4
399	они были	1	4
400	он должен	2	4
401	данной эпохи	1	4
402	пришли к	1	4
403	этот процесс	2	4
404	сам он	1	4
405	зависит от	1	4
406	что каждый	1	4
407	в ином	1	4
408	все остальное	1	4
409	а на	1	4
410	или иначе	5	4
411	лишь с	1	4
412	а к	2	4
413	с самого	1	4
414	и притом	1	4
415	но при	1	4
416	тех же	2	4
417	же что	2	4
418	только то	2	4
419	ведь если	1	4
420	к ней	1	4
421	одним из	4	4
422	лучшем случае	1	4
423	не к	1	4
424	во всем	3	3
425	к сожалению	1	3
426	для всех	1	3
427	в каждую	1	3
428	исторического развития	2	3
429	или для	1	3
430	ни одна	1	3
431	теперь мы	2	3
432	из всего	1	3
433	и должен	1	3
434	всех тех	2	3
435	а именно	1	3
436	языка то	1	3
437	широком смысле	2	3
438	на первый	2	3
439	это было	1	3
440	из себя	10	3
441	в различных	1	3
442	является конечно	1	3
443	ней и	1	3
444	они должны	3	3
445	том чтобы	2	3
446	друг с	9	3
447	к этим	1	3
448	для этой	2	3
449	не то	3	3
450	не происходит	1	3
451	лишь тогда	2	3
452	проблемы и	1	3
453	мы видим	1	3
454	эволюции в	2	3
455	а и	8	3
456	что при	7	3
457	в качестве	1	3
458	но как	2	3
459	и развитие	2	3
460	этими двумя	2	3
461	касается до	8	3
462	о возможности	1	3
463	но он	1	3
464	же касается	2	3
465	из одного	2	3
466	что как	4	3
467	вопроса о	1	3
468	от них	2	3
469	все остальные	1	3
470	ту же	2	3
471	так что	6	3
472	кажется что	1	3
473	в развитии	1	3
474	что эта	4	3
475	всех других	2	3
476	все те	1	3
477	тем и	1	3
478	культуры и	11	3
479	всех сторон	1	3
480	если они	1	3
481	каждого из	1	3
482	и особенно	2	3
483	сливаются в	1	3
484	можно только	1	3
485	к такому	2	3
486	из возможных	1	3
487	с такой	1	3
488	смысле слова	1	3
489	и при	6	3
490	уже знаем	1	3
491	и из	2	3
492	никак не	1	3
493	от этой	1	3
494	борьбы с	2	3
495	так или	5	3
496	стороны его	1	3
497	техники и	1	3
498	если это	2	3
499	можно назвать	3	3
500	в в	4	3
501	от чего	1	3
502	в которых	2	3
503	бы не	1	3
504	вследствие этого	3	3
505	на их	1	3
506	на своем	1	3
507	ничего общего	3	3
508	перед нами	1	3
509	все они	6	3
510	ли они	1	3
511	вытекает из	1	3
512	не дают	1	3
513	и заключается	1	3
514	том числе	1	3
515	и если	6	3
516	этой работы	1	3
517	вступает в	1	3
518	что материал	1	3
519	каждый из	3	3
520	состоит в	1	3
521	являются лишь	1	3
522	в сознании	7	3
523	он может	1	3
524	развиваться в	3	3
525	же он	1	3
526	об эволюции	4	3
527	пришлось бы	2	3
528	нее и	1	3
529	тот же	3	3
530	вся эта	1	3
531	нас не	1	3
532	для всякого	2	3
533	то ведь	1	3
534	из своих	1	3
535	иначе обстоит	1	3
536	или иной	1	3
537	этом не	1	3
538	на нее	2	3
539	дело в	1	3
540	и другое	1	3
541	поэтому и	1	3
542	есть только	2	3
543	к своему	1	3
544	со своей	2	3
545	на его	1	3
546	с другом	9	3
547	этих элементов	1	3
548	тем более	3	3
549	к одному	1	3
550	одну из	2	3
551	а от	1	3
552	единство и	1	3
553	в науке	1	3
554	числе и	1	3
555	же самое	1	3
556	указаний на	1	3
557	в современной	1	3
558	на то	9	3
559	мира в	1	3
560	что на	2	3
561	все что	10	2
562	мире а	1	2
563	говоря уже	1	2
564	только один	2	2
565	в общий	2	2
566	он считает	2	2
567	своем развитии	4	2
568	социальная жизнь	1	2
569	тем как	2	2
570	или нет	1	2
571	эта же	1	2
572	строго говоря	1	2
573	в общую	1	2
574	в принципе	1	2
575	нами в	1	2
576	ко всем	3	2
577	каждое новое	1	2
578	ее с	1	2
579	из нее	2	2
580	иначе как	1	2
581	представление о	3	2
582	деле ведь	1	2
583	принадлежат к	1	2
584	том или	1	2
585	само собою	1	2
586	здесь дело	1	2
587	что такая	1	2
588	мы только	1	2
589	или ином	1	2
590	ни для	2	2
591	при помощи	3	2
592	тогда не	1	2
593	относиться к	1	2
594	как из	1	2
595	так если	1	2
596	и того	3	2
597	знают лишь	1	2
598	по тем	2	2
599	не создает	1	2
600	и элементов	1	2
601	и другой	1	2
602	уже о	1	2
603	в этот	1	2
604	в руках	1	2
605	поэтому мы	1	2
606	одной и	2	2
607	между отдельными	2	2
608	элементов входящих	1	2
609	точке зрения	1	2
610	его собственной	5	2
611	с другим	1	2
612	всей эволюции	1	2
613	на наших	1	2
614	а сам	1	2
615	же они	1	2
616	очень остро	1	2
617	эти вопросы	1	2
618	находится в	1	2
619	без того	4	2
620	что она	2	2
621	в создании	1	2
622	но так	2	2
623	видели что	1	2
624	мыслим и	1	2
625	как для	3	2
626	лишь о	2	2
627	к разрешению	1	2
628	несмотря на	6	2
629	тогда и	1	2
630	однако совершенно	1	2
631	на этих	1	2
632	эволюции но	1	2
633	и нужно	1	2
634	и сама	1	2
635	что между	1	2
636	являются в	1	2
637	и развития	1	2
638	чем в	3	2
639	или не	1	2
640	не знает	2	2
641	ее от	1	2
642	но совершенно	1	2
643	конечно такое	1	2
644	и всю	1	2
645	лишь на	1	2
646	на земле	3	2
647	эти последние	2	2
648	ведь в	1	2
649	и некоторые	2	2
650	то эти	1	2
651	а для	2	2
652	иная чем	1	2
653	таким путем	1	2
654	не понимают	2	2
655	что быт	1	2
656	а с	4	2
657	данный момент	4	2
658	что его	4	2
659	именно потому	2	2
660	все то	2	2
661	на нем	1	2
662	одно и	1	2
663	и та	1	2
664	можно было	1	2
665	иметь в	1	2
666	такое представление	1	2
667	что каждое	1	2
668	как известно	3	2
669	привести в	1	2
670	как эта	1	2
671	центр тяжести	1	2
672	и художественное	1	2
673	однако в	1	2
674	общего с	2	2
675	своем целом	2	2
676	части в	2	2
677	к чисто	1	2
678	жизни с	1	2
679	необходимо чтобы	1	2
680	на место	1	2
681	из этой	2	2
682	не заметит	1	2
683	для самого	2	2
684	были бы	1	2
685	нет а	1	2
686	как с	1	2
687	друга в	1	2
688	те элементы	1	2
689	именно того	1	2
690	отдельных элементов	1	2
691	из одних	1	2
692	в другой	1	2
693	из того	4	2
694	или иная	1	2
695	отдельных частей	1	2
696	в тех	3	2
697	целом ряде	3	2
698	очень много	3	2
699	с ними	2	2
700	этой точки	1	2
701	эти элементы	3	2
702	заключается в	3	2
703	орудий производства	1	2
704	далеко не	5	2
705	и так	2	2
706	и просто	1	2
707	правда не	1	2
708	эволюции не	1	2
709	никто не	2	2
710	эта борьба	1	2
711	друг от	6	2
712	но из	1	2
713	всем этом	1	2
714	сами же	1	2
715	а если	1	2
716	совершенно иной	2	2
717	из элементов	7	2
718	и социальной	2	2
719	и вот	1	2
720	ее до	1	2
721	из его	1	2
722	только тогда	2	2
723	что если	3	2
724	говорят что	1	2
725	не потому	2	2
726	всего можно	1	2
727	к ним	2	2
728	бы тот	1	2
729	лучше всего	1	2
730	свою силу	1	2
731	для этих	1	2
732	не лучше	1	2
733	в эпохи	2	2
734	только с	1	2
735	является только	1	2
736	именно этот	1	2
737	из него	2	2
738	или вовсе	2	2
739	но самые	1	2
740	этом случае	4	2
741	или просто	1	2
742	в более	1	2
743	и многие	1	2
744	как элемент	1	2
745	то я	1	2
746	чем объясняется	1	2
747	вывод что	1	2
748	при таких	2	2
749	или с	1	2
750	естественно что	1	2
751	как у	3	2
752	других областях	1	2
753	же не	3	2
754	а все	1	2
755	социальной среды	1	2
756	в виде	4	2
757	но с	2	2
758	что ни	1	2
759	от друга	6	2
760	который как	1	2
761	в силу	7	2
762	слагается из	3	2
763	самые эти	1	2
764	что этот	1	2
765	и без	5	2
766	что мы	4	2
767	то из	3	2
768	однако это	2	2
769	последнее время	1	2
770	именно эта	1	2
771	даже что	1	2
772	различных народов	1	2
773	связаны с	1	2
774	этих двух	2	2
775	распространяется на	1	2
776	не говоря	1	2
777	том случае	4	2
778	тут только	1	2
779	и эти	1	2
780	только к	1	2
781	всю свою	1	2
782	в точке	2	2
783	с нею	1	2
784	и жизни	1	2
785	на всю	1	2
786	в другом	2	2
787	всем этим	1	2
788	рассматривать как	2	2
789	может лежать	2	2
790	свелась к	1	2
791	та или	1	2
792	по этому	2	2
793	исторически и	1	2
794	к пониманию	1	2
795	культуры с	2	2
796	их на	1	2
797	в эти	3	2
798	образом оказывается	1	2
799	ведь и	1	2
800	если она	1	2
801	есть не	1	2
802	с которыми	2	1
803	той так	1	1
804	более высокой	1	1
805	и уже	2	1
806	и ничем	1	1
807	зрения на	1	1
808	результате некоторую	1	1
809	которых идет	3	1
810	каждого отдельного	1	1
811	часть его	1	1
812	культуры а	3	1
813	глаза и	1	1
814	говорили в	1	1
815	в разных	3	1
816	интересен и	1	1
817	в большей	1	1
818	особенностей в	1	1
819	мысли и	1	1
820	каждый данный	4	1
821	что многие	2	1
822	с более	3	1
823	начале своей	1	1
824	окружающей его	1	1
825	для другой	1	1
826	потому не	1	1
827	намека на	1	1
828	одно из	3	1
829	говорить что	3	1
830	котором они	1	1
831	а особенно	1	1
832	которые будут	2	1
833	в борьбе	1	1
834	вступить на	1	1
835	проблемы не	1	1
836	причем эта	1	1
837	в духе	1	1
838	это должно	1	1
839	в порядок	1	1
840	этой цели	1	1
841	образом все	1	1
842	элементы в	1	1
843	и сам	2	1
844	некоторые другие	1	1
845	на такой	2	1
846	из самых	1	1
847	социальных процессов	1	1
848	чем их	2	1
849	более широкие	1	1
850	том же	4	1
851	весьма редких	1	1
852	в стремлении	1	1
853	прямо может	1	1
854	а чем	1	1
855	вся его	2	1
856	между прочим	2	1
857	времени к	1	1
858	мы получаем	1	1
859	показаться что	1	1
860	ее элемент	1	1
861	общим достоянием	1	1
862	что без	1	1
863	а всегда	1	1
864	на эти	1	1
865	стремления к	1	1
866	на эту	1	1
867	оно тем	1	1
868	всю эту	1	1
869	только для	1	1
870	прошлого века	1	1
871	весь ход	1	1
872	стремление к	1	1
873	в степени	3	1
874	почти все	2	1
875	и психологии	1	1
876	для их	1	1
877	этой стороны	1	1
878	борьба за	2	1
879	самом широком	1	1
880	отсюда вытекает	1	1
881	только что	3	1
882	но мы	1	1
883	в себя	2	1
884	культуры в	10	1
885	а а	1	1
886	те черты	2	1
887	все их	1	1
888	тем в	1	1
889	на природу	1	1
890	на этой	3	1
891	к дальнейшему	1	1
892	при условии	2	1
893	еще далеко	1	1
894	отказываться от	1	1
895	остроту и	1	1
896	тем с	1	1
897	существование и	1	1
898	можем не	1	1
899	сам не	1	1
900	силы и	1	1
901	время от	2	1
902	материал но	1	1
903	этих ценностей	1	1
904	почти исключительно	1	1
905	следующее поколение	1	1
906	и той	1	1
907	для себя	2	1
908	если так	1	1
909	с лица	1	1
910	случае мы	1	1
911	мы все	2	1
912	же совершенно	1	1
913	о них	2	1
914	борьбе с	1	1
915	видеть что	1	1
916	приходит к	1	1
917	людей и	1	1
918	а между	8	1
919	и была	1	1
920	чистом виде	1	1
921	самого понятия	1	1
922	с в	3	1
923	уже и	3	1
924	не вполне	3	1
925	можно ли	2	1
926	как оно	1	1
927	потому вполне	1	1
928	от своей	2	1
929	так называемых	1	1
930	неизбежно должны	1	1
931	и еще	1	1
932	в чистом	1	1
933	но этот	1	1
934	всегда и	1	1
935	друг на	2	1
936	и научное	1	1
937	общества а	1	1
938	которого они	1	1
939	роковым для	1	1
940	однако эти	1	1
941	без всякого	1	1
942	наряду с	1	1
943	и трудной	1	1
944	и культуры	4	1
945	все-таки не	4	1
946	такою же	1	1
947	самой сущности	3	1
948	образом как	2	1
949	что все	5	1
950	исходит из	1	1
951	ее не	1	1
952	элементы которые	1	1
953	два первых	1	1
954	из самой	1	1
955	именно она	1	1
956	у этих	1	1
957	а следовательно	2	1
958	каким был	1	1
959	в отдельных	2	1
960	не кончается	1	1
961	не мог	1	1
962	общих чертах	1	1
963	как будто	5	1
964	большей степени	1	1
965	мы попытались	1	1
966	одно это	1	1
967	крайней мере	1	1
968	с сожалением	1	1
969	к решению	1	1
970	усматривает в	2	1
971	а потом	1	1
972	отдельные элементы	2	1
973	ближе к	3	1
974	представить себе	2	1
975	и согласие	1	1
976	собой и	1	1
977	не противоречит	1	1
978	к их	1	1
979	она и	1	1
980	менее в	1	1
981	и темперамент	1	1
982	а затем	2	1
983	есть одно	1	1
984	у каждого	1	1
985	за эту	1	1
986	от современной	4	1
987	элементов и	1	1
988	для представителей	1	1
989	тот который	1	1
990	каждом шагу	1	1
991	по мнению	1	1
992	отличия от	1	1
993	не способны	1	1
994	в каждый	6	1
995	у него	5	1
996	можно рассматривать	1	1
997	всеми другими	1	1
998	к природным	2	1
999	особенно если	1	1
1000	работы и	2	1
1001	такая оценка	1	1
1002	живет и	1	1
1003	в народных	1	1
1004	и говорят	1	1
1005	их отцы	1	1
1006	что под	2	1
1007	на себя	1	1
1008	образом мы	1	1
1009	новой а	1	1
1010	вещи не	1	1
1011	на одну	1	1
1012	всем миром	1	1
1013	они существуют	1	1
1014	действительности к	1	1
1015	я и	1	1
1016	в материальной	1	1
1017	помимо этого	1	1
1018	ряд общих	1	1
1019	совсем в	1	1
1020	этом последнем	1	1
1021	их от	1	1
1022	себя как	1	1
1023	рядом с	1	1
1024	борьбы за	2	1
1025	е когда	1	1
1026	его тем	1	1
1027	в психике	7	1
1028	основано на	5	1
1029	образом для	1	1
1030	их первоначального	1	1
1031	всех их	1	1
1032	о которых	7	1
1033	больше всего	1	1
1034	себе и	1	1
1035	во-первых с	1	1
1036	лица земли	1	1
1037	от условий	1	1
1038	на себе	2	1
1039	и у	4	1
1040	что их	3	1
1041	этих положений	1	1
1042	нельзя не	1	1
1043	от таких	1	1
1044	этого стремления	1	1
1045	они вступают	1	1
1046	в индивидуальном	2	1
1047	остается в	1	1
1048	не имея	1	1
1049	заимствованных у	1	1
1050	наличности в	1	1
1051	для развития	1	1
1052	и понимает	1	1
1053	факт не	1	1
1054	это сделать	1	1
1055	играет роль	1	1
1056	является неизбежным	1	1
1057	этого сделать	1	1
1058	мы говорили	8	1
1059	в раннем	1	1
1060	взаимоотношения в	1	1
1061	зрения в	1	1
1062	линии так	1	1
1063	но тогда	3	1
1064	нет но	1	1
1065	мы всегда	1	1
1066	быть признана	2	1
1067	ко всякой	1	1
1068	что вопрос	1	1
1069	более всего	2	1
1070	близкий к	1	1
1071	это по	1	1
1072	всматриваться в	1	1
1073	идет в	1	1
1074	между всеми	1	1
1075	возможен лишь	1	1
1076	ни один	4	1
1077	за ними	3	1
1078	не были	1	1
1079	не тем	1	1
1080	чем больше	4	1
1081	над другими	1	1
1082	например при	1	1
1083	других людей	1	1
1084	из двух	2	1
1085	является одним	1	1
1086	с общим	2	1
1087	и создавать	1	1
1088	и хотя	1	1
1089	историческую эпоху	3	1
1090	поставлена в	2	1
1091	и затем	1	1
1092	проникнуть в	1	1
1093	чтобы их	1	1
1094	по своей	7	1
1095	это может	2	1
1096	говорили что	1	1
1097	с ней	1	1
1098	тех элементов	1	1
1099	это действительно	1	1
1100	становится как	1	1
1101	того кто	1	1
1102	введены в	1	1
1103	лишь одно	1	1
1104	так называемого	5	1
1105	для той	1	1
1106	и глубоко	1	1
1107	в совершенстве	1	1
1108	возможно что	1	1
1109	и применяют	1	1
1110	этой истории	3	1
1111	что во	1	1
1112	мы дадим	1	1
1113	свободны от	1	1
1114	они вовсе	1	1
1115	столкнуться и	1	1
1116	конечно на	1	1
1117	они сумели	1	1
1118	иногда в	1	1
1119	существует в	1	1
1120	современной европейской	2	1
1121	в предшествующую	1	1
1122	что только	3	1
1123	действительно производят	1	1
1124	мы будем	3	1
1125	образом в	3	1
1126	деле это	1	1
1127	чаще всего	1	1
1128	их отношение	1	1
1129	те кто	1	1
1130	оно может	1	1
1131	в данный	1	1
1132	его к	1	1
1133	линии но	1	1
1134	и факты	1	1
1135	среде но	1	1
1136	развития в	1	1
1137	такой постановки	1	1
1138	еще менее	1	1
1139	в последующем	1	1
1140	есть ли	1	1
1141	объединить в	1	1
1142	человека но	1	1
1143	гораздо более	2	1
1144	в одну	4	1
1145	одного и	3	1
1146	целое для	1	1
1147	для многих	1	1
1148	и углубленные	1	1
1149	на деле	1	1
1150	и будет	2	1
1151	а потому	5	1
1152	в состав	1	1
1153	произведение и	1	1
1154	за ним	1	1
1155	что касается	6	1
1156	разобранные нами	1	1
1157	удается но	1	1
1158	без такого	1	1
1159	и должны	1	1
1160	условий и	1	1
1161	момент оценки	2	1
1162	из таких	2	1
1163	своей материальной	2	1
1164	двумя крайними	2	1
1165	освободиться от	3	1
1166	данного народа	7	1
1167	неизбежно окажется	1	1
1168	их ни	1	1
1169	целого ряда	1	1
1170	из которых	4	1
1171	в область	1	1
1172	и традициями	1	1
1173	итак социальная	1	1
1174	не ставит	1	1
1175	то с	2	1
1176	тех в	1	1
1177	бы при	1	1
1178	том и	2	1
1179	только еще	1	1
1180	в гораздо	2	1
1181	психологии и	1	1
1182	после решения	1	1
1183	и пришла	1	1
1184	что у	2	1
1185	своей стороны	1	1
1186	то время	2	1
1187	виде как	2	1
1188	может признать	1	1
1189	как быть	1	1
1190	к таким	2	1
1191	и такая	1	1
1192	с такими	1	1
1193	для каждого	1	1
1194	что такой	2	1
1195	которые могут	2	1
1196	состоит из	4	1
1197	много но	1	1
1198	определенные и	1	1
1199	что таким	3	1
1200	речь в	1	1
1201	этой области	4	1
1202	о котором	7	1
1203	собою в	1	1
1204	касается только	1	1
1205	сравнению с	5	1
1206	но вместе	2	1
1207	знает что	1	1
1208	на каждом	2	1
1209	подходить к	1	1
1210	к которой	3	1
1211	эволюции и	2	1
1212	по крайней	1	1
1213	что восприятие	1	1
1214	частей и	1	1
1215	такое положение	1	1
1216	будут совершенно	1	1
1217	нет ничего	1	1
1218	рядом и	1	1
1219	этому поводу	1	1
1220	в усвоении	1	1
1221	этих новых	1	1
1222	сил и	2	1
1223	являются ли	1	1
1224	и состоит	2	1
1225	бы с	1	1
1226	и совершеннее	1	1
1227	видим что	1	1
1228	в историю	1	1
1229	более сложные	1	1
1230	этого еще	1	1
1231	с каким-нибудь	1	1
1232	задний план	1	1
1233	на той	1	1
1234	и чаще	1	1
1235	на друга	2	1
1236	по сравнению	5	1
1237	это все	1	1
1238	жизни из	1	1
1239	и поэтому	2	1
1240	этого положения	1	1
1241	препятствия и	1	1
1242	быть не	1	1
1243	если для	1	1
1244	вызывает в	1	1
1245	положении находится	1	1
1246	но лишь	1	1
1247	тех пор	2	1
1248	всюду где	1	1
1249	с которой	1	1
1250	тела даже	1	1
1251	для меня	4	1
1252	уже говорили	1	1
1253	стоять на	1	1
1254	которую он	2	1
1255	и наиболее	1	1
1256	ложном пути	1	1
1257	к делу	1	1
1258	отдельные части	1	1
1259	образом они	1	1
1260	этой эволюции	1	1
1261	тот факт	4	1
1262	друга и	1	1
1263	образом по	1	1
1264	он есть	1	1
1265	всякий смысл	1	1
1266	направлено в	1	1
1267	тогда как	6	1
1268	при своем	1	1
1269	еще один	1	1
1270	наука не	1	1
1271	связанной с	1	1
1272	два различных	1	1
1273	вопрос в	1	1
1274	и там	2	1
1275	сравнительно редких	1	1
1276	и всякие	1	1
1277	нельзя рассматривать	1	1
1278	как историю	1	1
1279	положения что	1	1
1280	самой природе	1	1
1281	нами два	1	1
1282	через которую	1	1
1283	за пределами	1	1
1284	те произведения	1	1
1285	эволюции как	1	1
1286	социальных группах	1	1
1287	котором мы	1	1
1288	гораздо больше	3	1
1289	сходства с	4	1
1290	даже без	1	1
1291	еще дальше	1	1
1292	когда эти	1	1
1293	и подобных	1	1
1294	понять что	2	1
1295	по происхождению	2	1
1296	культуры как	4	1
1297	современности и	1	1
1298	вполне понятна	1	1
1299	если только	1	1
1300	который и	1	1
