N	2gram	Losev_Vesc	Problema
259	искусства и	1	14
260	уже и	1	14
261	что все	2	14
262	с другими	8	14
263	сих пор	1	14
264	только о	2	14
265	не так	2	14
266	этом случае	1	14
267	нас не	2	14
268	а это	5	14
269	все равно	6	14
270	в котором	4	14
271	говорит о	3	14
272	нас в	3	14
273	до сих	1	14
274	в дальнейшем	1	14
275	не что	12	14
276	то ни	13	14
277	что иное	12	14
278	нет никакой	4	14
279	иное как	12	14
280	же и	2	13
281	есть ни	12	13
282	из них	7	13
283	тому что	2	13
284	действительности и	5	13
285	из этого	3	13
286	должны сказать	2	13
287	сами по	3	13
288	ни на	7	13
289	бы и	9	13
290	только при	1	13
291	или другой	3	13
292	мы имеем	8	13
293	в их	4	13
294	всегда есть	5	13
295	уже давно	1	13
296	в других	1	13
297	в целях	1	13
298	иной раз	1	13
299	учение о	2	13
300	мы в	1	13
301	те или	5	13
302	дело в	6	13
303	в другом	3	12
304	он сам	2	12
305	с одной	3	12
306	в которой	5	12
307	каком случае	4	12
308	время как	4	12
309	в самой	3	12
310	и можно	2	12
311	так или	5	12
312	то время	4	12
313	на первый	1	12
314	в начале	1	12
315	и очень	1	12
316	или по	2	12
317	что этот	1	12
318	символ не	2	12
319	в смысле	22	12
320	что это	18	12
321	но именно	3	12
322	или иначе	5	12
323	нисколько не	7	12
324	в целом	3	12
325	или иных	2	11
326	и тоже	3	11
327	бы то	12	11
328	о которых	2	11
329	и следовательно	20	11
330	могли бы	1	11
331	нет никакого	3	11
332	жизни в	3	11
333	свидетельствует о	3	11
334	тот же	4	11
335	как именно	1	11
336	и другое	6	11
337	одной стороны	3	11
338	никак нельзя	2	11
339	том или	2	11
340	по поводу	1	11
341	к нему	3	11
342	только не	5	11
343	не о	2	11
344	не могут	1	11
345	и у	4	11
346	имеет значение	1	11
347	мы говорим	6	11
348	заключается в	3	11
349	в истории	3	11
350	и во	3	11
351	и самого	1	11
352	указание на	1	11
353	вообще не	6	11
354	и их	11	11
355	в нашей	1	11
356	по этому	1	11
357	и тогда	7	11
358	более или	4	10
359	есть то	12	10
360	что у	5	10
361	на том	1	10
362	но он	2	10
363	что для	5	10
364	даже если	1	10
365	один из	5	10
366	от нас	1	10
367	со всеми	1	10
368	то или	5	10
369	что оно	10	10
370	и всякий	3	10
371	есть обязательно	2	10
372	однако это	3	10
373	пусть хотя	1	10
374	все еще	3	10
375	очень много	1	10
376	бы даже	2	10
377	в одном	6	10
378	представление о	1	10
379	отличается от	8	10
380	которые мы	2	10
381	все время	1	10
382	не то	4	10
383	в заключение	1	10
384	это будет	4	10
385	и сама	4	10
386	быть только	6	10
387	однако в	3	10
388	из которых	3	10
389	состоит из	3	10
390	не имеют	1	10
391	относится к	6	10
392	внимание на	1	10
393	ни с	8	10
394	или менее	4	10
395	быть и	5	10
396	только то	4	10
397	собственно говоря	5	10
398	слова и	7	10
399	и другие	2	9
400	что если	2	9
401	с собой	2	9
402	в своих	3	9
403	их в	6	9
404	действительности а	1	9
405	вопрос о	6	9
406	нет и	4	9
407	представить себе	1	9
408	здесь как	2	9
409	не нужно	3	9
410	первой степени	1	9
411	не мешает	4	9
412	тогда когда	5	9
413	в которых	1	9
414	о котором	2	9
415	то он	2	9
416	только тогда	4	9
417	это вовсе	2	9
418	д и	11	9
419	и уж	2	9
420	однако не	4	9
421	но эта	2	9
422	имеется в	1	9
423	а его	1	9
424	она не	9	9
425	или как	3	9
426	находим в	2	9
427	в жизни	5	9
428	не вполне	2	9
429	вообще и	5	9
430	то с	3	9
431	между прочим	4	9
432	это тоже	2	9
433	на себе	5	9
434	бы в	9	9
435	не был	2	9
436	мы говорили	2	9
437	литературы и	1	9
438	поэтому и	2	9
439	здесь мы	1	9
440	с ней	2	9
441	чем же	5	9
442	и до	6	9
443	что тут	7	9
444	совсем другое	2	9
445	это было	2	9
446	жизнь и	2	9
447	как же	6	9
448	идет речь	1	9
449	человеческой жизни	1	9
450	и наконец	1	9
451	во всем	2	8
452	является в	2	8
453	заметим что	1	8
454	только что	2	8
455	с этой	6	8
456	ни только	4	8
457	и образ	3	8
458	говорится о	2	8
459	или вернее	2	8
460	нас и	1	8
461	и весь	1	8
462	конечно не	2	8
463	во всей	1	8
464	тем же	2	8
465	поскольку в	1	8
466	а наоборот	1	8
467	но для	2	8
468	от этого	3	8
469	между собой	2	8
470	а потом	3	8
471	но тогда	5	8
472	тот или	1	8
473	и по	1	8
474	с ее	10	8
475	и самый	1	8
476	к его	2	8
477	никто не	1	8
478	уж тем	1	8
479	из этих	1	8
480	нечто значит	1	8
481	и больше	13	8
482	только с	3	8
483	только потому	1	8
484	значение в	1	8
485	и тут	7	8
486	мы будем	3	8
487	если и	1	8
488	бы мы	1	8
489	не все	3	8
490	идея и	1	8
491	для всех	1	8
492	которые не	1	8
493	самом же	1	8
494	от всего	15	8
495	как только	6	8
496	и нет	3	8
497	если в	1	8
498	и он	1	8
499	ни было	12	8
500	но ведь	2	8
501	себе и	2	8
502	чистом виде	1	8
503	если же	5	8
504	которое мы	1	8
505	не значит	11	8
506	в силу	4	8
507	и этот	2	8
508	это уже	2	8
509	том как	4	8
510	а если	6	8
511	он есть	2	8
512	в сознании	1	8
513	здесь тоже	1	8
514	этот термин	1	8
515	для него	8	8
516	же такое	4	8
517	является не	2	8
518	же деле	1	8
519	с самого	1	8
520	как он	2	8
521	или других	4	7
522	даже в	1	7
523	с самим	4	7
524	его от	2	7
525	но что	9	7
526	вещи или	6	7
527	уж во	1	7
528	а а	2	7
529	во все	1	7
530	из себя	6	7
531	мы все	1	7
532	не обязательно	2	7
533	себе в	5	7
534	что их	1	7
535	но никак	1	7
536	она есть	12	7
537	мы скажем	1	7
538	ни от	7	7
539	в понятии	5	7
540	а с	3	7
541	в случае	1	7
542	или иные	1	7
543	или иное	1	7
544	не раз	1	7
545	его как	2	7
546	уже с	1	7
547	жизни а	1	7
548	своего собственного	1	7
549	оно не	6	7
550	свой собственный	1	7
551	к другому	3	7
552	это только	2	7
553	чем не	2	7
554	нечто целое	2	7
555	одной из	1	7
556	на этот	1	7
557	находятся в	2	7
558	была бы	3	7
559	а еще	1	7
560	себе но	1	7
561	мере в	2	7
562	же это	5	7
563	это в	1	7
564	не можем	3	7
565	что на	2	7
566	вообще говоря	2	7
567	еще более	4	7
568	в это	2	7
569	на этой	2	7
570	и все-таки	1	7
571	по преимуществу	2	7
572	тому же	1	7
573	же как	3	7
574	такого же	1	7
575	определенным образом	6	7
576	даже не	8	7
577	образы и	1	7
578	для получения	1	7
579	сливаются в	2	7
580	однако и	1	7
581	и который	2	7
582	в науке	3	7
583	не на	2	7
584	учения о	2	7
585	и так	2	7
586	в основе	4	7
587	сейчас мы	1	7
588	большей частью	1	7
589	времени и	1	7
590	и а	3	7
591	мы возьмем	3	7
592	не указывает	3	7
593	ее в	1	7
594	сознания и	2	7
595	же не	4	7
596	понимать как	2	7
597	в какой	1	7
598	бы весьма	1	7
599	и значения	2	7
600	философии и	1	6
601	не как	2	6
602	а есть	5	6
603	что слово	1	6
604	несет с	1	6
605	уже на	1	6
606	пор мы	1	6
607	или другие	4	6
608	в порядке	1	6
609	предмета и	1	6
610	тем или	2	6
611	действительность в	2	6
612	в действительности	7	6
613	только как	2	6
614	не всегда	1	6
615	с самой	6	6
616	ли сказать	3	6
617	от всякого	4	6
618	на него	3	6
619	что именно	4	6
620	уже по	1	6
621	не имеющих	1	6
622	мышления и	1	6
623	самое большее	1	6
624	есть просто	6	6
625	после этого	1	6
626	или не	7	6
627	и чисто	4	6
628	но когда	3	6
629	и речи	1	6
630	то уже	1	6
631	по своей	3	6
632	мы еще	2	6
633	само понятие	1	6
634	жизнь в	1	6
635	заставляет нас	1	6
636	в общем	1	6
637	это совершенно	4	6
638	в него	1	6
639	чтобы не	2	6
640	понятия и	1	6
641	нечто иное	1	6
642	и делает	2	6
643	под этим	1	6
644	данную вещь	6	6
645	есть тоже	5	6
646	отношения к	3	6
647	том смысле	1	6
648	этот вопрос	6	6
649	зависимости от	1	6
650	но оно	3	6
651	в отдельности	4	6
652	и уже	2	6
653	с которой	3	6
654	есть он	1	6
655	именно на	1	6
656	имеет никакого	2	6
657	никакого отношения	4	6
658	природы и	1	6
659	могут быть	1	6
660	образ и	3	6
661	то мы	3	6
662	и всегда	1	6
663	необходимо чтобы	7	6
664	идеи и	3	6
665	независимо от	5	6
666	просто как	2	6
667	и может	3	6
668	но она	3	6
669	есть и	13	6
670	можно найти	1	6
671	взятая сама	1	6
672	к ней	4	6
673	в античной	1	6
674	ведь и	6	6
675	а н	1	6
676	себе а	1	6
677	самого себя	2	6
678	ровно ничего	1	6
679	есть прежде	4	6
680	она является	4	6
681	если он	3	6
682	самой действительности	3	6
683	он обозначает	1	6
684	одновременно и	1	6
685	перестает быть	3	6
686	и того	2	6
687	к другой	3	6
688	как оно	4	6
689	в зависимости	1	6
690	не мог	3	6
691	есть также	1	6
692	содержится в	3	6
693	нельзя сказать	3	6
694	прежде чем	1	6
695	вещи не	11	6
696	в новое	1	6
697	же мы	2	6
698	и ничего	2	6
699	можно только	6	6
700	как таковой	1	6
701	в слове	2	6
702	ни к	3	6
703	для меня	3	6
704	этого слова	1	6
705	с его	2	6
706	есть принцип	1	6
707	самой вещи	16	6
708	этом отношении	2	6
709	есть уже	4	6
710	но с	2	6
711	без всяких	1	6
712	входить в	1	6
713	по существу	3	6
714	часто бывает	2	6
715	только к	2	6
716	первый план	1	6
717	которую мы	2	6
718	который мы	4	6
719	смысл вещи	12	6
720	в теории	1	6
721	дело не	4	6
722	мы его	1	6
723	когда он	2	6
724	факт что	1	6
725	стороны и	2	6
726	и самой	2	6
727	та или	2	6
728	все другие	1	6
729	ли в	3	6
730	само по	4	6
731	не к	3	6
732	в настоящем	5	5
733	есть результат	1	5
734	от одного	2	5
735	из самых	3	5
736	у людей	1	5
737	к самому	1	5
738	есть тот	2	5
739	другое дело	2	5
740	и пусть	1	5
741	взятый сам	1	5
742	самой же	2	5
743	или другим	2	5
744	в противоположность	1	5
745	и когда	5	5
746	указания на	1	5
747	то чтобы	3	5
748	и еще	4	5
749	к этому	2	5
750	не больше	1	5
751	тут тоже	1	5
752	истории философии	1	5
753	на себя	5	5
754	или иная	1	5
755	я не	7	5
756	обстоятельство что	1	5
757	по одному	1	5
758	отдельно от	1	5
759	если оно	9	5
760	и чтобы	2	5
761	и весьма	1	5
762	но ясно	3	5
763	оно и	4	5
764	еще только	1	5
765	одно и	6	5
766	нужно сказать	2	5
767	и тот	1	5
768	говорили что	2	5
769	вовсе еще	1	5
770	мы видели	3	5
771	обозначает и	1	5
772	утверждать что	2	5
773	не что-нибудь	2	5
774	но зато	2	5
775	к сфере	1	5
776	его на	4	5
777	поэтому в	2	5
778	сводится к	4	5
779	подобно тому	5	5
780	то на	1	5
781	о самом	1	5
782	и будет	1	5
783	только одной	2	5
784	ничем не	4	5
785	и кончая	1	5
786	своей собственной	2	5
787	ясно и	1	5
788	тех пор	1	5
789	обойтись без	4	5
790	только один	3	5
791	и вся	1	5
792	это является	1	5
793	если только	1	5
794	миф есть	1	5
795	он должен	1	5
796	для всякого	6	5
797	что может	1	5
798	для всего	2	5
799	о нем	1	5
800	что с	1	5
801	раз в	2	5
802	ведь это	1	5
803	о каком	2	5
804	мы теперь	1	5
805	чем мы	3	5
806	предмета но	1	5
807	себе что	3	5
808	у того	1	5
809	или другого	1	5
810	человека в	1	5
811	человека и	3	5
812	как то	1	5
813	и понятия	1	5
814	все что	3	5
815	вещи в	10	5
816	из всех	1	5
817	нами в	1	5
818	в собственном	3	5
819	когда в	1	5
820	себя не	2	5
821	ведь не	4	5
822	сам же	1	5
823	до того	1	5
824	действительности в	3	5
825	больше чем	1	5
826	и мышления	1	5
827	с большим	1	5
828	а мы	1	5
829	знак не	1	5
830	себя в	11	5
831	свое собственное	1	5
832	тоже весьма	1	5
833	том чтобы	2	5
834	от его	2	5
835	должно быть	8	5
836	но еще	3	5
837	сама же	1	5
838	и структура	1	5
839	мы действительно	1	5
840	от тех	1	5
841	во внимание	1	5
842	одним из	1	5
843	как его	1	5
844	себе не	3	5
845	одна из	6	5
846	в свете	8	5
847	структуры и	1	5
848	для его	2	5
849	что эта	2	5
850	хотя в	1	5
851	в нее	1	5
852	этот предмет	1	5
853	бы его	2	5
854	имеет свою	1	5
855	есть как	3	5
856	собственном смысле	4	5
857	образом и	4	5
858	не требует	1	5
859	и этого	3	5
860	существует и	2	5
861	можно даже	1	5
862	без которых	1	5
863	ли он	1	5
864	знает что	2	5
865	которая не	1	5
866	единое и	1	5
867	не знаем	2	5
868	здесь и	1	5
869	смысле что	2	5
870	нет ни	1	5
871	они не	1	5
872	без этого	3	5
873	выражение вещи	1	5
874	говорить об	2	5
875	но по	1	5
876	или что	5	5
877	говорили выше	1	5
878	сказать и	1	5
879	он говорит	2	5
880	ту или	3	5
881	тому как	5	5
882	в отвлеченном	1	5
883	в пределах	1	5
884	от того	7	5
885	чего же	3	5
886	лишь в	1	5
887	отношение к	4	5
888	для обозначения	1	5
889	тот кто	1	5
890	анализа и	1	5
891	и прежде	2	5
892	всерьез а	1	4
893	со всем	5	4
894	в общую	1	4
895	есть функция	1	4
896	на нас	3	4
897	не хочет	1	4
898	символ или	1	4
899	и само	3	4
900	понимается как	1	4
901	в духе	1	4
902	к другим	1	4
903	мы получаем	1	4
904	я могу	3	4
905	даже просто	2	4
906	на эту	1	4
907	может существовать	1	4
908	является то	1	4
909	но мы	1	4
910	свой смысл	1	4
911	действительность и	8	4
912	действительность а	2	4
913	сама эта	1	4
914	не могли	1	4
915	говорим что	3	4
916	ничто не	2	4
917	но эти	2	4
918	о них	4	4
919	если нет	1	4
920	же тут	1	4
921	именно так	2	4
922	мы конечно	1	4
923	теории и	1	4
924	на котором	1	4
925	зачем же	2	4
926	как нам	1	4
927	именно для	2	4
928	на действительность	3	4
929	сам предмет	1	4
930	для своего	1	4
931	или иную	3	4
932	одно из	2	4
933	бы что	3	4
934	существует только	2	4
935	является и	3	4
936	бы только	2	4
937	смысл но	2	4
938	большим трудом	1	4
939	на какие	1	4
940	смысловом отношении	2	4
941	смысл и	12	4
942	тот момент	2	4
943	было только	1	4
944	совершенно неверно	1	4
945	что же?	1	4
946	а тем	3	4
947	а является	1	4
948	или о	3	4
949	что только	4	4
950	себе как	2	4
951	в одну	2	4
952	от нее	2	4
953	и самое	3	4
954	он только	1	4
955	что никакой	1	4
956	же самой	3	4
957	смысла и	8	4
958	можно назвать	1	4
959	и они	2	4
960	явлений и	3	4
961	не знали	1	4
962	этот образ	1	4
963	и пр	10	4
964	в свою	5	4
965	это все	3	4
966	не быть	4	4
967	для нее	2	4
968	и наиболее	1	4
969	я в	3	4
970	что такая	1	4
971	той же	2	4
972	именно то	1	4
973	и значит	5	4
974	у них	2	4
975	указанием на	2	4
976	этот путь	1	4
977	именно к	1	4
978	но на	2	4
979	о значении	2	4
980	он как	1	4
981	на что	1	4
982	ничего кроме	1	4
983	себя самого	4	4
984	на отдельные	1	4
985	это именно	3	4
986	с их	1	4
987	что является	6	4
988	на нее	2	4
989	нас к	1	4
990	на одном	1	4
991	сразу же	1	4
992	разница между	1	4
993	отличие от	1	4
994	существуют в	1	4
995	то обстоятельство	1	4
996	ни просто	6	4
997	веры в	2	4
998	при всем	2	4
999	нам о	1	4
1000	есть такое	1	4
1001	эту тему	1	4
1002	это можно	2	4
1003	и нечто	7	4
1004	в каком-то	5	4
1005	мы сказали	2	4
1006	он с	1	4
1007	можно говорить	2	4
1008	к этой	1	4
1009	дело с	1	4
1010	она уже	3	4
1011	на какую-нибудь	1	4
1012	во втором	2	4
1013	остановиться на	3	4
1014	вещей или	1	4
1015	дается в	1	4
1016	то не	7	4
1017	равно как	4	4
1018	логики и	1	4
1019	переходит в	4	4
1020	этого понятия	1	4
1021	нельзя было	4	4
1022	мы увидим	1	4
1023	начиная от	2	4
1024	всегда и	1	4
1025	следовательно если	1	4
1026	конечно и	2	4
1027	но они	2	4
1028	образа и	1	4
1029	должен быть	5	4
1030	наряду с	2	4
1031	духа и	1	4
1032	для ее	2	4
1033	имеем дело	3	4
1034	момент в	6	4
1035	ее не	6	4
1036	собой и	1	4
1037	не выходит	1	4
1038	она и	2	4
1039	то для	1	4
1040	что вы	4	4
1041	это мы	1	4
1042	смысле и	4	4
1043	и она	3	4
1044	от одной	1	4
1045	единый и	1	4
1046	и вместе	1	4
1047	следовательно и	2	4
1048	то уж	1	4
1049	и всякого	1	4
1050	могло бы	1	4
1051	но к	2	4
1052	вопроса о	3	4
1053	бы к	2	4
1054	коем случае	1	4
1055	предполагает что	11	4
1056	именно потому	2	4
1057	кажется что	1	4
1058	что бы	1	4
1059	и каждый	1	4
1060	с чем	7	4
1061	с которым	1	4
1062	бы оно	1	4
1063	действительно есть	2	4
1064	не имеющий	1	4
1065	слова это	1	4
1066	вещи как	12	4
1067	одном случае	1	4
1068	которых мы	1	4
1069	и менее	1	4
1070	действительность но	2	4
1071	в смысловом	1	4
1072	больше ничего	12	4
1073	в сущности	7	4
1074	от другого	1	4
1075	этой точки	3	4
1076	или его	2	4
1077	вещи но	16	4
1078	если это	4	4
1079	своему смыслу	1	4
1080	себя и	8	4
1081	который и	1	4
1082	сразу и	2	4
1083	это понятие	1	4
1084	думал что	2	4
1085	но о	2	4
1086	не потому	7	4
1087	новое время	1	4
1088	из него	1	4
1089	им в	1	4
1090	самого же	2	4
1091	мог бы	7	4
1092	с нею	19	4
1093	предмет а	1	4
1094	не стоит	2	4
1095	даже вообще	2	4
1096	теперь уже	1	4
1097	они вовсе	1	4
1098	только одного	1	4
1099	ему в	1	4
1100	в коем	1	4
1101	который бы	3	4
1102	бы на	3	4
1103	тут не	7	4
1104	самой собой	4	4
1105	со своим	8	4
1106	чем он	1	4
1107	что к	1	4
1108	и которая	1	4
1109	в ту	1	4
1110	то этот	1	4
1111	что эти	2	4
1112	они все	1	4
1113	в разных	6	4
1114	так чтобы	4	4
1115	если она	11	4
1116	что из	3	4
1117	и часто	1	4
1118	еще на	1	4
1119	скажем что	1	4
1120	на это	5	4
1121	одного из	2	4
1122	или другом	2	4
1123	бы он	1	4
1124	отождествляется с	1	4
1125	более не	1	3
1126	еще раз	1	3
1127	зрения на	1	3
1128	что всякая	1	3
1129	важно для	1	3
1130	и говорить	1	3
1131	не столько	2	3
1132	этого предмета	2	3
1133	существует ли	1	3
1134	когда это	1	3
1135	вещей с	1	3
1136	и пока	1	3
1137	мир и	1	3
1138	есть возможность	1	3
1139	свою собственную	1	3
1140	а что	2	3
1141	языка в	1	3
1142	что всякое	1	3
1143	поэтому если	1	3
1144	с трудом	2	3
1145	одной и	1	3
1146	на что-то	1	3
1147	образом что	1	3
1148	от той	1	3
1149	рационализма и	7	3
1150	страха и	1	3
1151	может ли	2	3
1152	отдельности и	2	3
1153	что существует	1	3
1154	предмет то	1	3
1155	они должны	1	3
1156	находится в	4	3
1157	общего ни	1	3
1158	от них	1	3
1159	в отдельных	1	3
1160	но так	1	3
1161	ни даже	1	3
1162	мы видим	5	3
1163	и мы	5	3
1164	на которую	1	3
1165	что уже	1	3
1166	проявляется в	1	3
1167	для определения	2	3
1168	он все	1	3
1169	вещь есть	14	3
1170	этом понятии	1	3
1171	это слово	1	3
1172	есть еще	3	3
1173	совершенно ясно	2	3
1174	как таковое	1	3
1175	вещей и	12	3
1176	я и	8	3
1177	подлинном смысле	2	3
1178	сама вещь	10	3
1179	как просто	1	3
1180	если я	6	3
1181	того и	2	3
1182	и представить	1	3
1183	что хотя	1	3
1184	яснейшим образом	1	3
1185	только от	2	3
1186	но можно	3	3
1187	нами как	1	3
1188	такое в	1	3
1189	много и	1	3
1190	или другое	2	3
1191	от которых	1	3
1192	ничего нового	1	3
1193	на некоторые	1	3
1194	ясно также	1	3
1195	все дело	1	3
1196	для тех	3	3
1197	очень важно	1	3
1198	существует но	4	3
1199	смысл хотя	1	3
1200	например что	2	3
1201	на нем	1	3
1202	даже совсем	1	3
1203	о той	1	3
1204	из таких	1	3
1205	и закон	1	3
1206	есть сама	6	3
1207	пустое и	1	3
1208	и та	2	3
1209	до всякого	2	3
1210	отвлеченная идея	2	3
1211	для человека	1	3
1212	движение и	1	3
1213	пусть даже	3	3
1214	случае только	1	3
1215	выражается в	1	3
1216	от чего	3	3
1217	с такими	1	3
1218	это требует	1	3
1219	к какому	1	3
1220	сравнению с	7	3
1221	в те	1	3
1222	и явление	13	3
1223	современном состоянии	1	3
1224	к той	1	3
1225	такое положение	1	3
1226	в природе	1	3
1227	но тут	2	3
1228	вещь или	1	3
1229	мысли и	5	3
1230	в очень	1	3
1231	и заключается	1	3
1232	по сравнению	8	3
1233	каждой из	2	3
1234	всего прочего	8	3
1235	со всей	2	3
1236	речь идет	1	3
1237	материи и	1	3
1238	от других	1	3
1239	было и	2	3
1240	будет уже	3	3
1241	в отличие	1	3
1242	основан на	1	3
1243	чего-нибудь то	1	3
1244	предмета в	1	3
1245	самой вещью	5	3
1246	его только	1	3
1247	будь то	3	3
1248	это одно	1	3
1249	но есть	1	3
1250	может не	4	3
1251	сущность и	9	3
1252	что значит	8	3
1253	естественно что	1	3
1254	где он	1	3
1255	не содержит	5	3
1256	вопрос а	1	3
1257	живого существа	2	3
1258	ни тем	2	3
1259	до последней	2	3
1260	опять-таки не	1	3
1261	совсем иное	1	3
1262	которое было	1	3
1263	для науки	2	3
1264	в любом	1	3
1265	чтобы был	1	3
1266	слова есть	1	3
1267	конечно можно	4	3
1268	один и	2	3
1269	то ясно	2	3
1270	только он	1	3
1271	этих двух	2	3
1272	и свои	2	3
1273	это конечно	1	3
1274	эти последние	1	3
1275	до бесконечности	2	3
1276	привело бы	2	3
1277	в самых	1	3
1278	людей между	1	3
1279	кто не	3	3
1280	что нам	1	3
1281	то символ	1	3
1282	всего то	2	3
1283	но чисто	1	3
1284	дело вовсе	1	3
1285	указывать на	1	3
1286	для такого	2	3
1287	одного и	1	3
1288	но я	2	3
1289	эту действительность	1	3
1290	может и	3	3
1291	что-нибудь иное	1	3
1292	абстрактная метафизика	1	3
1293	что было	1	3
1294	которая была	2	3
1295	тоже вполне	1	3
1296	которая в	1	3
1297	говорят что	1	3
1298	нечто такое	1	3
1299	например с	1	3
1300	не годится	2	3
1301	от этих	1	3
1302	говорить что	4	3
1303	вещь и	18	3
1304	в первом	2	3
1305	а во-вторых	1	3
1306	результате этого	1	3
1307	и общее	1	3
1308	вещей в	3	3
1309	есть какая-нибудь	1	3
1310	кого не	1	3
1311	логический анализ	1	3
1312	введение в	1	3
1313	для их	1	3
