N	2gram	Tiupa_Hudo	Dialekti
666	от характера	1	3
667	сюда же	1	3
668	не дает	1	3
669	совсем не	1	3
670	между тем	14	3
671	всегда только	1	3
672	не более	3	3
673	зрения в	1	3
674	не мог	1	3
675	только через	1	3
676	самое что	2	3
677	кто же	1	3
678	в москве	2	3
679	как известно	1	3
680	я в	2	3
681	найти в	1	3
682	всю жизнь	1	3
683	или иного	4	3
684	для чего	1	3
685	и чем	1	3
686	я сам	2	3
687	образом и	1	3
688	и этот	1	3
689	для себя	9	3
690	стороны в	1	3
691	мы в	1	3
692	абсолютная истина	1	3
693	же о	2	3
694	когда вдруг	1	3
695	нельзя ли	1	3
696	и событий	1	3
697	о самом	2	3
698	претендует на	1	3
699	в бесконечность	1	3
700	оно всегда	1	3
701	солнца и	1	3
702	в слове	1	3
703	от его	1	3
704	в которых	1	3
705	говорить и	1	3
706	к другому	5	3
707	все они	2	3
708	бы не	3	3
709	тех же	2	3
710	как одно	1	3
711	да еще	1	3
712	о своем	2	3
713	вслед за	3	3
714	ее с	1	3
715	чем не	2	3
716	знаем что	2	3
717	и потом	2	3
718	по преимуществу	6	3
719	одной из	5	3
720	не знаем	2	3
721	здесь не	2	3
722	не должна	1	3
723	тот же	1	3
724	нею в	1	3
725	человека но	1	3
726	одних и	2	3
727	в свое	1	3
728	но на	1	3
729	отцу и	1	3
730	личности которая	2	3
731	ее на	3	3
732	и которая	1	3
733	тому чтобы	1	3
734	такое же	1	3
735	как у	2	3
736	для нас	4	3
737	место в	3	3
738	различия между	3	3
739	однако не	1	3
740	именно так	2	3
741	истории не	1	3
742	этого не	1	3
743	когда оно	1	3
744	а то	2	3
745	в какой	1	3
746	является не	1	3
747	при таком	1	3
748	так в	2	3
749	к своему	2	3
750	по его	4	3
751	когда же	3	3
752	лежит в	1	3
753	было ни	2	3
754	зная что	2	3
755	же деле	1	3
756	переходя в	1	3
757	с самого	1	3
758	отличие от	1	3
759	на свои	2	3
760	или иную	2	3
761	церкви и	1	3
762	ту или	2	3
763	в свою	1	3
764	в искусстве	1	3
765	далеко не	1	3
766	вообще на	1	3
767	и всегда	1	3
768	идет о	3	3
769	лишь в	5	3
770	что можно	2	3
771	в который	1	3
772	них нет	1	3
773	можно судить	1	3
774	в голову	3	3
775	и тех	3	3
776	она действительно	1	3
777	происходит в	1	3
778	души есть	1	3
779	как два	2	2
780	всего это	1	2
781	еще раз	2	2
782	человеческой жизни	9	2
783	он входит	1	2
784	здесь именно	1	2
785	в общий	1	2
786	бы даже	1	2
787	и имеет	1	2
788	какими бы	1	2
789	но тем	2	2
790	не вызывает	2	2
791	остановиться на	1	2
792	его от	1	2
793	в изображении	2	2
794	не являясь	1	2
795	природы или	1	2
796	встречается в	1	2
797	в духе	6	2
798	существования но	1	2
799	не предполагает	1	2
800	и сам	3	2
801	и опять	1	2
802	на свою	1	2
803	мысль о	2	2
804	уже на	1	2
805	это опять-таки	1	2
806	например от	1	2
807	роль в	2	2
808	почему это	1	2
809	может дать	1	2
810	когда в	4	2
811	поскольку он	1	2
812	и слово	1	2
813	в символическом	1	2
814	жизни ведь	2	2
815	только теперь	1	2
816	связано с	1	2
817	мы с	3	2
818	первый взгляд	1	2
819	при всей	3	2
820	встреча двух	1	2
821	ответить на	2	2
822	во все	1	2
823	всю его	1	2
824	она же	1	2
825	жизни он	2	2
826	он был	1	2
827	своей природе	2	2
828	всего что	1	2
829	свою личность	1	2
830	жизнь а	1	2
831	это его	1	2
832	говорит об	1	2
833	во многих	1	2
834	в условиях	1	2
835	из их	1	2
836	уже было	1	2
837	смысле слова	1	2
838	а когда	1	2
839	о них	4	2
840	в различных	1	2
841	а между	4	2
842	ни одного	1	2
843	на вас	1	2
844	себе в	2	2
845	свою очередь	1	2
846	любви к	2	2
847	и начинает	1	2
848	в глаза	1	2
849	и остается	2	2
850	ней и	1	2
851	во всякой	1	2
852	наряду с	4	2
853	мы о	1	2
854	в нашем	2	2
855	к которому	1	2
856	находится в	1	2
857	вопросе о	1	2
858	именно с	1	2
859	она может	2	2
860	всю ее	1	2
861	друг с	1	2
862	нем не	1	2
863	и чувства	2	2
864	ни стало	1	2
865	в системе	2	2
866	где все	1	2
867	то о	2	2
868	в черном	2	2
869	жизни с	3	2
870	начало и	1	2
871	не иметь	1	2
872	не замечают	1	2
873	ближе к	2	2
874	выражение лица	1	2
875	ее и	2	2
876	нами не	1	2
877	мы как	1	2
878	несет на	2	2
879	он от	2	2
880	жизни так	4	2
881	не видел	1	2
882	на том	3	2
883	но еще	3	2
884	есть форма	1	2
885	происходит это	1	2
886	потому не	1	2
887	есть его	1	2
888	то для	1	2
889	а ведь	1	2
890	самих этих	1	2
891	а тогда	1	2
892	себе так	1	2
893	достаточно было	1	2
894	как можно	1	2
895	вокруг себя	1	2
896	цвета в	1	2
897	чем в	1	2
898	и других	1	2
899	к отцу	1	2
900	пока только	1	2
901	прежде чем	2	2
902	и говорит	2	2
903	человеческая жизнь	1	2
904	как его	3	2
905	и хорошо	2	2
906	не остается	1	2
907	как видим	1	2
908	между ними	2	2
909	и внутреннего	1	2
910	человек в	3	2
911	и оказывается	1	2
912	она на	1	2
913	его жизни	6	2
914	или предмет	1	2
915	в сторону	2	2
916	достаточно чтобы	1	2
917	в других	4	2
918	а для	1	2
919	исторической эпохи	1	2
920	и быть	4	2
921	в лучшем	1	2
922	но при	3	2
923	но зато	1	2
924	его собственные	1	2
925	не могла	4	2
926	перед лицом	1	2
927	может уже	1	2
928	ему быть	2	2
929	это вопрос	1	2
930	нем и	1	2
931	для той	1	2
932	тот или	1	2
933	на который	1	2
934	однако в	4	2
935	на лошади	1	2
936	и др	1	2
937	его личности	3	2
938	существует в	1	2
939	но ее	1	2
940	образом в	1	2
941	самосознания и	1	2
942	ибо в	2	2
943	вот и	3	2
944	его внутренней	1	2
945	бы я	1	2
946	и нельзя	1	2
947	к сожалению	1	2
948	на деле	1	2
949	во втором	2	2
950	нашего исследования	1	2
951	существования и	1	2
952	достоевского в	1	2
953	они и	2	2
954	чего и	1	2
955	же самая	1	2
956	то есть	1	2
957	и прочих	1	2
958	с такой	3	2
959	внешнее что	1	2
960	но также	1	2
961	не сводимой	3	2
962	вот как	1	2
963	не требует	1	2
964	в другой	2	2
965	в человеке	5	2
966	то с	1	2
967	вне всякого	1	2
968	только еще	1	2
969	в я	4	2
970	личности так	1	2
971	именно оно	1	2
972	их и	1	2
973	его собственная	1	2
974	где-нибудь на	1	2
975	на месте	2	2
976	ничего такого	1	2
977	бы уже	1	2
978	к его	1	2
979	и просто	1	2
980	жизни в	12	2
981	углубляясь в	1	2
982	ли он	1	2
983	января г	1	2
984	всей своей	2	2
985	уже одно	2	2
986	своей жизни	6	2
987	он мог	1	2
988	а личность	1	2
989	и состоит	4	2
990	не имеют	3	2
991	и заключается	1	2
992	в становлении	1	2
993	принципиально не	1	2
994	связана с	1	2
995	наконец в	2	2
996	относится к	1	2
997	это то	1	2
998	не должно	2	2
999	могла бы	2	2
1000	и поэтому	2	2
1001	если для	1	2
1002	внимание на	3	2
1003	человека от	1	2
1004	как вещь	1	2
1005	слова и	1	2
1006	общение с	1	2
1007	и теперь	1	2
1008	именно на	2	2
1009	и ему	5	2
1010	а о	2	2
1011	частности и	1	2
1012	этой жизни	2	2
1013	и до	1	2
1014	более и	1	2
1015	взгляда на	2	2
1016	друг от	2	2
1017	друга и	1	2
1018	я хотел	1	2
1019	было и	1	2
1020	свое существование	1	2
1021	мне не	1	2
1022	неотделима от	1	2
1023	нее самой	1	2
1024	него и	2	2
1025	художественное произведение	1	2
1026	ее не	1	2
1027	или с	2	2
1028	в образе	1	2
1029	корнями в	1	2
1030	именно то	1	2
1031	в аспекте	5	2
1032	не лучше	1	2
1033	где бы	1	2
1034	это одно	1	2
1035	мира не	1	2
1036	о вещи	1	2
1037	бы его	1	2
1038	жизни не	2	2
1039	они были	2	2
1040	понять и	1	2
1041	жизни но	1	2
1042	как к	4	2
1043	дает нам	1	2
1044	но когда	2	2
1045	не во	3	2
1046	что остается	1	2
1047	делает их	1	2
1048	и уж	2	2
1049	не для	1	2
1050	бы на	2	2
1051	в определенном	1	2
1052	легко заметить	2	2
1053	его и	2	2
1054	в соответствующих	2	2
1055	причем все	1	2
1056	в полном	2	2
1057	в широком	1	2
1058	нет это	1	2
1059	раз в	5	2
1060	с которым	1	2
1061	себе но	1	2
1062	от друга	2	2
1063	все ее	1	2
1064	об этих	1	2
1065	на нее	1	2
1066	дело в	2	2
1067	это еще	1	2
1068	ни одна	2	2
1069	он один	1	2
1070	бы быть	1	2
1071	на одном	2	2
1072	в такой	2	2
1073	лица не	1	2
1074	по самой	1	2
1075	на его	2	2
1076	с другом	1	2
1077	в каждой	2	2
1078	бы совершенно	1	2
1079	это так	3	2
1080	за его	1	2
1081	а так	1	2
1082	иной чем	1	2
1083	нее и	1	2
1084	ему не	3	2
1085	этих двух	2	2
1086	человека в	10	2
1087	там где	2	2
1088	чистом виде	1	2
1089	с какой-то	1	2
1090	то чего	2	2
1091	в акте	1	2
1092	на всех	1	2
1093	мысли в	2	2
1094	бытия в	1	2
1095	на меня	1	2
1096	категория личности	1	2
1097	в нашей	1	2
1098	еще в	4	2
1099	всегда было	1	2
1100	у нее	10	2
1101	всей его	1	2
1102	во всю	1	2
1103	на это	2	2
1104	которым она	1	2
1105	со своими	1	2
1106	во многом	1	2
1107	одного из	1	2
1108	и самого	1	2
1109	которой уже	1	2
1110	в пространстве	1	2
1111	в узком	1	2
1112	сердце и	1	2
1113	общества и	1	2
1114	все еще	3	2
1115	есть подлинное	1	2
1116	бытия то	1	2
1117	эпохи и	1	2
1118	в целом	2	2
1119	себя то	1	2
1120	как для	1	2
1121	жизни личности	2	2
1122	нечто иное	2	2
1123	красота в	1	1
1124	это на	1	1
1125	школы по	1	1
1126	было так	2	1
1127	в т	5	1
1128	что один	1	1
1129	личное мнение	1	1
1130	и другие	5	1
1131	главе с	1	1
1132	правда ли?	1	1
1133	оно все	1	1
1134	о чистом	1	1
1135	существенное различие	1	1
1136	и содержания	1	1
1137	зрения на	2	1
1138	уж не	1	1
1139	общий контекст	1	1
1140	с живым	1	1
1141	их живой	1	1
1142	и смыслов	1	1
1143	сказано о	1	1
1144	средних веков	1	1
1145	исходя из	1	1
1146	в такое	1	1
1147	форма но	1	1
1148	поверхности земли	1	1
1149	анекдоте или	2	1
1150	с детства	1	1
1151	каждого отдельного	3	1
1152	отношениях к	1	1
1153	она лишь	2	1
1154	они уже	1	1
1155	себе самой	1	1
1156	не имеющее	1	1
1157	она уже	1	1
1158	бытия на	3	1
1159	можно заметить	1	1
1160	всегда предполагает	1	1
1161	ни другое	1	1
1162	с утра	1	1
1163	суть именно	1	1
1164	и таких	1	1
1165	и духовное	1	1
1166	одному из	1	1
1167	извне и	1	1
1168	снимает с	1	1
1169	говорилось в	1	1
1170	последней моде	1	1
1171	ни слова	1	1
1172	еще тысяча	1	1
1173	и видно	1	1
1174	есть продукт	1	1
1175	видит его	1	1
1176	построенного на	1	1
1177	как субъекта	3	1
1178	чтобы в	1	1
1179	люди и	1	1
1180	ни души	1	1
1181	а напротив	1	1
1182	только иметь	1	1
1183	голову что	1	1
1184	на свой	3	1
1185	и чужой	1	1
1186	раз говорит	1	1
1187	веры не	1	1
1188	с меня	1	1
1189	все дело	1	1
1190	людей а	2	1
1191	встречи двух	1	1
1192	как об	1	1
1193	за ним	3	1
1194	и полное	1	1
1195	у людей	1	1
1196	и умирает	1	1
1197	еще недостаточно	1	1
1198	конечном счете	4	1
1199	между прочим	1	1
1200	и поведения	1	1
1201	бы такую	1	1
1202	другого я	1	1
1203	давно уже	3	1
1204	когда это	1	1
1205	и чувство	1	1
1206	похож на	1	1
1207	начинается с	2	1
1208	об анекдоте	2	1
1209	мысли о	3	1
1210	одновременно и	5	1
1211	единую и	1	1
1212	себе момент	2	1
1213	подлинный смысл	1	1
1214	дома и	1	1
1215	даже до	1	1
1216	вполне достаточно	1	1
1217	за ней	2	1
1218	тогда в	2	1
1219	не думал	1	1
1220	еще придется	1	1
1221	когда ему	1	1
1222	не его	1	1
1223	то сердце	1	1
1224	которая будет	1	1
1225	казалось бы	12	1
1226	обыденной жизни	1	1
1227	г в	1	1
1228	жизнь человека	1	1
1229	говорится о	2	1
1230	и дело	3	1
1231	во внешнем	1	1
1232	для автора	1	1
1233	и предполагает	1	1
1234	личности не	3	1
1235	личностного в	2	1
1236	требует для	1	1
1237	факта что	1	1
1238	находит в	1	1
1239	несомненно она	1	1
1240	века в	2	1
1241	можно считать	1	1
1242	и такие	1	1
1243	своей личностной	2	1
1244	это часто	1	1
1245	которой он	2	1
1246	все к	1	1
1247	в пределе	2	1
1248	нас и	1	1
1249	жизни эта	2	1
1250	действительности как	1	1
1251	личность не	2	1
1252	собой один	1	1
1253	этом мы	1	1
1254	чем я	1	1
1255	входит в	1	1
1256	имеет в	1	1
1257	от обыкновенной	1	1
1258	время нельзя	1	1
1259	в самых	1	1
1260	к своей	1	1
1261	внешнего и	1	1
1262	я этого	1	1
1263	с самой	1	1
1264	в крыму	1	1
1265	из своего	1	1
1266	таковой не	1	1
1267	становящейся личности	1	1
1268	она тоже	1	1
1269	выкинуть из	1	1
1270	приходит к	3	1
1271	человека которого	1	1
1272	этим не	1	1
1273	внимания к	1	1
1274	как характер	1	1
1275	для своей	1	1
1276	душу и	2	1
1277	глубину и	1	1
1278	имеют для	1	1
1279	идти не	1	1
1280	может даже	1	1
1281	перед ним	2	1
1282	в прошлом	1	1
1283	о природе	3	1
1284	но ни	1	1
1285	у себя	3	1
1286	казалось что	6	1
1287	на наших	1	1
1288	с самим	2	1
1289	эти более	1	1
1290	будет не	1	1
1291	по случаю	1	1
1292	том чтобы	2	1
1293	как выразить	1	1
1294	места для	1	1
1295	личность же	2	1
1296	реальной жизни	1	1
1297	следующим образом	3	1
1298	за него	2	1
1299	за все	1	1
1300	из всякого	1	1
1301	этих категорий	1	1
1302	как от	2	1
1303	ценности но	1	1
1304	мыслились не	1	1
1305	ее внутренней	1	1
1306	глубины и	1	1
1307	при виде	1	1
1308	не переставая	1	1
1309	науке о	1	1
1310	тоже была	1	1
1311	иным как	1	1
1312	всех людей	1	1
1313	речь о	1	1
1314	себя до	1	1
1315	не получает	1	1
1316	сказать почти	1	1
1317	ты для	1	1
1318	жизни есть	1	1
1319	его имело	1	1
1320	и две	1	1
