N	3gram	Vygotskiy_	RusskieA
125	они как бы	1	1
126	все то что	6	1
127	одного и того	2	1
128	как это не	1	1
129	например в том	1	1
130	сам по себе	4	1
131	что один из	1	1
132	но не только	1	1
133	мы знаем что	3	1
134	то о чем	2	1
135	разные стороны и	1	1
136	а между тем	1	1
137	нужно было бы	1	1
138	того что в	1	1
139	сказывается и в	1	1
140	а нечто совсем	1	1
141	но может быть	2	1
142	между тем как	1	1
143	один из самых	1	1
144	то что ему	3	1
145	когда полагает что	1	1
146	тесно связаны с	1	1
147	и таким образом	3	1
148	в своем роде	1	1
149	что в них	1	1
150	к тому же	1	1
151	на этот вопрос	5	1
152	что в основе	1	1
153	и во многих	1	1
154	мы видим что	5	1
155	это означает что	1	1
156	и того же	2	1
157	то же самое	8	1
158	для нас совершенно	1	1
159	сама по себе	3	1
160	мы склонны видеть	1	1
161	что он имел	1	1
162	правильнее было бы	1	1
163	в другом месте	1	1
164	во всех других	1	1
165	для нас важно	1	1
166	если это не	1	1
167	как думают некоторые	1	1
168	в применении к	1	1
169	им не только	1	1
170	что первые два	1	1
171	о том чтобы	1	1
172	в этой теории	1	1
173	быть не может	1	1
174	с ним не	1	1
175	в течение всей	1	1
176	следовательно не только	1	1
177	между собою и	1	1
178	но он не	2	1
179	те и другие	1	1
180	покажет нам что	1	1
181	и может быть	2	1
182	к другому и	1	1
183	из них каждый	1	1
184	по поводу этого	1	1
185	и несмотря на	1	1
186	не до конца	1	1
187	эта точка зрения	1	1
188	в них же	1	1
189	в целом ряде	2	1
190	то что в	4	1
191	как один из	1	1
192	перед нами как	1	1
193	сказать что в	2	1
194	дают в руки	1	1
195	сомнения в том	1	1
196	и что следовательно	2	1
197	такими какими их	1	1
198	отсюда можно сделать	1	1
199	таким образом в	2	1
200	как раз наоборот	2	1
201	потому что на	1	1
202	в нашем сознании	1	1
203	видели что в	1	1
204	из того что	3	1
205	показывает что в	2	1
206	утверждает что у	2	1
207	дело в том	2	1
208	и та же	3	1
209	но еще не	1	1
210	приводит к тому	1	1
211	смысле этого слова	1	1
212	и все другие	1	1
213	что она в	1	1
214	на них как	1	1
215	и в своем	1	1
216	из этих элементов	1	1
217	самом деле как	1	1
218	это и не	1	1
219	и это не	2	1
220	по его словам	1	1
221	он придает этому	1	1
222	она как бы	1	1
223	у нас на	1	1
224	возможно для этого	1	1
225	к такому же	1	1
226	обратиться к таким	1	1
227	что в нем	3	1
228	у него нет	1	1
229	в собственном смысле	2	1
230	ни в одном	1	1
231	прав когда полагает	1	1
232	в русском языке	1	1
233	в игре в	1	1
234	одна и та	2	1
235	в этой же	1	1
236	по этому вопросу	1	1
237	и одна из	1	1
238	по существу в	1	1
239	потому что они	3	1
240	и не только	1	1
241	в себе и	1	1
242	это и есть	1	1
243	и показывает что	1	1
244	то время как	4	1
245	что и в	1	1
246	том что ее	1	1
247	и что от	1	1
248	в основе своей	1	1
249	он был бы	1	1
250	сводится к тому	3	1
251	только в тех	1	1
252	но по поводу	1	1
