N	2gram	Berdyaev_M	DiskursI
120	в истории	2	6
121	что же	2	6
122	в трагедии	3	6
123	в эпоху	2	6
124	в одной	1	6
125	тому как	2	6
126	отношение к	9	6
127	одного из	1	6
128	в период	1	6
129	в той	3	5
130	в виду	2	5
131	мысль о	2	5
132	по своим	1	5
133	в ряду	1	5
134	было в	3	5
135	своей природе	1	5
136	в другом	1	5
137	не всегда	1	5
138	говорить о	1	5
139	значительной степени	2	5
140	не вполне	1	5
141	перед ним	3	5
142	в прошлом	1	5
143	к ним	1	5
144	сказать что	5	5
145	на протяжении	2	5
146	к себе	3	5
147	я и	3	5
148	в сторону	1	5
149	на этом	5	5
150	подход к	1	5
151	тем что	7	5
152	во второй	1	5
153	во втором	1	5
154	один из	9	5
155	подобно тому	2	5
156	за пределы	5	5
157	оно не	3	5
158	в свою	5	5
159	в значительной	2	5
160	известного рода	1	5
161	переход от	1	5
162	принадлежит к	3	5
163	при котором	1	5
164	ничего не	4	5
165	того что	13	5
166	того как	3	5
167	о нем	2	5
168	несет в	1	5
169	в ней	23	5
170	и состоит	1	5
171	мира и	6	5
172	в их	4	5
173	и потому	17	5
174	но она	3	5
175	как будто	4	5
176	не к	6	5
177	в самом	15	4
178	и к	9	4
179	человеческой жизни	4	4
180	говорит о	1	4
181	и до	1	4
182	в жизни	7	4
183	его на	4	4
184	отличается от	2	4
185	во всяком	1	4
186	восходит к	1	4
187	из жизни	1	4
188	между двумя	1	4
189	бытия а	1	4
190	что они	4	4
191	привело к	1	4
192	по преимуществу	4	4
193	ромео и	1	4
194	к жизни	1	4
195	не о	2	4
196	будто бы	3	4
197	одним из	2	4
198	что не	3	4
199	я не	4	4
200	не есть	21	4
201	одном из	1	4
202	по себе	2	4
203	и это	16	4
204	в наше	2	4
205	и тем	1	4
206	должны быть	3	4
207	хотя в	1	4
208	это в	1	4
209	и есть	21	4
210	наше время	1	4
211	жизни а	3	4
212	с ним	5	4
213	не могут	6	4
214	особого рода	1	4
215	с ней	3	4
216	можно назвать	1	4
217	к другому	4	4
218	традиции в	1	4
219	более чем	3	4
220	на примере	1	4
221	и во	5	4
222	до конца	16	4
223	мире в	1	4
224	до известной	1	4
225	у них	4	4
226	не знают	4	4
227	в свое	1	4
228	мы имеем	1	4
229	не для	2	4
230	есть в	3	4
231	и др	1	4
232	со своим	2	4
233	с той	1	4
234	в какой	1	4
235	по своему	3	4
236	на его	1	4
237	а на	1	4
238	а к	2	4
239	человеческого сознания	3	4
240	и прежде	1	4
241	является в	1	3
242	в момент	3	3
243	существенно для	1	3
244	не бывает	3	3
245	у пушкина	1	3
246	на смену	3	3
247	но все	1	3
248	и сам	1	3
249	их в	1	3
250	чем не	3	3
251	с этим	4	3
252	вопрос о	7	3
253	в пределе	1	3
254	входит в	3	3
255	имея в	1	3
256	означает не	1	3
257	как на	1	3
258	момент в	5	3
259	это прежде	1	3
260	ближе к	1	3
261	на почве	3	3
262	и он	21	3
263	в жертву	1	3
264	вплоть до	1	3
265	обнаруживается в	2	3
266	к которому	1	3
267	своего другого	1	3
268	в которой	8	3
269	к чему	5	3
270	на себя	1	3
271	в области	1	3
272	как у	2	3
273	о себе	3	3
274	начало в	3	3
275	самому себе	2	3
276	и что	4	3
277	для человека	5	3
278	в иных	3	3
279	было бы	11	3
280	его как	2	3
281	о его	1	3
282	и от	3	3
283	ней в	1	3
284	бы быть	1	3
285	и по	4	3
286	не случайно	1	3
287	мире и	1	3
288	они и	3	3
289	принадлежат к	3	3
290	живет в	2	3
291	должна быть	7	3
292	с миром	1	3
293	но также	2	3
294	истории в	2	3
295	заключается в	1	3
296	отношения к	6	3
297	как не	1	3
298	вместе с	7	3
299	перед лицом	1	3
300	не имеет	7	3
301	да и	1	3
302	он мог	2	3
303	но оно	1	3
304	это и	7	3
305	и более	2	3
306	своей собственной	1	3
307	на том	3	3
308	образ человека	8	3
309	значение для	1	3
310	в первых	2	3
311	в обоих	1	3
312	к миру	3	3
313	всяком случае	1	3
314	жизни не	2	3
315	ему в	1	3
316	мог быть	1	3
317	они не	4	3
318	различие между	2	3
319	уже в	6	3
320	мы не	2	3
321	с их	2	3
322	место в	4	3
323	что ни	1	3
324	а о	1	3
325	и всякое	1	3
326	в сферу	1	3
327	и без	2	3
328	все эти	3	3
329	в греческой	1	3
330	об этом	2	3
331	особенно в	3	3
332	бы это	2	3
333	мере в	1	3
334	том случае	1	3
335	личности в	4	3
336	она не	9	3
337	хотя бы	8	3
338	когда он	3	3
339	в начале	2	3
340	с человеком	2	3
341	имеет свою	1	3
342	к ней	6	3
343	жизни и	6	3
344	для этого	3	3
345	и наконец	1	3
346	что на	1	3
347	мира с	2	3
348	на большую	2	2
349	что было	2	2
350	во всем	5	2
351	в душе	1	2
352	из сторон	1	2
353	укладу жизни	1	2
354	с этой	4	2
355	еще более	3	2
356	которая его	1	2
357	мысли и	2	2
358	те же	5	2
359	которое может	1	2
360	нас в	3	2
361	благоговение перед	1	2
362	требует от	1	2
363	такова что	1	2
364	этом основании	1	2
365	мыслится как	1	2
366	или во	1	2
367	быть признана	1	2
368	и с	6	2
369	о мире	2	2
370	жизнь в	4	2
371	происходит не	1	2
372	всегда в	1	2
373	мысли о	3	2
374	обращение к	1	2
375	определяется не	1	2
376	в записках	2	2
377	не могли	1	2
378	в нескольких	1	2
379	для того	4	2
380	сознания в	2	2
381	одной и	2	2
382	мы все	1	2
383	к которой	4	2
384	уже как	1	2
385	принадлежит не	1	2
386	в чистом	1	2
387	было сказано	1	2
388	то чтобы	1	2
389	человеком и	1	2
390	жизни как	1	2
391	все то	1	2
392	в нашем	2	2
393	для понимания	1	2
394	он сам	11	2
395	по поводу	1	2
396	трагедии и	1	2
397	не то	1	2
398	от ее	1	2
399	к нему	8	2
400	всего в	2	2
401	той мере	1	2
402	мышления и	1	2
403	должно быть	5	2
404	начала и	1	2
405	не стремится	1	2
406	выбора и	1	2
407	чем у	8	2
408	бытия и	1	2
409	человек как	1	2
410	не от	3	2
411	природу и	2	2
412	как можно	1	2
413	у него	38	2
414	что она	5	2
415	как его	1	2
416	но для	2	2
417	не ведет	3	2
418	человек в	12	2
419	же как	1	2
420	для человеческого	3	2
421	себе и	4	2
422	это ведет	1	2
423	в чем	3	2
424	что как	1	2
425	на судьбе	1	2
426	вопроса о	1	2
427	не был	8	2
428	а потом	1	2
429	остается в	1	2
430	в каждом	4	2
431	не имея	1	2
432	и быть	2	2
433	он ничего	1	2
434	всего лишь	1	2
435	личности и	3	2
436	действующих лиц	1	2
437	не совпадает	1	2
438	жизнь как	1	2
439	только с	3	2
440	или о	1	2
441	бы его	2	2
442	обращен к	8	2
443	бессмертие и	2	2
444	писателя в	1	2
445	они были	2	2
446	его к	2	2
447	а как	2	2
448	в него	3	2
449	вопросом о	1	2
450	к такому	1	2
451	на деле	4	2
452	а потому	1	2
453	не внешними	1	2
454	как с	1	2
455	как к	2	2
456	отличается не	1	2
457	его с	4	2
458	и должно	3	2
459	удивительно что	1	2
460	божественного миропорядка	1	2
461	поэтому в	1	2
462	интерес к	5	2
463	разного рода	2	2
464	с природой	1	2
465	в отношении	6	2
466	и делает	1	2
467	первый и	1	2
468	о природе	1	2
469	если бы	5	2
470	самом деле	2	2
471	самим собой	1	2
472	от своего	2	2
473	с таким	2	2
474	в россии	2	2
475	о своей	2	2
476	в различные	1	2
477	от его	3	2
478	не приводит	1	2
479	влияния на	1	2
480	себя и	6	2
481	о любви	1	2
482	преступления и	4	2
483	тех же	1	2
484	не имеют	2	2
485	не должно	1	2
486	два полюса	1	2
487	и теперь	1	2
488	и вся	1	2
489	совпадают с	1	2
490	вступает в	1	2
491	отношении к	4	2
492	и ему	1	2
493	к одному	2	2
494	нормы а	1	2
495	целый ряд	2	2
496	последних двух	1	2
497	он есть	1	2
498	литературы в	1	2
499	и той	2	2
500	есть его	1	2
501	всякий раз	2	2
502	на этот	2	2
503	событие в	1	2
504	этого слова	1	2
505	друг друга	12	2
506	в самой	8	2
507	во внутреннем	1	2
508	могли быть	1	2
509	которому он	1	2
510	одних и	1	2
511	в любви	12	2
512	ответ на	1	2
513	но на	2	2
514	значение в	1	2
515	выходит за	1	2
516	может не	3	2
517	его героев	1	2
518	ни с	4	2
519	существования а	1	2
520	в первый	1	2
521	не всякая	1	2
522	все это	6	2
523	человеческой индивидуальности	2	2
524	ее в	1	2
525	истории с	1	2
526	же не	2	2
527	чем он	1	2
528	другого в	2	2
529	что является	1	2
530	за этим	1	2
531	это еще	1	2
532	себя а	1	2
533	он видел	1	2
534	которое было	1	2
535	анна каренина	1	2
536	лежит на	1	2
537	так в	1	2
538	перед собой	2	2
539	к концу	5	2
540	к своему	2	2
541	со своей	2	2
542	света и	2	2
543	это было	1	2
544	путь к	2	2
545	говорит об	1	2
546	вовсе не	1	2
547	за его	2	2
548	как все	1	2
549	тем более	1	2
550	связаны с	1	2
551	он ни	2	2
552	случае если	1	2
553	его не	5	2
554	не по	1	2
555	для кого	1	2
556	мы должны	1	2
557	быть и	2	2
558	и их	3	2
559	отказ от	1	2
560	к области	1	2
561	заключает в	3	2
562	чтобы не	4	2
563	человека с	2	2
564	х годов	1	2
565	происходит от	1	2
566	на то	1	2
567	право на	1	2
568	и только	1	2
569	человек не	17	2
570	которая и	1	2
571	которой нет	1	2
572	уже было	1	2
573	не могло	1	2
574	есть не	9	2
575	протекает в	1	1
576	что если	1	1
577	внешних событий	1	1
578	возможно лишь	1	1
579	же и	2	1
580	когда она	1	1
581	самого человека	3	1
582	самого себя	6	1
583	творчества в	1	1
584	к этой	3	1
585	есть откровение	1	1
586	по состоянию	1	1
587	человека можно	1	1
588	степени как	1	1
589	это лишь	2	1
590	тому что	2	1
591	в финале	1	1
592	он предлагает	1	1
593	мировой жизни	1	1
594	в разных	3	1
595	решения вопроса	1	1
596	тем как	2	1
597	и был	1	1
598	примыкает к	1	1
599	как говорит	1	1
600	что человек	5	1
601	или он	1	1
602	его от	1	1
603	исторического процесса	1	1
604	что русский	1	1
605	этом направлении	1	1
606	не несет	1	1
607	всей ее	1	1
608	мира они	1	1
609	быть названа	1	1
610	стоит в	3	1
611	от одного	1	1
612	свободу в	2	1
613	на мир	1	1
614	из нее	1	1
615	и там	10	1
616	и чувствовал	1	1
617	человека для	4	1
618	а иногда	1	1
619	на земле	7	1
620	к более	1	1
621	высокое и	1	1
622	отношением к	2	1
623	мира это	1	1
624	и другим	1	1
625	с тем	10	1
626	христианской культуры	1	1
627	почему они	2	1
628	к самому	2	1
629	сомнения и	1	1
630	а именно	1	1
631	с еще	1	1
632	народа в	1	1
633	может существовать	1	1
634	и зла	9	1
635	в природе	1	1
636	что природа	2	1
637	же сам	1	1
638	своем творчестве	3	1
639	есть то	2	1
640	в это	1	1
641	мир и	3	1
642	у достоевского	75	1
643	культурной традиции	1	1
644	отца и	1	1
645	культуры в	1	1
646	процесса не	2	1
647	нем нет	1	1
648	вечности и	1	1
649	истины о	1	1
650	на одном	1	1
651	и нет	3	1
652	на все	3	1
653	человеческая судьба	2	1
654	в такой	4	1
655	оно имеет	1	1
656	которые не	2	1
657	в жизнь	1	1
658	еще от	1	1
659	претензия на	1	1
660	не существует	5	1
661	может так	1	1
662	то это	1	1
663	которой он	2	1
664	в динамике	3	1
665	человека не	6	1
666	он был	18	1
667	духовной жизни	3	1
668	даже и	2	1
669	и иван	2	1
670	и формулировать	1	1
671	но эти	1	1
672	зла или	1	1
673	и своим	1	1
674	с другим	3	1
675	в этот	2	1
676	что вся	1	1
677	этой связи	1	1
678	с ума	4	1
679	человеческого счастья	1	1
680	средних веков	1	1
681	и трагедии	1	1
682	всего как	1	1
683	втором случае	1	1
684	на пути	4	1
685	приходит к	2	1
686	превращается в	1	1
687	в смысле	1	1
688	и те	4	1
689	в небытие	2	1
690	не что	4	1
691	от своей	2	1
692	так же	5	1
693	на практике	1	1
694	судьба человеческая	1	1
695	глубине своего	1	1
696	в глаза	1	1
697	она означает	1	1
698	и ответственности	1	1
699	всего что	2	1
700	его собственной	2	1
701	друг на	1	1
702	его гения	1	1
703	человека эта	1	1
704	но ни	1	1
705	и еще	3	1
706	с самим	5	1
707	с именем	1	1
708	наряду с	1	1
709	ключ к	1	1
710	остаток и	1	1
711	такая же	1	1
712	быть в	1	1
713	находится в	1	1
714	как от	1	1
715	есть по	1	1
716	и недостаточно	2	1
717	не одно	1	1
718	русской литературы	5	1
719	человека вообще	1	1
720	в атмосфере	3	1
721	от них	1	1
722	в сфере	2	1
723	были в	1	1
724	или нет	1	1
725	к этим	3	1
726	к существенному	1	1
727	зло как	1	1
728	я раскрывается	1	1
729	действительно в	1	1
730	на них	1	1
731	не имеющих	1	1
732	себе самом	1	1
733	есть последнее	1	1
734	в религиозном	1	1
735	говорю тебе	1	1
736	о влиянии	1	1
737	и мы	2	1
738	она и	1	1
739	что иное	4	1
740	после того	2	1
741	он от	1	1
742	но из	1	1
743	быть признаны	1	1
744	не принадлежит	3	1
745	в дневнике	4	1
746	собой в	1	1
747	иных случаях	1	1
748	в состоянии	1	1
749	к катастрофе	1	1
750	исчезает в	1	1
751	тогда и	1	1
752	земное счастье	1	1
753	были высказаны	1	1
754	обычно не	1	1
755	не хочет	3	1
756	идея свободы	2	1
757	они в	1	1
758	отказывается от	1	1
759	xix века	4	1
760	жизни она	1	1
761	ветхого завета	1	1
762	личности к	2	1
763	они будут	1	1
764	там и	6	1
765	свет и	2	1
766	веры а	1	1
767	лежит в	2	1
768	не была	4	1
769	чем в	3	1
770	сознания на	1	1
771	и народ	1	1
772	человеку а	1	1
773	всех его	1	1
774	человеческая жизнь	2	1
775	про себя	2	1
776	и чисто	1	1
777	ответственности за	2	1
778	и всю	2	1
779	в конце	11	1
780	или иная	1	1
781	между этими	1	1
782	не остается	2	1
783	человек и	7	1
784	необходимости и	2	1
785	учение о	3	1
786	между ними	1	1
787	личности с	1	1
788	я всегда	2	1
789	чего бы	1	1
790	и именно	2	1
791	себя как	1	1
792	человеке и	8	1
793	бытия с	2	1
794	они как	1	1
795	путь в	1	1
796	своей духовной	3	1
797	от этого	4	1
798	это путь	1	1
799	к мировому	1	1
800	лишь для	1	1
801	не знала	1	1
802	в новый	1	1
803	точек зрения	1	1
804	достигает своего	1	1
805	из одного	1	1
806	по характеру	1	1
807	теперь и	1	1
808	жизни то	2	1
809	но к	2	1
810	обращено к	1	1
811	сих пор	5	1
812	человека а	3	1
813	в плоскостном	2	1
814	а для	2	1
815	бы в	3	1
816	природы все	1	1
817	о последнем	2	1
818	и мир	2	1
819	богу и	2	1
820	должен был	4	1
821	только от	1	1
822	что такое	2	1
823	в вечность	1	1
824	не означает	2	1
825	можно принять	1	1
826	бытия но	2	1
827	делает его	1	1
828	разных местах	2	1
829	все остальные	1	1
830	близко к	1	1
831	другом и	1	1
832	не дает	1	1
833	человека как	3	1
834	таков был	1	1
835	идей и	3	1
836	в развитии	1	1
837	стремлений к	1	1
838	что отец	1	1
839	не мог	6	1
840	не будет	3	1
841	и смысла	1	1
842	на нем	1	1
843	красоты в	1	1
844	я бы	2	1
845	все с	1	1
846	для сохранения	2	1
847	погружен в	1	1
848	таково же	1	1
849	к ее	1	1
850	вечности то	1	1
851	его жизнь	1	1
852	проникнуть в	1	1
853	из нас	1	1
854	и страдания	3	1
855	в бездонной	1	1
856	он пишет	1	1
857	должны были	1	1
858	мы еще	4	1
859	когда мы	2	1
860	русской поэзии	1	1
861	он еще	1	1
862	был прежде	3	1
863	мир на	2	1
864	так называемого	1	1
865	но без	1	1
866	открывается в	2	1
867	и статьи	1	1
868	она определяется	1	1
869	человеческих отношений	1	1
870	природы и	1	1
871	о русском	1	1
872	но есть	1	1
873	любви в	2	1
874	так что	3	1
875	жизни с	1	1
876	в человеческой	5	1
877	л толстым	1	1
878	из этого	1	1
879	к человеку	21	1
880	которые были	1	1
881	от моего	1	1
882	и отсутствие	1	1
883	во время	1	1
884	нет не	1	1
885	означает что	3	1
886	в философии	1	1
887	действительной жизни	1	1
888	это он	1	1
889	мире как	1	1
890	лишь его	2	1
891	на эту	1	1
892	самим собою	2	1
893	искусства в	1	1
894	что до	1	1
895	пришел к	1	1
896	для многих	1	1
897	одном отношении	1	1
898	почему он	1	1
899	были бы	1	1
900	от греческого	1	1
901	от нее	5	1
902	человеческой личности	11	1
903	до сих	5	1
904	он уже	8	1
905	его нет	2	1
906	и здесь	6	1
907	раскрывается не	1	1
908	достоевского в	10	1
909	более глубоком	1	1
910	такова же	1	1
911	сойти с	1	1
912	образа и	2	1
913	в бессмертие	1	1
914	перед которым	1	1
915	был им	1	1
916	пребывает в	4	1
917	что это	5	1
918	не были	2	1
919	сам по	2	1
920	явление духа	6	1
921	открывает себя	2	1
922	в глубинах	1	1
923	этот не	1	1
924	мира то	1	1
925	науки и	1	1
926	для них	3	1
927	всякая человеческая	2	1
928	можно было	1	1
929	в более	4	1
930	как о	1	1
931	со всеми	1	1
932	начинается с	1	1
933	похожее на	1	1
934	еще у	1	1
935	доводит до	2	1
936	тут все	2	1
937	сил и	1	1
938	что у	3	1
939	еще вполне	1	1
940	с целью	1	1
941	преступление и	2	1
942	быть принят	2	1
943	и федора	1	1
944	же о	2	1
945	и действительно	1	1
946	был одним	1	1
947	то время	2	1
948	по внешности	1	1
949	отдельного человека	1	1
950	для каждого	1	1
951	он осуществляет	1	1
952	о двух	1	1
953	никто не	3	1
954	бы не	4	1
955	людей чуждых	1	1
956	сравнению с	2	1
957	зависимости от	1	1
958	личности при	1	1
959	а под	1	1
960	которая не	2	1
961	в каком	2	1
962	на своем	4	1
963	не исчезает	1	1
964	своей жизни	1	1
965	этого движения	1	1
966	который и	2	1
967	к богу	5	1
968	является для	1	1
969	сам я	1	1
970	нет ничего	9	1
971	небо не	1	1
972	его и	2	1
973	мир этот	2	1
974	бы и	8	1
975	не допускает	1	1
976	ряду других	1	1
977	разрешить ее	1	1
978	все три	1	1
979	вернемся к	1	1
980	она была	2	1
981	они ведут	1	1
982	это художественное	1	1
983	и заключается	1	1
984	переходное состояние	1	1
985	то и	1	1
986	нет у	6	1
987	связана с	9	1
988	того чтобы	4	1
989	и если	1	1
990	сознание и	1	1
991	на друга	1	1
992	по сравнению	3	1
993	не быть	2	1
994	этом пути	4	1
995	личности но	2	1
996	в середине	4	1
997	то все	2	1
998	культуры для	1	1
999	с большей	1	1
1000	добру и	1	1
1001	природы в	5	1
1002	приводит в	1	1
1003	у шекспира	1	1
1004	этого как	1	1
1005	самую глубину	3	1
1006	которую он	2	1
1007	человека только	2	1
1008	в мир	3	1
1009	друга и	1	1
1010	в новых	2	1
1011	цели и	1	1
1012	только это	2	1
1013	и наоборот	1	1
1014	к собственной	1	1
1015	он весь	8	1
1016	потому и	2	1
1017	на что	1	1
1018	в творческой	1	1
1019	может ли	2	1
1020	в описании	1	1
1021	нет и	6	1
1022	он в	4	1
1023	мог бы	5	1
1024	он все	1	1
1025	не губит	1	1
1026	ставил и	1	1
1027	в самую	5	1
1028	которые уже	1	1
1029	произведения и	1	1
1030	своего я	1	1
1031	действия не	1	1
1032	из первых	1	1
1033	в образе	4	1
1034	добра и	8	1
1035	природе она	1	1
1036	мысли не	1	1
1037	своей не	1	1
1038	не стоит	1	1
1039	но если	4	1
1040	как учит	1	1
1041	город и	1	1
1042	в понимании	1	1
1043	что во	1	1
1044	связано с	5	1
1045	счастья и	1	1
1046	и пришел	1	1
1047	только потому	1	1
1048	счастье чем	1	1
1049	он из	1	1
1050	точку зрения	1	1
1051	тот же	1	1
1052	подойти к	1	1
1053	поражали и	1	1
1054	человека но	5	1
1055	он должен	4	1
1056	и каждый	2	1
1057	движение к	1	1
1058	вокруг которого	2	1
1059	об их	1	1
1060	им как	1	1
1061	проникает в	3	1
1062	как со	1	1
1063	стоит на	2	1
1064	от начала	1	1
1065	и всякий	2	1
1066	так как	10	1
1067	мир в	3	1
1068	и наказание	1	1
1069	все еще	2	1
1070	было уже	1	1
1071	не во	1	1
1072	этот процесс	5	1
1073	нас не	2	1
1074	и за	2	1
1075	всякий человек	2	1
1076	от мира	2	1
1077	о человеческой	3	1
1078	двоится для	1	1
1079	опыта к	1	1
1080	у тебя	1	1
1081	сознания он	1	1
1082	бы на	1	1
1083	для всего	1	1
1084	он и	2	1
1085	многие из	1	1
1086	этом он	4	1
1087	не достигает	1	1
1088	для нас	3	1
1089	и всегда	3	1
1090	не способен	6	1
1091	на самом	2	1
1092	им с	1	1
1093	есть акт	1	1
1094	слова а	1	1
1095	не связано	2	1
1096	в ином	2	1
1097	раз в	1	1
1098	чему в	1	1
1099	но с	2	1
1100	от всех	2	1
1101	жизни это	4	1
1102	без остатка	1	1
1103	остается и	1	1
1104	личности по	1	1
1105	начала в	3	1
1106	я ни	1	1
1107	лишь момент	4	1
1108	общества в	1	1
1109	не иметь	2	1
1110	как другое	1	1
1111	в глубине	10	1
1112	всей нашей	1	1
1113	и свободы	4	1
1114	о жизни	1	1
1115	сознания но	1	1
1116	себе в	3	1
1117	в обычном	2	1
1118	в нашей	1	1
1119	истины и	2	1
1120	им и	1	1
1121	внутренней человеческой	1	1
1122	если и	1	1
1123	но по	1	1
1124	говорят о	2	1
1125	человек с	1	1
1126	в еще	1	1
1127	и я	5	1
1128	к личности	1	1
1129	войти в	1	1
1130	хотя оба	1	1
1131	началось с	1	1
1132	для нашей	1	1
1133	должен быть	4	1
1134	ничего нельзя	1	1
1135	если не	1	1
1136	судьбы но	1	1
1137	мысли в	1	1
1138	не все	3	1
1139	людей в	3	1
1140	человека к	10	1
1141	еще до	2	1
1142	собственного мнения	2	1
1143	как проявление	1	1
1144	и психологической	1	1
1145	сострадания и	1	1
1146	мир духовный	2	1
1147	бытия как	1	1
1148	в будущем	1	1
1149	и эти	1	1
1150	бурный и	1	1
1151	и других	2	1
1152	наука о	1	1
1153	завершение в	1	1
1154	конец и	1	1
1155	то чего	1	1
1156	не могу	4	1
1157	знать ничего	1	1
1158	человека все	1	1
1159	столкновения и	1	1
1160	и почти	1	1
1161	но всегда	1	1
1162	бы назвать	1	1
1163	сам в	1	1
1164	одни и	2	1
1165	один только	1	1
1166	в искусстве	1	1
1167	иногда и	1	1
1168	казалось бы	1	1
1169	ли это?	1	1
1170	нельзя понять	1	1
1171	всех этих	1	1
1172	толстой не	1	1
1173	это была	1	1
1174	свободы человеческой	2	1
1175	оказывается что	2	1
1176	с прошлым	1	1
1177	отношения людей	1	1
1178	от того	4	1
1179	поэтому для	1	1
1180	стало быть	1	1
1181	думать что	4	1
1182	как то	2	1
1183	уходит в	1	1
1184	и часто	2	1
1185	это его	1	1
1186	это знание	1	1
1187	ее существования	1	1
1188	показывает как	3	1
1189	другому в	1	1
1190	и самого	2	1
1191	та или	1	1
1192	и много	2	1
1193	которые в	2	1
1194	позор и	1	1
1195	также в	2	1
1196	знает он	1	1
1197	необходимость не	1	1
1198	человека это	2	1
1199	нет как	1	1
1200	творчестве шекспира	1	1
1201	себе страшную	1	1
1202	только имеет	1	1
1203	в разговоре	1	1
1204	в самых	2	1
1205	как встреча	1	1
1206	и оно	1	1
1207	себе а	1	1
1208	становится в	1	1
1209	и слишком	2	1
1210	как для	2	1
1211	был обращен	1	1
1212	внутреннюю жизнь	1	1
1213	любви и	3	1
1214	иное как	4	1
1215	на самый	1	1
