N	2gram	Voloshinov	Vvedenie
147	она есть	1	5
148	не просто	2	5
149	в целом	2	5
150	как это	2	5
151	всяком случае	4	5
152	в особенности	1	4
153	ответ на	3	4
154	в более	3	4
155	языке и	2	4
156	только что	2	4
157	здесь нет	2	4
158	этот процесс	4	4
159	с одной	2	4
160	тогда когда	2	4
161	с точки	31	4
162	этом отношении	4	4
163	о чем	1	4
164	из наиболее	1	4
165	как раз	5	4
166	в результате	9	4
167	по мере	6	4
168	в виде	1	4
169	в себе	5	4
170	так или	2	4
171	особого рода	1	4
172	в интересах	1	4
173	но все	4	4
174	из двух	1	4
175	или иначе	3	4
176	в одном	2	4
177	в котором	6	4
178	и ее	4	4
179	но ведь	4	4
180	как она	2	4
181	в своей	5	4
182	да и	1	4
183	сравнению с	1	4
184	в чем	2	4
185	должен быть	2	4
186	к тому	8	4
187	по крайней	1	4
188	чтобы понять	3	4
189	еще не	7	4
190	однако не	3	4
191	не имеет	6	4
192	времени и	1	4
193	в каждом	8	4
194	еще и	2	4
195	как о	2	4
196	и история	1	4
197	даже и	2	4
198	одной стороны	2	4
199	по сравнению	1	4
200	связана с	4	4
201	по отношению	10	4
202	эти области	2	4
203	отличие от	7	4
204	истории и	1	4
205	в отличие	7	4
206	крайней мере	1	4
207	можно сказать	4	4
208	той же	5	4
209	отношению к	9	4
210	одной из	5	4
211	связи между	5	4
212	в области	3	4
213	все более	2	4
214	наук и	1	4
215	только с	3	4
216	национальной культуры	1	4
217	и для	15	4
218	само по	2	4
219	из них	3	4
220	всего того	1	3
221	и к	3	3
222	с этим	6	3
223	собственном смысле	2	3
224	что с	1	3
225	можно говорить	1	3
226	и здесь	9	3
227	и на	8	3
228	того как	1	3
229	зависит от	2	3
230	и вот	2	3
231	на том	1	3
232	такого рода	1	3
233	понятно что	4	3
234	при этом	13	3
235	что это	3	3
236	в сущности	17	3
237	из которых	2	3
238	не как	5	3
239	знания в	1	3
240	но что	2	3
241	в отношении	7	3
242	в этих	2	3
243	научной работы	1	3
244	знания и	1	3
245	связи с	22	3
246	если бы	12	3
247	науки об	7	3
248	в силу	1	3
249	во внимание	1	3
250	все науки	1	3
251	в конце	5	3
252	вообще не	2	3
253	сама по	2	3
254	находит себе	2	3
255	в собственном	2	3
256	как в	5	3
257	большей или	1	3
258	половины xix	1	3
259	нисколько не	1	3
260	между ними	6	3
261	зависимости от	4	3
262	в известном	1	3
263	в каком	6	3
264	той или	5	3
265	и того	11	3
266	в конечном	1	3
267	на дело	1	3
268	чем же	7	3
269	бы и	2	3
270	на этой	6	3
271	и других	3	3
272	все эти	8	3
273	как целое	8	3
274	и есть	3	3
275	сливается с	1	3
276	язык и	2	3
277	свое выражение	2	3
278	до нас	1	3
279	стороны и	2	3
280	так называемой	3	3
281	что же	5	3
282	в значительной	3	3
283	входит в	5	3
284	же как	2	3
285	так чтобы	1	3
286	в работе	3	3
287	в другом	5	3
288	совсем не	2	3
289	второй половины	1	3
290	в ней	5	3
291	или же	2	3
292	и тогда	2	3
293	в слове	13	3
294	в частности	2	3
295	только на	7	3
296	не с	2	3
297	может служить	1	3
298	в этой	3	3
299	же самое	9	3
300	в начале	7	3
301	но дело	1	3
302	не следует	2	3
303	того же	11	3
304	как оно	2	3
305	от того	4	3
306	так же	10	3
307	при помощи	1	3
308	или как	3	3
309	отчет в	2	3
310	и той	2	3
311	или меньшей	1	3
312	отношение к	1	3
313	литературное произведение	1	3
314	на нее	2	3
315	только по	1	3
316	до конца	6	3
317	в своем	3	3
318	такое язык	1	3
319	на историю	1	3
320	в зависимости	2	3
321	или иной	8	3
322	и вообще	3	3
323	что она	1	3
324	язык в	5	3
325	одна из	6	3
326	здесь не	2	3
327	он сам	1	3
328	к этому	10	3
329	нуждается в	4	3
330	для этого	1	3
331	мы видели	5	3
332	гораздо более	1	3
333	к нему	5	3
334	никогда не	7	3
335	или иным	1	2
336	с которыми	1	2
337	и историк	1	2
338	так и	21	2
339	и другие	2	2
340	что они	1	2
341	данном отношении	1	2
342	философии и	1	2
343	находятся в	2	2
344	во втором	2	2
345	на языке	1	2
346	что оно	3	2
347	образом по	1	2
348	говоря уже	1	2
349	на протяжении	2	2
350	действительности к	3	2
351	первом случае	3	2
352	познания и	1	2
353	должна быть	6	2
354	мы не	6	2
355	того не	1	2
356	и должно	1	2
357	момента в	1	2
358	смысле и	1	2
359	несмотря на	1	2
360	из того	1	2
361	вопросу о	1	2
362	ни к	3	2
363	учение о	3	2
364	о них	1	2
365	следует что	7	2
366	в соответствующих	1	2
367	языковой формы	7	2
368	он и	2	2
369	или нет	1	2
370	которой в	1	2
371	и из	1	2
372	мысли и	7	2
373	труда и	1	2
374	какой бы	4	2
375	нашего времени	1	2
376	после этого	1	2
377	о которой	1	2
378	и сама	2	2
379	с системой	2	2
380	него в	1	2
381	смысле этих	1	2
382	себя в	2	2
383	для них	2	2
384	возрождения и	1	2
385	не столько	5	2
386	у нас	4	2
387	самое что	1	2
388	между языком	1	2
389	целом ряде	2	2
390	все равно	1	2
391	лежит в	2	2
392	и развития	1	2
393	то она	1	2
394	говорит он	2	2
395	посредством которых	1	2
396	в своих	2	2
397	не было	6	2
398	этой точки	1	2
399	есть лишь	2	2
400	ни одна	1	2
401	и с	4	2
402	наших дней	1	2
403	с ней	1	2
404	то о	1	2
405	и римляне	1	2
406	каким образом	1	2
407	которое в	1	2
408	это еще	1	2
409	значение в	5	2
410	по существу	1	2
411	с теми	1	2
412	как увидим	1	2
413	и всего	2	2
414	жизни и	4	2
415	и требует	1	2
416	науку о	1	2
417	например в	2	2
418	до наших	1	2
419	тому что	6	2
420	в ряде	1	2
421	случае не	1	2
422	и без	1	2
423	в связи	12	2
424	изучения языка	1	2
425	целое и	2	2
426	подобно тому	1	2
427	единого и	1	2
428	в соответствии	1	2
429	в определенной	1	2
430	выражение в	8	2
431	рядом с	7	2
432	и так	2	2
433	и вопрос	1	2
434	другом месте	1	2
435	есть только	1	2
436	следовательно и	4	2
437	языка на	1	2
438	к своему	2	2
439	и при	3	2
440	и со	1	2
441	языка но	1	2
442	как наука	1	2
443	к какому	1	2
444	тем или	1	2
445	о которых	1	2
446	тем именно	1	2
447	же касается	2	2
448	идет об	2	2
449	но уже	2	2
450	пока не	2	2
451	себе и	2	2
452	те кто	1	2
453	в каждой	1	2
454	этих случаях	1	2
455	как только	1	2
456	могло бы	1	2
457	целого и	1	2
458	искусство и	2	2
459	не иначе	1	2
460	и те	7	2
461	в дальнейшем	3	2
462	влечет за	1	2
463	во всех	13	2
464	этих двух	1	2
465	и чем	1	2
466	которая как	1	2
467	не говоря	1	2
468	действительности в	2	2
469	и потому	7	2
470	но как	3	2
471	мы можем	6	2
472	а с	1	2
473	не существует	6	2
474	а если	1	2
475	не могли	1	2
476	бы с	1	2
477	этой почве	4	2
478	что мы	1	2
479	само собой	1	2
480	так называемая	4	2
481	мы уже	7	2
482	ничего не	9	2
483	в языке	8	2
484	чтобы он	1	2
485	в свою	6	2
486	всякий памятник	2	2
487	тому как	1	2
488	в этот	1	2
489	уже знаем	2	2
490	у них	2	2
491	история языка	4	2
492	мы должны	4	2
493	уже было	1	2
494	быть и	9	2
495	для нее	1	2
496	именно на	3	2
497	на почву	1	2
498	исходный пункт	1	2
499	народов и	1	2
500	увидим что	1	2
501	если же	2	2
502	объяснить его	1	2
503	отношении к	8	2
504	речь идет	1	2
505	из него	4	2
506	памятник есть	1	2
507	в тех	1	2
508	в форме	3	2
509	а между	1	2
510	и до	4	2
511	дать ответ	1	2
512	лишь как	2	2
513	свою очередь	5	2
514	не совпадает	2	2
515	чем они	1	2
516	одной и	2	2
517	проблемы и	1	2
518	что можно	1	2
519	искусства и	1	2
520	что здесь	1	2
521	одно и	3	2
522	языка не	5	2
523	соответствии с	1	2
524	мог бы	2	2
525	и др	3	2
526	в достаточной	3	2
527	значение и	3	2
528	должно быть	4	2
529	это делает	2	2
530	одного и	9	2
531	опирающееся на	1	2
532	к проблемам	2	2
533	в основу	1	2
534	языка как	26	2
535	с наукой	1	2
536	все время	1	2
537	этих наук	1	2
538	тем более	3	2
539	языка с	3	2
540	отсюда возникает	1	2
541	своего содержания	1	2
542	языка а	5	2
543	с помощью	11	2
544	науки или	1	2
545	что именно	1	2
546	на то	4	2
547	только после	1	2
548	его к	4	2
549	слова как	9	2
550	бы ее	1	2
551	этого слова	7	2
552	но это	1	2
553	конце концов	3	2
554	бы в	4	2
555	жизни как	1	2
556	имеет свою	4	2
557	и совершенно	1	2
558	к языку	2	2
559	не к	3	2
560	как совокупность	1	2
561	можно только	2	2
562	из поля	1	1
563	понять и	2	1
564	что было	2	1
565	все в	2	1
566	к лицу	1	1
567	всего в	1	1
568	здесь идет	1	1
569	были бы	2	1
570	в распоряжении	1	1
571	он очень	1	1
572	к целому	4	1
573	то в	3	1
574	дает нам	1	1
575	только тогда	1	1
576	для второго	4	1
577	действительно ли	2	1
578	дифференциации и	2	1
579	природе языка	1	1
580	мы видим	2	1
581	в гораздо	1	1
582	новейшее время	1	1
583	то очевидно	1	1
584	для нашего	1	1
585	короче говоря	1	1
586	себе самому	1	1
587	та же	1	1
588	общения в	5	1
589	выражение имеет	1	1
590	степени в	2	1
591	мышления и	2	1
592	смысле что	1	1
593	как примирить	1	1
594	она и	1	1
595	и очень	1	1
596	здесь именно	1	1
597	этого направления	1	1
598	а наоборот	1	1
599	от его	2	1
600	они не	2	1
601	почва для	1	1
602	которое он	2	1
603	различие между	5	1
604	всей европейской	2	1
605	форм только	1	1
606	бы то	11	1
607	о слове	4	1
608	также что	1	1
609	ли они	1	1
610	чтобы быть	1	1
611	на язык	3	1
612	роль и	1	1
613	и объединяет	1	1
614	воплощения в	1	1
615	его из	3	1
616	к одной	2	1
617	им как	2	1
618	как к	2	1
619	наук о	1	1
620	которые он	2	1
621	может еще	1	1
622	том числе	3	1
623	что таков	2	1
624	которых мы	1	1
625	или этнической	1	1
626	своих задач	1	1
627	тяготеть к	1	1
628	различие в	2	1
629	и имеет	1	1
630	этого целого	1	1
631	для себя	4	1
632	оно было	1	1
633	том каким	1	1
634	в определенное	1	1
635	у каждого	1	1
636	для всякого	1	1
637	мы знаем	7	1
638	отношения к	2	1
639	из основных	3	1
640	условий в	1	1
641	еще более	1	1
642	именно для	3	1
643	однако и	1	1
644	для него	18	1
645	рода деятельности	1	1
646	то для	1	1
647	ни было	15	1
648	противоречий и	1	1
649	и чрезвычайно	1	1
650	вещи и	1	1
651	бы на	2	1
652	вопрос мы	3	1
653	в определенном	2	1
654	опираться на	5	1
655	это значит	1	1
656	и лингвистика	1	1
657	из задач	1	1
658	каждой области	1	1
659	с ним	1	1
660	кроме того	7	1
661	чтобы этот	1	1
662	совершающееся в	1	1
663	было не	1	1
664	в литературе	2	1
665	какого-нибудь отдельного	1	1
666	отсюда следует	5	1
667	к предмету	1	1
668	лингвистике как	1	1
669	ее в	2	1
670	или выражения	1	1
671	это изменение	1	1
672	от этой	1	1
673	именно о	1	1
674	которого история	1	1
675	и принципиально	1	1
676	сказать следующее	1	1
677	в каком-нибудь	3	1
678	с внешней	1	1
679	слова в	8	1
680	то мы	4	1
681	самом же	5	1
682	требует от	1	1
683	на самом	10	1
684	или иную	1	1
685	здесь в	5	1
686	и объяснить	1	1
687	далее в	1	1
688	языках и	1	1
689	собой разумеющимся	1	1
690	лицом к	1	1
691	что система	3	1
692	те связи	1	1
693	его от	1	1
694	на которой	1	1
695	необходимый для	1	1
696	иного рода	1	1
697	не видящего	1	1
698	возможно только	2	1
699	нет никакого	1	1
700	эти связи	1	1
701	таком случае	5	1
702	нет еще	2	1
703	себе не	1	1
704	слова нет	1	1
705	в русском	1	1
706	у него	2	1
707	что между	1	1
708	не на	2	1
709	существует и	1	1
710	различия между	1	1
711	чтобы действительно	1	1
712	этом качестве	1	1
713	отношения между	1	1
714	работы и	1	1
715	всего сказанного	2	1
716	что все	3	1
717	оно не	1	1
718	также в	1	1
719	языка поэтому	1	1
720	как они	2	1
721	предпосылок и	1	1
722	поэтому с	2	1
723	ко второму	1	1
724	половина xix	1	1
725	как же	5	1
726	психологии и	7	1
727	если не	1	1
728	он определяет	1	1
729	характер но	1	1
730	более или	3	1
731	навыки и	1	1
732	в духе	2	1
733	или не	1	1
734	все то	1	1
735	но он	1	1
736	реальной действительности	1	1
737	прямо к	1	1
738	о филологическом	1	1
739	просто как	1	1
740	для лингвиста	2	1
741	или в	4	1
742	которых и	1	1
743	или какого-нибудь	1	1
744	когда оно	1	1
745	относится и	1	1
746	в громадном	1	1
747	от своего	2	1
748	из важнейших	4	1
749	на которое	2	1
750	указанных причин	1	1
751	что его	1	1
752	проблемы в	1	1
753	существует как	2	1
754	осуществляется в	1	1
755	слова но	3	1
756	существуют и	1	1
757	в соответствующей	1	1
758	становления и	1	1
759	который как	1	1
760	в россии	1	1
761	проблем и	1	1
762	ближайшим образом	2	1
763	с другими	6	1
764	языку как	5	1
765	теперь мы	4	1
766	сущность этой	1	1
767	и все	8	1
768	иными словами	2	1
769	естественно не	1	1
770	еще в	2	1
771	даже прямо	1	1
772	есть в	1	1
773	в выше	1	1
774	которой оно	1	1
775	быть только	1	1
776	пока это	1	1
777	наоборот как	1	1
778	иначе как	1	1
779	и эта	5	1
780	но для	4	1
781	все существенное	1	1
782	этого выражения	1	1
783	дело здесь	1	1
784	из всего	3	1
785	и будет	1	1
786	лишь к	1	1
787	бы оно	1	1
788	точном смысле	5	1
789	систему и	1	1
790	слова а	1	1
791	значения и	4	1
792	в таком	8	1
793	это выражение	1	1
794	говорить в	1	1
795	если он	2	1
796	теснейшим образом	1	1
797	определяется в	2	1
798	очень много	1	1
799	в жизни	2	1
800	можно назвать	2	1
801	места и	1	1
802	не остается	2	1
803	и по-видимому	1	1
804	двух разных	1	1
805	и методов	2	1
806	на определенной	2	1
807	с той	1	1
808	всеми теми	1	1
809	легче и	1	1
810	состоит из	1	1
811	лишь с	6	1
812	данного языка	5	1
813	с ними	5	1
814	речь не	1	1
815	основных вопросов	2	1
816	не образуют	1	1
817	человек в	1	1
818	при более	2	1
819	быть понято	4	1
820	если и	1	1
821	в точном	5	1
822	есть та	1	1
823	или даже	2	1
824	социальным явлением	1	1
825	далеко не	5	1
826	возникает как	1	1
827	между прочим	1	1
828	чем иным	1	1
829	речевых актов	1	1
830	на родном	1	1
831	на эту	1	1
832	имеется в	1	1
833	язык представляется	1	1
834	языка по	2	1
835	технической выучки	1	1
836	всю эту	1	1
837	собой не	1	1
838	становится все	1	1
839	памятниками в	1	1
840	в явление	1	1
841	области в	1	1
842	как с	2	1
843	народа и	1	1
844	как ее	6	1
845	о единстве	1	1
846	историей и	1	1
847	без этого	1	1
848	словом как	1	1
849	и могут	1	1
850	и я	1	1
851	кажется само	1	1
852	вот эта-то	1	1
853	действиями и	1	1
854	метода в	1	1
855	отличается от	1	1
856	между собой	3	1
857	слово в	5	1
858	и художественного	1	1
859	достаточной степени	2	1
860	сюда входят	2	1
861	ведь в	2	1
862	это было	2	1
863	языка то	2	1
864	диалектического материализма	2	1
865	выходящее за	1	1
866	так а	1	1
867	сделать его	1	1
868	них в	1	1
869	которая не	1	1
870	ли это	1	1
871	независимо и	1	1
872	для нашей	2	1
873	тому же	2	1
874	в лучшем	1	1
875	и специфического	1	1
876	это тоже	1	1
877	и понимания	1	1
878	сложного вопроса	1	1
879	или менее	3	1
880	от лингвистического	1	1
881	слова о	4	1
882	в одной	4	1
883	и понимание	1	1
884	мысли в	3	1
885	действительности и	3	1
886	связано с	3	1
887	литературу в	1	1
888	зависит как	1	1
889	только слово	1	1
890	вопроса о	1	1
891	устойчивы и	1	1
892	его учеников	1	1
893	психологии не	2	1
894	ему не	1	1
895	на них	1	1
896	чтобы сделать	1	1
897	произведение в	1	1
898	слова для	3	1
899	не была	1	1
900	в природе	1	1
901	язык имеет	1	1
902	что эти	1	1
903	всегда и	3	1
904	тех областях	1	1
905	называемой национальной	1	1
906	всякий акт	1	1
907	перестает быть	2	1
908	у этих	1	1
909	сообщение это	1	1
910	для друга	1	1
911	какого рода	2	1
912	здесь как	2	1
913	это и	3	1
914	речи об	1	1
915	его и	3	1
916	того или	2	1
917	к нашему	2	1
918	к речи	1	1
919	для целого	1	1
920	совершенно не	6	1
921	материалом для	1	1
922	человека в	3	1
923	ответить на	1	1
924	оно осуществляется	1	1
925	целое в	1	1
926	системы языка	4	1
927	находит свое	1	1
928	в индивидуальной	2	1
929	нужно принять	1	1
930	является так	1	1
931	не принадлежит	1	1
932	темы и	4	1
933	и более	6	1
934	как через	1	1
935	жизни для	1	1
936	художественного образа	1	1
937	с самого	9	1
938	в исследование	1	1
939	нет уже	1	1
940	в действительности	3	1
941	и такие	1	1
942	и социального	1	1
943	в статье	1	1
944	тем мы	1	1
945	о духе	1	1
946	как та	1	1
947	не означает	1	1
948	к слову	1	1
949	направлено на	1	1
950	значит что	1	1
951	какие бы	1	1
952	не исключительно	1	1
953	в исторической	1	1
954	и глубины	1	1
955	языка какую	1	1
956	должно было	2	1
957	к сказанному	1	1
958	ясно и	1	1
959	менее совершенно	1	1
960	эта связь	1	1
961	каждом из	1	1
962	прочим и	1	1
963	объект исследования	1	1
964	философии языка	30	1
965	и везде	1	1
966	в круг	1	1
967	вся история	2	1
968	превращается в	2	1
969	не чувствует	1	1
970	чистом виде	1	1
971	еще на	1	1
972	другими словами	4	1
973	связь и	2	1
974	пор пока	2	1
975	а через	1	1
976	органическое целое	1	1
977	будет определять	1	1
978	мы его	2	1
979	так сказать	19	1
980	то эти	1	1
981	его исторического	1	1
982	не должен	1	1
983	не дает	4	1
984	этой идеи	1	1
985	во всей	2	1
986	ту или	1	1
987	деле даже	1	1
988	одну из	2	1
989	жизни данного	1	1
990	слово которое	1	1
991	но во	1	1
992	того рода	1	1
993	фактов не	1	1
994	двумя сторонами	1	1
995	не по	1	1
996	с какой	1	1
997	быть не	2	1
998	для данной	3	1
999	и должна	1	1
1000	она могла	1	1
1001	языку и	1	1
1002	определению и	1	1
1003	и другой	1	1
1004	во многих	1	1
1005	достаточной мере	1	1
1006	своей прямой	1	1
1007	конечно и	2	1
1008	уже о	1	1
1009	из их	1	1
1010	языком и	1	1
1011	языка для	6	1
1012	для первого	3	1
1013	и т.п	17	1
1014	громадная область	1	1
1015	истории а	1	1
1016	в которой	4	1
1017	имеет целью	1	1
1018	лишь в	17	1
1019	бы только	1	1
1020	не будет	7	1
1021	между двумя	4	1
1022	лишь на	6	1
1023	один реальный	1	1
1024	вследствие этого	1	1
1025	то все	1	1
1026	случае все	1	1
1027	в какой-то	2	1
1028	наблюдения и	1	1
1029	к вопросу	1	1
1030	бы например	1	1
1031	не могло	3	1
1032	должны быть	4	1
1033	уже у	2	1
1034	у науки	1	1
1035	содержания и	1	1
1036	не приходится	3	1
1037	мы снова	1	1
1038	и та	2	1
1039	общения и	5	1
1040	сюда относятся	1	1
1041	в науке	6	1
1042	и является	4	1
1043	совершенно невозможно	1	1
1044	втором случае	1	1
1045	опереться на	2	1
1046	к области	1	1
1047	не могла	2	1
1048	как если	6	1
1049	эта система	3	1
1050	к данному	2	1
1051	и тот	4	1
1052	язык есть	5	1
1053	за пределы	8	1
1054	как специфической	1	1
1055	есть такие	1	1
1056	этим не	1	1
1057	и объясняется	1	1
1058	в учении	2	1
1059	чтобы убедиться	1	1
1060	значительной степени	3	1
1061	также не	1	1
1062	которые существуют	1	1
1063	дать ему	1	1
1064	только то	1	1
1065	и затем	1	1
1066	который мог	1	1
1067	остаются за	1	1
1068	то как	2	1
1069	сложились в	1	1
1070	сторон во-первых	1	1
1071	от той	1	1
1072	не касается	3	1
1073	необходимо теперь	1	1
1074	общественной жизни	1	1
1075	он есть	1	1
1076	себе отчет	2	1
1077	та которая	1	1
1078	отношении она	1	1
1079	языковая форма	5	1
1080	и всегда	2	1
1081	и способы	1	1
1082	человека и	1	1
1083	принять его	1	1
1084	самого начала	9	1
1085	и речи	4	1
1086	должны были	1	1
1087	двух задач	1	1
1088	или иное	1	1
1089	мы здесь	2	1
1090	иной степени	2	1
1091	и часто	1	1
1092	то ни	12	1
1093	входить в	1	1
1094	языкознания и	1	1
1095	проблема в	1	1
1096	это единство	1	1
1097	убедиться в	1	1
1098	в каких	1	1
1099	соприкасается с	1	1
1100	мыслителей и	1	1
1101	знаем из	1	1
1102	но теперь	1	1
1103	дает ему	1	1
1104	формой языка	2	1
1105	на которые	1	1
1106	ни одной	2	1
1107	иным путем	1	1
1108	вообще чистый	1	1
1109	в языковую	2	1
1110	литературы или	1	1
1111	ведь это	1	1
1112	нет и	4	1
1113	исторические корни	2	1
1114	место в	5	1
1115	пор и	1	1
1116	установлен самый	1	1
1117	тех пор	2	1
1118	одного из	3	1
1119	а и	1	1
1120	к ним	1	1
1121	содержанием и	1	1
1122	ее не	1	1
1123	в новейшее	1	1
1124	общего с	3	1
1125	содержания от	1	1
1126	во-первых с	1	1
1127	она может	3	1
1128	культуры и	2	1
1129	и каждая	1	1
1130	главным образом	2	1
1131	если мы	17	1
1132	речи в	4	1
1133	них нет	1	1
1134	друг для	1	1
1135	подход к	3	1
1136	что есть	1	1
1137	условия для	1	1
1138	или с	1	1
1139	лингвистикой и	2	1
1140	первостепенное значение	1	1
1141	но нет	1	1
1142	тесно связаны	1	1
1143	выражения в	3	1
1144	жизни языка	1	1
1145	приводят к	1	1
1146	установка на	2	1
1147	и ближайшие	1	1
1148	того времени	1	1
1149	этом и	1	1
1150	техники и	1	1
1151	имеется лишь	1	1
1152	формы в	3	1
1153	точку зрения	4	1
1154	для изучения	1	1
1155	смотрят на	1	1
1156	эта черта	1	1
1157	в высшей	5	1
1158	к которому	1	1
1159	не значит	2	1
1160	особое отношение	1	1
1161	зрения на	1	1
1162	только при	4	1
1163	русском языке	1	1
1164	он служит	1	1
1165	в осуществлении	1	1
1166	понимаем и	1	1
1167	и от	6	1
1168	слове в	4	1
1169	без того	1	1
1170	целое не	2	1
1171	для которого	2	1
1172	образом в	1	1
1173	настоящее время	6	1
1174	же в	1	1
1175	мысли как	1	1
1176	науки как	1	1
1177	из пределов	1	1
1178	в атмосфере	2	1
1179	момент в	3	1
1180	слово но	1	1
1181	науке о	3	1
1182	и прежде	4	1
1183	эта работа	1	1
1184	связи не	1	1
1185	же мы	2	1
1186	форме и	2	1
1187	что содержание	1	1
1188	до тех	2	1
1189	этот последний	1	1
1190	момента и	1	1
1191	наиболее отчетливое	1	1
1192	художественного стиля	1	1
1193	социального общения	15	1
1194	индоевропейскими языками	1	1
1195	слово не	1	1
1196	он был	2	1
1197	чем та	1	1
1198	т.д и	1	1
1199	внутреннее противоречие	1	1
1200	ее член	1	1
1201	процессе ее	1	1
1202	письменный памятник	1	1
1203	эпоху возрождения	1	1
1204	живым и	1	1
1205	работе над	1	1
1206	или система	1	1
1207	от идей	1	1
1208	способно быть	1	1
1209	приходится с	1	1
1210	о конкретных	1	1
1211	совокупности всех	2	1
1212	вполне понятным	1	1
1213	котором мы	1	1
1214	или иного	2	1
1215	к этим	3	1
1216	первыми филологами	2	1
1217	во время	2	1
1218	ведь и	1	1
1219	дух народа	1	1
1220	о действительности	1	1
1221	в системе	3	1
1222	отношениями между	1	1
1223	есть система	1	1
1224	все возможные	1	1
1225	именно это	1	1
1226	языке как	1	1
1227	то или	1	1
1228	в самой	1	1
1229	ними в	1	1
1230	с идеей	1	1
1231	в настоящее	6	1
1232	дело обстоит	2	1
1233	имеет значение	3	1
1234	среде в	1	1
1235	филологами в	1	1
1236	с языком	2	1
1237	и особенно	2	1
1238	увидим далее	1	1
1239	предмета у	1	1
1240	ее выражение	1	1
1241	тот же	4	1
1242	сомнения в	1	1
1243	познания в	1	1
1244	почти не	2	1
1245	выражение и	4	1
1246	в заключение	1	1
1247	слова и	8	1
1248	на самую	1	1
1249	должно изучать	1	1
1250	нее не	2	1
1251	действительно в	1	1
1252	понимаем все	1	1
1253	фактической стороны	1	1
1254	в первой	2	1
1255	языка совершенно	1	1
1256	вся эта	1	1
1257	соответствующих научных	1	1
1258	без помощи	2	1
1259	данной системы	1	1
1260	и самый	2	1
1261	филолог и	1	1
1262	в составе	1	1
1263	что существует	1	1
1264	более того	7	1
1265	изменения в	1	1
