N	2gram	Nazirov_Tv	Myslijsy
388	в обществе	1	6
389	мог бы	1	6
390	при котором	1	6
391	в образе	4	6
392	слово и	1	6
393	но если	4	6
394	художественного произведения	1	6
395	но на	1	6
396	в основании	1	6
397	что с	2	6
398	то он	1	6
399	у нас	2	6
400	в их	5	6
401	в виде	4	6
402	в стороне	2	6
403	при таком	1	6
404	на его	4	6
405	об этом	4	6
406	предположить что	1	6
407	все более	2	6
408	его не	1	6
409	как он	1	6
410	в один	3	6
411	от мысли	2	6
412	жизни и	3	6
413	в создании	2	6
414	человек не	1	6
415	даже в	4	5
416	формы в	1	5
417	или нет	1	5
418	не столько	4	5
419	по времени	1	5
420	и значение	1	5
421	по мнению	4	5
422	времени и	4	5
423	когда в	1	5
424	природы в	1	5
425	к другой	1	5
426	входит в	1	5
427	но даже	1	5
428	но эти	3	5
429	на ней	2	5
430	с другим	3	5
431	вообще и	1	5
432	когда человек	2	5
433	том чтобы	1	5
434	что само	1	5
435	и чувства	1	5
436	уже по	1	5
437	на том	2	5
438	а с	4	5
439	чем в	1	5
440	одним из	6	5
441	без него	1	5
442	одна из	5	5
443	о которых	1	5
444	и у	3	5
445	рядом с	2	5
446	можно было	1	5
447	но только	3	5
448	этот вопрос	4	5
449	однако в	3	5
450	что может	1	5
451	что до	1	5
452	можно только	1	5
453	в процессе	3	5
454	если в	3	5
455	глядя на	1	5
456	время как	1	5
457	для создания	1	5
458	не видно	1	5
459	что вообще	1	5
460	быть назван	2	5
461	перед нами	3	5
462	оба эти	1	5
463	в течение	1	5
464	эта мысль	3	5
465	отношении к	2	5
466	переход от	2	5
467	ее не	1	5
468	на этот	3	5
469	общего с	1	5
470	и здесь	2	5
471	ответ на	1	5
472	с каким	2	5
473	мы имеем	1	5
474	а это	1	5
475	нет ничего	1	5
476	то к	1	5
477	стремится к	3	5
478	виду что	1	5
479	в какой	1	5
480	от своего	1	5
481	но уже	2	5
482	в области	1	5
483	человека в	9	5
484	а к	1	5
485	такие же	1	5
486	но при	1	5
487	а от	1	5
488	в начале	2	5
489	не по	3	5
490	отношение к	1	5
491	не к	2	5
492	быть названы	1	5
493	себе а	1	5
494	человек может	2	4
495	еще более	3	4
496	в применении	1	4
497	говоря что	1	4
498	и необходимости	2	4
499	из нее	1	4
500	равно как	1	4
501	мы только	1	4
502	при создании	1	4
503	можно считать	1	4
504	имеет в	2	4
505	в другом	1	4
506	был бы	3	4
507	чего не	1	4
508	содержание в	1	4
509	не вполне	1	4
510	не что	1	4
511	при виде	1	4
512	без которой	1	4
513	что иное	1	4
514	не мог	3	4
515	бы то	1	4
516	все его	1	4
517	не противоречит	2	4
518	проявляется в	1	4
519	свободы и	2	4
520	не знает	2	4
521	не говорит	1	4
522	я и	3	4
523	в связи	2	4
524	одно только	1	4
525	будет иметь	1	4
526	человеке и	1	4
527	с его	12	4
528	на этом	1	4
529	в наше	4	4
530	эти слова	3	4
531	не дает	1	4
532	на другой	1	4
533	ту же	4	4
534	то ни	1	4
535	кажется что	1	4
536	а тем	1	4
537	он в	1	4
538	не зная	1	4
539	его как	2	4
540	в поэзии	1	4
541	ничего не	3	4
542	из этого	1	4
543	чтобы не	1	4
544	ведет к	3	4
545	та же	4	4
546	имеет место	1	4
547	ни в	2	4
548	это есть	1	4
549	и вполне	1	4
550	не на	1	4
551	мы чувствуем	1	4
552	но без	2	4
553	ее с	1	4
554	и между	1	4
555	к которым	1	4
556	эта последняя	1	4
557	что бы	1	4
558	все они	1	4
559	как средство	1	4
560	более и	1	4
561	между людьми	3	4
562	начиная с	2	4
563	я говорю	1	4
564	данном случае	2	4
565	не во	2	4
566	по этому	1	4
567	который бы	1	4
568	одна и	1	4
569	не без	1	4
570	что так	1	4
571	нее как	1	4
572	со своим	2	4
573	как нечто	1	4
574	но с	1	4
575	отказаться от	4	4
576	себе что	1	4
577	но эта	3	4
578	дело в	4	4
579	в ту	4	4
580	виде в	1	4
581	или даже	2	4
582	стремление к	2	4
583	по своему	1	4
584	в такой	2	4
585	мы находим	2	4
586	этой теории	1	4
587	человеком и	1	4
588	а так	1	4
589	он говорит	3	4
590	невозможно но	1	4
591	но она	2	4
592	стороны и	1	4
593	только то	1	4
594	что можно	1	4
595	во многом	8	4
596	одного из	3	4
597	такой же	4	4
598	иное как	1	4
599	они имеют	2	3
600	из многих	1	3
601	мы и	1	3
602	этого в	1	3
603	к этой	1	3
604	с логикой	1	3
605	это значит	1	3
606	кроме того	1	3
607	это объяснение	1	3
608	в результате	1	3
609	ясно что	1	3
610	одной из	7	3
611	их не	1	3
612	о необходимости	1	3
613	на мир	1	3
614	от одной	2	3
615	из всего	1	3
616	я могу	1	3
617	на первый	1	3
618	а что	2	3
619	время с	1	3
620	первый взгляд	1	3
621	на человека	1	3
622	что этот	2	3
623	исходною точкою	1	3
624	следовало бы	2	3
625	применении к	1	3
626	все свои	1	3
627	уже о	1	3
628	вообще как	1	3
629	если так	1	3
630	и когда	2	3
631	жизни то	1	3
632	быть в	1	3
633	входят в	1	3
634	он сам	8	3
635	от себя	1	3
636	а мы	1	3
637	к этим	1	3
638	на словах	1	3
639	от ее	2	3
640	есть одно	1	3
641	которое может	1	3
642	что уже	1	3
643	мы знаем	2	3
644	напротив в	1	3
645	но можно	1	3
646	говоря словами	1	3
647	бы что	1	3
648	и человек	3	3
649	не была	1	3
650	в разные	1	3
651	что за	1	3
652	для развития	1	3
653	сходство с	1	3
654	человек и	2	3
655	о которой	2	3
656	между человеком	1	3
657	в двух	2	3
658	в себя	3	3
659	же касается	1	3
660	действительности и	3	3
661	сознании все	1	3
662	совсем не	1	3
663	здесь мы	2	3
664	до этого	2	3
665	как это	2	3
666	что эта	1	3
667	в образ	1	3
668	выражается в	1	3
669	на стороне	3	3
670	на свое	1	3
671	движения и	1	3
672	нечто вроде	1	3
673	я в	1	3
674	что создание	1	3
675	и др	2	3
676	но нет	1	3
677	всех сторон	1	3
678	не значит	2	3
679	значило бы	1	3
680	сказать о	1	3
681	значит что	3	3
682	и ее	1	3
683	в пространстве	2	3
684	наше время	4	3
685	на чем	1	3
686	и из	1	3
687	утверждает что	1	3
688	для них	2	3
689	в отношении	1	3
690	идет от	1	3
691	к самому	1	3
692	должен был	2	3
693	образом если	1	3
694	ни о	1	3
695	их и	1	3
696	в мыслях	1	3
697	развития в	2	3
698	как о	1	3
699	это чувство	1	3
700	связанные с	1	3
701	которого не	2	3
702	в известном	2	3
703	а если	1	3
704	бы с	1	3
705	в первый	1	3
706	он видит	3	3
707	со всех	1	3
708	и поэтому	2	3
709	у меня	1	3
710	а может	2	3
711	одного лица	1	3
712	время в	3	3
713	общее положение	1	3
714	с так	1	3
715	идеи в	2	3
716	человек должен	1	3
717	не совсем	1	3
718	то по	1	3
719	не имел	1	3
720	жизни не	2	3
721	и наконец	3	3
722	что ему	1	3
723	после этого	1	3
724	ее в	3	3
725	о значении	1	3
726	ничего кроме	1	3
727	из своих	1	3
728	с которым	2	3
729	однако не	1	3
730	в мысль	1	3
731	в другую	1	3
732	при исследовании	1	3
733	этой цели	1	3
734	сливается с	4	3
735	и я	2	3
736	впечатления от	1	3
737	идеи и	2	3
738	должен быть	1	3
739	единство и	1	3
740	в одной	5	3
741	с первого	1	3
742	отличие от	3	3
743	это в	3	3
744	до своего	1	3
745	в нашей	2	3
746	в развитии	1	3
747	этого образа	1	3
748	движения в	1	3
749	человека с	2	3
750	несколько раз	2	3
751	в большинстве	1	3
752	признать что	1	3
753	нам по	1	3
754	частный случай	1	3
755	по всей	1	3
756	и деятельность	1	3
757	связи между	1	3
758	в известной	4	3
759	и прежде	1	3
760	как будто	5	3
761	по законам	1	3
762	и относительно	1	3
763	важную роль	2	3
764	для этого	1	3
765	человеческой души	3	2
766	еще раз	1	2
767	можно говорить	1	2
768	познания и	2	2
769	и имеет	1	2
770	под ним	1	2
771	своем развитии	1	2
772	может служить	2	2
773	по выражению	2	2
774	не зависит	1	2
775	остаться на	1	2
776	так можно	1	2
777	время не	2	2
778	в с	2	2
779	есть отношение	1	2
780	отдельно от	1	2
781	создает себе	1	2
782	сходно с	1	2
783	а напротив	1	2
784	человек понимает	1	2
785	с требованиями	1	2
786	понимается им	1	2
787	и сам	5	2
788	вопрос этот	1	2
789	всякий раз	2	2
790	прогресс в	1	2
791	или на	1	2
792	уже на	1	2
793	если он	4	2
794	мы получаем	1	2
795	я от	2	2
796	приходит в	1	2
797	основная форма	1	2
798	роль в	2	2
799	один ряд	1	2
800	отличается от	1	2
801	разные стороны	1	2
802	а а	4	2
803	даже с	1	2
804	нам представляется	2	2
805	еще один	1	2
806	во все	1	2
807	которая в	1	2
808	не могли	2	2
809	эта связь	1	2
810	человека не	1	2
811	духовной жизни	2	2
812	в противоположность	1	2
813	по возможности	1	2
814	повторяет в	1	2
815	времени в	13	2
816	к своей	1	2
817	одной только	1	2
818	сознания в	1	2
819	этой связи	2	2
820	природе как	1	2
821	без этого	1	2
822	людей и	2	2
823	почти совершенно	1	2
824	любви к	2	2
825	такое решение	1	2
826	стал бы	1	2
827	в глаза	2	2
828	но этот	2	2
829	его собственной	1	2
830	друг на	1	2
831	и еще	2	2
832	я с	1	2
833	нас на	1	2
834	ключ к	1	2
835	образом как	1	2
836	как я	1	2
837	есть по	1	2
838	теории и	1	2
839	который в	4	2
840	в движении	2	2
841	в картине	1	2
842	лишь один	1	2
843	это к	1	2
844	себя в	3	2
845	едва ли	2	2
846	своего развития	1	2
847	себе самом	1	2
848	и впечатления	1	2
849	ее и	2	2
850	к человеку	3	2
851	первый раз	1	2
852	народной жизни	1	2
853	восприятие в	1	2
854	прийти на	1	2
855	которого он	2	2
856	и за	1	2
857	лежит в	1	2
858	тому же	2	2
859	видит в	1	2
860	противоположность между	1	2
861	к чему	1	2
862	и говорит	1	2
863	сознания не	1	2
864	как его	1	2
865	с представлением	1	2
866	из уст	1	2
867	я не	5	2
868	же как	3	2
869	но когда	2	2
870	сделать его	1	2
871	например как	1	2
872	не нужно	2	2
873	указывающий на	1	2
874	необходимое условие	1	2
875	вообще в	1	2
876	бы самым	1	2
877	не одну	1	2
878	тут же	1	2
879	в устах	2	2
880	не составляет	1	2
881	с образами	1	2
882	на той	1	2
883	бы уже	1	2
884	и каждому	1	2
885	времен и	1	2
886	же это	1	2
887	то или	1	2
888	мы по	1	2
889	совершенно справедливо	1	2
890	должны были	1	2
891	и стремление	1	2
892	до первого	1	2
893	целом и	1	2
894	каждый человек	1	2
895	дойти до	1	2
896	о его	1	2
897	боли и	1	2
898	в первой	4	2
899	однако по	1	2
900	не сразу	1	2
901	человека или	1	2
902	люди не	1	2
903	с с	1	2
904	чувство может	1	2
905	с ее	3	2
906	всех этих	1	2
907	человечества не	1	2
908	другое его	1	2
909	его свойства	1	2
910	становится объектом	1	2
911	собою только	1	2
912	до степени	1	2
913	его собственное	1	2
914	им как	1	2
915	с такой	1	2
916	и должно	2	2
917	не находим	1	2
918	должны иметь	1	2
919	что свобода	1	2
920	на лице	1	2
921	переходит в	2	2
922	начинается с	1	2
923	и прозе	1	2
924	мы понимаем	2	2
925	находим у	1	2
926	есть лишь	1	2
927	это положение	1	2
928	обращается к	1	2
929	на наш	1	2
930	нет ни	3	2
931	человека на	1	2
932	смысле оно	1	2
933	во сне	1	2
934	это самое	1	2
935	не сами	1	2
936	художественный образ	1	2
937	это и	4	2
938	ни к	2	2
939	его и	2	2
940	господствует над	1	2
941	нас не	1	2
942	того самого	1	2
943	уважение к	1	2
944	такую же	1	2
945	на друга	1	2
946	и содержание	1	2
947	и независимо	1	2
948	в современном	5	2
949	с чувством	1	2
950	закон развития	1	2
951	человека до	1	2
952	целый ряд	1	2
953	к поэзии	1	2
954	теперь не	1	2
955	знаем что	1	2
956	было и	1	2
957	вне его	1	2
958	им в	1	2
959	образом уже	1	2
960	котором нет	1	2
961	ибо он	1	2
962	имеем в	1	2
963	есть его	1	2
964	нет и	1	2
965	в сфере	2	2
966	а скорее	1	2
967	принадлежит к	1	2
968	их с	1	2
969	относиться к	1	2
970	только с	3	2
971	его место	1	2
972	действительности не	1	2
973	д и	1	2
974	похоже на	1	2
975	человека но	3	2
976	изменения в	1	2
977	свойства человека	1	2
978	жизни но	2	2
979	и прямо	1	2
980	в прямом	2	2
981	тоже не	2	2
982	разума и	1	2
983	и было	1	2
984	сам в	1	2
985	при всей	1	2
986	наших глазах	1	2
987	предположение что	1	2
988	он как	1	2
989	от которого	1	2
990	может происходить	1	2
991	к его	1	2
992	о нем	2	2
993	видеть что	1	2
994	как у	3	2
995	где он	2	2
996	в полном	1	2
997	что каждый	1	2
998	вытекающее из	1	2
999	же не	2	2
1000	в движение	1	2
1001	человек есть	1	2
1002	вовсе нет	1	2
1003	по словам	2	2
1004	когда же	2	2
1005	а на	1	2
1006	непосредственно в	1	2
1007	в г	1	2
1008	говорим о	1	2
1009	можно выразиться	1	2
1010	а все	1	2
1011	что сами	1	2
1012	бесконечное разнообразие	1	2
1013	этого развития	1	2
1014	приближается к	1	2
1015	один момент	1	2
1016	если они	1	2
1017	мнение что	1	2
1018	со своей	1	2
1019	очень важную	1	2
1020	человека к	2	2
1021	не дают	2	2
1022	и эти	1	2
1023	и сила	1	2
1024	к их	1	2
1025	что понятия	1	2
1026	в народе	1	2
1027	с первым	1	2
1028	не могу	2	2
1029	с законом	3	2
1030	дело не	3	2
1031	связано с	1	2
1032	от всех	2	2
1033	во второй	3	2
1034	когда он	4	2
1035	переходит от	1	2
1036	всего его	1	2
1037	но такое	1	2
1038	не видим	1	2
1039	во времени	3	2
1040	и всякая	1	2
1041	с человеком	1	2
1042	существования в	1	2
1043	времени с	1	2
1044	каждого из	1	2
1045	человека из	1	2
1046	указывать на	1	2
1047	не останавливаясь	1	2
1048	и самого	1	2
1049	бы он	1	2
1050	сказать в	1	2
1051	того времени	1	2
1052	образов и	1	2
1053	и волю	1	2
1054	пришел к	2	2
1055	нуждается в	2	2
1056	ли в	2	2
1057	может и	1	2
1058	дальше в	1	2
1059	чего я	1	2
1060	и предметом	1	2
1061	человека по	1	2
1062	связи явлений	1	1
1063	мы наблюдаем	2	1
1064	и другие	4	1
1065	в возможности	1	1
1066	со второй	1	1
1067	столько выражение	1	1
1068	действующее лицо	1	1
1069	на эти	2	1
1070	закона и	1	1
1071	чем оно	1	1
1072	свою личную	1	1
1073	и люди	1	1
1074	не мешает	1	1
1075	человеке но	1	1
1076	между частями	1	1
1077	он считает	1	1
1078	вопросу о	1	1
1079	с самим	1	1
1080	эта идея	2	1
1081	из всех	5	1
1082	заставляет человека	1	1
1083	личную свободу	1	1
1084	которые играют	1	1
1085	их жизни	1	1
1086	не нужны	1	1
1087	роль играют	1	1
1088	жить и	1	1
1089	внутренней форме	1	1
1090	всем и	1	1
1091	него в	2	1
1092	с той	1	1
1093	почему мы	1	1
1094	с разумом	1	1
1095	своим личным	1	1
1096	предшествует своему	1	1
1097	самый сильный	1	1
1098	непосредственным источником	1	1
1099	другое в	1	1
1100	здесь необходимо	1	1
1101	и русские	1	1
1102	испуг и	1	1
1103	стремится и	1	1
1104	по способу	2	1
1105	из ее	1	1
1106	у пушкина	5	1
1107	одновременно все	2	1
1108	как было	2	1
1109	видит его	1	1
1110	в настоящем	2	1
1111	и самые	1	1
1112	я может	1	1
1113	в духе	6	1
1114	извне а	1	1
1115	цели а	1	1
1116	в чистую	1	1
1117	жизни идеи	1	1
1118	участвует в	1	1
1119	участие в	1	1
1120	человека для	1	1
1121	в построении	1	1
1122	почти ничего	1	1
1123	слабого и	1	1
1124	сторон человеческой	1	1
1125	его решения	1	1
1126	и требует	1	1
1127	шутку но	1	1
1128	меня в	2	1
1129	так это	1	1
1130	как развитие	1	1
1131	и двумя	1	1
1132	только через	2	1
1133	бы искать	1	1
1134	наш взгляд	1	1
1135	форма более	1	1
1136	его все	1	1
1137	он произносит	1	1
1138	в художественном	1	1
1139	музыкальный мотив	1	1
1140	чем не	1	1
1141	городу и	1	1
1142	себе он	1	1
1143	же после	1	1
1144	умственного развития	1	1
1145	он представил	1	1
1146	средствами но	1	1
1147	от своей	1	1
1148	сила в	1	1
1149	он вполне	1	1
1150	к своим	1	1
1151	речь идет	1	1
1152	он по	1	1
1153	свою собственную	1	1
1154	исследователь находит	1	1
1155	вырывается из	1	1
1156	в письме	1	1
1157	синтаксисе и	1	1
1158	как только	1	1
1159	за один	1	1
1160	которому стремится	1	1
1161	казалось бы	4	1
1162	он из	1	1
1163	всякого рода	2	1
1164	г в	2	1
1165	вступая в	1	1
1166	при полном	1	1
1167	не столь	1	1
1168	от внешней	1	1
1169	себя по	1	1
1170	с гораздо	1	1
1171	действительности в	2	1
1172	действия и	3	1
1173	я это	1	1
1174	он вовсе	1	1
1175	в жизнь	2	1
1176	его из	1	1
1177	и отчасти	3	1
1178	некоторые из	2	1
1179	мере своего	1	1
1180	природы человека	1	1
1181	шаг и	1	1
1182	больше чем	2	1
1183	первым и	1	1
1184	из других	2	1
1185	или вернее	1	1
1186	чтобы вызвать	2	1
1187	знал что	1	1
1188	мере приближения	1	1
1189	является более	1	1
1190	укажем здесь	1	1
1191	не согласиться	1	1
1192	свои личные	1	1
1193	которой он	2	1
1194	сам и	1	1
1195	человек стремится	1	1
1196	он был	2	1
1197	нас и	1	1
1198	сам не	1	1
1199	не чувствует	1	1
1200	о красоте	1	1
1201	мир его	2	1
1202	в творчестве	10	1
1203	воспроизведения и	1	1
1204	не должен	1	1
1205	люди на	1	1
1206	д в	3	1
1207	это его	1	1
1208	что никогда	1	1
1209	другом в	2	1
1210	представлял себе	2	1
1211	вот почему	3	1
1212	миф о	1	1
1213	его сердце	1	1
1214	по самой	2	1
1215	может вызвать	1	1
1216	в этот	3	1
1217	он ищет	1	1
1218	стороне все	1	1
1219	должна была	1	1
1220	хорошо понимал	1	1
1221	положением в	1	1
1222	слова был	1	1
1223	оно так	1	1
1224	по закону	1	1
1225	мы лучше	1	1
1226	если нет	1	1
1227	куда же	1	1
1228	приходит к	4	1
1229	говорит что	2	1
1230	нужно быть	1	1
1231	в игру	1	1
1232	для которого	1	1
1233	и те	1	1
1234	и психологии	1	1
1235	страстей в	1	1
1236	и потом	1	1
1237	перед ним	1	1
1238	я смотрю	1	1
1239	за другом	1	1
1240	всего этого	1	1
1241	делает его	1	1
1242	приходит на	1	1
1243	но ни	1	1
1244	прямо зависит	1	1
1245	на наших	1	1
1246	бога и	3	1
1247	настоящее время	2	1
1248	в голове	1	1
1249	сущности человека	1	1
1250	с большим	3	1
1251	еще ничего	1	1
1252	мысли эта	1	1
1253	нигде не	1	1
1254	чего он	1	1
1255	особенно в	3	1
1256	все без	1	1
1257	что называют	1	1
1258	образом посредством	1	1
1259	воли и	3	1
1260	стремлением к	1	1
1261	и всякого	1	1
1262	в строго	1	1
1263	человеку и	1	1
1264	это уже	7	1
1265	времени является	1	1
1266	содержанием и	1	1
1267	жизни как	1	1
1268	склонности к	1	1
1269	и тела	1	1
1270	жизни с	2	1
1271	свое собственное	1	1
1272	гораздо более	2	1
1273	единства человеческой	2	1
1274	их мысли	1	1
1275	чем было	1	1
1276	он имел	1	1
1277	на ту	1	1
1278	прямо противоположно	1	1
1279	значение имеет	1	1
1280	гораздо явственнее	1	1
1281	и он	4	1
1282	этой задачи	1	1
1283	и мир	3	1
1284	по преимуществу	4	1
1285	произведений и	1	1
1286	сам автор	2	1
1287	мышления и	2	1
1288	себе всю	1	1
1289	и среди	2	1
1290	своего я	2	1
1291	у своих	1	1
1292	поэтому в	1	1
1293	такого рода	1	1
1294	к себе	1	1
1295	другое и	1	1
1296	если у	2	1
1297	и прекрасным	1	1
1298	что события	1	1
1299	становится понятно	1	1
1300	эстетическое значение	1	1
1301	и читать	1	1
1302	его но	1	1
1303	для определения	1	1
1304	и самим	1	1
1305	человека во	1	1
1306	в качестве	2	1
1307	и через	4	1
1308	от людей	2	1
1309	приближения к	1	1
1310	отказывается от	2	1
1311	о ком	1	1
1312	и сложно	1	1
1313	сколько бы	1	1
1314	от дома	1	1
1315	весь мир	1	1
1316	символическое значение	1	1
