N	3gram	Vinokur_Vv	Dialekti
113	бы то ни	1	3
114	д все это	1	3
115	уже о том	1	3
116	не просто как	1	3
117	того или иного	1	3
118	в чем же	3	3
119	ту или иную	1	3
120	что это только	1	3
121	не было бы	1	3
122	с этой стороны	1	3
123	но в то	3	3
124	не только в	4	3
125	с самого начала	1	3
126	принять во внимание	2	3
127	но ведь это	1	2
128	бы и не	1	2
129	в каждом из	1	2
130	было бы в	1	2
131	том что в	1	2
132	из них и	1	2
133	в собственном смысле	3	2
134	хотя бы и	2	2
135	дело не в	1	2
136	который хотя и	1	2
137	тогда когда оно	1	2
138	в подлинном смысле	1	2
139	в качестве примера	1	2
140	в нем не	1	2
141	представить себе что	2	2
142	в обоих случаях	1	2
143	все же это	1	2
144	сомневаться в том	1	2
145	это не просто	1	2
146	нечего и говорить	1	2
147	но также и	10	2
148	можно говорить о	3	2
149	по себе так	1	2
150	не есть наука	1	2
151	могут быть в	1	2
152	в разной степени	1	2
153	в чистом виде	1	2
154	а именно в	1	2
155	можно представить себе	2	2
156	в свою очередь	2	2
157	это может быть	1	2
158	по себе есть	1	2
159	заключается вовсе не	1	2
160	точки зрения можно	1	2
161	и в особенности	4	2
162	и даже просто	1	2
163	и не в	1	2
164	как это было	1	2
165	как один из	1	2
166	к выводу что	6	2
167	это не только	2	2
168	сказать что в	1	2
169	в тех или	1	2
170	если принять во	1	2
171	потому что и	1	2
172	вопрос об ее	1	2
173	дело в том	3	2
174	в лучшем случае	1	2
175	вопрос о том	5	2
176	и то что	3	2
177	и в том	4	2
178	так как и	1	2
179	в широком смысле	7	2
180	а так как	2	2
181	мы имеем дело	1	2
182	себе не есть	1	2
183	потому что они	1	2
184	не просто выражение	1	1
185	в своей природе	1	1
186	лишь в том	1	1
187	о котором уже	1	1
188	всяком случае гораздо	1	1
189	тех пор пока	1	1
190	что оно имеет	1	1
191	т д однако	3	1
192	чтобы убедиться в	1	1
193	мы говорим о	1	1
194	а не иначе	1	1
195	о котором мы	1	1
196	уже знаем это	1	1
197	если и нужно	1	1
198	чем больше он	1	1
199	в применении к	6	1
200	здесь в малом	1	1
201	что в ней	1	1
202	что обе эти	1	1
203	на задний план	2	1
204	на тему о	1	1
205	в том как	1	1
206	во главе с	1	1
207	природы таким образом	1	1
208	что в одном	1	1
209	том что если	1	1
210	не в этом	1	1
211	вопрос что такое	1	1
212	он мог бы	1	1
213	независимо от своего	1	1
214	ее от прочих	1	1
215	когда мы имеем	1	1
216	которые были бы	1	1
217	история есть действительно	1	1
218	не наука а	1	1
219	она есть не	1	1
220	деле то что	1	1
221	отсюда следует что	1	1
222	т е все	1	1
223	а в другом	1	1
224	не могут не	2	1
225	т е того	1	1
226	также и то	1	1
227	включают в себя	1	1
228	из этих двух	1	1
229	все равно не	1	1
230	т д мы	1	1
231	возможно только потому	1	1
232	том что обе	1	1
233	потому что в	1	1
234	и даже прямо	1	1
235	говорить о том	1	1
236	а кроме того	1	1
237	но это только	1	1
238	что не только	1	1
239	совершенно ясно что	1	1
240	культуре т е	1	1
241	и от того	1	1
242	в самом же	1	1
243	так а не	1	1
244	то что можно	1	1
245	одна за другой	1	1
246	бы оно было	1	1
247	оно не дает	1	1
248	в первом случае	2	1
249	самом же начале	1	1
250	самой своей природе	2	1
251	большой интерес представляет	1	1
252	в этом пункте	1	1
253	самом деле есть	1	1
254	бы ее ни	1	1
255	но если бы	1	1
256	в отличие от	4	1
257	и никогда не	1	1
258	но в силу	1	1
259	вообще т е	1	1
260	именно как нечто	1	1
261	а в том	1	1
262	ее становления и	1	1
263	каждой из них	2	1
264	может быть названа	1	1
265	его можно только	1	1
266	то ни было	1	1
267	есть т е	1	1
268	как мы уже	2	1
269	нужно сказать что	1	1
270	по глубине и	1	1
271	того что в	1	1
272	сказать что он	1	1
273	и вопрос о	1	1
274	и все прочие	1	1
275	имел в виду	1	1
276	гораздо ближе к	2	1
277	то что остается	2	1
278	ничего не может	1	1
279	с одинаковым успехом	1	1
280	и сам по	1	1
281	а именно как	1	1
282	вот почему в	1	1
283	показывает что в	1	1
284	в этот вопрос	1	1
285	то обстоятельство что	1	1
286	отношении его к	1	1
287	не то что	1	1
288	имея в виду	1	1
289	по самой своей	2	1
290	не существует и	1	1
291	и здесь именно	1	1
292	всего того что	1	1
293	при известных условиях	1	1
294	тот смысл что	1	1
295	в них не	1	1
296	говорим только о	1	1
297	как целое как	1	1
298	в одном месте	1	1
299	и это есть	1	1
300	д словом все	1	1
301	в этих случаях	2	1
302	внимание на то	1	1
303	за ее пределами	1	1
304	или нет и	1	1
305	а не самый	1	1
306	иное как именно	1	1
307	еще не значит	1	1
308	могут не быть	1	1
309	англичане и немцы	1	1
310	и вот почему	1	1
311	вместе с тем	3	1
312	не могло не	1	1
313	только как о	1	1
314	как на нечто	1	1
315	на одной из	1	1
316	когда говорил что	1	1
317	т д таким	1	1
318	большей или меньшей	3	1
319	том отношении что	3	1
320	но и в	1	1
321	нисколько не мешает	1	1
322	как он есть	1	1
323	зависимости от характера	1	1
324	е по существу	1	1
325	в том чтобы	5	1
326	наука не получила	1	1
327	может ли быть	2	1
328	понимать в том	1	1
329	а потому принципиально	1	1
330	заключается в том	3	1
331	в подобных случаях	1	1
332	не мог не	1	1
333	т е на	1	1
334	т д при	1	1
335	что в общем	2	1
336	все эти отдельные	1	1
337	имеем в виду	1	1
338	и именно в	3	1
339	крайней мере не	1	1
340	том или ином	2	1
341	в свое время	3	1
342	таком случае все	1	1
343	что же касается	2	1
344	исторического бытия и	1	1
345	и которая в	1	1
346	месте в системе	1	1
347	и что это	1	1
348	здесь идет речь	1	1
349	только в том	2	1
350	но если мы	1	1
351	как бы ее	1	1
352	что тут нет	1	1
353	тему о том	1	1
354	история должна быть	1	1
355	а между тем	2	1
356	до тех пор	1	1
357	все т е	1	1
358	каждом из них	1	1
359	же это не	1	1
360	хотя бы на	1	1
361	но дело не	2	1
362	не имеет своего	1	1
363	последних т е	1	1
364	потому что все	1	1
365	на нечто целое	1	1
366	всего то что	2	1
367	именно в этом	3	1
368	много общего с	1	1
369	это еще не	2	1
370	том что такое	6	1
371	об отношении его	1	1
372	в виду когда	1	1
373	значит не только	1	1
374	т д словом	1	1
375	как раз в	1	1
376	отношения к истории	1	1
377	в самом своем	2	1
378	отсюда ясно что	1	1
379	самое что и	1	1
380	д таким образом	1	1
381	как одна из	1	1
382	мы имеем в	1	1
383	и понимать ее	1	1
384	в этом случае	6	1
385	у меня в	1	1
386	уже и сейчас	1	1
387	том что он	1	1
388	в том отношении	3	1
389	точки зрения совершенно	1	1
390	с разных сторон	1	1
391	с тем что	3	1
392	она может быть	1	1
393	но теперь мы	1	1
394	образом связана с	1	1
395	обратим внимание на	2	1
396	и за ее	1	1
397	и заключается она	1	1
398	шла речь в	3	1
399	существует само по	1	1
400	в разной мере	1	1
401	чтобы можно было	2	1
402	в виду их	1	1
403	нет никакого различия	1	1
404	и об отношении	1	1
405	из которых каждый	1	1
406	что в этом	2	1
407	прежде всего в	1	1
408	отчет в том	1	1
409	на каком-нибудь одном	1	1
410	но от этого	1	1
411	уже само по	1	1
412	теснейшим образом связана	1	1
413	после того как	2	1
414	что несмотря на	2	1
415	истории и в	1	1
416	тот факт что	1	1
417	же самое и	1	1
418	то о котором	1	1
419	но зато она	1	1
420	как мы имеем	1	1
