N	2gram	Vygotskiy_	DiskursI
693	это было	1	2
694	сомнение в	1	2
695	говорит об	1	2
696	вовсе не	5	2
697	и вообще	2	2
698	тем более	7	2
699	и другого	1	2
700	связаны с	2	2
701	ему не	1	2
702	и тех	1	2
703	на собеседника	1	2
704	первобытный человек	1	2
705	с самого	9	2
706	он ни	1	2
707	переходе от	2	2
708	что помимо	1	2
709	его не	3	2
710	не по	1	2
711	мы должны	11	2
712	оказывается по	1	2
713	и их	5	2
714	отказ от	1	2
715	к области	1	2
716	заключает в	1	2
717	только то	2	2
718	по-видимому в	1	2
719	человека с	3	2
720	всей его	5	2
721	как их	1	2
722	в книге	3	2
723	такой же	3	2
724	направленность на	3	2
725	речи не	1	2
726	на то	11	2
727	и относительно	1	2
728	включает в	2	2
729	и только	2	2
730	же это	2	2
731	которая и	1	2
732	не могло	5	2
733	есть не	3	2
734	науки о	1	1
735	с которыми	2	1
736	мы обратимся	1	1
737	почву для	1	1
738	новое и	1	1
739	и другие	1	1
740	сколько и	1	1
741	главе с	1	1
742	к сожалению	2	1
743	что если	3	1
744	отношении как	1	1
745	от детского	1	1
746	говорит но	1	1
747	к социальному	1	1
748	мы и	3	1
749	здесь же	1	1
750	не нужна	1	1
751	когда она	2	1
752	самого себя	1	1
753	к этой	4	1
754	в применении	2	1
755	рассуждения с	2	1
756	тому что	6	1
757	даже в	4	1
758	его за	1	1
759	на границах	1	1
760	это игра	1	1
761	теоретических построений	1	1
762	линии развития	1	1
763	решения вопроса	1	1
764	кроме того	1	1
765	одно это	1	1
766	в большей	1	1
767	в категориях	2	1
768	как говорит	2	1
769	что человек	1	1
770	подводя итог	1	1
771	представлений о	2	1
772	социальной жизни	1	1
773	его от	1	1
774	свойства которые	1	1
775	противоречие с	1	1
776	к рассмотрению	1	1
777	выводу о	2	1
778	как она	1	1
779	составляющие ее	1	1
780	сознаний в	1	1
781	проблемы которые	1	1
782	стоит в	1	1
783	на которых	4	1
784	это такое	1	1
785	вещь в	1	1
786	которого можно	1	1
787	и там	1	1
788	результате этого	1	1
789	образов в	1	1
790	вопрос этот	1	1
791	всей их	2	1
792	в речи	3	1
793	исходить из	1	1
794	и поведения	1	1
795	места и	1	1
796	и другим	2	1
797	с тем	8	1
798	в наиболее	1	1
799	стороны в	1	1
800	на определенной	1	1
801	целое и	2	1
802	движется в	1	1
803	письменной речи	2	1
804	мышления при	1	1
805	а именно	2	1
806	с еще	1	1
807	выход из	1	1
808	монолог в	1	1
809	как процесс	3	1
810	в природе	4	1
811	человеческой речи	12	1
812	собеседника или	1	1
813	своего исследования	3	1
814	разрабатывать и	1	1
815	которое не	2	1
816	и слово	2	1
817	целым рядом	2	1
818	в это	1	1
819	мир и	1	1
820	что оба	1	1
821	при помощи	2	1
822	является то	4	1
823	социальной ситуации	1	1
824	все их	1	1
825	на одном	3	1
826	во-первых в	1	1
827	на все	5	1
828	с реальной	1	1
829	действительности в	1	1
830	к теории	3	1
831	тем в	1	1
832	значительную роль	1	1
833	другими и	1	1
834	только благодаря	1	1
835	в такой	4	1
836	в позднейшей	1	1
837	которые не	4	1
838	в жизнь	2	1
839	для автора	1	1
840	во все	3	1
841	не существует	4	1
842	ее к	1	1
843	то это	2	1
844	речью и	4	1
845	можно считать	2	1
846	в предыдущих	2	1
847	о чем-то	1	1
848	по тем	1	1
849	применении к	1	1
850	которой он	2	1
851	широкое распространение	1	1
852	раз и	1	1
853	движущую силу	1	1
854	что всякое	1	1
855	слова представляет	1	1
856	время от	1	1
857	тип организации	1	1
858	значения слова	3	1
859	по возможности	1	1
860	но даже	2	1
861	он явно	1	1
862	развития с	2	1
863	иной мере	1	1
864	уже у	1	1
865	судьбе и	1	1
866	но эти	1	1
867	мышление оказывается	1	1
868	что вся	1	1
869	заключается прежде	1	1
870	т.п в	1	1
871	этой связи	1	1
872	с самой	1	1
873	сложилось в	1	1
874	должна была	2	1
875	в изучении	2	1
876	непосредственное общение	1	1
877	быть названо	1	1
878	всего как	1	1
879	и вторая	1	1
880	приходит к	4	1
881	предисловии к	4	1
882	и желания	1	1
883	вообще но	1	1
884	проникают все	1	1
885	превращается в	3	1
886	обнаруживает в	1	1
887	в смысле	2	1
888	и те	2	1
889	тому на	1	1
890	последнюю роль	1	1
891	от той	2	1
892	отклик в	1	1
893	так же	18	1
894	отношений с	1	1
895	природы но	1	1
896	и начинает	2	1
897	необходимо понять	1	1
898	всего что	1	1
899	друг на	1	1
900	и остается	3	1
901	представляющая собой	1	1
902	но ни	1	1
903	и речевой	1	1
904	и еще	2	1
905	тенденцию к	3	1
906	если это	2	1
907	мышления которая	3	1
908	с самим	2	1
909	ней и	1	1
910	вернуться к	2	1
911	тезис о	1	1
912	этих последних	1	1
913	наряду с	3	1
914	ключ к	2	1
915	на второй	1	1
916	привели к	1	1
917	следующим образом	2	1
918	и мимики	1	1
919	быть в	1	1
920	находится в	2	1
921	речь не	3	1
922	учения об	2	1
923	отношения в	2	1
924	так не	1	1
925	ибо она	1	1
926	наконец сам	1	1
927	но делает	1	1
928	теории и	4	1
929	все многообразие	1	1
930	оно представляет	1	1
931	касается второго	1	1
932	согласиться с	1	1
933	из окружающего	1	1
934	мере развития	3	1
935	связи в	1	1
936	от них	2	1
937	в сфере	4	1
938	явлений с	1	1
939	даже у	1	1
940	на котором	1	1
941	однако несмотря	2	1
942	возникает и	1	1
943	к этим	3	1
944	в системе	1	1
945	свидетельствует об	1	1
946	чем это	3	1
947	ни даже	1	1
948	но сама	1	1
949	искусственных понятий	1	1
950	в заключение	4	1
951	действительно в	1	1
952	в какой-либо	1	1
953	на них	1	1
954	сведено к	3	1
955	не имеющих	1	1
956	решить проблему	1	1
957	представить себе	5	1
958	только не	2	1
959	этой книги	2	1
960	основе его	1	1
961	и мы	3	1
962	к индивидуальной	1	1
963	заложена в	1	1
964	отношении в	1	1
965	как такового	2	1
966	как полагает	1	1
967	предстает перед	1	1
968	после того	1	1
969	и системы	1	1
970	тенденции к	2	1
971	над проблемой	1	1
972	одной лишь	1	1
973	внутренней природе	1	1
974	собой в	1	1
975	очередь на	1	1
976	основных и	1	1
977	только лишь	1	1
978	в состоянии	2	1
979	перерастает в	1	1
980	в совершенно	5	1
981	эти фигуры	1	1
982	него в	1	1
983	могло бы	2	1
984	однако этот	1	1
985	не хочет	2	1
986	по мнению	2	1
987	связанный со	1	1
988	в научном	1	1
989	параллельно с	1	1
990	или иную	1	1
991	и будет	1	1
992	говоря словами	5	1
993	отказывается от	1	1
994	согласно которому	1	1
995	на стадии	1	1
996	определенной стадии	1	1
997	есть с	1	1
998	иными словами	2	1
999	и развитие	1	1
1000	делает это	1	1
1001	зрения то	1	1
1002	все прочие	2	1
1003	следуя за	1	1
1004	лежит в	3	1
1005	чем в	1	1
1006	но такова	1	1
1007	поведении человека	1	1
1008	иначе чем	2	1
1009	живет и	1	1
1010	других сознаний	1	1
1011	не говорит	1	1
1012	зрения но	1	1
1013	их по	1	1
1014	и принципиальная	1	1
1015	что его	6	1
1016	всех его	1	1
1017	в изложении	2	1
1018	про себя	2	1
1019	в представлении	1	1
1020	это история	1	1
1021	и чисто	1	1
1022	преимущественно на	1	1
1023	и всю	2	1
1024	первых слов	6	1
1025	в конце	2	1
1026	в таком	1	1
1027	и во-вторых	3	1
1028	мере того	1	1
1029	между этими	7	1
1030	которой было	1	1
1031	не остается	3	1
1032	оно в	1	1
1033	и такими	1	1
1034	человек и	1	1
1035	этом последнем	1	1
1036	учение о	4	1
1037	в связи	3	1
1038	совмещала в	1	1
1039	как видим	3	1
1040	между ними	2	1
1041	личности с	1	1
1042	противоположностей и	1	1
1043	том какое	1	1
1044	в установлении	1	1
1045	и именно	1	1
1046	себя как	1	1
1047	существом которое	1	1
1048	из главных	1	1
1049	только его	3	1
1050	и утверждая	1	1
1051	возникает на	1	1
1052	в заключительных	1	1
1053	лежит не	1	1
1054	от этого	4	1
1055	данного типа	1	1
1056	в двух	3	1
1057	благодаря тому	3	1
1058	и следовательно	3	1
1059	лишь для	1	1
1060	в первые	2	1
1061	воздействия на	1	1
1062	для современной	3	1
1063	выходящее за	1	1
1064	точек зрения	1	1
1065	своей мысли	1	1
1066	таковая она	1	1
1067	теперь и	1	1
1068	в других	2	1
1069	но к	1	1
1070	сих пор	4	1
1071	вопрос что	1	1
1072	направленную на	1	1
1073	как сказано	1	1
1074	а для	2	1
1075	бы в	5	1
1076	о последнем	1	1
1077	ребенка мы	1	1
1078	двух миров	2	1
1079	равной мере	2	1
1080	и мир	1	1
1081	может позволить	1	1
1082	на которую	1	1
1083	должен был	1	1
1084	только от	2	1
1085	именно как	1	1
1086	что такое	1	1
1087	уже сказано	8	1
1088	возникает из	4	1
1089	согласии с	2	1
1090	моменты как	1	1
1091	приводит его	2	1
1092	никакой теории	1	1
1093	разрыв между	1	1
1094	он вступает	1	1
1095	и осмысления	1	1
1096	играет роль	2	1
1097	делает его	1	1
1098	за этими	1	1
1099	действие в	1	1
1100	самый процесс	2	1
1101	все остальные	5	1
1102	близко к	1	1
1103	еще только	1	1
1104	не дает	1	1
1105	сейчас в	2	1
1106	быть осуществлено	1	1
1107	т.д с	1	1
1108	слово представляет	1	1
1109	прошлого и	1	1
1110	так называемые	1	1
1111	круг когда	1	1
1112	в ответ	1	1
1113	в развитии	31	1
1114	не мог	1	1
1115	всей этой	2	1
1116	возвращаясь к	2	1
1117	всех других	1	1
1118	когда на	1	1
1119	именно и	1	1
1120	и является	2	1
1121	других людей	1	1
1122	в приведенном	1	1
1123	к ее	2	1
1124	предпосылки для	1	1
1125	аналогично тому	1	1
1126	научного знания	2	1
1127	но об	1	1
1128	этом смысле	3	1
1129	несколько иначе	1	1
1130	суть не	1	1
1131	исследования на	1	1
1132	должны были	6	1
1133	в рассмотренном	1	1
1134	эмпиризма и	1	1
1135	он представляет	2	1
1136	когда мы	2	1
1137	самых ранних	1	1
1138	как известно	8	1
1139	сознания от	1	1
1140	не само	1	1
1141	занимает в	2	1
1142	но без	1	1
1143	на бумаге	1	1
1144	функций и	1	1
1145	примера можно	1	1
1146	известном смысле	3	1
1147	мы называем	3	1
1148	формы речевого	1	1
1149	говорят и	1	1
1150	это приводит	1	1
1151	их к	1	1
1152	связь по	1	1
1153	приводят к	1	1
1154	с теоретической	1	1
1155	и ты	1	1
1156	которое мы	6	1
1157	речи которые	1	1
1158	на отдельные	3	1
1159	ее моментов	1	1
1160	начала мы	1	1
1161	между и	4	1
1162	так что	2	1
1163	в некотором	1	1
1164	мышление представляется	1	1
1165	в общем	5	1
1166	во внутреннюю	2	1
1167	направленности на	1	1
1168	до наших	1	1
1169	речи именно	2	1
1170	для построения	1	1
1171	есть все	2	1
1172	те кто	2	1
1173	из этого	6	1
1174	процесса и	1	1
1175	к человеку	1	1
1176	вытекающим из	1	1
1177	там где	8	1
1178	более что	1	1
1179	ради этого	1	1
1180	во время	1	1
1181	сделать для	1	1
1182	действительной жизни	1	1
1183	интересующего нас	1	1
1184	на эту	2	1
1185	что до	1	1
1186	это новое	1	1
1187	одном отношении	1	1
1188	почему он	1	1
1189	были бы	2	1
1190	по прихоти	1	1
1191	однако он	1	1
1192	образом и	4	1
1193	от до	4	1
1194	до сих	4	1
1195	явно не	1	1
1196	в тени	2	1
1197	от сознания	1	1
1198	ни малейшего	1	1
1199	и здесь	1	1
1200	речи что	2	1
1201	вопросы о	1	1
1202	даже несколько	1	1
1203	как таковой	2	1
1204	и должны	2	1
1205	работа представляет	2	1
1206	он стремится	1	1
1207	возникать и	1	1
1208	речи но	5	1
1209	мы назвали	1	1
1210	и сейчас	1	1
1211	методу и	1	1
1212	почти не	1	1
1213	ним и	1	1
1214	которая по	1	1
1215	объективной действительности	2	1
1216	теория по	1	1
1217	дыра в	1	1
1218	перед которым	1	1
1219	содержания и	1	1
1220	себе те	1	1
1221	же образом	1	1
1222	что это	8	1
1223	свойств в	1	1
1224	вот как	1	1
1225	не были	1	1
1226	никак не	1	1
1227	сам по	3	1
1228	одном и	1	1
1229	быть представлен	1	1
1230	от самых	2	1
1231	первых двух	1	1
1232	о которой	2	1
1233	в область	1	1
1234	более глубокое	1	1
1235	мышления он	3	1
1236	утверждает что	3	1
1237	к выводу	10	1
1238	гораздо раньше	2	1
1239	теория это	1	1
1240	науки и	1	1
1241	реальности а	1	1
1242	для них	1	1
1243	частности что	1	1
1244	показать на	1	1
1245	теоретическое построение	1	1
1246	исследования как	3	1
1247	целом ряде	2	1
1248	можно было	6	1
1249	под этим	2	1
1250	к постановке	2	1
1251	в более	3	1
1252	быть сведено	2	1
1253	как о	2	1
1254	отсылает к	1	1
1255	со всеми	2	1
1256	мышлению к	1	1
1257	прямо к	1	1
1258	до этого	1	1
1259	между мыслью	4	1
1260	строгом смысле	1	1
1261	наблюдений над	1	1
1262	что у	3	1
1263	характер то	1	1
1264	как при	2	1
1265	теория оказывается	1	1
1266	обозначить как	1	1
1267	тоже не	1	1
1268	всем протяжении	3	1
1269	же о	1	1
1270	и действительно	1	1
1271	то время	5	1
1272	значения и	2	1
1273	себе дорогу	3	1
1274	действительность с	1	1
1275	анализа в	1	1
1276	и коммуникативной	1	1
1277	фактов и	5	1
1278	и так	1	1
1279	в слове	2	1
1280	о двух	2	1
1281	дело идет	1	1
1282	отчасти и	1	1
1283	не последнюю	1	1
1284	в словах	3	1
1285	которое несмотря	1	1
1286	в традиционной	1	1
1287	том как	1	1
1288	сравнению с	9	1
1289	зависимости от	8	1
1290	законченной и	1	1
1291	в известном	4	1
1292	друг от	4	1
1293	которая не	1	1
1294	в каком	3	1
