N	3gram	Propp_Morf	FransuaR
100	во всех других	1	2
101	то ни было	2	2
102	или во всяком	1	2
103	все эти явления	1	2
104	то что он	1	2
105	и может быть	1	2
106	и в начале	1	2
107	этот вопрос мы	1	2
108	со всеми другими	1	2
109	мы будем говорить	1	2
110	мы уже видели	2	2
111	и др эти	1	2
112	не могут быть	4	2
113	два раза в	1	2
114	кроме того они	1	2
115	видим что в	1	2
116	сих пор не	1	2
117	в сущности к	1	2
118	и есть то	1	2
119	все более и	1	2
120	ни в коем	1	2
121	это один из	1	2
122	вряд ли можно	1	2
123	заметить что в	1	2
124	для этой цели	1	2
125	в тех же	4	2
126	более и более	1	2
127	под углом зрения	2	2
128	же время и	1	2
129	в нашу задачу	1	2
130	в этом случае	10	2
131	том что он	1	2
132	мы не можем	1	2
133	в таких случаях	2	2
134	в другом случае	1	2
135	мы не будем	2	2
136	которым он был	1	2
137	потому что они	1	2
138	они вступают в	1	2
139	друг к другу	2	2
140	человеческой природой и	1	1
141	все это мы	1	1
142	это не значит	2	1
143	в точности соответствует	2	1
144	мы прежде всего	1	1
145	тем как в	1	1
146	и многие другие	1	1
147	был совершенно убежден	1	1
148	здесь прежде всего	3	1
149	и ни к	1	1
150	то что не	1	1
151	один из них	1	1
152	они все же	1	1
153	они и были	1	1
154	но если мы	1	1
155	на этом кончается	1	1
156	здесь мы находим	1	1
157	случаях перед нами	1	1
158	далеко не всегда	1	1
159	но есть и	1	1
160	но и всю	1	1
161	к другу и	2	1
162	эти и подобные	1	1
163	совершенно ясно что	1	1
164	узнает что это	1	1
165	в обоих случаях	2	1
166	но и другие	1	1
167	также и к	1	1
168	это нисколько не	1	1
169	и таким образом	2	1
170	и в нашем	1	1
171	но если бы	1	1
172	с этого момента	2	1
173	говорить не будем	1	1
174	одним из основателей	1	1
175	и др здесь	1	1
176	приводят к тому	2	1
177	остановимся лишь на	1	1
178	это все же	1	1
179	вплоть до наших	1	1
180	в частности мы	1	1
181	один из наиболее	1	1
182	в ход действия	3	1
183	и этот момент	1	1
184	в тех случаях	2	1
185	тем же законам	1	1
186	к земле и	1	1
187	можно себе представить	1	1
188	таким образом мы	7	1
189	но это и	1	1
190	и могут быть	1	1
191	входит в наши	1	1
192	как таковой он	1	1
193	в подземное царство	1	1
194	но кроме того	1	1
195	возвращается к себе	1	1
196	и др это	1	1
197	встречается очень часто	2	1
198	в целом не	1	1
199	между собою мы	1	1
200	с того что	2	1
201	всегда связана с	1	1
202	то мы увидим	1	1
203	он не может	1	1
204	тому или другому	1	1
205	но он может	1	1
206	достигается тем что	1	1
207	было бы сказать	1	1
208	как составная часть	1	1
209	сохраняется и это	1	1
210	точки зрения их	1	1
211	но как бы	1	1
212	один из важнейших	1	1
213	рождаются все эти	1	1
214	нужно заметить что	1	1
215	хотя они и	1	1
216	для этой новой	1	1
217	ли говорить о	1	1
218	в одном случае	1	1
219	мы переходим к	1	1
220	самом деле он	1	1
221	растения и животные	1	1
222	совсем не так	1	1
223	как будто не	2	1
224	так же и	1	1
225	весь этот материал	1	1
226	в наши задачи	1	1
227	но прежде чем	1	1
228	это достигается тем	1	1
229	особое значение и	1	1
230	том случае если	2	1
231	это и не	2	1
232	дается в форме	1	1
233	дана в форме	1	1
234	мы выделили в	1	1
235	в этой главе	1	1
236	имеет ничего общего	1	1
237	не стремится к	1	1
238	они и в	1	1
239	уже видели в	1	1
240	тот момент когда	1	1
241	оно может быть	2	1
242	то чего в	1	1
243	том что все	1	1
244	по существу как	1	1
245	другу и к	2	1
246	существу как мы	1	1
247	в какой степени	1	1
248	обстоит дело с	1	1
249	гете прежде всего	1	1
250	независимо от того	4	1
251	из этих двух	1	1
252	тем не менее	6	1
253	есть на самом	1	1
254	средство для достижения	1	1
255	перед нами в	1	1
256	и пр и	3	1
257	в основе ее	1	1
258	в том случае	3	1
259	а и в	1	1
260	то перед нами	5	1
261	роль в создании	1	1
262	очень большую роль	1	1
263	есть в то	1	1
264	главным образом как	1	1
265	между собой и	1	1
266	бросается в глаза	1	1
267	если бы мы	1	1
268	но как мы	1	1
269	этого нельзя утверждать	1	1
270	а потому что	1	1
271	во всей своей	1	1
272	из них не	1	1
273	может быть названа	1	1
274	и у него	1	1
275	не имеет ничего	1	1
276	это означает что	1	1
277	состоит в том	3	1
278	в высшей степени	1	1
279	тем что она	1	1
280	мы видим как	1	1
281	по существу и	1	1
282	с тех пор	1	1
283	в точном смысле	1	1
284	взять его в	1	1
285	она дается в	1	1
286	и до известной	1	1
287	но эти же	1	1
288	ничего не получает	1	1
289	и как они	1	1
290	и при анализе	1	1
291	а он приказывает	1	1
292	и как таковой	1	1
293	на этом основании	1	1
294	того чтобы получить	1	1
295	во многих отношениях	1	1
296	в ином в	1	1
297	между тем в	1	1
298	что это и	1	1
299	в тот момент	1	1
300	к тому или	1	1
301	далее мы видим	1	1
302	в совершенно другом	1	1
303	что он может	1	1
304	положительной или отрицательной	1	1
305	к нему в	1	1
306	на то что	3	1
307	и по-видимому не	1	1
308	им вовсе не	1	1
309	и в последней	1	1
310	правильнее было бы	1	1
311	точном смысле слова	1	1
312	мы увидим что	2	1
313	что же касается	1	1
314	в некоторых случаях	1	1
315	к началу и	2	1
316	говорить о том	2	1
317	существовать они не	1	1
318	имеет огромное значение	2	1
319	также связана с	1	1
320	и многое другое	1	1
321	никак нельзя было	1	1
322	вопрос о том	2	1
323	но никто не	2	1
324	хотя и не	2	1
325	прежде всего о	1	1
326	одно и то	1	1
327	и то же	1	1
328	и не так	1	1
329	бы они ни	1	1
330	иначе чем это	1	1
331	на его могиле	3	1
332	точки зрения совершенно	1	1
333	тех случаях когда	2	1
334	и независимо от	1	1
335	и в некоторых	1	1
336	на первый взгляд	3	1
337	не так плохо	1	1
338	они превращаются в	1	1
339	чудесное рождение героя	1	1
340	здесь не место	1	1
341	прежде всего и	1	1
342	оно по существу	1	1
343	между прочим и	1	1
344	вне связи с	2	1
345	в этой области	1	1
346	еще придется остановиться	1	1
347	от другого и	2	1
348	то время как	3	1
349	может быть названо	4	1
