N	2gram	Bakhtin_Fr	Otkroven
115	и из	1	2
116	этом он	2	2
117	с которой	2	2
118	в которой	1	2
119	ее в	1	2
120	о которой	1	2
121	не все	2	2
122	и этим	2	2
123	своем художественном	1	2
124	человеческого лица	1	2
125	одно из	2	2
126	что и	8	2
127	для человека	1	2
128	которую он	3	2
129	в уста	2	2
130	можно ли	1	2
131	в истории	2	2
132	его в	10	2
133	свободы и	2	2
134	должен был	1	2
135	чем в	1	2
136	их не	1	2
137	ведь это	3	2
138	ко всем	1	2
139	вместо того	1	2
140	художественном творчестве	1	2
141	этого мира	1	2
142	и с	18	2
143	и там	4	2
144	он в	4	2
145	и о	8	2
146	сказать что	12	2
147	что для	1	2
148	тем что	3	2
149	него не	2	2
150	и на	12	2
151	сложнее и	2	2
152	в других	2	2
153	что все	4	2
154	ничего не	5	2
155	хотя и	6	2
156	в своей	6	2
157	момент в	2	2
158	жизни в	3	2
159	не имеет	4	2
160	к этому	4	2
161	же это	1	2
162	том что	13	2
163	и для	4	2
164	его стремлением	1	2
165	в ее	2	2
166	своей жизни	2	2
167	подойти к	1	2
168	но в	20	2
169	вопросом о	1	2
170	чтобы сделать	1	1
171	ближе к	1	1
172	во всем	1	1
173	в каждом	3	1
174	и весь	1	1
175	во всяком	1	1
176	связан с	2	1
177	ко всему	3	1
178	видели в	1	1
179	его и	2	1
180	с образом	1	1
181	что связано	1	1
182	во внешнем	1	1
183	смерть и	2	1
184	бытия как	1	1
185	а потому	2	1
186	нужно отметить	3	1
187	то он	2	1
188	и свободное	1	1
189	ее и	1	1
190	умереть в	1	1
191	но оно	4	1
192	нет такого	1	1
193	для его	1	1
194	а с	1	1
195	и самое	1	1
196	это конечно	4	1
197	не существует	1	1
198	в центре	1	1
199	все его	1	1
200	самой жизни	2	1
201	и человека	1	1
202	и других	2	1
203	один из	6	1
204	для нашего	1	1
205	в котором	3	1
206	и здесь	6	1
207	та же	2	1
208	по природе	1	1
209	самой природе	1	1
210	его победить	1	1
211	он ни	1	1
212	тому кто	1	1
213	он понимал	1	1
214	мир в	4	1
215	они и	3	1
216	свободы в	1	1
217	про него	1	1
218	же и	2	1
219	уверен что	3	1
220	и свобода	1	1
221	после того	1	1
222	что природа	2	1
223	не имеют	1	1
224	каждом из	1	1
225	и вечно	3	1
226	и сделали	1	1
227	человека не	1	1
228	границы и	1	1
229	и хлеб	2	1
230	в пределе	6	1
231	того как	1	1
232	эта не	1	1
233	одну особенность	1	1
234	к одной	2	1
235	жизни а	1	1
236	и пр	1	1
237	собой в	1	1
238	выводит за	1	1
239	его с	1	1
240	том как	2	1
241	жизни нет	1	1
242	должна быть	1	1
243	мы не	6	1
244	но еще	1	1
245	больше всего	1	1
246	ведь этот	1	1
247	ее у	1	1
248	один только	1	1
249	связана с	5	1
250	не идет	1	1
251	его было	1	1
252	здесь нужно	1	1
253	всего мира	1	1
254	заключено в	1	1
255	атмосферу и	1	1
256	еще более	1	1
257	также и	11	1
258	ту же	3	1
259	но не	6	1
260	загадке с	1	1
261	это все	1	1
262	природе своей	1	1
263	не по	1	1
264	был бы	1	1
265	разум и	1	1
266	в ней	10	1
267	из всех	1	1
268	и своим	1	1
269	всего только	1	1
270	самому себе	1	1
271	это для	1	1
272	лишь его	1	1
273	что это	4	1
274	и тогда	1	1
275	речи и	1	1
276	и нигде	1	1
277	этом отношении	7	1
278	сторон он	1	1
279	на этих	2	1
280	он и	6	1
281	с трудом	1	1
282	о чем	5	1
283	сознания в	1	1
284	в свое	1	1
285	в сущности	13	1
286	кажется что	2	1
287	его он	1	1
288	у его	1	1
289	ним может	1	1
290	свободу и	5	1
291	в частности	4	1
292	говорит о	1	1
293	как это	5	1
294	ни был	1	1
295	о нем	2	1
296	между двумя	1	1
297	народа и	2	1
298	и больше	2	1
299	строгом смысле	1	1
300	чем у	1	1
301	только один	1	1
302	с утра	1	1
303	на нем	2	1
304	от толстого	1	1
305	и тут	1	1
306	со всей	2	1
307	как у	2	1
308	распадается на	1	1
309	и через	1	1
310	отношении ко	1	1
311	он должен	2	1
312	видеть в	1	1
313	что люди	1	1
314	не хочет	3	1
315	всего его	2	1
316	в поэме	1	1
317	и что	3	1
318	но сам	1	1
319	в одном	7	1
320	на самом	8	1
321	они в	1	1
322	у нас	3	1
323	он любил	1	1
324	в отношении	2	1
325	можно было	5	1
326	на свободу	3	1
327	свободы от	1	1
328	судьбы человека	1	1
329	дается в	4	1
330	людей и	1	1
331	же не	2	1
332	гибели и	1	1
333	бы и	2	1
334	и это	5	1
335	это подтверждается	1	1
336	ее с	1	1
337	него также	1	1
338	и отец	1	1
339	в строгом	2	1
340	и когда	1	1
341	и до	3	1
342	доходит до	2	1
343	тысячи лет	1	1
344	и слабые	1	1
345	был необычайно	1	1
346	мира он	1	1
347	и страх	1	1
348	стал вполне	1	1
349	обстановка и	1	1
350	бессмертия и	1	1
351	не вполне	1	1
352	за это	1	1
353	иначе чем	1	1
354	существенны и	1	1
355	от того	3	1
356	всей ее	1	1
357	дело доходит	2	1
358	человека с	5	1
359	связанная с	3	1
360	которая была	1	1
361	думать что	2	1
362	в них	12	1
363	у нее	3	1
364	действующие лица	1	1
365	в форме	2	1
366	говорит он	1	1
367	связь с	3	1
368	было и	1	1
369	и природной	1	1
370	же всегда	1	1
371	видно что	1	1
372	что нет	1	1
373	где оно	1	1
374	его а	1	1
375	было сделать	1	1
376	не случайно	3	1
377	и даже	6	1
378	в борьбе	1	1
379	его видели	1	1
380	отрешиться от	1	1
381	он еще	1	1
382	сила и	1	1
383	если бы	2	1
384	самом деле	6	1
385	от всех	6	1
386	ii в	1	1
387	и формы	1	1
388	ведь все	2	1
389	и более	1	1
390	потому это	1	1
391	самим собой	2	1
392	с ними	1	1
393	и сам	2	1
394	возрождения но	1	1
395	и можно	1	1
396	есть просто	1	1
397	в виду	2	1
398	в силу	1	1
399	самом начале	2	1
400	и начинается	1	1
401	на этот	4	1
402	права на	2	1
403	дело в	5	1
404	и раскрыть	1	1
405	которого они	1	1
406	вообще и	1	1
407	из самых	3	1
408	тема о	1	1
409	и эта	2	1
410	в эпоху	17	1
411	его как	4	1
412	во внешней	1	1
413	отношения к	1	1
414	тем же	1	1
415	вложена в	1	1
416	заключается в	1	1
417	начиная с	2	1
418	ее как	2	1
419	он знает	2	1
420	бы он	2	1
421	в конце	12	1
422	указывает на	1	1
423	в процессе	1	1
424	он хотел	1	1
425	уж тут	1	1
426	например в	6	1
427	в жизни	4	1
428	между этими	3	1
429	человеком и	2	1
430	его вечной	1	1
431	но к	1	1
432	находится в	2	1
433	в глазах	1	1
434	в корне	2	1
435	в сферу	2	1
436	их было	2	1
437	характер и	2	1
438	был в	3	1
439	и без	3	1
440	как от	1	1
441	и как	7	1
442	была скрыта	1	1
443	то в	3	1
444	всех тех	1	1
445	все время	3	1
446	от народной	1	1
447	есть не	1	1
448	духа в	2	1
449	страха и	6	1
450	что она	4	1
451	а именно	2	1
452	жизни и	11	1
453	одна из	1	1
454	в мире	1	1
455	в разных	2	1
456	состоит из	2	1
457	и прежде	4	1
458	в одно	2	1
459	как в	4	1
460	этого слова	1	1
461	другом месте	3	1
462	это раскрывает	1	1
463	как будто	2	1
464	всей мировой	1	1
465	тех которые	1	1
466	на то	2	1
467	лица в	1	1
468	а иногда	1	1
469	этой загадке	1	1
470	от этого	2	1
471	в народном	3	1
472	проповеди а	1	1
473	нет у	1	1
474	гете был	1	1
475	свободной и	2	1
476	нуждается в	3	1
477	слишком много	1	1
478	строя жизни	1	1
479	эпоху возрождения	1	1
480	что во	1	1
481	да и	2	1
482	друг с	2	1
483	ли он	2	1
484	в новом	3	1
485	нисколько не	4	1
486	и характер	1	1
487	интерес к	1	1
488	но это	10	1
489	в эти	2	1
490	в это	1	1
491	мир и	5	1
492	женщины и	4	1
493	которого не	1	1
494	противоречии с	2	1
495	ясно видно	1	1
496	из него	1	1
497	чем и	1	1
498	внутренней свободы	2	1
499	с другом	2	1
500	и чем	1	1
501	фантастический элемент	1	1
502	всякий страх	1	1
503	чтобы не	2	1
504	на своем	2	1
505	но там	2	1
506	любви и	1	1
507	вражда к	1	1
508	и человеческие	3	1
509	и человеческих	1	1
510	она и	2	1
511	много от	1	1
512	было не	1	1
513	из них	5	1
514	вовсе не	19	1
515	под влиянием	1	1
516	уже не	1	1
517	в одной	3	1
518	в противоречии	1	1
519	с того	1	1
520	это была	1	1
521	особенно в	4	1
522	мира в	1	1
523	со всеми	6	1
524	с вопросом	1	1
525	и самый	3	1
526	и способы	1	1
527	и общественной	1	1
528	бы в	5	1
529	был совершенно	1	1
530	отметить что	3	1
531	всеми и	1	1
532	и возможности	3	1
533	людей в	1	1
