N	2gram	Potebnia_M	VrazhdaK
155	что они	6	1
156	которую они	1	1
157	из произведений	1	1
158	все что	5	1
159	другой не	2	1
160	для всех	6	1
161	до сих	5	1
162	в душе	28	1
163	один из	2	1
164	и этот	1	1
165	которым он	1	1
166	ему в	1	1
167	его представления	1	1
168	этого в	2	1
169	приближается к	2	1
170	они не	5	1
171	этот закон	1	1
172	ни с	2	1
173	только что	4	1
174	этот процесс	1	1
175	если в	3	1
176	также что	2	1
177	это будет	5	1
178	рассказ о	1	1
179	того как	12	1
180	к этой	3	1
181	мнения о	2	1
182	об одном	1	1
183	первого раза	1	1
184	знали что	1	1
185	нем в	1	1
186	что уже	1	1
187	предположение что	2	1
188	не будем	1	1
189	дает нам	2	1
190	или по	2	1
191	еще более	2	1
192	души каждый	1	1
193	предположить что	1	1
194	от которого	2	1
195	из всех	1	1
196	или а	1	1
197	что это	5	1
198	хотя и	6	1
199	от нас	3	1
200	а это	1	1
201	с тех	1	1
202	в ее	2	1
203	только не	2	1
204	того что	15	1
205	в другой	4	1
206	и творческого	1	1
207	знаю что	1	1
208	от этой	1	1
209	задолго до	1	1
210	нас в	2	1
211	заметим что	1	1
212	прежде всего	8	1
213	руку к	1	1
214	в оценке	1	1
215	ее и	1	1
216	своих собственных	1	1
217	это слово	1	1
218	другой стороны	7	1
219	а другие	1	1
220	быть может	6	1
221	нет ничего	2	1
222	себе не	3	1
223	реального значения	2	1
224	в этих	10	1
225	но на	3	1
226	так не	1	1
227	в их	3	1
228	все равно	1	1
229	мы находим	3	1
230	с утверждением	1	1
231	что слово	5	1
232	тому же	1	1
233	есть еще	1	1
234	согласия или	1	1
235	но с	3	1
236	открытий в	1	1
237	а еще	1	1
238	и самые	1	1
239	без всяких	1	1
240	из мысли	1	1
241	ко всем	4	1
242	а между	5	1
243	что ни	2	1
244	в духе	1	1
245	в разные	2	1
246	же с	8	1
247	а за	1	1
248	этого не	2	1
249	нем самом	6	1
250	и сам	1	1
251	в одном	13	1
252	объему и	1	1
253	их и	2	1
254	равно как	1	1
255	что за	3	1
256	во внимание	4	1
257	в другую	2	1
258	на нее	2	1
259	на свою	1	1
260	следует рассматривать	1	1
261	и начинается	1	1
262	еще в	1	1
263	как при	2	1
264	свидетельствует что	1	1
265	но не	19	1
266	скорее всего	2	1
267	но для	1	1
268	за тем	2	1
269	если это	2	1
270	именно в	2	1
271	жизни и	3	1
272	такое же	3	1
273	то время	3	1
274	можно объяснить	1	1
275	в таком	7	1
276	в процессе	1	1
277	нам не	2	1
278	может в	1	1
279	сходство с	2	1
280	в жизни	5	1
281	уже давно	1	1
282	человек и	1	1
283	сходство между	2	1
284	похож на	1	1
285	начинается с	1	1
286	человек в	1	1
287	вряд ли	2	1
288	же быть	1	1
289	своей души	1	1
290	не есть	13	1
291	а их	1	1
292	между прочим	5	1
293	не дают	2	1
294	одном из	3	1
295	как в	18	1
296	влияния на	1	1
297	следовательно и	2	1
298	роль в	1	1
299	никто не	3	1
300	отличается от	1	1
301	да и	1	1
302	его жизни	1	1
303	по его	7	1
304	который не	1	1
305	служит для	2	1
306	о котором	4	1
307	не знали	2	1
308	том как	6	1
309	они как	1	1
310	в условиях	1	1
311	это было	3	1
312	из которого	3	1
313	пока не	1	1
314	людьми и	2	1
315	в сторону	1	1
316	мы считаем	1	1
317	по характеру	1	1
318	не имеет	9	1
319	ничего общего	3	1
320	но мы	3	1
321	всех их	1	1
322	полагает что	3	1
323	тем не	11	1
324	человеком и	4	1
325	раз и	1	1
326	под влиянием	10	1
327	что как	4	1
328	сих пор	5	1
329	при виде	3	1
330	и вообще	5	1
331	время сна	1	1
332	с первого	1	1
333	на них	1	1
334	время с	2	1
335	и образ	2	1
336	с этим	11	1
337	во всех	12	1
338	человека к	1	1
339	это опять	1	1
340	до того	2	1
341	во всяком	9	1
342	только от	2	1
343	п и	1	1
344	искать в	3	1
345	я вижу	1	1
346	то он	2	1
347	между нами	1	1
348	во все	2	1
349	в полной	1	1
350	для создания	2	1
351	было в	1	1
352	вы я	1	1
353	материала это	1	1
354	возвращается к	1	1
355	выше и	1	1
356	в мысли	13	1
357	не могли	2	1
358	по которому	2	1
359	мыслей и	1	1
360	что этот	1	1
361	сходились в	1	1
362	это как	1	1
363	совпадает с	1	1
364	но при	3	1
365	потому что	89	1
366	не знаю	1	1
367	все свои	1	1
368	д в	1	1
369	совсем не	1	1
370	с тою	1	1
371	так называемую	1	1
372	о наших	2	1
373	только как	5	1
374	близкий к	1	1
375	не всегда	2	1
376	впечатлений и	1	1
377	тех пор	2	1
378	он оставил	1	1
379	которых не	1	1
380	в ответ	1	1
381	чисто внешнее	1	1
382	он ищет	1	1
383	в развитии	2	1
384	во второй	1	1
385	он принимает	1	1
386	не будет	2	1
387	одним словом	5	1
388	нужно было	3	1
389	не могло	3	1
390	два человека	1	1
391	и их	6	1
392	не с	2	1
393	не вдаваясь	1	1
394	одно и	1	1
395	отношении к	1	1
396	себе на	1	1
397	всех этих	2	1
398	хотя в	3	1
399	точно так	18	1
400	как он	5	1
401	не могла	2	1
402	это была	1	1
403	и другом	2	1
404	вслед за	2	1
405	б в	1	1
406	но об	1	1
407	этом смысле	4	1
408	тем самым	6	1
409	у человека	2	1
410	проникнуть в	1	1
411	их отношения	1	1
412	по своей	2	1
413	от того	9	1
414	что из	2	1
415	человека и	2	1
416	в каком	7	1
417	каждый из	1	1
418	а от	2	1
419	свою очередь	8	1
420	бы смысла	1	1
421	вне его	1	1
422	указания на	5	1
423	можно бы	6	1
424	вдаваясь в	1	1
425	с другой	13	1
426	было бы	21	1
427	а тем	1	1
428	и удовольствия	2	1
429	как эта	1	1
430	имело бы	1	1
431	некоторое время	1	1
432	что же	3	1
433	при одной	2	1
434	как на	5	1
435	не совсем	3	1
436	себя в	1	1
437	ее не	1	1
438	однако в	4	1
439	что для	5	1
440	по которой	1	1
441	затем в	1	1
442	бы его	1	1
443	ключ к	2	1
444	той же	3	1
445	заключается в	3	1
446	могут быть	17	1
447	мы бы	3	1
448	только по	5	1
449	не имел	2	1
450	узнает в	1	1
451	к которому	5	1
452	это дает	1	1
453	во многих	5	1
454	что только	1	1
455	только при	3	1
456	в первой	1	1
457	есть по	1	1
458	и от	5	1
459	и есть	4	1
460	во всей	1	1
461	на этот	2	1
462	никому не	1	1
463	по крайней	6	1
464	такой же	4	1
465	по объему	1	1
466	в уме	1	1
467	из этого	2	1
468	ли эта	1	1
469	не все	3	1
470	от них	2	1
471	времени а	1	1
472	этом отношении	1	1
473	а следовательно	1	1
474	не имело	1	1
475	всяком случае	7	1
476	уже по	2	1
477	независимо от	15	1
478	друг друга	6	1
479	вопрос и	1	1
480	с ее	2	1
481	из него	3	1
482	бы в	6	1
483	ее тем	1	1
484	того же	13	1
485	только о	2	1
486	в целом	3	1
487	крайней мере	6	1
488	нас весьма	1	1
489	едва ли	1	1
490	одного и	6	1
491	некоторые черты	1	1
492	ничего не	2	1
493	и чувств	2	1
494	органическое единство	1	1
495	как общее	1	1
496	доказывает что	3	1
497	человека но	1	1
498	может как	1	1
499	к нему	2	1
500	более того	1	1
501	высшей степени	1	1
