N	2gram	Vygotskiy_	Problemy
209	от него	5	7
210	тем как	2	7
211	мысли и	1	7
212	в виду	5	7
213	в жизни	2	7
214	к самому	3	7
215	отличается от	4	7
216	и со	1	7
217	вопрос о	6	7
218	в себя	2	7
219	только на	4	7
220	сказать что	14	7
221	что все	12	7
222	что она	10	7
223	от себя	2	7
224	что они	11	7
225	не было	2	7
226	не о	1	7
227	между ними	2	7
228	себя как	1	7
229	в этих	3	7
230	и следовательно	3	7
231	во всех	6	7
232	то ни	1	7
233	кажется что	2	7
234	если же	3	7
235	и др	2	7
236	с которым	5	7
237	и ее	1	7
238	были бы	3	7
239	бы то	1	7
240	его с	2	7
241	например в	2	7
242	в процессе	1	7
243	его и	2	7
244	он в	3	7
245	на этот	7	7
246	т д	6	7
247	точку зрения	1	7
248	тот же	5	7
249	в их	3	7
250	все равно	3	7
251	в виде	3	7
252	но эта	1	7
253	сама по	3	7
254	и их	3	7
255	такой же	2	7
256	что было	1	6
257	во всем	3	6
258	кроме того	1	6
259	время не	1	6
260	него в	1	6
261	в своих	9	6
262	в построении	1	6
263	не менее	1	6
264	и нет	1	6
265	с этим	4	6
266	превращается в	2	6
267	конечно не	3	6
268	как на	15	6
269	одна из	6	6
270	не мог	1	6
271	героя не	1	6
272	его слова	1	6
273	эта особенность	1	6
274	в драме	5	6
275	здесь с	1	6
276	и этим	1	6
277	как же	1	6
278	в художественном	4	6
279	человек и	1	6
280	но ведь	2	6
281	на этом	11	6
282	собою и	1	6
283	для его	2	6
284	а с	7	6
285	человека как	1	6
286	все те	3	6
287	можно было	6	6
288	бы уже	1	6
289	этот вопрос	6	6
290	в этой	15	6
291	я в	1	6
292	себя в	4	6
293	во время	4	6
294	и самое	1	6
295	и здесь	11	6
296	за ним	3	6
297	в другой	1	6
298	в плоскости	1	6
299	от автора	1	6
300	отношения к	2	6
301	может стать	1	6
302	в которых	4	6
303	зависимости от	9	6
304	знает что	2	6
305	в основе	9	6
306	и вот	7	6
307	героя а	3	6
308	в отличие	3	6
309	он все	2	6
310	и во	2	6
311	он может	3	6
312	друг друга	1	6
313	которым он	1	6
314	о герое	1	6
315	не принимает	1	6
316	по существу	4	6
317	диалог в	1	6
318	на его	4	6
319	на них	3	6
320	отличие от	3	6
321	как он	6	6
322	в начале	1	6
323	идет о	1	6
324	и вы	1	6
325	он знает	3	6
326	обращаться к	1	6
327	жизни и	8	6
328	на то	27	6
329	и только	5	6
330	для этого	12	6
331	но для	1	6
332	героя но	1	6
333	те же	3	5
334	не хочет	1	5
335	с собой	3	5
336	именно в	9	5
337	в речи	1	5
338	с тем	10	5
339	в высшей	1	5
340	а между	1	5
341	в глаза	2	5
342	в зависимости	7	5
343	того же	5	5
344	но так	1	5
345	него не	1	5
346	крайней мере	1	5
347	тому же	4	5
348	про себя	1	5
349	зрения и	1	5
350	в чем	1	5
351	в такой	1	5
352	той или	2	5
353	в уста	3	5
354	однако в	1	5
355	его как	1	5
356	бы его	3	5
357	что может	2	5
358	словом в	1	5
359	себе как	1	5
360	один из	9	5
361	та же	6	5
362	то есть	16	5
363	он только	3	5
364	ним и	1	5
365	была бы	4	5
366	сам по	4	5
367	подобно тому	1	5
368	него нет	1	5
369	поэтому и	1	5
370	все то	6	5
371	здесь мы	2	5
372	с таким	2	5
373	героев и	1	5
374	на протяжении	2	5
375	вместе с	16	5
376	по крайней	1	5
377	ни на	3	5
378	совершенно не	11	5
379	тотчас же	1	5
380	мы не	8	5
381	слов и	2	5
382	нет и	2	5
383	но именно	1	5
384	том же	1	5
385	в ее	3	5
386	высшей степени	1	5
387	его мысль	1	5
388	и то	12	5
389	они не	3	5
390	того и	1	5
391	он как	2	5
392	где он	1	5
393	для других	1	5
394	между собою	1	5
395	по своему	1	5
396	нисколько не	3	5
397	лежит в	1	5
398	но при	1	5
399	в ней	5	5
400	быть и	2	5
401	когда он	10	5
402	благодаря этому	1	5
403	или иной	2	5
404	тому что	11	5
405	тому как	3	5
406	является в	2	4
407	все что	1	4
408	что если	9	4
409	к другу	5	4
410	мы и	2	4
411	только что	11	4
412	с этой	5	4
413	еще более	2	4
414	нами в	2	4
415	героя о	2	4
416	более или	1	4
417	тона и	1	4
418	друг к	5	4
419	в одно	1	4
420	то это	6	4
421	и мысли	1	4
422	он был	3	4
423	даже и	2	4
424	за собой	1	4
425	каждое слово	1	4
426	в свете	1	4
427	его за	1	4
428	или менее	1	4
429	понятно что	6	4
430	находится в	2	4
431	входят в	2	4
432	и вдруг	1	4
433	для понимания	3	4
434	от них	1	4
435	на котором	1	4
436	не то	4	4
437	каждый элемент	2	4
438	которого он	2	4
439	что такое	2	4
440	при чем	1	4
441	и кажется	2	4
442	не была	1	4
443	связи с	2	4
444	в которой	4	4
445	и говорит	4	4
446	дано в	1	4
447	и своего	1	4
448	характер и	1	4
449	то в	1	4
450	время как	5	4
451	не есть	4	4
452	в сторону	2	4
453	в эту	2	4
454	под влиянием	3	4
455	они действительно	1	4
456	оно не	2	4
457	если оно	1	4
458	именно потому	4	4
459	этих трех	1	4
460	в рассказе	2	4
461	речи и	2	4
462	одно и	3	4
463	но только	3	4
464	изображения в	2	4
465	почему же	1	4
466	другому и	2	4
467	в первой	1	4
468	с ее	1	4
469	всех этих	3	4
470	мы видели	2	4
471	романа не	1	4
472	образом и	3	4
473	даны в	2	4
474	переходит в	1	4
475	романа в	1	4
476	из которых	5	4
477	этот принцип	1	4
478	от другого	1	4
479	если не	2	4
480	конечно и	1	4
481	и действительно	2	4
482	в словах	3	4
483	как нам	2	4
484	бы не	1	4
485	нет в	2	4
486	здесь нет	1	4
487	то он	2	4
488	же я	1	4
489	то и	1	4
490	совпадает с	1	4
491	и если	13	4
492	сознании и	1	4
493	он хочет	1	4
494	как если	1	4
495	которую он	2	4
496	времени и	5	4
497	каждый из	2	4
498	сами по	2	4
499	тому чтобы	1	4
500	только с	3	4
501	он должен	8	4
502	заставляет его	5	4
503	что оно	12	4
504	нет ни	4	4
505	романа но	1	4
506	этом отношении	3	4
507	что с	8	4
508	все и	2	4
509	со своим	2	4
510	здесь в	2	4
511	ли я	1	4
512	смысле этого	1	4
513	себе его	1	4
514	а то	1	4
515	вообще не	1	4
516	бы с	1	4
517	и без	1	4
518	войти в	1	4
519	это было	4	4
520	в каждой	3	4
521	об этом	5	4
522	мысли в	1	4
523	жизнь и	2	4
524	это как	2	4
525	ни один	2	4
526	также и	1	4
527	другим и	1	4
528	конечно в	1	4
529	еще в	2	4
530	стороны и	5	4
531	от того	6	4
532	него и	1	4
533	и прежде	1	4
534	себе еще	1	4
535	это в	5	4
536	мы сказали	2	4
537	само по	3	4
538	с которыми	1	3
539	уж не	1	3
540	с героем	2	3
541	говорить о	1	3
542	глаза и	1	3
543	может служить	1	3
544	о чем	4	3
545	в большей	2	3
546	какой бы	3	3
547	говорит о	5	3
548	б я	1	3
549	а затем	2	3
550	но что	3	3
551	именно и	1	3
552	героя как	1	3
553	отчетливо и	1	3
554	к другим	2	3
555	его романа	1	3
556	мысли о	2	3
557	они ни	1	3
558	является для	1	3
559	он является	2	3
560	есть то	2	3
561	в письме	2	3
562	можно сказать	4	3
563	и отчасти	1	3
564	в данном	4	3
565	жизни а	2	3
566	что этот	3	3
567	это последнее	1	3
568	сам не	2	3
569	другу как	1	3
570	увидим что	13	3
571	но они	2	3
572	о них	2	3
573	герою и	1	3
574	одной из	2	3
575	то чем	1	3
576	как я	1	3
577	и вообще	2	3
578	согласиться с	2	3
579	что говорит	1	3
580	говорит сам	1	3
581	что даже	3	3
582	в структуре	1	3
583	в эти	1	3
584	кажется нам	8	3
585	всего в	1	3
586	герой и	2	3
587	только не	5	3
588	мы видим	13	3
589	по преимуществу	2	3
590	даже там	1	3
591	она в	1	3
592	романа как	2	3
593	мы знаем	4	3
594	узком смысле	1	3
595	вы и	1	3
596	него самого	1	3
597	и герой	2	3
598	чем у	3	3
599	это очень	2	3
600	внешнего мира	1	3
601	чем в	3	3
602	воспринимается как	1	3
603	пути и	3	3
604	что его	2	3
605	будто бы	3	3
606	здесь же	2	3
607	начал с	1	3
608	в таком	4	3
609	не бывает	1	3
610	целом ряде	2	3
611	в изображении	1	3
612	между собой	2	3
613	в смысле	1	3
614	именно как	1	3
615	могли бы	6	3
616	материалом для	1	3
617	мы можем	8	3
618	почти на	2	3
619	реакции на	1	3
620	не дает	2	3
621	ту же	3	3
622	совсем не	3	3
623	как человек	1	3
624	и та	5	3
625	его жизнь	2	3
626	по своей	1	3
627	это действительно	2	3
628	ни одной	2	3
629	и мы	28	3
630	на который	1	3
631	с вами	1	3
632	и есть	7	3
633	значение в	1	3
634	в один	1	3
635	как таковой	1	3
636	почти не	2	3
637	том или	1	3
638	которых мы	5	3
639	должны быть	1	3
640	своих героев	1	3
641	и при	3	3
642	романа и	2	3
643	мы замечаем	1	3
644	от этой	3	3
645	сводится к	7	3
646	себе не	2	3
647	том и	3	3
648	совершенно иное	1	3
649	и самая	1	3
650	обращается к	1	3
651	так вот	2	3
652	или наоборот	3	3
653	то время	4	3
654	из тех	1	3
655	есть нечто	3	3
656	как ты	1	3
657	все они	2	3
658	не является	3	3
659	на нее	2	3
660	себя за	2	3
661	всех элементов	1	3
662	того чтобы	43	3
663	а может	1	3
664	и уже	4	3
665	может войти	1	3
666	именно на	6	3
667	значение для	2	3
668	вступает в	1	3
669	еще один	2	3
670	как например	2	3
671	без всякого	3	3
672	если мы	24	3
673	тем же	3	3
674	мог бы	3	3
675	со своими	1	3
676	что тут	2	3
677	бы сказать	3	3
678	в сознании	2	3
679	есть только	3	3
680	не из	2	3
681	во времени	2	3
682	автора но	1	3
683	этом случае	2	3
684	данном случае	4	3
685	того как	4	3
686	уверен что	1	3
687	за собою	1	3
688	ненависть к	1	3
689	не для	4	3
690	которых он	3	3
691	что так	1	3
692	ее в	2	3
693	и всегда	1	3
694	в других	1	3
695	на которой	1	3
696	у нас	7	3
697	мы будем	3	3
698	раз в	4	3
699	со словами	2	3
700	ко второму	1	3
701	себе что	1	3
702	в руках	1	3
703	дело в	4	3
704	никому не	2	3
705	на тему	1	3
706	если и	1	3
707	или даже	1	3
708	так в	4	3
709	на одном	5	3
710	и могут	1	3
711	но уже	2	3
712	которой он	1	3
713	дело и	3	3
714	а он	1	3
715	она только	1	3
716	оно может	2	3
717	чтобы сделать	2	3
718	которая как	1	3
719	того или	1	3
720	тут и	1	3
721	он говорит	5	3
722	на рынок	1	3
723	из этих	4	3
724	не с	2	3
725	только то	1	3
726	признать что	4	3
727	почти никогда	2	3
728	карамазова и	1	3
729	которые в	2	3
730	что на	6	3
731	в узком	1	3
732	же в	3	3
733	и эта	2	3
734	нуждается в	3	3
735	и себе	1	3
736	и другие	3	2
737	в центре	2	2
738	в душе	2	2
739	но может	2	2
740	этого необходимо	2	2
741	и очень	5	2
742	указывает на	8	2
743	мысль как	1	2
744	которая в	1	2
745	тех кто	1	2
746	любовь к	1	2
747	из всех	1	2
748	что дело	3	2
749	и говорить	1	2
750	одно из	1	2
751	не столько	1	2
752	роман в	1	2
753	до крайности	1	2
754	что тогда	1	2
755	речь его	1	2
756	нами уже	1	2
757	от одного	2	2
758	вот что	2	2
759	из нее	2	2
760	один элемент	1	2
761	весь этот	1	2
762	что весь	3	2
763	предметом его	1	2
764	прямо сказать	1	2
765	в музыке	2	2
766	в корне	2	2
767	его на	2	2
768	души в	1	2
769	теперь не	1	2
770	почти все	3	2
771	мы с	3	2
772	своему герою	1	2
773	эпизод с	1	2
774	и того	2	2
775	ними и	1	2
776	во все	4	2
777	еще далеко	1	2
778	быть не	2	2
779	не сделал	1	2
780	не согласиться	1	2
781	силы и	1	2
782	в противоположность	3	2
783	но даже	1	2
784	в нескольких	1	2
785	заключено в	1	2
786	для того	45	2
787	что вся	3	2
788	и показывает	2	2
789	с помощью	3	2
790	когда она	3	2
791	на пути	1	2
792	его именно	1	2
793	совершенно неправильно	2	2
794	всю жизнь	1	2
795	даже с	1	2
796	свою очередь	1	2
797	свой материал	1	2
798	перед ним	2	2
799	но ни	1	2
800	пока еще	1	2
801	с такою	1	2
802	во всякой	2	2
803	в контексте	1	2
804	повести но	1	2
805	с большим	1	2
806	подошли к	1	2
807	такая же	1	2
808	быть в	1	2
809	в нашем	3	2
810	нигде не	2	2
811	к этому	5	2
812	отказаться от	1	2
813	к убийству	2	2
814	к этим	2	2
815	и душа	1	2
816	в заключение	1	2
817	этого и	1	2
818	остается той	1	2
819	то оно	1	2
820	толстого и	1	2
821	две мысли	1	2
822	после того	1	2
823	произведения и	1	2
824	других для	1	2
825	собой в	2	2
826	и заставляет	2	2
827	с одной	15	2
828	на том	4	2
829	его видеть	1	2
830	ведь они	1	2
831	в ткань	1	2
832	не кажется	2	2
833	в качестве	2	2
834	находит свое	2	2
835	и других	2	2
836	одного человека	1	2
837	бы как	2	2
838	автору для	1	2
839	между этими	1	2
840	и создает	1	2
841	этом последнем	1	2
842	эти три	3	2
843	и она	1	2
844	и именно	8	2
845	же как	4	2
846	одном из	2	2
847	можем сказать	1	2
848	от этого	1	2
849	если я	2	2
850	его жизни	1	2
851	письме к	1	2
852	больше всего	1	2
853	за границей	1	2
854	здесь и	1	2
855	что их	2	2
856	что как	1	2
857	но к	1	2
858	самого романа	1	2
859	не был	1	2
860	несколько иное	1	2
861	бы к	1	2
862	для создания	1	2
863	ли это	3	2
864	иногда же	1	2
865	мысль и	2	2
866	в лучшем	3	2
867	мы говорили	4	2
868	другом и	1	2
869	для наших	1	2
870	и речи	1	2
871	сюжетом и	1	2
872	или же	1	2
873	в ответ	2	2
874	бы они	1	2
875	плана и	1	2
876	и является	2	2
877	не могла	2	2
878	делают его	1	2
879	над ним	2	2
880	другой и	1	2
881	не раз	2	2
882	и глубоко	1	2
883	что для	6	2
884	но есть	1	2
885	все остальное	2	2
886	столь же	3	2
887	своего героя	3	2
888	художественного произведения	3	2
889	бы оно	1	2
890	иной раз	1	2
891	же мы	3	2
892	из этого	7	2
893	ни одно	1	2
894	и следует	1	2
895	себе героя	1	2
896	для чего	4	2
897	независимо от	1	2
898	одного и	2	2
899	вообще нет	1	2
900	вот пример	1	2
901	в особенности	3	2
902	к сожалению	2	2
903	мою душу	1	2
904	от нее	2	2
905	не так	4	2
906	единство произведения	1	2
907	же самый	1	2
908	а потому	1	2
909	социальной жизни	1	2
910	было как	1	2
911	я уже	1	2
912	и этот	2	2
913	и материал	1	2
914	что герой	3	2
915	роман с	1	2
916	тогда когда	1	2
917	как один	1	2
918	смысле слова	2	2
919	и романа	1	2
920	нем как	1	2
921	это уже	1	2
922	убийства отца	1	2
923	что сам	1	2
924	для них	1	2
925	подходит к	1	2
926	разобраться в	1	2
927	опоры для	1	2
928	второй части	1	2
929	и вызывает	1	2
930	такого же	2	2
931	одну и	2	2
932	сюжета и	2	2
933	этой точки	3	2
934	они даны	1	2
935	есть лишь	1	2
936	иметь в	3	2
937	с ней	1	2
938	их и	1	2
939	в россии	1	2
940	показать что	17	2
941	о самом	1	2
942	еще хуже	1	2
943	и пусть	1	2
944	его очень	1	2
945	она и	1	2
946	и принципы	1	2
947	и они	1	2
948	к его	2	2
949	не имеет	2	2
950	речь в	2	2
951	при всех	1	2
952	из которого	1	2
953	друг от	2	2
954	чем эти	1	2
955	в которые	1	2
956	к той	1	2
957	чисто художественные	1	2
958	но оно	1	2
959	еще и	1	2
960	образом все	2	2
961	поэтому не	1	2
962	мы переходим	1	2
963	где есть	1	2
964	и между	4	2
965	в свою	3	2
966	в значительной	1	2
967	по сравнению	4	2
968	героем и	1	2
969	с которой	2	2
970	всего на	1	2
971	не могло	2	2
972	очень хорошо	2	2
973	принцип его	1	2
974	и ему	1	2
975	переходит к	1	2
976	не потому	2	2
977	и различные	1	2
978	ее с	1	2
979	целый ряд	5	2
980	времени отсюда	1	2
981	не дурно	1	2
982	чем не	2	2
983	в истории	1	2
984	я хотел	1	2
985	быть это	2	2
986	в прямо	1	2
987	вот этот	1	2
988	он дает	2	2
989	и изобразить	1	2
990	известной степени	1	2
991	мне не	1	2
992	непосредственно в	1	2
993	что здесь	3	2
994	и там	2	2
995	заметить что	1	2
996	автором как	1	2
997	она может	1	2
998	противоположных направлениях	4	2
999	речи в	1	2
1000	автор не	1	2
1001	весь в	2	2
1002	их с	1	2
1003	своими собственными	2	2
1004	за пределами	1	2
1005	основная ошибка	1	2
1006	котором мы	3	2
1007	это кажется	2	2
1008	как во	1	2
1009	при всякой	1	2
1010	наконец он	2	2
1011	человек но	1	2
1012	из него	1	2
1013	этого нового	1	2
1014	уже с	2	2
1015	образы и	1	2
1016	такое же	1	2
1017	ответ на	5	2
1018	ничем не	1	2
1019	и события	1	2
1020	этот процесс	1	2
1021	ее на	1	2
1022	в поэзии	5	2
1023	противоречия и	1	2
1024	что значит	1	2
1025	одна и	2	2
1026	этой мысли	1	2
1027	для своего	2	2
1028	для нас	9	2
1029	самой этой	1	2
1030	чем он	1	2
1031	что каждый	1	2
1032	только он	2	2
1033	в г	1	2
1034	без всяких	1	2
1035	материал для	2	2
1036	от друга	2	2
1037	образом в	3	2
1038	от всех	1	2
1039	до последней	1	2
1040	и показать	1	2
1041	этом не	1	2
1042	с теми	3	2
1043	вот это	1	2
1044	в стороне	2	2
1045	бы быть	1	2
1046	в какой	5	2
1047	как она	9	2
1048	входящий в	2	2
1049	героя является	2	2
1050	один и	1	2
1051	его воли	1	2
1052	их друг	1	2
1053	он приводит	1	2
1054	должен быть	3	2
1055	как все	4	2
1056	не все	3	2
1057	выражение и	1	2
1058	ему не	1	2
1059	этих двух	8	2
1060	и эти	3	2
1061	хотя он	1	2
1062	каждая из	1	2
1063	а просто	1	2
1064	эти последние	1	2
1065	слово это	1	2
1066	человека все	1	2
1067	и ни	4	2
1068	что касается	4	2
1069	но она	3	2
1070	ним не	1	2
1071	стало быть	1	2
1072	к которой	4	2
1073	кажется ли	1	2
1074	три плана	1	2
1075	развивается в	1	2
1076	чем является	1	2
1077	зависимость от	1	2
1078	всех его	1	2
1079	же самое	13	2
1080	вступают в	1	2
1081	к ней	3	2
1082	и вне	2	2
1083	во многом	1	2
1084	мы убедимся	1	2
1085	боится чтобы	1	2
1086	для такого	1	2
1087	того времени	1	2
1088	произведения не	1	2
1089	героя он	1	2
1090	все более	1	2
1091	надо было	2	2
1092	всякое литературное	1	2
1093	может и	2	2
1094	лучшем случае	3	2
1095	характер в	1	2
1096	мы его	1	2
1097	и совершенно	8	2
1098	дело здесь	2	2
1099	форме и	1	2
1100	не к	1	2
1101	какой был	1	2
1102	того нового	1	1
1103	дает не	2	1
1104	уже во	2	1
1105	реальных и	1	1
1106	этот материал	2	1
1107	как художник	1	1
1108	только из	1	1
1109	но чтоб	1	1
1110	случае в	1	1
1111	еще раз	2	1
1112	есть художественная	1	1
1113	эти исследователи	1	1
1114	в произведение	1	1
1115	они друг	1	1
1116	прямого пути	1	1
1117	с двух	1	1
1118	особенно сильный	1	1
1119	роль и	2	1
1120	которые не	2	1
1121	со всей	4	1
1122	к этой	2	1
1123	которые также	1	1
1124	тот другой	1	1
1125	трех моментах	1	1
1126	отца это	1	1
1127	в сферу	2	1
1128	совершенно очевидно	6	1
1129	если вы	2	1
1130	сверх того	1	1
1131	как отца	1	1
1132	роман или	1	1
1133	в применении	1	1
1134	найти и	1	1
1135	и героя	1	1
1136	заключают в	1	1
1137	не философия	1	1
1138	тоже из	1	1
1139	и когда	12	1
1140	мы оставляем	1	1
1141	его поступками	1	1
1142	самое важное	5	1
1143	эта же	1	1
1144	строго говоря	2	1
1145	в некоторых	2	1
1146	его особенностью	1	1
1147	вопрос он	1	1
1148	толстого не	2	1
1149	нас в	2	1
1150	не являются	1	1
1151	настроения и	1	1
1152	требует от	1	1
1153	это противоречие	4	1
1154	они эти	1	1
1155	и другими	2	1
1156	своих собственных	1	1
1157	но автор	2	1
1158	был у	1	1
1159	связь между	2	1
1160	которым пользуется	1	1
1161	ни слова	1	1
1162	на события	1	1
1163	думаем что	1	1
1164	у пушкина	1	1
1165	мы вовсе	1	1
1166	что слово	1	1
1167	личностью а	1	1
1168	элементами из	1	1
1169	направлении он	1	1
1170	положения в	1	1
1171	ко всем	2	1
1172	в борьбе	1	1
1173	или во	1	1
1174	вступить в	1	1
1175	слышать два	1	1
1176	себе то	1	1
1177	между характером	2	1
1178	на которых	2	1
1179	делает в	1	1
1180	из двух	3	1
1181	характера но	1	1
1182	мне кажется	3	1
1183	проблемы в	1	1
1184	все дело	1	1
1185	та точка	1	1
1186	мысль о	5	1
1187	из самых	3	1
1188	и искусством	1	1
1189	но по	1	1
1190	каждом отдельном	1	1
1191	герои и	1	1
1192	всех событий	1	1
1193	или на	2	1
1194	другую сторону	1	1
1195	в психологической	1	1
1196	звучать как	1	1
1197	смысл ее	1	1
1198	так это	1	1
1199	давно уже	2	1
1200	самому герою	1	1
1201	находит себе	5	1
1202	власти над	1	1
1203	в собственном	2	1
1204	же точно	11	1
1205	что по	3	1
1206	опять как	1	1
1207	отца но	1	1
1208	эти исследования	1	1
1209	живого человека	1	1
1210	его все	1	1
1211	где она	1	1
1212	что действие	4	1
1213	другом месте	1	1
1214	мы только	3	1
1215	только для	2	1
1216	и переживания	1	1
1217	в степени	1	1
1218	другой план	1	1
1219	сил как	1	1
1220	события для	1	1
1221	мы считаем	1	1
1222	раз когда	1	1
1223	но мы	4	1
1224	художественное произведение	5	1
1225	нем нет	3	1
1226	так например	5	1
1227	сожалению до	1	1
1228	на первый	2	1
1229	и свою	1	1
1230	ему он	1	1
1231	всем его	1	1
1232	связано с	1	1
1233	от различных	1	1
1234	также что	1	1
1235	надо еще	1	1
1236	нам представляется	2	1
1237	раз так	1	1
1238	время с	1	1
1239	же прием	1	1
1240	эти речи	1	1
1241	серьезностью и	1	1
1242	от обычного	1	1
1243	он изображает	2	1
1244	во внешнем	2	1
1245	имея никакого	1	1
1246	это с	1	1
1247	герой все	1	1
1248	на этой	1	1
1249	не существует	3	1
1250	мы рассмотрим	1	1
1251	знаем о	2	1
1252	не могли	4	1
1253	в действительности	2	1
1254	совершенно в	2	1
1255	в целые	1	1
1256	в любом	1	1
1257	делая их	1	1
1258	начале романа	1	1
1259	может использовать	1	1
1260	подчеркивает что	1	1
1261	в пределе	1	1
1262	просит прощения	1	1
1263	что всякое	4	1
1264	доказать что	1	1
1265	именно этим	1	1
1266	она все	2	1
1267	о которых	3	1
1268	для одних	1	1
1269	говорить не	1	1
1270	не должен	1	1
1271	больше тем	1	1
1272	ничто не	1	1
1273	в каких	2	1
1274	того не	2	1
1275	но то	1	1
1276	искусства и	8	1
1277	зрения героя	1	1
1278	мы очень	2	1
1279	и другой	1	1
1280	во многих	1	1
1281	интриги в	1	1
1282	которую по	1	1
1283	точно и	2	1
1284	но вся	1	1
1285	и т.п	1	1
1286	поэтому мы	1	1
1287	с самой	1	1
1288	всякое усиление	1	1
1289	его действия	1	1
1290	другой ее	1	1
1291	мы все	8	1
1292	свете этого	1	1
1293	верным в	1	1
1294	готический собор	1	1
1295	победы над	1	1
1296	совершенно различных	1	1
1297	художественный смысл	1	1
1298	войдет в	1	1
1299	этому мы	1	1
1300	говорит что	13	1
1301	называя его	1	1
1302	он думает	1	1
1303	не обязательно	1	1
1304	о самой	2	1
1305	основного принципа	1	1
1306	это означало	1	1
1307	и взаимная	1	1
1308	и сюжет	2	1
1309	что речь	1	1
1310	нам те	1	1
1311	от той	2	1
1312	дать ответ	1	1
1313	на практике	1	1
1314	здесь имеет	1	1
1315	целей и	1	1
1316	убедиться в	1	1
1317	до самого	2	1
1318	и остается	1	1
1319	мы привыкли	1	1
1320	и загадочным	1	1
