1	и т	23	45
102	на этот	3	6
103	с тем	17	6
104	вместе с	17	6
105	а в	20	6
106	как например	8	6
107	применении к	1	6
108	в которых	13	6
109	и тем	2	5
110	что и	10	5
111	говорить о	2	5
112	данном случае	9	5
113	независимо от	3	5
114	в первом	1	5
115	в различных	3	5
116	что иное	4	5
117	или вообще	5	5
118	дело не	4	5
119	от этого	3	5
120	одно из	8	5
121	но с	1	5
122	другой стороны	2	5
123	в них	14	5
124	как уже	8	5
125	а не	7	5
126	не что	4	5
127	есть и	3	5
128	так что	13	5
129	внимание на	1	5
130	уже в	4	5
131	на основании	2	5
132	в виду	3	5
133	в течение	10	5
134	в г	9	5
135	во всяком	4	5
136	одним из	2	5
137	есть не	1	5
138	не есть	1	5
139	на почве	1	5
140	всяком случае	4	5
141	что не	1	5
142	в целом	5	5
143	не просто	4	5
144	хотя и	3	5
145	дело в	2	5
146	что он	5	5
147	связь между	5	5
148	а как	2	5
149	по своему	4	5
150	с этой	2	5
151	как это	14	5
152	т п	2	5
153	о чем	9	4
154	в области	3	4
155	одной стороны	2	4
156	в каждом	2	4
157	в и	30	4
158	в результате	1	4
159	и обратно	1	4
160	должен был	6	4
161	но все	4	4
162	в котором	4	4
163	ответ на	2	4
164	с одной	3	4
165	как она	1	4
166	с точки	3	4
167	в более	2	4
168	еще не	13	4
169	только что	1	4
170	должен быть	2	4
171	это только	1	4
172	в себе	2	4
173	в одном	6	4
174	отличие от	4	4
175	и для	5	4
176	из наиболее	3	4
177	не вполне	1	4
178	по мере	1	4
179	как о	1	4
180	мы имеем	12	4
181	тогда когда	5	4
182	можно сказать	2	4
183	в своей	3	4
184	так называемых	2	4
185	одной из	1	4
186	в чем	2	4
187	в отличие	4	4
188	как раз	1	4
189	в тексте	1	4
190	в особенности	5	4
191	не имеет	11	4
192	по отношению	3	4
193	только с	2	4
194	е в	20	4
195	в центре	1	4
196	из них	19	4
197	еще и	1	4
198	отношению к	3	4
199	к тому	6	4
200	здесь нет	1	4
201	однако не	2	4
202	этом отношении	2	4
203	в виде	12	4
204	и ее	4	4
205	никогда не	3	3
206	до конца	7	3
207	в собственном	1	3
208	этой работы	2	3
209	этому поводу	6	3
210	на этом	6	3
211	здесь все	2	3
212	в этой	6	3
213	не следует	1	3
214	под ней	1	3
215	в очень	1	3
216	своего рода	4	3
217	в начале	2	3
218	с русской	1	3
219	литературы в	2	3
220	здесь не	3	3
221	отношение к	2	3
222	одновременно и	1	3
223	и к	5	3
224	и вообще	2	3
225	на этой	4	3
226	стороны и	1	3
227	и теми	1	3
228	того как	9	3
229	или как	1	3
230	обе эти	1	3
231	зависимости от	1	3
232	для этого	7	3
233	что это	8	3
234	говорит о	3	3
235	и других	10	3
236	зависит от	1	3
237	чем в	6	3
238	при этом	22	3
239	однако в	1	3
240	и на	28	3
241	в конце	2	3
242	как будто	7	3
243	а также	10	3
244	что уже	1	3
245	в изучении	3	3
246	по содержанию	3	3
247	между ними	2	3
248	в значительной	1	3
249	и римлян	1	3
250	раньше чем	3	3
251	так чтобы	3	3
252	в другом	1	3
253	наряду с	1	3
254	греции и	1	3
255	относящиеся к	2	3
256	сама по	1	3
257	но что	2	3
258	и здесь	4	3
259	не с	5	3
260	входит в	5	3
261	из которых	3	3
262	только на	6	3
263	же как	6	3
264	нуждается в	1	3
265	собственном смысле	1	3
266	вот почему	2	3
267	одна из	24	3
268	с этим	5	3
269	направление в	2	3
270	только по	3	3
271	в силу	2	3
272	так же	8	3
273	и этого	1	3
274	и того	1	3
275	этим в	2	3
276	в своем	7	3
277	и сам	1	3
278	связи с	8	3
279	гораздо более	1	3
280	с понятием	1	3
281	в ней	4	3
282	от того	1	3
283	нет надобности	2	3
284	при помощи	1	3
285	сливается с	1	3
286	в частности	2	3
287	что с	3	3
288	если бы	3	3
289	и выводы	1	3
290	на том	1	3
291	и тогда	4	3
292	греков и	1	3
293	за собой	1	3
294	или же	5	3
295	не как	2	3
296	до нас	1	3
297	же только	1	3
298	в с	1	3
299	вообще не	1	3
300	же самое	1	3
301	как оно	2	3
302	на нее	6	3
303	но дело	1	3
304	того же	1	3
305	так называемой	3	3
306	и наоборот	3	3
307	к нему	7	3
308	в в	6	3
309	к этому	13	3
310	и есть	1	3
311	как в	13	3
312	по этому	7	3
313	в каком	1	3
314	можно говорить	3	3
315	вряд ли	4	3
316	может служить	1	3
317	во второй	1	3
318	все эти	6	3
319	мы видели	14	3
320	xx в	2	3
321	в этих	8	3
322	что она	6	3
323	в текстах	1	3
324	идет речь	1	3
325	то это	1	3
326	совсем не	3	3
327	от других	1	2
328	а затем	11	2
329	ближе к	1	2
330	так и	10	2
331	который по	2	2
332	у нас	14	2
333	все время	1	2
334	а с	7	2
335	свою очередь	3	2
336	жизни как	1	2
337	смысл что	1	2
338	сильнее чем	1	2
339	и был	1	2
340	из числа	1	2
341	одного и	1	2
342	оказалось что	1	2
343	те кто	2	2
344	когда мы	2	2
345	о которой	2	2
346	в который	1	2
347	стоит в	5	2
348	так называемое	2	2
349	к разным	1	2
350	по существу	10	2
351	мы не	16	2
352	и сама	1	2
353	а так	1	2
354	тогда как	5	2
355	если это	2	2
356	слова как	1	2
357	и из	4	2
358	чаще всего	5	2
359	если же	1	2
360	половине xix	2	2
361	само собой	2	2
362	которые не	3	2
363	выражение в	1	2
364	природы и	4	2
365	целом ряде	1	2
366	другие с	1	2
367	во втором	1	2
368	иной раз	1	2
369	труда и	1	2
370	и другие	33	2
371	мог бы	1	2
372	сведения и	1	2
373	в ряду	1	2
374	что именно	3	2
375	в связи	5	2
376	надо было	1	2
377	это есть	1	2
378	его к	3	2
379	с полной	1	2
380	тому что	6	2
381	не к	3	2
382	значение и	3	2
383	и др	5	2
384	уже знаем	2	2
385	и с	14	2
386	и потому	5	2
387	в работах	1	2
388	что следовательно	1	2
389	которые были	1	2
390	изложения и	1	2
391	как только	3	2
392	которое в	4	2
393	но вместе	3	2
394	во всех	8	2
395	из таких	3	2
396	бы с	1	2
397	что чем	2	2
398	ни одна	2	2
399	быть и	3	2
400	то о	1	2
401	могло бы	2	2
402	не мог	1	2
403	и при	4	2
404	он и	1	2
405	с которыми	1	2
406	значении этого	1	2
407	деле как	1	2
408	в до	1	2
409	до того	3	2
410	мы уже	5	2
411	только о	1	2
412	в ряде	2	2
413	для них	5	2
414	рядом с	1	2
415	сомнений в	3	2
416	о них	2	2
417	них не	1	2
418	как орудие	1	2
419	будто бы	15	2
420	ко времени	4	2
421	себе и	1	2
422	что мы	1	2
423	или нет	1	2
424	должна была	7	2
425	в каждой	1	2
426	него в	1	2
427	был в	2	2
428	несмотря на	4	2
429	только после	1	2
430	каждый из	3	2
431	с русским	1	2
432	в прошлом	2	2
433	более широком	1	2
434	к таким	5	2
435	после этого	8	2
436	и чем	1	2
437	в своих	4	2
438	д в	1	2
439	изучение этих	1	2
440	и без	2	2
441	тем более	2	2
442	меньшей мере	1	2
443	можно считать	2	2
444	по меньшей	1	2
445	iv в	2	2
446	не столько	4	2
447	увидим что	3	2
448	в этот	26	2
449	этому времени	2	2
450	и совершенно	1	2
451	второй половине	1	2
452	только так	1	2
453	пока не	1	2
454	смысле в	2	2
455	в свою	5	2
456	истории в	1	2
457	собой в	2	2
458	с ней	9	2
459	на свои	1	2
460	должно быть	2	2
461	должна быть	1	2
462	по тем	1	2
463	д а	1	2
464	этих случаях	5	2
465	таким путем	1	2
466	в дальнейшем	2	2
467	сам по	1	2
468	так называемая	2	2
469	после того	6	2
470	наших дней	1	2
471	не было	5	2
472	нам не	1	2
473	имеет свою	1	2
474	не до	1	2
475	две части	1	2
476	другом месте	1	2
477	ее от	2	2
478	ничего не	7	2
479	и те	3	2
480	случае не	2	2
481	по времени	1	2
482	к числу	3	2
483	мы должны	7	2
484	например в	5	2
485	но это	11	2
486	как явление	1	2
487	в таких	4	2
488	в тех	5	2
489	до наших	1	2
490	и так	2	2
491	из того	1	2
492	состоит в	32	2
493	мы можем	2	2
494	обратить внимание	1	2
495	что они	9	2
496	жизни и	1	2
497	в научной	1	2
498	значение в	2	2
499	природе и	1	2
500	можно только	1	2
501	каким образом	1	2
502	для объяснения	4	2
503	что к	1	2
504	время не	2	2
505	что здесь	6	2
506	во всем	4	2
507	еще раз	1	2
508	а между	1	2
509	следовательно и	2	2
510	не бывает	1	2
511	древней греции	1	2
512	в форме	3	2
513	это в	3	2
514	так называемые	1	2
515	у них	4	2
516	отношении к	1	2
517	подобно тому	8	2
518	ни с	2	2
519	что если	2	2
520	чем больше	1	2
521	тому как	8	2
522	одно целое	1	2
523	это еще	2	2
524	характера на	1	2
525	по его	3	2
526	и до	4	2
527	отсюда возникает	1	2
528	в число	1	2
529	е не	1	2
530	на то	3	2
531	не могли	1	2
532	этого слова	4	2
533	точно так	1	2
534	том же	9	2
535	объяснить его	1	2
536	слова в	3	1
537	случае она	1	1
538	с каким	1	1
539	к вопросу	2	1
540	эта связь	3	1
541	своему содержанию	1	1
542	одном и	1	1
543	между двумя	2	1
544	в сторону	1	1
545	ее мы	1	1
546	ко всему	2	1
547	а через	2	1
548	таких случаях	1	1
549	и объяснить	3	1
550	очень много	2	1
551	это бывает	1	1
552	а вторые	1	1
553	в европе	2	1
554	что при	2	1
555	должно было	6	1
556	то эти	1	1
557	как эти	1	1
558	из задач	1	1
559	ли они	1	1
560	с другими	3	1
561	которую можно	1	1
562	какой смысл	1	1
563	есть ли	1	1
564	нужно было	1	1
565	во время	38	1
566	имен и	1	1
567	в самых	1	1
568	по другим	2	1
569	и объясняется	1	1
570	смотрят на	1	1
571	быть вполне	1	1
572	по очереди	3	1
573	однако и	1	1
574	время и	2	1
575	определенном смысле	1	1
576	как одна	1	1
577	все в	2	1
578	с двумя	1	1
579	характер чем	3	1
580	от времени	1	1
581	он в	1	1
582	в языках	1	1
583	и все	9	1
584	с той	3	1
585	преимущественно же	1	1
586	в россии	8	1
587	более древних	1	1
588	быть понято	1	1
589	зачаточном состоянии	1	1
590	еще на	1	1
591	в заключение	2	1
592	содержанием и	1	1
593	и важное	1	1
594	или в	10	1
595	по различным	1	1
596	для такого	2	1
597	объяснить себе	2	1
598	такие же	5	1
599	же в	8	1
600	между собой	12	1
601	связан и	1	1
602	та же	4	1
603	к слову	3	1
604	русском языке	1	1
605	то как	1	1
606	есть однако	1	1
607	совершенно не	2	1
608	интерес представляет	1	1
609	через их	1	1
610	исследование именно	1	1
611	содержанию и	1	1
612	большей частью	1	1
613	или по	4	1
614	в значении	1	1
615	свойством что	1	1
616	есть та	1	1
617	обратный путь	1	1
618	чтобы ее	1	1
619	общеизвестно что	1	1
620	сомнения в	1	1
621	или даже	5	1
622	пор пока	3	1
623	оно было	1	1
624	при исследовании	1	1
625	по поводу	5	1
626	вопрос был	1	1
627	была создана	1	1
628	и стало	1	1
629	место в	3	1
630	долгое время	1	1
631	представляла собой	2	1
632	говорится что	7	1
633	в одной	3	1
634	также в	6	1
635	из чужих	1	1
636	которые и	1	1
637	точности соответствует	1	1
638	имеет то	1	1
639	на них	7	1
640	самого понятия	1	1
641	истории русского	1	1
642	заметить что	5	1
643	главным образом	7	1
644	других языках	1	1
645	только одна	1	1
646	народов в	1	1
647	это различные	1	1
648	но на	2	1
649	вопрос который	1	1
650	через них	8	1
651	в русском	9	1
652	на одной	1	1
653	участие в	2	1
654	и соответствующих	1	1
655	и имеет	1	1
656	знает что	1	1
657	и сообразно	1	1
658	тех пор	3	1
659	собой не	2	1
660	с ним	5	1
661	значения и	2	1
662	разных формах	3	1
663	веков в	1	1
664	в xix	14	1
665	вполне естественно	1	1
666	на общий	1	1
667	нет и	3	1
668	теми же	1	1
669	приводил к	1	1
670	никак не	1	1
671	такое название	1	1
672	в науке	1	1
673	и том	1	1
674	в настоящее	7	1
675	на той	1	1
676	и затем	2	1
677	в поисках	1	1
678	представления в	2	1
679	как не	2	1
680	в некотором	1	1
681	и могут	1	1
682	всех отношениях	1	1
683	и самый	1	1
684	представлять себе	1	1
685	или не	3	1
686	даже просто	1	1
687	видеть в	1	1
688	самом же	3	1
689	ту или	2	1
690	на части	9	1
691	не от	1	1
692	области изучения	2	1
693	в жизни	2	1
694	его и	4	1
695	упомянуть что	2	1
696	очевидно что	3	1
697	трудно сказать	1	1
698	во многих	16	1
699	почвы на	1	1
700	бы на	1	1
701	и создавать	1	1
702	есть в	3	1
703	труда а	1	1
704	этого и	1	1
705	несомненно очень	1	1
706	в область	2	1
707	быть назван	2	1
708	д и	2	1
709	без всякого	1	1
710	себя именно	1	1
711	до тех	3	1
712	по образцу	1	1
713	которая имеет	1	1
714	идут в	4	1
715	на свой	2	1
716	в подобных	1	1
717	этом говорит	1	1
718	народа в	2	1
719	того или	1	1
720	славянских языках	1	1
721	в стороне	2	1
722	только один	1	1
723	достаточно чтобы	1	1
724	именно это	1	1
725	состав этого	1	1
726	он называет	1	1
727	природа и	1	1
728	они должны	1	1
729	говорят о	1	1
730	что на	11	1
731	наоборот в	1	1
732	у разных	1	1
733	понятия так	1	1
734	и основные	1	1
735	указать что	1	1
736	его от	2	1
737	общего с	2	1
738	древних народов	1	1
739	в природе	3	1
740	не была	1	1
741	по данному	1	1
742	в риме	2	1
743	а наоборот	3	1
744	ее не	1	1
745	одну из	1	1
746	в свете	7	1
747	и от	4	1
748	судя по	2	1
749	все то	2	1
750	которая должна	2	1
751	указание на	1	1
752	этом и	2	1
753	он должен	2	1
754	это конечно	3	1
755	признает что	1	1
756	носа и	1	1
757	от своего	1	1
758	и основной	1	1
759	для дальнейшего	1	1
760	и у	6	1
761	принципиального характера	1	1
762	а и	7	1
763	на картине	1	1
764	он был	3	1
765	в повседневном	1	1
766	она имела	1	1
767	них непосредственно	1	1
768	и была	1	1
769	только при	1	1
770	только потому	1	1
771	и свойства	1	1
772	имеет целью	2	1
773	для него	2	1
774	в самой	1	1
775	обратиться к	1	1
776	в полной	1	1
777	с ними	6	1
778	притом не	1	1
779	свою роль	1	1
780	есть один	1	1
781	или с	6	1
782	многих случаях	6	1
783	он по	1	1
784	очертания и	1	1
785	смысл мы	1	1
786	чтобы сделать	2	1
787	целью раскрыть	1	1
788	относится и	1	1
789	это прежде	1	1
790	но еще	2	1
791	чтобы не	3	1
792	почему в	1	1
793	на всем	1	1
794	судить о	3	1
795	из чего	1	1
796	и является	2	1
797	разницей что	2	1
798	и эта	1	1
799	методы изучения	1	1
800	интерес к	2	1
801	и об	1	1
802	в отдельных	1	1
803	так а	1	1
804	как они	4	1
805	начинается так	1	1
806	был он	1	1
807	себя не	1	1
808	их по	3	1
809	и после	4	1
810	в духе	2	1
811	сослаться на	1	1
812	и многие	4	1
813	а это	1	1
814	и всегда	2	1
815	быть только	2	1
816	что все	3	1
817	даже к	1	1
818	разница между	2	1
819	выходя из	1	1
820	не будет	1	1
821	за другой	1	1
822	на которые	2	1
823	что также	3	1
824	в так	1	1
825	объяснение в	1	1
826	например и	1	1
827	выясняется из	1	1
828	месте в	1	1
829	наблюдения и	1	1
830	с которого	1	1
831	первой половине	1	1
832	исследование о	1	1
833	не умели	1	1
834	правда не	1	1
835	мы здесь	3	1
836	по тому	2	1
837	что эти	2	1
838	что этот	6	1
839	раз наоборот	1	1
840	и дело	2	1
841	в первой	1	1
842	в момент	2	1
843	место для	1	1
844	что его	1	1
845	остановиться на	2	1
846	формы в	1	1
847	не раз	1	1
848	это как	1	1
849	кроме того	4	1
850	в одно	3	1
851	можно указать	1	1
852	похожи на	1	1
853	и становится	1	1
854	еще более	1	1
855	она может	1	1
856	без особых	1	1
857	означает эта	1	1
858	не касается	1	1
859	но от	1	1
860	имеет тот	3	1
861	и понимание	1	1
862	он умеет	1	1
863	разного рода	1	1
864	этом сообщает	2	1
865	как когда-то	1	1
866	был уже	1	1
867	но нет	2	1
868	о своем	1	1
869	высокой ступени	1	1
870	очень редко	1	1
871	из различных	1	1
872	значит что	2	1
873	в руках	7	1
874	в такой	1	1
875	на эту	2	1
876	том как	3	1
877	области в	1	1
878	но смысл	1	1
879	но он	4	1
880	если он	2	1
881	и своим	1	1
882	показывает что	17	1
883	понимать как	1	1
884	они только	1	1
885	у того	1	1
886	но который	1	1
887	знаем из	1	1
888	нельзя отрицать	1	1
889	на время	1	1
890	дело здесь	2	1
891	сохранился и	1	1
892	в круг	4	1
893	к концу	1	1
894	еще сильнее	1	1
895	или иную	2	1
896	в одних	2	1
897	и о	6	1
898	и должна	2	1
899	не могло	2	1
900	и за	2	1
901	человека и	1	1
902	именно только	1	1
903	и та	1	1
904	них нет	1	1
905	но для	1	1
906	это несомненно	1	1
907	мы знаем	3	1
908	цель и	1	1
909	составляет предмет	1	1
910	говорит что	1	1
911	не значит	2	1
912	он очень	1	1
913	в таком	6	1
914	и очень	1	1
915	как указывает	1	1
916	не всегда	6	1
917	в среде	1	1
918	к которому	1	1
919	в какой-нибудь	1	1
920	должны были	6	1
921	полагали что	2	1
922	и которая	1	1
923	таком случае	1	1
924	из цикла	1	1
925	содержанию своему	1	1
926	здесь в	2	1
927	которое он	1	1
928	однако задача	1	1
929	для которой	1	1
930	что есть	2	1
931	также как	1	1
932	германии в	1	1
933	ее в	8	1
934	к ним	5	1
935	же а	4	1
936	объясняется и	1	1
937	представлением о	1	1
938	не могла	1	1
939	тесно связаны	1	1
940	и эти	1	1
941	из основных	3	1
942	почти не	1	1
943	которых мы	1	1
944	и этим	3	1
945	что дает	1	1
946	что их	2	1
947	русской историей	1	1
948	между прочим	2	1
949	этим объясняется	2	1
950	случае с	1	1
951	это хорошо	1	1
952	вопрос мы	1	1
953	в статье	1	1
954	руки и	3	1
955	это и	3	1
956	о таких	1	1
957	ее с	2	1
958	для этой	3	1
959	ясно и	2	1
960	что по	8	1
961	тем временем	2	1
962	на самом	5	1
963	тех же	1	1
964	что у	4	1
965	это толкование	1	1
966	ее а	1	1
967	политическая история	1	1
968	более или	3	1
969	нас от	1	1
970	в предшествующий	1	1
971	нет он	1	1
972	только тем	1	1
973	места и	1	1
974	развития но	1	1
975	ряде других	1	1
976	г о	1	1
977	в каком-нибудь	1	1
978	можно назвать	3	1
979	включая и	1	1
980	о единстве	1	1
981	том какие	1	1
982	гораздо менее	1	1
983	xvi-xvii вв	2	1
984	еще в	7	1
985	состоит из	1	1
986	разных народов	1	1
987	себе целью	1	1
988	в эту	3	1
989	народа то	1	1
990	они не	2	1
991	и такая	1	1
992	сомнений что	1	1
993	но совершенно	2	1
994	слова а	1	1
995	тем больше	1	1
996	так сказать	1	1
997	во всей	4	1
998	его словам	1	1
999	и особенно	2	1
1000	что когда-то	1	1
1001	чтобы быть	2	1
1002	античности в	1	1
1003	если не	1	1
1004	также что	3	1
1005	говорилось о	2	1
1006	и другой	6	1
1007	они говорят	1	1
1008	основываясь на	1	1
1009	размышлений и	1	1
1010	наконец в	1	1
1011	приводят к	1	1
1012	почему о	1	1
1013	следует представлять	1	1
1014	по одной	1	1
1015	образом в	2	1
1016	в которой	3	1
1017	по очень	1	1
1018	как видно	1	1
1019	жизнь и	3	1
1020	что наука	1	1
1021	и различиях	1	1
1022	в ближайшем	1	1
1023	к помощи	1	1
1024	в новой	2	1
1025	настоящее время	7	1
1026	не на	4	1
1027	вопросов и	1	1
1028	что каждый	2	1
1029	вытекает из	2	1
1030	из себя	1	1
1031	оно не	2	1
1032	дальнейшего развития	1	1
1033	нельзя было	1	1
1034	и распоряжается	1	1
1035	что без	1	1
1036	нужно не	1	1
1037	ряде случаев	1	1
1038	у древних	2	1
1039	и более	6	1
1040	которой оно	1	1
1041	это следовательно	1	1
1042	более широкого	1	1
1043	у него	2	1
1044	этих отношениях	1	1
1045	xix-xx вв	1	1
1046	говорится в	2	1
1047	который как	1	1
1048	как один	1	1
1049	них в	3	1
1050	только тогда	4	1
1051	например у	1	1
1052	вопроса о	1	1
1053	других народов	3	1
1054	рассуждение о	1	1
1055	превращается в	1	1
1056	отличаются большой	1	1
1057	также не	2	1
1058	известно что	3	1
1059	из их	1	1
1060	было не	2	1
1061	он есть	2	1
1062	значительной степени	1	1
1063	нас нет	3	1
1064	любви и	3	1
1065	чтобы лучше	2	1
1066	иногда это	1	1
1067	и такие	3	1
1068	чем ближе	1	1
1069	вернуться к	1	1
1070	оно имеет	1	1
1071	которые она	1	1
1072	самих себя	1	1
1073	которая по	1	1
1074	были в	1	1
1075	них как	3	1
1076	его у	1	1
1077	на две	4	1
1078	тот же	5	1
1079	название не	1	1
1080	взгляд на	1	1
1081	на некоторое	1	1
1082	сказывается и	1	1
1083	это было	1	1
1084	не ограничивается	1	1
1085	имеется в	1	1
1086	все вместе	1	1
1087	тому кто	1	1
1088	пока это	1	1
1089	не потому	1	1
1090	все что	3	1
1091	приходит к	1	1
1092	что изучение	1	1
1093	мы видим	2	1
1094	тому же	3	1
1095	ставит себе	1	1
1096	в числе	2	1
1097	вся эта	3	1
1098	имеют первостепенное	1	1
1099	теснейшим образом	1	1
1100	того времени	1	1
1101	за ним	4	1
1102	ряда других	2	1
1103	а до	1	1
1104	это обычно	1	1
1105	б и	1	1
1106	этого же	1	1
1107	случае на	1	1
1108	в точности	1	1
1109	он поставил	1	1
1110	что было	1	1
1111	представление о	8	1
1112	его также	1	1
1113	имея в	1	1
1114	эти сведения	1	1
1115	для себя	1	1
1116	не дает	2	1
1117	в некоторых	13	1
1118	видно из	3	1
1119	совсем другое	1	1
1120	слово в	1	1
1121	далее в	2	1
1122	в исторической	1	1
1123	должны быть	1	1
1124	связано с	4	1
1125	и которые	2	1
1126	это выражение	1	1
1127	но есть	4	1
1128	то увидим	1	1
1129	при более	1	1
1130	не означает	2	1
1131	к этим	2	1
1132	представляющие собой	1	1
1133	после смерти	1	1
1134	но здесь	1	1
1135	е с	1	1
1136	далеко не	11	1
1137	этим не	2	1
1138	может не	1	1
1139	из самых	3	1
1140	изучение этого	1	1
1141	на которой	3	1
1142	видеть как	2	1
1143	и нужно	1	1
1144	является так	1	1
1145	и последний	1	1
1146	быть не	2	1
1147	говорится о	3	1
1148	состоять в	2	1
1149	самые разнообразные	1	1
1150	работы но	1	1
1151	жизнь в	1	1
1152	каждая из	1	1
1153	на других	3	1
1154	не приходится	1	1
1155	себя к	1	1
1156	или менее	3	1
1157	из не	1	1
1158	оставалась в	1	1
1159	отличается тем	1	1
1160	из всего	2	1
1161	а к	4	1
1162	е на	3	1
1163	в литературе	1	1
1164	разных видов	1	1
1165	что так	1	1
1166	работы а	1	1
1167	ему не	1	1
1168	что между	2	1
1169	для нас	14	1
1170	не по	1	1
1171	и прочих	1	1
1172	называются также	1	1
1173	точку зрения	1	1
1174	здесь говорится	2	1
