N	2gram	Ircho_Kome	Narrotol
174	дело с	4	5
175	не столько	3	5
176	в своих	4	5
177	и даже	6	5
178	и сам	11	5
179	а именно	1	5
180	и того	1	5
181	свою очередь	10	5
182	в другом	2	5
183	для того	9	5
184	не всегда	2	5
185	о них	1	5
186	может служить	2	5
187	в одном	3	5
188	он сам	1	5
189	себя в	3	5
190	из них	11	5
191	к нему	8	5
192	бы и	1	5
193	не было	6	5
194	или не	1	5
195	я не	4	5
196	человек в	1	5
197	между собой	5	5
198	его жизни	2	5
199	а для	2	5
200	по поводу	1	5
201	следует признать	1	5
202	точку зрения	1	5
203	и от	3	5
204	и здесь	11	5
205	подобно тому	1	5
206	если не	7	5
207	их в	3	5
208	и у	4	5
209	с ними	1	5
210	о любви	3	5
211	да и	3	5
212	о котором	1	5
213	том как	5	5
214	стало быть	2	5
215	было бы	7	5
216	и уже	1	5
217	для нее	1	5
218	за пределами	3	5
219	свидетельствует о	1	5
220	мы не	6	5
221	в какой	4	5
222	тем более	9	5
223	тому как	1	5
224	в начале	5	5
225	еще в	1	5
226	в пределах	3	5
227	не случайно	3	5
228	и о	3	5
229	этом и	1	5
230	место в	1	5
231	как будто	3	5
232	в душе	1	4
233	еще раз	1	4
234	даже в	3	4
235	строго говоря	1	4
236	не являются	1	4
237	в виду	3	4
238	по себе	1	4
239	в них	6	4
240	в первом	2	4
241	и с	5	4
242	все его	2	4
243	конечном счете	3	4
244	роль в	3	4
245	он является	1	4
246	когда в	1	4
247	хотя бы	5	4
248	только на	1	4
249	и когда	2	4
250	который в	3	4
251	к этому	11	4
252	войны и	1	4
253	ситуации и	1	4
254	представить себе	2	4
255	что они	3	4
256	несмотря на	7	4
257	в герое	3	4
258	к жизни	1	4
259	и притом	1	4
260	не о	3	4
261	тому что	5	4
262	в себя	1	4
263	пребывания в	2	4
264	в ответ	4	4
265	не будет	2	4
266	из нас	1	4
267	по своей	2	4
268	и по	3	4
269	и ее	3	4
270	жизни а	1	4
271	на ее	4	4
272	для себя	1	4
273	о которой	2	4
274	нового времени	5	4
275	не на	3	4
276	со всеми	2	4
277	о своей	1	4
278	вместе с	16	4
279	не имеет	6	4
280	во сне	1	4
281	в основе	3	4
282	могла бы	1	4
283	не могло	1	4
284	в обоих	2	4
285	мог бы	1	4
286	начиная с	1	4
287	что я	5	4
288	всяком случае	3	4
289	в произведениях	2	4
290	друг друга	7	4
291	текста в	1	4
292	ему в	1	4
293	во всяком	3	4
294	для нас	7	4
295	раз в	3	4
296	а на	3	4
297	моей жизни	1	4
298	а то	1	4
299	и как	3	4
300	или даже	1	4
301	ли не	6	4
302	по своему	3	4
303	это было	1	4
304	в области	3	4
305	от первого	1	4
306	человека в	4	4
307	она не	3	4
308	мы узнаем	1	4
309	быть и	1	4
310	что касается	5	4
311	не с	2	4
312	как он	5	4
313	к ней	9	4
314	как мы	6	4
315	в театре	2	4
316	что на	1	4
317	не к	1	4
318	на одном	1	3
319	с этой	5	3
320	говорит о	2	3
321	ни слова	1	3
322	в этих	2	3
323	о своем	1	3
324	каждый из	1	3
325	обращает на	3	3
326	ситуации в	3	3
327	восходит к	1	3
328	входит в	1	3
329	не должен	1	3
330	времени в	2	3
331	интриги в	1	3
332	говорить о	6	3
333	точно так	1	3
334	не обязательно	1	3
335	так же	8	3
336	друг на	1	3
337	ни одного	1	3
338	к ним	5	3
339	казалось что	1	3
340	наряду с	4	3
341	еще одна	1	3
342	в зависимости	1	3
343	все время	3	3
344	что она	10	3
345	в чужой	1	3
346	только не	1	3
347	ее и	1	3
348	но еще	2	3
349	с точки	6	3
350	не владеет	2	3
351	в ситуации	1	3
352	и сама	1	3
353	одно из	3	3
354	в следующем	1	3
355	видит в	1	3
356	связи с	5	3
357	но он	3	3
358	не знает	7	3
359	в которой	6	3
360	всех его	1	3
361	что не	5	3
362	из уст	2	3
363	было ясно	1	3
364	в связи	4	3
365	между ними	4	3
366	же как	1	3
367	и это	4	3
368	сих пор	12	3
369	из участников	1	3
370	а потом	1	3
371	должен был	6	3
372	могли бы	1	3
373	о себе	1	3
374	но как	1	3
375	а с	2	3
376	с матерью	1	3
377	событие как	1	3
378	себя внимание	3	3
379	за ними	1	3
380	и что	8	3
381	можно было	3	3
382	как уже	1	3
383	не просто	1	3
384	перед лицом	2	3
385	первого и	1	3
386	со словами	1	3
387	первом случае	1	3
388	о его	4	3
389	детьми и	2	3
390	даже если	2	3
391	в первой	3	3
392	а как	2	3
393	здесь мы	1	3
394	во время	8	3
395	в него	1	3
396	до сих	12	3
397	он уже	1	3
398	свою жизнь	1	3
399	каким он	3	3
400	интерес к	1	3
401	то они	1	3
402	от их	1	3
403	текста и	1	3
404	нам в	1	3
405	ни о	1	3
406	с таким	1	3
407	себя с	1	3
408	где в	1	3
409	обращается к	4	3
410	на стороне	1	3
411	и т	5	3
412	приводит к	4	3
413	бы не	3	3
414	зависимости от	1	3
415	всей своей	1	3
416	жизни мы	1	3
417	что мы	4	3
418	как на	1	3
419	на друга	1	3
420	быть не	1	3
421	и лишь	1	3
422	речь идет	5	3
423	случае с	1	3
424	по инерции	1	3
425	было и	1	3
426	тем же	3	3
427	той же	2	3
428	одной из	4	3
429	до конца	4	3
430	на этот	6	3
431	появляется в	1	3
432	и после	2	3
433	как к	3	3
434	хоть и	3	3
435	и вот	3	3
436	от которого	1	3
437	при встрече	1	3
438	он и	5	3
439	же не	3	3
440	чем он	1	3
441	участие в	1	3
442	все равно	3	3
443	а о	2	3
444	этого не	1	3
445	дело в	1	3
446	как она	2	3
447	этот раз	2	3
448	все эти	1	3
449	на фоне	2	3
450	со своей	2	3
451	по его	2	3
452	должен быть	2	3
453	особенно в	1	3
454	и потому	2	3
455	только к	1	3
456	а к	1	3
457	а его	2	3
458	между детьми	1	3
459	его не	3	3
460	дело не	2	3
461	во второй	2	3
462	не следует	2	3
463	идет о	3	3
464	же самое	3	3
465	каждого из	3	3
466	со своими	1	3
467	для обозначения	2	3
468	и только	1	3
469	ли в	3	3
470	если она	2	3
471	в е	1	3
472	персонажей и	1	3
473	в лицо	1	2
474	случае в	1	2
475	в момент	1	2
476	еще более	4	2
477	на второй	1	2
478	те же	1	2
479	нас в	1	2
480	с той	1	2
481	с появлением	1	2
482	другой стороны	2	2
483	с собой	4	2
484	из многочисленных	1	2
485	но перед	1	2
486	людей и	2	2
487	чтобы в	3	2
488	более или	2	2
489	но все	5	2
490	жизнь в	1	2
491	к столь	1	2
492	мысль о	1	2
493	целый ряд	5	2
494	иначе как	2	2
495	тем что	12	2
496	принадлежат к	2	2
497	разговоре с	1	2
498	в это	2	2
499	и стал	1	2
500	как только	2	2
501	на первый	1	2
502	но несомненно	1	2
503	и жена	1	2
504	первый взгляд	1	2
505	на мой	2	2
506	было в	2	2
507	и наиболее	1	2
508	в действительности	1	2
509	один и	3	2
510	своей природе	1	2
511	из жизни	2	2
512	в этот	1	2
513	больше не	1	2
514	системы персонажей	1	2
515	с помощью	4	2
516	чего не	1	2
517	из рассказа	1	2
518	превращается в	1	2
519	на своего	1	2
520	видно что	2	2
521	и еще	4	2
522	не поздно	1	2
523	центре внимания	1	2
524	то чтобы	1	2
525	говорит с	1	2
526	вовсе не	6	2
527	главное в	2	2
528	же она	1	2
529	иным как	1	2
530	тут же	8	2
531	выходя из	2	2
532	детей в	1	2
533	в системе	1	2
534	бы в	5	2
535	того же	9	2
536	они могут	1	2
537	из другого	1	2
538	от ее	3	2
539	намек на	1	2
540	себе самом	1	2
541	принадлежит к	1	2
542	той мере	1	2
543	по длительности	1	2
544	и мы	5	2
545	и столь	1	2
546	к их	2	2
547	к одному	1	2
548	похожи на	3	2
549	не слишком	5	2
550	весь день	1	2
551	слов в	2	2
552	второй план	1	2
553	по мнению	2	2
554	о матери	2	2
555	теперь и	1	2
556	этого человека	1	2
557	отношения между	2	2
558	в изложении	1	2
559	будто бы	1	2
560	одним из	2	2
561	быть только	1	2
562	очевидно что	1	2
563	человек и	1	2
564	в последние	2	2
565	ясно что	12	2
566	также в	2	2
567	без которого	1	2
568	и всякий	2	2
569	в двух	7	2
570	себе и	1	2
571	в других	4	2
572	во всех	4	2
573	только от	1	2
574	выступает в	1	2
575	мы можем	7	2
576	мой взгляд	2	2
577	всю свою	2	2
578	которых в	1	2
579	говорил о	1	2
580	человека как	1	2
581	так что	7	2
582	человека который	3	2
583	является его	2	2
584	на свой	1	2
585	в городе	2	2
586	если же	2	2
587	два персонажа	1	2
588	хотя в	3	2
589	и является	1	2
590	даже не	5	2
591	сомневаться в	1	2
592	в нее	1	2
593	она была	2	2
594	того кто	2	2
595	т п	5	2
596	вот я	1	2
597	могут быть	3	2
598	и есть	3	2
599	мы будем	1	2
600	с которым	3	2
601	своего героя	1	2
602	ней в	2	2
603	внутренний мир	2	2
604	с героями	1	2
605	одного и	1	2
606	на рубеже	2	2
607	и ничего	1	2
608	и сами	1	2
609	в кругу	1	2
610	если в	4	2
611	живет в	2	2
612	должна быть	2	2
613	в сущности	3	2
614	в наиболее	2	2
615	из которых	7	2
616	для них	1	2
617	что после	1	2
618	из города	2	2
619	себе не	2	2
620	теперь на	1	2
621	все то	1	2
622	приобретает в	1	2
623	от своего	2	2
624	можно назвать	1	2
625	как о	3	2
626	это время	2	2
627	детей а	2	2
628	в которых	7	2
629	никто не	2	2
630	ли он	1	2
631	в каком	1	2
632	к другому	2	2
633	не входит	1	2
634	обмен репликами	1	2
635	его и	3	2
636	действия но	2	2
637	не объясняет	1	2
638	своей собственной	1	2
639	более чем	6	2
640	не уступает	2	2
641	в течение	3	2
642	наконец в	1	2
643	в город	2	2
644	своему характеру	1	2
645	которое не	1	2
646	у меня	5	2
647	после смерти	1	2
648	слова и	1	2
649	себя не	1	2
650	всего на	1	2
651	на основании	3	2
652	в мир	1	2
653	что же	2	2
654	с тематическим	1	2
655	к двум	1	2
656	нем не	1	2
657	и во	3	2
658	тот самый	1	2
659	только с	1	2
660	же ему	1	2
661	обратиться к	1	2
662	судя по	3	2
663	будто он	1	2
664	именно к	1	2
665	после этого	2	2
666	пока что	2	2
667	сам себя	3	2
668	это был	1	2
669	из деревни	1	2
670	не для	1	2
671	бы на	2	2
672	что с	4	2
673	видя в	1	2
674	все это	7	2
675	узнаем что	1	2
676	со своим	1	2
677	в их	5	2
678	когда же	1	2
679	однако не	1	2
680	было видно	1	2
681	поскольку все	1	2
682	в присутствии	3	2
683	и более	1	2
684	жизни это	1	2
685	или иначе	3	2
686	когда все	1	2
687	указывает на	1	2
688	за которым	1	2
689	как можно	2	2
690	к своему	4	2
691	не столь	1	2
692	для которого	1	2
693	в каждой	2	2
694	или менее	2	2
695	как все	1	2
696	при виде	3	2
697	мере в	1	2
698	этих двух	2	2
699	он говорит	3	2
700	не могу	1	2
701	обстоит дело	3	2
702	взывает к	1	2
703	друга как	1	2
704	когда он	5	2
705	а по	5	2
706	ему было	1	2
707	признать что	5	2
708	на это	3	2
709	могло быть	2	2
710	отношение к	7	2
711	во многом	1	2
712	не можем	1	2
713	ее из	2	2
714	это в	2	2
715	таким же	2	2
716	и наконец	1	2
717	персонажей как	1	2
718	ярким примером	1	2
719	и брак	1	1
720	во всем	2	1
721	это на	1	1
722	что несколько	1	1
723	с которыми	1	1
724	затем к	1	1
725	этого персонажа	1	1
726	суде и	1	1
727	лет назад	2	1
728	как теперь	2	1
729	рассказ о	1	1
730	которые не	1	1
731	к этой	2	1
732	в такое	1	1
733	в печати	1	1
734	пределах этой	1	1
735	меня теперь	1	1
736	мне то	1	1
737	любовь к	4	1
738	ли его	1	1
739	из всех	3	1
740	эта новая	1	1
741	связи в	1	1
742	этот момент	1	1
743	тем как	2	1
744	и был	2	1
745	и стало	1	1
746	их жизни	1	1
747	к самоубийству	1	1
748	у его	1	1
749	в дом	22	1
750	к смысловой	1	1
751	не как	2	1
752	и говорить	1	1
753	что человек	1	1
754	что произошло	2	1
755	восходящая к	1	1
756	близкое к	1	1
757	уже была	1	1
758	его от	5	1
759	то не	1	1
760	которым был	1	1
761	подавляющее большинство	1	1
762	которая была	1	1
763	разговора с	1	1
764	встречаются у	1	1
765	на сцену	2	1
766	где-нибудь в	1	1
767	до одного	1	1
768	в духе	1	1
769	на которых	1	1
770	с отцом	4	1
771	типов в	1	1
772	из двух	3	1
773	только когда	1	1
774	как об	1	1
775	естественно не	1	1
776	более мягкие	1	1
777	слова с	1	1
778	концом в	1	1
779	или на	1	1
780	представление о	2	1
781	в ноги	1	1
782	вся его	1	1
783	детей и	3	1
784	и должен	1	1
785	меня в	2	1
786	его на	5	1
787	никому из	1	1
788	так на	1	1
789	приходит в	1	1
790	настаивает на	2	1
791	с еще	1	1
792	после обеда	1	1
793	обоих случаях	1	1
794	всю эту	1	1
795	внимание что	1	1
796	и дрожа	2	1
797	ситуаций и	1	1
798	не затрагивали	1	1
799	две половины	1	1
800	поскольку он	1	1
801	не думал	1	1
802	отца и	4	1
803	с мужем	2	1
804	обращение к	1	1
805	не удается	1	1
806	впрочем для	1	1
807	с этим	5	1
808	если я	1	1
809	сам же	2	1
810	действия и	2	1
811	что доставляет	1	1
812	кем я	2	1
813	отца в	2	1
814	сразу же	5	1
815	к одной	2	1
816	и третий	1	1
817	его любовь	1	1
818	и ушел	1	1
819	что этот	1	1
820	следовало бы	1	1
821	вопрос о	2	1
822	по тем	1	1
823	человека не	2	1
824	чем за	1	1
825	и мысли	3	1
826	он был	6	1
827	мы увидим	1	1
828	отсюда и	1	1
829	трудно было	2	1
830	в творчестве	1	1
831	зрения одного	1	1
832	являются не	1	1
833	что никогда	1	1
834	сюжетная схема	2	1
835	признать вполне	1	1
836	что вся	1	1
837	этой связи	3	1
838	соединяется с	1	1
839	повергает в	1	1
840	правда и	1	1
841	обращаясь к	1	1
842	для данного	1	1
843	образом что	1	1
844	в сторону	1	1
845	определяется его	1	1
846	что речь	1	1
847	в отсутствие	4	1
848	и те	1	1
849	от своей	2	1
850	рассуждение о	1	1
851	самого начала	5	1
852	то его	1	1
853	в глаза	3	1
854	персонажей которые	1	1
855	право говорить	1	1
856	бы совершенно	1	1
857	в прошлом	1	1
858	принадлежащих к	1	1
859	чужой голос	1	1
860	самом начале	1	1
861	с рассказом	1	1
862	за другой	2	1
863	чтобы они	2	1
864	тем кто	1	1
865	а сам	2	1
866	не совсем	3	1
867	свидетельствует не	1	1
868	раньше не	1	1
869	приехавшего в	1	1
870	в одной	2	1
871	его присутствии	2	1
872	что все	1	1
873	чего он	1	1
874	принимает участия	1	1
875	существовали в	1	1
876	возникающие в	1	1
877	и ценит	1	1
878	в текст	1	1
879	речь о	1	1
880	до поры	1	1
881	на три	1	1
882	под именем	1	1
883	в противном	1	1
884	от себя	2	1
885	человеку и	1	1
886	что даже	1	1
887	друг с	3	1
888	она уже	1	1
889	каким был	1	1
890	и чувства	1	1
891	с собственной	1	1
892	нет никаких	2	1
893	и открывает	1	1
894	важно что	1	1
895	но так	1	1
896	этом же	1	1
897	характер ее	1	1
898	ориентирован на	1	1
899	свое собственное	1	1
900	но поскольку	1	1
901	ближе к	3	1
902	бы то	3	1
903	чтобы сделать	1	1
904	по адресу	1	1
905	многочисленных примеров	1	1
906	событий а	1	1
907	же ничего	1	1
908	она и	2	1
909	возвращение к	2	1
910	последние десятилетия	2	1
911	сказать и	1	1
912	к человеку	2	1
913	здесь нет	4	1
914	на пороге	1	1
915	стороны и	4	1
916	не останется	1	1
917	собой в	1	1
918	теперь же	3	1
919	его дочь	3	1
920	следует сказать	1	1
921	такая же	2	1
922	в состоянии	1	1
923	в раннем	1	1
924	мы знаем	2	1
925	а тот	1	1
926	получает в	1	1
927	более глубоко	1	1
928	если у	1	1
929	ни было	3	1
930	ситуации а	1	1
931	не слушает	1	1
932	произведениях его	1	1
933	прошлом году	1	1
934	что при	1	1
935	сколько еще	1	1
936	аналогии с	2	1
937	ей не	1	1
938	с творчеством	1	1
939	отказывается от	1	1
940	с другими	2	1
941	не от	1	1
942	даже на	1	1
943	делает вид	1	1
944	по содержанию	3	1
945	что между	2	1
946	в середине	1	1
947	его в	9	1
948	не была	1	1
949	отцов и	1	1
950	действий и	1	1
951	ни в	14	1
952	как же	2	1
953	о возможности	1	1
954	всё это	1	1
955	сказал что	1	1
956	отделаться от	1	1
957	внутреннего мира	1	1
958	следует рассматривать	1	1
959	тех же	3	1
960	из братьев	1	1
961	который по	2	1
962	прошлом и	2	1
963	здесь же	1	1
964	служить для	1	1
965	в атмосфере	1	1
966	не он	3	1
967	в последних	1	1
968	которой было	1	1
969	не остается	3	1
970	становится совершенно	1	1
971	которые их	2	1
972	и дочери	1	1
973	как видим	2	1
974	содержанию в	1	1
975	и само	1	1
976	следует понимать	1	1
977	встречается в	1	1
978	время как	3	1
979	после слов	1	1
980	и она	1	1
981	лет до	2	1
982	на земле	2	1
983	по ее	2	1
984	в до	1	1
985	образом для	2	1
986	обстоятельств не	1	1
987	неизвестен и	1	1
988	служит для	1	1
989	что только	1	1
990	что происходит	2	1
991	из одного	1	1
992	числе и	2	1
993	не иначе	2	1
994	из бедной	1	1
995	они становятся	1	1
996	чтобы понять	1	1
997	с радостью	2	1
998	на которую	1	1
999	я на	2	1
1000	в заключительном	1	1
1001	именно как	1	1
1002	и понимаем	1	1
1003	этому легко	1	1
1004	вошел в	1	1
1005	встреча с	1	1
1006	в уста	2	1
1007	еще одним	1	1
1008	отнестись к	1	1
1009	существенно меняет	1	1
1010	для развития	2	1
1011	происшествия в	1	1
1012	на этом	3	1
1013	из рассмотрения	1	1
1014	ли это	1	1
1015	до нас	7	1
1016	мы уже	1	1
1017	сына в	1	1
1018	называет его	1	1
1019	другом и	1	1
1020	на котором	1	1
1021	то ни	4	1
1022	так быстро	1	1
1023	эти слова	1	1
1024	не один	1	1
1025	лиц не	1	1
1026	по профессии	1	1
1027	в развитии	3	1
1028	как сам	2	1
1029	никого не	1	1
1030	возвращаясь к	2	1
1031	что эта	2	1
1032	и та	1	1
1033	в тех	4	1
1034	начинается с	2	1
1035	и тот	6	1
1036	за пределы	3	1
1037	чувство стыда	1	1
1038	дела и	1	1
1039	всякий другой	1	1
1040	несколько иначе	2	1
1041	однако сам	1	1
1042	этот вопрос	2	1
1043	ведет не	1	1
1044	одну из	1	1
1045	к природному	1	1
1046	отношения с	1	1
1047	сложилась бы	1	1
1048	характером и	1	1
1049	но тут	1	1
1050	должны были	2	1
1051	нас теперь	1	1
1052	в самой	1	1
1053	сочувствием к	1	1
1054	себя за	1	1
1055	а тем	1	1
1056	был для	1	1
1057	общей для	1	1
1058	к первому	1	1
1059	что для	7	1
1060	в толпе	1	1
1061	бы его	1	1
1062	нет больше	1	1
1063	это делает	2	1
1064	я являюсь	1	1
1065	звучит так	1	1
1066	который так	1	1
1067	них не	1	1
1068	поры до	1	1
1069	имя и	1	1
1070	был в	1	1
1071	будем обращаться	1	1
1072	чему мы	1	1
1073	теми же	1	1
1074	здесь также	1	1
1075	с положением	1	1
1076	п не	2	1
1077	узнаем с	1	1
1078	повседневной жизни	1	1
1079	есть все	1	1
1080	из этого	2	1
1081	вот и	1	1
1082	бы ни	1	1
1083	готовность к	3	1
1084	речи и	1	1
1085	его к	1	1
1086	его персонажи	1	1
1087	служит как	2	1
1088	приходится признать	1	1
1089	и отсутствие	1	1
1090	называет ее	2	1
1091	охарактеризовать как	1	1
1092	ни другой	1	1
1093	так или	3	1
1094	именно таким	2	1
1095	до времени	1	1
1096	чтобы не	3	1
1097	самую суть	1	1
1098	он его	1	1
1099	в один	1	1
1100	прежде чем	4	1
1101	и особенно	2	1
1102	если это	1	1
1103	понять что	1	1
1104	и дедов	1	1
1105	мы видели	1	1
1106	не отличается	1	1
1107	греческим словом	1	1
1108	почему он	1	1
1109	как отец	1	1
1110	на жизнь	1	1
1111	главный герой	1	1
1112	этого хочет	1	1
1113	то время	3	1
1114	образом и	2	1
1115	этому времени	2	1
1116	явно не	2	1
1117	за ним	3	1
1118	полной мере	1	1
1119	его мнению	2	1
1120	как с	1	1
1121	них в	1	1
1122	он только	1	1
1123	место среди	1	1
1124	был бы	4	1
1125	из таких	1	1
1126	впервые замечает	1	1
1127	была бы	2	1
1128	речь как	1	1
1129	рассказать о	1	1
1130	глаз в	1	1
1131	в свое	2	1
1132	с тем	6	1
1133	сто лет	3	1
1134	не приходится	5	1
1135	нему в	1	1
1136	в другой	5	1
1137	нашего времени	1	1
1138	из того	3	1
1139	гораздо раньше	1	1
1140	с каждым	1	1
1141	нем своего	1	1
1142	в отношении	4	1
1143	бы между	1	1
1144	деле и	1	1
1145	за это	1	1
1146	не могут	2	1
1147	персонажа от	1	1
1148	событие о	1	1
1149	участии в	1	1
1150	человеческое чувство	1	1
1151	и шире	1	1
1152	этой точки	1	1
1153	вместо того	1	1
1154	не более	1	1
1155	до этого	3	1
1156	однако что	2	1
1157	наряду со	1	1
1158	не знающего	1	1
1159	появлении в	1	1
1160	в большинстве	1	1
1161	если говорить	1	1
1162	с женой	5	1
1163	не делает	2	1
1164	другой как	1	1
1165	затем следует	1	1
1166	отношения к	2	1
1167	и родителями	1	1
1168	пор еще	1	1
1169	с письмом	1	1
1170	это сообщение	1	1
1171	как не	2	1
1172	и ситуаций	1	1
1173	для каждого	1	1
1174	что видел	1	1
1175	и так	1	1
1176	по душе	1	1
1177	для жанра	1	1
1178	причастность к	1	1
1179	себя и	2	1
1180	сравнению с	3	1
1181	обращенный к	1	1
1182	именно поэтому	1	1
1183	еще впереди	1	1
1184	которого не	1	1
1185	эта последняя	1	1
1186	друг от	1	1
1187	суждений о	1	1
1188	высказывание в	1	1
1189	такую возможность	1	1
1190	которую она	1	1
1191	по крайней	1	1
1192	которое постепенно	1	1
1193	так невозможно	1	1
1194	у дверей	1	1
1195	детей хотя	1	1
1196	который и	1	1
1197	в разработке	1	1
1198	все они	1	1
1199	дальнейшее развитие	1	1
1200	вспоминать о	1	1
1201	не давая	1	1
1202	жизнь ни	1	1
1203	бросается в	1	1
1204	ни к	1	1
1205	совершенно не	2	1
1206	чем же	2	1
1207	с детьми	1	1
1208	своем роде	1	1
1209	жизненным опытом	1	1
1210	в греческой	2	1
1211	их самих	1	1
1212	ни у	2	1
1213	дом то	1	1
1214	важный для	1	1
1215	и видит	1	1
1216	и главное	1	1
1217	если он	3	1
1218	оба эти	1	1
1219	забота о	1	1
1220	первая из	1	1
1221	не любил	1	1
1222	задний план	1	1
1223	и достаточно	1	1
1224	показательно что	1	1
1225	положение дел	1	1
1226	относится к	1	1
1227	по сравнению	3	1
1228	это только	1	1
1229	из его	3	1
1230	жениться на	3	1
1231	в новой	2	1
1232	с которой	2	1
1233	не у	1	1
1234	и теперь	2	1
1235	каждой из	4	1
1236	не понимает	1	1
1237	и вся	1	1
1238	отношении к	1	1
1239	и ему	1	1
1240	впрочем и	2	1
1241	не наделен	1	1
1242	и исчезает	1	1
1243	и до	2	1
1244	только тем	1	1
1245	взгляда на	1	1
1246	чем не	2	1
1247	теперь не	1	1
1248	их между	1	1
1249	еще один	2	1
1250	им в	1	1
1251	известной степени	2	1
1252	может послужить	1	1
1253	но мы	1	1
1254	что здесь	2	1
1255	нет и	4	1
1256	в споре	1	1
1257	непосредственно из	1	1
1258	ситуации как	1	1
1259	еще вернемся	1	1
1260	этом однако	1	1
1261	при котором	1	1
1262	в образе	5	1
1263	много лет	2	1
1264	он бы	2	1
1265	не знаем	1	1
1266	этом свидетельствует	1	1
1267	со словом	1	1
1268	здесь и	3	1
1269	т д	1	1
1270	не видит	1	1
1271	главным образом	2	1
1272	внимания заслуживает	1	1
1273	у них	1	1
1274	своим появлением	1	1
1275	брата в	1	1
1276	этими словами	1	1
1277	не из	1	1
1278	дому и	1	1
1279	мы еще	1	1
1280	если только	1	1
1281	за сто	1	1
1282	моментов в	1	1
1283	тот же	11	1
1284	действующего лица	1	1
1285	с того	1	1
1286	сводились к	1	1
1287	поздно и	1	1
1288	или другой	1	1
1289	его можно	1	1
1290	с просьбой	3	1
1291	встречает и	1	1
1292	к началу	3	1
1293	об их	1	1
1294	события и	1	1
1295	однако о	1	1
1296	душе и	1	1
1297	находятся в	1	1
1298	того кого	1	1
1299	постольку поскольку	1	1
1300	от более	1	1
1301	имя которого	1	1
1302	что ему	4	1
1303	которым он	2	1
1304	значение в	1	1
1305	со мной	1	1
