N	2gram	Vygotskiy_	slovoVRo
758	как известно	7	2
759	значение и	1	2
760	могло быть	1	2
761	и той	3	2
762	в направлении	1	2
763	к ней	1	2
764	первом случае	2	2
765	и иной	1	2
766	главным образом	1	2
767	друг другу	2	2
768	последнего времени	2	2
769	языковых форм	2	2
770	анализа и	1	2
771	наоборот в	1	2
772	не значит	1	2
773	на один	1	2
774	место в	2	2
775	столь же	5	2
776	же в	2	2
777	на то	6	2
778	которые были	1	2
779	и только	4	2
780	центральной проблемой	1	2
781	каждый момент	1	2
782	независимо от	3	2
783	и обратно	3	2
784	в один	1	2
785	языки в	1	2
786	есть не	3	2
787	на ту	1	2
788	и самый	2	2
789	вне ее	1	2
790	меньше чем	1	2
791	и ту	1	1
792	из самого	1	1
793	осознать и	1	1
794	с которой	2	1
795	ведет к	2	1
796	речи то	2	1
797	как два	2	1
798	смысле с	1	1
799	основе этой	2	1
800	и можем	2	1
801	является в	2	1
802	а потому	3	1
803	во втором	2	1
804	действуют в	2	1
805	в единую	1	1
806	к другу	4	1
807	всего в	1	1
808	но может	1	1
809	различными формами	1	1
810	в каждую	1	1
811	друг к	3	1
812	чужда идея	1	1
813	бы она	1	1
814	по всем	1	1
815	как таковой	2	1
816	этой проблемы	1	1
817	и должны	1	1
818	только те	1	1
819	представить себе	2	1
820	в конце	3	1
821	бы то	2	1
822	если в	4	1
823	которые не	5	1
824	или только	1	1
825	они эти	1	1
826	исходя из	2	1
827	его из	1	1
828	к этой	3	1
829	если он	4	1
830	в специальном	1	1
831	своего собственного	3	1
832	и наших	1	1
833	которые он	1	1
834	и становятся	2	1
835	совпадают с	1	1
836	как один	1	1
837	для себя	1	1
838	но которые	1	1
839	эти особенности	2	1
840	и сознательный	1	1
841	момента в	3	1
842	двумя крайними	1	1
843	речь как	2	1
844	его за	1	1
845	источников в	1	1
846	рассматривать с	1	1
847	принимает за	2	1
848	мы неоднократно	1	1
849	говорили в	1	1
850	он видит	1	1
851	опираться на	3	1
852	совершенно иные	1	1
853	невозможно никакое	1	1
854	особенности этого	1	1
855	или нет	1	1
856	бы говорить	1	1
857	о чем	3	1
858	форм он	1	1
859	два основных	1	1
860	которой они	1	1
861	никак не	6	1
862	мысли и	7	1
863	уклоняются от	1	1
864	но тем	1	1
865	говорит о	4	1
866	времени почти	1	1
867	формы мышления	1	1
868	из которых	3	1
869	в меньшей	1	1
870	находятся в	3	1
871	осознания и	4	1
872	задолго до	4	1
873	речью не	1	1
874	с каждым	1	1
875	низких и	1	1
876	чтобы их	1	1
877	этом направлении	1	1
878	слова ведь	1	1
879	сводится к	1	1
880	непосредственное отношение	1	1
881	зависимостей в	1	1
882	лежащих в	2	1
883	целом ряде	1	1
884	в живом	1	1
885	но что	6	1
886	никаких новых	1	1
887	что процесс	3	1
888	определяется и	1	1
889	есть наконец	1	1
890	отношения с	1	1
891	вопрос об	4	1
892	должен был	3	1
893	подчиняет его	1	1
894	на смену	1	1
895	потребность в	4	1
896	в настоящем	1	1
897	как они	4	1
898	и он	3	1
899	можно дать	1	1
900	сами по	1	1
901	слова итак	1	1
902	но только	4	1
903	он имеет	6	1
904	самых основных	1	1
905	письменной речи	44	1
906	до этого	1	1
907	оказывается в	2	1
908	и навсегда	1	1
909	между которыми	1	1
910	проблемы в	1	1
911	равно как	1	1
912	все дело	2	1
913	мы говорим	4	1
914	мы называем	1	1
915	и соотношений	1	1
916	участвует в	1	1
917	всегда остается	1	1
918	сложных взаимоотношений	1	1
919	которое по	1	1
920	и задачи	1	1
921	этого необходимо	1	1
922	сложный и	2	1
923	именно они	1	1
924	устная речь	3	1
925	движутся в	1	1
926	постановке вопроса	1	1
927	и смысловых	1	1
928	относящиеся к	1	1
929	относятся к	1	1
930	с целым	1	1
931	оно всегда	1	1
932	когда это	2	1
933	и слабости	1	1
934	всех тех	2	1
935	его сознании	1	1
936	возможности и	1	1
937	кроме самого	2	1
938	чистый и	1	1
939	и просто	1	1
940	и так	1	1
941	прошлого в	1	1
942	над самим	1	1
943	понимания и	1	1
944	в которых	2	1
945	форм его	1	1
946	она исходит	1	1
947	только для	2	1
948	бы не	1	1
949	понятий как	3	1
950	этим отношением	1	1
951	вот в	1	1
952	выражается в	1	1
953	может дать	1	1
954	о котором	1	1
955	от того	8	1
956	именно поэтому	3	1
957	в план	1	1
958	не до	2	1
959	со стороны	3	1
960	речь идет	1	1
961	эта последняя	1	1
962	всей своей	1	1
963	и подлинный	1	1
964	к другому	3	1
965	связанного с	2	1
966	данного предмета	1	1
967	в самый	1	1
968	находит его	1	1
969	в основных	1	1
970	обращение к	1	1
971	из области	4	1
972	на одном	2	1
973	к той	1	1
974	я говорю	1	1
975	влияние в	1	1
976	через все	1	1
977	свое время	2	1
978	их внутренней	1	1
979	в рассмотрение	1	1
980	особенности в	1	1
981	влечет за	1	1
982	эта точка	2	1
983	каждый из	1	1
984	только одно	1	1
985	нет ничего	1	1
986	ли они	1	1
987	одного и	9	1
988	безразличны для	1	1
989	то он	1	1
990	при наличии	2	1
991	не существует	1	1
992	невозможным и	1	1
993	стоят на	1	1
994	для жизни	1	1
995	в действительности	6	1
996	в неразрывной	2	1
997	и логической	2	1
998	далее и	1	1
999	что мы	11	1
1000	направлено на	1	1
1001	с изучением	1	1
1002	видим что	3	1
1003	в очень	1	1
1004	совершенно иной	3	1
1005	применении к	1	1
1006	не имеют	4	1
1007	раз и	3	1
1008	двух моментах	1	1
1009	входящими в	1	1
1010	и выше	1	1
1011	должен действовать	1	1
1012	лишено всякого	1	1
1013	и осуществляется	2	1
1014	своей целью	1	1
1015	процессе развития	4	1
1016	ней нет	1	1
1017	сказать на	1	1
1018	представления о	2	1
1019	исследования и	3	1
1020	основного факта	2	1
1021	всего этого	1	1
1022	значение этого	1	1
1023	как будет	1	1
1024	почти исключительно	1	1
1025	быть взята	1	1
1026	на друга	2	1
1027	часто в	1	1
1028	может овладеть	1	1
1029	по самому	1	1
1030	как между	1	1
1031	направлении к	1	1
1032	единство как	1	1
1033	он является	1	1
1034	его собственной	2	1
1035	с другим	1	1
1036	суждения и	1	1
1037	чем именно	1	1
1038	которыми он	2	1
1039	в этот	4	1
1040	речи далее	1	1
1041	совершенно по-иному	1	1
1042	поэтому мы	1	1
1043	одной и	3	1
1044	в середине	1	1
1045	между двумя	4	1
1046	наталкивается на	1	1
1047	только один	4	1
1048	чего не	2	1
1049	увидим что	1	1
1050	целым рядом	1	1
1051	слова процесс	1	1
1052	между отдельными	2	1
1053	основе не	1	1
1054	не исключает	1	1
1055	за собой	4	1
1056	и наиболее	2	1
1057	на основании	2	1
1058	развития и	21	1
1059	числе и	2	1
1060	чем его	3	1
1061	более и	3	1
1062	язык а	1	1
1063	не отдает	2	1
1064	может сделать	3	1
1065	а только	8	1
1066	осознанности и	2	1
1067	даже с	1	1
1068	в окружающей	1	1
1069	а во	1	1
1070	то его	1	1
1071	знает что	5	1
1072	в чистом	1	1
1073	иные возможности	1	1
1074	которого еще	1	1
1075	формами мышления	3	1
1076	с конкретными	1	1
1077	поставить в	1	1
1078	друг на	2	1
1079	всех трех	1	1
1080	которому мы	2	1
1081	имеем в	1	1
1082	абстракции и	1	1
1083	о языке	1	1
1084	как на	4	1
1085	совершенно иным	2	1
1086	слово связанное	1	1
1087	не касаясь	2	1
1088	ним но	2	1
1089	что отношение	1	1
1090	изучение этих	2	1
1091	анализа в	1	1
1092	установлены на	1	1
1093	он так	1	1
1094	для всей	3	1
1095	ответа на	1	1
1096	начиная с	1	1
1097	как правило	1	1
1098	линии как	1	1
1099	сознания но	1	1
1100	для изучения	1	1
1101	которое он	1	1
1102	самого говорящего	1	1
1103	быть в	3	1
1104	в реальном	1	1
1105	находится в	2	1
1106	поэтому внутренняя	2	1
1107	в научном	5	1
1108	на улице	2	1
1109	есть по	1	1
1110	простое и	1	1
1111	язык во	1	1
1112	а это	3	1
1113	на этот	9	1
1114	действительности и	1	1
1115	исходит из	2	1
1116	является основной	1	1
1117	как во	1	1
1118	который в	2	1
1119	об использовании	1	1
1120	приближаются к	1	1
1121	что говорит	1	1
1122	то здесь	1	1
1123	не стоит	1	1
1124	но если	7	1
1125	столько в	1	1
1126	он сам	2	1
1127	состояние его	1	1
1128	не два	2	1
1129	какой степени	2	1
1130	и образования	2	1
1131	заключается именно	1	1
1132	человеку и	2	1
1133	что даже	1	1
1134	речи с	2	1
1135	и после	1	1
1136	для этой	1	1
1137	этими словами	1	1
1138	к полному	2	1
1139	в самой	1	1
1140	и греческого	1	1
1141	сделать это	2	1
1142	тот же	7	1
1143	мог бы	1	1
1144	в заключение	1	1
1145	и самых	1	1
1146	и использует	1	1
1147	не имеющих	1	1
1148	гораздо более	1	1
1149	единство в	1	1
1150	того о	1	1
1151	осуществляются в	1	1
1152	или иным	2	1
1153	и различия	1	1
1154	возможность в	1	1
1155	строится на	1	1
1156	этих моментов	1	1
1157	его собственного	2	1
1158	для раскрытия	1	1
1159	не принадлежат	1	1
1160	видели что	2	1
1161	но на	2	1
1162	менее чем	1	1
1163	есть процесс	2	1
1164	том чтобы	3	1
1165	том числе	2	1
1166	например слово	1	1
1167	понимать его	1	1
1168	с какими	1	1
1169	шагу в	2	1
1170	в систему	2	1
1171	различие между	4	1
1172	только по	4	1
1173	эти внешние	1	1
1174	вообще эта	1	1
1175	глубокий и	1	1
1176	имеют в	1	1
1177	зависит от	4	1
1178	в первый	1	1
1179	о значении	1	1
1180	собой в	2	1
1181	и существенное	1	1
1182	сколько в	1	1
1183	значение нашей	1	1
1184	она в	1	1
1185	в состоянии	6	1
1186	связи между	1	1
1187	первый раз	1	1
1188	для всякого	1	1
1189	мы имеем	4	1
1190	что различные	1	1
1191	предвосхитить его	1	1
1192	идет о	1	1
1193	прийти к	1	1
1194	ним в	1	1
1195	и основным	1	1
1196	которых он	2	1
1197	признать что	1	1
1198	обычно не	2	1
1199	и общей	1	1
1200	речи так	3	1
1201	переход к	3	1
1202	только его	2	1
1203	на развитие	6	1
1204	он и	1	1
1205	связей и	5	1
1206	развитии и	4	1
1207	что при	4	1
1208	не соответствует	1	1
1209	лежали в	1	1
1210	приводят к	4	1
1211	которая лежит	1	1
1212	отсюда следует	1	1
1213	форму в	1	1
1214	аналогии с	2	1
1215	способность к	3	1
1216	делать в	1	1
1217	где он	1	1
1218	двух процессов	1	1
1219	но чаще	1	1
1220	для своего	1	1
1221	то мы	1	1
1222	направлено всегда	1	1
1223	чем перейти	2	1
1224	не способны	1	1
1225	сознания и	3	1
1226	возможность такого	1	1
1227	всех других	1	1
1228	на одной	1	1
1229	недоразумений и	1	1
1230	есть вовсе	1	1
1231	ту область	1	1
1232	возможно только	2	1
1233	с пониманием	2	1
1234	в движение	1	1
1235	существуют такие	1	1
1236	находит свое	2	1
1237	и свободно	1	1
1238	для его	2	1
1239	что между	5	1
1240	все равно	2	1
1241	мы находим	1	1
1242	языка происходит	1	1
1243	в письменной	7	1
1244	сказал бы	1	1
1245	этого осознания	1	1
1246	знания и	2	1
1247	понимании и	1	1
1248	в самые	1	1
1249	возможность иного	1	1
1250	самый предмет	1	1
1251	того в	2	1
1252	оно только	1	1
1253	но с	2	1
1254	даже вовсе	1	1
1255	речи к	2	1
1256	ко второму	1	1
1257	и притом	2	1
1258	нас того	1	1
1259	бы для	1	1
1260	говорим о	2	1
1261	и усвоения	3	1
1262	внутренняя речь	7	1
1263	что совершенно	1	1
1264	что к	2	1
1265	структуру слова	1	1
1266	как по	1	1
1267	два смысла	2	1
1268	прежде чем	2	1
1269	что его	2	1
1270	к миру	1	1
1271	и падает	1	1
1272	которое в	1	1
1273	места в	1	1
1274	с теми	1	1
1275	не те	1	1
1276	развития как	6	1
1277	были как	1	1
1278	его протяжении	1	1
1279	он говорит	3	1
1280	этого развития	1	1
1281	научном мышлении	2	1
1282	последние два	1	1
1283	в ряде	2	1
1284	системы в	3	1
1285	от внешней	1	1
1286	бы оно	3	1
1287	с той	1	1
1288	которую оно	1	1
1289	долгое время	1	1
1290	подобно тому	6	1
1291	нас к	6	1
1292	совпадая с	1	1
1293	и прежде	1	1
1294	как целое	1	1
1295	нам в	2	1
1296	и того	8	1
1297	этой цели	1	1
1298	может только	1	1
1299	мышления которые	1	1
1300	из главных	1	1
1301	в ту	1	1
1302	и характер	1	1
1303	постановка вопроса	1	1
