N	2gram	Trubetskoy	Formalny
222	в которой	1	6
223	но для	2	6
224	в конце	3	6
225	и это	1	6
226	и тем	2	6
227	должны быть	1	6
228	один из	1	6
229	на ее	1	6
230	с ним	2	6
231	ее и	1	6
232	к его	1	6
233	в россии	6	6
234	его и	2	6
235	из этих	3	6
236	именно на	2	6
237	нет и	1	6
238	этого слова	1	6
239	данном случае	3	6
240	ее в	2	6
241	смысле этого	1	6
242	по их	1	6
243	нисколько не	2	6
244	не по	1	6
245	в частности	2	6
246	тем самым	2	6
247	такой же	1	6
248	тому что	2	6
249	с этой	1	5
250	даже в	1	5
251	от этих	1	5
252	значительной степени	1	5
253	в мире	4	5
254	так например	1	5
255	можно сказать	1	5
256	в котором	2	5
257	то это	3	5
258	вопрос о	5	5
259	должно было	1	5
260	как на	8	5
261	к которому	1	5
262	к нему	2	5
263	всего в	1	5
264	то в	3	5
265	время и	1	5
266	не столько	1	5
267	что не	1	5
268	а только	1	5
269	могло бы	1	5
270	мы можем	2	5
271	мы уже	2	5
272	и что	2	5
273	не могла	1	5
274	друг другу	2	5
275	и по	3	5
276	не так	2	5
277	если в	6	5
278	проблема и	1	5
279	что оно	3	5
280	показать что	1	5
281	даже не	2	5
282	приводит к	4	5
283	да и	3	5
284	ни на	1	5
285	то и	1	5
286	в значительной	3	5
287	а лишь	4	5
288	одной из	3	5
289	до известной	1	5
290	в самой	1	5
291	и то	4	5
292	тому чтобы	4	5
293	для нас	2	5
294	а о	1	5
295	в эпоху	1	5
296	на все	1	5
297	в такой	1	5
298	мы должны	7	5
299	таким же	3	5
300	борьба с	1	5
301	от того	4	5
302	одного из	1	5
303	может и	1	5
304	не можем	2	5
305	от него	2	4
306	возможно лишь	4	4
307	к этой	4	4
308	ни стало	3	4
309	не являются	1	4
310	к другим	1	4
311	исходить из	1	4
312	от западноевропейского	1	4
313	является не	2	4
314	к самому	1	4
315	но даже	2	4
316	для данного	1	4
317	превращается в	1	4
318	самого начала	1	4
319	на него	1	4
320	одна из	3	4
321	того же	1	4
322	в некоторых	2	4
323	влияние на	1	4
324	а наоборот	1	4
325	тем не	1	4
326	что такое	2	4
327	бы к	1	4
328	от тех	1	4
329	очевидно что	1	4
330	в таком	2	4
331	конце концов	3	4
332	тогда когда	4	4
333	в лучшем	3	4
334	не будет	7	4
335	этот вопрос	2	4
336	должны были	1	4
337	могла бы	1	4
338	что для	3	4
339	этой действительности	1	4
340	однако и	1	4
341	как не	1	4
342	это положение	1	4
343	ближайшим образом	1	4
344	и действительно	1	4
345	идет о	1	4
346	так чтобы	3	4
347	отношении к	2	4
348	целый ряд	2	4
349	знаем что	3	4
350	им в	1	4
351	тот или	1	4
352	и во	3	4
353	только при	1	4
354	и о	2	4
355	но если	3	4
356	они были	1	4
357	он должен	5	4
358	зависит от	2	4
359	не для	1	4
360	а на	1	4
361	или в	3	4
362	сама по	2	4
363	лишь с	1	4
364	или даже	1	4
365	с самого	1	4
366	но при	1	4
367	тех же	1	4
368	только то	1	4
369	к ней	1	4
370	и тогда	2	4
371	лучшем случае	3	4
372	не к	2	4
373	во всем	4	3
374	в роде	2	3
375	для всех	6	3
376	остановиться на	1	3
377	или для	1	3
378	ни одна	3	3
379	из всего	1	3
380	к отрицанию	2	3
381	на первый	1	3
382	связано с	1	3
383	не должен	2	3
384	не всегда	1	3
385	воздействия на	1	3
386	не об	1	3
387	в различных	1	3
388	всех областях	1	3
389	том чтобы	3	3
390	формы в	1	3
391	друг с	14	3
392	точка зрения	1	3
393	лишь тогда	1	3
394	еще одну	1	3
395	именно из	1	3
396	проявляется в	2	3
397	что при	1	3
398	души и	1	3
399	в качестве	3	3
400	но как	1	3
401	не была	1	3
402	касается до	2	3
403	лишь постольку	1	3
404	становится и	1	3
405	из одного	1	3
406	вопроса о	1	3
407	от них	1	3
408	в противном	1	3
409	для создания	1	3
410	ту же	1	3
411	так что	2	3
412	что эта	1	3
413	всех других	1	3
414	и тот	2	3
415	не просто	2	3
416	ведь на	1	3
417	культуры и	2	3
418	их к	2	3
419	если они	2	3
420	к такому	2	3
421	никак нельзя	1	3
422	лишь к	4	3
423	и этот	3	3
424	и конечно	1	3
425	и при	6	3
426	уже знаем	1	3
427	чтобы стать	1	3
428	никак не	1	3
429	от этой	2	3
430	борьбы с	1	3
431	во что	3	3
432	с таким	1	3
433	сами эти	2	3
434	можно назвать	1	3
435	вряд ли	3	3
436	в которых	1	3
437	бы не	1	3
438	вследствие этого	1	3
439	к созданию	1	3
440	перед нами	1	3
441	все они	3	3
442	и заключается	1	3
443	том числе	1	3
444	и если	7	3
445	это то	1	3
446	это только	2	3
447	оно является	1	3
448	для нее	2	3
449	состоит в	2	3
450	в данной	1	3
451	создания нового	1	3
452	являются лишь	1	3
453	в сознании	3	3
454	он может	1	3
455	то по	1	3
456	же он	1	3
457	вся эта	2	3
458	всякое иное	1	3
459	нас не	1	3
460	для всякого	1	3
461	возможно только	1	3
462	материал для	1	3
463	или иной	5	3
464	дело в	1	3
465	и другое	1	3
466	вообще не	1	3
467	каждого элемента	1	3
468	есть только	1	3
469	противном случае	1	3
470	этим самым	1	3
471	со своей	1	3
472	на его	1	3
473	с другом	14	3
474	тем более	1	3
475	к одному	1	3
476	может иметь	1	3
477	когда он	1	3
478	числе и	1	3
479	же самое	1	3
480	что о	1	3
481	и прежде	1	3
482	идет не	1	3
483	на то	5	3
484	и обратно	1	3
485	что на	1	3
486	в известной	1	3
487	все что	4	2
488	связан с	1	2
489	только один	1	2
490	совершенно очевидно	2	2
491	он считает	1	2
492	был и	3	2
493	совершенно иные	1	2
494	привести к	1	2
495	в принципе	1	2
496	глубоко и	1	2
497	это противоречие	1	2
498	это учение	2	2
499	связь с	1	2
500	их не	2	2
501	ко всем	3	2
502	ее с	1	2
503	из нее	1	2
504	представление о	1	2
505	от всякого	1	2
506	принадлежат к	2	2
507	в собственном	1	2
508	здесь дело	1	2
509	что такая	1	2
510	как самоцель	1	2
511	в какие	1	2
512	с реальной	1	2
513	и того	1	2
514	ее к	1	2
515	переходит в	1	2
516	конкретные формы	1	2
517	она могла	1	2
518	говорить не	1	2
519	по возможности	1	2
520	в руках	1	2
521	формы так	1	2
522	отметить что	2	2
523	точке зрения	3	2
524	этих последних	1	2
525	их мнению	1	2
526	лишь поскольку	1	2
527	без того	1	2
528	они сами	1	2
529	иначе и	1	2
530	согласиться с	2	2
531	работа в	1	2
532	в создании	1	2
533	глубоко различны	1	2
534	себя в	4	2
535	чтобы понять	2	2
536	свое собственное	2	2
537	этого и	1	2
538	является результатом	1	2
539	несмотря на	3	2
540	господствующей в	1	2
541	от всякой	1	2
542	и сама	1	2
543	они в	1	2
544	они будут	2	2
545	или не	1	2
546	но совершенно	2	2
547	или хотя	1	2
548	здесь же	1	2
549	может в	1	2
550	не требуется	1	2
551	на земле	4	2
552	может привести	1	2
553	этого прежде	1	2
554	эти последние	1	2
555	ведь в	2	2
556	к вопросу	4	2
557	и некоторые	1	2
558	не был	1	2
559	той или	3	2
560	таким путем	1	2
561	выражение в	1	2
562	а с	2	2
563	бы показать	1	2
564	данный момент	1	2
565	творца и	1	2
566	чтобы он	1	2
567	что его	1	2
568	языком и	1	2
569	на нем	1	2
570	можно было	4	2
571	но только	1	2
572	иметь в	1	2
573	центр тяжести	2	2
574	своем целом	1	2
575	подход к	1	2
576	убедимся что	1	2
577	к чисто	1	2
578	на отдельные	1	2
579	и есть	2	2
580	необходимо чтобы	1	2
581	же мы	1	2
582	на место	1	2
583	для чего	1	2
584	были бы	2	2
585	друга в	1	2
586	и материал	1	2
587	те элементы	1	2
588	но она	2	2
589	либо к	1	2
590	мы в	1	2
591	постольку поскольку	1	2
592	и форм	1	2
593	с ними	1	2
594	эти элементы	1	2
595	их и	1	2
596	заключается в	1	2
597	и просто	1	2
598	движения в	1	2
599	к какому	1	2
600	что отдельные	1	2
601	друг от	2	2
602	самостоятельность и	1	2
603	но из	1	2
604	бы о	1	2
605	ни к	7	2
606	не учитывать	1	2
607	а если	1	2
608	и вот	2	2
609	и второй	1	2
610	не должны	1	2
611	и важность	1	2
612	россии и	3	2
613	только тогда	1	2
614	и вся	1	2
615	возможностей и	1	2
616	или иных	1	2
617	и писать	1	2
618	к ним	1	2
619	на этот	1	2
620	для этих	1	2
621	только с	2	2
622	жизни но	1	2
623	этом случае	3	2
624	и многие	1	2
625	как элемент	1	2
626	при таких	4	2
627	естественно что	2	2
628	было говорить	1	2
629	с определенным	1	2
630	в русском	1	2
631	все равно	1	2
632	в виде	3	2
633	что ни	1	2
634	от друга	2	2
635	оставаясь в	1	2
636	в силу	2	2
637	пропаганды и	2	2
638	вкусов и	1	2
639	борьбы и	1	2
640	и без	1	2
641	очередь является	1	2
642	возможно и	1	2
643	это рассуждение	1	2
644	однако это	1	2
645	последнее время	2	2
646	участие в	2	2
647	на такое	1	2
648	связаны с	1	2
649	людей в	1	2
650	чтобы сделать	1	2
651	том случае	4	2
652	человека в	1	2
653	и эти	1	2
654	только к	3	2
655	какой это	1	2
656	в полной	1	2
657	ибо они	1	2
658	же это	1	2
659	всю свою	2	2
660	и ни	3	2
661	существуют в	1	2
662	отказ от	1	2
663	с нею	3	2
664	в другом	3	2
665	всем этим	2	2
666	в лице	1	2
667	явление в	1	2
668	та или	1	2
669	по этому	2	2
670	происходит в	1	2
671	культуры с	2	2
672	тех или	1	2
673	образом оказывается	1	2
674	это в	2	2
675	есть не	1	2
676	они имеют	1	1
677	ее части	1	1
678	человек может	1	1
679	и теоретическая	1	1
680	этой единой	1	1
681	не нужна	2	1
682	кроме тех	1	1
683	роль и	1	1
684	воплощения в	1	1
685	духовный облик	1	1
686	которых идет	1	1
687	каждого отдельного	2	1
688	любовь к	2	1
689	отношениях к	1	1
690	вопросу о	3	1
691	с самим	2	1
692	бы либо	1	1
693	другие из	1	1
694	говорили в	2	1
695	в разных	1	1
696	каждый данный	1	1
697	сколько и	1	1
698	как какое-то	1	1
699	не простой	1	1
700	эти признаки	1	1
701	с кабинетом	1	1
702	говорить что	1	1
703	ясностью и	2	1
704	которые будут	1	1
705	тяжести из	1	1
706	что вне	1	1
707	одним общим	1	1
708	чтобы в	2	1
709	в борьбе	2	1
710	в духе	1	1
711	этой цели	1	1
712	черты в	1	1
713	и полнотой	2	1
714	или от	2	1
715	на такой	2	1
716	это стремление	1	1
717	к внешней	1	1
718	том же	2	1
719	в стремлении	1	1
720	а чем	1	1
721	от некоторых	1	1
722	вся его	1	1
723	или другие	1	1
724	этот тип	1	1
725	между прочим	1	1
726	общественности в	1	1
727	же но	1	1
728	всего с	1	1
729	похож на	1	1
730	и внутренне	1	1
731	и вместе	2	1
732	значение их	1	1
733	на эти	1	1
734	в порядке	2	1
735	ему по	2	1
736	стремления к	2	1
737	на эту	2	1
738	всю эту	2	1
739	данной формы	1	1
740	собой не	1	1
741	а ее	1	1
742	и формам	1	1
743	только для	2	1
744	весь ход	1	1
745	стремление к	7	1
746	по своим	1	1
747	прочим и	1	1
748	единства которое	1	1
749	и относиться	1	1
750	осуществляет свое	1	1
751	но мы	3	1
752	в себя	1	1
753	культуры в	3	1
754	как только	1	1
755	искусство и	1	1
756	не таков	1	1
757	основанный на	2	1
758	эта точка	1	1
759	для человека	1	1
760	тем в	1	1
761	и дело	1	1
762	было не	1	1
763	своими средствами	1	1
764	на этой	2	1
765	при условии	3	1
766	ясное и	1	1
767	себя если	1	1
768	нельзя было	1	1
769	силы и	1	1
770	представления о	1	1
771	направленная против	1	1
772	художников и	1	1
773	возможностями и	1	1
774	к своей	1	1
775	но вся	1	1
776	для себя	2	1
777	потому-то в	1	1
778	борьбе с	3	1
779	видеть что	1	1
780	целое а	1	1
781	и когда	1	1
782	приходит к	3	1
783	людей и	2	1
784	а между	5	1
785	разных сторон	2	1
786	можно ли	3	1
787	как оно	1	1
788	самого познания	1	1
789	от своей	2	1
790	ли при	1	1
791	это значило	1	1
792	может стремиться	1	1
793	всегда и	1	1
794	жизни данного	1	1
795	на ней	1	1
796	всех не	1	1
797	без всякого	1	1
798	для всей	1	1
799	и культуры	1	1
800	все-таки не	1	1
801	образом как	1	1
802	сущности и	1	1
803	из факторов	1	1
804	это отношение	1	1
805	то чем	1	1
806	что все	3	1
807	не умеет	1	1
808	исходит из	1	1
809	ее не	1	1
810	этой роли	2	1
811	у этих	1	1
812	а следовательно	3	1
813	в отдельных	1	1
814	и стать	1	1
815	как будто	2	1
816	от существенных	1	1
817	между индивидуальным	2	1
818	и искать	1	1
819	крайней мере	1	1
820	с особенной	1	1
821	словом на	1	1
822	не замечают	1	1
823	ближе к	1	1
824	представить себе	2	1
825	ведь вся	1	1
826	эпохи не	1	1
827	первый и	1	1
828	этой задачи	1	1
829	собой и	3	1
830	и мы	1	1
831	она и	1	1
832	до степени	1	1
833	задача каждого	1	1
834	это будет	1	1
835	всегда бывают	1	1
836	в единое	2	1
837	ввести в	1	1
838	его себе	1	1
839	подходя к	1	1
840	если такой	1	1
841	может оказаться	1	1
842	могла стать	1	1
843	согласии с	1	1
844	из существующих	1	1
845	в подобном	1	1
846	внутреннее противоречие	1	1
847	в каждый	1	1
848	дала бы	1	1
849	нельзя считать	2	1
850	у него	2	1
851	особенно если	1	1
852	столько же	1	1
853	с исторической	1	1
854	на создание	1	1
855	неизбежно будет	1	1
856	два вида	1	1
857	которое в	1	1
858	на себя	2	1
859	на одну	1	1
860	о включении	1	1
861	ряд общих	1	1
862	этого однако	1	1
863	себя как	2	1
864	в психике	1	1
865	во главе	2	1
866	именно этого	1	1
867	всех их	1	1
868	того и	1	1
869	его жизни	1	1
870	о которых	3	1
871	в свете	1	1
872	земли но	1	1
873	себе и	4	1
874	за другой	1	1
875	на себе	1	1
876	и у	1	1
877	человека а	1	1
878	собой это	3	1
879	этого стремления	1	1
880	базируются на	1	1
881	остается в	2	1
882	к новой	1	1
883	о себе	1	1
884	только но	1	1
885	наличности в	1	1
886	при полной	1	1
887	такому же	1	1
888	зрения этой	2	1
889	мы говорили	3	1
890	необходимый в	1	1
891	к выяснению	1	1
892	если не	2	1
893	зрения в	1	1
894	судить и	1	1
895	понятие о	1	1
896	но тогда	1	1
897	итак все	1	1
898	которые и	1	1
899	не удастся	1	1
900	совершенно чуждые	1	1
901	меняется в	1	1
902	ко всякой	1	1
903	было только	1	1
904	идет в	1	1
905	ни один	1	1
906	за ними	1	1
907	не тем	2	1
908	его собственные	1	1
909	хотя в	1	1
910	чем больше	1	1
911	из двух	1	1
912	оно вовсе	1	1
913	с общим	1	1
914	его жизнь	1	1
915	независимое от	1	1
916	чтобы их	2	1
917	по своей	1	1
918	отчасти в	1	1
919	с ней	1	1
920	всего на	1	1
921	него на	1	1
922	у некоторых	1	1
923	что во	1	1
924	исторической роли	2	1
925	бы его	2	1
926	ибо нет	1	1
927	то у	1	1
928	когда они	4	1
929	что только	2	1
930	наталкиваемся на	1	1
931	был в	1	1
932	всех буржуазных	1	1
933	у разных	1	1
934	теми же	1	1
935	образом в	1	1
936	общественном сознании	1	1
937	значило бы	2	1
938	чаще всего	1	1
939	и целостности	1	1
940	те кто	1	1
941	оно может	1	1
942	условии если	3	1
943	и постоянное	1	1
944	от ее	1	1
945	в одну	1	1
946	данного человека	1	1
947	одного и	1	1
948	отдельных индивидуальных	1	1
949	эта перспектива	1	1
950	на деле	1	1
951	и будет	1	1
952	а потому	5	1
953	в состав	1	1
954	за ним	1	1
955	что касается	1	1
956	отличное от	1	1
957	из таких	1	1
958	если о	1	1
959	освободиться от	1	1
960	самому своему	2	1
961	данного народа	5	1
962	из которых	5	1
963	действительно можно	1	1
964	в область	1	1
965	этот принцип	1	1
966	определенные условия	1	1
967	схемы и	1	1
968	ее создателей	1	1
969	том и	2	1
970	различны в	1	1
971	есть проблема	1	1
972	самим собой	12	1
973	требуют чтобы	1	1
974	что у	1	1
975	однако отнюдь	2	1
976	перестанет быть	1	1
977	лишь изредка	1	1
978	оно есть	1	1
979	он будет	4	1
980	исторический момент	1	1
981	индивидуальным и	2	1
982	впитывает в	1	1
983	виде как	1	1
984	из тех	1	1
985	может признать	1	1
986	внутренние противоречия	1	1
987	для каждого	1	1
988	что такой	4	1
989	ними не	1	1
990	человека на	1	1
991	насколько это	1	1
992	мы подойдем	1	1
993	дело так	1	1
994	ли вообще	1	1
995	о котором	3	1
996	по самому	2	1
997	для настоящего	1	1
998	которая сама	1	1
999	подходить к	1	1
1000	к которой	6	1
1001	элементы этой	1	1
1002	по крайней	1	1
1003	бы нас	2	1
1004	и видеть	1	1
1005	такое положение	1	1
1006	окажется в	3	1
1007	именно тем	1	1
1008	ведь даже	1	1
1009	нее так	1	1
1010	сил и	3	1
1011	и состоит	2	1
1012	в положении	3	1
1013	таковы что	1	1
1014	не вне	1	1
1015	по сравнению	1	1
1016	быть не	1	1
1017	как явно	1	1
1018	и исторических	1	1
1019	не сам	1	1
1020	из которой	1	1
1021	всюду где	1	1
1022	остается только	1	1
1023	те или	1	1
1024	может лишь	1	1
1025	стоять на	2	1
1026	чтобы она	2	1
1027	эта задача	1	1
1028	тот факт	2	1
1029	образом по	1	1
1030	он есть	1	1
1031	тогда как	2	1
1032	этого отнюдь	1	1
1033	он весь	1	1
1034	это же	1	1
1035	при этих	1	1
1036	какие конкретные	1	1
1037	вступать в	1	1
1038	духом и	1	1
1039	она может	3	1
1040	можем и	1	1
1041	мог бы	1	1
1042	и глубокого	1	1
1043	нас важно	1	1
1044	наоборот это	1	1
1045	котором мы	1	1
1046	другим способом	1	1
1047	когда эти	1	1
1048	понять что	2	1
1049	если только	2	1
1050	движения и	1	1
1051	не будучи	1	1
1052	представителей данного	1	1
1053	в другое	4	1
1054	другом не	1	1
1055	в лоне	2	1
1056	и следует	1	1
1057	для россии	2	1
1058	из отдельных	1	1
1059	поэтому что	1	1
1060	но на	1	1
1061	не поддается	1	1
1062	к западноевропейскому	1	1
1063	все элементы	1	1
1064	может не	3	1
1065	благодаря этому	2	1
1066	не во	1	1
1067	эта не	1	1
1068	действительно является	1	1
1069	переворот во	1	1
1070	пусть этот	1	1
1071	быть самим	4	1
1072	в возможность	1	1
1073	оно будет	1	1
1074	еще и	1	1
1075	которых он	1	1
1076	и судьбу	1	1
1077	знаем и	1	1
1078	а это	1	1
1079	видеть только	1	1
1080	многие из	1	1
1081	что так	1	1
1082	что с	2	1
1083	видеть в	2	1
1084	случае весь	1	1
1085	и всегда	1	1
1086	в полном	1	1
1087	на которой	2	1
1088	ценою утраты	1	1
1089	является тем	1	1
1090	коренной переворот	1	1
1091	превратиться в	1	1
1092	существенны и	1	1
1093	зрения этих	1	1
1094	себе но	1	1
1095	больше чем	2	1
1096	цели к	1	1
1097	себе что	1	1
1098	у всех	1	1
1099	этого не	2	1
1100	в свои	1	1
1101	что к	1	1
1102	слова но	1	1
1103	они придут	1	1
1104	без этой	1	1
1105	однако они	2	1
1106	а то	1	1
1107	бы признать	1	1
1108	своему существу	1	1
1109	положение в	1	1
1110	случае не	1	1
1111	к постижению	1	1
1112	при том	4	1
1113	не подлежит	2	1
1114	так часто	2	1
1115	если и	1	1
1116	может только	3	1
1117	но по	1	1
1118	и часть	1	1
1119	понимали под	1	1
1120	которые являются	1	1
1121	или другая	1	1
1122	силу этого	1	1
1123	по своему	1	1
1124	этого вопроса	1	1
1125	то естественно	1	1
1126	случае лишь	1	1
1127	можно согласиться	1	1
1128	но особенно	1	1
1129	об этом	1	1
1130	путь к	4	1
1131	ему как	1	1
1132	к ложному	1	1
1133	такого человека	1	1
1134	совершенно ясно	1	1
1135	на них	1	1
1136	поскольку она	1	1
1137	о сущности	1	1
1138	будучи по	2	1
1139	и хочет	1	1
1140	тем чем	1	1
1141	и внутреннее	1	1
1142	между нами	1	1
1143	всего необходимо	1	1
1144	на каком	1	1
1145	это конечно	1	1
1146	за то	2	1
1147	стремиться к	2	1
1148	же ее	1	1
1149	основанного на	1	1
1150	как же	1	1
1151	случае если	3	1
1152	для которых	1	1
1153	культуре и	2	1
1154	связь и	1	1
1155	надо было	1	1
1156	также и	1	1
1157	то нужно	1	1
1158	в течение	2	1
1159	слагающийся из	1	1
1160	это для	1	1
1161	подобных им	1	1
1162	не дала	1	1
1163	есть и	2	1
1164	нужна но	1	1
1165	к данному	2	1
1166	в начале	2	1
1167	говоря о	2	1
1168	русского языка	1	1
1169	факт что	2	1
1170	оказывать влияние	1	1
1171	тем так	1	1
1172	человека с	1	1
1173	конечно нет	1	1
1174	этих случаях	1	1
1175	с понятием	1	1
1176	если допустить	1	1
1177	идет речь	4	1
1178	еще на	1	1
1179	сейчас происходит	1	1
1180	и неизбежно	1	1
1181	а скорее	1	1
1182	почему не	1	1
1183	этого своего	1	1
1184	пути к	2	1
1185	сторон в	1	1
1186	связи между	1	1
1187	выражением его	1	1
1188	мы указали	2	1
1189	вне всякой	2	1
1190	бытия и	1	1
1191	та форма	1	1
1192	подойдем к	1	1
1193	исторической и	1	1
1194	не удалось	1	1
1195	культуры или	1	1
1196	для образования	1	1
1197	иное как	1	1
1198	степени и	1	1
1199	к каким	1	1
1200	отрицать что	1	1
