N	2gram	Propp_Isto	Dialekti
933	с образом	1	2
934	однако так	1	2
935	лечение и	1	2
936	и быть	2	2
937	бы она	1	2
938	но при	2	2
939	но например	1	2
940	он также	1	2
941	но зато	1	2
942	не были	1	2
943	явлений это	1	2
944	в тех	4	2
945	а во-вторых	1	2
946	а все	1	2
947	без этих	1	2
948	каких именно	1	2
949	этот вопрос	2	2
950	с ней	2	2
951	как эта	1	2
952	категория в	1	2
953	нем и	3	2
954	ни одной	1	2
955	тот или	1	2
956	однако в	2	2
957	в систему	1	2
958	и др	6	2
959	образом в	3	2
960	отражается и	2	2
961	представление об	5	2
962	же необходимо	1	2
963	следует за	2	2
964	верой в	1	2
965	и сами	1	2
966	нему с	1	2
967	таков например	1	2
968	к сожалению	1	2
969	в семени	1	2
970	во втором	1	2
971	существования и	1	2
972	что кто-то	1	2
973	они и	1	2
974	также что	3	2
975	образа и	1	2
976	и далее	1	2
977	потом и	1	2
978	не всякий	1	2
979	тогда он	4	2
980	не требует	1	2
981	он на	2	2
982	в другой	5	2
983	все те	1	2
984	то с	1	2
985	вне всякого	1	2
986	за это	3	2
987	только еще	1	2
988	находятся в	2	2
989	не ясно	3	2
990	понимать не	1	2
991	не свойственно	1	2
992	еще с	1	2
993	на месте	1	2
994	самое обыкновенное	1	2
995	совершенно правильно	1	2
996	в процессе	1	2
997	бы уже	1	2
998	доходит до	1	2
999	она имеет	2	2
1000	тогда если	1	2
1001	к его	2	2
1002	имеет как	1	2
1003	менее в	1	2
1004	предметы не	1	2
1005	предметы в	1	2
1006	становится ясным	1	2
1007	ли он	2	2
1008	не знали	1	2
1009	характерна для	1	2
1010	знает что	1	2
1011	все будет	1	2
1012	есть она	1	2
1013	только он	1	2
1014	в воздухе	1	2
1015	на своем	1	2
1016	же теперь	1	2
1017	показать как	1	2
1018	но оно	3	2
1019	обряд и	4	2
1020	не объясняет	3	2
1021	не имеют	2	2
1022	смерти и	3	2
1023	связана с	1	2
1024	наконец в	1	2
1025	относится к	3	2
1026	это то	2	2
1027	в древней	2	2
1028	и поэтому	1	2
1029	его тела	1	2
1030	внимание на	1	2
1031	общение с	1	2
1032	именно на	2	2
1033	на землю	1	2
1034	только это	1	2
1035	нет в	2	2
1036	имеем в	2	2
1037	тоже нет	1	2
1038	но который	1	2
1039	него и	6	2
1040	ее не	3	2
1041	или с	1	2
1042	на новое	1	2
1043	в образе	16	2
1044	же путем	1	2
1045	может оказаться	1	2
1046	есть категория	1	2
1047	и подобных	1	2
1048	также есть	1	2
1049	не лучше	1	2
1050	долго не	1	2
1051	из него	3	2
1052	формы как	1	2
1053	они были	2	2
1054	где нет	2	2
1055	мифа не	1	2
1056	как к	1	2
1057	дает нам	2	2
1058	но когда	3	2
1059	уже сейчас	1	2
1060	считает что	2	2
1061	вывод что	1	2
1062	под собой	1	2
1063	бы на	1	2
1064	легко заметить	1	2
1065	его и	2	2
1066	искусству и	1	2
1067	в широком	1	2
1068	силу и	2	2
1069	основана на	2	2
1070	ибо оно	1	2
1071	голову и	2	2
1072	с которым	3	2
1073	на каком	1	2
1074	и прочие	1	2
1075	себе но	1	2
1076	на нее	3	2
1077	это еще	3	2
1078	исходят из	1	2
1079	он один	1	2
1080	цель и	1	2
1081	могла быть	1	2
1082	ясно из	1	2
1083	заметил что	2	2
1084	на одном	2	2
1085	быть отнесена	1	2
1086	души как	1	2
1087	на его	1	2
1088	с другом	2	2
1089	это так	2	2
1090	можно утверждать	1	2
1091	руки и	2	2
1092	эти же	1	2
1093	этих двух	1	2
1094	ко мне	1	2
1095	в стиле	1	2
1096	человека в	5	2
1097	там где	11	2
1098	бог и	1	2
1099	тут и	1	2
1100	мы же	1	2
1101	чистом виде	1	2
1102	то чего	2	2
1103	все совершенно	1	2
1104	есть душа	2	2
1105	это делается	6	2
1106	есть как	1	2
1107	как таковые	2	2
1108	пусть не	1	2
1109	исходит от	1	2
1110	пор не	1	2
1111	форма есть	1	2
1112	что данный	1	2
1113	не видим	1	2
1114	быть как	1	2
1115	в нашей	2	2
1116	еще в	2	2
1117	веры в	1	2
1118	но дело	2	2
1119	как этот	1	2
1120	живой человек	1	2
1121	у нее	1	2
1122	во всю	1	2
1123	я покажу	1	2
1124	на это	1	2
1125	где не	1	2
1126	дело вовсе	1	2
1127	со своими	3	2
1128	во многом	1	2
1129	одного из	3	2
1130	они тоже	1	2
1131	только по	1	2
1132	наоборот в	2	2
1133	и начинается	1	2
1134	еще одно	1	2
1135	мы сейчас	1	2
1136	их можно	1	2
1137	сердце и	1	2
1138	общества и	1	2
1139	все еще	6	2
1140	только после	3	2
1141	небе и	1	2
1142	природой и	1	2
1143	самая обыкновенная	1	2
1144	в целом	4	2
1145	дальше в	1	2
1146	как для	1	2
1147	сами и	1	2
1148	неба или	2	1
1149	было так	1	1
1150	что один	1	1
1151	человек может	2	1
1152	и другие	5	1
1153	видели в	2	1
1154	заметим что	1	1
1155	или он	3	1
1156	знаем как	1	1
1157	из многих	1	1
1158	приведенных примерах	1	1
1159	идет по	1	1
1160	между двумя	7	1
1161	зевс или	1	1
1162	друг в	1	1
1163	над нами	2	1
1164	форму но	2	1
1165	остаются в	1	1
1166	находясь в	1	1
1167	самого человека	1	1
1168	очень высокой	1	1
1169	некоторой степени	1	1
1170	ведь эти	1	1
1171	случае мы	2	1
1172	в египетской	1	1
1173	например почти	1	1
1174	его за	2	1
1175	глаза и	1	1
1176	формы в	1	1
1177	по боку	1	1
1178	они уже	2	1
1179	жизни народов	1	1
1180	свете об	1	1
1181	героем является	1	1
1182	которые по	1	1
1183	что перед	1	1
1184	же эта	1	1
1185	так например	3	1
1186	в птицу	2	1
1187	другой с	1	1
1188	одно дело	1	1
1189	представлений о	12	1
1190	извне и	1	1
1191	но эти	4	1
1192	какую же	1	1
1193	бога по	1	1
1194	его тело	2	1
1195	оно уже	2	1
1196	можно уничтожить	1	1
1197	мыслится как	1	1
1198	надо однако	1	1
1199	отходит на	1	1
1200	бы под	1	1
1201	быть названа	1	1
1202	стоит в	1	1
1203	их очень	1	1
1204	другого предмета	1	1
1205	вступить в	1	1
1206	на свой	1	1
1207	предметов в	1	1
1208	такова картина	1	1
1209	и внутри	1	1
1210	с меня	1	1
1211	людей а	1	1
1212	происходит не	2	1
1213	за ним	4	1
1214	которое по	1	1
1215	магическая сила	2	1
1216	его это	1	1
1217	другую сторону	1	1
1218	между прочим	2	1
1219	новая форма	1	1
1220	давно уже	1	1
1221	когда это	1	1
1222	идея эта	1	1
1223	природы то	1	1
1224	правда в	1	1
1225	появиться только	1	1
1226	предмет и	1	1
1227	к небу	5	1
1228	мир а	1	1
1229	мысли о	1	1
1230	быть уже	1	1
1231	спускается в	1	1
1232	его все	1	1
1233	предмета и	1	1
1234	его что	2	1
1235	одно очень	1	1
1236	многих животных	1	1
1237	и ниже	1	1
1238	и никем	1	1
1239	этого есть	1	1
1240	других формах	1	1
1241	иногда играет	1	1
1242	е на	2	1
1243	за ней	2	1
1244	тогда в	1	1
1245	лишая их	1	1
1246	поставить вопрос	2	1
1247	этих случаях	10	1
1248	по тому	1	1
1249	мифов в	1	1
1250	а иногда	2	1
1251	дело сводится	1	1
1252	гораздо больше	2	1
1253	не имели	3	1
1254	после его	1	1
1255	всякого рода	3	1
1256	во лбу	1	1
1257	для выражения	1	1
1258	его своей	1	1
1259	и цельности	1	1
1260	большей части	1	1
1261	у которых	2	1
1262	и неизменно	1	1
1263	требует по	1	1
1264	к другой	2	1
1265	что душа	2	1
1266	находит в	3	1
1267	из других	2	1
1268	можно считать	1	1
1269	или вернее	1	1
1270	не сделал	1	1
1271	очень важное	1	1
1272	что земля	1	1
1273	которой он	2	1
1274	силы и	2	1
1275	связанных с	1	1
1276	доказать что	1	1
1277	этом мы	2	1
1278	в лесу	3	1
1279	входит в	5	1
1280	имеет в	1	1
1281	нем в	1	1
1282	выходит из	2	1
1283	о похищении	1	1
1284	часто в	2	1
1285	должны поставить	1	1
1286	служащий для	1	1
1287	можно встретить	1	1
1288	совершенно очевидно	1	1
1289	европа и	1	1
1290	в самых	1	1
1291	поэтому мы	1	1
1292	из таких	3	1
1293	из своего	4	1
1294	и стали	2	1
1295	она тоже	1	1
1296	приходит к	3	1
1297	хоть немного	1	1
1298	в брак	2	1
1299	ценности и	1	1
1300	словами мы	1	1
1301	что подобный	1	1
1302	целую главу	1	1
1303	на высоком	1	1
1304	перед ним	1	1
1305	предмета который	2	1
1306	его цель	1	1
1307	но этот	1	1
1308	пор говорили	1	1
1309	оно также	1	1
1310	друг на	1	1
1311	уже ясно	1	1
1312	нам что	1	1
1313	мы ни	1	1
1314	и три	3	1
1315	о природе	3	1
1316	на те	1	1
1317	нет самого	1	1
1318	уже более	1	1
1319	совершенно ясна	1	1
1320	бога и	1	1
1321	на наших	1	1
1322	и женщина	1	1
1323	с магическими	1	1
1324	почему и	1	1
1325	чтобы они	2	1
1326	этого обряда	5	1
