N	2gram	Tiupa_Lite	Marksizm
320	места в	1	4
321	к своему	2	4
322	в одной	1	4
323	как он	2	4
324	относится к	3	4
325	стороны и	1	4
326	одного из	4	4
327	и самого	2	4
328	жизни и	6	4
329	и прежде	4	4
330	в области	5	4
331	нуждается в	3	4
332	над языком	2	3
333	не могло	3	3
334	и другую	1	3
335	однако и	2	3
336	даже в	6	3
337	в своих	5	3
338	с тем	2	3
339	роль в	2	3
340	так в	6	3
341	на первый	1	3
342	себя от	1	3
343	в дальнейшем	1	3
344	в действительности	2	3
345	даже и	2	3
346	в этот	1	3
347	в руках	2	3
348	но они	1	3
349	говорить о	1	3
350	каждое слово	1	3
351	значительной степени	1	3
352	постановка проблемы	2	3
353	места для	1	3
354	же слова	1	3
355	с ним	2	3
356	и внешней	1	3
357	в системе	1	3
358	в обращении	1	3
359	от автора	2	3
360	от его	1	3
361	князя мышкина	1	3
362	к себе	3	3
363	в году	18	3
364	тем не	4	3
365	в тот	1	3
366	обстоит дело	1	3
367	не о	1	3
368	между этими	1	3
369	этом последнем	1	3
370	этом как	3	3
371	в русской	13	3
372	это вполне	1	3
373	если б	2	3
374	как это	9	3
375	одно и	1	3
376	по своей	3	3
377	общего с	3	3
378	и др	4	3
379	подход к	1	3
380	и есть	3	3
381	и чужого	2	3
382	не так	1	3
383	во втором	3	3
384	и этот	1	3
385	как к	4	3
386	тогда когда	1	3
387	не идет	1	3
388	из которых	3	3
389	имеет место	1	3
390	не на	2	3
391	можно было	3	3
392	должен был	1	3
393	все то	2	3
394	одновременно с	2	3
395	еще в	7	3
396	мышления о	1	3
397	границу между	1	3
398	в которых	1	3
399	приводит к	4	3
400	со стороны	6	3
401	его становления	1	3
402	еще и	3	3
403	ни к	1	3
404	в диалоге	1	3
405	то он	3	3
406	потому что	5	3
407	в мир	1	3
408	более и	1	3
409	другого в	4	3
410	взаимодействия с	1	3
411	здесь не	1	3
412	этот последний	1	3
413	у них	1	3
414	но это	2	3
415	ответ на	1	3
416	они не	1	3
417	свидетельствует о	3	3
418	того как	1	3
419	и сама	1	3
420	том числе	2	3
421	бы на	2	3
422	себя самого	1	3
423	с их	3	3
424	однако не	2	3
425	этого рода	2	3
426	или иначе	9	3
427	на нее	2	3
428	в бытии	1	3
429	в ту	1	3
430	лежит на	1	3
431	в авторском	2	3
432	один и	1	3
433	только и	1	3
434	с другом	1	3
435	в виде	1	3
436	должен быть	2	3
437	одним и	1	3
438	не все	1	3
439	бы это	1	3
440	к жизни	2	3
441	и по	1	3
442	человека в	5	3
443	и других	4	3
444	ту или	2	3
445	также и	3	3
446	мы узнаем	1	3
447	в значительной	1	3
448	когда он	1	3
449	а по	2	3
450	не с	2	3
451	в нашей	2	3
452	не следует	1	3
453	и о	1	3
454	себе самому	1	3
455	все более	3	3
456	и только	4	3
457	конце концов	1	3
458	в целом	10	3
459	еще несколько	1	2
460	во всем	1	2
461	для всех	5	2
462	мы это	1	2
463	в последнее	1	2
464	к этой	2	2
465	в разрешении	1	2
466	с этой	6	2
467	дело с	1	2
468	становится массовым	1	2
469	из всех	1	2
470	тем как	1	2
471	что современная	1	2
472	на смену	6	2
473	героя как	2	2
474	но по	2	2
475	мы и	1	2
476	к более	1	2
477	превращается в	2	2
478	том или	1	2
479	например в	3	2
480	в жизни	7	2
481	звучать как	1	2
482	его на	1	2
483	движется в	1	2
484	а именно	1	2
485	не ощущается	1	2
486	лица в	1	2
487	или ином	1	2
488	всех подобных	1	2
489	отличается от	1	2
490	поскольку он	2	2
491	у достоевского	2	2
492	так например	1	2
493	искусство и	1	2
494	сам же	2	2
495	перестает быть	5	2
496	во внешнем	1	2
497	и взаимодействия	1	2
498	первого лица	2	2
499	почти исключительно	1	2
500	знаковый материал	1	2
501	уже у	1	2
502	в знаковом	2	2
503	сознания в	14	2
504	тем самым	8	2
505	принадлежит не	1	2
506	не вполне	1	2
507	то как	2	2
508	конститутивным моментом	1	2
509	другого героя	1	2
510	него не	1	2
511	по которым	2	2
512	установка на	1	2
513	на него	1	2
514	не умеет	1	2
515	на предмет	1	2
516	от них	1	2
517	от себя	2	2
518	лишь при	1	2
519	не просто	2	2
520	что едва	1	2
521	внутреннего мира	1	2
522	крайней мере	2	2
523	гораздо более	1	2
524	и во	1	2
525	всего в	4	2
526	лишь тогда	1	2
527	ее и	1	2
528	собой и	1	2
529	мышления и	3	2
530	об одном	1	2
531	в состоянии	1	2
532	быть в	1	2
533	внутренней и	1	2
534	отношения к	1	2
535	в недрах	1	2
536	и за	2	2
537	или иную	2	2
538	для них	2	2
539	тому же	2	2
540	сознания к	3	2
541	но он	1	2
542	ее от	1	2
543	что его	3	2
544	по аналогии	3	2
545	место лишь	1	2
546	не остается	2	2
547	же как	3	2
548	между прочим	1	2
549	путь в	1	2
550	должно было	1	2
551	его жизни	1	2
552	себе и	2	2
553	лишнего человека	1	2
554	а только	2	2
555	в чем	2	2
556	всех своих	3	2
557	здесь как	2	2
558	и руки	1	2
559	могли бы	1	2
560	а с	2	2
561	если оно	2	2
562	превращаясь в	2	2
563	культуры как	1	2
564	героя и	2	2
565	в лучшем	1	2
566	эти слова	2	2
567	еще только	1	2
568	ту же	4	2
569	в объективном	1	2
570	бы они	1	2
571	соединении с	1	2
572	но только	3	2
573	является одним	1	2
574	где в	2	2
575	также не	1	2
576	вот в	1	2
577	совершенно справедливо	1	2
578	сравнительно с	1	2
579	сведена к	1	2
580	тот или	1	2
581	культуры и	2	2
582	это делает	1	2
583	в первой	1	2
584	в общем	1	2
585	во время	1	2
586	всех этих	1	2
587	так или	8	2
588	определяется в	1	2
589	в кругу	1	2
590	в частности	18	2
591	а потому	4	2
592	все в	1	2
593	та же	2	2
594	оно и	1	2
595	как с	1	2
596	становится знаком	1	2
597	была бы	1	2
598	поэтому в	1	2
599	от общего	1	2
600	основная задача	1	2
601	целом ряде	2	2
602	внешним миром	1	2
603	ориентировано на	1	2
604	оказывается в	1	2
605	которых и	1	2
606	есть лишь	2	2
607	в романе	1	2
608	не делает	1	2
609	и соответственно	1	2
610	как о	1	2
611	никто не	1	2
612	себя и	3	2
613	бы не	3	2
614	нет в	2	2
615	по крайней	2	2
616	он же	2	2
617	перейти в	1	2
618	творческий акт	2	2
619	и если	1	2
620	быть не	2	2
621	тех пор	2	2
622	для нее	2	2
623	и вся	1	2
624	эта мысль	2	2
625	мы получим	1	2
626	впрочем и	1	2
627	которую он	1	2
628	ни были	1	2
629	каждый из	4	2
630	этой же	1	2
631	автора в	2	2
632	мере двух	1	2
633	впервые в	2	2
634	исторический феномен	1	2
635	за пределами	1	2
636	в концепции	1	2
637	только здесь	1	2
638	в сознании	3	2
639	решения проблемы	1	2
640	исключительно в	1	2
641	чуть ли	2	2
642	жизни но	1	2
643	это речь	1	2
644	на языке	1	2
645	языка есть	1	2
646	данном случае	6	2
647	б мы	1	2
648	в художественной	4	2
649	в литературе	2	2
650	о нем	1	2
651	и всегда	2	2
652	из форм	1	2
653	а все	1	2
654	в г	1	2
655	но с	3	2
656	реальности языка	1	2
657	пределах одной	1	2
658	существует как	1	2
659	и где	1	2
660	который как	1	2
661	реакция на	2	2
662	в эпоху	1	2
663	во внутренний	1	2
664	между собою	1	2
665	с той	1	2
666	есть в	1	2
667	мы никогда	1	2
668	мира и	1	2
669	она по	1	2
670	последнее время	1	2
671	ли не	7	2
672	в соединении	1	2
673	это было	1	2
674	но уже	2	2
675	пока не	2	2
676	для которого	1	2
677	они все	1	2
678	этого сознания	2	2
679	бы во	1	2
680	в эти	1	2
681	до тех	2	2
682	одну из	2	2
683	пор пока	2	2
684	не по	2	2
685	для кого	1	2
686	во второй	2	2
687	классический случай	1	2
688	есть и	1	2
689	нового времени	2	2
690	идет о	4	2
691	и вы	1	2
692	оно должно	1	2
693	в понимании	1	2
694	только по	1	2
695	этом и	1	2
696	как наиболее	1	2
697	и иные	1	2
698	самого автора	1	2
699	и наконец	2	2
700	а эти	1	2
701	более не	2	1
702	на границах	1	1
703	личное местоимение	1	1
704	в центре	1	1
705	этой проблеме	1	1
706	как форма	1	1
707	говоря уже	3	1
708	этого в	1	1
709	а ты	1	1
710	со всем	1	1
711	язык а	1	1
712	русской литературе	7	1
713	время она	1	1
714	которые не	1	1
715	исходя из	3	1
716	и самому	1	1
717	того не	1	1
718	граница между	2	1
719	случае мы	1	1
720	что был	1	1
721	же хотя	1	1
722	может служить	1	1
723	в кругозоре	4	1
724	строго говоря	1	1
725	в некоторых	1	1
726	но тем	4	1
727	говорит о	1	1
728	явлениями в	1	1
729	совершенно аналогична	1	1
730	него в	2	1
731	требует от	1	1
732	одно из	3	1
733	и гибкого	1	1
734	и другими	1	1
735	же году	3	1
736	не несет	1	1
737	не сказать	1	1
738	с собой	4	1
739	и само	3	1
740	у пушкина	1	1
741	этом качестве	1	1
742	установки на	1	1
743	миром как	1	1
744	эстетической деятельности	7	1
745	показывает нам	1	1
746	из двух	1	1
747	и сам	6	1
748	мысль о	2	1
749	историю литературы	1	1
750	естественно не	1	1
751	что со	1	1
752	чтобы подтвердить	1	1
753	конечном счете	8	1
754	самому и	1	1
755	места и	1	1
756	о полном	1	1
757	единого и	1	1
758	в соответствии	2	1
759	что по	1	1
760	наш взгляд	7	1
761	на эту	1	1
762	и личность	1	1
763	в художественном	6	1
764	это свидетельствует	1	1
765	только для	1	1
766	прочим и	1	1
767	за ней	1	1
768	на активное	2	1
769	речь идет	3	1
770	себе самой	1	1
771	свою собственную	1	1
772	этого рассказа	1	1
773	общий знаменатель	1	1
774	и по-своему	1	1
775	нам его	1	1
776	значимость лишь	1	1
777	всем его	1	1
778	и нет	4	1
779	такие как	3	1
780	при всей	5	1
781	нам не	1	1
782	этой социальной	1	1
783	жизни все	1	1
784	при наличии	1	1
785	со своей	3	1
786	в противовес	2	1
787	при условии	1	1
788	родной речи	1	1
789	не могли	1	1
790	то это	2	1
791	чрезвычайно трудно	1	1
792	принципиальное различие	2	1
793	классическим образцом	1	1
794	совершенно особое	1	1
795	раз и	2	1
796	нас и	1	1
797	значимости в	1	1
798	личность не	3	1
799	в сознание	3	1
800	нашего века	1	1
801	в противоположность	2	1
802	имеет в	1	1
803	но даже	2	1
804	не должен	3	1
805	процесс в	1	1
806	при рассмотрении	2	1
807	искусства и	6	1
808	во многих	3	1
809	принадлежит этому	1	1
810	не всегда	1	1
811	уже о	2	1
812	из их	1	1
813	их не	2	1
814	переставая быть	1	1
815	приобретают для	1	1
816	как совокупность	3	1
817	слов но	2	1
818	уже было	1	1
819	в него	1	1
820	но может	1	1
821	путь для	1	1
822	о них	1	1
823	тогда же	1	1
824	в строгом	1	1
825	и когда	1	1
826	приходит к	1	1
827	обращаясь к	4	1
828	существования но	1	1
829	несколько примеров	1	1
830	является психологическим	1	1
831	от своей	1	1
832	авторского высказывания	1	1
833	от лица	1	1
834	автора его	1	1
835	второй половины	1	1
836	и взаимодействие	1	1
837	стадии внешнего	1	1
838	и еще	1	1
839	рассчитана на	2	1
840	идеология то	1	1
841	с самим	1	1
842	во всякой	1	1
843	своего сознания	1	1
844	жизни как	3	1
845	затем в	1	1
846	быть преодолена	1	1
847	друг для	2	1
848	между субъективным	1	1
849	ибо жизнь	1	1
850	xviii веке	1	1
851	в человеческих	1	1
852	каковы например	1	1
853	речь не	1	1
854	согласно воззрениям	1	1
855	исследования эти	1	1
856	этом контексте	1	1
857	не переставая	1	1
858	приобщения к	1	1
859	мной и	1	1
860	приближаются к	1	1
861	это прежде	1	1
862	по поводу	2	1
863	и свет	1	1
864	на котором	1	1
865	где все	1	1
866	этом же	1	1
867	как дело	1	1
868	предполагает высокую	1	1
869	своему объекту	1	1
870	проходит через	1	1
871	но было	1	1
872	быть с	1	1
873	дальний путь	1	1
874	представить себе	1	1
875	герой и	1	1
876	как внутреннего	1	1
877	и автор	1	1
878	этой внутренней	1	1
879	и мы	2	1
880	не выходит	1	1
881	нами не	2	1
882	сам автор	1	1
883	личности а	1	1
884	как нам	2	1
885	после того	1	1
886	тем отчетливее	1	1
887	материале данного	1	1
888	которая как	1	1
889	сознания с	1	1
890	быть названа	2	1
891	пути в	8	1
892	человеческой речи	1	1
893	на том	3	1
894	такого рода	18	1
895	в стенах	1	1
896	до эпохи	1	1
897	случае идет	1	1
898	например природа	1	1
899	на единой	1	1
900	сообщающий о	1	1
901	совершается на	1	1
902	его внутренняя	1	1
903	индивидуальности не	1	1
904	массовым явлением	1	1
905	многих отношениях	1	1
906	к определенному	1	1
907	иного рода	1	1
908	и развитие	1	1
909	если есть	1	1
910	тихий дон	1	1
911	свет и	1	1
912	в третьем	3	1
913	же принадлежит	1	1
914	отношения между	3	1
915	не была	1	1
916	в конечном	9	1
917	существует только	1	1
918	или не	1	1
919	воспринимается как	1	1
920	в интересах	1	1
921	так было	1	1
922	живет и	1	1
923	от тех	2	1
924	ее развития	1	1
925	современного человека	1	1
926	сущности только	1	1
927	не нуждается	1	1
928	которое в	1	1
929	как таковое	1	1
930	на себя	4	1
931	со свободой	1	1
932	xviii века	2	1
933	на заре	1	1
934	я и	10	1
935	речевой поток	1	1
936	я не	8	1
937	стать и	1	1
938	начинает восприниматься	2	1
939	человек в	2	1
940	в мире	9	1
941	герой в	1	1
942	века в	3	1
943	текста но	1	1
944	которая со	1	1
945	данной стадии	1	1
946	в себя	5	1
947	для новой	1	1
948	в эту	1	1
949	это тоже	1	1
950	жизни вообще	1	1
951	могло бы	1	1
952	свое место	1	1
953	вопроса о	1	1
954	у каждой	1	1
955	я был	2	1
956	не дремлет	2	1
957	от чужого	1	1
958	только ему	1	1
959	однако так	1	1
960	в собственной	1	1
961	что вот	1	1
962	сознания а	2	1
963	системе и	1	1
964	не сводится	3	1
965	он внутренне	1	1
966	автора или	1	1
967	на этом	3	1
968	к предмету	1	1
969	в исторической	1	1
970	в наше	1	1
971	на страницах	1	1
972	для наших	1	1
973	с какой	1	1
974	как человек	1	1
975	том где	1	1
976	с наукой	1	1
977	является общим	1	1
978	в ответ	1	1
979	переживаний и	1	1
980	решительно и	1	1
981	нашему и	1	1
982	в затруднительное	1	1
983	но зато	2	1
984	в новых	1	1
985	предшествующим и	1	1
986	других людей	1	1
987	мыслительного процесса	1	1
988	как автор	1	1
989	первого и	1	1
990	равной степени	2	1
991	в землю	1	1
992	как известно	1	1
993	ведь как	1	1
994	в школе	1	1
995	превратилась в	1	1
996	но без	2	1
997	ту сторону	1	1
998	он в	1	1
999	одного сознания	1	1
1000	однако в	7	1
1001	что для	2	1
1002	события общения	1	1
1003	что есть	2	1
1004	большой дороге	1	1
1005	это приводит	1	1
1006	сознание есть	2	1
1007	о его	1	1
1008	появление и	1	1
1009	и ты	4	1
1010	эпохи в	1	1
1011	мысль в	2	1
1012	легко и	2	1
1013	т.е как	1	1
1014	в силу	4	1
1015	своего героя	2	1
1016	этой фразы	1	1
1017	бы быть	1	1
1018	этих и	1	1
1019	иной раз	1	1
1020	время он	1	1
1021	бы ни	1	1
1022	появляется у	1	1
1023	это совершенно	1	1
1024	задачу не	1	1
1025	основе всех	1	1
1026	в последующем	1	1
1027	чтобы не	2	1
1028	с идеей	2	1
1029	и аудитория	1	1
1030	в один	1	1
1031	для художника	1	1
1032	бы вне	1	1
1033	кажется что	1	1
1034	наше время	1	1
1035	он говорил	1	1
1036	в прекрасном	1	1
1037	в статье	2	1
1038	для многих	3	1
1039	как теперь	2	1
1040	мире и	1	1
1041	нет а	1	1
1042	и будет	2	1
1043	каждому из	1	1
1044	от сознания	2	1
1045	является здесь	1	1
1046	за ним	1	1
1047	приближается к	1	1
1048	и конечно	1	1
1049	отношению ко	2	1
1050	социальной структурой	1	1
1051	если в	2	1
1052	переходит в	1	1
1053	своего собственного	1	1
1054	ним и	1	1
1055	отличное от	1	1
1056	оно было	1	1
1057	другого субъекта	1	1
1058	и закон	1	1
1059	освободиться от	2	1
1060	говорит и	1	1
1061	хх века	12	1
1062	художественного творчества	3	1
1063	тогда он	1	1
1064	и души	1	1
1065	план не	1	1
1066	проникает в	1	1
1067	нашем понимании	1	1
1068	он на	2	1
1069	нашего времени	2	1
1070	самой жизни	1	1
1071	в глубинах	1	1
1072	о которой	2	1
1073	мы в	3	1
1074	от собственного	1	1
1075	из того	3	1
1076	в работах	1	1
1077	вообще индивидуальным	1	1
1078	поэта в	1	1
1079	бы между	1	1
1080	то с	2	1
1081	подобно тому	4	1
1082	себе не	2	1
1083	него нет	1	1
1084	за это	1	1
1085	всякий иной	1	1
1086	произведение к	1	1
1087	этой позиции	1	1
1088	творчества и	1	1
1089	если не	1	1
1090	особого рода	3	1
1091	этой точки	3	1
1092	эпохи просвещения	1	1
1093	самим собой	2	1
1094	в обратном	1	1
1095	однако мы	1	1
1096	с ней	1	1
1097	его собственная	1	1
1098	в моем	1	1
1099	и последующим	1	1
1100	так называемый	3	1
1101	в россии	2	1
1102	показать что	1	1
1103	мы говорим	1	1
1104	и столь	1	1
1105	в различные	1	1
1106	движутся в	1	1
1107	выходит за	1	1
1108	не проще	1	1
1109	его кругозор	1	1
1110	основе своей	1	1
1111	только то	3	1
1112	состоит из	1	1
1113	отграничивается от	1	1
1114	произведение в	2	1
1115	никем не	2	1
1116	быстрее и	1	1
1117	от психологии	1	1
1118	ключом к	1	1
1119	при всех	2	1
1120	вследствие этого	1	1
1121	взгляд именно	1	1
1122	в известном	1	1
1123	которая не	2	1
1124	языка на	1	1
1125	и было	1	1
1126	выступает как	1	1
1127	миром но	1	1
1128	к какой	1	1
1129	ориентация на	1	1
1130	автора но	1	1
1131	принадлежит ему	1	1
1132	все они	2	1
1133	важен лишь	1	1
1134	для друга	2	1
1135	в наиболее	1	1
1136	ни на	1	1
1137	а если	2	1
1138	слова все	1	1
1139	не желает	1	1
1140	восприятия а	1	1
1141	собственного я	6	1
1142	совершенно иной	1	1
1143	бог и	1	1
1144	в роли	3	1
1145	не любил	2	1
1146	в иной	1	1
1147	как высказывание	1	1
1148	можно лишь	1	1
1149	героем и	1	1
1150	на два	2	1
1151	общения чтобы	1	1
1152	наиболее глубокое	1	1
1153	в современном	1	1
1154	нам для	1	1
1155	остается только	1	1
1156	место у	1	1
1157	со всей	2	1
1158	что уже	1	1
1159	снова и	1	1
1160	в это	1	1
1161	мир и	2	1
1162	своем качестве	1	1
1163	на основании	1	1
1164	как проблема	1	1
1165	социальной тенденции	1	1
1166	где нам	1	1
1167	процесс не	1	1
1168	еще один	1	1
1169	в обществе	1	1
1170	вот уже	1	1
1171	не достаточно	1	1
1172	об этой	1	1
1173	затруднительное положение	1	1
1174	образом не	1	1
1175	к непосредственному	1	1
1176	из наиболее	2	1
1177	соответствии с	3	1
1178	его если	1	1
1179	сильнее он	1	1
1180	первобытного человека	1	1
1181	этом однако	1	1
1182	для изучения	1	1
1183	что я	4	1
1184	в образе	1	1
1185	может оказаться	1	1
1186	как субъективная	1	1
1187	и глубоким	1	1
1188	том же	3	1
1189	к прошлому	1	1
1190	капля в	1	1
1191	отражения в	1	1
1192	здесь и	1	1
1193	этого исторического	1	1
1194	столько в	1	1
1195	художественным творчеством	1	1
1196	два года	1	1
1197	в произведениях	1	1
1198	смысл этот	1	1
1199	литературе в	3	1
1200	не будучи	1	1
1201	стороны он	1	1
1202	жизни не	2	1
1203	последнего времени	1	1
1204	становится всем	1	1
1205	всего является	1	1
1206	в художественных	1	1
1207	индивидуальности и	1	1
1208	формы не	1	1
1209	автора а	2	1
1210	с предшествующим	1	1
1211	художественной или	1	1
1212	оно определяется	1	1
1213	собеседником но	1	1
1214	что ему	4	1
1215	не поддается	2	1
1216	многих других	1	1
1217	аналогии с	3	1
1218	словом не	1	1
1219	ее на	1	1
1220	на три	2	1
1221	однако как	1	1
1222	голоса в	1	1
1223	лице так	1	1
1224	сколько в	1	1
1225	мысль моя	1	1
1226	в xviii	1	1
1227	он как	1	1
1228	как особого	1	1
1229	входит как	1	1
1230	которых он	1	1
1231	или с	1	1
1232	к субъективному	1	1
1233	тенденций развития	1	1
1234	самой этой	1	1
1235	со своим	2	1
1236	имел в	2	1
1237	силу и	1	1
1238	этого пути	1	1
1239	исторического пути	1	1
1240	слова а	1	1
1241	с философским	1	1
1242	когда же	1	1
1243	мы находим	1	1
1244	вождя в	2	1
1245	прошлому и	1	1
1246	а на	1	1
1247	отказаться от	1	1
1248	речи становится	1	1
1249	реальной действительности	1	1
1250	и слова	1	1
1251	просто как	1	1
1252	отказаться как	1	1
1253	жизни это	1	1
1254	этого не	2	1
1255	без остатка	3	1
1256	субъекта но	1	1
1257	это еще	1	1
1258	о каком	1	1
1259	в силах	1	1
1260	по существу	4	1
1261	единой и	1	1
1262	личность становится	1	1
1263	не те	1	1
1264	и сложнее	1	1
1265	он один	3	1
1266	по ту	1	1
1267	себе в	3	1
1268	в литературу	1	1
1269	в равной	4	1
1270	втором лице	2	1
1271	что перед	1	1
1272	и без	1	1
1273	является по	2	1
1274	не подлежит	1	1
1275	этой цели	2	1
1276	и вовсе	1	1
1277	не хуже	1	1
1278	если и	1	1
1279	восприниматься как	2	1
1280	что ж	1	1
1281	имеется в	2	1
1282	другом месте	1	1
1283	при таком	1	1
1284	живой и	1	1
1285	на фоне	5	1
1286	и я	7	1
1287	все равно	1	1
1288	новое ощущение	1	1
1289	высказывание из	1	1
1290	и художественного	2	1
1291	с внешним	1	1
