N	2gram	Medvedev_U	Hudozhes
318	его как	1	1
319	друг другу	1	1
320	же в	1	1
321	идет не	1	1
322	на то	1	1
323	бы ни	1	1
324	читателя который	1	1
325	себе еще	1	1
326	степени и	1	1
327	а как	2	1
328	вся система	1	1
329	как целого	1	1
330	или точнее	3	1
331	ряда но	1	1
