N	3gram	Vygotskiy_	DiskursI
233	во всех этих	1	1
234	и все остальные	2	1
235	одному и тому	5	1
236	к той же	1	1
237	в прямой зависимости	1	1
238	том что он	1	1
239	том что с	1	1
240	самых общих чертах	1	1
241	том что хотя	1	1
242	не могут быть	1	1
243	выходит за пределы	1	1
244	том что они	2	1
245	здесь в области	1	1
246	и не могло	1	1
247	та или иная	3	1
248	что иное как	2	1
249	может не иметь	1	1
250	как бы в	1	1
251	уходит своими корнями	1	1
252	оба эти момента	3	1
253	в известной степени	1	1
254	оно может быть	1	1
255	его в качестве	1	1
256	предполагает в качестве	1	1
257	имеем дело с	1	1
258	после того как	1	1
