N	2gram	Vygotskiy_	VerxiiNi
109	в то	8	4
110	и только	5	4
111	в нем	5	4
112	к сожалению	1	3
113	и другие	5	3
114	с этой	8	3
115	и при	3	3
116	при этом	28	3
117	для него	1	3
118	из всех	4	3
119	что это	12	3
120	тем не	6	3
121	и если	4	3
122	в качестве	3	3
123	в результате	4	3
124	и даже	11	3
125	если бы	10	3
126	в которой	6	3
127	на нее	1	3
128	с самого	1	3
129	в таком	5	3
130	случае не	2	3
131	в связи	3	3
132	ясно что	22	3
133	и как	9	3
134	как о	1	3
135	же как	8	3
136	если в	2	3
137	не менее	9	3
138	из которого	6	3
139	и таким	4	3
140	в других	3	3
141	и нет	2	3
142	что эти	3	3
143	можно сказать	2	3
144	но с	1	3
145	за собой	1	3
146	хотя бы	4	3
147	в значительной	1	3
148	представляет собой	2	3
149	так что	8	3
150	у них	2	3
151	когда он	11	3
152	по учению	3	3
153	точно так	6	3
154	в одном	4	3
155	оказывается что	5	3
156	большей частью	3	3
157	и те	5	3
158	не вполне	1	3
159	всегда и	2	3
160	к ним	4	3
161	и о	4	3
162	культуры и	1	3
163	в своем	3	3
164	уже не	3	3
165	подойти к	2	3
166	к этому	5	3
167	конце концов	6	3
168	того что	15	3
169	бы то	3	2
170	все что	4	2
171	поэтому что	1	2
172	взгляд на	2	2
173	для всех	5	2
174	один из	6	2
175	и здесь	3	2
176	ему в	1	2
177	и на	6	2
178	связанных с	1	2
179	смотреть на	1	2
180	благодаря этому	1	2
181	по тому	4	2
182	только что	3	2
183	и сейчас	4	2
184	и заставляет	1	2
185	уже в	3	2
186	чем все	1	2
187	тогда когда	7	2
188	мы имеем	7	2
189	ни было	2	2
190	утверждать что	9	2
191	этом отношении	7	2
192	в пользу	1	2
193	только не	4	2
194	что большинство	1	2
195	те же	9	2
196	не как	3	2
197	от людей	1	2
198	прежде всего	5	2
199	одно из	2	2
200	они в	2	2
201	его от	2	2
202	этих частей	1	2
203	исторического развития	1	2
204	в русском	4	2
205	не могут	6	2
206	когда же	1	2
207	со всеми	5	2
208	в них	4	2
209	не было	5	2
210	не потому	3	2
211	этой точки	7	2
212	не в	19	2
213	у всех	2	2
214	образом если	1	2
215	без остатка	3	2
216	а также	1	2
217	в виду	6	2
218	в россии	1	2
219	мысль о	1	2
220	том виде	2	2
221	по существу	6	2
222	того момента	1	2
223	именно в	1	2
224	быть даже	1	2
225	и действительно	1	2
226	героев и	1	2
227	в процессе	7	2
228	очень много	1	2
229	эти черты	1	2
230	к которым	4	2
231	для каждого	1	2
232	виде в	1	2
233	к другу	1	2
234	одновременно и	1	2
235	при таком	5	2
236	русской интеллигенции	2	2
237	по своему	2	2
238	приводит к	3	2
239	на все	6	2
240	отличается от	4	2
241	в русских	1	2
242	сравнению с	3	2
243	то ясно	1	2
244	в эту	1	2
245	так например	1	2
246	особенно в	1	2
247	тем с	1	2
248	связано с	1	2
249	еще не	2	2
250	во всех	4	2
251	и мир	1	2
252	мы можем	6	2
253	людей и	2	2
254	что мы	9	2
255	ни у	2	2
256	ли это	3	2
257	со времени	1	2
258	но при	1	2
259	его не	3	2
260	наконец в	2	2
261	по сравнению	3	2
262	то ни	2	2
263	между тем	6	2
264	в свою	3	2
265	не всегда	2	2
266	значительной мере	1	2
267	есть как	3	2
268	сознании и	2	2
269	должна была	3	2
270	связана с	1	2
271	и больше	2	2
272	всех других	2	2
273	и является	1	2
274	так чтобы	1	2
275	заключает в	3	2
276	тем и	2	2
277	вслед за	10	2
278	и это	6	2
279	этот факт	1	2
280	конечно не	2	2
281	же время	2	2
282	но вместе	1	2
283	самого начала	1	2
284	признать что	1	2
285	или иное	2	2
286	состоит в	5	2
287	нами и	1	2
288	же самое	8	2
289	он в	2	2
290	тех пор	2	2
291	сказать что	12	2
292	самых древних	2	2
293	когда человек	1	2
294	которые в	3	2
295	не могла	1	2
296	тенденции к	1	2
297	и другой	6	2
298	к которому	1	2
299	в глазах	1	2
300	относится к	4	2
301	жизни и	5	2
302	но если	2	2
303	в разных	1	2
304	иной раз	1	2
305	и проч	1	2
306	что именно	4	2
307	на то	17	2
308	из этого	5	2
309	с его	3	2
310	для этих	1	2
311	без помощи	1	2
312	и все	8	2
313	для этого	1	2
314	и из	7	2
315	то или	3	2
316	в самой	2	2
317	тот же	8	2
318	и наконец	2	2
319	вплоть до	3	2
320	с того	2	2
321	мы видели	2	2
322	не к	2	2
323	из этой	1	2
324	и сами	1	2
325	грань между	2	2
326	можно только	1	2
327	или иным	2	1
328	в той	2	1
329	все в	2	1
330	относящимися к	1	1
331	представить себе	5	1
332	образом при	1	1
333	то в	2	1
334	на почве	3	1
335	этого и	1	1
336	против этого	1	1
337	не так	2	1
338	новое и	1	1
339	не принадлежат	1	1
340	связи и	1	1
341	в свое	1	1
342	составить себе	2	1
343	а потому	5	1
344	во втором	1	1
345	случае мы	1	1
346	видели что	2	1
347	социальной жизни	1	1
348	то они	1	1
349	собою для	1	1
350	или к	1	1
351	в состав	1	1
352	мы видим	8	1
353	идет к	2	1
354	и всякий	2	1
355	что с	5	1
356	случае в	3	1
357	собой и	1	1
358	и этот	3	1
359	которым он	1	1
360	та же	4	1
361	в прямом	1	1
362	значение в	2	1
363	которые совершенно	1	1
364	свою очередь	3	1
365	друг к	1	1
366	она и	1	1
367	только те	1	1
368	на самые	2	1
369	указывает на	6	1
370	со всем	1	1
371	они не	1	1
372	и музыка	1	1
373	может не	1	1
374	этой области	4	1
375	данном случае	1	1
376	и этими	1	1
377	что такое	2	1
378	результат следствие	1	1
379	эту психологию	1	1
380	менее то	1	1
381	первом случае	1	1
382	творчества в	2	1
383	должно быть	2	1
384	того как	5	1
385	этой идее	1	1
386	время и	1	1
387	зависит от	2	1
388	это удается	1	1
389	как к	2	1
390	от природы	1	1
391	его с	3	1
392	случайное и	3	1
393	далеком прошлом	1	1
394	краски и	1	1
395	для себя	2	1
396	смысле слова	4	1
397	формы совершенно	3	1
398	тела на	1	1
399	народа к	1	1
400	обе эти	1	1
401	это не	1	1
402	он как	1	1
403	мы знаем	8	1
404	эти особенности	1	1
405	именно к	2	1
406	личной жизни	1	1
407	только от	1	1
408	дело с	10	1
409	и другую	2	1
410	была существенно	1	1
411	идет о	2	1
412	и далее	2	1
413	до самого	1	1
414	людей но	1	1
415	прийти к	1	1
416	а и	1	1
417	мы испытываем	1	1
418	то для	1	1
419	ничего кроме	2	1
420	выступают в	1	1
421	неизмеримо более	1	1
422	значение которое	1	1
423	к установлению	1	1
424	которым они	1	1
425	с ним	2	1
426	однако этот	1	1
427	особенности этого	1	1
428	на этих	1	1
429	о чем	2	1
430	в постоянном	1	1
431	в сущности	15	1
432	в ее	7	1
433	искусству и	1	1
434	есть один	1	1
435	как раз	4	1
436	каждом шагу	1	1
437	под знаком	1	1
438	человек есть	1	1
439	труда и	1	1
440	такое же	3	1
441	одном и	1	1
442	тоже в	1	1
443	нельзя все	1	1
444	от этой	2	1
445	этих слов	2	1
446	что человек	1	1
447	и за	1	1
448	внешнее сходство	1	1
449	него в	2	1
450	внешний вид	1	1
451	участвуют в	1	1
452	к сознанию	1	1
453	у нас	4	1
454	на которой	1	1
455	это и	3	1
456	ни в	9	1
457	и делает	2	1
458	в широком	1	1
459	же что	2	1
460	это слово	1	1
461	себе не	4	1
462	о происхождении	1	1
463	то не	1	1
464	нашей повседневной	1	1
465	другой стороны	7	1
466	есть самая	1	1
467	творчество как	1	1
468	это есть	6	1
469	смысле этого	2	1
470	психологического и	1	1
471	говорить что	1	1
472	как нечто	3	1
473	отношение которое	1	1
474	не является	5	1
475	с их	1	1
476	с собой	1	1
477	таком случае	3	1
478	основана на	1	1
479	совершенно иное	1	1
480	у него	4	1
481	через всю	1	1
482	в их	4	1
483	к рассмотрению	1	1
484	в данном	1	1
485	лежит в	2	1
486	его в	3	1
487	совершенно ясно	22	1
488	есть продукт	2	1
489	только он	1	1
490	касается до	1	1
491	чем в	2	1
492	а можно	1	1
493	направлены к	1	1
494	в своих	12	1
495	границы между	1	1
496	предполагается что	1	1
497	сами по	4	1
498	к искусству	6	1
499	и заменить	1	1
500	в разные	2	1
501	в соответствии	1	1
502	самом деле	19	1
503	от тех	1	1
504	в первом	1	1
505	а во-вторых	1	1
506	к чему	2	1
507	как по	1	1
508	всегда в	1	1
509	их и	1	1
510	этом не	2	1
511	жизнь в	1	1
512	что его	5	1
513	играло в	1	1
514	людей а	2	1
515	в особый	2	1
516	который как	2	1
517	во внимание	4	1
518	этим и	1	1
519	заключается в	15	1
520	это мы	2	1
521	подобного нет	1	1
522	оно есть	3	1
523	которых этот	1	1
524	которое в	2	1
525	о работе	1	1
526	своей души	1	1
527	мы и	1	1
528	иначе как	3	1
529	всем что	1	1
530	жизни после	1	1
531	тем что	7	1
532	она является	3	1
533	и чувств	1	1
534	прямо не	1	1
535	в музыке	2	1
536	и том	1	1
537	первенствующее значение	1	1
538	том или	1	1
539	смотря по	1	1
540	в жизни	5	1
541	и другим	1	1
542	характер этого	2	1
543	относящиеся к	1	1
544	в корне	1	1
545	показаться что	1	1
546	в одних	1	1
547	которое тоже	1	1
548	легче и	1	1
549	одном из	2	1
550	как и	25	1
551	и вновь	2	1
552	как не	2	1
553	с ними	2	1
554	время как	6	1
555	этот раз	1	1
556	их в	4	1
557	похожим на	1	1
558	образом через	1	1
559	не есть	4	1
560	только то	3	1
561	в своей	6	1
562	в слове	3	1
563	и так	7	1
564	так легко	1	1
565	состоит из	2	1
566	выйти из	2	1
567	на эту	1	1
568	на этом	3	1
569	точкой для	2	1
570	как в	17	1
571	стремление к	1	1
572	никто не	1	1
573	мира и	1	1
574	следовательно и	1	1
575	можем знать	1	1
576	ли не	2	1
577	или ином	1	1
578	является для	1	1
579	и могут	1	1
580	в такой	2	1
581	или что	4	1
582	связь со	1	1
583	тем или	2	1
584	этому что	1	1
585	один и	2	1
586	после того	2	1
587	их отношение	1	1
588	причину этого	1	1
589	том как	2	1
590	и следовательно	4	1
591	другому человеку	1	1
592	человека является	1	1
593	поверхность и	1	1
594	различие между	5	1
595	в себя	3	1
596	это было	1	1
597	вследствие этого	2	1
598	роль в	4	1
599	он сам	1	1
600	на его	3	1
601	стал обозначаться	1	1
602	в сторону	1	1
603	в каждой	1	1
604	в чем	5	1
605	в каком	3	1
606	широком смысле	1	1
607	верно для	2	1
608	что тот	3	1
609	сейчас же	5	1
610	перейти к	1	1
611	как только	3	1
612	могло бы	5	1
613	в одной	3	1
614	как результат	2	1
615	к нашей	1	1
616	полагают что	4	1
617	всех народов	1	1
618	таких слов	1	1
619	казалось бы	4	1
620	что они	7	1
621	бы в	3	1
622	мере в	2	1
623	а вместе	1	1
624	с первого	1	1
625	однако не	1	1
626	изучения всех	1	1
627	людей в	1	1
628	которые требуются	1	1
629	с этим	7	1
630	одинаковы с	2	1
631	наоборот что	1	1
632	этой роли	1	1
633	нет ничего	1	1
634	и того	1	1
635	и отсюда	2	1
636	удовлетворение своим	1	1
637	еще и	1	1
638	могли бы	3	1
639	не сознают	1	1
640	с психологической	3	1
641	знаем и	2	1
642	ни на	3	1
643	совершенно не	7	1
644	не имея	1	1
645	данный народ	1	1
646	разработки и	1	1
647	материалом для	1	1
648	человека в	1	1
649	там где	5	1
650	этих новых	1	1
651	бы и	5	1
652	из предыдущего	1	1
653	в уста	1	1
654	на человека	1	1
655	не существует	4	1
656	что от	1	1
657	к этой	2	1
658	в формуле	2	1
659	и других	4	1
660	отодвинут на	1	1
661	и более	3	1
662	близости к	1	1
663	знаем о	1	1
664	с конца	2	1
665	не могли	4	1
666	и состоит	2	1
667	бы с	1	1
668	и пр	1	1
669	отличие от	6	1
670	между собой	1	1
671	под этой	1	1
672	на задний	1	1
673	не означает	2	1
674	действия в	1	1
675	выводы и	1	1
676	видим что	5	1
677	по тем	1	1
678	эти последние	1	1
679	в очень	2	1
680	было в	1	1
681	психологической точки	4	1
682	роли в	1	1
683	рассматриваться как	4	1
684	духовной жизни	1	1
685	превратившись в	1	1
686	чистом виде	3	1
687	совпадает с	4	1
688	эти ценности	1	1
689	эти два	1	1
690	с нами	1	1
691	именно потому	3	1
692	с новыми	2	1
693	но даже	4	1
694	людьми а	1	1
695	живет в	2	1
696	одну из	1	1
697	при рассмотрении	2	1
698	мы не	15	1
699	имеет свой	3	1
700	ничего подобного	1	1
701	совсем не	3	1
702	согласны с	1	1
703	и важных	1	1
704	являются не	2	1
705	камня на	1	1
706	с этого	2	1
707	в ней	3	1
708	каждый образ	1	1
709	но это	3	1
710	этих трех	1	1
711	стоит и	1	1
712	объясняется и	2	1
713	чем именно	1	1
714	дело не	1	1
715	как из	1	1
716	взглянуть на	1	1
717	но совершенно	4	1
718	первого взгляда	1	1
719	нашей культуре	1	1
720	оценить его	1	1
721	с помощью	1	1
722	собой совершенно	1	1
723	только тогда	8	1
724	народной души	1	1
725	только как	3	1
726	отличные от	1	1
727	когда она	6	1
728	к тем	1	1
729	всей этой	2	1
730	а по	1	1
731	нужно было	1	1
732	целым рядом	2	1
733	что уже	1	1
734	только на	7	1
735	и их	4	1
736	речь идет	4	1
737	через нее	1	1
738	не приходится	1	1
739	все те	1	1
740	к одному	5	1
741	как она	4	1
742	и об	2	1
743	к области	3	1
744	связь между	1	1
745	согласно этой	1	1
746	совершенно так	1	1
747	из двух	1	1
748	имеет никакого	1	1
749	нет никакой	3	1
750	а между	1	1
751	или его	3	1
752	уже как	1	1
753	учения о	2	1
754	его жизнь	1	1
755	не следует	1	1
756	и до	2	1
757	это однако	1	1
758	от своего	1	1
759	из нас	2	1
760	этот вопрос	2	1
761	на каждом	1	1
762	между отдельными	1	1
763	к людям	1	1
764	вся история	1	1
765	при помощи	27	1
766	тогда как	1	1
767	из общего	1	1
768	в известных	3	1
769	природы но	1	1
770	и всякая	1	1
771	должны были	2	1
772	стоят и	1	1
773	так называемых	1	1
774	когда мы	4	1
775	идет речь	1	1
776	она была	1	1
777	от прочих	1	1
778	которого в	1	1
779	в глаза	2	1
780	как совершенно	5	1
781	всего что	1	1
782	учению о	3	1
783	смысла и	1	1
784	на это	2	1
785	в нашей	4	1
786	всякого кто	1	1
787	было бы	14	1
788	на одну	1	1
789	задний план	1	1
790	на более	1	1
791	что здесь	2	1
792	и рассматривая	1	1
793	ряд других	1	1
794	и сильнее	1	1
795	в отличие	4	1
796	в одну	2	1
797	без всякого	2	1
798	заметить что	3	1
799	возможно что	1	1
800	элементов в	1	1
801	человеческой жизни	1	1
802	которой можно	1	1
803	одного из	1	1
804	наконец что	1	1
805	находящийся на	1	1
806	настоящее время	2	1
807	ней и	1	1
808	однако в	2	1
809	в сфере	1	1
810	тем же	4	1
811	нет все	2	1
812	найти в	2	1
813	по себе	21	1
814	не похожи	1	1
815	а у	1	1
816	когда тот	1	1
817	могут быть	15	1
818	рассматривается как	1	1
819	не можем	3	1
820	о его	2	1
821	человека и	3	1
822	два совершенно	1	1
823	формы в	6	1
824	их с	2	1
825	представители этой	1	1
826	в общих	1	1
827	которое мы	2	1
828	соответствии с	1	1
829	утверждающей что	1	1
830	мы начали	1	1
831	болезни и	1	1
832	в нашем	1	1
833	зрения есть	2	1
834	с этими	1	1
835	может показаться	2	1
836	обходятся без	1	1
837	именно то	1	1
838	что самый	2	1
839	не знаем	2	1
840	и есть	5	1
841	место в	1	1
842	во всей	1	1
843	и поверхностное	1	1
844	том же	4	1
845	в ряд	1	1
846	связи со	2	1
847	в сознании	6	1
848	же в	1	1
849	что она	11	1
850	он может	1	1
851	бытия и	1	1
852	и должно	1	1
853	такой же	9	1
854	в уме	2	1
855	каком он	1	1
856	и горе	1	1
857	частей с	1	1
858	чаще всего	1	1
859	этого слова	5	1
860	на совокупность	1	1
861	и его	14	1
862	его к	2	1
863	видят в	1	1
864	под именем	1	1
865	влечения к	1	1
866	образ его	1	1
867	а как	2	1
868	и никогда	1	1
869	черный цвет	1	1
870	что даже	3	1
871	а следовательно	1	1
872	с представлением	1	1
873	даже в	2	1
874	только с	2	1
875	это совершенно	3	1
876	восстановить в	1	1
877	эта тенденция	2	1
878	в уничтожении	1	1
879	в ту	1	1
880	быть в	2	1
881	теперь уже	1	1
882	нет никаких	1	1
883	к этим	1	1
884	которого мы	2	1
885	с ее	3	1
886	и охотно	2	1
887	есть ли	2	1
888	после ряда	1	1
889	таким же	1	1
890	и тот	4	1
891	этих людей	1	1
892	на камне	1	1
893	в настоящее	2	1
894	именно заключается	1	1
895	но для	1	1
896	и совершенно	7	1
897	должны быть	6	1
898	понятия и	1	1
899	души от	1	1
900	над этими	1	1
901	и ее	4	1
902	одного и	2	1
903	человека то	2	1
904	скорее к	1	1
905	вовсе и	1	1
906	думать что	3	1
907	ничего не	4	1
908	жизни с	4	1
909	есть не	6	1
910	нечто весьма	1	1
911	похоже на	1	1
912	прямом смысле	1	1
913	совершается в	2	1
914	то время	6	1
915	и самый	1	1
916	из малого	1	1
917	эпохи с	2	1
918	существуют у	1	1
919	искусства не	6	1
920	и во	3	1
921	может прийти	1	1
922	он должен	1	1
923	той же	9	1
924	отвернувшись от	1	1
