N	3gram	Bakhtin_Fr	Vladivir
228	неразрывно связанным с	1	1
229	что во время	1	1
230	всего со всеми	1	1
231	может быть в	2	1
232	очень мало и	1	1
233	отнеслись к этой	1	1
234	в мире и	1	1
235	в значительной мере	1	1
236	в истории и	1	1
237	и весь этот	1	1
238	и особенно в	1	1
239	прежде всего на	1	1
240	в дальнейшем в	1	1
241	но и в	4	1
242	то что тот	2	1
243	в течение трех	1	1
244	мы еще встретимся	1	1
245	каждый из этих	1	1
246	все такого рода	1	1
247	что для характеристики	1	1
248	что здесь в	1	1
249	какой бы то	1	1
250	однако и здесь	1	1
251	и в них	1	1
252	и не было	2	1
253	во всем своем	1	1
254	в таких случаях	1	1
255	быть и не	2	1
256	требует от нас	1	1
257	в основе своей	1	1
258	и той же	2	1
259	в своей вступительной	1	1
260	в средние века	1	1
261	с двух сторон	1	1
262	и даже с	1	1
263	и в особенности	1	1
264	что бы он	1	1
265	во франции и	1	1
266	всем известно что	1	1
267	о чем мы	1	1
268	сводить только к	1	1
269	во всех своих	1	1
270	и всего мира	1	1
271	все же не	1	1
272	от правильного понимания	2	1
273	из них мы	1	1
274	смысле этого слова	2	1
275	включает в себя	1	1
276	в отрыве от	1	1
277	них мы уже	1	1
278	по себе конечно	1	1
279	одной и той	2	1
280	уже и в	2	1
281	была у него	2	1
282	теперь в эпоху	1	1
283	она вовсе не	1	1
284	же у него	1	1
285	большую роль в	1	1
286	но это конечно	1	1
287	в состоянии их	1	1
288	как раз в	3	1
289	в своей статье	1	1
290	он не мог	1	1
291	и все его	1	1
292	с которым мы	1	1
293	в обычном смысле	1	1
294	в собственном смысле	1	1
295	и в серьезных	1	1
296	на точке зрения	1	1
297	в новое время	1	1
298	все эти лица	1	1
299	в течение почти	1	1
300	также и с	1	1
301	и в литературе	2	1
302	тех людей которые	1	1
303	мы уже не	1	1
304	в последующие годы	1	1
305	и не может	1	1
306	что они мне	1	1
307	оно может быть	1	1
308	нет и не	1	1
309	и в области	1	1
310	но и для	1	1
311	ровно ничего не	1	1
312	к жизни и	1	1
313	несколько слов о	1	1
