N	3gram	Losev_Vlad	Problema
155	за то что	2	3
156	что не только	1	3
157	здесь мы имеем	1	3
158	несмотря на свою	1	3
159	и даже вообще	1	3
160	автор настоящей работы	2	3
161	сказать что здесь	1	3
162	с тем что	1	3
163	том что и	1	3
164	как мы увидим	2	3
165	что и в	2	3
166	мы уже видели	1	3
167	мы увидим ниже	4	3
168	никак не мог	2	3
169	в подлинном смысле	1	3
170	случае не может	1	3
171	как мы сказали	2	3
172	если бы мы	1	3
173	в истории философии	2	3
174	и в то	3	3
175	том что в	3	3
176	и никогда не	1	3
177	в те времена	7	3
178	вот что пишет	2	3
179	и не очень	1	3
180	к выводу что	1	3
181	и того что	1	3
182	но в то	2	3
183	и ничего не	1	3
184	по одному тому	1	3
185	после того как	2	3
186	все больше и	1	2
187	не будет ли	1	2
188	а значит и	1	2
189	и не раз	2	2
190	а в том	3	2
191	указать хотя бы	2	2
192	с ним в	2	2
193	у него и	1	2
194	время и в	1	2
195	чем не заинтересованного	1	2
196	говоря никогда не	1	2
197	как бы мы	1	2
198	сказать что в	1	2
199	но и вообще	1	2
200	и к его	2	2
201	где же тут	1	2
202	но только в	1	2
203	но в том	2	2
204	в последнее время	2	2
205	что в этом	1	2
206	в целом и	1	2
207	достаточно указать хотя	2	2
208	можно сказать о	1	2
209	заключается не в	1	2
210	уже о том	1	2
211	с ним на	1	2
212	но как раз	1	2
213	почти можно сказать	1	2
214	в некоторой степени	1	2
215	в заключение мы	1	2
216	мысль о том	1	2
217	только в очень	1	2
218	и особенно в	1	2
219	может быть самым	1	2
220	нужно сказать о	1	2
221	в этом же	2	2
222	один и тот	2	2
223	бы она ни	1	2
224	и в своем	1	2
225	и что в	1	2
226	и все же	2	2
227	мы сказали выше	1	2
228	нам кажется что	2	2
229	что он не	3	2
230	быть самым разнообразным	1	2
231	же о нем	1	2
232	в стихотворении с	1	2
233	истории философии и	2	2
234	и тот же	2	2
235	больше и больше	1	2
236	бы обратить внимание	2	2
237	все равно не	1	2
238	в некотором отношении	1	2
239	и вообще все	1	2
240	же деле это	1	2
241	не будем приводить	1	2
242	в том же	3	2
243	что отнюдь не	1	2
244	а именно что	1	2
245	в этом виде	1	2
246	чего бы то	1	2
247	можно судить по	6	2
248	а это и	1	2
249	а к толстого	15	2
250	не было и	1	2
251	ввиду того что	2	2
252	не так просто	1	2
253	из них не	2	2
254	даже больше того	2	2
255	не может не	1	2
256	и в связи	1	2
257	насколько можно судить	1	2
258	так как он	2	2
259	в свою очередь	2	2
260	и для всех	1	2
261	и в том	2	2
262	и совсем не	1	2
263	и не может	1	2
264	после всех этих	1	2
265	или иначе но	2	2
266	а в дальнейшем	2	2
267	и на его	2	2
268	а следовательно и	1	2
269	это не только	1	2
270	и той же	1	2
271	можно сказать только	1	2
272	хотя бы на	2	2
273	мы находим у	1	2
274	как раз в	1	2
275	одной и той	1	2
276	и притом в	1	2
277	по себе как	1	2
278	уже видели что	1	2
279	но тем не	1	2
280	мы можем привести	1	2
281	и без всяких	1	2
282	и в литературе	1	2
283	нашей настоящей работы	1	2
284	что он и	1	2
285	мы уже сказали	2	2
286	по разным причинам	1	1
287	своей работе года	1	1
288	все же однако	1	1
289	мы скажем ниже	1	1
290	и на этот	2	1
291	с представлением о	1	1
292	везде в таких	1	1
293	на весь свой	1	1
294	от того чтобы	1	1
295	именно в таком	1	1
296	то он не	1	1
297	укажем только на	1	1
298	в том как	1	1
299	же это за	1	1
300	людей но и	1	1
301	у него с	1	1
302	и то обстоятельство	2	1
303	вовсе не был	2	1
304	очень важный момент	1	1
305	чем он сам	1	1
306	во всей этой	1	1
307	худо было бы	1	1
308	как и другие	1	1
309	и что она	1	1
310	об этом не	1	1
311	что в последние	1	1
312	который как мы	1	1
313	говорить специально о	1	1
314	и речи с	2	1
315	здесь не было	2	1
316	при этом в	2	1
317	не говоря о	1	1
318	и все это	1	1
319	этим и объясняется	1	1
320	тогда когда мы	1	1
321	в конечное торжество	1	1
322	именно уже с	1	1
323	до конца и	1	1
324	он был и	1	1
325	и потому его	1	1
326	кроме того что	1	1
327	научный отчет в	1	1
328	у людей но	1	1
329	т д в	1	1
330	по всему видно	1	1
331	на который мы	1	1
332	того что в	1	1
333	с этой стороны	1	1
334	смысле этого слова	1	1
335	мы укажем только	1	1
336	и о его	1	1
337	даже и при	1	1
338	за что не	1	1
339	в самой общей	1	1
340	с тем и	1	1
341	ко всякого рода	1	1
342	качество в котором	1	1
343	именно так как	1	1
344	еще в году	2	1
345	а вернее сказать	1	1
346	и в своих	1	1
347	в разные стороны	1	1
348	бы указать на	1	1
349	а в других	1	1
350	к кому другому	1	1
351	до настоящего времени	1	1
352	в ней не	1	1
353	и я не	1	1
354	так как это	1	1
355	из всего этого	1	1
356	но вместе с	1	1
357	он никак не	1	1
358	в своем месте	1	1
359	а именно с	1	1
360	но он ничего	1	1
361	что даже в	1	1
362	а именно к	1	1
363	то мы можем	1	1
364	он не был	1	1
365	от всяких других	1	1
366	в бытность свою	1	1
367	поскольку она не	1	1
368	мы будем говорить	2	1
369	в той же	1	1
370	того что он	1	1
371	в положительном смысле	1	1
372	что уже в	1	1
373	приводить других примеров	1	1
374	чуть ли не	1	1
375	в которой все	1	1
376	а в конце	2	1
377	указать еще на	1	1
378	по существу своему	1	1
379	в частности для	1	1
380	под ред и	1	1
381	маха и авенариуса	1	1
382	он пишет с	1	1
383	а восстановление его	1	1
384	с каждым днем	1	1
385	которого мы находим	1	1
386	как это было	1	1
387	приходит к выводу	1	1
388	вместе со своим	1	1
389	собой разумеется что	1	1
390	и в особенности	1	1
391	и в дальнейшем	1	1
392	в своей работе	1	1
393	как и сам	1	1
394	жизни и деятельности	2	1
395	и есть тот	1	1
396	но как бы	1	1
397	потому что его	1	1
398	но в окончательном	1	1
399	статью под названием	2	1
400	и даже с	1	1
401	автора настоящей работы	1	1
402	но и его	1	1
403	но все это	1	1
404	можно и нужно	1	1
405	себе представить как	1	1
406	ни за что	1	1
407	виде так что	1	1
408	а что такое	1	1
409	которых вы не	1	1
410	а по своему	1	1
411	у а к	1	1
412	в лунную ночь	1	1
413	уже и в	1	1
414	петра i и	1	1
415	свое время в	1	1
416	тут уже не	1	1
417	и в котором	1	1
418	так и его	1	1
419	к себе на	1	1
420	или вовсе не	1	1
421	о чем не	1	1
422	и а н	1	1
423	выхода из этого	1	1
424	даже и просто	2	1
425	было у него	1	1
426	из которых мы	1	1
427	самой общей форме	1	1
428	на что они	1	1
429	нет ни одного	1	1
430	ред и с	1	1
431	сказать что это	1	1
432	о них мы	1	1
433	все это было	2	1
434	и с трудом	1	1
435	несмотря на весь	1	1
436	не только как	1	1
437	и потому как	1	1
438	себя к этой	1	1
439	но и для	1	1
440	в году в	3	1
441	несколько слов о	1	1
442	не говорится но	1	1
443	когда он был	2	1
444	в первых двух	1	1
445	в самом начале	1	1
446	это несомненно есть	1	1
447	у него есть	1	1
448	то и в	1	1
449	в дальнейшем мы	1	1
450	не менее по	1	1
451	что же это	1	1
452	конечно не мог	1	1
453	а не к	1	1
454	или как мы	1	1
455	до известной степени	1	1
456	выдвинуть на первый	1	1
457	о разного рода	1	1
458	почти никогда не	1	1
459	мы читаем о	1	1
460	ничего подобного не	1	1
461	не содержит в	1	1
462	было бы даже	1	1
463	мы приведем только	1	1
464	о ней не	1	1
465	этому поводу с	1	1
466	и это было	1	1
467	в жизни и	1	1
468	он не может	1	1
469	в котором он	1	1
470	уже на первом	1	1
471	останавливается на этом	1	1
472	уже нет никаких	1	1
473	еще и другие	1	1
474	и говорил что	1	1
475	что в своем	1	1
476	к нам и	1	1
477	острым умом и	1	1
478	и можно сказать	2	1
479	не в том	3	1
480	выше мы уже	3	1
481	тот же самый	1	1
482	имеет никакого отношения	1	1
483	действительность в целом	1	1
484	еще и о	1	1
485	от другого или	1	1
486	не очень долго	1	1
487	уже потому что	1	1
488	в них все	1	1
489	для меня они	1	1
490	но на этот	1	1
491	но что такое	1	1
492	раз даже и	1	1
493	другой стороны не	1	1
494	у вас в	1	1
495	как он будет	1	1
496	что об этом	1	1
497	замечания по поводу	1	1
498	которые казались ему	1	1
499	не есть простое	1	1
500	последнее время в	1	1
501	это нисколько не	2	1
502	и притом весьма	1	1
503	и как мы	2	1
504	необходимо заметить что	1	1
505	ясно и просто	1	1
506	здесь не стоит	1	1
507	по себе не	1	1
508	ни к какой	1	1
509	очень и очень	1	1
510	в силу чего	1	1
511	у него не	3	1
512	время это уже	1	1
513	несмотря на все	1	1
514	в году написал	1	1
515	для нас важно	1	1
516	и по существу	2	1
517	то же время	7	1
518	традиционных представлений о	1	1
519	не к кому	1	1
520	что даже и	1	1
521	что у него	2	1
522	было бы с	1	1
523	вместе с ее	1	1
524	он все же	1	1
525	тут же в	1	1
526	в более общем	1	1
527	раз и навсегда	2	1
528	о чем можно	1	1
529	и к своему	1	1
530	но он не	1	1
531	вообще и в	1	1
532	то что его	2	1
533	останавливаться только на	1	1
534	этому необходимо прибавить	2	1
535	то в них	1	1
536	ничего о ней	1	1
537	хотя как мы	1	1
538	он не только	2	1
539	во всем его	1	1
540	скажем несколько слов	1	1
541	человеческого познания и	1	1
542	и в конце	2	1
543	и действительно в	1	1
544	не худо было	1	1
545	необходимо прибавить еще	2	1
546	в конце своей	1	1
547	сейчас же пока	1	1
548	в москве и	2	1
549	между прочим следующее	1	1
550	и в них	1	1
551	конечно не в	1	1
552	можно только удивляться	1	1
553	на котором он	1	1
554	в ясной форме	1	1
555	то можно сказать	1	1
556	он будет прав	1	1
557	всем известно что	1	1
558	указывает на его	1	1
559	один от другого	1	1
560	в течение всей	5	1
561	заключение мы должны	1	1
562	между прочим и	2	1
563	вовсе не из	1	1
564	вместо этого мы	1	1
565	конце концов и	1	1
566	только в конце	1	1
567	то что тот	1	1
568	совершенно не прав	1	1
569	принял на себя	1	1
570	мы привели только	1	1
571	на земле в	1	1
572	потому что если	1	1
573	быть никакой речи	1	1
574	оставаться на почве	1	1
575	к существу дела	1	1
576	будем приводить других	1	1
577	может быть никакой	1	1
578	пока еще достаточно	1	1
579	но это конечно	1	1
580	не из тех	1	1
581	к той же	1	1
582	этого видно что	1	1
583	в этих стихах	1	1
584	новое качество в	1	1
585	в котором можно	1	1
586	всему видно что	1	1
587	в обычном смысле	1	1
588	даже и с	1	1
589	том что даже	1	1
590	то что для	1	1
591	мы перешли к	1	1
592	от которой он	1	1
593	которая как раз	1	1
594	для тех времен	1	1
595	совсем никак не	1	1
596	в свое время	6	1
597	вы не знаете	1	1
598	для всей жизни	1	1
599	то что я	1	1
600	и притом не	1	1
601	указанием на то	1	1
602	мы читаем и	1	1
603	его в будущем	1	1
604	то что этот	1	1
605	потребует от нас	1	1
606	имеем дело с	1	1
607	что несмотря на	1	1
608	можно говорить только	1	1
