N	2gram	Nazirov_Tv	Formalny
167	в каждом	4	9
168	совсем не	1	9
169	одним словом	1	9
170	литературы и	1	9
171	или иного	1	9
172	метода в	1	9
173	в свою	8	9
174	и до	2	9
175	но это	10	9
176	ничего не	3	9
177	от всех	2	9
178	у нас	2	9
179	и к	1	8
180	в них	1	8
181	и те	1	8
182	в данном	2	8
183	одной стороны	1	8
184	всего этого	1	8
185	была бы	2	8
186	с одной	2	8
187	ясно что	1	8
188	же как	3	8
189	между собой	2	8
190	в других	1	8
191	сих пор	1	8
192	и является	1	8
193	из этого	1	8
194	всех этих	1	8
195	до сих	1	8
196	и должно	2	8
197	что это	1	8
198	с этим	2	8
199	роль в	2	8
200	на основе	1	8
201	это не	9	8
202	должен быть	1	8
203	в области	1	8
204	для этого	1	8
205	можно говорить	1	7
206	же и	2	7
207	но все	1	7
208	применении к	1	7
209	даже и	1	7
210	в применении	1	7
211	свою очередь	2	7
212	сказать что	3	7
213	к этому	4	7
214	в сущности	1	7
215	из них	4	7
216	время в	3	7
217	в себе	3	7
218	столь же	2	7
219	не на	1	7
220	сами по	2	7
221	жизни в	9	7
222	том что	14	7
223	что бы	1	7
224	чем же	1	7
225	форм и	1	7
226	в первый	1	7
227	он и	1	7
228	и более	2	7
229	в литературу	2	7
230	в какой	1	7
231	среды в	1	7
232	в одной	5	7
233	того или	1	7
234	стороны и	1	7
235	как к	2	7
236	и только	2	7
237	и наконец	3	7
238	литературы а	1	6
239	кроме того	1	6
240	в этих	2	6
241	как она	2	6
242	если он	4	6
243	например в	3	6
244	их в	1	6
245	при таком	1	6
246	отличается от	1	6
247	о том	9	6
248	действительности в	2	6
249	и отчасти	3	6
250	он был	2	6
251	познания и	2	6
252	жизнь и	2	6
253	только не	1	6
254	по преимуществу	4	6
255	и других	5	6
256	в которой	5	6
257	в конце	5	6
258	учение о	1	6
259	литературы с	1	6
260	и это	2	6
261	в смысле	1	6
262	на этом	1	6
263	и тем	2	6
264	в статье	2	6
265	один из	5	6
266	его с	1	6
267	с ним	4	6
268	ее и	2	6
269	к его	1	6
270	в россии	5	6
271	его и	2	6
272	из этих	1	6
273	и лишь	2	6
274	в направлении	2	6
275	нет и	1	6
276	той же	4	6
277	этого слова	1	6
278	не из	1	6
279	данном случае	2	6
280	уже в	5	6
281	к истории	1	6
282	ее в	3	6
283	так в	1	6
284	особенно в	3	6
285	его не	1	6
286	не по	3	6
287	в частности	4	6
288	тем самым	10	6
289	отношение к	1	6
290	такой же	4	6
291	тому что	2	6
292	с этой	4	5
293	даже в	4	5
294	от этих	1	5
295	в виду	3	5
296	равно как	1	5
297	в мире	8	5
298	так например	3	5
299	и со	2	5
300	перестает быть	1	5
301	можно сказать	2	5
302	в котором	8	5
303	то это	2	5
304	связь между	1	5
305	как на	1	5
306	к которому	3	5
307	как от	1	5
308	все без	1	5
309	к нему	1	5
310	то в	2	5
311	хотя и	5	5
312	не от	1	5
313	не столько	4	5
314	этом романе	2	5
315	что не	5	5
316	учения о	1	5
317	а только	1	5
318	в эту	1	5
319	могло бы	1	5
320	мы уже	2	5
321	или же	1	5
322	в роман	3	5
323	и что	2	5
324	совершенно справедливо	1	5
325	целом и	1	5
326	его как	2	5
327	и по	5	5
328	а как	2	5
329	в него	2	5
330	и самый	1	5
331	не так	5	5
332	если в	3	5
333	в основном	9	5
334	в отношении	1	5
335	должен был	2	5
336	что оно	2	5
337	ни о	1	5
338	подхода к	3	5
339	отчасти и	2	5
340	приводит к	4	5
341	не имеет	2	5
342	да и	1	5
343	ни на	3	5
344	то он	1	5
345	бы и	1	5
346	то и	1	5
347	и между	1	5
348	а лишь	1	5
349	в отличие	3	5
350	одной из	7	5
351	к предмету	1	5
352	в самой	1	5
353	значение в	2	5
354	однако не	1	5
355	непосредственно в	1	5
356	а о	1	5
357	в эпоху	1	5
358	виду что	1	5
359	на все	1	5
360	в такой	2	5
361	без всякой	1	5
362	отличие от	3	5
363	она должна	1	5
364	мы должны	1	5
365	таким же	1	5
366	еще в	3	5
367	одного из	3	5
368	же в	1	5
369	все более	2	5
370	может и	1	5
371	от него	2	4
372	и другие	4	4
373	мы и	1	4
374	к этой	1	4
375	не являются	1	4
376	исторического процесса	1	4
377	или на	1	4
378	к другим	1	4
379	является не	1	4
380	имеет место	1	4
381	к самому	1	4
382	эта связь	1	4
383	только как	2	4
384	но даже	1	4
385	должна была	1	4
386	превращается в	2	4
387	самого начала	3	4
388	в основу	1	4
389	на него	2	4
390	во всей	2	4
391	одна из	5	4
392	того же	2	4
393	едва ли	2	4
394	своего развития	1	4
395	влияние на	3	4
396	произведений и	1	4
397	на протяжении	3	4
398	а наоборот	1	4
399	своей теории	1	4
400	тем не	2	4
401	что такое	1	4
402	нигде не	1	4
403	в таком	4	4
404	конце концов	1	4
405	от других	2	4
406	в целях	2	4
407	не будет	2	4
408	этот вопрос	4	4
409	должны были	1	4
410	или иное	1	4
411	среды и	3	4
412	он в	1	4
413	что для	3	4
414	не значит	2	4
415	нам кажется	1	4
416	в сюжете	2	4
417	чтобы не	1	4
418	в романе	24	4
419	и содержание	1	4
420	та же	4	4
421	на западе	1	4
422	его из	1	4
423	был бы	3	4
424	в литературной	2	4
425	героя в	4	4
426	оно было	1	4
427	романа в	1	4
428	смысла в	1	4
429	есть лишь	1	4
430	это положение	1	4
431	мы говорим	1	4
432	в идеологической	1	4
433	и действительно	1	4
434	это время	2	4
435	установкой на	1	4
436	нет в	1	4
437	думать что	1	4
438	здесь лишь	1	4
439	этом пункте	1	4
440	изображения и	1	4
441	наконец в	1	4
442	отношении к	2	4
443	нем и	2	4
444	целый ряд	1	4
445	более и	1	4
446	знаем что	1	4
447	им в	1	4
448	между людьми	3	4
449	для всего	1	4
450	в литературном	2	4
451	и о	2	4
452	но если	4	4
453	какие бы	1	4
454	сам он	1	4
455	зависит от	4	4
456	в художественной	1	4
457	о нем	2	4
458	что каждый	1	4
459	чем он	1	4
460	в ином	1	4
461	а на	1	4
462	реальной действительности	1	4
463	или в	2	4
464	но эта	3	4
465	или даже	2	4
466	а к	1	4
467	с самого	3	4
468	и притом	2	4
469	но при	1	4
470	как он	1	4
471	же что	1	4
472	этой среды	1	4
473	только то	1	4
474	к ней	3	4
475	роман и	2	4
476	одним из	6	4
477	и тогда	2	4
478	художественных форм	1	4
479	б м	2	4
480	не к	2	4
481	к сожалению	1	3
482	в роде	1	3
483	для всех	1	3
484	это значит	1	3
485	время не	2	3
486	в году	22	3
487	самом же	1	3
488	требует от	1	3
489	в одном	3	3
490	здесь необходимо	1	3
491	из ее	1	3
492	но что	1	3
493	предисловии к	1	3
494	из всего	1	3
495	в точном	1	3
496	за ней	1	3
497	поэтических форм	1	3
498	на первый	1	3
499	связано с	1	3
500	а что	2	3
501	во все	1	3
502	в противовес	1	3
503	было в	2	3
504	не боится	1	3
505	не должен	1	3
506	язык в	1	3
507	это было	1	3
508	сознания в	1	3
509	из себя	2	3
510	философия жизни	1	3
511	и каждого	1	3
512	том чтобы	1	3
513	формы в	1	3
514	эта тенденция	1	3
515	к этим	1	3
516	для этой	2	3
517	точка зрения	2	3
518	не то	2	3
519	мы видим	3	3
520	внимание на	1	3
521	начала и	1	3
522	проявляется в	1	3
523	а и	1	3
524	души и	2	3
525	в качестве	2	3
526	и через	4	3
527	и развитие	1	3
528	лежит в	1	3
529	не была	1	3
530	о возможности	1	3
531	но он	3	3
532	шкловский в	1	3
533	xviii века	2	3
534	и исторической	1	3
535	произведение с	1	3
536	же касается	1	3
537	в чем	4	3
538	что как	2	3
539	от них	1	3
540	для создания	1	3
541	не сводится	1	3
542	и самые	1	3
543	не дает	1	3
544	ту же	4	3
545	в работе	1	3
546	так что	4	3
547	кажется что	1	3
548	в развитии	1	3
549	что эта	1	3
550	его художественной	1	3
551	не просто	1	3
552	в нее	1	3
553	она была	1	3
554	для литературы	1	3
555	культуры и	2	3
556	построения романа	1	3
557	всех сторон	1	3
558	если они	1	3
559	каждого из	1	3
560	и особенно	1	3
561	сливаются в	1	3
562	можно только	1	3
563	из возможных	1	3
564	и этот	1	3
565	с такой	1	3
566	внешнего и	1	3
567	художественного творчества	1	3
568	романа и	4	3
569	и из	1	3
570	никак не	1	3
571	от этой	1	3
572	поэтому в	1	3
573	быть поняты	2	3
574	со всеми	3	3
575	сюжета и	1	3
576	во что	2	3
577	литературы но	1	3
578	в в	2	3
579	вряд ли	2	3
580	в которых	3	3
581	бы не	1	3
582	том как	1	3
583	этот образ	1	3
584	вследствие этого	1	3
585	ничего общего	1	3
586	перед нами	3	3
587	все они	1	3
588	художественного целого	1	3
589	не дают	2	3
590	том числе	1	3
591	и если	3	3
592	что уже	1	3
593	в самую	1	3
594	в сознании	1	3
595	слово и	1	3
596	то по	1	3
597	от реального	1	3
598	же он	1	3
599	то или	1	3
600	тот же	3	3
601	вся эта	1	3
602	находятся в	1	3
603	нас не	1	3
604	то мы	1	3
605	из своих	1	3
606	материал для	1	3
607	или иной	1	3
608	дело в	4	3
609	места в	1	3
610	и другое	1	3
611	есть только	1	3
612	со своей	1	3
613	но уже	2	3
614	на его	4	3
615	тем более	1	3
616	к одному	2	3
617	же деле	1	3
618	и снова	1	3
619	действительности но	1	3
620	в предисловии	1	3
621	стремлением к	1	3
622	человек не	1	3
623	одну из	1	3
624	а от	1	3
625	единство и	1	3
626	во второй	3	3
627	когда он	4	3
628	с установкой	1	3
629	эпохи и	1	3
630	числе и	1	3
631	же самое	1	3
632	в трудах	1	3
633	развития эта	1	3
634	в плане	4	3
635	сказать в	1	3
636	и прежде	1	3
637	в современной	2	3
638	на то	1	3
639	мира в	2	3
640	нуждается в	2	3
641	и обратно	1	3
642	что на	3	3
643	в известной	4	3
644	а н	1	3
645	себе а	1	3
646	это утверждение	1	2
647	связан с	4	2
648	в душе	4	2
649	эта теория	1	2
650	он считает	1	2
651	своем развитии	1	2
652	был и	1	2
653	тем как	1	2
654	или нет	1	2
655	о чем	1	2
656	говорит о	3	2
657	в принципе	5	2
658	сквозь призму	1	2
659	разные вещи	1	2
660	и необходимости	2	2
661	связь с	3	2
662	их не	1	2
663	спрашивается что	1	2
664	явно не	1	2
665	о необходимости	1	2
666	именно и	1	2
667	ее с	1	2
668	из нее	1	2
669	представление о	9	2
670	том или	1	2
671	в собственном	1	2
672	только через	2	2
673	учения в	1	2
674	мы только	1	2
675	но почему	1	2
676	поскольку он	1	2
677	своем творчестве	1	2
678	при помощи	4	2
679	сюжет как	1	2
680	на таком	1	2
681	относиться к	1	2
682	не прав	1	2
683	и того	2	2
684	этот прием	1	2
685	к другой	1	2
686	переходит в	2	2
687	не могли	2	2
688	не чувствует	1	2
689	по возможности	1	2
690	отрыве от	1	2
691	уже о	1	2
692	в этот	3	2
693	в руках	1	2
694	поэтому мы	1	2
695	не встречается	1	2
696	особое место	3	2
697	эта система	1	2
698	его именно	1	2
699	почти совершенно	1	2
700	элемента в	1	2
701	отметить что	1	2
702	стал бы	1	2
703	автора с	1	2
704	искусстве и	1	2
705	его собственной	1	2
706	с другим	3	2
707	то чтобы	1	2
708	но ни	1	2
709	на наших	1	2
710	а сам	1	2
711	нового материала	1	2
712	что она	5	2
713	который в	4	2
714	поступков и	2	2
715	в создании	2	2
716	нет никаких	1	2
717	сознания а	1	2
718	себя в	3	2
719	свое собственное	1	2
720	мышления и	2	2
721	происходило в	1	2
722	акакия акакиевича	1	2
723	как средство	1	2
724	но отнюдь	1	2
725	что человек	3	2
726	традиция в	1	2
727	однако совершенно	1	2
728	для определения	1	2
729	на этих	2	2
730	о принципиальной	1	2
731	х годов	3	2
732	содержания как	1	2
733	др однако	1	2
734	литературу как	1	2
735	чем в	1	2
736	не совпадают	1	2
737	не знает	2	2
738	именно здесь	1	2
739	говорить лишь	1	2
740	и хорошо	1	2
741	и всю	1	2
742	русской литературы	3	2
743	романе и	1	2
744	у тургенева	2	2
745	характер и	1	2
746	лишь на	1	2
747	и внутреннего	3	2
748	на земле	4	2
749	от одной	2	2
750	так на	1	2
751	от социальной	1	2
752	представляется нам	1	2
753	в двух	2	2
754	ведь в	1	2
755	к вопросу	1	2
756	и некоторые	1	2
757	совершенно прав	1	2
758	не был	4	2
759	той или	1	2
760	вопрос об	1	2
761	и мир	3	2
762	не понимают	1	2
763	вошел в	1	2
764	а с	4	2
765	того в	1	2
766	вообще в	1	2
767	героя и	4	2
768	дана в	1	2
769	в философии	2	2
770	произведения то	1	2
771	в литературную	1	2
772	что его	4	2
773	именно потому	1	2
774	лишь что	1	2
775	человека как	2	2
776	и чтобы	1	2
777	действующих лиц	1	2
778	нужно сказать	1	2
779	через нее	1	2
780	и та	2	2
781	можно было	1	2
782	но только	3	2
783	важно не	1	2
784	в нас	1	2
785	относится и	1	2
786	бы уже	1	2
787	такое представление	1	2
788	важно лишь	1	2
789	как один	1	2
790	и пространство	1	2
791	как известно	3	2
792	в школе	1	2
793	центр тяжести	1	2
794	однако в	3	2
795	общего с	1	2
796	был понят	1	2
797	подход к	1	2
798	к чисто	1	2
799	эпохи в	1	2
800	в первой	4	2
801	и есть	2	2
802	жизни с	2	2
803	сюжета как	1	2
804	при всем	1	2
805	значит что	3	2
806	из этой	3	2
807	на жизнь	1	2
808	основе этой	1	2
809	и возможно	1	2
810	друга в	1	2
811	жизни а	1	2
812	но она	2	2
813	на первом	2	2
814	поэтому совершенно	1	2
815	это уже	7	2
816	и романом	1	2
817	процессе художественного	1	2
818	за свой	1	2
819	целом ряде	1	2
820	очень много	1	2
821	и вполне	1	2
822	от их	1	2
823	начинается с	1	2
824	с ними	3	2
825	их и	1	2
826	заключается в	1	2
827	события но	1	2
828	не делает	1	2
829	времени не	1	2
830	евгения онегина	3	2
831	это та	1	2
832	далеко не	3	2
833	и просто	1	2
834	совершенно естественно	1	2
835	движения в	1	2
836	художественного изображения	1	2
837	в стихах	2	2
838	авантюрного романа	1	2
839	ни к	2	2
840	их все	1	2
841	художник в	1	2
842	а если	1	2
843	самое же	1	2
844	из элементов	1	2
845	и вот	2	2
846	автора и	1	2
847	этих основных	1	2
848	не должны	1	2
849	самого процесса	1	2
850	он просто	1	2
851	в современном	5	2
852	что если	1	2
853	говорят что	1	2
854	времени и	4	2
855	случае с	1	2
856	было и	1	2
857	имеем в	1	2
858	переход от	2	2
859	к ним	1	2
860	определение романа	1	2
861	с литературным	1	2
862	в концепции	1	2
863	к миру	2	2
864	на этот	3	2
865	русского литературного	1	2
866	метода не	1	2
867	его место	1	2
868	не лучше	1	2
869	только с	3	2
870	является только	1	2
871	только потому	1	2
872	литературе в	1	2
873	во времени	3	2
874	жизни не	2	2
875	жизни но	2	2
876	в более	1	2
877	и всякий	2	2
878	новый роман	1	2
879	вывод что	1	2
880	мы имеем	1	2
881	образ и	2	2
882	естественно что	1	2
883	как у	3	2
884	же не	2	2
885	с определенным	1	2
886	а все	1	2
887	таком случае	2	2
888	первом плане	2	2
889	социальной среды	1	2
890	в русском	1	2
891	все равно	1	2
892	в виде	4	2
893	ведь это	1	2
894	но с	1	2
895	говорим о	1	2
896	с поэтическим	1	2
897	своей книге	1	2
898	темы и	1	2
899	не отрицал	2	2
900	искусства как	1	2
901	что этот	2	2
902	такого понимания	1	2
903	и без	2	2
904	говорят о	1	2
905	этого романа	1	2
906	однако это	2	2
907	художником а	1	2
908	участие в	1	2
909	что сегодня	1	2
910	людей в	2	2
911	это объясняется	2	2
912	человека в	9	2
913	со всех	1	2
914	и эти	1	2
915	в полной	1	2
916	он говорит	3	2
917	же это	1	2
918	не поняв	1	2
919	и этический	1	2
920	в речи	1	2
921	герой романа	2	2
922	и ни	1	2
923	ту или	1	2
924	того социального	1	2
925	дело не	3	2
926	существуют в	1	2
927	в характере	1	2
928	отказ от	1	2
929	единство романа	1	2
930	человека и	6	2
931	на всю	1	2
932	и всякая	1	2
933	в другом	1	2
934	этой схемы	1	2
935	это казалось	1	2
936	в отрыве	1	2
937	в лице	4	2
938	элементов в	1	2
939	во многом	8	2
940	действительности не	1	2
941	по этому	1	2
942	их на	1	2
943	в эти	1	2
944	это в	3	2
945	смысла но	1	2
946	есть не	2	2
947	их мышления	1	2
948	мы наблюдаем	2	1
949	ее нелепость	1	1
950	более не	4	1
951	понимали и	1	1
952	и любой	1	1
953	они имеют	2	1
954	человек может	2	1
955	и учение	1	1
956	и сосредоточивает	1	1
957	и возможностей	1	1
958	и уже	1	1
959	еще раз	1	1
960	религии и	1	1
961	этого в	1	1
962	ее основных	1	1
963	в момент	5	1
964	прекрасное и	2	1
965	русская критика	1	1
966	человеческого характера	1	1
967	и имеет	1	1
968	вопросу о	1	1
969	в ряде	1	1
970	с самим	1	1
971	глаза и	1	1
972	само построение	2	1
973	мысли и	5	1
974	но тем	1	1
975	жить и	1	1
976	конкретного социального	1	1
977	если нет	1	1
978	нас в	1	1
979	и достоевский	5	1
980	вошедшим в	1	1
981	всего возникает	1	1
982	одно из	1	1
983	них совершенно	1	1
984	по мере	2	1
985	и художественные	1	1
986	с собой	1	1
987	идеология достоевского	1	1
988	всей ее	1	1
989	и против	2	1
990	науки с	1	1
991	глубокой и	1	1
992	одной области	1	1
993	в средневековой	2	1
994	в духе	6	1
995	с виктором	1	1
996	и проблема	1	1
997	сама фабула	1	1
998	извне а	1	1
999	с требованиями	1	1
1000	этой цели	1	1
1001	вот что	1	1
1002	и сам	5	1
1003	эта действительность	1	1
1004	жизнь в	2	1
1005	проблемы в	2	1
1006	как одна	1	1
1007	для осуществления	1	1
1008	происходит не	1	1
1009	быть к	1	1
1010	из самых	1	1
1011	года в	7	1
1012	форму и	1	1
1013	нет есть	1	1
1014	чем их	2	1
1015	от субъективной	1	1
1016	существования в	1	1
1017	поступательного движения	1	1
1018	в построении	1	1
1019	было очень	1	1
1020	по мысли	1	1
1021	ведет к	3	1
1022	том же	3	1
1023	и требует	1	1
1024	в стремлении	1	1
1025	этот тип	2	1
1026	между прочим	1	1
1027	мы получаем	1	1
1028	форме в	1	1
1029	там же	11	1
1030	и внутренне	1	1
1031	приходит в	1	1
1032	на эти	2	1
1033	одновременно и	2	1
1034	стремления к	2	1
1035	жизнь на	2	1
1036	на эту	4	1
1037	ad absurdum	1	1
1038	форма более	1	1
1039	собой не	1	1
1040	только для	2	1
1041	стремление к	2	1
1042	или во	1	1
1043	как литературный	1	1
1044	когда в	1	1
1045	который лежал	1	1
1046	и психологии	1	1
1047	была борьба	1	1
1048	у достоевского	51	1
1049	свою собственную	1	1
1050	жизни на	1	1
1051	самом конце	1	1
1052	только что	2	1
1053	но мы	1	1
1054	в себя	3	1
1055	а а	4	1
1056	произведений с	1	1
1057	как только	1	1
1058	искусство и	1	1
1059	которому стремится	1	1
1060	она отнюдь	1	1
1061	является как	1	1
1062	а вместе	1	1
1063	это очень	1	1
1064	нашу задачу	1	1
1065	оценки в	1	1
1066	влечет за	2	1
1067	для человека	3	1
1068	от внешней	1	1
1069	всего они	1	1
1070	моменты которые	1	1
1071	тенденцией к	1	1
1072	это из	1	1
1073	в первую	1	1
1074	его внутренний	1	1
1075	европейского романа	1	1
1076	на человека	1	1
1077	на этой	1	1
1078	героя или	1	1
1079	в центр	1	1
1080	не существует	3	1
1081	более широком	1	1
1082	жизнь для	2	1
1083	еще далеко	1	1
1084	философская идея	1	1
1085	можно не	2	1
1086	неожиданному выводу	1	1
1087	вне его	1	1
1088	искусстве мы	1	1
1089	человек стремится	1	1
1090	сам не	1	1
1091	толстой с	1	1
1092	с социологической	1	1
1093	представления о	1	1
1094	общения все	1	1
1095	все свои	1	1
1096	жестам и	1	1
1097	но эти	3	1
1098	из жизни	3	1
1099	вот почему	3	1
1100	времени в	13	1
1101	конце жизни	1	1
1102	к своей	1	1
1103	позиции автора	1	1
1104	этой связи	2	1
1105	развития что	1	1
1106	для себя	1	1
1107	если так	1	1
1108	оно так	1	1
1109	и литературная	1	1
1110	мы все	1	1
1111	по закону	1	1
1112	за собой	4	1
1113	видеть что	1	1
1114	и когда	2	1
1115	приходит к	4	1
1116	и ассоциаций	1	1
1117	людей и	2	1
1118	а между	1	1
1119	и значение	1	1
1120	укладываются в	1	1
1121	нужно быть	1	1
1122	литературе нет	1	1
1123	с в	1	1
1124	обнаруживает в	1	1
1125	reductio ad	1	1
1126	душу и	1	1
1127	можно допустить	1	1
1128	не вполне	1	1
1129	явление но	1	1
1130	не что	1	1
1131	от своей	1	1
1132	глубину и	1	1
1133	даже с	1	1
1134	история как	1	1
1135	характерной для	1	1
1136	от традиционного	1	1
1137	и еще	2	1
1138	но этот	2	1
1139	всегда и	1	1
1140	на ней	2	1
1141	друг на	1	1
1142	действительности художественное	1	1
1143	живой жизни	2	1
1144	утверждал что	3	1
1145	быть понята	2	1
1146	в душах	1	1
1147	однако эти	2	1
1148	жизни как	1	1
1149	когда человек	2	1
1150	друг для	1	1
1151	для всей	1	1
1152	наряду с	6	1
1153	ключ к	1	1
1154	с каким-то	1	1
1155	образом как	1	1
1156	это отношение	1	1
1157	и самим	1	1
1158	что все	4	1
1159	входят в	1	1
1160	с описанием	1	1
1161	исходит из	1	1
1162	л н	1	1
1163	воли и	3	1
1164	его все	1	1
1165	ее не	1	1
1166	это со	1	1
1167	к философской	2	1
1168	ним на	1	1
1169	по поводу	1	1
1170	у этих	1	1
1171	трагедии и	1	1
1172	тормозя действие	1	1
1173	и чувства	1	1
1174	не мог	3	1
1175	теме в	1	1
1176	как будто	5	1
1177	лишь один	1	1
1178	не утверждая	1	1
1179	стихотворения и	1	1
1180	к языку	1	1
1181	крайней мере	4	1
1182	к решению	1	1
1183	сведено к	1	1
1184	гоголь и	1	1
1185	этом плане	1	1
1186	сделает его	1	1
1187	не зная	1	1
1188	этой задачи	1	1
1189	и мы	1	1
1190	по природе	6	1
1191	прием в	1	1
1192	не противоречит	2	1
1193	к их	1	1
1194	отбора материала	1	1
1195	до степени	1	1
1196	вопрос не	1	1
1197	здесь нет	2	1
1198	а затем	5	1
1199	и всей	1	1
1200	есть одно	1	1
1201	такого рода	1	1
1202	что сама	1	1
1203	есть его	1	1
1204	объясняется тем	1	1
1205	к идеалу	3	1
1206	элементов и	1	1
1207	восприятие в	1	1
1208	под знаком	1	1
1209	в недрах	1	1
1210	по мнению	4	1
1211	связанный со	1	1
1212	создается не	1	1
1213	слова из	2	1
1214	может оказаться	1	1
1215	всякой иронии	1	1
1216	характера и	3	1
1217	согласии с	2	1
1218	или иную	1	1
1219	всегда является	1	1
1220	xix века	13	1
1221	себе не	3	1
1222	не обладает	1	1
1223	в подобном	1	1
1224	опираясь на	3	1
1225	у него	11	1
1226	бессмысленной и	2	1
1227	что впрочем	1	1
1228	мире идеологических	1	1
1229	мировоззрения и	2	1
1230	первая часть	4	1
1231	случилось с	1	1
1232	с исторической	1	1
1233	живет и	1	1
1234	далее он	1	1
1235	они представляют	1	1
1236	так герой	1	1
1237	социально-исторических условий	1	1
1238	как по	2	1
1239	героя с	2	1
1240	и исследования	1	1
1241	на себя	2	1
1242	они существуют	1	1
1243	времени как	4	1
1244	его понимании	1	1
1245	теории и	1	1
1246	развитие в	1	1
1247	я и	3	1
1248	и неопределенно	1	1
1249	встречается в	1	1
1250	себя как	2	1
1251	рядом с	2	1
1252	развивается и	1	1
1253	во главе	2	1
1254	о которых	1	1
1255	больше всего	1	1
1256	в свете	3	1
1257	связанный с	1	1
1258	связанным с	1	1
1259	был не	1	1
1260	рассказа не	1	1
1261	на себе	1	1
1262	и у	3	1
1263	что их	1	1
1264	нельзя не	1	1
1265	в противоречии	1	1
1266	некоторых сторон	1	1
1267	оказывается оторванным	1	1
1268	сознании человека	1	1
1269	в русской	5	1
1270	остается в	1	1
1271	ряд с	1	1
1272	скорее должны	1	1
1273	понимание его	1	1
1274	все определения	1	1
1275	еще одним	1	1
1276	который является	2	1
1277	рассказе и	1	1
1278	для развития	1	1
1279	романа сводится	1	1
1280	это сделать	1	1
1281	время эта	1	1
1282	к слову	1	1
1283	не содержится	1	1
1284	вторгаются в	1	1
1285	к роману	4	1
1286	стремится к	3	1
1287	в руки	2	1
1288	признать это	1	1
1289	в раннем	1	1
1290	взаимоотношения в	1	1
1291	если не	4	1
1292	как единство	1	1
1293	является часто	1	1
1294	отличен от	1	1
1295	ли с	2	1
1296	же само	1	1
1297	герои без	1	1
1298	в быту	2	1
1299	наличных и	1	1
1300	более всего	2	1
1301	словами что	1	1
1302	и обратное	1	1
1303	он стал	2	1
1304	идет в	1	1
