N	2gram	Vygotskiy_	OGranits
591	далеко не	1	1
592	воззрений на	1	1
593	привела к	1	1
594	и о	4	1
595	но что	2	1
596	является не	4	1
597	вместе с	19	1
598	которого является	1	1
599	же точно	6	1
600	который в	1	1
601	и вместе	2	1
602	одна из	2	1
603	это коренное	1	1
604	этого слова	5	1
605	своей полноте	1	1
606	смысловой и	4	1
607	слова есть	2	1
608	в которых	3	1
609	но не	13	1
610	и характер	1	1
611	включает в	2	1
612	заставить нас	1	1
613	в ряду	3	1
614	но если	5	1
615	одно из	6	1
616	с его	1	1
617	ли не	3	1
618	при таком	2	1
619	на одном	1	1
620	и именно	1	1
621	себя и	2	1
622	ключ ко	1	1
623	оно может	2	1
624	особенности в	2	1
625	по поводу	3	1
626	на место	1	1
627	речи чтобы	1	1
628	может привести	1	1
629	говорить и	1	1
630	в такой	6	1
631	т.д и	1	1
632	закон в	1	1
633	на всем	5	1
634	утверждая что	1	1
635	различные приемы	1	1
636	проблем связанных	1	1
637	в то	10	1
638	нам как	1	1
639	связаны между	4	1
640	мыслей и	2	1
641	к двум	2	1
642	больше и	2	1
643	должно было	2	1
644	понимании его	1	1
645	отнюдь не	2	1
646	оказываются одинаково	1	1
647	только с	2	1
648	о которых	3	1
649	понятие о	1	1
650	путем дифференциации	1	1
651	это направление	1	1
652	может и	3	1
653	и оно	1	1
654	в условиях	1	1
655	в себя	4	1
656	что раньше	1	1
657	связанный с	1	1
658	именно этого	1	1
659	в системе	3	1
660	детской речи	9	1
661	для этого	4	1
662	мы слышим	1	1
663	она есть	2	1
664	с ее	2	1
665	должно служить	1	1
666	не из	2	1
667	и это	2	1
668	переходе от	8	1
669	никогда или	1	1
670	разъяснить и	1	1
671	эта проблема	2	1
672	этим самым	2	1
673	которого только	1	1
674	того же	7	1
675	предмет исследования	1	1
676	и динамику	1	1
677	из одного	2	1
678	эта связь	2	1
679	в самой	3	1
680	в виде	2	1
681	только о	3	1
682	одно слово	1	1
683	само по	1	1
684	как для	2	1
685	и становится	1	1
686	словами и	2	1
687	и другое	4	1
688	к нему	5	1
689	едва ли	5	1
690	не можем	4	1
691	часто и	1	1
692	и синтаксических	1	1
693	последнее время	5	1
694	говорит как	1	1
695	взрослых и	1	1
696	проявляются в	2	1
697	в чисто	2	1
698	это обычно	2	1
699	лингвиста не	1	1
700	мысли в	12	1
701	тем более	1	1
702	то можно	1	1
703	формы и	1	1
704	в несколько	1	1
705	вне которой	2	1
706	внутренней речи	78	1
707	он действительно	1	1
708	следовательно не	2	1
709	обратиться к	1	1
710	своего развития	4	1
711	и сами	1	1
712	выразившаяся в	1	1
713	на все	1	1
714	рассматривать не	1	1
715	и особенно	2	1
716	еще не	5	1
717	других детей	2	1
