N	2gram	Berdyaev_N	FransuaR
329	этой системе	1	5
330	одного и	1	5
331	как например	1	5
332	не во	4	5
333	стремление к	2	5
334	ему не	1	5
335	явление в	1	5
336	в средневековой	1	5
337	всех странах	1	5
338	говорит что	1	5
339	франции и	1	5
340	и весь	2	5
341	жить в	1	5
342	должно быть	4	5
343	этот мир	2	5
344	же как	2	5
345	совсем не	12	5
346	он также	1	5
347	и этот	1	5
348	должна быть	3	5
349	и из	1	5
350	мы в	1	5
351	так называемый	1	5
352	времени не	1	5
353	себя и	1	5
354	нем не	1	5
355	всяком случае	1	5
356	ничем не	1	5
357	вообще не	1	5
358	что мы	1	5
359	жизнью в	2	5
360	человека в	1	5
361	в человеческом	1	5
362	слова в	1	5
363	и только	1	5
364	не к	2	5
365	они являются	1	4
366	не хочет	1	4
367	я не	2	4
368	к этой	1	4
369	века но	2	4
370	природу и	1	4
371	но для	2	4
372	них не	1	4
373	не случайно	1	4
374	культуры но	1	4
375	также что	1	4
376	и сейчас	1	4
377	оно не	1	4
378	новой эпохи	1	4
379	и роста	1	4
380	но если	1	4
381	ее на	1	4
382	этого нельзя	1	4
383	возвращается к	2	4
384	одну из	1	4
385	к ней	1	4
386	общества и	2	4
387	в период	1	4
388	мира с	1	4
389	не осталось	1	4
390	по себе	1	4
391	духа в	2	4
392	века с	1	4
393	что этот	1	4
394	этого мира	1	4
395	который в	2	4
396	но ведь	1	4
397	в смысле	2	4
398	в наши	3	4
399	на нем	1	4
400	не по	1	4
401	всех сторон	4	4
402	сама жизнь	2	4
403	это есть	7	4
404	и вполне	1	4
405	и человека	1	4
406	нельзя сказать	1	4
407	и отдельных	1	4
408	в известном	1	4
409	от старого	2	4
410	со всех	4	4
411	ли он	1	4
412	не должно	1	4
413	значение для	1	4
414	культуре и	1	4
415	истории но	1	4
416	на это	1	4
417	жизни эпохи	1	4
418	к новому	7	4
419	труд и	1	3
420	в которую	1	3
421	xix и	4	3
422	из ее	2	3
423	приобретает характер	1	3
424	он есть	1	3
425	не всегда	1	3
426	в прошлом	3	3
427	и формы	2	3
428	том чтобы	2	3
429	ближе к	1	3
430	и мы	4	3
431	сильнее и	2	3
432	есть еще	1	3
433	будто бы	1	3
434	время как	2	3
435	не есть	3	3
436	и государства	1	3
437	и мир	1	3
438	эти слова	1	3
439	моря и	1	3
440	не будет	7	3
441	и другая	1	3
442	другая сторона	1	3
443	бы к	1	3
444	истории и	9	3
445	равно как	2	3
446	от всякого	2	3
447	о природе	1	3
448	и начало	3	3
449	приводит к	1	3
450	в каком	1	3
451	времени он	1	3
452	он часто	1	3
453	в мир	1	3
454	было и	1	3
455	вопрос об	1	3
456	и правды	1	3
457	есть такой	1	3
458	к самой	2	3
459	это всегда	1	3
460	на нее	1	3
461	к одному	1	3
462	она не	3	3
463	и элементы	1	3
464	смены эпох	1	3
465	человек не	1	3
466	основе их	1	3
467	которая в	1	3
468	глубину в	1	3
469	гораздо больше	1	3
470	не существует	3	3
471	то это	1	3
472	все свои	1	3
473	вот почему	2	3
474	когда она	1	3
475	особенно для	1	3
476	ней и	1	3
477	духа и	3	3
478	не имел	1	3
479	быть в	2	3
480	войны и	2	3
481	наряду с	3	3
482	к природе	1	3
483	и через	1	3
484	свободы и	2	3
485	что его	1	3
486	и того	1	3
487	уже давно	1	3
488	века были	2	3
489	должно было	2	3
490	в другие	1	3
491	нам предстоит	1	3
492	времени а	1	3
493	права на	2	3
494	себя на	1	3
495	этом смысле	2	3
496	всех великих	1	3
497	в силу	1	3
498	путь на	1	3
499	от этой	1	3
500	он действует	1	3
501	мы говорим	2	3
502	ни к	2	3
503	его было	1	3
504	женщины в	1	3
505	не для	1	3
506	людей но	1	3
507	эпох и	1	3
508	он видел	1	3
509	все слова	1	3
510	права и	2	3
511	будущее и	1	3
512	воспринимаются как	1	3
513	движения в	1	3
514	на уровне	2	3
515	бы он	1	3
516	все более	1	3
517	не удалось	1	3
518	более не	2	2
519	государство и	2	2
520	мира мира	1	2
521	в нашу	2	2
522	и такое	1	2
523	небесный свод	1	2
524	на смену	1	2
525	и xv	1	2
526	в природе	2	2
527	нас и	1	2
528	своей природе	1	2
529	хочет и	1	2
530	что вся	1	2
531	она создает	1	2
532	всего как	1	2
533	свободы от	2	2
534	нем нет	2	2
535	переход от	1	2
536	средневековые люди	1	2
537	и культуры	2	2
538	чего он	1	2
539	весь характер	1	2
540	лишь там	1	2
541	всех своих	1	2
542	народ не	1	2
543	философской мысли	1	2
544	в недрах	1	2
545	культуры на	1	2
546	отрицание и	1	2
547	от новой	2	2
548	вес которых	1	2
549	xx веков	3	2
550	человеке и	1	2
551	тут нет	1	2
552	человек как	1	2
553	и философы	1	2
554	мы всегда	1	2
555	отдельных людей	3	2
556	должны быть	1	2
557	время когда	1	2
558	совершенно так	1	2
559	была уже	1	2
560	оно может	1	2
561	античного мира	4	2
562	приобщается к	1	2
563	понять что	1	2
564	жизни для	1	2
565	характерная для	1	2
566	жизни а	1	2
567	всегда была	1	2
568	или к	1	2
569	том и	2	2
570	что нет	1	2
571	и рождается	1	2
572	лишь к	1	2
573	нет в	1	2
574	к той	1	2
575	и старое	1	2
576	замкнутой и	1	2
577	он требует	1	2
578	вот этот	1	2
579	видят в	1	2
580	мира не	1	2
581	рода и	1	2
582	этом он	1	2
583	xiv и	1	2
584	всегда есть	1	2
585	в силах	1	2
586	всех сферах	3	2
587	мира эти	1	2
588	долгое время	1	2
589	свое и	1	2
590	это принадлежит	1	2
591	нет у	1	2
592	мировой катастрофы	1	2
593	в такой	1	2
594	возврата к	1	2
595	мы должны	1	2
596	в глубину	1	2
597	могли не	1	2
598	не с	1	2
599	и жизни	1	2
600	огромное значение	1	2
601	и начинается	2	2
602	стихии и	1	2
603	в каком-то	1	2
604	становится в	1	2
605	мир не	1	2
606	уже во	1	2
607	бога в	1	2
608	человеческой жизни	1	2
609	одному из	1	2
610	быть может	4	2
611	существования и	1	2
612	историческое время	1	2
613	в речах	1	2
614	к своим	1	2
615	и нет	1	2
616	силы и	2	2
617	и оно	1	2
618	имея в	1	2
619	всего что	1	2
620	вернуться к	2	2
621	социальные и	1	2
622	за его	1	2
623	глубины и	2	2
624	удары в	1	2
625	смысле в	1	2
626	по звездам	1	2
627	другого мира	1	2
628	что такое	3	2
629	и вместе	1	2
630	существенным моментом	1	2
631	был уже	1	2
632	но до	1	2
633	ни одно	1	2
634	ко времени	1	2
635	средневековья из	1	2
636	более широкого	1	2
637	он создает	1	2
638	общества так	1	2
639	я уже	2	2
640	но также	1	2
641	мира то	1	2
642	никогда еще	1	2
643	до этого	1	2
644	те формы	1	2
645	знает что	1	2
646	всех народов	1	2
647	в покое	1	2
648	с большей	1	2
649	смысле и	1	2
650	жизни народа	1	2
651	жизни этих	1	2
652	силы но	1	2
653	новые формы	1	2
654	о человеке	1	2
655	не больше	1	2
656	мира но	1	2
657	лицом к	3	2
658	как ни	1	2
659	этого не	1	2
660	в глубине	1	2
661	мира а	2	2
662	этой теме	1	2
663	мысли в	2	2
664	общественной жизни	6	2
665	известном смысле	1	2
666	может иметь	1	2
667	борьбы за	1	2
668	это связано	2	2
669	вся жизнь	1	2
670	к тем	1	2
671	убеждения в	1	2
672	и всех	1	2
673	и явления	1	2
674	наши дни	3	2
675	политики и	2	2
676	совершается в	1	2
677	было так	1	1
678	т.е к	1	1
679	и имеет	1	1
680	культура была	1	1
681	своем развитии	1	1
682	это значит	1	1
683	в последние	1	1
684	к реальному	3	1
685	и дух	1	1
686	и гуманизм	2	1
687	приобщиться к	2	1
688	вот что	1	1
689	не хотят	2	1
690	эти черты	1	1
691	я могу	1	1
692	метода и	1	1
693	уже нет	1	1
694	ренессанса на	1	1
695	бытия вот	1	1
696	борьба за	1	1
697	жизни к	4	1
698	было быть	1	1
699	имя свое	1	1
700	возврата и	1	1
701	война с	1	1
702	вопрос о	3	1
703	про него	1	1
704	земная жизнь	1	1
705	и началом	1	1
706	она могла	1	1
707	понимает эту	1	1
708	форм к	1	1
709	нашей жизни	1	1
710	которые господствовали	3	1
711	с благоговением	1	1
712	живое и	1	1
713	было то	1	1
714	быть таким	1	1
715	времени его	1	1
716	ночь не	1	1
717	традиционные формы	1	1
718	дамы и	1	1
719	монашеского ордена	1	1
720	новый мир	1	1
721	посвящения в	1	1
722	бога и	3	1
723	судьба всех	1	1
724	же так	1	1
725	кончается и	1	1
726	свободными от	1	1
727	и научной	1	1
728	политической жизни	1	1
729	которыми так	1	1
730	должны стать	1	1
731	распадается на	1	1
732	римской империи	1	1
733	мир все	1	1
734	она сама	1	1
735	эпохи не	1	1
736	истории более	1	1
737	по природе	1	1
738	как другие	1	1
739	возвращение к	3	1
740	народной стихии	1	1
741	и процесс	1	1
742	веках и	1	1
743	понимают и	1	1
744	о формах	1	1
745	никакого ответа	1	1
746	господствующей в	1	1
747	не должна	1	1
748	католическая церковь	1	1
749	космоса но	1	1
750	они будут	1	1
751	стремится к	3	1
752	силы а	1	1
753	судьба и	1	1
754	и большими	1	1
755	неизбежно будет	1	1
756	государства и	4	1
757	возможности в	1	1
758	вступили в	1	1
759	или иная	1	1
760	лишь на	1	1
761	того и	1	1
762	к вопросу	1	1
763	xix век	2	1
764	есть своя	1	1
765	бог не	1	1
766	приходили к	1	1
767	войне и	1	1
768	и политические	1	1
769	основу их	1	1
770	в наше	3	1
771	освобождение и	1	1
772	не стоят	1	1
773	разложения и	1	1
774	писатели и	1	1
775	каждого человека	2	1
776	культуры мы	1	1
777	всю жизнь	1	1
778	и гуманистической	1	1
779	своей замечательной	1	1
780	к последнему	1	1
781	от христианского	1	1
782	до начала	1	1
783	себе отношения	1	1
784	господствовала в	1	1
785	раньше чем	1	1
786	и общественной	5	1
787	в час	4	1
788	характерно также	1	1
789	к такой	1	1
790	по всем	1	1
791	они возникают	1	1
792	к средневековью	3	1
793	на иной	1	1
794	человека во	2	1
795	есть мир	1	1
796	перед ними	1	1
797	в переходе	1	1
798	при нем	1	1
799	под этим	1	1
800	творчества и	1	1
801	сами по	1	1
802	особого рода	1	1
803	от бога	6	1
804	люди плохо	1	1
805	соборов и	1	1
806	выход из	1	1
807	можно назвать	2	1
808	к таким	1	1
809	адских мук	1	1
810	человека на	1	1
811	отнесены к	1	1
812	проблема жизни	1	1
813	который не	1	1
814	этот конец	1	1
815	и было	2	1
816	к созданию	2	1
817	в боге	1	1
818	жизни мы	1	1
819	перед сменой	1	1
820	из духовной	1	1
821	дальнейшее развитие	1	1
822	вернуть к	1	1
823	получить силу	1	1
824	обратная сторона	1	1
825	нового дня	1	1
826	не быть	1	1
827	страдания но	1	1
828	в вечной	1	1
829	я называю	2	1
830	них совершается	1	1
831	вступает в	1	1
832	и ему	1	1
833	но сам	1	1
834	от других	1	1
835	средневековья не	2	1
836	возврата в	1	1
837	дня и	3	1
838	тогда начинается	1	1
839	будет уже	2	1
840	человечества в	1	1
841	и иерархическое	1	1
842	свободу от	1	1
843	сама истина	1	1
844	глубже чем	1	1
845	бы сказать	1	1
846	и исключительно	1	1
847	переход к	2	1
848	небом и	1	1
849	и государство	1	1
850	значение становится	1	1
851	только потому	1	1
852	был понят	1	1
853	движения и	1	1
854	избрания и	1	1
855	реальной силой	1	1
856	от состояния	1	1
857	т.п так	1	1
858	эпоху не	1	1
859	к лицу	3	1
860	средневековая культура	1	1
861	обращена к	1	1
862	свой подлинный	1	1
863	то они	1	1
864	начиная со	1	1
865	пришли к	1	1
866	эпоху когда	2	1
867	до последних	1	1
868	а это	1	1
869	тогда был	1	1
870	играют большую	1	1
871	истории как	1	1
872	в формы	1	1
873	людовика xiv	1	1
874	жить только	1	1
875	в свои	2	1
876	все ее	1	1
877	свое высшее	1	1
878	и техники	1	1
879	что ничего	1	1
880	что будет	1	1
881	она продолжает	1	1
882	на власть	3	1
883	жизни перед	1	1
884	перемещается из	1	1
885	нас к	1	1
886	зла в	1	1
887	перейти к	3	1
888	через них	1	1
889	своему духу	1	1
890	человека не	1	1
891	играла в	1	1
892	и xx	4	1
893	отсутствие единого	1	1
894	пр в	1	1
895	и всеми	1	1
896	века тогда	1	1
897	случае если	1	1
898	страшным и	1	1
899	ее жизни	1	1
900	при свете	1	1
901	истории а	2	1
902	а по	1	1
903	меня это	2	1
904	борьбу за	1	1
905	своей основе	1	1
906	и преображен	1	1
907	эту природу	1	1
908	но во	1	1
909	же процесса	1	1
910	люди не	2	1
911	на путь	1	1
912	от непосредственных	1	1
913	не верит	1	1
914	и просит	1	1
915	он отрицает	1	1
916	строю жизни	2	1
917	человека это	1	1
918	все еще	1	1
919	себя а	1	1
920	к средневековому	1	1
921	вот отчего	1	1
922	мире а	1	1
923	изнутри и	1	1
924	есть прежде	1	1
925	иного мира	1	1
926	и родовой	1	1
927	новому времени	1	1
928	жизни во	1	1
929	моментом в	1	1
930	и стремится	1	1
931	в социальной	1	1
932	значение они	1	1
933	что народные	2	1
934	которые будут	1	1
935	между небом	1	1
936	имеет никакой	1	1
937	их не	1	1
938	сложно и	1	1
939	партии в	1	1
940	космос в	1	1
941	а во-вторых	1	1
942	французской революции	3	1
943	к более	2	1
944	в иерархическом	1	1
945	это скорее	1	1
946	своей совершенно	1	1
947	и истории	1	1
948	обращение к	2	1
949	к небытию	1	1
950	всего они	1	1
951	средневековья а	1	1
952	на человека	1	1
953	материального труда	1	1
954	и богато	1	1
955	может когда	1	1
956	центр тяжести	2	1
957	средневековье не	1	1
958	очень долго	1	1
959	и должно	2	1
960	и отдает	1	1
961	жизни все	2	1
962	привела к	1	1
963	я думаю	1	1
964	бороться за	1	1
965	и продолжал	1	1
966	бесконечность не	1	1
967	еще по	1	1
968	сама себя	1	1
969	есть по	1	1
970	т.п по	1	1
971	направлена на	1	1
972	как результат	1	1
973	нельзя указать	1	1
974	положительное значение	1	1
975	смысле как	1	1
976	еще достаточно	1	1
977	него как	1	1
978	философия ни	1	1
979	человеком хотя	1	1
980	конечно есть	1	1
981	сторона жизни	1	1
982	сторон культуры	1	1
983	глубине своей	1	1
984	и никакой	1	1
985	в зависимости	1	1
986	не их	1	1
987	к чему	1	1
988	будто не	1	1
989	бога нет	1	1
990	на поверхности	1	1
991	что совершается	1	1
992	них будут	1	1
993	находится во	1	1
994	прежнее значение	1	1
995	вопроса о	1	1
996	чтобы понять	1	1
997	и большая	2	1
998	перестал быть	1	1
999	нового исторического	1	1
1000	социальный вес	1	1
1001	и старые	1	1
1002	себя все	1	1
1003	природе своей	1	1
1004	знаем также	1	1
1005	культур и	1	1
1006	истории я	1	1
1007	человек выходит	1	1
1008	к ее	3	1
1009	дня новой	1	1
1010	но внутри	1	1
1011	о самом	1	1
1012	оба они	1	1
1013	вера в	1	1
1014	но нет	1	1
1015	не значит	3	1
1016	в космосе	1	1
1017	одну эпоху	1	1
1018	с идеями	1	1
1019	совсем особое	1	1
1020	гуманистической культуры	1	1
1021	речи о	1	1
1022	наше время	4	1
1023	и культур	1	1
1024	красота и	1	1
1025	время но	1	1
1026	обоснования и	1	1
1027	от жизни	1	1
1028	он стремится	1	1
1029	на ее	1	1
1030	во власти	1	1
1031	для себя	1	1
1032	старым миром	1	1
1033	времени которое	1	1
1034	природе и	2	1
1035	очень сложное	1	1
1036	для борьбы	1	1
1037	нашего времени	2	1
1038	не погиб	2	1
1039	истории в	5	1
1040	к новой	1	1
1041	не ставит	2	1
1042	проходит через	1	1
1043	идут на	1	1
1044	она становится	1	1
1045	и ложь	1	1
1046	есть лишь	4	1
1047	над всей	1	1
1048	в россии	3	1
1049	и разложения	1	1
1050	если возможны	1	1
1051	и иерархии	1	1
1052	не знал	2	1
1053	как не	8	1
1054	техникой и	1	1
1055	мир который	1	1
1056	лишь те	1	1
1057	который и	1	1
1058	совсем иные	1	1
1059	попал в	1	1
1060	оно лишь	1	1
1061	мы переходим	1	1
1062	слова все	1	1
1063	чем думают	1	1
1064	не имеют	2	1
1065	она оказалась	1	1
1066	можно лишь	1	1
1067	путь которым	1	1
1068	смену эпох	1	1
1069	но под	1	1
1070	зависимости от	1	1
1071	культурной и	1	1
1072	и духовные	1	1
1073	весь смысл	1	1
1074	были людьми	1	1
1075	уносит в	3	1
1076	а во	1	1
1077	свободы в	2	1
1078	основанная на	1	1
1079	это я	1	1
1080	сферы культуры	3	1
1081	переворота и	1	1
1082	реального в	2	1
1083	неба и	1	1
1084	возможно было	1	1
1085	во внешней	1	1
1086	это тем	1	1
1087	человечества и	1	1
1088	эпоху и	1	1
1089	который можно	1	1
1090	нет надобности	1	1
1091	начало новой	1	1
1092	господствующей и	1	1
1093	жизни весь	1	1
1094	высшей степени	6	1
1095	для бога	1	1
1096	к свободному	1	1
1097	будущего все	1	1
1098	центром всей	1	1
1099	и прогрессивных	1	1
1100	обратиться к	1	1
1101	отдельное и	1	1
1102	сословия и	1	1
1103	церковь как	1	1
1104	типу в	1	1
1105	уже от	1	1
1106	как моя	1	1
1107	господствовали в	1	1
1108	за какие	1	1
1109	есть уже	1	1
1110	все понятия	1	1
1111	отказаться от	1	1
1112	особого типа	1	1
1113	а к	1	1
1114	общества в	1	1
1115	бытия и	1	1
1116	что такова	1	1
1117	люди создававшие	1	1
1118	всей нашей	1	1
1119	чтобы быть	1	1
1120	во имя	15	1
1121	не та	1	1
1122	бытия как	1	1
1123	но те	1	1
1124	еще до	2	1
1125	и просвещения	1	1
1126	истории эти	1	1
1127	том случае	1	1
1128	возникают не	1	1
1129	стремиться к	2	1
1130	она должна	1	1
1131	высшего и	1	1
1132	к духу	2	1
1133	средневековья к	1	1
1134	он пожирает	1	1
1135	века не	1	1
1136	средневековый человек	1	1
1137	этого конечно	1	1
1138	если взять	1	1
1139	в платоновском	1	1
1140	та или	1	1
1141	в категориях	2	1
1142	нужно признать	1	1
1143	в высшей	6	1
1144	и быть	1	1
1145	самом себе	1	1
1146	преображен в	1	1
1147	процесс в	1	1
1148	бытия в	2	1
1149	истории на	1	1
1150	другие времена	1	1
1151	в недра	1	1
