N	3gram	Losev_Dial	KulturaY
177	одной и той	4	2
178	мы имеем в	1	2
179	и всякой иной	1	2
180	что иное как	6	2
181	и с этой	3	2
182	что же такое	3	2
183	это потому что	1	2
184	ровно ничего не	8	2
185	свой смысл и	1	2
186	как и всякая	1	2
187	как одно из	1	1
188	оно не имеет	1	1
189	признаки по которым	1	1
190	оно превращается в	1	1
191	своей точки зрения	1	1
192	идти не о	1	1
193	имеет в виду	1	1
194	что говоря о	1	1
195	это и дает	1	1
196	только в силу	1	1
197	явление не есть	1	1
198	во-первых с точки	1	1
199	того кто его	1	1
200	на них он	1	1
201	точка зрения с	1	1
202	все эти факты	1	1
203	прежде всего от	3	1
204	самый факт этого	1	1
205	однако ясно что	1	1
206	том отношении что	1	1
207	я не хочу	1	1
208	том что если	1	1
209	к такому пониманию	1	1
210	принимая во внимание	1	1
211	не в этом	1	1
212	ничего не говорит	5	1
213	себя самого и	1	1
214	не есть явление	2	1
215	что эта необходимость	1	1
216	на том же	1	1
217	не значит еще	1	1
218	что оно не	1	1
219	только потому и	1	1
220	со своей точки	1	1
221	того или другого	3	1
222	если стать на	1	1
223	того что она	2	1
224	не значит что	2	1
225	не говорят не	1	1
226	это чувство было	1	1
227	для себя и	1	1
228	в коем случае	4	1
229	потому и возможно	1	1
230	и независимо от	1	1
231	чтобы не было	3	1
232	это не есть	3	1
233	крайней мере в	3	1
234	первом смысле не	1	1
235	и не предполагает	1	1
236	что в данном	1	1
237	и все это	1	1
238	идея как принцип	1	1
239	во что бы	1	1
240	в подлинном смысле	1	1
241	и после этого	1	1
242	не состоит из	1	1
243	я говорю о	2	1
244	т е таких	1	1
245	а кроме того	1	1
246	уже по одному	2	1
247	если бы я	1	1
248	говорю уже о	1	1
249	а что же	2	1
250	если так то	3	1
251	ничего не значат	3	1
252	а в особенности	1	1
253	ли сказать что	1	1
254	т д в	2	1
255	может быть также	1	1
256	ступени его развития	1	1
257	одна за другой	1	1
258	есть не что	3	1
259	не могло не	1	1
260	должны признать что	1	1
261	когда он является	1	1
262	ни в коем	4	1
263	если же вы	2	1
264	прежде всего некое	1	1
265	и в зависимости	1	1
266	легко заметить что	2	1
267	это конечно не	1	1
268	но может быть	1	1
269	когда говорят о	1	1
270	но так же	1	1
271	так то ясно	1	1
272	и даже в	1	1
273	точки зрения законов	1	1
274	нас в данном	1	1
275	который не может	1	1
276	но только в	1	1
277	просто указать на	1	1
278	не о том	1	1
279	смысл и свое	1	1
280	зависит прежде всего	1	1
281	том что в	1	1
282	в истории культуры	1	1
283	и никогда не	1	1
284	однако не только	1	1
285	и что такое	3	1
286	а то обстоятельство	1	1
287	если это так	1	1
288	таким образом есть	1	1
289	скажу только что	1	1
290	что нет ничего	2	1
291	то ясно что	3	1
292	не только не	7	1
293	он не умеет	1	1
294	в последнее время	2	1
295	то ни было	1	1
296	точки зрения чисто	2	1
297	по себе и	1	1
298	исходит из того	1	1
299	как идея как	1	1
300	чтобы она была	3	1
301	сомневаться не приходится	1	1
302	и вопрос о	1	1
303	то же самое	1	1
304	есть одна из	1	1
305	в этих последних	1	1
306	не претендует на	1	1
307	с тех пор	2	1
308	и говорить о	1	1
309	это так то	1	1
310	но что же	1	1
311	себе ничего не	1	1
312	в сущности и	2	1
313	и в вопросе	1	1
314	тех пор как	1	1
315	и пр это	2	1
316	но еще и	1	1
317	о нем можно	2	1
318	не о чем	1	1
319	то это значит	4	1
320	что он есть	4	1
321	для нас в	2	1
322	говорить как о	1	1
323	но это не	2	1
324	что для нас	1	1
325	и в этой	1	1
326	и не может	1	1
327	то ни стало	1	1
328	я думаю что	1	1
329	того что он	4	1
330	не хочу сказать	1	1
331	может и не	1	1
332	тут мы находим	1	1
333	бьют мимо цели	1	1
334	говорить о них	1	1
335	есть не более	1	1
336	на себя функции	3	1
337	еще не значит	1	1
338	но прежде всего	1	1
339	о них как	1	1
340	возможна и необходима	1	1
341	и вот почему	1	1
342	к этому понятию	1	1
343	вместе с ним	1	1
344	заключается вовсе не	1	1
345	что это есть	4	1
346	и что же?	1	1
347	заключается не в	1	1
348	как это часто	1	1
349	мы находим в	1	1
350	по себе ничего	1	1
351	ни о каких	1	1
352	на этом примере	1	1
353	это не мешает	1	1
354	не говорю уже	1	1
355	и является наиболее	1	1
356	мы говорим что	1	1
357	не есть нечто	3	1
358	почему? потому что	1	1
359	было бы в	1	1
360	как только мы	3	1
361	в чем же	2	1
362	так как мы	1	1
363	могут быть без	1	1
364	это не имеет	1	1
365	столько же сколько	1	1
366	то оно не	1	1
367	в это время	1	1
368	имеем в виду	1	1
369	как раз из	1	1
370	не может и	1	1
371	и в отношении	1	1
372	можно понимать как	2	1
373	потому что мне	1	1
374	ту или иную	1	1
375	сюда же относятся	1	1
376	как и в	3	1
377	решительно ничего не	1	1
378	ему все равно	1	1
379	же мы говорим	1	1
380	свидетельствует только о	1	1
381	факты и идеи	1	1
382	пр но для	1	1
383	есть в сущности	2	1
384	это не только	1	1
385	одному тому что	3	1
386	можно говорить лишь	1	1
387	я не мог	1	1
388	т д все	1	1
389	не есть вообще	2	1
390	связи с этим	1	1
391	можно только тогда	3	1
392	одна на другую	1	1
393	и может быть	1	1
394	можно ли сказать	1	1
395	то время как	6	1
396	так как будто	1	1
397	это во внимание	1	1
398	даже и на	1	1
399	не в силах	2	1
400	не имеет никакого	3	1
401	ни за что	1	1
402	на ту же	1	1
403	не было бы	1	1
404	что есть еще	1	1
405	на себе следы	1	1
406	данном случае в	1	1
407	этом отношении с	1	1
408	вовсе не есть	5	1
409	что бы то	1	1
410	и не претендует	1	1
411	если бы было	1	1
412	не стану приводить	1	1
413	в этом его	1	1
414	другой стороны в	1	1
415	но что это	3	1
416	и в частности	2	1
417	от всякого другого	5	1
418	в первом смысле	1	1
419	именно в этом	1	1
420	одно и то	2	1
421	т д словом	1	1
422	и все его	1	1
423	связанных между собою	1	1
424	да и то	1	1
425	по одному тому	3	1
426	в противоположность этому	1	1
427	раз из того	1	1
428	уже не просто	1	1
429	которые могут быть	1	1
430	та или иная	3	1
431	кроме того и	1	1
432	следовательно и в	1	1
433	так что в	2	1
434	есть прежде всего	4	1
435	было бы и	1	1
436	если он не	1	1
437	с самого начала	1	1
438	и то что	1	1
439	что это такое?	1	1
440	не зависит от	1	1
441	и при этом	2	1
442	есть таким образом	3	1
443	не более как	1	1
444	на своем месте	1	1
445	так же невозможно	2	1
446	не говорят ни	1	1
447	тому что она	1	1
448	не значат то	1	1
449	вообще во всем	1	1
450	представить себе что	1	1
451	самом деле есть	1	1
452	что учение о	2	1
453	на то как	1	1
454	что он дает	1	1
455	в том отношении	1	1
456	есть слово в	1	1
457	когда же мы	1	1
458	в каком-то смысле	1	1
459	и возможно что	1	1
460	брать на себя	1	1
461	то что они	1	1
462	и не только	5	1
463	если мы будем	1	1
464	из которых каждый	1	1
465	в виду что	2	1
466	них как о	1	1
467	и не надо	2	1
468	далеко не всегда	1	1
469	от них получает	1	1
470	мы не можем	2	1
471	и так как	1	1
472	он был бы	1	1
473	это было бы	3	1
