N	2gram	Bakhtin_fo	Tvorches
112	не столько	2	6
113	и как	12	6
114	хотя бы	2	6
115	одна из	3	6
116	его в	8	6
117	человек по	2	6
118	так что	4	6
119	и ее	4	6
120	героя в	1	6
121	своих героев	1	6
122	с ним	5	6
123	если бы	6	6
124	и все	10	6
125	приводит к	1	6
126	все эти	12	6
127	xx века	1	6
128	в бытовой	2	6
129	место в	4	6
130	более не	1	5
131	и другие	6	5
132	из всех	1	5
133	что человек	1	5
134	в них	11	5
135	что этот	1	5
136	с другой	4	5
137	приходит к	1	5
138	по отношению	3	5
139	в своем	8	5
140	в одной	2	5
141	во всей	3	5
142	из них	8	5
143	что они	3	5
144	на него	1	5
145	в ее	6	5
146	что и	5	5
147	не было	8	5
148	что не	3	5
149	в таком	4	5
150	я не	1	5
151	и это	5	5
152	и у	8	5
153	героя и	7	5
154	что это	1	5
155	т п	18	5
156	если не	3	5
157	между тем	1	5
158	с большой	3	5
159	дело не	1	5
160	значит что	2	5
161	на деле	1	5
162	та же	4	5
163	романа и	4	5
164	с этим	11	5
165	самим собой	2	5
166	не имеют	4	5
167	в истории	6	5
168	начиная с	1	5
169	до конца	5	5
170	в образе	8	5
171	том же	4	5
172	тот же	4	5
173	ничего не	9	5
174	из этой	1	5
175	мы не	4	5
176	в литературе	17	5
177	как у	2	5
178	бы не	1	5
179	в виде	1	5
180	но эта	5	5
181	в ту	1	5
182	всего романа	2	5
183	и по	5	5
184	но его	1	5
185	и других	5	5
186	это как	1	5
187	как он	4	5
188	отношению к	5	5
189	с этой	3	4
190	говорит о	1	4
191	о времени	2	4
192	с собой	2	4
193	на земле	2	4
194	тем что	4	4
195	роль в	12	4
196	так в	2	4
197	и отчасти	1	4
198	но эти	4	4
199	только на	3	4
200	говорить о	1	4
201	не вполне	1	4
202	самого начала	3	4
203	что все	4	4
204	точки зрения	14	4
205	это значит	3	4
206	мы видим	4	4
207	по преимуществу	4	4
208	и потому	4	4
209	с точки	9	4
210	однако этот	1	4
211	и через	1	4
212	стремится к	2	4
213	письма к	1	4
214	не знает	4	4
215	времени у	1	4
216	братья карамазовы	1	4
217	времени как	1	4
218	же как	2	4
219	так сказать	14	4
220	сих пор	4	4
221	не был	2	4
222	в каждом	2	4
223	тут же	1	4
224	к роману	1	4
225	личности и	2	4
226	в роман	6	4
227	романы достоевского	1	4
228	как это	2	4
229	и я	1	4
230	этот вопрос	1	4
231	ту же	4	4
232	но без	1	4
233	себя в	2	4
234	однако в	1	4
235	могут быть	7	4
236	и есть	3	4
237	романное время	1	4
238	до сих	4	4
239	в действии	1	4
240	утверждает что	2	4
241	с ними	1	4
242	сюжета и	2	4
243	героев и	5	4
244	в которых	4	4
245	перед нами	1	4
246	нет ничего	4	4
247	это и	1	4
248	его и	2	4
249	в основе	9	4
250	и более	3	4
251	сливается с	1	4
252	связана с	1	4
253	с чувством	1	4
254	на землю	2	4
255	времени и	10	4
256	при помощи	1	4
257	в отличие	3	4
258	той же	2	4
259	своей личности	1	4
260	того что	5	4
261	связан с	2	4
262	это был	1	4
263	он же	1	4
264	дело в	3	4
265	было в	2	4
266	о жизни	1	4
267	к жизни	2	4
268	античной трагедии	1	4
269	особенно в	3	4
270	с самого	3	4
271	он ни	2	4
272	отличие от	3	4
273	но он	4	4
274	в частности	11	4
275	еще в	1	4
276	далеко не	3	4
277	в xix	1	4
278	из жизни	1	4
279	действительной жизни	1	4
280	в плане	1	4
281	такой же	1	4
282	и наконец	6	4
283	что на	3	4
284	и к	4	3
285	от него	1	3
286	в настоящем	1	3
287	и мотивы	1	3
288	кроме того	7	3
289	в виду	5	3
290	другой стороны	1	3
291	во главе	1	3
292	но что	1	3
293	по себе	3	3
294	людей и	2	3
295	в средневековой	2	3
296	в жизни	6	3
297	к самому	1	3
298	ее по	3	3
299	но когда	2	3
300	только для	2	3
301	отличается от	1	3
302	к тому	6	3
303	во всяком	5	3
304	можно сказать	2	3
305	больше чем	1	3
306	не боится	2	3
307	в этот	5	3
308	особое место	2	3
309	как она	3	3
310	в одном	10	3
311	с другим	1	3
312	и еще	3	3
313	бога и	2	3
314	сказать что	4	3
315	главных героев	2	3
316	чувства времени	1	3
317	поступков и	1	3
318	то в	2	3
319	на протяжении	3	3
320	к человеку	1	3
321	собой в	1	3
322	к себе	8	3
323	время в	7	3
324	несмотря на	1	3
325	тому же	2	3
326	и человек	1	3
327	вторгается в	1	3
328	как по	2	3
329	для того	12	3
330	на себя	2	3
331	я и	1	3
332	себя как	1	3
333	герой в	2	3
334	романа мы	3	3
335	в себя	3	3
336	нового человека	1	3
337	действительности и	1	3
338	со всеми	4	3
339	и мир	1	3
340	на площади	4	3
341	человек как	1	3
342	на этом	2	3
343	говорил о	1	3
344	в философии	2	3
345	всяком случае	1	3
346	совсем не	4	3
347	идей и	1	3
348	и тем	1	3
349	но зато	1	3
350	должны быть	2	3
351	и что	1	3
352	для человека	1	3
353	как уже	3	3
354	даже не	2	3
355	оба они	1	3
356	его как	1	3
357	и др	13	3
358	человека как	1	3
359	его к	2	3
360	там где	4	3
361	от ее	1	3
362	гораздо более	1	3
363	в один	2	3
364	в искусстве	1	3
365	вплоть до	3	3
366	образом и	2	3
367	этой проблемы	2	3
368	если в	1	3
369	переходит в	1	3
370	его с	2	3
371	время у	1	3
372	живет в	1	3
373	был бы	3	3
374	для себя	8	3
375	ее и	1	3
376	сводится к	1	3
377	себе не	1	3
378	в процессе	4	3
379	подхода к	3	3
380	может не	1	3
381	никто не	2	3
382	да и	4	3
383	на берегу	1	3
384	времени он	2	3
385	не является	4	3
386	времени на	1	3
387	автора и	4	3
388	трагедии в	1	3
389	и тогда	1	3
390	в образах	1	3
391	в письмах	1	3
392	и до	7	3
393	и время	2	3
394	действия и	1	3
395	сами по	2	3
396	нет и	4	3
397	как мы	19	3
398	человек был	4	3
399	второй план	1	3
400	на этот	1	3
401	только с	1	3
402	друг друга	3	3
403	во времени	6	3
404	жизни не	3	3
405	человека но	1	3
406	жизни но	7	3
407	в любви	1	3
408	но на	4	3
409	что оно	1	3
410	и вот	2	3
411	он и	1	3
412	ее в	2	3
413	на самом	1	3
414	у нас	2	3
415	в русском	1	3
416	мы находим	2	3
417	не существует	1	3
418	или в	3	3
419	иного рода	1	3
420	в будущее	1	3
421	но уже	1	3
422	не по	1	3
423	в ней	4	3
424	важную роль	1	3
425	по этому	2	3
426	из этих	5	3
427	в него	2	3
428	и их	11	3
429	с ее	7	3
430	в начале	3	3
431	в другом	2	3
432	лишь в	8	3
433	отношение к	5	3
434	к ней	2	3
435	бы он	2	3
436	жизни и	12	3
437	в античной	1	3
438	в области	1	3
439	и только	3	3
440	к другим	1	3
441	заявил что	1	3
442	более того	4	3
443	они имеют	1	2
444	человек может	1	2
445	мы наблюдаем	2	2
446	все что	2	2
447	на эти	1	2
448	же и	2	2
449	и лишь	1	2
450	и имеет	3	2
451	он всегда	2	2
452	площади и	1	2
453	с самим	6	2
454	эта идея	1	2
455	этот момент	2	2
456	и рядом	2	2
457	время не	2	2
458	в результате	6	2
459	ясно что	2	2
460	раскрывается в	1	2
461	природа человека	1	2
462	и необходимости	1	2
463	героя как	1	2
464	относится и	1	2
465	жизни или	2	2
466	жизнь в	2	2
467	из нее	2	2
468	человек в	5	2
469	человека для	1	2
470	в построении	1	2
471	с тем	5	2
472	одном из	1	2
473	начинается с	2	2
474	их в	6	2
475	и очень	1	2
476	в одно	3	2
477	весь роман	2	2
478	характера а	1	2
479	его личной	1	2
480	для их	1	2
481	но мы	1	2
482	связанного с	1	2
483	и нет	2	2
484	всякого рода	3	2
485	и того	7	2
486	он изображает	1	2
487	во все	4	2
488	так начинается	1	2
489	в данном	4	2
490	не могли	3	2
491	которой он	3	2
492	он был	2	2
493	нас и	1	2
494	между вещами	3	2
495	входит в	3	2
496	имеет в	2	2
497	люди на	1	2
498	другом в	1	2
499	же у	1	2
500	к своей	2	2
501	из себя	1	2
502	на самоубийство	1	2
503	самого себя	1	2
504	свою очередь	1	2
505	в глаза	3	2
506	но этот	1	2
507	на ней	1	2
508	диккенса и	1	2
509	как на	2	2
510	в пространстве	10	2
511	однако эти	1	2
512	это отношение	1	2
513	романа становится	1	2
514	по поводу	1	2
515	о чем	4	2
516	точка зрения	4	2
517	того же	9	2
518	жизни с	2	2
519	жизнь и	4	2
520	во всех	13	2
521	не зная	2	2
522	в жертву	1	2
523	не противоречит	1	2
524	сосредоточенность на	1	2
525	почему бы	1	2
526	героев в	1	2
527	здесь нет	3	2
528	там нет	1	2
529	его характером	1	2
530	с одной	5	2
531	на том	1	2
532	в произведении	1	2
533	внимание на	2	2
534	на этих	1	2
535	с народом	1	2
536	как раз	13	2
537	души и	1	2
538	после этого	2	2
539	в качестве	6	2
540	в тот	1	2
541	с другими	3	2
542	это очень	1	2
543	у этого	1	2
544	этом романе	2	2
545	входят в	2	2
546	и притом	1	2
547	связи с	14	2
548	причем в	1	2
549	как его	3	2
550	xviii века	3	2
551	тому что	1	2
552	человек и	2	2
553	в связи	13	2
554	между прочим	1	2
555	рядом с	4	2
556	случайностей и	2	2
557	между собой	5	2
558	в двух	1	2
559	в эту	1	2
560	что как	1	2
561	европейской литературе	1	2
562	времени а	2	2
563	смысл и	1	2
564	но как	1	2
565	мы уже	17	2
566	когда я	2	2
567	города в	1	2
568	вырваться из	2	2
569	в быту	4	2
570	действующих лиц	1	2
571	для этой	1	2
572	и та	2	2
573	и является	2	2
574	в тех	1	2
575	себя на	1	2
576	но отнюдь	1	2
577	по своей	1	2
578	говорили что	1	2
579	на мир	1	2
580	было бы	2	2
581	отлична от	1	2
582	что ты	1	2
583	культуры и	1	2
584	что во	1	2
585	в беседе	1	2
586	протяжении всего	2	2
587	но прежде	1	2
588	в доме	1	2
589	процессы в	1	2
590	не значит	1	2
591	с которым	1	2
592	зато в	1	2
593	чаще всего	1	2
594	время он	1	2
595	бы ни	1	2
596	которые были	1	2
597	и тесно	1	2
598	а как	3	2
599	его можно	1	2
600	очень важным	1	2
601	дневник и	1	2
602	очень важно	1	2
603	и здесь	2	2
604	о своих	1	2
605	никого не	1	2
606	и свою	1	2
607	но за	1	2
608	жизни а	1	2
609	и должно	2	2
610	у другого	1	2
611	большую роль	4	2
612	была бы	2	2
613	и детально	1	2
614	любви или	1	2
615	человек с	2	2
616	в сущности	5	2
617	о которой	1	2
618	для них	3	2
619	отдельного человека	1	2
620	в отношении	5	2
621	ни в	9	2
622	и делает	1	2
623	и герои	1	2
624	не могут	4	2
625	здесь мы	4	2
626	мы понимаем	1	2
627	в целях	1	2
628	одновременно с	2	2
629	тоже не	1	2
630	уже говорили	6	2
631	этот тип	2	2
632	жизнь это	1	2
633	этот город	1	2
634	не знал	1	2
635	как о	1	2
636	это время	8	2
637	отчасти и	4	2
638	не имеет	5	2
639	говорили о	1	2
640	по самому	3	2
641	развития человечества	3	2
642	человека начинает	1	2
643	ни к	3	2
644	то он	1	2
645	родился в	1	2
646	где нет	1	2
647	своей собственной	3	2
648	наконец в	2	2
649	того чтобы	11	2
650	и поэтому	2	2
651	образ человека	7	2
652	героем и	1	2
653	и уже	4	2
654	что если	1	2
655	в романном	1	2
656	от других	1	2
657	числе и	4	2
658	через него	1	2
659	им в	1	2
660	характер в	2	2
661	видим в	1	2
662	за пределами	2	2
663	при изображении	4	2
664	точку зрения	3	2
665	в другое	1	2
666	в вечности	2	2
667	высшей степени	1	2
668	что ему	1	2
669	в прямом	1	2
670	значение в	5	2
671	мир в	6	2
672	данном случае	2	2
673	героев например	1	2
674	сам он	1	2
675	нас не	1	2
676	том числе	7	2
677	времени это	1	2
678	где он	2	2
679	биографии и	1	2
680	авантюрного романа	4	2
681	он как	1	2
682	образ и	1	2
683	в формах	1	2
684	во время	7	2
685	в честь	2	2
686	пространстве а	1	2
687	счастья в	1	2
688	с их	2	2
689	особое значение	2	2
690	в египте	1	2
691	жить только	1	2
692	непосредственно в	1	2
693	в таких	2	2
694	образом в	1	2
695	из форм	1	2
696	своей воле	1	2
697	в эпоху	5	2
698	в литературу	3	2
699	очень много	1	2
700	в стороне	2	2
701	не похож	3	2
702	мира а	1	2
703	или даже	1	2
704	этого романа	6	2
705	смерти в	3	2
706	не столь	2	2
707	и со	1	2
708	у романтиков	1	2
709	сталкивается с	1	2
710	путь к	1	2
711	должен быть	2	2
712	и вообще	3	2
713	без всякой	1	2
714	нуждается в	1	2
715	свою эпоху	1	2
716	ведь это	2	2
717	же это	1	2
718	она не	2	2
719	строится как	1	2
720	характера в	2	2
721	от всех	2	2
722	существуют в	1	2
723	романа это	1	2
724	в философском	1	2
725	но она	2	2
726	всех этих	9	2
727	человека с	1	2
728	самое время	3	2
729	пространства и	6	2
730	что можно	1	2
731	со своими	1	2
732	в большой	1	2
733	и о	1	2
734	роман и	1	2
735	в правом	1	2
736	в высшей	1	2
737	же в	6	2
738	и отношений	1	2
739	включает в	1	2
740	все более	2	2
741	надо было	1	2
742	конце концов	1	2
743	событий и	3	2
744	но для	2	2
745	есть не	4	2
746	мира в	6	2
747	не к	2	2
748	под свое	1	1
749	что было	6	1
750	как вдруг	1	1
751	был и	1	1
752	и составляет	1	1
753	его характеру	1	1
754	для всех	3	1
755	из многих	1	1
756	это тот	1	1
757	и своего	1	1
758	мы и	4	1
759	мира отсюда	1	1
760	ее основных	2	1
761	следуют друг	1	1
762	романа к	2	1
763	раскрытия характера	2	1
764	о будущем	1	1
765	себя по	1	1
766	с двух	1	1
767	к этой	1	1
768	героини и	1	1
769	и люди	1	1
770	с детства	1	1
771	есть прежде	1	1
772	вечности все	1	1
773	всей жизни	2	1
774	на огонь	2	1
775	вопросу о	3	1
776	романе а	1	1
777	резко отличает	1	1
778	глаза и	1	1
779	на второй	1	1
780	формы в	1	1
781	ссылаясь на	2	1
782	с необходимостью	2	1
783	она лишь	1	1
784	жизни есть	1	1
785	тем как	1	1
786	и прошлым	1	1
787	их жизни	1	1
788	жить и	1	1
789	четкостью и	1	1
790	и совсем	1	1
791	всем и	1	1
792	нас в	3	1
793	не являются	3	1
794	одно из	3	1
795	живут в	1	1
796	в кровь	1	1
797	тогда же	1	1
798	здесь необходимо	1	1
799	роман в	6	1
800	них совершенно	1	1
801	исторического процесса	2	1
802	с исторической	1	1
803	нами в	1	1
804	не бывает	1	1
805	и само	1	1
806	всей ее	1	1
807	вопрос об	2	1
808	мыслится как	2	1
809	человека человека	1	1
810	их не	2	1
811	люди и	1	1
812	катастрофа и	1	1
813	он утверждает	2	1
814	стороне от	1	1
815	но все	6	1
816	значения в	2	1
817	их приключения	1	1
818	образа была	1	1
819	равно как	4	1
820	из самых	3	1
821	что весь	1	1
822	почти ничего	1	1
823	или на	1	1
824	уже на	3	1
825	из всего	1	1
826	связанный со	1	1
827	реализм является	1	1
828	высокое и	1	1
829	и паоло	1	1
830	места и	1	1
831	более и	2	1
832	идея эта	1	1
833	золотом веке	2	1
834	имеет место	6	1
835	человека здесь	1	1
836	похож на	3	1
837	что по	1	1
838	автора к	1	1
839	у которого	1	1
840	позиция автора	1	1
841	выход из	2	1
842	борьбе и	1	1
843	проблемы но	1	1
844	но очень	2	1
845	дома и	1	1
846	его все	1	1
847	он произносит	1	1
848	что еще	1	1
849	же напротив	1	1
850	в изобилии	1	1
851	человеке и	1	1
852	один ряд	1	1
853	характер однако	1	1
854	время это	1	1
855	путем их	1	1
856	через три	1	1
857	в точном	3	1
858	он по	1	1
859	жизни на	2	1
860	и стал	2	1
861	нем нет	2	1
862	как только	1	1
863	искусство и	1	1
864	и легенд	1	1
865	и смерти	1	1
866	время с	1	1
867	эпизод с	1	1
868	его поступки	1	1
869	настоящее и	1	1
870	всего они	1	1
871	при всей	1	1
872	перестает быть	1	1
873	в аду	1	1
874	человека так	3	1
875	европейского романа	4	1
876	на этой	4	1
877	ее к	2	1
878	мире не	1	1
879	для еще	1	1
880	и такие	1	1
881	этой почве	1	1
882	вопрос о	2	1
883	замечательный пример	1	1
884	показано в	1	1
885	раз и	3	1
886	выражения этого	1	1
887	человека не	1	1
888	буря и	1	1
889	так для	1	1
890	не чувствует	1	1
891	еще живого	1	1
892	представления о	1	1
893	всего этого	3	1
894	греховной жизни	1	1
895	в моменты	1	1
896	одной стороны	3	1
897	и место	1	1
898	нам по	1	1
899	сущность человека	1	1
900	времени во	2	1
901	героя поэтому	1	1
902	миф о	1	1
903	роман с	1	1
904	можно условно	1	1
905	таким же	1	1
906	с помощью	5	1
907	их объективного	1	1
908	чтобы придать	1	1
909	между двумя	6	1
910	в апологии	1	1
911	одновременно он	1	1
912	но они	3	1
913	встречи с	2	1
914	желудка и	1	1
915	в различных	2	1
916	связь между	2	1
917	попытка раскрыть	1	1
918	изображается как	1	1
919	вещий сон	1	1
920	в смысле	5	1
921	и те	4	1
922	сил в	1	1
923	грубая и	1	1
924	глубину и	1	1
925	себе в	1	1
926	до того	1	1
927	самим героем	1	1
928	за другом	2	1
929	романе не	3	1
930	искусстве и	4	1
931	друг на	4	1
932	сила и	2	1
933	реализация метафоры	2	1
934	в прошлом	3	1
935	новый мир	1	1
936	этого мира	5	1
937	к ним	3	1
938	совершенно ясна	1	1
939	выйти на	1	1
940	еще нет	3	1
941	ее но	1	1
942	мифов и	1	1
943	жизни как	2	1
944	него не	1	1
945	для всей	1	1
946	она ни	3	1
947	мы говорим	1	1
948	важнейшие эпизоды	1	1
949	а только	2	1
950	обычно предполагают	1	1
951	в основу	3	1
952	такая же	1	1
953	построении образов	1	1
954	в нашем	3	1
955	характера служит	1	1
956	с этими	2	1
957	как я	1	1
958	есть по	1	1
959	нигде не	1	1
960	преимущественно в	1	1
961	логика логика	1	1
962	все без	1	1
963	есть только	2	1
964	отметим лишь	1	1
965	в помине	2	1
966	от них	1	1
967	эпоху возрождения	3	1
968	а мы	2	1
969	не события	1	1
970	начинает раскрываться	1	1
971	лишь один	2	1
972	новый тип	2	1
973	до них	1	1
974	ни даже	1	1
975	имел в	2	1
976	картину мира	5	1
977	что происходило	1	1
978	себе самом	1	1
979	и биографии	2	1
980	лишь там	1	1
981	время для	1	1
982	он имел	2	1
983	она имеет	1	1
984	для раскрытия	4	1
985	в самую	1	1
986	связан со	1	1
987	первой встрече	1	1
988	за свой	2	1
989	их же	1	1
990	к герою	1	1
991	него как	1	1
992	все его	7	1
993	социальной и	1	1
994	персидские письма	1	1
995	мы как	1	1
996	происходило в	1	1
997	а наоборот	1	1
998	от его	1	1
999	я тебя	1	1
1000	и всей	2	1
1001	жизни так	1	1
1002	и функции	1	1
1003	как средство	1	1
1004	конкретное и	1	1
1005	вообще а	1	1
1006	есть одно	1	1
1007	и вместе	1	1
1008	не лежит	1	1
1009	что уже	1	1
1010	первый раз	1	1
1011	вверх а	1	1
1012	над полем	1	1
1013	в разрезе	4	1
1014	проявляется в	1	1
1015	него самого	1	1
1016	связанный с	1	1
1017	изоляцию героя	1	1
1018	лучше чем	1	1
1019	и за	1	1
1020	в естественном	1	1
1021	и прямой	1	1
1022	на вечное	1	1
1023	и снова	1	1
1024	всегда является	1	1
1025	картине мира	1	1
1026	в европейской	1	1
1027	вводя в	1	1
1028	как можно	3	1
1029	века но	1	1
1030	жизни тем	1	1
1031	с раскрытием	1	1
1032	в самые	1	1
1033	чем в	3	1
1034	франчески и	1	1
1035	в будущем	1	1
1036	в несколько	1	1
1037	живет и	1	1
1038	и некоторые	1	1
1039	приобретает новый	1	1
1040	о золотом	1	1
1041	при анализе	1	1
1042	традиции у	1	1
1043	человек а	1	1
1044	сказал что	1	1
1045	всех его	2	1
1046	о собственных	1	1
1047	это мы	1	1
1048	романа а	1	1
1049	жизни очень	1	1
1050	полностью но	2	1
1051	в день	1	1
1052	дальнейшем мы	1	1
1053	и строится	1	1
1054	из уст	1	1
1055	успех у	1	1
1056	и хорошо	1	1
1057	мировой литературе	2	1
1058	слово и	1	1
1059	здесь же	2	1
1060	романе и	7	1
1061	как говорит	1	1
1062	характер и	8	1
1063	учение о	1	1
1064	с народной	1	1
1065	настоящим и	1	1
1066	лишь на	1	1
1067	без него	1	1
1068	между ними	5	1
1069	время как	5	1
1070	и героини	5	1
1071	большинстве случаев	2	1
1072	такие же	1	1
1073	всеми его	3	1
1074	и перед	1	1
1075	литературы с	1	1
1076	характер но	2	1
1077	и сверх	1	1
1078	основном вне	1	1
1079	уже давно	1	1
1080	свой счет	1	1
1081	и жизнь	1	1
1082	без которой	1	1
1083	о которых	1	1
1084	в последнем	3	1
1085	и следствия	1	1
1086	к вопросу	2	1
1087	романе в	8	1
1088	себе и	4	1
1089	романа наконец	1	1
1090	человек здесь	3	1
1091	жизни то	2	1
1092	на себе	1	1
1093	что их	1	1
1094	могло бы	1	1
1095	под влиянием	1	1
1096	в других	9	1
1097	ему удается	1	1
1098	в противоречии	1	1
1099	успеха в	1	1
1100	существенного значения	2	1
1101	той или	3	1
1102	я был	3	1
1103	глубокой и	1	1
1104	были в	2	1
1105	человек эта	1	1
1106	и силой	1	1
1107	видения и	4	1
1108	вошел в	1	1
1109	мы можем	2	1
1110	весь мир	3	1
1111	может жить	1	1
1112	того в	2	1
1113	от героев	1	1
1114	его судьбу	1	1
1115	для создания	1	1
1116	отличие его	1	1
1117	вообще в	1	1
1118	в париже	1	1
1119	для развития	1	1
1120	свои права	1	1
1121	они же	1	1
1122	человека он	1	1
1123	ведь в	1	1
1124	большой четкостью	1	1
1125	собой это	1	1
1126	это герои	1	1
1127	или во	1	1
1128	действие в	1	1
1129	такую большую	1	1
1130	на другой	2	1
1131	исключительное значение	1	1
1132	лишь что	2	1
1133	xvii века	2	1
1134	объясняется и	1	1
1135	на весь	1	1
1136	в случае	1	1
1137	и ограниченность	1	1
1138	и разнообразен	1	1
1139	характера это	1	1
1140	таким-то образом	1	1
1141	за ними	3	1
1142	хотя в	1	1
1143	это описание	1	1
1144	и роман	1	1
1145	в форме	5	1
1146	потребность в	1	1
1147	дело обстояло	1	1
1148	почти всегда	2	1
1149	бы уже	1	1
1150	важно лишь	1	1
1151	времен и	1	1
1152	также и	6	1
1153	и братья	1	1
1154	неразрывном единстве	1	1
1155	должны были	1	1
1156	времени но	2	1
1157	и пространство	1	1
1158	в иных	1	1
1159	она была	1	1
1160	их и	3	1
1161	характера его	1	1
1162	и несколько	2	1
1163	сказать по	1	1
1164	на некоторые	1	1
1165	и стремление	1	1
1166	другой день	2	1
1167	поэтому здесь	3	1
1168	контакт с	2	1
1169	с людьми	1	1
1170	это вовсе	1	1
1171	другие живут	1	1
1172	главным образом	1	1
1173	вера в	2	1
1174	образы и	1	1
1175	бы его	1	1
1176	при первой	1	1
1177	но нет	1	1
1178	это делает	1	1
1179	философские идеи	1	1
1180	всех сторон	2	1
1181	своих поступков	1	1
1182	событий но	1	1
1183	если они	2	1
1184	на место	1	1
1185	для сновидений	1	1
1186	неразрывно связана	1	1
1187	времени имеет	2	1
1188	это имеет	1	1
1189	речи о	1	1
1190	в последующем	6	1
1191	герои романа	1	1
1192	чтобы затем	2	1
1193	это лучше	1	1
1194	чтобы не	1	1
1195	в какой-то	4	1
1196	характера сама	1	1
1197	чем обычно	1	1
1198	до его	1	1
1199	одного и	6	1
1200	него это	1	1
1201	можно только	2	1
1202	на месте	1	1
1203	и ту	1	1
1204	в особенности	15	1
1205	сплошь и	2	1
1206	только я	2	1
1207	не делает	1	1
1208	мире и	3	1
1209	конечно о	1	1
1210	вальтера скотта	3	1
1211	основе этой	1	1
1212	роль играют	1	1
1213	то время	4	1
1214	поведение на	1	1
1215	и возможно	1	1
1216	характерная для	1	1
1217	по всем	3	1
1218	характерно для	2	1
1219	и романы	1	1
1220	втором плане	1	1
1221	время обладает	2	1
1222	он только	2	1
1223	кризис и	2	1
1224	оно было	3	1
1225	и мотивов	1	1
1226	можно назвать	2	1
1227	окружающий мир	1	1
1228	дан в	3	1
1229	и литературе	3	1
1230	природе и	1	1
1231	романа в	7	1
1232	эту жизнь	2	1
1233	здесь он	1	1
1234	он на	1	1
1235	самой жизни	1	1
1236	и романом	1	1
1237	святых и	1	1
1238	и выйти	1	1
1239	он действует	2	1
1240	разного рода	2	1
1241	его но	4	1
1242	к выводу	1	1
1243	единства времени	1	1
1244	достоевского преступление	1	1
1245	сложность и	2	1
1246	это есть	1	1
1247	он лишь	1	1
1248	функции в	1	1
1249	не на	4	1
1250	иначе если	1	1
1251	кости и	1	1
1252	их нужно	2	1
1253	и первый	1	1
1254	его образ	1	1
1255	всего нужно	2	1
1256	от их	1	1
1257	оно не	3	1
1258	одну и	1	1
1259	психологии и	1	1
1260	литературы но	1	1
1261	включается в	1	1
1262	герой сам	1	1
1263	и внутренне	1	1
1264	необходимо отметить	3	1
1265	с ней	1	1
1266	так называемый	2	1
1267	переплетается с	1	1
1268	более глубокой	2	1
1269	отдельные стороны	1	1
1270	это состояние	1	1
1271	пространство и	1	1
1272	от бога	1	1
1273	о своей	2	1
1274	в идеологической	1	1
1275	роман о	1	1
1276	и действительно	1	1
1277	к будущему	3	1
1278	на дорогу	1	1
1279	характер этого	1	1
1280	свой собственный	1	1
1281	и они	4	1
1282	очень важный	3	1
1283	как не	1	1
1284	по разным	1	1
1285	и так	2	1
1286	идет за	1	1
1287	необходимо предполагает	1	1
1288	человека на	1	1
1289	связанные с	5	1
1290	это само	1	1
1291	время становится	1	1
1292	в словах	1	1
1293	себя и	6	1
1294	и историчность	1	1
1295	в историческом	2	1
1296	при всех	1	1
1297	все другие	2	1
1298	этот образ	2	1
1299	вследствие этого	4	1
1300	с большей	2	1
1301	далек от	1	1
1302	этой метаморфозы	2	1
1303	нет в	2	1
