N	3gram	Bakhtin_sl	Problema
299	в своей книге	1	1
300	как один из	1	1
301	слова своего собеседника	1	1
302	в средние века	1	1
303	который состоит из	1	1
304	на один из	1	1
305	но все это	1	1
306	в узком смысле	13	1
307	требует также и	1	1
308	но и всякое	1	1
309	и все его	1	1
310	один и единственный	1	1
311	как бы ни	2	1
312	всех этих случаях	1	1
313	говорить так как	1	1
314	и в той	1	1
315	в соединении с	1	1
316	но именно в	1	1
317	что язык не	1	1
318	не в самом	1	1
319	мы ничего не	1	1
320	у него нет	2	1
321	тем или иным	1	1
322	от предмета изображения	1	1
323	и значение это	1	1
324	это только те	1	1
325	у тургенева и	1	1
326	до наших дней	1	1
327	языка и с	1	1
328	действительности все это	1	1
329	уходит своими корнями	2	1
330	и в значительной	1	1
331	конечно не только	1	1
332	здесь таким образом	1	1
333	обстоит дело с	1	1
334	произведение в целом	1	1
335	не только как	1	1
336	прежде всего в	1	1
337	и потому как	1	1
338	мы смотрим на	1	1
339	и связанные с	2	1
340	и нуждается в	1	1
341	несколько слов о	2	1
342	в одном своем	1	1
343	у него есть	1	1
344	хотя может быть	1	1
345	художественном образе его	1	1
346	то и в	1	1
347	как раз на	1	1
348	бы и не	1	1
349	вместе со всем	1	1
350	связанного с ним	1	1
351	но здесь это	1	1
352	которые не были	1	1
353	а не к	1	1
354	прямо сказать что	2	1
355	не только по	1	1
356	образ и в	1	1
357	до известной степени	3	1
358	и перестает быть	1	1
359	в одном из	1	1
360	только в условиях	1	1
361	же и в	1	1
362	сих пор не	2	1
363	понимание того что	1	1
364	можно прямо сказать	3	1
365	имеет дело со	1	1
366	но оно не	3	1
367	и во всех	2	1
368	каковы бы ни	1	1
369	относящихся сюда явлений	1	1
370	здесь одно и	1	1
371	утверждать что в	1	1
372	есть только в	1	1
373	так что они	1	1
374	его произведения не	1	1
375	слово со своим	1	1
376	только в предмете	1	1
377	себя в нем	3	1
378	его форму и	1	1
379	прямо и непосредственно	4	1
380	вовсе не может	1	1
381	языка как такового	1	1
382	в нем может	1	1
383	может быть не	1	1
384	в первом случае	2	1
385	мы можем сказать	1	1
386	настолько велико что	1	1
387	всех этих актов	1	1
388	здесь уже не	1	1
389	в нем так	1	1
390	всякой оглядки на	1	1
391	мы и можем	1	1
392	что они не	1	1
393	и как мы	1	1
394	лежащий в основе	1	1
395	не только о	2	1
396	таким образом даже	1	1
397	и сам в	1	1
398	как раз это	1	1
399	не могут быть	3	1
400	условия для ее	1	1
401	как в отношении	1	1
402	которые как бы	1	1
403	в скрытой форме	1	1
404	последние два дня	1	1
405	ни при каких	1	1
406	остановимся на анализе	1	1
407	то есть без	1	1
408	для нас здесь	1	1
409	том и в	2	1
410	точки зрения на	4	1
411	то же время	15	1
412	нисколько не уменьшается	1	1
413	в пространстве и	1	1
414	действительность но и	1	1
415	говорить здесь о	1	1
416	его об этом	1	1
417	могут быть и	4	1
418	и не все	1	1
419	друг друга и	1	1
420	поэтому прежде чем	1	1
421	рядом с собой	1	1
422	все сливается в	1	1
423	имеющая своей целью	1	1
424	подчеркнуть что в	1	1
425	от автора и	2	1
426	портрет дориана грея	1	1
427	между собой в	1	1
428	он не только	1	1
429	римской империи и	1	1
430	во всем его	1	1
431	отнюдь не исчерпывается	1	1
432	конечно далеко не	1	1
433	оно ни было	1	1
434	выйти за пределы	1	1
435	нет и ничего	1	1
436	в мировой литературе	2	1
437	особой точки зрения	1	1
438	и в отношении	1	1
439	слово во всех	1	1
440	и в них	2	1
441	ведь если нет	1	1
442	конечно не в	1	1
443	свою жизнь в	1	1
444	не менее очень	1	1
445	произносимых им слов	1	1
446	же время это	1	1
447	в точном смысле	1	1
448	необходимо иметь в	1	1
449	если она не	2	1
450	к людям и	1	1
451	до последнего времени	2	1
452	и его содержание	1	1
453	таких понятий как	1	1
454	своей и чужой	1	1
455	бы ни были	2	1
456	то есть они	1	1
457	по себе еще	1	1
458	в результате их	1	1
459	тогда когда это	1	1
460	как мог бы	1	1
461	его так сказать	2	1
462	еще далеко не	1	1
463	и в новое	2	1
464	только в истории	1	1
465	нем не только	1	1
466	своими корнями в	2	1
467	которые в той	1	1
468	как он сам	1	1
469	в свое время	1	1
470	предмета в его	1	1
471	мы понимаем не	1	1
472	от нас признания	1	1
473	во всех областях	4	1
474	или в другом	1	1
475	одной из возможных	1	1
476	в процессе своего	1	1
477	свой смысл и	1	1
478	всегда в той	3	1
479	можно говорить только	1	1
