N	2gram	Tiupa_Narr	Morfolog
133	и для	4	4
134	из них	4	4
135	но в	10	4
136	его самого	1	4
137	получает в	1	4
138	несмотря на	1	4
139	на самом	1	4
140	его в	1	4
141	случае не	1	4
142	встречается в	1	4
143	к этому	2	4
144	в то	9	4
145	мы уже	1	4
146	можно было	2	4
147	этот вопрос	1	4
148	могла бы	1	4
149	о его	3	4
150	то время	1	3
151	та же	2	3
152	в последнем	1	3
153	только что	4	3
154	с этой	3	3
155	что это	4	3
156	это уже	3	3
157	в сущности	2	3
158	одному из	1	3
159	ни в	1	3
160	этого момента	1	3
161	с собой	2	3
162	только в	23	3
163	здесь мы	1	3
164	время как	1	3
165	из двух	1	3
166	всего следует	1	3
167	или на	1	3
168	можно назвать	2	3
169	может существовать	1	3
170	но мы	1	3
171	на первый	1	3
172	первом случае	3	3
173	некоторые из	1	3
174	не существует	3	3
175	и что	1	3
176	для того	4	3
177	но эти	1	3
178	и тогда	2	3
179	или не	5	3
180	целый ряд	1	3
181	ее по	1	3
182	а во	5	3
183	в карты	1	3
184	состоит в	19	3
185	волшебной сказки	1	3
186	так например	1	3
187	же она	1	3
188	здесь не	4	3
189	с его	6	3
190	что при	1	3
191	к нему	5	3
192	бы то	1	3
193	то в	4	3
194	первый взгляд	1	3
195	не происходит	3	3
196	к герою	2	3
197	они не	3	3
198	благодаря этому	1	3
199	не слишком	1	3
200	того что	7	3
201	с просьбой	1	3
202	ее в	1	3
203	но как	3	3
204	у нас	4	3
205	это и	2	3
206	о герое	3	3
207	же можно	1	3
208	и есть	1	3
209	в виде	2	3
210	а на	2	3
211	как же	1	3
212	к чему	3	3
213	но для	5	3
214	а то	2	3
215	узнает о	1	3
216	в какой	2	3
217	большинстве случаев	1	3
218	даже не	1	3
219	это было	3	3
220	для героя	1	3
221	и у	4	3
222	вопроса о	1	3
223	том случае	1	3
224	героя и	4	3
225	то ни	1	3
226	если бы	9	3
227	вопрос как	1	3
228	друг друга	2	3
229	мы должны	1	3
230	и тем	9	3
231	не в	12	3
232	в которой	2	3
233	а по	2	3
234	в начале	4	3
235	в пределах	2	3
236	в большинстве	1	3
237	значение и	1	3
238	в этой	8	3
239	к ней	3	3
240	приводит к	2	3
241	мы будем	1	3
242	же в	6	3
243	на то	4	3
244	и его	12	3
245	и по	3	3
246	и только	2	3
247	означает что	1	3
248	в один	1	3
249	является в	1	2
250	а потому	2	2
251	если за	1	2
252	с героем	1	2
253	бы составить	1	2
254	должна быть	2	2
255	не с	1	2
256	отправку в	1	2
257	ситуации если	1	2
258	или просто	2	2
259	которое может	2	2
260	потому не	2	2
261	например с	1	2
262	случае он	2	2
263	лишь на	1	2
264	живет у	1	2
265	и тот	1	2
266	не на	1	2
267	оно не	4	2
268	в своих	2	2
269	более или	2	2
270	с этого	1	2
271	сказку в	1	2
272	например в	2	2
273	с тем	1	2
274	их в	4	2
275	обоих случаях	1	2
276	в которых	1	2
277	их за	1	2
278	не имеет	3	2
279	когда в	4	2
280	в итоге	4	2
281	роль в	4	2
282	в каком	1	2
283	во сне	4	2
284	к другому	2	2
285	не входит	1	2
286	у нее	8	2
287	во всяком	2	2
288	его и	2	2
289	можно сказать	11	2
290	о первичности	1	2
291	того как	1	2
292	в данном	17	2
293	сразу же	1	2
294	в основе	1	2
295	и более	2	2
296	вытекает из	1	2
297	что этот	1	2
298	что мы	2	2
299	нельзя было	1	2
300	в лесу	1	2
301	одной стороны	5	2
302	на друга	2	2
303	и иных	3	2
304	в другом	5	2
305	том как	3	2
306	к себе	11	2
307	особое место	4	2
308	точно так	2	2
309	в одном	5	2
310	в различных	1	2
311	и когда	3	2
312	от других	1	2
313	превращается в	2	2
314	тогда как	23	2
315	в обоих	4	2
316	действия и	1	2
317	в глаза	1	2
318	друг на	2	2
319	в данной	2	2
320	тем же	3	2
321	одной из	2	2
322	на этот	2	2
323	что она	3	2
324	он может	1	2
325	момент в	1	2
326	который в	2	2
327	что именно	2	2
328	появляется в	1	2
329	всяком случае	2	2
330	чем это	2	2
331	себя в	4	2
332	или другой	1	2
333	для него	8	2
334	не означает	1	2
335	в свое	1	2
336	ответ на	6	2
337	к различным	2	2
338	то они	3	2
339	ничем не	1	2
340	что иное	1	2
341	может не	1	2
342	данном случае	12	2
343	собой в	1	2
344	с одной	5	2
345	она в	3	2
346	ни было	1	2
347	этом отношении	5	2
348	их как	1	2
349	мальчик и	2	2
350	например может	1	2
351	для нас	2	2
352	все это	1	2
353	с другими	1	2
354	но с	1	2
355	не знает	2	2
356	исходит от	1	2
357	этого не	2	2
358	одним из	2	2
359	это еще	1	2
360	новое лицо	2	2
361	за которым	2	2
362	лишь с	1	2
363	дома в	1	2
364	также в	2	2
365	случаях когда	1	2
366	лиц не	1	2
367	у него	13	2
368	не от	1	2
369	по своему	3	2
370	героя из	2	2
371	в чем	3	2
372	или менее	2	2
373	это так	1	2
374	бы в	2	2
375	а потом	2	2
376	вопрос не	1	2
377	могли бы	1	2
378	обычно в	1	2
379	а с	2	2
380	идет по	2	2
381	героя к	2	2
382	случае если	1	2
383	и даже	4	2
384	она не	2	2
385	что ни	1	2
386	не по	5	2
387	дело не	3	2
388	дочь и	1	2
389	быть и	3	2
390	в частности	23	2
391	из этих	6	2
392	что эта	1	2
393	тем и	1	2
394	встреча с	1	2
395	функции могут	1	2
396	в нее	2	2
397	как то	1	2
398	себя за	1	2
399	функции не	1	2
400	из его	1	2
401	однако в	4	2
402	ее из	2	2
403	как за	1	2
404	если они	1	2
405	как будто	4	2
406	в начальной	1	2
407	однако все	1	2
408	если она	3	2
409	но они	4	2
410	хотя они	1	2
411	в одну	1	2
412	иное как	1	2
413	во второй	2	2
414	в той	4	1
415	и брак	1	1
416	в особенности	2	1
417	он входит	1	1
418	во всем	1	1
419	это на	1	1
420	однако и	5	1
421	все что	4	1
422	для всех	1	1
423	до сих	3	1
424	еще раз	3	1
425	действий героя	1	1
426	или цепь	1	1
427	и на	5	1
428	как с	1	1
429	в рассказе	10	1
430	и точной	1	1
431	в момент	1	1
432	рассказ о	1	1
433	которые не	1	1
434	другой а	1	1
435	за исключением	1	1
436	он только	1	1
437	выше но	1	1
438	на ее	2	1
439	красоте и	1	1
440	своих героев	2	1
441	дело с	4	1
442	при этом	31	1
443	даже в	1	1
444	это невозможно	1	1
445	братьев и	1	1
446	уже знаем	1	1
447	непонятно почему	1	1
448	тем как	1	1
449	служит в	1	1
450	привести к	1	1
451	хотя о	1	1
452	которые по	1	1
453	но ведь	1	1
454	может состоять	1	1
455	будет сказано	1	1
456	не являются	2	1
457	четкий и	1	1
458	а есть	1	1
459	одно из	2	1
460	своей дочерью	1	1
461	не столько	2	1
462	персонажа и	4	1
463	и делает	1	1
464	это одна	1	1
465	то не	1	1
466	собой следующий	1	1
467	и создает	1	1
468	полное забвение	1	1
469	сидит в	1	1
470	он лишь	1	1
471	за это	1	1
472	персонажей при	1	1
473	со всеми	3	1
474	как было	1	1
475	этим объясняется	1	1
476	чтобы в	1	1
477	если не	4	1
478	этой точки	1	1
479	по пути	1	1
480	он имеет	1	1
481	вместо того	1	1
482	на свой	1	1
483	до этого	1	1
484	я за	1	1
485	и с	3	1
486	однако что	1	1
487	которым он	1	1
488	лет в	1	1
489	от текста	1	1
490	знаки и	1	1
491	и все	7	1
492	мысль о	1	1
493	о случившемся	1	1
494	еще в	4	1
495	ведь для	1	1
496	в саду	1	1
497	обращается к	3	1
498	именно в	5	1
499	ведет к	3	1
500	лишь к	1	1
501	принадлежат к	1	1
502	том или	1	1
503	затем следует	1	1
504	отношения к	1	1
505	также не	2	1
506	исходной ситуации	4	1
507	действие может	1	1
508	герои с	2	1
509	как не	1	1
510	с ними	5	1
511	а именно	2	1
512	это время	1	1
513	в своей	8	1
514	которые могут	2	1
515	одновременно и	1	1
516	на эту	1	1
517	это бывает	1	1
518	лица в	1	1
519	бы не	1	1
520	есть на	1	1
521	ли он	2	1
522	ключом к	1	1
523	о котором	4	1
524	не думал	1	1
525	в следующей	3	1
526	всей своей	1	1
527	которая не	3	1
528	здесь нет	1	1
529	словами и	1	1
530	не смог	1	1
531	оговорить что	1	1
532	и нет	1	1
533	к текстам	1	1
534	решительно все	1	1
535	все они	1	1
536	как один	1	1
537	его мать	1	1
538	бросается в	1	1
539	еще и	1	1
540	совершенно не	1	1
541	ситуации в	3	1
542	во все	1	1
543	к этой	1	1
544	в главе	1	1
545	собственно говоря	3	1
546	в котором	3	1
547	которые мы	1	1
548	событий конечно	1	1
549	связаны между	1	1
550	по тем	1	1
551	герой сказки	1	1
552	вспомним что	1	1
553	поскольку это	1	1
554	говорить не	1	1
555	в свою	4	1
556	легко но	1	1
557	но во	1	1
558	это все	1	1
559	это его	1	1
560	но то	1	1
561	решается на	1	1
562	он является	4	1
563	из земли	1	1
564	функций по	1	1
565	во многих	1	1
566	каждый в	1	1
567	жениться на	1	1
568	в новой	1	1
569	к своей	2	1
570	после смерти	2	1
571	уже было	1	1
572	этой связи	1	1
573	что любой	1	1
574	с помощью	2	1
575	для нее	2	1
576	между двумя	6	1
577	может входить	1	1
578	именно на	1	1
579	только на	4	1
580	смысл который	1	1
581	вступает в	2	1
582	правда и	1	1
583	имеем две	1	1
584	втором случае	1	1
585	е годы	2	1
586	на основании	1	1
587	образом что	1	1
588	и исчезает	1	1
589	тому или	1	1
590	не будет	2	1
591	и до	1	1
592	не вполне	3	1
593	можно ли	1	1
594	что ее	1	1
595	же время	7	1
596	новых лиц	1	1
597	свою очередь	2	1
598	под которым	1	1
599	им в	1	1
600	же самое	3	1
601	как первые	1	1
602	впоследствии может	1	1
603	с другим	2	1
604	и три	1	1
605	известной степени	1	1
606	о ситуации	1	1
607	может послужить	1	1
608	этим создается	1	1
609	как на	2	1
610	из наиболее	6	1
611	позволил бы	1	1
612	одно и	2	1
613	не совсем	1	1
614	отношение к	2	1
615	к двум	2	1
616	не как	1	1
617	она может	2	1
618	мог бы	1	1
619	причина этого	1	1
620	такая же	1	1
621	что я	4	1
622	характера и	3	1
623	уходят на	1	1
624	героев для	1	1
625	то она	1	1
626	сказано ниже	1	1
627	видов не	1	1
628	форме рассказа	1	1
629	и моральной	1	1
630	волшебный помощник	1	1
631	как во	1	1
632	деле в	1	1
633	до известной	1	1
634	и отдельные	1	1
635	он сам	4	1
636	также является	2	1
637	в противном	1	1
638	он живет	1	1
639	это сделать	2	1
640	что даже	1	1
641	друг с	1	1
642	детей в	2	1
643	в первой	3	1
644	о чем	6	1
645	она есть	1	1
646	а для	4	1
647	мы еще	1	1
648	они могут	2	1
649	собой то	1	1
650	только о	1	1
651	имеется довольно	1	1
652	в ее	4	1
653	действия или	1	1
654	тот же	1	1
655	не то	1	1
656	это обычно	1	1
657	указанием на	1	1
658	образом такая	1	1
659	для самостоятельного	1	1
660	героя при	1	1
661	об их	1	1
662	как к	3	1
663	нему в	1	1
664	и то	3	1
665	деление на	1	1
666	постольку поскольку	1	1
667	в себе	14	1
668	но на	1	1
669	ему в	2	1
670	см гл	1	1
671	чрезвычайно многообразна	1	1
672	думает о	1	1
673	это будет	1	1
674	указать на	1	1
675	должно быть	1	1
676	и уж	1	1
677	в первый	1	1
678	и вот	2	1
679	следует сказать	1	1
680	в его	12	1
681	он как	1	1
682	первый раз	2	1
683	помощник или	1	1
684	всего мира	1	1
685	прилагаться к	1	1
686	внешний облик	1	1
687	первой в	1	1
688	бы на	1	1
689	который можно	1	1
690	как раз	9	1
691	в формах	2	1
692	о нем	5	1
693	что с	2	1
694	он идет	2	1
695	и сама	2	1
696	где он	1	1
697	в полном	1	1
698	что каждый	1	1
699	нет это	1	1
700	стремится к	1	1
701	слова а	1	1
702	последний случай	1	1
703	таком случае	1	1
704	что все	1	1
705	на нескольких	1	1
706	и братьев	1	1
707	в их	1	1
708	видим не	1	1
709	некоторой ситуации	1	1
710	в церковь	1	1
711	видит в	3	1
712	в рамках	6	1
713	не бытовая	1	1
714	и притом	3	1
715	зависеть от	1	1
716	материал для	1	1
717	или иной	6	1
718	от тех	1	1
719	рассказа как	1	1
720	как по	2	1
721	героя с	2	1
722	и где	1	1
723	в виду	2	1
724	что за	1	1
725	дело в	2	1
726	но впоследствии	1	1
727	что не	2	1
728	как нечто	1	1
729	со двора	1	1
730	о жизни	2	1
731	много лет	1	1
732	в таком	4	1
733	могут прилагаться	1	1
734	и своего	1	1
735	что вполне	1	1
736	как некоторой	1	1
737	будет зависеть	1	1
738	между ними	3	1
739	нас к	1	1
740	и она	1	1
741	есть в	1	1
742	но по	1	1
743	по ее	1	1
744	на ковре	1	1
745	для героев	1	1
746	в мире	8	1
747	так в	4	1
748	противном случае	1	1
749	глаза что	1	1
750	в последовательности	1	1
751	на одном	2	1
752	и со	1	1
753	остановимся на	1	1
754	уже давно	1	1
755	со своей	3	1
756	по его	3	1
757	эпизод в	1	1
758	все подробности	1	1
759	сходным образом	1	1
760	нисколько не	1	1
761	сохраняется и	1	1
762	лишь для	1	1
763	точек зрения	2	1
764	с другом	1	1
765	из одного	1	1
766	например как	1	1
767	по характеру	1	1
768	церковь и	1	1
769	а он	1	1
770	чего в	1	1
771	могло бы	3	1
772	сих пор	3	1
773	как все	2	1
774	и вообще	1	1
775	как результат	1	1
776	той или	7	1
777	мать и	3	1
778	я был	1	1
779	кто лучше	1	1
780	этих двух	2	1
781	всех видов	1	1
782	в русской	3	1
783	они все	1	1
784	читателя в	4	1
785	предположить что	1	1
786	откуда они	1	1
787	того или	3	1
788	о себе	2	1
789	может иметь	1	1
790	вошел в	1	1
791	более чем	2	1
792	субъективно оно	1	1
793	превращаясь в	1	1
794	же с	1	1
795	тут и	1	1
796	могут служить	2	1
797	отличие от	6	1
798	данный момент	1	1
799	и героев	1	1
800	более общих	1	1
801	он ничего	1	1
802	данное понятие	1	1
803	при отсутствии	2	1
804	может идти	1	1
805	их возраст	1	1
806	отдельные детали	1	1
807	и животным	1	1
808	от самого	1	1
809	на другой	6	1
810	одну из	1	1
811	в течение	1	1
812	уже только	1	1
813	но он	2	1
814	после ухода	1	1
815	обстоит дело	1	1
816	самому себе	1	1
817	отношение между	1	1
818	он обращается	1	1
819	так что	1	1
820	не более	1	1
821	его реакции	1	1
822	остается на	1	1
823	на которых	1	1
824	является его	2	1
825	характера если	1	1
826	на другое	1	1
827	это по	1	1
828	что касается	3	1
829	его не	1	1
830	но она	1	1
831	реакции на	1	1
832	не приходится	1	1
833	как он	3	1
834	часто не	3	1
835	оказывается что	1	1
836	героя его	1	1
837	конечно в	1	1
838	у кого	1	1
839	иметь в	1	1
840	за спиной	1	1
841	в нашей	1	1
842	это то	1	1
843	герои часто	1	1
844	сомневаться в	2	1
845	чем является	1	1
846	в самостоятельный	1	1
847	у которого	1	1
848	если только	1	1
849	отделаться от	1	1
850	быть не	3	1
851	не говорится	1	1
852	в тексте	17	1
853	состоят в	2	1
854	в плане	1	1
855	точку зрения	3	1
856	действующего лица	1	1
857	и каждый	1	1
858	и много	1	1
859	говорилось выше	3	1
860	на других	1	1
861	все содержание	1	1
862	русской в	1	1
863	это делает	1	1
864	этом и	5	1
865	них не	1	1
866	иных форм	1	1
867	быть определено	1	1
868	целая система	1	1
869	иначе но	1	1
870	это означает	2	1
871	чему мы	1	1
872	в голову	1	1
873	теми же	1	1
874	ей не	1	1
875	в силу	5	1
876	здесь также	1	1
877	является непосредственным	1	1
878	и устанавливая	1	1
879	делает и	1	1
880	в области	4	1
881	его к	1	1
882	один и	2	1
883	является ли	1	1
884	ли в	2	1
885	надо было	1	1
886	i и	1	1
887	ведь и	1	1
888	не удалось	1	1
889	в него	2	1
890	его можно	1	1
891	с ее	3	1
892	было сделано	1	1
893	случае это	1	1
894	он был	1	1
895	простейший пример	1	1
896	дело обстоит	1	1
897	и совершенно	1	1
898	здесь следует	1	1
899	или точнее	1	1
900	в лице	1	1
901	невозможно да	1	1
902	до его	1	1
903	текста на	1	1
904	не можем	2	1
905	и наконец	2	1
906	вплоть до	5	1
907	в е	3	1
908	может или	1	1
909	он первый	1	1
910	персонажей как	1	1
911	как возвращение	1	1
912	другой более	1	1
913	когда перед	1	1
914	нечто иное	1	1
