N	2gram	Potebnia_M	EvropaiC
530	никакого понятия	1	1
531	друг в	1	1
532	за ним	4	1
533	положение что	2	1
534	говоря уже	1	1
535	то увидим	1	1
536	она и	1	1
537	гораздо сложнее	1	1
538	менее в	1	1
539	и должны	1	1
540	же и	3	1
541	когда два	1	1
542	будет относиться	1	1
543	душевная жизнь	1	1
544	разница только	1	1
545	составные части	1	1
546	не во	1	1
547	похожи на	1	1
548	что слова	1	1
549	но из	1	1
550	пришла к	1	1
551	если в	2	1
552	его состоит	1	1
553	свидетельствует о	1	1
554	ее на	1	1
555	чем сильнее	1	1
556	того как	10	1
557	нас не	1	1
558	и самому	1	1
559	зависит от	7	1
560	с и	3	1
561	в первое	2	1
562	уже в	10	1
563	мы не	17	1
564	наших глазах	2	1
565	но еще	1	1
566	с такой	1	1
567	время в	3	1
568	своей деятельности	1	1
569	народа о	1	1
570	что я	5	1
571	оно было	1	1
572	случае мы	1	1
573	прогресса но	1	1
574	еще более	1	1
575	который ему	2	1
576	заключают в	1	1
577	была бы	5	1
578	тогда и	3	1
579	эта идея	1	1
580	будет не	2	1
581	а у	1	1
582	то для	2	1
583	силы на	1	1
584	или с	2	1
585	этой мысли	2	1
586	указание на	2	1
587	заключающие в	1	1
588	в своей	2	1
589	тот который	1	1
590	или нет	1	1
591	в корне	1	1
592	в ее	3	1
593	стало бы	1	1
594	никак не	3	1
595	будет ли	3	1
596	мысли и	8	1
597	каждом шагу	1	1
598	что так	1	1
599	меньшей интенсивности	1	1
600	состоящее в	1	1
601	все только	1	1
602	что такое	2	1
603	ее в	2	1
604	в область	1	1
605	зависит не	1	1
606	с не	2	1
607	и сама	2	1
608	может показаться	1	1
609	пор еще	1	1
610	могут лишь	1	1
611	потому не	1	1
612	все свое	1	1
613	в человеке	4	1
614	в тот	1	1
615	возможным только	1	1
616	чтобы каждый	1	1
617	нашу мысль	1	1
618	остается при	1	1
619	со своим	2	1
620	в прошлом	1	1
621	к сознанию	4	1
622	принять их	1	1
623	на которой	4	1
624	из своих	1	1
625	что каждый	1	1
626	трудно но	1	1
627	это противоречило	1	1
628	с другими	9	1
629	это слово	6	1
630	его сознании	1	1
631	то не	3	1
632	а все	1	1
633	смысле этого	9	1
634	принуждены будем	1	1
635	как нечто	3	1
636	другую то	1	1
637	то найдем	1	1
638	быть может	7	1
639	о ее	1	1
640	и художественное	1	1
641	некоторые из	1	1
642	себе никаких	1	1
643	бы при	2	1
644	основана на	1	1
645	с другим	2	1
646	же самые	1	1
647	все черты	2	1
648	как с	1	1
649	котором мы	2	1
650	от своих	4	1
651	однако не	1	1
652	в самые	1	1
653	все от	1	1
654	оставаясь вполне	1	1
655	например при	2	1
656	как же	1	1
657	и притом	3	1
658	без всяких	1	1
659	и многие	3	1
660	которые все	1	1
661	мы поймем	1	1
662	дальнейшему развитию	1	1
663	во-первых потому	1	1
664	отказаться от	2	1
665	здесь мы	1	1
666	ее из	1	1
667	на разных	2	1
668	отличаются от	1	1
669	в порядок	1	1
670	в первом	5	1
671	этого не	3	1
672	ее от	2	1
673	когда оно	3	1
674	умственной жизни	1	1
675	с такими	1	1
676	определить где	1	1
677	ее с	2	1
678	каждое его	1	1
679	самые разнообразные	1	1
680	определить место	1	1
681	найдем что	1	1
682	но совершенно	1	1
683	с какого	1	1
684	который как	1	1
685	во многих	3	1
686	ему самому	3	1
687	дело в	1	1
688	мысль о	12	1
689	раз навсегда	1	1
690	одно то	1	1
691	не противоречит	1	1
692	и эта	2	1
693	а но	1	1
694	развития в	2	1
695	и будут	1	1
696	тем что	13	1
697	за тем	3	1
698	и другое	3	1
699	а то	2	1
700	этого я	1	1
701	из всего	1	1
702	чего будет	1	1
703	проч но	1	1
704	конечно такое	1	1
705	какой именно	1	1
706	очень быстро	1	1
707	силу не	2	1
708	же будет	1	1
709	я и	3	1
710	принадлежат к	1	1
711	бы все	1	1
712	смотря по	2	1
713	например в	9	1
714	нее только	1	1
715	более что	1	1
716	отношения к	2	1
717	мы получаем	1	1
718	и другим	2	1
719	и должен	1	1
720	слов как	2	1
721	факт не	1	1
722	этом последнем	2	1
723	на другую	1	1
724	с d	3	1
725	и как	8	1
726	состав его	1	1
727	его душе	1	1
728	как о	3	1
729	и такая	1	1
730	явления именно	1	1
731	и иметь	1	1
732	но он	3	1
733	к его	2	1
734	есть нечто	6	1
735	время как	3	1
736	от чего	1	1
737	на стороне	2	1
738	может только	1	1
739	виде в	1	1
740	а именно	1	1
741	приняли за	1	1
742	рядом с	2	1
743	уже о	1	1
744	без которого	2	1
745	стремления к	1	1
746	на эту	1	1
747	уже одно	1	1
748	как в	17	1
749	а над	1	1
750	нужно чтобы	1	1
751	стремление к	1	1
752	жизни в	1	1
753	меня так	1	1
754	так в	4	1
755	что ни	3	1
756	убеждения что	2	1
757	состоянии в	1	1
758	а эта	1	1
759	правда не	1	1
760	к своему	3	1
761	что между	2	1
762	от этого	2	1
763	мы только	2	1
764	только для	3	1
765	зависят от	2	1
766	выше ее	1	1
767	и со	1	1
768	если я	1	1
769	а рядом	1	1
770	и я	3	1
771	бы не	6	1
772	на всем	1	1
773	что во-первых	1	1
774	других племен	1	1
775	да и	2	1
776	предположим что	2	1
777	с постоянным	1	1
778	тождественно с	1	1
779	более сложные	2	1
780	же после	1	1
781	собою в	1	1
782	и следовательно	3	1
783	это было	3	1
784	более близкие	1	1
785	языка то	1	1
786	со стороны	4	1
787	идеи и	2	1
788	на его	4	1
789	за нею	1	1
790	себе и	1	1
791	знает что	1	1
792	людьми и	1	1
793	друга что	1	1
794	среди других	1	1
795	всей своей	1	1
796	группу лиц	1	1
797	всего предшествующего	1	1
798	ребенком в	1	1
799	но мы	3	1
800	художественное произведение	6	1
801	сделать из	1	1
802	и таким	1	1
803	деле есть	1	1
804	в других	3	1
805	уже не	11	1
806	проч в	1	1
807	и относится	1	1
808	не заключающие	1	1
809	другой но	1	1
810	не имели	2	1
811	то эти	1	1
812	по крайней	8	1
813	относиться к	2	1
814	перед нами	3	1
815	все члены	1	1
816	и другого	2	1
817	который и	1	1
818	при сравнении	1	1
819	а потом	2	1
820	на место	1	1
821	первый взгляд	1	1
822	его к	2	1
823	иметь в	2	1
824	стоит и	1	1
825	уже сказали	1	1
826	к одному	7	1
827	в каждом	6	1
828	нет ничего	2	1
829	ли они	1	1
830	не говоря	3	1
831	какое содержание	1	1
832	перестает быть	5	1
833	к представлению	2	1
834	без изменений	1	1
835	общий тон	1	1
836	тем в	1	1
837	совершеннее и	1	1
838	мысли действительно	1	1
839	и оставаться	1	1
840	это и	2	1
841	еще и	1	1
842	необходимое условие	1	1
843	что немецкое	1	1
844	наука в	1	1
845	с взрослым	1	1
846	искать в	1	1
847	образом все	1	1
848	не пришло	1	1
849	всем этом	1	1
850	все остальное	1	1
851	если признать	1	1
852	не является	1	1
853	и эти	1	1
854	к дальнейшему	1	1
855	только к	1	1
856	за то	1	1
857	нельзя сделать	1	1
858	больше чем	1	1
859	вытекает из	2	1
860	значительный запас	1	1
861	с самого	1	1
862	образом мы	1	1
863	после этого	1	1
864	для развития	3	1
865	а если	1	1
866	то это	9	1
867	людей и	2	1
868	ее он	1	1
869	стороны но	2	1
870	можно считать	1	1
871	бы с	1	1
872	что поэтому	2	1
873	что этот	2	1
874	смотрели на	1	1
875	тем мы	1	1
876	а его	1	1
877	видим что	1	1
878	эти понятия	1	1
879	которую мы	1	1
880	предполагает что	4	1
881	уже так	1	1
882	можем не	2	1
883	не полное	1	1
884	возьмем например	1	1
885	что каждое	2	1
886	можем определить	1	1
887	которые однако	1	1
888	одно целое	3	1
889	и даже	3	1
890	сам не	1	1
891	и люди	1	1
892	многих из	1	1
893	быть сомнения	1	1
894	все остальные	3	1
895	при непосредственном	1	1
896	на той	2	1
897	и между	4	1
898	такие люди	1	1
899	не могу	1	1
900	но при	1	1
901	и каждое	2	1
902	эти слова	2	1
903	материал но	1	1
904	и вот	1	1
905	входит в	3	1
906	на котором	4	1
907	есть одно	2	1
908	еще дальше	1	1
909	нет но	1	1
910	а от	2	1
911	жизни из	1	1
912	даже эта	1	1
913	совсем не	2	1
914	нас вопроса	1	1
915	образом должно	1	1
916	или не	3	1
917	по этой	1	1
918	мы всегда	1	1
919	нельзя не	1	1
920	не быть	1	1
921	само собою	1	1
922	и другой	1	1
923	на два	1	1
924	вызывает в	2	1
925	а может	2	1
926	еще менее	1	1
927	или может	1	1
928	двух других	1	1
929	наша собственная	1	1
930	из его	1	1
931	и b	1	1
932	с большим	1	1
933	как из	1	1
934	той ступени	1	1
935	что сказанное	2	1
936	совершенно от	1	1
937	действительно так	1	1
938	окажется что	1	1
939	единство и	2	1
940	кажется что	3	1
941	от всех	1	1
942	и различие	1	1
943	с которой	2	1
944	развития и	1	1
945	есть всегда	1	1
946	должна была	1	1
947	если так	1	1
948	была самая	1	1
949	как сам	1	1
950	которой он	1	1
951	с объективной	1	1
952	в европейце	1	1
953	к такой	1	1
954	об отношении	5	1
955	увидим что	2	1
956	то ее	1	1
957	только на	4	1
958	а во-вторых	1	1
959	часть его	2	1
960	таким путем	2	1
961	два различных	1	1
962	вежливость и	1	1
963	одно и	7	1
964	себе на	1	1
965	не были	4	1
966	и та	5	1
967	в науке	3	1
968	свою историю	1	1
969	точно так	15	1
970	такого что	1	1
971	видеть что	2	1
972	над другими	1	1
973	в различных	2	1
974	на пути	2	1
975	не могла	2	1
976	связь между	6	1
977	приходит к	1	1
978	возможен только	1	1
979	человечества не	1	1
980	еще для	1	1
981	и наиболее	1	1
982	на основании	1	1
983	каждый раз	3	1
984	есть лишь	1	1
985	тем и	5	1
986	через b	1	1
987	говоря о	5	1
988	в нашей	1	1
989	и хотя	3	1
990	согласно с	4	1
991	для восстановления	1	1
992	нас с	1	1
993	этой стороны	2	1
994	взгляда на	1	1
995	и затем	3	1
996	что такая	1	1
997	а только	7	1
998	чтобы их	1	1
999	что ее	1	1
1000	как оно	2	1
1001	можно найти	1	1
1002	лишь как	1	1
1003	можно было	1	1
1004	что когда	1	1
1005	них что	1	1
1006	себя от	2	1
1007	с понятием	3	1
1008	еще один	1	1
1009	значит для	1	1
1010	этому поводу	1	1
1011	основанных на	1	1
1012	на первых	2	1
1013	так называемых	3	1
1014	в силе	1	1
1015	единицы к	1	1
1016	образом даже	1	1
1017	наука не	1	1
1018	средством к	1	1
1019	потом и	1	1
1020	же самое	3	1
1021	всего что	1	1
1022	но этот	2	1
1023	над собою	1	1
1024	связанной с	1	1
1025	состоит в	1	1
1026	и духовным	1	1
1027	собою и	3	1
1028	практические выводы	1	1
1029	того кто	2	1
1030	упускать из	2	1
1031	привести в	2	1
1032	как эта	1	1
1033	и той	4	1
1034	в памяти	4	1
1035	не по	1	1
1036	на которые	1	1
1037	на одну	1	1
1038	именно того	2	1
1039	и германские	1	1
1040	из виду	4	1
1041	видели выше	1	1
1042	может ли	1	1
1043	образом они	1	1
1044	разные стороны	1	1
1045	им нужно	1	1
1046	ясно также	1	1
1047	и еще	1	1
1048	ускользают от	1	1
1049	быть не	4	1
1050	оно существует	1	1
1051	к первому	2	1
1052	покоится на	1	1
1053	как человек	1	1
1054	он в	1	1
1055	к ней	7	1
1056	на наших	1	1
1057	воспринимаем в	1	1
1058	без всякого	2	1
1059	заметить что	7	1
1060	и трудной	1	1
1061	а а	2	1
1062	с такою	1	1
1063	это потому	2	1
1064	группы и	1	1
1065	своей стороны	1	1
1066	ее не	4	1
1067	впечатление которое	1	1
1068	однако в	1	1
1069	частью в	2	1
1070	всех кто	1	1
1071	если для	1	1
1072	главным образом	1	1
1073	что среди	1	1
1074	по которым	1	1
1075	нет и	2	1
1076	направлении и	1	1
1077	и следует	2	1
1078	положения что	1	1
1079	этот человек	1	1
1080	при котором	2	1
1081	могут быть	6	1
1082	мы бы	1	1
1083	хотя мы	2	1
1084	бы он	1	1
1085	такою же	1	1
1086	благодаря этому	1	1
1087	только по	5	1
1088	в друге	1	1
1089	это предполагает	1	1
1090	всех сторон	3	1
1091	в общих	2	1
1092	тот путь	1	1
1093	выше есть	1	1
1094	быть если	1	1
1095	сложнее и	1	1
1096	другие но	2	1
1097	быть в	1	1
1098	но именно	1	1
1099	понимание но	1	1
1100	жизни к	2	1
1101	слова что	1	1
1102	в большей	3	1
1103	к которому	1	1
1104	с нею	5	1
1105	находится в	5	1
1106	что чувство	1	1
1107	лучше сказать	3	1
1108	во времена	2	1
1109	допустить что	1	1
1110	более позднее	1	1
1111	эту мысль	1	1
1112	далекие от	1	1
1113	не знаем	5	1
1114	в голову	3	1
1115	мог удержаться	1	1
1116	ход исторического	1	1
1117	у немцев	1	1
1118	он может	2	1
1119	не поймет	1	1
1120	сходства между	1	1
1121	в одинаковой	1	1
1122	что без	2	1
1123	человека состоит	1	1
1124	даже без	1	1
1125	известным образом	4	1
1126	если они	1	1
1127	оно представляет	1	1
1128	начинать с	1	1
1129	что именно	5	1
1130	из самой	1	1
1131	найдет в	1	1
1132	только после	1	1
1133	при достижении	1	1
1134	догадаться что	1	1
1135	именно с	1	1
1136	с его	1	1
1137	свою силу	1	1
1138	от другой	2	1
1139	сказать что	8	1
1140	он сам	2	1
1141	бы ни	6	1
1142	себя с	1	1
1143	все более	2	1
1144	есть следствие	2	1
1145	себе еще	1	1
1146	а как	2	1
1147	который у	1	1
1148	душевной жизни	10	1
1149	себя все	1	1
1150	является только	1	1
1151	время мы	1	1
1152	не своего	1	1
1153	кто знает	1	1
1154	к этим	1	1
1155	иначе как	2	1
1156	важную роль	1	1
1157	не мог	1	1
1158	до сознания	2	1
1159	общих чертах	2	1
1160	мысли которые	1	1
1161	и постепенно	1	1
1162	а не	22	1
1163	и оно	3	1
1164	такие постоянные	1	1
1165	стоящих на	1	1
1166	имеет свою	2	1
1167	если только	1	1
1168	смысл что	1	1
1169	каждого из	2	1
1170	крайней мере	8	1
1171	или лучше	3	1
1172	кажется нам	1	1
1173	здесь не	1	1
1174	с соответствующими	1	1
1175	и совершенное	1	1
1176	и тем	8	1
1177	ничего не	1	1
1178	жизни с	1	1
1179	есть не	9	1
1180	есть как	1	1
1181	они были	1	1
1182	иное как	1	1
1183	друг другу	2	1
1184	на них	2	1
1185	не к	4	1
1186	его можно	1	1
1187	себе больше	1	1
1188	наук чистых	1	1
1189	человека но	1	1
1190	своего развития	1	1
1191	и самих	1	1
1192	отсюда как	1	1
1193	судя по	3	1
1194	же отношение	1	1
1195	для многих	1	1
1196	что наше	1	1
1197	можно только	3	1
