N	2gram	Medvedev_F	Sovremen
621	только о	1	1
622	должен быть	5	1
623	и его	27	1
624	его здесь	1	1
625	жизни не	2	1
626	и особенно	3	1
627	в первых	1	1
628	не окажется	1	1
629	вовсе не	18	1
630	самом конце	1	1
631	мере в	1	1
632	явлений как	2	1
633	во внутреннем	1	1
634	и свою	5	1
635	затем на	1	1
636	о том	1	1
637	сих пор	7	1
638	есть не	1	1
639	мысли в	2	1
640	по крайней	1	1
641	образом на	2	1
642	иное как	1	1
643	чрезвычайно плохо	1	1
644	в новое	2	1
645	от различных	2	1
646	и нет	1	1
647	или другой	2	1
648	к другому	2	1
649	своего развития	2	1
650	сказать так	1	1
651	но конечно	2	1
652	действительно если	1	1
653	к нему	3	1
654	более недопустимо	1	1
655	никогда не	6	1
656	той или	1	1
657	структур но	1	1
658	на них	1	1
659	перевести его	1	1
