N	3gram	Tiupa_Hudo	StatiiOP
159	в том и	1	1
160	с этой точки	1	1
161	мы имели дело	1	1
162	для себя и	1	1
163	и это не	2	1
164	а в том	1	1
165	во что бы	1	1
166	друг от друга	2	1
167	могло бы быть	1	1
168	только тем что	2	1
169	было бы подумать	1	1
170	во многих отношениях	1	1
171	в котором она	1	1
172	из них это	1	1
173	в том случае	2	1
174	что в жизни	1	1
175	не потому что	1	1
176	и не могла	1	1
177	и н с	1	1
178	в такой же	2	1
179	т п по	1	1
180	не во внешней	1	1
181	в приложении к	1	1
182	в то что	1	1
183	вместо того чтобы	2	1
184	на пути к	1	1
185	в соответствии с	1	1
186	не знает ни	1	1
187	том что я	1	1
188	не могло быть	1	1
189	судить по его	1	1
190	и по отношению	1	1
191	и ему хотелось	1	1
192	или иначе в	1	1
193	в них нет	1	1
194	потому что не	1	1
195	а в другой	1	1
196	в высшей степени	1	1
197	было видно что	2	1
198	писал несмотря на	1	1
199	на этом пути	1	1
200	того времени как	1	1
201	сказывается и в	1	1
202	на себе печать	1	1
203	не сказал бы	1	1
204	в молодые годы	1	1
205	причем все эти	1	1
206	и о том	2	1
207	и в тексте	1	1
208	что можно сказать	1	1
209	но вот уж	1	1
210	мы имеем дело	1	1
211	то ни стало	1	1
212	но одновременно и	2	1
213	того что он	1	1
214	никогда не была	1	1
215	на вопрос что	1	1
216	то что было	2	1
217	между тем в	2	1
218	на старости лет	1	1
219	то что она	1	1
220	смысле как мы	1	1
221	и потому что	1	1
222	том что когда	1	1
223	в это же	1	1
224	требует особых доказательств	1	1
225	отсюда и проистекает	1	1
226	сразу же после	1	1
227	в русскую литературу	1	1
228	одном из них	1	1
229	прежде всего его	1	1
230	сказать что они	1	1
231	несет на себе	2	1
232	не годится в	1	1
233	этой точки зрения	1	1
234	ту или иную	2	1
235	самом деле не	1	1
236	что ведь и	1	1
237	что все они	1	1
238	для искусства он	1	1
239	это в равной	1	1
240	течение всей жизни	1	1
241	именно то что	1	1
242	за все время	1	1
243	б м эйхенбаум	1	1
244	связи с этим	2	1
245	в этом и	2	1
246	ни один человек	1	1
247	как в ее	1	1
248	лишь то что	1	1
249	здесь речь идет	1	1
250	в узком смысле	1	1
251	что бы то	1	1
252	если бы эти	1	1
253	точно такое же	1	1
254	почти ничего не	1	1
255	не означает что	1	1
256	это еще не	1	1
257	и быть не	1	1
258	приводит к тому	2	1
259	именно в этом	1	1
260	содержит в себе	2	1
261	и тот и	2	1
262	тот и другой	1	1
263	он не знает	1	1
264	укладывается в рамки	1	1
265	это уже не	1	1
266	в результате которой	1	1
267	а как к	1	1
268	того чтобы создать	1	1
269	сих пор еще	1	1
270	на подобные вопросы	1	1
271	и что в	1	1
272	же как и	2	1
273	том как она	1	1
274	жизни и смерти	4	1
275	и все же	1	1
276	во второй половине	2	1
277	и сам он	2	1
278	с предельной ясностью	1	1
279	об этом в	1	1
280	что несмотря на	1	1
281	том смысле как	1	1
282	как все это	1	1
283	я никогда не	1	1
284	упускать из виду	1	1
285	ни в чем	1	1
286	тот или иной	1	1
287	к жизни и	3	1
