N	2gram	Vygotskiy_	DiskursI
121	той же	7	7
122	но это	4	7
123	и для	3	7
124	в пределах	6	7
125	лишь в	1	7
126	в ходе	17	7
127	и ее	2	7
128	и его	6	7
129	не как	3	6
130	именно в	8	6
131	и того	8	6
132	никогда не	10	6
133	то в	7	6
134	с точки	12	6
135	в ее	1	6
136	не знает	6	6
137	во всех	3	6
138	однако в	1	6
139	в сущности	17	6
140	и то	9	6
141	имеет место	4	6
142	и одновременно	1	6
143	значении этого	1	6
144	что он	40	6
145	к его	4	6
146	в которых	2	6
147	собственно и	1	6
148	в истории	3	6
149	что же	2	6
150	дело в	1	6
151	в одной	2	6
152	тому как	6	6
153	и может	4	6
154	отношение к	12	6
155	одного из	1	6
156	в период	1	6
157	в той	8	5
158	зрения на	1	5
159	исходя из	2	5
160	строго говоря	1	5
161	в виду	4	5
162	из двух	2	5
163	мысль о	1	5
164	в первую	4	5
165	своей природе	4	5
166	в другом	7	5
167	но они	2	5
168	говорить о	3	5
169	значительной степени	1	5
170	свою очередь	4	5
171	перед ним	1	5
172	в прошлом	2	5
173	к ним	2	5
174	сказать что	18	5
175	на протяжении	2	5
176	несмотря на	3	5
177	как раз	5	5
178	для своего	1	5
179	так сказать	1	5
180	внутренней речи	7	5
181	на этом	8	5
182	но при	2	5
183	рода в	2	5
184	с ее	1	5
185	тем что	12	5
186	одного и	9	5
187	во второй	4	5
188	первую очередь	4	5
189	но одновременно	1	5
190	во втором	2	5
191	один из	4	5
192	представляют собой	4	5
193	подобно тому	6	5
194	за пределы	4	5
195	оно не	2	5
196	в свою	5	5
197	известной степени	1	5
198	известного рода	1	5
199	переход от	7	5
200	принадлежит к	2	5
201	при котором	1	5
202	к той	1	5
203	ничего не	6	5
204	того что	34	5
205	того как	6	5
206	здесь в	1	5
207	в ней	2	5
208	и состоит	1	5
209	не предполагает	1	5
210	в их	4	5
211	и потому	3	5
212	из этих	2	5
213	что касается	1	5
214	но она	1	5
215	стороны и	3	5
216	же самое	7	5
217	как будто	2	5
218	в самом	10	4
219	и к	7	4
220	и составляет	5	4
221	в равной	4	4
222	оказывается не	2	4
223	говорит о	4	4
224	в результате	9	4
225	по мере	6	4
226	в первом	4	4
227	ни одна	1	4
228	или на	2	4
229	в жизни	2	4
230	его на	2	4
231	отличается от	2	4
232	во всяком	4	4
233	между двумя	4	4
234	чего не	2	4
235	только на	3	4
236	из виду	2	4
237	точка зрения	8	4
238	что они	8	4
239	тем не	1	4
240	аналогии с	2	4
241	к жизни	7	4
242	связи с	9	4
243	полной мере	1	4
244	одним из	4	4
245	что не	2	4
246	который по	2	4
247	я не	6	4
248	не есть	4	4
249	по себе	8	4
250	и это	3	4
251	и тем	5	4
252	как это	11	4
253	должны быть	2	4
254	хотя в	2	4
255	это в	2	4
256	и есть	8	4
257	или иного	1	4
258	однако и	1	4
259	опирается на	4	4
260	с ним	6	4
261	из того	12	4
262	не могут	7	4
263	особого рода	1	4
264	не более	1	4
265	между которыми	1	4
266	с ней	3	4
267	к другому	3	4
268	свое время	2	4
269	более чем	1	4
270	на примере	5	4
271	в данной	2	4
272	и во	2	4
273	до конца	3	4
274	до известной	1	4
275	у них	1	4
276	этом случае	5	4
277	в свое	2	4
278	зависит от	4	4
279	мы имеем	4	4
280	есть в	2	4
281	и др	1	4
282	слова не	2	4
283	или в	1	4
284	с той	1	4
285	в какой	8	4
286	по своему	4	4
287	но уже	2	4
288	на его	4	4
289	а на	1	4
290	того или	1	4
291	может иметь	3	4
292	в полной	1	4
293	одну из	1	4
294	а по	1	4
295	к данному	2	4
296	для обозначения	1	4
297	и прежде	1	4
298	более того	1	4
299	более не	1	3
300	является в	2	3
301	говоря уже	1	3
302	в момент	4	3
303	которая в	3	3
304	дело с	2	3
305	к числу	1	3
306	на смену	1	3
307	более или	1	3
308	но все	2	3
309	и сам	1	3
310	к другим	2	3
311	их в	3	3
312	на первый	2	3
313	с этим	9	3
314	и предполагает	1	3
315	в действительности	6	3
316	вопрос о	15	3
317	входит в	1	3
318	означает не	1	3
319	различия между	1	3
320	как на	4	3
321	самого говорящего	1	3
322	имеем дело	2	3
323	понятие о	3	3
324	научного мышления	3	3
325	и он	3	3
326	к которому	7	3
327	опираясь на	1	3
328	в опыте	2	3
329	и притом	2	3
330	или не	2	3
331	в которой	8	3
332	из важнейших	1	3
333	и приводит	1	3
334	по аналогии	2	3
335	в области	19	3
336	между собой	17	3
337	но как	6	3
338	выступает в	2	3
339	начало в	1	3
340	действия в	2	3
341	одно и	2	3
342	и что	18	3
343	в тех	2	3
344	для человека	1	3
345	в форме	1	3
346	но так	1	3
347	то ни	1	3
348	было бы	18	3
349	и от	2	3
350	и по	5	3
351	имеет дело	1	3
352	в специальном	1	3
353	должна быть	7	3
354	не требует	3	3
355	речи как	4	3
356	оказывается в	2	3
357	в структуре	1	3
358	заключается в	15	3
359	обоих случаях	2	3
360	отношения к	2	3
361	вместе с	9	3
362	не имеет	7	3
363	да и	1	3
364	роли в	2	3
365	о котором	1	3
366	в следующей	4	3
367	всей своей	1	3
368	он мог	1	3
369	это и	3	3
370	и более	8	3
371	языка и	6	3
372	это понятие	3	3
373	своей собственной	2	3
374	идет о	1	3
375	на том	4	3
376	слова и	3	3
377	теории в	2	3
378	значение для	4	3
379	в первых	1	3
380	на основании	2	3
381	в обоих	2	3
382	речи в	7	3
383	тем же	1	3
384	как мы	20	3
385	может оказаться	2	3
386	к миру	1	3
387	всяком случае	2	3
388	письма в	1	3
389	ему в	2	3
390	они не	7	3
391	различие между	4	3
392	том числе	2	3
393	уже в	4	3
394	мы не	6	3
395	еще и	3	3
396	в полном	1	3
397	с их	4	3
398	место в	2	3
399	что ни	1	3
400	на передний	1	3
401	в сферу	2	3
402	за которым	1	3
403	не подлежит	2	3
404	все эти	9	3
405	или даже	2	3
406	ли не	2	3
407	об этом	1	3
408	или менее	1	3
409	мере в	5	3
410	не говоря	1	3
411	возможность иного	1	3
412	как показывает	6	3
413	он говорит	3	3
414	она не	2	3
415	хотя бы	5	3
416	в речевом	2	3
417	дело не	2	3
418	собой как	3	3
419	когда он	3	3
420	в начале	2	3
421	имеет свою	5	3
422	рассматривать как	1	3
423	числе и	2	3
424	к ней	1	3
425	указывает на	3	3
426	передний план	1	3
427	слова в	3	3
428	жизни и	2	3
429	уже о	2	3
430	событий и	1	3
431	для этого	3	3
432	и наконец	3	3
433	что на	2	3
434	на большую	1	2
435	что было	2	2
436	во всем	2	2
437	мы можем	15	2
438	для всех	2	2
439	в настоящем	1	2
440	различия в	2	2
441	т.е в	1	2
442	научной литературе	1	2
443	с этой	8	2
444	или по	1	2
445	еще более	5	2
446	мысли и	7	2
447	те же	6	2
448	которое может	1	2
449	не являются	2	2
450	требует от	6	2
451	такова что	1	2
452	переходит к	1	2
453	собой те	1	2
454	мыслится как	1	2
455	и с	7	2
456	происходит не	1	2
457	за ним	1	2
458	которое по	1	2
459	и требует	2	2
460	представление о	2	2
461	в собственном	2	2
462	приходит в	2	2
463	понимания и	1	2
464	собой не	2	2
465	тем или	2	2
466	речь идет	1	2
467	обращение к	1	2
468	до уровня	1	2
469	требует для	1	2
470	в центр	3	2
471	не могли	1	2
472	этого понятия	3	2
473	представления о	2	2
474	о которых	2	2
475	для того	20	2
476	в определенной	4	2
477	и другой	2	2
478	что представляет	3	2
479	сознания в	3	2
480	и действия	1	2
481	одной и	3	2
482	этот тезис	1	2
483	с помощью	32	2
484	в различных	3	2
485	а между	1	2
486	внимания к	1	2
487	причине что	1	2
488	к противоположному	1	2
489	самого начала	8	2
490	точке зрения	1	2
491	в чистом	1	2
492	тех случаях	1	2
493	этот человек	1	2
494	том чтобы	3	2
495	в нашем	5	2
496	слово не	1	2
497	который в	2	2
498	он сам	2	2
499	по поводу	3	2
500	что даже	1	2
501	общих чертах	1	2
502	едва ли	2	2
503	не то	5	2
504	своего развития	11	2
505	к нему	4	2
506	или иным	2	2
507	всего в	1	2
508	ситуации и	1	2
509	бы то	2	2
510	не происходит	1	2
511	той мере	3	2
512	этих двух	4	2
513	собой и	3	2
514	к их	2	2
515	мышления и	8	2
516	на язык	1	2
517	должно быть	10	2
518	самое непосредственное	1	2
519	принадлежность к	1	2
520	при переходе	2	2
521	ни было	1	2
522	это обстоятельство	1	2
523	не соответствует	1	2
524	как можно	1	2
525	у него	8	2
526	и развития	21	2
527	отношения между	3	2
528	что она	3	2
529	можно так	1	2
530	как его	2	2
531	но для	3	2
532	очевидно что	2	2
533	же как	9	2
534	себе и	1	2
535	к мысли	6	2
536	а только	8	2
537	в чем	10	2
538	не нужно	2	2
539	такова например	1	2
540	вопроса о	5	2
541	а потом	1	2
542	остается в	1	2
543	складывается из	1	2
544	в каждом	1	2
545	но оказывается	1	2
546	вообще в	2	2
547	появляется в	1	2
548	перехода от	3	2
549	не одного	1	2
550	данное понятие	2	2
551	при отсутствии	1	2
552	речи и	8	2
553	в случае	2	2
554	но зато	1	2
555	не приходится	1	2
556	иметь в	1	2
557	в современной	3	2
558	не совпадает	2	2
559	основных его	1	2
560	только с	1	2
561	строится на	1	2
562	теоретической мысли	1	2
563	в первой	2	2
564	его к	2	2
565	а как	1	2
566	является его	2	2
567	развития в	14	2
568	и ведет	2	2
569	в него	1	2
570	и чужого	3	2
571	мы видели	10	2
572	представляет себе	3	2
573	утверждать что	1	2
574	на деле	1	2
575	а потому	3	2
576	речевой деятельности	1	2
577	как с	5	2
578	его из	1	2
579	в основном	2	2
580	как к	1	2
581	и при	4	2
582	из которых	3	2
583	в отношении	18	2
584	и делает	2	2
585	том и	1	2
586	в плоскости	2	2
587	первый и	2	2
588	так выразиться	1	2
589	о природе	1	2
590	сами по	1	2
591	если бы	13	2
592	самом деле	9	2
593	с таким	4	2
594	стороны это	1	2
595	одновременно с	4	2
596	не делает	2	2
597	в памяти	2	2
598	и они	1	2
599	в теории	4	2
600	от его	1	2
601	влияния на	4	2
602	себя и	2	2
603	ключом к	1	2
604	если можно	1	2
605	одним и	1	2
606	речевом общении	1	2
607	тех же	1	2
608	не имеют	4	2
609	мы его	4	2
610	на основе	6	2
611	со всей	1	2
612	совпадают с	1	2
613	отношении к	2	2
614	к одному	4	2
615	вслед за	3	2
616	целый ряд	5	2
617	на их	3	2
618	и возможность	1	2
619	каждый из	1	2
620	не представляет	1	2
621	и той	3	2
622	из наиболее	1	2
623	всякий раз	1	2
624	на этот	9	2
625	легко может	1	2
626	этого слова	3	2
627	столько в	1	2
628	к предмету	2	2
629	друг друга	1	2
630	во времени	1	2
631	в самой	1	2
632	во внутреннем	2	2
633	которому он	1	2
634	бывает в	1	2
635	одних и	1	2
636	ответ на	3	2
637	но на	2	2
638	это делает	1	2
639	значение в	3	2
640	может не	3	2
641	в первый	1	2
642	возникает в	3	2
643	все это	2	2
644	что с	7	2
645	с достаточной	1	2
646	ее в	3	2
647	в широком	1	2
648	чем он	5	2
649	возможно только	2	2
650	другого в	1	2
651	это всегда	2	2
652	что является	2	2
653	просто как	1	2
654	это еще	1	2
655	по существу	5	2
656	свидетельствуют о	1	2
657	случаях когда	1	2
658	является не	2	2
659	своим происхождением	1	2
660	жизненного опыта	1	2
661	в воображении	1	2
662	это было	1	2
663	путь к	1	2
664	говорит об	2	2
665	вовсе не	2	2
666	тем более	5	2
667	в меру	4	2
668	связаны с	1	2
669	и тех	1	2
670	с самого	8	2
671	переходе от	3	2
672	и принадлежит	1	2
673	его не	1	2
674	не по	1	2
675	мы должны	13	2
676	оказывается по	1	2
677	ибо это	1	2
678	не знаю	1	2
679	и их	4	2
680	только то	4	2
681	с понятием	2	2
682	по той	1	2
683	решающую роль	1	2
684	как их	1	2
685	личного опыта	1	2
686	такой же	4	2
687	речи не	4	2
688	на то	6	2
689	включает в	3	2
690	и только	4	2
691	же это	1	2
692	которая и	1	2
693	не могло	1	2
694	есть не	3	2
695	в готовом	5	2
696	для другого	4	2
697	с которыми	2	1
698	мы обратимся	1	1
699	практически не	1	1
700	меняется на	1	1
701	самых сложных	1	1
702	были не	1	1
703	протекает в	1	1
704	до которого	1	1
705	новое и	1	1
706	и другие	13	1
707	что если	6	1
708	не считает	1	1
709	интересуют в	1	1
710	мы и	6	1
711	к словесному	1	1
712	всего на	2	1
713	он старался	1	1
714	меру нашего	1	1
715	самого себя	1	1
716	к этой	3	1
717	своего зарождения	1	1
718	они имеют	1	1
719	понятие как	4	1
720	я знаю	1	1
721	с предшествующими	1	1
722	случае мы	2	1
723	в применении	1	1
724	тому что	14	1
725	даже в	1	1
726	его за	1	1
727	на целую	1	1
728	этом заключается	2	1
729	теоретических построений	1	1
730	совершенно иные	1	1
731	кроме того	2	1
732	в большей	1	1
733	не завершает	1	1
734	о временном	2	1
735	как прямого	1	1
736	как говорит	2	1
737	речь только	1	1
738	приводящее к	1	1
739	этом направлении	1	1
740	по способу	2	1
741	не меняет	1	1
742	противоречие с	1	1
743	путем в	1	1
744	как она	3	1
745	этим путем	1	1
746	быть названа	1	1
747	стоит в	5	1
748	вопрос на	1	1
749	он имеет	6	1
750	на которых	1	1
751	из нее	5	1
752	может усвоить	1	1
753	равно как	1	1
754	и там	1	1
755	и соотношений	1	1
756	результате этого	1	1
757	вопрос этот	1	1
758	в речи	3	1
759	отношением к	3	1
760	или другие	1	1
761	и другим	2	1
762	первым шагом	1	1
763	и должен	2	1
764	с тем	9	1
765	в наиболее	1	1
766	стороны в	1	1
767	целое и	1	1
768	письменной речи	44	1
769	выход из	1	1
770	прошлого в	1	1
771	присуща например	1	1
772	как процесс	4	1
773	конфликт между	1	1
774	при таком	1	1
775	в природе	1	1
776	через границу	1	1
777	своего исследования	1	1
778	случае по	1	1
779	и слово	1	1
780	целым рядом	1	1
781	что оба	4	1
782	его позиция	1	1
783	собственного опыта	2	1
784	параллелизм между	1	1
785	есть некий	1	1
786	их внутреннюю	1	1
787	при помощи	1	1
788	является то	4	1
789	фразы как	1	1
790	в самый	1	1
791	почти одновременно	1	1
792	на одном	2	1
793	не удается	1	1
794	на материале	1	1
795	на все	7	1
796	других исследователей	1	1
797	действительности в	1	1
798	состоит не	2	1
799	той последовательности	1	1
800	в такой	5	1
801	оно имеет	4	1
802	которые не	5	1
803	своих взаимоотношений	1	1
804	при наличии	2	1
805	мысли что	1	1
806	восприятия и	3	1
807	во все	1	1
808	как справедливо	1	1
809	не существует	1	1
810	этим связан	1	1
811	и овладение	9	1
812	и принципиальное	1	1
813	то это	2	1
814	можно считать	1	1
815	принципиальное различие	1	1
816	применении к	1	1
817	которой он	1	1
818	раз и	3	1
819	в динамике	1	1
820	дело только	1	1
821	он был	1	1
822	что всякое	3	1
823	творческую способность	1	1
824	имеет в	1	1
825	значения слова	1	1
826	понятия в	11	1
827	развития с	3	1
828	собой своеобразную	1	1
829	но эти	1	1
830	с другим	1	1
831	научной мысли	2	1
832	как предметом	1	1
833	в этот	4	1
834	определенную позицию	1	1
835	что вся	1	1
836	как совокупность	2	1
837	этой связи	1	1
838	с самой	1	1
839	в изучении	1	1
840	пока они	1	1
841	доведена до	1	1
842	на пути	1	1
843	которых она	1	1
844	приходит к	6	1
845	к основному	1	1
846	развития чем	1	1
847	обнаруживает в	3	1
848	в смысле	3	1
849	и те	2	1
850	не что	2	1
851	особенно отчетливо	1	1
852	так же	22	1
853	на практике	3	1
854	оно существует	1	1
855	даже с	1	1
856	здесь имеет	1	1
857	что те	3	1
858	в глаза	1	1
859	на уровень	2	1
860	составляет сущность	1	1
861	его собственной	2	1
862	с понятиями	1	1
863	друг на	2	1
864	настолько что	1	1
865	существовать не	1	1
866	тенденцию к	1	1
867	всех областях	1	1
868	с именем	1	1
869	построения целого	1	1
870	состоянии решить	1	1
871	задач в	1	1
872	наряду с	3	1
873	ключ к	1	1
874	принципиальный вопрос	1	1
875	привели к	1	1
876	следующим образом	1	1
877	такая же	1	1
878	что выходит	1	1
879	быть в	3	1
880	путь от	4	1
881	находится в	2	1
882	как я	3	1
883	речь не	3	1
884	есть по	1	1
885	отношения в	1	1
886	по исторической	1	1
887	ибо она	1	1
888	теории и	4	1
889	каждое из	1	1
890	глядит в	1	1
891	мере развития	1	1
892	связи в	1	1
893	в сфере	9	1
894	том сколько	1	1
895	процессов но	1	1
896	на котором	3	1
897	с собственной	1	1
898	или нет	1	1
899	и теоретически	1	1
900	к этим	2	1
901	уже по	5	1
902	в системе	4	1
903	осознанию и	4	1
904	действие или	1	1
905	первые две	1	1
906	чем это	2	1
907	настоящего исследования	5	1
908	в заключение	1	1
909	подлежит сомнению	1	1
910	действительно в	1	1
911	не имеющих	1	1
912	того о	1	1
913	система не	1	1
914	представить себе	2	1
915	только не	7	1
916	о влиянии	2	1
917	непосредственное отношение	1	1
918	речи подобно	1	1
919	необходимой предпосылкой	1	1
920	что иное	2	1
921	того положения	2	1
922	после того	2	1
923	постепенное отмирание	1	1
924	но из	1	1
925	мысли только	1	1
926	вообще а	1	1
927	внутренней природе	1	1
928	собой в	2	1
929	готовности к	1	1
930	но еще	1	1
931	основных и	2	1
932	в состоянии	6	1
933	целого это	1	1
934	менее очевидна	1	1
935	его себе	1	1
936	в совершенно	2	1
937	ним в	1	1
938	как путь	1	1
939	целого а	1	1
940	обычно не	2	1
941	между различными	1	1
942	в последующие	1	1
943	которого он	2	1
944	по мнению	2	1
945	лежали в	1	1
946	и существенное	1	1
947	согласно которой	2	1
948	возникающих в	1	1
949	в научном	5	1
950	параллельно с	1	1
951	обобщений и	1	1
952	одному и	3	1
953	и будет	1	1
954	говоря словами	1	1
955	согласно которому	9	1
956	самых общих	2	1
957	иными словами	1	1
958	и развитие	20	1
959	в европейской	1	1
960	знает на	1	1
961	качестве своих	1	1
962	уступает место	2	1
963	лежит в	5	1
964	входят в	1	1
965	чем в	6	1
966	не совпадают	3	1
967	иначе чем	2	1
968	момента как	1	1
969	на разных	1	1
970	которая состоит	1	1
971	собственного мышления	2	1
972	более близких	1	1
973	и отношения	3	1
974	не говорит	3	1
975	выпадает из	1	1
976	складывающиеся в	2	1
977	что его	2	1
978	но совершенно	1	1
979	в изложении	1	1
980	в представлении	2	1
981	тенденция развития	1	1
982	собой два	2	1
983	которое в	1	1
984	снизу вверх	1	1
985	в понятии	1	1
986	развития как	6	1
987	и всю	1	1
988	в конце	3	1
989	и во-вторых	1	1
990	между этими	3	1
991	не остается	1	1
992	оно в	1	1
993	этом последнем	1	1
994	учение о	3	1
995	в связи	6	1
996	как видим	1	1
997	между ними	5	1
998	такой текст	1	1
999	из главных	1	1
1000	только его	2	1
1001	на который	2	1
1002	так на	1	1
1003	возникает на	1	1
1004	или между	1	1
1005	сознания как	1	1
1006	лежит не	1	1
1007	от этого	1	1
1008	то при	1	1
1009	в двух	1	1
1010	благодаря тому	1	1
1011	и следовательно	7	1
1012	по необходимости	2	1
1013	о невозможности	1	1
1014	для современной	2	1
1015	точек зрения	4	1
1016	проблема в	2	1
1017	своей мысли	2	1
1018	в других	2	1
1019	но к	1	1
1020	сих пор	3	1
1021	вопрос что	2	1
1022	как сказано	1	1
1023	а для	1	1
1024	бы в	6	1
1025	для правильного	1	1
1026	ребенка мы	3	1
1027	последнем случае	1	1
1028	равной мере	4	1
1029	что хотя	1	1
1030	на которую	1	1
1031	проявляет себя	1	1
1032	следует однако	1	1
1033	не имеющие	1	1
1034	должен был	3	1
1035	что такое	6	1
1036	если оно	1	1
1037	уже сказано	3	1
1038	возникает из	1	1
1039	более позднем	1	1
1040	не означает	5	1
1041	они же	2	1
1042	и осмысления	2	1
1043	ведь в	1	1
1044	самый процесс	3	1
1045	в скрытом	2	1
1046	все остальные	1	1
1047	не дает	2	1
1048	на область	2	1
1049	сейчас в	1	1
1050	этих трех	1	1
1051	для первого	2	1
1052	это по	1	1
1053	в развитии	45	1
1054	не мог	1	1
1055	на чем	1	1
1056	однако эта	1	1
1057	на нем	2	1
1058	возвращаясь к	1	1
1059	всех других	1	1
1060	значение или	1	1
1061	этого является	1	1
1062	и является	6	1
1063	сложный процесс	1	1
1064	но только	4	1
1065	будет так	2	1
1066	научного знания	1	1
1067	данной главы	1	1
1068	даже не	1	1
1069	этом смысле	5	1
1070	отношения с	1	1
1071	должны были	3	1
1072	он представляет	2	1
1073	когда мы	4	1
1074	этот период	4	1
1075	он еще	3	1
1076	как известно	7	1
1077	непосредственным образом	1	1
1078	не наблюдается	1	1
1079	исключительно в	1	1
1080	все дело	2	1
1081	функций и	5	1
1082	какой-либо теории	1	1
1083	известном смысле	7	1
1084	на вопросы	1	1
1085	же самого	4	1
1086	мы называем	1	1
1087	но вне	1	1
1088	это приводит	1	1
1089	приводят к	4	1
1090	но прежде	2	1
1091	с теоретической	3	1
1092	которое мы	1	1
1093	ii для	1	1
1094	на отдельные	2	1
1095	между и	1	1
1096	так что	8	1
1097	образом в	2	1
1098	в общем	1	1
1099	которого происходит	1	1
1100	речи при	1	1
1101	для построения	1	1
1102	есть все	1	1
1103	те кто	1	1
1104	из этого	3	1
1105	в образовании	7	1
1106	которые были	1	1
1107	оно может	2	1
1108	сделать предметом	1	1
1109	там где	2	1
1110	функций но	1	1
1111	во время	1	1
1112	сходного с	1	1
1113	он его	1	1
1114	означает что	1	1
1115	стороны акт	1	1
1116	ту самую	1	1
1117	интересующего нас	1	1
1118	на эту	1	1
1119	на слово	2	1
1120	можно только	2	1
1121	анекдота так	1	1
1122	были бы	1	1
1123	деятельности по	1	1
1124	от нее	1	1
1125	второй ответ	1	1
1126	связи и	2	1
1127	образом и	1	1
1128	от до	2	1
1129	до сих	3	1
1130	он уже	1	1
1131	не структурно	1	1
1132	и здесь	2	1
1133	речи что	2	1
1134	вопросы о	1	1
1135	значений слова	1	1
1136	как таковой	2	1
1137	и должны	1	1
1138	он стремится	1	1
1139	понятие и	2	1
1140	речи но	3	1
1141	мы назвали	1	1
1142	к одной	1	1
1143	почти не	1	1
1144	следует ли	1	1
1145	если же	1	1
1146	со своего	1	1
1147	оно было	1	1
1148	не идет	1	1
1149	детского возраста	1	1
1150	содержания и	2	1
1151	что это	1	1
1152	никак не	6	1
1153	сам по	1	1
1154	одном и	1	1
1155	переходит от	2	1
1156	не исчерпывается	1	1
1157	в область	2	1
1158	мы в	2	1
1159	по двум	2	1
1160	различных сторон	1	1
1161	к выводу	3	1
1162	с каждым	1	1
1163	смысле можно	2	1
1164	связывается с	1	1
1165	исследования как	1	1
1166	целом ряде	1	1
1167	мере и	2	1
1168	в переходе	1	1
1169	можно было	11	1
1170	в более	2	1
1171	только еще	1	1
1172	как о	1	1
1173	со всеми	2	1
1174	начинается с	2	1
1175	еще у	1	1
1176	с ними	4	1
1177	открытым вопрос	1	1
1178	отличаются от	2	1
1179	до этого	1	1
1180	приобретает в	1	1
1181	которое как	1	1
1182	между мыслью	1	1
1183	что у	4	1
1184	с целью	1	1
1185	предполагать что	1	1
1186	обозначить как	1	1
1187	всем протяжении	5	1
1188	устная речь	3	1
1189	же о	1	1
1190	то время	4	1
1191	происхождения и	1	1
1192	мыслятся как	1	1
1193	истории что	1	1
1194	с целым	1	1
1195	возможности и	1	1
1196	анализа в	1	1
1197	может стать	2	1
1198	можно даже	1	1
1199	возникает как	1	1
1200	и так	1	1
1201	в слове	1	1
1202	глубине и	1	1
1203	никто не	2	1
1204	мне как	1	1
1205	из приведенного	1	1
1206	идти этим	1	1
1207	позицию и	1	1
1208	бы не	1	1
1209	переводятся на	1	1
1210	возможность перехода	3	1
1211	стоят на	1	1
1212	том как	3	1
1213	сравнению с	9	1
1214	именно поэтому	3	1
1215	зависимости от	3	1
1216	его точка	1	1
1217	в известном	9	1
1218	эта последняя	1	1
1219	друг от	5	1
1220	которая не	1	1
1221	в каком	2	1
1222	к созданию	1	1
1223	отношения но	2	1
1224	на другие	2	1
1225	выступает как	1	1
1226	мере его	1	1
1227	я говорю	1	1
1228	их внутренней	1	1
1229	является для	2	1
1230	против их	1	1
1231	дальнейшее развитие	1	1
1232	нет ничего	1	1
1233	в проблеме	1	1
1234	его и	4	1
1235	понятий не	6	1
1236	наука в	1	1
1237	этом пункте	1	1
1238	теория в	1	1
1239	существенные моменты	1	1
1240	является центральным	2	1
1241	все три	2	1
1242	как целое	1	1
1243	имеет два	2	1
1244	вернемся к	1	1
1245	совершенно иной	3	1
1246	даже сказать	1	1
1247	что сила	2	1
1248	оба эти	5	1
1249	и заключается	2	1
1250	на некоторых	1	1
1251	то и	2	1
1252	и между	7	1
1253	вопрос следует	1	1
1254	нет у	2	1
1255	связана с	2	1
1256	того чтобы	26	1
1257	сознание и	2	1
1258	на друга	2	1
1259	лежат в	3	1
1260	по сравнению	9	1
1261	в зоне	6	1
1262	совершается как	1	1
1263	основе этого	3	1
1264	диаметрально противоположной	1	1
1265	не быть	1	1
1266	и второй	1	1
1267	из его	2	1
1268	следует сказать	2	1
1269	означает и	1	1
1270	самым он	1	1
1271	второй из	1	1
1272	в середине	1	1
1273	развития и	21	1
1274	реализуется и	1	1
1275	взаимно исключающих	1	1
1276	жизнь с	1	1
1277	или иных	2	1
1278	высказывание и	1	1
1279	этого как	1	1
1280	я это	3	1
1281	слов и	3	1
1282	чтобы она	1	1
1283	которую он	1	1
1284	контакте с	1	1
1285	ни были	1	1
1286	только тем	1	1
1287	они позволяют	1	1
1288	определенного рода	2	1
1289	перед глазами	1	1
1290	еще один	1	1
1291	только это	1	1
1292	структурно а	1	1
1293	действия и	1	1
