N	2gram	Bakhtin_Pr	Vvedenie
232	по возможности	1	3
233	так чтобы	1	3
234	в другом	2	3
235	в строгом	2	3
236	в ней	4	3
237	или же	1	3
238	и уже	1	3
239	в слове	3	3
240	в частности	2	3
241	только на	1	3
242	не с	4	3
243	может служить	1	3
244	в этой	1	3
245	же самое	2	3
246	в начале	2	3
247	не следует	2	3
248	как оно	1	3
249	так же	1	3
250	или как	3	3
251	идет речь	1	3
252	всего то	1	3
253	отношение к	10	3
254	вообще и	1	3
255	чем говорится	1	3
256	однако в	1	3
257	литературное произведение	1	3
258	на нее	1	3
259	только по	4	3
260	до конца	1	3
261	в своем	5	3
262	или иной	2	3
263	и вообще	2	3
264	язык в	2	3
265	одна из	2	3
266	здесь не	4	3
267	к этому	2	3
268	нуждается в	2	3
269	что уже	1	3
270	в известной	3	3
271	к нему	10	3
272	никогда не	5	3
273	или иным	1	2
274	во всем	2	2
275	так и	5	2
276	и другие	2	2
277	находятся в	1	2
278	во втором	1	2
279	в содержании	1	2
280	что оно	2	2
281	говоря уже	1	2
282	на протяжении	1	2
283	с материалом	1	2
284	ни с	2	2
285	первом случае	1	2
286	познания и	30	2
287	должна быть	4	2
288	иметь дело	2	2
289	время в	1	2
290	и должно	3	2
291	не нужно	5	2
292	другого рода	1	2
293	момента в	2	2
294	смысле и	1	2
295	несмотря на	3	2
296	к действительности	3	2
297	вопросу о	1	2
298	вообще всякий	1	2
299	ни к	2	2
300	следует что	2	2
301	это уже	1	2
302	мысли и	1	2
303	в работах	2	2
304	себя в	2	2
305	для них	1	2
306	критики и	1	2
307	у нас	2	2
308	от языка	1	2
309	содержания для	1	2
310	все равно	1	2
311	в таких	2	2
312	в своих	2	2
313	не было	2	2
314	этого не	1	2
315	есть лишь	3	2
316	ее от	1	2
317	ни одна	2	2
318	и с	17	2
319	каким образом	1	2
320	которое в	1	2
321	значение в	1	2
322	по существу	2	2
323	как явление	2	2
324	и всего	1	2
325	жизни и	1	2
326	науку о	1	2
327	например в	3	2
328	тому что	1	2
329	случае не	2	2
330	и без	1	2
331	в связи	2	2
332	подобно тому	1	2
333	рядом с	5	2
334	есть только	2	2
335	том смысле	1	2
336	следовательно и	1	2
337	к своему	2	2
338	и при	2	2
339	и со	1	2
340	языка но	2	2
341	тем или	1	2
342	о которых	2	2
343	в существенном	1	2
344	попытка понять	1	2
345	к культуре	1	2
346	себе и	1	2
347	со словом	5	2
348	в каждой	1	2
349	предметом самостоятельного	1	2
350	как только	3	2
351	не иначе	1	2
352	и те	2	2
353	в дальнейшем	3	2
354	во всех	11	2
355	этих двух	1	2
356	сам же	1	2
357	не говоря	1	2
358	действительности в	2	2
359	и потому	4	2
360	которые не	1	2
361	но как	2	2
362	мы можем	6	2
363	не существует	1	2
364	не могли	2	2
365	что мы	1	2
366	это понятие	1	2
367	что каждая	1	2
368	мы уже	1	2
369	ничего не	6	2
370	материалом и	1	2
371	в свою	2	2
372	тому как	1	2
373	художественных произведений	2	2
374	и собственно	1	2
375	из его	1	2
376	мы должны	2	2
377	быть и	1	2
378	для нее	8	2
379	именно на	1	2
380	своему значению	1	2
381	но зато	2	2
382	от которых	1	2
383	отношении к	1	2
384	хотя в	1	2
385	в тех	3	2
386	в форме	4	2
387	вообще в	1	2
388	а между	1	2
389	и каковы	1	2
390	лишь как	4	2
391	это может	1	2
392	до того	1	2
393	свою очередь	1	2
394	не совпадает	2	2
395	таким путем	1	2
396	известной мере	1	2
397	что можно	1	2
398	искусства и	3	2
399	что здесь	1	2
400	природы и	3	2
401	мы называем	1	2
402	мог бы	1	2
403	и др	8	2
404	значение и	1	2
405	должно быть	5	2
406	произведения и	2	2
407	языка как	2	2
408	все время	1	2
409	том же	2	2
410	имеют дело	3	2
411	своего содержания	2	2
412	иной раз	1	2
413	с помощью	7	2
414	на то	2	2
415	слова как	1	2
416	культурной жизни	1	2
417	это в	1	2
418	возникает и	1	2
419	этого слова	1	2
420	но это	3	2
421	так называемое	1	2
422	так называемые	1	2
423	его можно	1	2
424	бы в	1	2
425	жизни как	1	2
426	к языку	1	2
427	не к	6	2
428	как совокупность	1	2
429	можно только	6	2
430	материальной организации	1	1
431	понять и	1	1
432	материал в	4	1
433	к лицу	1	1
434	которую можно	1	1
435	к целому	1	1
436	то в	1	1
437	всех отношениях	1	1
438	берут в	1	1
439	дает нам	2	1
440	обращена к	1	1
441	внешних чувств	2	1
442	связи и	3	1
443	все что	3	1
444	дифференциации и	2	1
445	становится возможным	1	1
446	нашего исследования	1	1
447	и прямо	1	1
448	себе самому	1	1
449	как одна	1	1
450	и содержания	3	1
451	себе содержание	1	1
452	мышления и	1	1
453	смысле что	1	1
454	она и	1	1
455	а наоборот	1	1
456	для познания	5	1
457	они не	3	1
458	в момент	1	1
459	самими этими	1	1
460	бы то	3	1
461	поскольку мы	1	1
462	воплощения в	1	1
463	исторической жизни	1	1
464	жизни а	1	1
465	которая в	1	1
466	как к	2	1
467	чем на	1	1
468	которых мы	4	1
469	искусство в	1	1
470	ее а	1	1
471	областями в	1	1
472	притом не	1	1
473	оно было	2	1
474	отношения к	6	1
475	именно данной	1	1
476	его содержание	1	1
477	еще более	1	1
478	не теряет	1	1
479	объяснение в	1	1
480	материала и	2	1
481	формы но	1	1
482	оно будет	1	1
483	для него	1	1
484	моментом в	3	1
485	ни было	3	1
486	опираться на	1	1
487	входят в	3	1
488	с ним	5	1
489	в задачу	1	1
490	который можно	1	1
491	и восприятия	1	1
492	связей и	1	1
493	кроме того	3	1
494	имеем дело	3	1
495	это своеобразное	1	1
496	деятельность есть	1	1
497	что так	1	1
498	в некоторых	2	1
499	одном и	1	1
500	и художественно	2	1
501	к предмету	1	1
502	говорится в	1	1
503	самого содержания	1	1
504	но действительность	1	1
505	деятельность не	2	1
506	в область	3	1
507	для нас	1	1
508	и за	1	1
509	что никакой	1	1
510	и этим	6	1
511	приходится иметь	2	1
512	и принципиально	1	1
513	в культуре	2	1
514	слова в	7	1
515	и о	5	1
516	самом же	1	1
517	на самом	4	1
518	здесь в	2	1
519	лицом к	1	1
520	те связи	1	1
521	его от	1	1
522	на которой	1	1
523	с самими	1	1
524	не больше	3	1
525	ее предмет	1	1
526	основной вопрос	1	1
527	понятий в	1	1
528	приходит к	1	1
529	себе не	2	1
530	и которые	2	1
531	понимается как	1	1
532	данности и	1	1
533	не на	5	1
534	не выходя	3	1
535	под этим	1	1
536	различия между	1	1
537	явления культуры	1	1
538	объект и	4	1
539	др в	2	1
540	непосредственно в	1	1
541	всего сказанного	1	1
542	что все	2	1
543	оно не	3	1
544	как не	1	1
545	психологии и	1	1
546	нам в	1	1
547	все то	3	1
548	но он	1	1
549	или в	2	1
550	относится и	2	1
551	помнить что	3	1
552	из важнейших	3	1
553	д мы	1	1
554	на которое	1	1
555	и техники	1	1
556	осуществляется в	1	1
557	всех его	4	1
558	слова но	3	1
559	но совершенно	2	1
560	из сторон	1	1
561	что у	1	1
562	который как	1	1
563	в россии	2	1
564	с другими	3	1
565	и все	3	1
566	содержание и	2	1
567	бытия и	1	1
568	даже прямо	1	1
569	есть в	1	1
570	нужно только	1	1
571	быть только	5	1
572	и наука	1	1
573	может и	4	1
574	и эта	2	1
575	но для	1	1
576	опыта и	1	1
577	представлять себе	4	1
578	из всего	1	1
579	лишь к	1	1
580	широком понимании	1	1
581	искусства как	2	1
582	в таком	3	1
583	или иная	1	1
584	если он	1	1
585	не остается	2	1
586	впрочем не	1	1
587	мы ее	1	1
588	значению для	1	1
589	становится наукой	1	1
590	правда в	1	1
591	уже выше	1	1
592	и дух	1	1
593	и язык	1	1
594	есть совершенно	1	1
595	с ними	4	1
596	человек в	2	1
597	что по	1	1
598	быть понято	1	1
599	рода и	1	1
600	есть та	1	1
601	или даже	1	1
602	далеко не	5	1
603	общих чертах	1	1
604	чем иным	1	1
605	целое как	1	1
606	на эту	1	1
607	имеется в	1	1
608	словесного искусства	2	1
609	в услужении	1	1
610	и отдельных	2	1
611	области в	1	1
612	как с	1	1
613	изобразительных искусствах	2	1
614	и могут	1	1
615	и я	1	1
616	отличается от	2	1
617	доходят до	1	1
618	не создает	1	1
619	в новом	1	1
620	слово в	2	1
621	человека или	1	1
622	том как	2	1
623	и художественного	3	1
624	ведь в	1	1
625	это было	1	1
626	языка то	1	1
627	для современной	1	1
628	них в	1	1
629	явление культуры	1	1
630	которая не	1	1
631	самом широком	1	1
632	ли это	1	1
633	мы вообще	1	1
634	не его	2	1
635	в лучшем	2	1
636	к концу	1	1
637	и у	2	1
638	что их	1	1
639	подобных случаях	1	1
640	и понимание	1	1
641	действительности и	3	1
642	связано с	1	1
643	по поводу	2	1
644	вопроса о	3	1
645	с первого	1	1
646	ему не	1	1
647	на них	3	1
648	из общего	1	1
649	понять как	1	1
650	можно и	2	1
651	произведение в	6	1
652	слова для	1	1
653	лишь средством	1	1
654	поскольку она	1	1
655	себя не	1	1
656	перестает быть	4	1
657	нуждаются в	1	1
658	это и	1	1
659	его и	1	1
660	того или	2	1
661	высокой степени	1	1
662	совершенно не	7	1
663	областях культуры	1	1
664	искусства вообще	1	1
665	объектом и	2	1
666	человека в	2	1
667	целое в	1	1
668	и эти	1	1
669	находит свое	2	1
670	в противовес	1	1
671	чтобы его	2	1
672	а к	2	1
673	значение только	1	1
674	имеют в	1	1
675	и более	2	1
676	в содержание	5	1
677	котором можно	1	1
678	уже из	1	1
679	в действительности	1	1
680	иной области	1	1
681	и социального	1	1
682	который был	1	1
683	области изучения	2	1
684	себе это	1	1
685	об особой	1	1
686	к слову	1	1
687	направлено на	1	1
688	какие бы	1	1
689	тех же	1	1
690	даже к	1	1
691	словом а	1	1
692	к лингвистике	1	1
693	это как	1	1
694	не чувствует	1	1
695	в самых	1	1
696	как язык	1	1
697	материала а	3	1
698	другими словами	2	1
699	связь и	2	1
700	автора и	1	1
701	не дает	2	1
702	во всей	1	1
703	не должно	1	1
704	одну из	1	1
705	которые имеют	1	1
706	более узком	1	1
707	вырастает на	1	1
708	в материал	1	1
709	от содержания	2	1
710	быть не	1	1
711	и должна	3	1
712	самое существенное	1	1
713	этой форме	1	1
714	но здесь	3	1
715	в подобных	1	1
716	не всегда	6	1
717	конечно и	4	1
718	уже о	1	1
719	своим собственным	1	1
720	в себя	2	1
721	языка для	2	1
722	что совершенно	2	1
723	не раз	1	1
724	содержания не	1	1
725	лучшем случае	2	1
726	в которой	1	1
727	лишь в	2	1
728	бы только	1	1
729	в философском	1	1
730	как таковые	1	1
731	вследствие этого	3	1
732	только один	1	1
733	есть то	1	1
734	вполне только	1	1
735	к вопросу	1	1
736	ей но	1	1
737	должны быть	4	1
738	содержания и	6	1
739	нужда в	1	1
740	нужно сказать	1	1
741	не приходится	1	1
742	есть ли	1	1
743	слова не	3	1
744	и является	1	1
745	совершенно невозможно	3	1
746	не могла	1	1
747	самого слова	1	1
748	к данному	1	1
749	за пределы	12	1
750	трудами по	1	1
751	этим не	1	1
752	и жизненно	2	1
753	задачи и	2	1
754	своему предмету	1	1
755	разных сторон	1	1
756	отрицательный характер	1	1
757	только тем	1	1
758	и эстетического	3	1
759	значительной степени	1	1
760	особый вид	1	1
761	который мог	1	1
762	глубине и	1	1
763	таких случаях	1	1
764	не наука	1	1
765	путем из	1	1
766	и всегда	1	1
767	человека и	1	1
768	и исторические	1	1
769	содержания этого	1	1
770	а лишь	2	1
771	или иное	2	1
772	мы здесь	4	1
773	и часто	1	1
774	то ни	3	1
775	входить в	1	1
776	его отношение	1	1
777	в каких	2	1
778	потому и	1	1
779	стороны можно	1	1
780	сохраняет еще	1	1
781	но которые	2	1
782	ни одной	1	1
783	иным путем	2	1
784	содержания но	3	1
785	так называемого	1	1
786	культуры но	1	1
787	нет и	3	1
788	место в	8	1
789	содержания как	2	1
790	еще нет	1	1
791	к ним	1	1
792	ее не	1	1
793	она может	3	1
794	культуры и	3	1
795	однако для	1	1
796	познавательного акта	2	1
797	без всякого	1	1
798	не входят	4	1
799	подход к	1	1
800	этого метода	1	1
801	что есть	1	1
802	они должны	1	1
803	образом язык	1	1
804	она неизбежно	1	1
805	выражения в	1	1
806	виде и	1	1
807	того времени	1	1
808	формы в	1	1
809	это можно	1	1
810	современной русской	2	1
811	анализа и	2	1
812	понимание но	1	1
813	в высшей	5	1
814	к которому	4	1
815	на отдельные	1	1
816	зрения на	1	1
817	материала к	1	1
818	только при	2	1
819	автор как	2	1
820	действительно не	1	1
821	и от	3	1
822	образом в	1	1
823	предметом и	2	1
824	тенденцию к	2	1
825	настоящее время	1	1
826	данности а	1	1
827	тесно связан	1	1
828	для наук	1	1
829	нуждающиеся в	2	1
830	нем не	1	1
831	момент в	1	1
832	и прежде	5	1
833	каждое из	1	1
834	этого и	1	1
835	связи не	2	1
836	и дальше	1	1
837	же мы	1	1
838	ли кто-нибудь	1	1
839	форме и	2	1
840	что содержание	2	1
841	момента и	1	1
842	как момент	3	1
843	отделима и	1	1
844	или иного	2	1
845	та или	1	1
846	всем что	1	1
847	соглашаться с	1	1
848	бы уже	1	1
849	отношениями между	1	1
850	своих основных	1	1
851	меньшей степени	1	1
852	именно это	1	1
853	то или	2	1
854	в мировоззрении	1	1
855	в самой	2	1
856	ними в	1	1
857	в настоящее	1	1
858	дело обстоит	1	1
859	область исторической	1	1
860	и особенно	1	1
861	и становится	7	1
862	увидим далее	1	1
863	познания в	1	1
864	слова и	3	1
865	искусства в	2	1
866	вся эта	1	1
867	о ней	1	1
868	обратиться к	1	1
869	и ничего	1	1
870	он должен	2	1
871	более того	4	1
