N	2gram	Tiupa_Vved	Myshleni
173	к этому	3	21
174	и ее	2	21
175	с таким	1	21
176	на основании	1	21
177	в нашем	9	21
178	его в	1	21
179	там где	1	21
180	и все	8	21
181	не имеет	3	21
182	в истории	1	21
183	в сознании	5	21
184	и более	5	21
185	отношение к	5	21
186	в виду	3	20
187	не менее	4	20
188	в котором	11	20
189	в другом	2	20
190	к которому	2	20
191	из них	1	20
192	из этих	5	20
193	на вопрос	1	20
194	а в	15	20
195	едва ли	4	20
196	как раз	5	20
197	на этом	1	20
198	их развития	1	20
199	и их	1	20
200	в речи	3	19
201	в связи	1	19
202	во всех	2	19
203	а с	4	19
204	и по	3	19
205	один из	3	19
206	но если	1	19
207	в данном	22	19
208	в той	5	19
209	мы и	2	19
210	с ним	3	19
211	из которых	1	19
212	во всем	1	18
213	во всей	1	18
214	одного и	1	18
215	но это	4	18
216	в отличие	11	18
217	от речи	1	18
218	отличие от	11	18
219	в образовании	1	18
220	этом смысле	1	18
221	всяком случае	3	18
222	в этих	5	17
223	в своих	5	17
224	к другим	1	17
225	их в	3	17
226	в одном	5	17
227	не есть	2	17
228	и той	1	17
229	о природе	1	17
230	в свою	5	17
231	в совершенно	1	17
232	тем же	1	17
233	до конца	5	17
234	и для	8	17
235	для этого	2	17
236	все что	3	17
237	иначе как	1	17
238	и того	3	17
239	у него	8	17
240	и от	3	17
241	и есть	2	17
242	то и	2	17
243	и только	2	17
244	своей природе	2	16
245	одной и	1	16
246	в которых	2	16
247	значение в	1	16
248	мы имеем	8	16
249	вовсе не	1	16
250	к одному	2	16
251	которые не	2	16
252	и даже	3	16
253	между двумя	5	16
254	по поводу	5	16
255	то в	1	16
256	для нас	4	16
257	тому как	3	16
258	в них	4	15
259	и это	2	15
260	подобно тому	3	15
261	со всеми	1	15
262	этого процесса	1	15
263	данном случае	15	15
264	тем более	3	15
265	хотя бы	2	15
266	в начале	3	15
267	те же	2	15
268	между этими	1	15
269	но как	1	15
270	известном смысле	1	15
271	которое мы	1	15
272	представить себе	2	15
273	на всем	1	15
274	том же	1	15
275	ничего не	3	15
276	вообще не	1	15
277	как она	1	15
278	свою очередь	5	14
279	одно и	1	14
280	точка зрения	3	14
281	что у	4	14
282	мышления с	1	14
283	очевидно что	2	14
284	что для	2	14
285	точку зрения	2	14
286	из этого	1	14
287	и здесь	2	14
288	одним из	5	14
289	одной из	1	14
290	один и	1	14
291	от друга	2	14
292	не можем	2	14
293	о чем	4	14
294	который в	5	14
295	сущности говоря	1	14
296	друг от	2	14
297	значение для	1	14
298	и во	2	14
299	с его	1	14
300	же мере	1	14
301	к которым	1	14
302	об этом	5	14
303	имеет место	6	13
304	в действительности	1	13
305	с другими	1	13
306	и тот	1	13
307	его к	1	13
308	если в	3	13
309	к его	5	13
310	они не	3	13
311	но на	2	13
312	возникает в	2	13
313	в виде	1	13
314	значения и	2	13
315	на его	2	13
316	отнюдь не	14	13
317	с ней	1	13
318	связана с	1	13
319	лишь в	4	13
320	факт что	1	13
321	стороны и	4	13
322	благодаря этому	1	13
323	совершается в	1	13
324	даже в	3	12
325	на первый	3	12
326	только на	2	12
327	том чтобы	2	12
328	но он	2	12
329	ясно что	2	12
330	полагает что	1	12
331	должны были	3	12
332	с их	2	12
333	в одной	2	12
334	и потому	2	12
335	и составляет	3	12
336	еще более	2	12
337	в первом	3	12
338	которые мы	1	12
339	к нему	2	12
340	от его	1	12
341	несмотря на	2	12
342	в ее	1	12
343	тем не	3	12
344	тому же	6	12
345	это мы	1	12
346	так точно	1	12
347	но только	1	12
348	которых мы	1	12
349	никак не	2	12
350	мог бы	2	12
351	это и	1	12
352	только к	1	12
353	в ней	5	12
354	входит в	2	12
355	не столько	5	11
356	с собой	1	11
357	не могли	1	11
358	ключ к	2	11
359	на котором	1	11
360	иначе говоря	8	11
361	на том	1	11
362	отношения к	1	11
363	не означает	1	11
364	мы всегда	1	11
365	обратимся к	2	11
366	с ее	3	11
367	ответ на	2	11
368	на самом	5	11
369	раз в	1	11
370	есть в	2	11
371	не по	4	11
372	идет о	3	11
373	что на	4	11
374	например в	2	11
375	что этот	1	11
376	мы увидим	1	11
377	наряду с	2	11
378	гораздо более	1	11
379	не знает	2	11
380	в конце	3	11
381	а только	3	11
382	он в	1	11
383	у детей	2	11
384	действия и	1	11
385	только по	1	11
386	или менее	2	11
387	исследования в	1	11
388	в пределах	3	11
389	нуждается в	1	11
390	и наконец	2	11
391	вслед за	3	10
392	друг на	2	10
393	по выражению	3	10
394	чем это	1	10
395	внимание на	4	10
396	бы что	1	10
397	в следующем	1	10
398	всякий раз	2	10
399	но для	1	10
400	о которых	2	10
401	что как	1	10
402	что такое	23	10
403	в случае	4	10
404	одного из	3	10
405	связи и	1	10
406	опирается на	1	10
407	в другой	1	10
408	на друга	2	10
409	у нас	4	10
410	что является	1	10
411	как показывают	1	10
412	числе и	1	10
413	или иной	5	10
414	указывает на	2	10
415	из всех	1	10
416	за собой	1	10
417	речь идет	3	10
418	речью и	1	10
419	и т.п	14	10
420	самом начале	1	10
421	к жизни	2	10
422	и у	2	10
423	вместо того	2	10
424	здесь мы	2	10
425	во второй	1	10
426	речевой деятельности	2	10
427	как с	1	10
428	речь как	1	10
429	представляют собой	3	10
430	в конечном	2	10
431	вытекает из	1	10
432	относится к	1	10
433	не могло	2	10
434	том числе	1	10
435	чем он	1	10
436	и слова	2	10
437	с той	1	10
438	в нашей	1	10
439	и до	1	9
440	конечном счете	2	9
441	связано с	3	9
442	к этим	1	9
443	и ошибок	1	9
444	как по	2	9
445	той или	5	9
446	более или	2	9
447	та же	1	9
448	оно не	2	9
449	зависит от	3	9
450	что же	6	9
451	естественно что	1	9
452	также и	6	9
453	а по	1	9
454	не с	4	9
455	что можно	1	9
456	место в	2	9
457	к этой	1	9
458	иначе чем	1	9
459	он имеет	1	9
460	говорить о	5	9
461	как оно	2	9
462	и он	4	9
463	и притом	3	9
464	речь является	1	9
465	в первой	1	9
466	одном и	1	9
467	же самые	1	9
468	еще в	3	9
469	совершенно не	2	9
470	такого рода	23	9
471	он может	1	9
472	хотя и	10	9
473	но с	1	9
474	или в	3	9
475	должен быть	3	9
476	само по	1	9
477	не как	2	8
478	о котором	5	8
479	которая не	2	8
480	в этот	3	8
481	не умеет	1	8
482	нет никаких	1	8
483	детей в	2	8
484	в эту	1	8
485	все остальные	1	8
486	в направлении	2	8
487	обратиться к	2	8
488	от нее	1	8
489	в течение	2	8
490	отношении к	1	8
491	еще один	3	8
492	наших глазах	1	8
493	все равно	2	8
494	к анализу	1	8
495	в готовом	1	8
496	дело с	4	8
497	связь с	1	8
498	известно что	1	8
499	как правило	6	8
500	не мог	2	8
501	его развития	1	8
502	в современной	7	8
503	и др	2	8
504	рассматривается как	1	8
505	во время	3	8
506	не на	3	8
507	должен был	2	8
508	том как	4	8
509	со стороны	15	8
510	что я	2	8
511	форм и	1	8
512	в более	1	8
513	этой области	1	8
514	различие между	1	8
515	тому чтобы	1	8
516	и которая	1	8
517	в равной	1	8
518	самой своей	1	8
519	что не	2	8
520	в известной	1	8
521	в таком	2	7
522	в разных	2	7
523	для одного	1	7
524	говоря словами	1	7
525	и сам	2	7
526	слова с	1	7
527	собой не	1	7
528	сознания в	4	7
529	на него	3	7
530	он сам	1	7
531	снизу вверх	1	7
532	выражается в	1	7
533	всех этих	1	7
534	содержит в	1	7
535	его и	1	7
536	в значительной	2	7
537	переходит к	1	7
538	у них	3	7
539	находятся в	1	7
540	которых он	1	7
541	восприятия и	2	7
542	в ряде	1	7
543	связаны с	1	7
544	мере в	2	7
545	же в	3	7
546	случае в	1	7
547	которая в	3	7
548	образом и	1	7
549	из нее	1	7
550	за ним	1	7
551	в жизни	7	7
552	не существует	3	7
553	которой он	1	7
554	представления о	1	7
555	имеет в	1	7
556	но они	3	7
557	следующим образом	1	7
558	первом случае	1	7
559	благодаря тому	1	7
560	речи или	1	7
561	и особенно	1	7
562	во втором	4	7
563	его с	2	7
564	должна быть	3	7
565	с ними	2	7
566	значении слова	1	7
567	принадлежит к	3	7
568	а также	12	7
569	случае не	1	7
570	он говорит	1	7
571	в обоих	3	7
572	этом и	2	7
573	до самого	1	6
574	и другим	1	6
575	уже не	7	6
576	раз и	2	6
577	себе в	1	6
578	с другим	1	6
579	в отдельных	1	6
580	распадается на	1	6
581	но так	2	6
582	всего в	1	6
583	и мы	1	6
584	в двух	1	6
585	во внутреннем	1	6
586	оно может	1	6
587	раннем возрасте	1	6
588	как к	1	6
589	фактов и	1	6
590	обоих случаях	1	6
591	смысле что	1	6
592	том смысле	1	6
593	бы и	4	6
594	всеми остальными	1	6
595	наконец в	1	6
596	и наиболее	1	6
597	начиная с	3	6
598	только потому	1	6
599	он как	1	6
600	опыта и	1	6
601	или даже	2	6
602	бы мы	2	6
603	и вообще	1	6
604	заключает в	4	6
605	свести к	1	6
606	происходит в	1	6
607	говорит о	1	6
608	его на	1	6
609	эти момента	1	6
610	в различных	1	6
611	не что	1	6
612	имеем дело	5	6
613	одна из	5	6
614	что иное	1	6
615	слов в	2	6
616	в тот	1	6
617	к чему	1	6
618	не говорит	1	6
619	как его	2	6
620	точек зрения	2	6
621	могло бы	4	6
622	для его	1	6
623	в живой	1	6
624	на другой	2	6
625	что может	1	6
626	как таковой	1	6
627	и который	2	6
628	равным образом	1	6
629	которые могут	2	6
630	именно поэтому	1	6
631	всей своей	4	6
632	только одно	1	6
633	еще и	2	6
634	в детской	3	6
635	тех же	2	6
636	интересующих нас	1	6
637	роль в	2	6
638	из которого	1	6
639	в раннем	1	6
640	что здесь	1	6
641	увидим ниже	1	6
642	к моменту	1	6
643	к началу	1	6
644	это означает	1	6
645	дело в	1	6
646	и понимания	3	6
647	ли не	2	6
648	предположить что	1	6
649	и о	4	6
650	для обозначения	2	6
651	применительно к	2	6
652	для образования	1	6
653	иное как	1	6
654	нам о	2	5
655	своего исследования	1	5
656	в противоположность	1	5
657	может служить	4	5
658	втором случае	1	5
659	в вопросе	1	5
660	к ним	4	5
661	в контексте	4	5
662	мысль которая	1	5
663	ближе к	3	5
664	той мере	2	5
665	выступает в	1	5
666	пути и	1	5
667	в ряду	2	5
668	того и	1	5
669	опираясь на	1	5
670	идет по	1	5
671	эти слова	2	5
672	и произвольность	1	5
673	в него	2	5
674	ведет к	2	5
675	на первом	1	5
676	для них	3	5
677	от более	1	5
678	который не	1	5
679	так называемая	1	5
680	на их	1	5
681	и состоит	1	5
682	своей собственной	1	5
683	он является	2	5
684	каждой из	1	5
685	как если	1	5
686	в данной	2	5
687	котором мы	1	5
688	только с	1	5
689	что ему	1	5
690	однако не	2	5
691	бы для	1	5
692	все они	2	5
693	сами по	1	5
694	и другого	1	5
695	к построению	1	5
696	для мышления	1	5
697	его отношение	1	5
698	человеческого сознания	2	5
699	т.е в	1	5
700	исторического развития	1	5
701	отношений в	1	5
702	когда в	2	5
703	в новом	1	5
704	значительной степени	2	5
705	вернуться к	2	5
706	быть в	1	5
707	это так	1	5
708	это отношение	1	5
709	есть только	1	5
710	не просто	2	5
711	себя в	4	5
712	ситуации и	4	5
713	на протяжении	2	5
714	бы возникнуть	1	5
715	аналогии с	2	5
716	чем у	1	5
717	встречается в	1	5
718	для современной	1	5
719	мере как	1	5
720	в форме	1	5
721	не связаны	1	5
722	вопрос в	1	5
723	не для	1	5
724	а потому	1	5
725	был бы	1	5
726	о которой	4	5
727	оказывается в	3	5
728	заметить что	2	5
729	ответа на	1	5
730	как у	3	5
731	указание на	1	5
732	что к	1	5
733	слова но	2	5
734	чтобы сделать	1	5
735	человека к	1	5
736	оно в	1	5
737	дело не	2	5
738	у нее	4	5
739	всей его	2	5
740	бы он	1	5
741	по аналогии	4	5
742	эти два	1	5
743	именно это	1	5
744	пути к	1	5
745	для другого	1	5
746	более того	1	5
747	в центре	4	4
748	в игре	1	4
749	предполагает наличие	1	4
750	в единую	1	4
751	на эту	1	4
752	как более	1	4
753	так например	2	4
754	в пределе	1	4
755	это очевидно	1	4
756	что вся	1	4
757	чего не	1	4
758	общения и	1	4
759	на пути	1	4
760	можно ли	1	4
761	ни одного	1	4
762	не подлежит	2	4
763	к ее	3	4
764	она в	2	4
765	не было	5	4
766	или не	3	4
767	так сказать	2	4
768	самому себе	1	4
769	в ответ	2	4
770	и та	1	4
771	также не	1	4
772	что есть	1	4
773	до предела	2	4
774	и сами	2	4
775	мы встречаем	1	4
776	детская речь	2	4
777	в работах	1	4
778	мы вынуждены	1	4
779	обозначить как	1	4
780	имеет дело	1	4
781	приведенных выше	1	4
782	же слово	1	4
783	этой второй	1	4
784	и вот	3	4
785	с которой	1	4
786	для нее	1	4
787	и вся	3	4
788	другого в	1	4
789	она может	2	4
790	именно то	1	4
791	здесь не	2	4
792	в корне	1	4
793	и после	2	4
794	нам не	1	4
795	всеми своими	2	4
796	что одно	1	4
797	совершенно другим	1	4
798	нашу мысль	1	4
799	на нее	2	4
800	этот раз	3	4
801	и со	1	4
802	и могут	1	4
803	и я	1	4
804	в каждой	1	4
805	встречаются в	1	4
806	того или	1	4
807	то он	2	4
808	сознании ребенка	1	4
809	мы узнаем	2	4
810	друга как	1	4
811	функции не	1	4
812	к данному	2	4
813	к которой	2	4
814	но эти	1	4
815	как будто	6	4
816	о своих	1	4
817	это на	1	4
818	культурного развития	1	4
819	исходя из	4	4
820	или по	1	4
821	однако и	3	4
822	строго говоря	2	4
823	от этих	2	4
824	в наиболее	3	4
825	стороны в	1	4
826	начинается с	2	4
827	а именно	3	4
828	факт который	1	4
829	превращается в	1	4
830	для которого	4	4
831	на предмет	1	4
832	и становится	1	4
833	место на	1	4
834	в восприятии	1	4
835	далеко за	1	4
836	и сама	1	4
837	как видим	1	4
838	также в	1	4
839	постановка вопроса	2	4
840	чтобы понять	1	4
841	условием для	1	4
842	необходимо должна	1	4
843	в целях	1	4
844	нам в	1	4
845	совсем не	1	4
846	но при	7	4
847	хотя в	2	4
848	в приведенном	2	4
849	первый из	1	4
850	развиваются в	1	4
851	на который	1	4
852	однако в	9	4
853	всегда имеет	1	4
854	бы оно	1	4
855	а как	1	4
856	означает что	1	4
857	к одной	2	4
858	слова у	1	4
859	связанная с	1	4
860	до этого	2	4
861	которого является	1	4
862	как о	2	4
863	не до	3	4
864	в следующей	2	4
865	себя и	1	4
866	и если	1	4
867	действительностью и	1	4
868	тому или	2	4
869	перед глазами	1	4
870	области научных	1	4
871	не касаясь	1	4
872	может оказаться	1	4
873	понятия о	1	4
874	к новой	1	4
875	из него	2	4
876	с того	3	4
877	ему в	2	4
878	слово но	1	4
879	по сходству	1	4
880	в определенных	1	4
881	путь к	1	4
882	и тех	1	4
883	не могу	2	4
884	вопрос как	1	4
885	к области	1	4
886	или иному	2	4
887	жизни и	8	4
888	известной степени	1	4
889	как для	3	4
890	этим последним	1	4
891	не к	4	4
892	в настоящем	2	3
893	становится совершенно	1	3
894	он видит	1	3
895	его от	1	3
896	и само	2	3
897	и слабость	1	3
898	этот тип	1	3
899	в соответствии	8	3
900	по своим	3	3
901	в речь	2	3
902	в жизнь	1	3
903	уже у	1	3
904	оно как	1	3
905	не исключает	1	3
906	на практике	1	3
907	было сказано	1	3
908	и еще	1	3
909	в непосредственной	1	3
910	от них	2	3
911	в структуре	1	3
912	возникает и	2	3
913	общих чертах	1	3
914	еще одну	1	3
915	этой задачи	1	3
916	по природе	2	3
917	к их	1	3
918	он без	1	3
919	таблицы умножения	1	3
920	самых общих	1	3
921	мы это	1	3
922	и всю	1	3
923	внутренняя сторона	1	3
924	оно совершается	1	3
925	детского сознания	4	3
926	очередь не	1	3
927	одном из	1	3
928	а для	2	3
929	не сумел	2	3
930	слове но	1	3
931	но речь	1	3
932	при отсутствии	3	3
933	не могла	1	3
934	часто не	1	3
935	и хотя	1	3
936	могла бы	3	3
937	она уже	1	3
938	особенностей и	1	3
939	в общих	1	3
940	даже если	1	3
941	а главное	1	3
942	и чужого	2	3
943	к сожалению	1	3
944	не так	1	3
945	в случаях	2	3
946	снова в	1	3
947	оно было	1	3
948	и должен	1	3
949	интерес к	1	3
950	сводится к	6	3
951	самим собой	1	3
952	бы не	3	3
953	да и	3	3
954	для детского	1	3
955	которого не	1	3
956	он мог	1	3
957	не входит	2	3
958	дальнейшее развитие	1	3
959	к нашему	1	3
960	отнести к	1	3
961	только от	1	3
962	из которой	2	3
963	и теперь	1	3
964	для меня	1	3
965	подобного рода	3	3
966	тогда как	16	3
967	каждый из	1	3
968	и наоборот	1	3
969	до известной	1	3
970	появляется в	2	3
971	известной мере	1	3
972	именно к	2	3
973	вперед и	1	3
974	слово а	1	3
975	одна и	1	3
976	о нем	1	3
977	новейшие исследования	1	3
978	этом в	1	3
979	это всегда	2	3
980	его собственную	1	3
981	в движение	1	3
982	на фоне	3	3
983	медленно и	1	3
984	к личности	1	3
985	что находится	1	3
986	которым приводит	1	3
987	приведенном выше	1	3
988	связанные между	1	3
989	он понял	1	3
990	других авторов	1	3
991	этих случаях	2	3
992	задается вопросом	1	3
993	момент в	1	3
994	нам как	1	3
995	может и	1	3
996	если она	2	3
997	степени и	1	3
998	новое и	1	3
999	это внутреннее	1	3
1000	различия в	1	3
1001	случае мы	1	3
1002	могут служить	3	3
1003	общения с	1	3
1004	сложные и	1	3
1005	далее в	1	3
1006	как одна	1	3
1007	и внутренне	2	3
1008	определенных ситуациях	1	3
1009	с однако	1	3
1010	которой не	2	3
1011	и мысли	1	3
1012	непосредственной связи	1	3
1013	живет в	1	3
1014	взрослых но	1	3
1015	в глаза	1	3
1016	настоящее время	1	3
1017	чтобы они	1	3
1018	как я	1	3
1019	и внешней	1	3
1020	они могут	1	3
1021	от ее	1	3
1022	он на	1	3
1023	неизбежно должно	1	3
1024	как средство	1	3
1025	следует сказать	1	3
1026	согласно которой	2	3
1027	в некоторой	1	3
1028	и можно	1	3
1029	в изложении	3	3
1030	прямо не	1	3
1031	имя с	1	3
1032	без которого	1	3
1033	зрения и	1	3
1034	по характеру	1	3
1035	здесь как	2	3
1036	которых в	2	3
1037	существенно не	1	3
1038	если же	1	3
1039	не приходится	1	3
1040	в заключительной	2	3
1041	и затем	2	3
1042	это делает	1	3
1043	бы быть	1	3
1044	или иного	1	3
1045	и этот	1	3
1046	но также	2	3
1047	вот как	1	3
1048	очень легко	1	3
1049	наблюдений над	1	3
1050	живой речи	1	3
1051	сути дела	4	3
1052	им из	1	3
1053	указать на	1	3
1054	это явление	1	3
1055	что самое	1	3
1056	всего на	2	3
1057	же время	4	3
1058	нет оснований	1	3
1059	соответствии с	8	3
1060	при котором	1	3
1061	из истории	1	3
1062	но именно	3	3
1063	время является	1	3
1064	о предмете	1	3
1065	форма речи	2	3
1066	внутренней и	1	3
1067	в настоящее	1	3
1068	речь это	1	3
1069	этого термина	1	3
1070	одних и	1	3
1071	основе которого	1	3
1072	ее из	1	3
1073	чем дело	1	3
1074	деле не	1	3
1075	узнаем что	1	3
1076	со словами	1	3
1077	же не	1	3
1078	которой лежит	1	3
1079	или иначе	2	3
1080	и без	1	3
1081	по смыслу	1	3
1082	при таком	2	3
1083	мира и	5	3
1084	к своему	2	3
1085	в период	2	3
1086	и оно	2	3
1087	а к	3	3
1088	и сцепление	1	3
1089	всей истории	1	3
1090	что касается	5	3
1091	далеко не	5	3
1092	стало быть	10	3
1093	свое значение	1	3
1094	речь вовсе	1	3
1095	это все	1	3
1096	в отдельности	1	3
1097	он и	2	3
1098	быть не	4	3
1099	и благодаря	1	3
1100	и совершенно	1	3
1101	говорит не	1	3
1102	существенную роль	1	2
1103	необходимо различать	1	2
1104	вывод из	1	2
1105	служить для	1	2
1106	без исключения	2	2
1107	оно становится	1	2
1108	основной нерв	1	2
1109	так можно	1	2
1110	время не	1	2
1111	что произошло	1	2
1112	представлений о	1	2
1113	более широкий	1	2
1114	направленности сознания	1	2
1115	ни одна	1	2
1116	относится и	1	2
1117	бы стать	1	2
1118	автор в	1	2
1119	и письму	1	2
1120	мысли о	1	2
1121	тем или	1	2
1122	иным в	1	2
1123	не имели	2	2
1124	значение только	1	2
1125	например почему	1	2
1126	же следует	1	2
1127	или вернее	1	2
1128	восприятия в	2	2
1129	человека не	1	2
1130	развитии этого	1	2
1131	он был	1	2
1132	в приведенных	1	2
1133	последняя из	1	2
1134	не всегда	2	2
1135	с самим	2	2
1136	к великому	1	2
1137	на второй	1	2
1138	из трех	2	2
1139	не два	2	2
1140	совсем недавно	1	2
1141	понимания как	1	2
1142	она выражается	1	2
1143	при всем	1	2
1144	о влиянии	1	2
1145	в принципе	3	2
1146	к себе	2	2
1147	нам удалось	1	2
1148	говоря это	2	2
1149	если к	1	2
1150	с наконец	1	2
1151	который можно	1	2
1152	к необходимости	1	2
1153	до их	1	2
1154	только она	1	2
1155	и чисто	1	2
1156	на себя	5	2
1157	чтобы определить	1	2
1158	этом последнем	1	2
1159	характер и	1	2
1160	по необходимости	1	2
1161	в сторону	1	2
1162	из одного	1	2
1163	не нужно	1	2
1164	в математике	1	2
1165	складывается из	1	2
1166	говоря в	1	2
1167	бы она	1	2
1168	зрения в	1	2
1169	может соответствовать	1	2
1170	и собственно	1	2
1171	сторону в	1	2
1172	а ее	1	2
1173	оно и	1	2
1174	процессов и	1	2
1175	реакции на	1	2
1176	при такой	1	2
1177	иметь в	1	2
1178	во времени	2	2
1179	проникнуть в	1	2
1180	сомневаться в	1	2
1181	того кто	1	2
1182	где каждый	1	2
1183	слова что	1	2
1184	однако по	1	2
1185	они были	1	2
1186	действительной жизни	1	2
1187	понять что	1	2
1188	если б	1	2
1189	говорит нам	1	2
1190	речь возникает	1	2
1191	себе не	1	2
1192	совершенно иное	1	2
1193	только внутри	1	2
1194	о другом	1	2
1195	если говорить	1	2
1196	принципиальное значение	1	2
1197	но никогда	1	2
1198	можно назвать	2	2
1199	для каждого	1	2
1200	и так	1	2
1201	работы что	1	2
1202	любой из	1	2
1203	вследствие этого	5	2
1204	лет т.е	1	2
1205	что вообще	1	2
1206	в границах	1	2
1207	он выступает	1	2
1208	нет ничего	2	2
1209	действия но	2	2
1210	обобщение в	1	2
1211	тотчас же	1	2
1212	на какой	1	2
1213	мы неизбежно	1	2
1214	этом пути	1	2
1215	и уже	1	2
1216	может входить	1	2
1217	результате чего	1	2
1218	в которую	1	2
1219	и ему	1	2
1220	к структуре	2	2
1221	определенного рода	2	2
1222	не встречается	1	2
1223	не совсем	1	2
1224	тот самый	1	2
1225	и взрослыми	1	2
1226	рода в	2	2
1227	исключительно в	3	2
1228	повествование о	1	2
1229	указанием на	1	2
1230	бывает в	2	2
1231	в любви	1	2
1232	мир в	1	2
1233	в художественной	2	2
1234	от основного	1	2
1235	для данной	1	2
1236	их уже	1	2
1237	слова а	1	2
1238	знания и	1	2
1239	речь но	1	2
1240	всех прочих	1	2
1241	на каком	1	2
1242	это решение	1	2
1243	этого рода	1	2
1244	вот это	1	2
1245	в предыдущих	3	2
1246	более широкую	1	2
1247	частном случае	1	2
1248	однако это	1	2
1249	сомнение в	1	2
1250	особенно в	3	2
1251	она только	1	2
1252	ему не	1	2
1253	этой функции	1	2
1254	стоит и	1	2
1255	от первого	1	2
1256	мертвых душ	4	2
1257	которые могли	1	2
1258	конечный результат	1	2
1259	данное понятие	1	2
1260	обнаруживается и	1	2
1261	дети не	1	2
1262	но она	2	2
1263	развитие а	1	2
1264	на четыре	1	2
1265	этого значения	1	2
1266	не следует	3	2
1267	т.п но	1	2
1268	как то	1	2
1269	когда ее	1	2
1270	могло быть	1	2
1271	каждого из	2	2
1272	состоят в	1	2
1273	и самого	1	2
1274	должна оказаться	1	2
1275	может показаться	1	2
1276	раскрыть его	1	2
1277	по смежности	1	2
1278	вплоть до	2	2
1279	и конец	2	2
1280	рассматривать в	1	2
1281	на стул	1	2
1282	стороны внутренней	1	2
1283	к числу	1	2
1284	окружающей его	1	2
1285	все необходимые	1	2
1286	случае он	1	2
1287	этом направлении	2	2
1288	не бывает	1	2
1289	их не	1	2
1290	границы между	2	2
1291	две другие	1	2
1292	речи хотя	1	2
1293	во ii	1	2
1294	мысль о	2	2
1295	вопросы о	1	2
1296	том или	1	2
1297	чисто теоретической	1	2
1298	нее есть	1	2
1299	которое не	2	2
1300	них в	1	2
1301	установку на	1	2
1302	обращение к	1	2
1303	себе представить	1	2
