N	2gram	Berdyaev_M	Formalny
353	конце концов	3	4
354	между этими	1	4
355	тогда когда	2	4
356	под влиянием	1	4
357	всех своих	1	4
358	не будет	3	4
359	и смысла	1	4
360	нужно было	1	4
361	в учении	1	4
362	этот вопрос	1	4
363	должны были	1	4
364	истории и	2	4
365	среды и	2	4
366	он в	4	4
367	не значит	2	4
368	чтобы не	4	4
369	та же	4	4
370	был бы	11	4
371	два явления	1	4
372	подобно тому	2	4
373	как не	1	4
374	есть лишь	23	4
375	мы говорим	1	4
376	и действительно	1	4
377	нет в	5	4
378	к другому	4	4
379	думать что	4	4
380	его нельзя	2	4
381	отношении к	4	4
382	нем и	1	4
383	целый ряд	2	4
384	более и	1	4
385	между людьми	1	4
386	и во	5	4
387	для всего	1	4
388	и о	1	4
389	но если	4	4
390	они были	2	4
391	он должен	4	4
392	пришли к	1	4
393	этот процесс	5	4
394	сам он	2	4
395	не для	2	4
396	о нем	2	4
397	и историю	1	4
398	чем он	1	4
399	в ином	2	4
400	зрения его	1	4
401	а на	1	4
402	но эта	2	4
403	сама по	1	4
404	лишь с	1	4
405	а к	2	4
406	наука о	1	4
407	нельзя понять	1	4
408	тех же	1	4
409	как он	4	4
410	же что	2	4
411	к ней	6	4
412	одним из	2	4
413	к новому	2	4
414	и тогда	2	4
415	не к	6	4
416	во всем	5	3
417	это значит	3	3
418	требует от	1	3
419	в одном	1	3
420	но что	1	3
421	из всего	1	3
422	к отрицанию	13	3
423	а именно	1	3
424	за ней	1	3
425	в это	1	3
426	связано с	5	3
427	а что	1	3
428	было в	3	3
429	очень важное	3	3
430	не боится	1	3
431	в пределе	1	3
432	не должен	1	3
433	ничто не	1	3
434	не всегда	1	3
435	это было	1	3
436	сознания в	2	3
437	из себя	2	3
438	с проблемой	1	3
439	ни одного	2	3
440	уже как	1	3
441	они должны	1	3
442	формы в	1	3
443	к этим	3	3
444	не то	1	3
445	проблемы и	2	3
446	мы видим	4	3
447	от смысла	1	3
448	не выходит	1	3
449	начала и	1	3
450	души и	1	3
451	и через	1	3
452	системы и	1	3
453	этими двумя	2	3
454	лежит в	2	3
455	не была	4	3
456	но он	17	3
457	и чисто	1	3
458	и именно	2	3
459	из одного	1	3
460	в чем	3	3
461	что как	1	3
462	и своей	1	3
463	вопроса о	1	3
464	от них	1	3
465	все остальные	1	3
466	не дает	1	3
467	ту же	1	3
468	так что	3	3
469	кажется что	1	3
470	в развитии	1	3
471	все те	1	3
472	и тот	2	3
473	в нее	1	3
474	она была	2	3
475	жизнь как	1	3
476	культуры и	2	3
477	который был	4	3
478	к такому	1	3
479	они неизбежно	2	3
480	и этот	4	3
481	с такой	2	3
482	смысле слова	7	3
483	он пишет	1	3
484	и из	1	3
485	от этой	2	3
486	поэтому в	1	3
487	со всеми	1	3
488	литературной критики	1	3
489	с таким	2	3
490	стороны его	1	3
491	можно назвать	1	3
492	вряд ли	3	3
493	в которых	5	3
494	не приводит	1	3
495	том смысле	2	3
496	влияния на	1	3
497	бы не	4	3
498	в каком	2	3
499	на своем	4	3
500	но оно	1	3
501	все они	1	3
502	и заключается	1	3
503	и если	1	3
504	учение об	1	3
505	явления и	1	3
506	вступает в	1	3
507	в самую	5	3
508	он может	1	3
509	же он	1	3
510	нее и	1	3
511	тот же	1	3
512	подойти к	1	3
513	как со	1	3
514	находятся в	1	3
515	с начала	1	3
516	нас не	2	3
517	то мы	1	3
518	сознания и	1	3
519	представлять себе	1	3
520	с их	2	3
521	на нее	1	3
522	вообще не	2	3
523	есть только	2	3
524	к своему	2	3
525	со своей	2	3
526	и глубже	2	3
527	что раньше	1	3
528	на его	1	3
529	тем более	1	3
530	значение для	1	3
531	к одному	2	3
532	человек не	17	3
533	а от	3	3
534	что является	1	3
535	иногда и	1	3
536	во второй	1	3
537	когда он	3	3
538	е в	1	3
539	не с	1	3
540	в плане	1	3
541	сказать в	1	3
542	и прежде	1	3
543	говорить об	1	3
544	идет не	1	3
545	на то	1	3
546	мира в	2	3
547	что на	1	3
548	себе а	1	3
549	мир не	2	2
550	все что	5	2
551	связан с	1	2
552	в душе	1	2
553	только один	3	2
554	он считает	2	2
555	всего может	1	2
556	был и	1	2
557	тем как	2	2
558	или нет	1	2
559	о чем	3	2
560	литература и	1	2
561	его со	1	2
562	говорит о	1	2
563	привести к	9	2
564	до последнего	1	2
565	и необходимости	1	2
566	связь с	1	2
567	ко всем	3	2
568	замыкается в	3	2
569	о мире	2	2
570	из нее	1	2
571	к более	1	2
572	от всякого	2	2
573	принадлежат к	3	2
574	отношением к	2	2
575	его на	4	2
576	может существовать	1	2
577	в природе	1	2
578	своем творчестве	3	2
579	в какие	1	2
580	ведь не	2	2
581	также что	1	2
582	моменты в	1	2
583	переходит в	23	2
584	не могли	1	2
585	наоборот он	1	2
586	который будет	1	2
587	в этот	2	2
588	одной и	2	2
589	вне литературы	1	2
590	его собственной	2	2
591	с другим	3	2
592	другого человека	2	2
593	то чтобы	1	2
594	но ни	1	2
595	или научное	1	2
596	на наших	1	2
597	ее как	2	2
598	находится в	1	2
599	что она	5	2
600	мысли в	1	2
601	момент в	5	2
602	нет никаких	2	2
603	себя в	6	2
604	доступ к	3	2
605	свое собственное	1	2
606	не имеющих	1	2
607	и всецело	1	2
608	той мере	1	2
609	мышления и	1	2
610	стоит перед	1	2
611	как для	2	2
612	что человек	5	2
613	тогда и	1	2
614	из моментов	1	2
615	обычно не	1	2
616	а ведь	1	2
617	и нужно	2	2
618	и сама	2	2
619	не отрицает	1	2
620	они в	1	2
621	х годов	1	2
622	они будут	1	2
623	понять его	2	2
624	содержания как	1	2
625	есть еще	1	2
626	чем в	3	2
627	не знает	12	2
628	и л	1	2
629	прежде чем	2	2
630	не осуществляется	1	2
631	не одна	1	2
632	и всю	2	2
633	русской литературы	5	2
634	может в	1	2
635	в последних	1	2
636	система в	1	2
637	на земле	7	2
638	оценок и	1	2
639	в ряду	1	2
640	представляется нам	1	2
641	а для	2	2
642	не был	8	2
643	одна а	1	2
644	и мир	2	2
645	а с	1	2
646	в содержание	1	2
647	или к	4	2
648	в философии	1	2
649	именно потому	1	2
650	литературой и	1	2
651	все то	1	2
652	человека как	3	2
653	и судьба	2	2
654	и чтобы	1	2
655	действующих лиц	1	2
656	на нем	1	2
657	нужно сказать	1	2
658	и та	2	2
659	можно было	1	2
660	бы уже	1	2
661	оно входит	1	2
662	но есть	1	2
663	подход к	1	2
664	для нашего	1	2
665	и есть	21	2
666	жизни с	1	2
667	отрицает и	1	2
668	иной раз	1	2
669	значит что	4	2
670	из этой	2	2
671	нее не	1	2
672	были бы	1	2
673	и возможно	2	2
674	занимает очень	1	2
675	и самое	3	2
676	как с	1	2
677	именно от	1	2
678	жизни а	3	2
679	но она	3	2
680	уже нельзя	1	2
681	в другой	1	2
682	или иная	1	2
683	связью с	1	2
684	почему они	2	2
685	начинается с	1	2
686	особого рода	1	2
687	их и	1	2
688	заключается в	1	2
689	по истории	1	2
690	он перестал	1	2
691	новых формах	1	2
692	исключительно как	1	2
693	существует не	2	2
694	движения в	2	2
695	к какому	2	2
696	никто не	3	2
697	но из	1	2
698	огромное место	1	2
699	ни к	2	2
700	очень глубоко	1	2
701	быть при	1	2
702	не совпадает	1	2
703	своей целью	1	2
704	и социальной	1	2
705	и вот	7	2
706	не должно	1	2
707	возможны лишь	1	2
708	россии и	1	2
709	только тогда	1	2
710	что если	1	2
711	и вся	1	2
712	то от	1	2
713	не потому	2	2
714	внутреннюю природу	1	2
715	имеем в	1	2
716	переход от	1	2
717	к ним	1	2
718	только одна	1	2
719	науку о	1	2
720	бы тот	1	2
721	глубже чем	1	2
722	лучше всего	1	2
723	к миру	3	2
724	на этот	2	2
725	только с	3	2
726	только потому	1	2
727	и нет	3	2
728	из него	1	2
729	мы еще	4	2
730	жизни не	2	2
731	одного к	1	2
732	одних и	1	2
733	в более	4	2
734	и всякий	2	2
735	ему в	1	2
736	выходит за	1	2
737	смысле что	1	2
738	на периферию	1	2
739	ни с	4	2
740	нему и	1	2
741	отлично от	1	2
742	вывод что	1	2
743	мы имеем	1	2
744	образ и	7	2
745	как у	2	2
746	же не	2	2
747	а все	1	2
748	социальной среды	4	2
749	в русском	1	2
750	все равно	3	2
751	оторваться от	1	2
752	ведь это	2	2
753	но с	2	2
754	что ни	1	2
755	своей книге	2	2
756	для других	1	2
757	остается и	1	2
758	у толстого	1	2
759	в силу	1	2
760	в германии	1	2
761	борьбы и	1	2
762	и без	2	2
763	можно будет	1	2
764	говорят о	2	2
765	что мы	1	2
766	мира и	6	2
767	а иногда	1	2
768	участие в	1	2
769	за его	2	2
770	не знают	4	2
771	связаны с	1	2
772	мере в	1	2
773	людей в	3	2
774	чтобы сделать	1	2
775	большое место	1	2
776	том случае	1	2
777	человека в	26	2
778	и эти	1	2
779	всю свою	1	2
780	и почти	1	2
781	совершается не	1	2
782	очень существенное	3	2
783	характерно для	1	2
784	выйти за	1	2
785	отказ от	1	2
786	с нею	1	2
787	определяется в	1	2
788	сама она	1	2
789	человека и	19	2
790	и всякая	1	2
791	в другом	1	2
792	и самой	1	2
793	та или	1	2
794	ней все	2	2
795	это можно	1	2
796	не поддаются	1	2
797	к пониманию	1	2
798	происходит в	1	2
799	в эти	1	2
800	это в	1	2
801	пишет в	1	2
802	ведь и	1	2
803	и слишком	2	2
804	есть не	9	2
805	человек может	3	1
806	совершалось в	1	1
807	из наших	1	1
808	и учение	1	1
809	и уже	1	1
810	места которые	1	1
811	из сторон	1	1
812	быть принята	2	1
813	ставит своей	1	1
814	в момент	3	1
815	должны привести	2	1
816	в заслугу	1	1
817	может допустить	1	1
818	творчества в	1	1
819	не меньше	1	1
820	степени как	1	1
821	это лишь	2	1
822	любовь к	10	1
823	который должен	2	1
824	с самим	5	1
825	них есть	2	1
826	вещи и	1	1
827	в разных	3	1
828	и теории	1	1
829	она уже	1	1
830	и был	1	1
831	и оправдание	1	1
832	философских и	1	1
833	и отрицания	1	1
834	мысли и	2	1
835	если нет	9	1
836	окружающей его	1	1
837	потому не	3	1
838	атмосфера в	1	1
839	нас в	3	1
840	это отрицание	2	1
841	и достоевский	18	1
842	противоречие не	1	1
843	одно из	3	1
844	быть художественно	1	1
845	не внешними	1	1
846	к системе	1	1
847	все пути	1	1
848	с собой	5	1
849	внешней формы	1	1
850	понимается как	1	1
851	всей ее	1	1
852	и против	3	1
853	и утилитарная	1	1
854	к единому	1	1
855	насилие над	2	1
856	быть названа	1	1
857	в борьбе	1	1
858	основ и	1	1
859	в духе	6	1
860	и проблема	1	1
861	извне а	1	1
862	быть даны	1	1
863	и полнотой	1	1
864	и сам	1	1
865	или от	2	1
866	жизнь в	4	1
867	на такой	1	1
868	происходит не	1	1
869	иное место	1	1
870	но нельзя	1	1
871	во взглядах	1	1
872	всегда остается	2	1
873	из самых	9	1
874	и связь	1	1
875	было очень	1	1
876	ведет к	16	1
877	или у	1	1
878	сознанием и	1	1
879	существует лишь	1	1
880	он стоит	1	1
881	духа в	5	1
882	что без	2	1
883	и вместе	4	1
884	стремления к	1	1
885	и обнаруживает	2	1
886	на эту	1	1
887	возможно к	1	1
888	только для	1	1
889	через все	2	1
890	или во	1	1
891	по своим	1	1
892	почти все	1	1
893	для их	1	1
894	у достоевского	75	1
895	художник и	2	1
896	в социальную	1	1
897	и положительно	1	1
898	отца и	1	1
899	только что	1	1
900	культуры в	1	1
901	нем нет	1	1
902	взаимоотношения людей	1	1
903	искусство и	1	1
904	потому она	1	1
905	определяется не	1	1
906	не таков	1	1
907	завершение ее	1	1
908	для исследования	1	1
909	это очень	3	1
910	понять эту	1	1
911	нет у	6	1
912	понять как	1	1
913	для человека	5	1
914	и оформления	1	1
915	было не	1	1
916	на природу	4	1
917	на человека	2	1
918	и политического	1	1
919	не существует	5	1
920	должна предшествовать	1	1
921	существование и	1	1
922	эти идеи	1	1
923	и который	1	1
924	нельзя было	3	1
925	сам не	4	1
926	толстой с	1	1
927	своей природе	1	1
928	то остается	1	1
929	трудно было	1	1
930	так понимал	1	1
931	конечно что	1	1
932	когда будет	1	1
933	в нескольких	1	1
934	все свои	1	1
935	другу и	2	1
936	но эти	1	1
937	из жизни	1	1
938	была только	1	1
939	не чуждо	1	1
940	этой связи	1	1
941	и той	2	1
942	для себя	1	1
943	если так	1	1
944	старой и	1	1
945	мы все	1	1
946	как утверждение	1	1
947	же должен	1	1
948	борьбе с	1	1
949	всего как	1	1
950	за собой	2	1
951	и когда	2	1
952	приходит к	2	1
953	людей и	5	1
954	произвол и	1	1
955	удивительно что	1	1
956	разных сторон	1	1
957	душу и	2	1
958	уже и	1	1
959	не вполне	1	1
960	явление но	1	1
961	можно ли	2	1
962	не что	4	1
963	от своей	2	1
964	неизбежно должны	1	1
965	и еще	3	1
966	в чистом	1	1
967	любви татьяны	1	1
968	но этот	3	1
969	всегда и	1	1
970	друг на	1	1
971	не меньшее	1	1
972	художественном творчестве	1	1
973	и разрешал	1	1
974	роковым для	1	1
975	во всякой	1	1
976	по которой	1	1
977	жизни как	1	1
978	когда человек	5	1
979	друг для	2	1
980	наряду с	1	1
981	ключ к	1	1
982	постановка проблемы	1	1
983	все-таки не	1	1
984	этот странный	1	1
985	такая же	1	1
986	сущности и	1	1
987	это отношение	1	1
988	его нужно	1	1
989	ли она	2	1
990	что все	5	1
991	не умеет	1	1
992	не ведет	3	1
993	во весь	1	1
994	ее не	1	1
995	из самой	1	1
996	основы всех	1	1
997	не мыслится	1	1
998	тема всегда	1	1
999	по поводу	1	1
1000	были в	1	1
1001	трагедии и	1	1
1002	а следовательно	1	1
1003	значит понять	1	1
1004	не понять	1	1
1005	не мог	6	1
1006	действие романа	1	1
1007	вопрос и	2	1
1008	как будто	4	1
1009	лишь один	2	1
1010	л толстого	3	1
1011	нельзя к	1	1
1012	действительно в	1	1
1013	с разных	2	1
1014	совершился переход	1	1
1015	гоголь и	1	1
1016	быть что	1	1
1017	а потом	1	1
1018	морали в	1	1
1019	ближе к	1	1
1020	друга не	1	1
1021	себе доступ	1	1
1022	есть художественное	1	1
1023	там не	1	1
1024	и все-таки	1	1
1025	чтобы этим	1	1
1026	самостоятельное значение	2	1
1027	него как	2	1
1028	первый и	1	1
1029	живой смысл	1	1
1030	и мы	2	1
1031	по природе	2	1
1032	элемент в	1	1
1033	она и	1	1
1034	этом все	1	1
1035	есть одно	2	1
1036	такого рода	1	1
1037	она в	1	1
1038	обнаруживается в	2	1
1039	смысле в	2	1
1040	конца в	1	1
1041	не стремится	1	1
1042	есть его	1	1
1043	как нет	1	1
1044	и чрезвычайно	1	1
1045	и хотели	1	1
1046	под знаком	1	1
1047	выбора и	1	1
1048	и взаимоотношения	1	1
1049	xix века	4	1
1050	и обогатиться	1	1
1051	у него	38	1
1052	не путем	1	1
1053	себе путь	2	1
1054	бы только	1	1
1055	в существовании	1	1
1056	пути и	2	1
1057	человеческой судьбы	5	1
1058	русской критики	1	1
1059	тема о	5	1
1060	на себя	1	1
1061	стали бы	3	1
1062	перестав быть	1	1
1063	потому в	1	1
1064	достоевского оказывается	2	1
1065	возможны только	1	1
1066	дано в	1	1
1067	я и	3	1
1068	в материальной	1	1
1069	всякой иной	1	1
1070	во внутренней	1	1
1071	действительность может	1	1
1072	стихию и	1	1
1073	чего бы	1	1
1074	себя как	1	1
1075	рядом с	1	1
1076	борьбы за	1	1
1077	вещей с	1	1
1078	положение чем	1	1
1079	вернемся в	1	1
1080	они как	1	1
1081	путь в	1	1
1082	находится во	1	1
1083	нет когда	1	1
1084	он знал	5	1
1085	в свете	3	1
1086	связанным с	1	1
1087	себе и	4	1
1088	точек зрения	1	1
1089	был не	2	1
1090	связанная с	1	1
1091	великое и	1	1
1092	и у	3	1
1093	что их	1	1
1094	не иначе	1	1
1095	не перестав	1	1
1096	через этот	2	1
1097	человека а	3	1
1098	такова логика	1	1
1099	процесс а	1	1
1100	собственно в	1	1
1101	возвращение человеку	1	1
1102	в русской	4	1
1103	остается в	1	1
1104	совершенно другой	1	1
1105	период его	1	1
1106	процесса как	1	1
1107	о себе	3	1
1108	она переходит	1	1
1109	не имея	1	1
1110	и быть	2	1
1111	не отражает	1	1
1112	творчестве о	1	1
1113	разрушения и	1	1
1114	же оказывается	1	1
1115	под ними	1	1
1116	что нет	2	1
1117	внешними причинами	1	1
1118	нельзя найти	1	1
1119	если не	1	1
1120	человек его	3	1
1121	не принадлежит	3	1
1122	его творчества	2	1
1123	быть признана	1	1
1124	что вопрос	1	1
1125	более всего	1	1
1126	на самый	1	1
1127	две формы	1	1
1128	творчество он	1	1
1129	для художника	1	1
1130	но путь	2	1
1131	идет в	1	1
1132	можно сделать	1	1
1133	он также	2	1
1134	не были	2	1
1135	им и	1	1
1136	хотя в	1	1
1137	таково же	1	1
1138	его жизнь	1	1
1139	достоевский и	4	1
1140	проникнуть в	1	1
1141	по своей	4	1
1142	идеи достоевского	6	1
1143	говорили что	1	1
1144	с ней	3	1
1145	другая сторона	1	1
1146	не раз	1	1
1147	людей они	1	1
1148	другому в	1	1
1149	лишь одно	1	1
1150	так называемого	1	1
1151	в совершенстве	1	1
1152	и статьи	1	1
1153	него на	1	1
1154	возможно что	1	1
1155	конца и	1	1
1156	что во	1	1
1157	и никогда	4	1
1158	мы дадим	1	1
1159	не завершается	1	1
1160	оно имеет	1	1
1161	вера в	3	1
1162	бы его	2	1
1163	соединение с	2	1
1164	и каждый	2	1
1165	этом они	1	1
1166	когда они	1	1
1167	о его	1	1
1168	определяются его	1	1
1169	что только	1	1
1170	был в	4	1
1171	основная тема	1	1
1172	у разных	1	1
1173	нигде нет	2	1
1174	ней в	1	1
1175	его к	2	1
1176	новых сторон	1	1
1177	это совершенно	1	1
1178	еще менее	1	1
1179	была совершенно	1	1
1180	от ее	1	1
1181	есть ли	2	1
1182	человека но	5	1
1183	нет не	1	1
1184	него это	1	1
1185	лишь его	2	1
1186	и вопреки	1	1
1187	многие другие	1	1
1188	было с	2	1
1189	самим собою	2	1
1190	лишь по	1	1
1191	это необычайное	1	1
1192	ведь под	1	1
1193	в иную	1	1
1194	для многих	1	1
1195	одном отношении	1	1
1196	бы исключительно	1	1
1197	мир всегда	1	1
1198	так всегда	1	1
1199	мире и	1	1
1200	что совершается	1	1
1201	значит конечно	1	1
1202	и гармонии	1	1
1203	все основные	1	1
1204	литература не	1	1
1205	на деле	4	1
1206	всего того	1	1
1207	а потому	1	1
1208	он уже	8	1
1209	е от	1	1
1210	природы от	3	1
1211	те не	1	1
1212	такова же	1	1
1213	им как	1	1
1214	своего собственного	1	1
1215	которой не	1	1
1216	как тему	1	1
1217	момент эволюции	1	1
1218	были быть	1	1
1219	судьба его	1	1
1220	с миром	1	1
1221	такой степени	2	1
1222	исключительно с	1	1
1223	думает что	1	1
1224	самой жизни	1	1
1225	и творческого	1	1
1226	истории в	2	1
1227	этот не	1	1
1228	темой о	1	1
1229	интерес к	5	1
1230	разного рода	2	1
1231	с природой	1	1
1232	человека во	1	1
1233	могут оправдать	1	1
1234	одному знаменателю	1	1
1235	науки и	1	1
1236	когда его	1	1
1237	и делает	1	1
1238	ему принадлежат	1	1
1239	и утверждает	1	1
1240	на всякое	1	1
1241	действительности оно	1	1
1242	него нет	6	1
1243	он лишь	4	1
1244	потребность в	1	1
1245	не произошло	1	1
1246	есть проблема	1	1
1247	самим собой	1	1
1248	в западном	1	1
1249	так называемый	2	1
1250	что у	3	1
1251	должна прийти	1	1
1252	оно есть	1	1
1253	в различные	1	1
1254	он будет	1	1
1255	и материально	1	1
1256	образ этот	1	1
1257	то время	2	1
1258	оно всегда	1	1
1259	судьба самого	2	1
1260	не знал	7	1
1261	к самым	2	1
1262	как момент	1	1
1263	внутренние противоречия	1	1
1264	для каждого	1	1
1265	что такой	1	1
1266	природы о	1	1
1267	человека на	7	1
1268	понимания в	1	1
1269	ли вообще	1	1
1270	сравнению с	2	1
1271	нас все	1	1
1272	характерна для	1	1
1273	быть никакого	1	1
1274	знает что	1	1
1275	которая не	2	1
1276	замкнутым в	1	1
1277	философии но	2	1
1278	мире все	1	1
1279	дальше и	2	1
1280	к которой	4	1
1281	в которые	2	1
1282	этого движения	1	1
1283	жизни так	1	1
1284	слова для	1	1
1285	который он	1	1
1286	нет ничего	9	1
1287	что теперь	1	1
1288	и сделало	1	1
1289	сил и	1	1
1290	и состоит	1	1
1291	не имеют	2	1
1292	это художественное	1	1
1293	нельзя ставить	1	1
1294	на той	1	1
1295	на друга	1	1
1296	не вне	1	1
1297	по сравнению	3	1
1298	это все	2	1
1299	не связан	1	1
1300	и поэтому	3	1
1301	быть не	2	1
1302	жизни у	2	1
1303	вызывает в	1	1
1304	и исторических	1	1
1305	но под	1	1
1306	не сам	2	1
1307	в менее	1	1
