N	2gram	Tiupa_Teor	Myshleni
318	даже в	3	12
319	а затем	2	12
320	на первый	1	12
321	только на	2	12
322	образом что	1	12
323	но он	4	12
324	речи от	1	12
325	за пределы	2	12
326	тем и	1	12
327	к другому	2	12
328	с их	2	12
329	в одной	1	12
330	и потому	3	12
331	и составляет	3	12
332	в первом	2	12
333	к нему	2	12
334	от его	1	12
335	несмотря на	2	12
336	в ее	6	12
337	тем не	3	12
338	тому же	1	12
339	но только	1	12
340	никак не	1	12
341	мог бы	3	12
342	это и	2	12
343	только к	1	12
344	входит в	4	12
345	не столько	7	11
346	с собой	1	11
347	предметов в	1	11
348	на примере	1	11
349	не могли	2	11
350	ключ к	2	11
351	на котором	2	11
352	иначе говоря	5	11
353	по типу	1	11
354	отношения к	4	11
355	не означает	1	11
356	обратимся к	1	11
357	с ее	4	11
358	в каком	2	11
359	друг другу	1	11
360	раз в	1	11
361	есть в	3	11
362	не по	1	11
363	идет о	2	11
364	одно из	1	11
365	например в	3	11
366	те и	1	11
367	не знает	4	11
368	в конце	2	11
369	а только	4	11
370	он в	1	11
371	действия и	1	11
372	во внешней	1	11
373	слово в	1	11
374	или менее	6	11
375	в пределах	5	11
376	к пониманию	1	11
377	нуждается в	1	11
378	есть не	1	11
379	вслед за	3	10
380	по выражению	1	10
381	чем это	2	10
382	всякий раз	2	10
383	что такое	2	10
384	в случае	2	10
385	одного из	1	10
386	в другой	1	10
387	не совпадает	1	10
388	у нас	2	10
389	и может	1	10
390	числе и	2	10
391	или иной	7	10
392	указывает на	1	10
393	привести к	1	10
394	речь идет	2	10
395	и т.п	7	10
396	самом начале	2	10
397	к жизни	2	10
398	что его	1	10
399	здесь мы	2	10
400	во второй	7	10
401	речевой деятельности	2	10
402	представляют собой	1	10
403	если не	1	10
404	в конечном	6	10
405	на каждом	1	10
406	вытекает из	2	10
407	не могло	2	10
408	и слово	1	10
409	том числе	3	10
410	с той	1	10
411	по пути	4	9
412	и до	1	9
413	конечном счете	6	9
414	развития но	1	9
415	в центр	1	9
416	к этим	1	9
417	в ситуации	1	9
418	той или	3	9
419	более или	6	9
420	приводят к	1	9
421	оно не	2	9
422	зависит от	1	9
423	и заключается	1	9
424	и поэтому	1	9
425	оно является	1	9
426	не представляет	1	9
427	мышления но	1	9
428	к предмету	1	9
429	может не	1	9
430	но эта	1	9
431	сама по	2	9
432	также и	1	9
433	а по	1	9
434	не с	3	9
435	что можно	3	9
436	к изучению	1	9
437	место в	7	9
438	в момент	3	9
439	говорить о	4	9
440	в системе	2	9
441	и притом	3	9
442	на отдельные	1	9
443	в первой	6	9
444	одном и	1	9
445	мы в	2	9
446	мы говорим	1	9
447	совершенно не	1	9
448	такого рода	13	9
449	речи есть	1	9
450	видим в	2	9
451	хотя и	4	9
452	в самой	2	9
453	переход к	1	9
454	но с	1	9
455	или в	3	9
456	включает в	2	9
457	должен быть	2	9
458	не как	1	8
459	стоит в	1	8
460	о котором	1	8
461	которая не	1	8
462	и те	1	8
463	стадии в	1	8
464	нет никаких	1	8
465	уже по	1	8
466	речи а	2	8
467	своей структуре	1	8
468	в деятельности	1	8
469	речи именно	1	8
470	отношении к	4	8
471	еще один	1	8
472	только и	2	8
473	в готовом	1	8
474	дело с	1	8
475	действительности и	1	8
476	и внутренней	1	8
477	отношений и	1	8
478	как правило	5	8
479	не возникает	1	8
480	собой и	1	8
481	же самую	1	8
482	себе и	1	8
483	остается в	1	8
484	и др	3	8
485	не на	4	8
486	должен был	1	8
487	со стороны	6	8
488	одним и	1	8
489	от понятия	1	8
490	в более	1	8
491	различие между	1	8
492	на которой	1	8
493	речи по	1	8
494	в равной	3	8
495	с логической	1	8
496	только то	1	8
497	еще на	1	8
498	что не	1	8
499	в известной	1	8
500	в таком	3	7
501	говоря словами	4	7
502	и сам	4	7
503	слова с	1	7
504	предмета и	1	7
505	деятельности сознания	1	7
506	сознания в	2	7
507	понятие о	3	7
508	больше и	1	7
509	со словом	1	7
510	содержит в	1	7
511	и делает	1	7
512	в значительной	2	7
513	переходит к	1	7
514	при анализе	1	7
515	на которые	1	7
516	и том	1	7
517	связаны с	1	7
518	мере в	1	7
519	к вопросу	1	7
520	одну из	2	7
521	же в	1	7
522	случае в	1	7
523	которая в	2	7
524	образом и	2	7
525	из нее	1	7
526	за ним	1	7
527	в жизни	3	7
528	не существует	1	7
529	имеет в	2	7
530	что речь	1	7
531	к общему	1	7
532	первом случае	1	7
533	именно потому	1	7
534	общего с	1	7
535	и особенно	2	7
536	во втором	3	7
537	его с	1	7
538	с ними	2	7
539	принадлежит к	3	7
540	сознания и	1	7
541	слова не	2	7
542	а также	7	7
543	же по	1	7
544	случае не	2	7
545	но по	1	7
546	этом и	1	7
547	одновременно с	1	7
548	лучшем случае	1	7
549	вопросу о	1	6
550	от одного	1	6
551	и другим	1	6
552	уже не	6	6
553	раз и	1	6
554	для данного	1	6
555	в научном	1	6
556	в отдельных	1	6
557	не остается	1	6
558	в двух	1	6
559	в каждом	1	6
560	в лучшем	1	6
561	как к	5	6
562	том и	1	6
563	каждой новой	1	6
564	в словах	1	6
565	наконец в	1	6
566	и больше	2	6
567	и наиболее	1	6
568	речи всегда	1	6
569	неизмеримо более	1	6
570	или даже	4	6
571	в условиях	1	6
572	заключает в	1	6
573	смысл слова	1	6
574	свести к	1	6
575	происходит в	1	6
576	оказывается не	1	6
577	для возникновения	3	6
578	говорит о	1	6
579	требует от	1	6
580	и другими	1	6
581	этот закон	1	6
582	более сложные	1	6
583	в различных	1	6
584	не что	1	6
585	является как	1	6
586	перед ним	2	6
587	имеем дело	2	6
588	одна из	1	6
589	что иное	1	6
590	на язык	1	6
591	задолго до	1	6
592	к чему	2	6
593	не говорит	1	6
594	от одной	1	6
595	точек зрения	1	6
596	очень часто	1	6
597	что может	2	6
598	с которым	1	6
599	и который	2	6
600	на ее	1	6
601	природе и	1	6
602	между которыми	3	6
603	всей своей	2	6
604	только одно	1	6
605	еще и	2	6
606	тех же	1	6
607	лежат в	1	6
608	роль в	3	6
609	из которого	3	6
610	дело в	2	6
611	ли не	1	6
612	это было	2	6
613	единое целое	2	6
614	и о	5	6
615	для обозначения	2	6
616	внутреннюю сторону	1	6
617	иное как	1	6
618	из всего	1	5
619	к самому	1	5
620	приходит в	1	5
621	свою собственную	1	5
622	в противоположность	3	5
623	что представляет	1	5
624	может служить	2	5
625	втором случае	1	5
626	к ним	1	5
627	в контексте	3	5
628	нигде не	1	5
629	ближе к	1	5
630	этих моментов	1	5
631	той мере	1	5
632	как такового	1	5
633	в ряду	1	5
634	того и	1	5
635	деятельности и	1	5
636	опираясь на	1	5
637	разрыв между	1	5
638	не дает	1	5
639	в него	1	5
640	ведет к	2	5
641	на первом	1	5
642	формой мышления	1	5
643	никто не	3	5
644	роли в	5	5
645	на их	1	5
646	отдает себе	1	5
647	и состоит	2	5
648	своей собственной	1	5
649	каждой из	1	5
650	в значении	1	5
651	действительность в	1	5
652	его значением	1	5
653	на две	3	5
654	как основной	1	5
655	в свое	1	5
656	когда они	1	5
657	ее на	1	5
658	бы для	1	5
659	все они	1	5
660	от всех	2	5
661	и другого	1	5
662	к построению	1	5
663	эти последние	1	5
664	но всегда	1	5
665	человека с	3	5
666	человеческого сознания	1	5
667	от него	1	5
668	что по	1	5
669	которыми он	1	5
670	значительной степени	2	5
671	это отношение	3	5
672	не просто	2	5
673	себя в	7	5
674	ситуации и	1	5
675	после того	1	5
676	чем у	1	5
677	может иметь	1	5
678	противоречие между	1	5
679	внутреннее единство	1	5
680	возникает на	1	5
681	самой себе	1	5
682	в форме	4	5
683	и возникает	1	5
684	он показывает	1	5
685	не для	1	5
686	в область	1	5
687	оказывается в	3	5
688	из тех	2	5
689	у одного	2	5
690	значений и	1	5
691	самое существенное	1	5
692	свое время	1	5
693	как у	1	5
694	без этого	1	5
695	окружающих его	1	5
696	знаком и	1	5
697	может рассматриваться	1	5
698	человека к	3	5
699	оно в	1	5
700	дело не	2	5
701	говоря о	3	5
702	у нее	1	5
703	всей его	2	5
704	к понятию	1	5
705	самого процесса	1	5
706	эти два	1	5
707	именно это	1	5
708	более того	1	5
709	первой и	1	4
710	в центре	1	4
711	с вещами	1	4
712	тем как	1	4
713	как более	1	4
714	всем его	1	4
715	языка в	4	4
716	собой как	1	4
717	ничто не	1	4
718	чего не	1	4
719	и семантической	1	4
720	не подлежит	1	4
721	нас на	1	4
722	отношения в	1	4
723	бы то	2	4
724	до минимума	1	4
725	от одних	1	4
726	вбирает в	1	4
727	которого он	1	4
728	не путем	1	4
729	не было	1	4
730	самые различные	1	4
731	быть может	1	4
732	свое имя	1	4
733	рядом с	1	4
734	особенности в	1	4
735	отдельные слова	1	4
736	бы они	1	4
737	ту сторону	1	4
738	для построения	1	4
739	одним словом	1	4
740	своего собственного	1	4
741	была бы	3	4
742	смысле можно	1	4
743	имеет дело	2	4
744	в роли	3	4
745	и вот	3	4
746	из его	1	4
747	с которой	1	4
748	и вся	1	4
749	вступает в	2	4
750	другого в	1	4
751	она может	1	4
752	только при	1	4
753	здесь не	2	4
754	слова так	1	4
755	о его	2	4
756	нам не	1	4
757	способность к	2	4
758	на нее	1	4
759	в резком	1	4
760	и со	1	4
761	и я	1	4
762	в каждой	1	4
763	встречаются в	1	4
764	отношений которые	1	4
765	того или	6	4
766	чистом виде	1	4
767	теоретической и	1	4
768	как будто	2	4
769	о своих	1	4
770	образов и	1	4
771	это на	1	4
772	исходя из	1	4
773	однако и	1	4
774	что делает	1	4
775	строго говоря	2	4
776	к более	2	4
777	если он	1	4
778	в понимании	1	4
779	стороны в	1	4
780	начинается с	1	4
781	это скорее	1	4
782	а именно	3	4
783	одновременно и	1	4
784	в одно	2	4
785	языка на	2	4
786	по тем	1	4
787	речи ибо	1	4
788	превращается в	2	4
789	для которого	1	4
790	из виду	2	4
791	входят в	1	4
792	исходит из	1	4
793	по которым	1	4
794	и становится	1	4
795	есть процесс	1	4
796	собой в	1	4
797	время в	1	4
798	ни было	2	4
799	и сама	1	4
800	деятельности в	5	4
801	целом ряде	1	4
802	также в	1	4
803	смысла слова	1	4
804	или к	1	4
805	совсем не	1	4
806	и одновременно	5	4
807	большей степени	1	4
808	однако в	7	4
809	с совершенно	1	4
810	означает что	1	4
811	необходимым условием	1	4
812	другим и	1	4
813	же образом	1	4
814	не требует	1	4
815	до этого	1	4
816	одно слово	2	4
817	в следующей	2	4
818	себя и	2	4
819	поэтому не	1	4
820	совершенно иной	2	4
821	совершается как	1	4
822	направленной на	3	4
823	может оказаться	2	4
824	здесь и	1	4
825	что говоря	1	4
826	такое же	1	4
827	просто как	1	4
828	путь к	1	4
829	ином отношении	1	4
830	долгое время	1	4
831	нельзя не	1	4
832	к области	3	4
833	жизни и	1	4
834	известной степени	3	4
835	и образует	1	3
836	приводящего к	1	3
837	между этим	1	3
838	или иных	3	3
839	до последнего	1	3
840	и само	1	3
841	о мире	1	3
842	в новую	1	3
843	видно из	1	3
844	с не	1	3
845	он стоит	1	3
846	в соответствии	3	3
847	по своим	1	3
848	сказала она	1	3
849	этой деятельности	1	3
850	о чем-то	1	3
851	другу и	1	3
852	к объективной	1	3
853	своем значении	1	3
854	те два	1	3
855	в прошлом	1	3
856	языка не	1	3
857	ее как	1	3
858	что отличает	2	3
859	что даже	1	3
860	в структуре	2	3
861	процесс их	1	3
862	в единое	3	3
863	известные нам	1	3
864	мы легко	2	3
865	что составляет	1	3
866	он оказывается	2	3
867	или иная	1	3
868	нашем примере	1	3
869	вопрос что	2	3
870	а для	2	3
871	не могла	1	3
872	оказывается как	1	3
873	могла бы	2	3
874	я это	1	3
875	внимание и	1	3
876	но прежде	1	3
877	даже если	1	3
878	же типа	1	3
879	не так	1	3
880	в случаях	1	3
881	ним и	1	3
882	говорит и	3	3
883	и должен	1	3
884	отношений как	1	3
885	сводится к	12	3
886	в плоскости	1	3
887	быть так	1	3
888	самим собой	4	3
889	является одним	1	3
890	и будет	1	3
891	не приводит	1	3
892	бы не	1	3
893	да и	1	3
894	другому человеку	1	3
895	он мог	1	3
896	не входит	2	3
897	к нашему	2	3
898	своей внутренней	2	3
899	и теперь	1	3
900	для меня	2	3
901	ни были	1	3
902	всю полноту	1	3
903	тогда как	18	3
904	каждый из	1	3
905	и наоборот	2	3
906	впервые в	1	3
907	до известной	2	3
908	языка но	1	3
909	в систему	1	3
910	именно к	1	3
911	и пр	1	3
912	не содержит	1	3
913	поведения в	1	3
914	этом в	1	3
915	ведь это	1	3
916	это всегда	1	3
917	из других	1	3
918	это еще	1	3
919	за которым	1	3
920	на фоне	2	3
921	по его	1	3
922	как ни	1	3
923	его развитие	1	3
924	есть ситуация	1	3
925	этих случаях	1	3
926	момент в	1	3
927	логической точки	1	3
928	может и	2	3
929	если она	1	3
930	степени и	1	3
931	что говорится	1	3
932	другом но	1	3
933	случае мы	1	3
934	могут служить	2	3
935	противоречие с	1	3
936	по признаку	1	3
937	в это	1	3
938	обратное влияние	1	3
939	при наличии	2	3
940	в любом	1	3
941	которой не	1	3
942	живет в	1	3
943	во многих	1	3
944	точно и	1	3
945	становится возможной	1	3
946	теперь в	1	3
947	в глаза	2	3
948	настоящее время	1	3
949	с этими	1	3
950	как я	1	3
951	для понимания	2	3
952	и внешней	3	3
953	книги в	1	3
954	они могут	1	3
955	от ее	1	3
956	внутренней стороны	1	3
957	обратил внимание	1	3
958	иными словами	1	3
959	говорит в	2	3
960	язык внешней	1	3
961	зрения и	2	3
962	здесь как	1	3
963	для высказывания	1	3
964	сводится до	1	3
965	то ни	2	3
966	в речевом	1	3
967	к кому	1	3
968	в новое	1	3
969	это делает	2	3
970	это ни	1	3
971	с чем	2	3
972	бы быть	1	3
973	полагая что	1	3
974	или иного	6	3
975	с речью	1	3
976	и постепенное	1	3
977	речи может	1	3
978	в противоречие	1	3
979	и приобретает	1	3
980	ту или	2	3
981	к нам	2	3
982	сути дела	3	3
983	сливается с	1	3
984	это явление	1	3
985	открывает что	1	3
986	же время	8	3
987	имеем в	3	3
988	соответствии с	2	3
989	а и	5	3
990	при котором	2	3
991	оно стало	1	3
992	но именно	1	3
993	знания о	2	3
994	та или	1	3
995	внутренней и	2	3
996	в настоящее	1	3
997	только о	2	3
998	этого термина	1	3
999	многих других	1	3
1000	двоякого рода	2	3
1001	что каждый	2	3
1002	по ту	1	3
1003	говорим о	1	3
1004	или иначе	6	3
1005	самые разнообразные	1	3
1006	как другая	1	3
1007	и без	1	3
1008	при таком	1	3
1009	мира и	4	3
1010	это происходит	1	3
1011	к своему	2	3
1012	совпадает со	1	3
1013	чужой речи	1	3
1014	он ни	1	3
1015	на всех	1	3
1016	что касается	1	3
1017	не появляется	1	3
1018	далеко не	4	3
1019	а этот	1	3
1020	что из	1	3
1021	но напротив	2	3
1022	в большинстве	2	3
1023	на это	1	3
1024	в отдельности	1	3
1025	он и	2	3
1026	в порядке	3	3
1027	или слова	1	3
1028	тех или	3	3
1029	и совершенно	1	3
1030	говорит не	1	3
1031	же и	1	2
1032	являются только	1	2
1033	таком понимании	1	2
1034	без исключения	4	2
1035	оно становится	1	2
1036	фразы с	1	2
1037	какой бы	1	2
1038	представлений о	1	2
1039	различных способах	1	2
1040	на свою	2	2
1041	он обнаруживает	1	2
1042	тем или	2	2
1043	состоит не	1	2
1044	ее к	1	2
1045	восприятия в	1	2
1046	между вещами	1	2
1047	в сознание	1	2
1048	не всегда	2	2
1049	как совокупность	3	2
1050	жизни он	1	2
1051	другой своей	1	2
1052	и формы	1	2
1053	с самим	1	2
1054	на второй	2	2
1055	тем это	1	2
1056	не два	1	2
1057	двух различных	1	2
1058	к совокупности	1	2
1059	непосредственно с	1	2
1060	или иным	4	2
1061	при всем	2	2
1062	жить и	2	2
1063	в принципе	7	2
1064	от ряда	1	2
1065	устанавливает между	1	2
1066	первого из	1	2
1067	время и	1	2
1068	мысли более	1	2
1069	что сама	2	2
1070	сложные структурные	1	2
1071	значения на	1	2
1072	или иную	2	2
1073	к определенному	1	2
1074	слова могут	1	2
1075	к возникновению	1	2
1076	на себя	2	2
1077	возможным в	1	2
1078	большинстве случаев	1	2
1079	нового для	1	2
1080	сознания как	1	2
1081	данной стадии	1	2
1082	в сторону	3	2
1083	свое место	1	2
1084	контакт между	1	2
1085	что хотя	1	2
1086	говоря в	1	2
1087	зрения в	1	2
1088	говоря только	1	2
1089	на чем	1	2
1090	не будет	3	2
1091	оно и	1	2
1092	деле его	1	2
1093	иметь в	1	2
1094	во времени	4	2
1095	в историческом	1	2
1096	более чем	1	2
1097	смысл оно	1	2
1098	тот или	3	2
1099	своей полноте	1	2
1100	его как	1	2
1101	подход к	1	2
1102	его личности	1	2
1103	теми же	1	2
1104	однако по	1	2
1105	бы ни	1	2
1106	себе этот	1	2
1107	действительной жизни	1	2
1108	и против	1	2
1109	значением но	1	2
1110	две части	1	2
1111	существенным образом	1	2
1112	другие в	1	2
1113	с внутренним	1	2
1114	и первый	1	2
1115	особого рода	7	2
1116	внутренне не	1	2
1117	если говорить	1	2
1118	что ничто	1	2
1119	но само	1	2
1120	можно назвать	1	2
1121	то во	1	2
1122	вследствие этого	2	2
1123	между ним	1	2
1124	они ни	1	2
1125	он выступает	1	2
1126	но у	1	2
1127	на какой	1	2
1128	заключать в	1	2
1129	в иной	3	2
1130	только мы	1	2
1131	этом пути	1	2
1132	было ожидать	1	2
1133	а тем	1	2
1134	в которую	1	2
1135	и ему	1	2
1136	незаметно для	1	2
1137	и возможность	2	2
1138	это имеет	1	2
1139	разговор с	1	2
1140	не первым	1	2
1141	нашего внутреннего	2	2
1142	представленных в	1	2
1143	определенное значение	1	2
1144	и обладает	1	2
1145	другого и	1	2
1146	могли быть	1	2
1147	бывает в	1	2
1148	автор видит	1	2
1149	не во	1	2
1150	в художественной	3	2
1151	первое слово	1	2
1152	в наличии	1	2
1153	все их	1	2
1154	им с	1	2
1155	поэтому оно	1	2
1156	когда же	1	2
1157	в таких	1	2
1158	в присутствии	2	2
1159	совершенно особого	1	2
1160	как впрочем	1	2
1161	это возможно	1	2
1162	внимание в	1	2
1163	лежащей в	1	2
1164	анна каренина	3	2
1165	однако это	1	2
1166	она по	1	2
1167	он состоит	1	2
1168	и высшей	1	2
1169	зрения не	1	2
1170	должно стать	1	2
1171	и глубже	1	2
1172	потребности и	2	2
1173	особенно в	1	2
1174	ему не	1	2
1175	на них	1	2
1176	основе его	1	2
1177	словом или	1	2
1178	стоит и	1	2
1179	от первого	1	2
1180	в малой	1	2
1181	деятельности эти	1	2
1182	случае если	1	2
1183	две стороны	1	2
1184	силе и	1	2
1185	к значению	1	2
1186	даже самое	1	2
1187	была разработана	1	2
1188	но она	2	2
1189	этого значения	1	2
1190	и логические	1	2
1191	не следует	4	2
1192	могло быть	2	2
1193	поскольку оно	1	2
1194	каждого из	1	2
1195	анализу и	1	2
1196	может показаться	1	2
1197	места в	1	2
1198	но я	1	2
1199	идет не	1	2
1200	в семантической	1	2
1201	но внутренне	1	2
1202	вся система	1	2
1203	и конец	1	2
1204	себе а	1	2
1205	нашей внутренней	1	2
1206	можно говорить	1	2
1207	это тот	1	2
1208	речи когда	1	2
1209	с собственным	1	2
1210	его за	1	2
1211	к числу	2	2
1212	и иного	1	2
1213	что основной	1	2
1214	окружающей его	2	2
1215	не бывает	1	2
1216	мыслится как	5	2
1217	этих понятий	1	2
1218	их не	1	2
1219	две другие	1	2
1220	речи хотя	1	2
1221	мысль о	1	2
1222	всегда остается	1	2
1223	от всего	1	2
1224	том или	1	2
1225	вещей в	1	2
1226	о судьбе	1	2
1227	художественное произведение	3	2
1228	могут оказаться	2	2
1229	языка мы	1	2
1230	и пути	1	2
1231	тем в	2	2
1232	во внешнем	2	2
1233	и предполагает	1	2
1234	жизни а	2	2
1235	не прямо	1	2
1236	каждая вещь	1	2
1237	в воображении	4	2
1238	иной мере	1	2
1239	с нашим	1	2
1240	определенную позицию	1	2
1241	не об	1	2
1242	картину в	1	2
1243	говорит поэт	1	2
1244	языков в	1	2
1245	в чистом	1	2
1246	и речевой	1	2
1247	путем постепенного	1	2
1248	за него	1	2
1249	ее внутренней	1	2
1250	нечто в	1	2
1251	и внутренняя	1	2
1252	под именем	1	2
1253	смысловых единиц	1	2
1254	бы развернуть	1	2
1255	но этим	1	2
1256	чем на	1	2
1257	общение с	1	2
1258	и через	1	2
1259	состоящий в	1	2
1260	в осознании	1	2
1261	не обладает	1	2
1262	общий признак	1	2
1263	все прочие	3	2
1264	внешнего мира	2	2
1265	основной закон	1	2
1266	знаков в	2	2
1267	всех его	1	2
1268	которое в	1	2
1269	все виды	1	2
1270	в мире	26	2
1271	поэтому у	1	2
1272	на которую	1	2
1273	к ситуации	1	2
1274	от окружающих	1	2
1275	не случайна	1	2
1276	этим своеобразным	1	2
1277	данный момент	2	2
1278	мы конечно	1	2
1279	когда я	1	2
1280	ему на	1	2
1281	личности и	4	2
1282	все то	1	2
1283	является его	1	2
1284	видов деятельности	1	2
1285	для установления	1	2
1286	это может	2	2
1287	при виде	1	2
1288	в акте	3	2
1289	силу своей	4	2
1290	и доказать	1	2
1291	активности как	1	2
1292	от поверхностного	1	2
1293	к такому	1	2
1294	в состав	6	2
1295	в тени	1	2
1296	синтаксического строя	1	2
1297	одном случае	1	2
1298	и свою	1	2
1299	значении этого	4	2
1300	процессы которые	1	2
1301	первых двух	1	2
1302	в единстве	1	2
