N	2gram	Nazirov_Tr	Analitik
186	он в	1	5
187	этом случае	1	5
188	на вопрос	1	5
189	в общем	1	5
190	все эти	3	5
191	одно из	1	5
192	в поле	3	5
193	одну из	1	5
194	и их	1	5
195	еще в	2	5
196	и особенно	1	5
197	в борьбе	1	4
198	только на	1	4
199	известной степени	1	4
200	что она	2	4
201	из трех	1	4
202	к нему	3	4
203	не было	1	4
204	в которой	1	4
205	одним из	1	4
206	лишь на	1	4
207	в двух	1	4
208	в чем	1	4
209	бы в	1	4
210	не сводится	1	4
211	это по	1	4
212	и что	4	4
213	и от	1	4
214	и есть	1	4
215	а как	2	4
216	как он	1	4
217	с ними	1	4
218	бы не	1	4
219	и т	1	4
220	это и	1	4
221	потому что	2	4
222	того чтобы	1	4
223	и если	1	4
224	на две	1	4
225	но это	4	4
226	обратиться к	1	4
227	о нем	1	4
228	ему в	1	4
229	свидетельствует о	1	4
230	как у	2	4
231	из своих	2	4
232	бы и	2	4
233	указывает на	1	4
234	является по	1	4
235	об этом	4	4
236	жизнь и	3	4
237	но при	2	4
238	свою жизнь	1	4
239	и ее	2	4
240	отношение к	2	4
241	и о	1	4
242	в области	1	4
243	от него	1	3
244	в центре	1	3
245	к этой	1	3
246	с этой	1	3
247	его за	2	3
248	сам автор	1	3
249	одному из	1	3
250	в виду	1	3
251	быть может	1	3
252	вопрос об	1	3
253	и с	7	3
254	с тем	2	3
255	в момент	1	3
256	в такой	1	3
257	вопрос о	2	3
258	раз и	2	3
259	это было	1	3
260	уже было	1	3
261	этой связи	1	3
262	и далее	1	3
263	именно такого	1	3
264	дистанция между	1	3
265	что все	2	3
266	тут же	2	3
267	на котором	1	3
268	к ее	1	3
269	должно быть	3	3
270	и за	2	3
271	х годов	1	3
272	связи с	1	3
273	в связи	1	3
274	так сказать	1	3
275	между собой	1	3
276	он сам	7	3
277	не был	2	3
278	в рассказе	2	3
279	например в	1	3
280	содержит в	1	3
281	можно было	1	3
282	до этого	1	3
283	заключается в	1	3
284	никто не	3	3
285	во сне	2	3
286	человека и	1	3
287	он же	1	3
288	в становлении	1	3
289	быть не	1	3
290	в обоих	1	3
291	т п	1	3
292	речи в	1	3
293	мог бы	3	3
294	на этот	1	3
295	где он	1	3
296	же не	1	3
297	сам по	1	3
298	о жизни	2	3
299	пушкина и	1	3
300	при таком	1	3
301	и я	2	3
302	полноте и	1	3
303	ко всему	1	3
304	только к	2	3
305	она не	1	3
306	в ней	1	3
307	но он	1	3
308	мы узнаем	1	3
309	на меня	2	3
310	его речи	1	3
311	человека с	1	3
312	слова в	1	3
313	о своих	1	3
314	и наконец	1	3
315	не к	1	3
316	по нашему	1	3
317	еще раз	2	2
318	и мира	1	2
319	в применении	1	2
320	тому что	1	2
321	так ли	1	2
322	не вызывает	1	2
323	ко всем	1	2
324	встречается в	1	2
325	выглядит в	1	2
326	от всего	2	2
327	если он	1	2
328	обоих случаях	1	2
329	не вполне	1	2
330	в иной	1	2
331	но мы	1	2
332	и дело	1	2
333	что этот	2	2
334	применении к	1	2
335	имеет в	2	2
336	но они	2	2
337	связь между	1	2
338	а между	1	2
339	так же	4	2
340	в карты	1	2
341	в глаза	2	2
342	к ним	1	2
343	стал смотреть	1	2
344	перед ним	1	2
345	в сцене	1	2
346	быть в	1	2
347	с этими	1	2
348	же слова	1	2
349	что именно	1	2
350	последняя фраза	1	2
351	не просто	2	2
352	характерно что	1	2
353	намек на	1	2
354	но я	1	2
355	мы видим	1	2
356	под маской	1	2
357	как лицо	1	2
358	к себе	1	2
359	т е	1	2
360	что при	1	2
361	лицо его	2	2
362	как его	1	2
363	исходит из	1	2
364	одном из	2	2
365	могло бы	1	2
366	я его	1	2
367	что даже	1	2
368	дистанции между	1	2
369	теперь уже	1	2
370	здесь мы	1	2
371	вообще не	1	2
372	не могла	1	2
373	в форме	1	2
374	черные волосы	1	2
375	никогда в	1	2
376	возвращения из	1	2
377	один в	3	2
378	и др	1	2
379	обратимся к	1	2
380	для чего	1	2
381	судя по	1	2
382	любви и	2	2
383	утверждать что	1	2
384	взгляд на	1	2
385	вступил в	1	2
386	и при	1	2
387	и должно	1	2
388	что это	5	2
389	по слову	1	2
390	второй части	1	2
391	всем протяжении	1	2
392	даже не	1	2
393	не имеет	2	2
394	дома и	2	2
395	в стихах	1	2
396	к счастью	1	2
397	в диалог	1	2
398	же я	1	2
399	волосы и	1	2
400	но без	1	2
401	может ли	1	2
402	и стал	1	2
403	не для	1	2
404	и служит	1	2
405	но от	1	2
406	из первых	1	2
407	но если	1	2
408	поведение в	2	2
409	в самой	1	2
410	в дальнейшем	5	2
411	мог быть	1	2
412	не понимал	1	2
413	только по	1	2
414	и вот	1	2
415	к истории	1	2
416	что с	3	2
417	для нас	1	2
418	не способен	1	2
419	смысл этой	1	2
420	смысле этого	1	2
421	как нечто	1	2
422	по словам	2	2
423	борьбу с	1	2
424	но эта	2	2
425	иными словами	1	2
426	перед собой	1	2
427	на все	1	2
428	на всем	2	2
429	которой он	1	2
430	но особенно	2	2
431	а на	1	2
432	к одному	1	2
433	это как	1	2
434	то и	2	2
435	это была	1	2
436	стало быть	1	2
437	словами следует	1	2
438	борьбе за	1	2
439	полагал что	1	2
440	тот кто	1	2
441	событий и	1	2
442	жизнью и	2	2
443	с помощью	1	1
444	в душе	2	1
445	быть по	1	1
446	это тот	1	1
447	в целый	1	1
448	только что	1	1
449	он всегда	4	1
450	и гордости	1	1
451	позиция в	1	1
452	эффект как	1	1
453	несовместимое с	1	1
454	по-видимому не	1	1
455	пришел в	1	1
456	дается в	1	1
457	в обиход	1	1
458	с собой	1	1
459	есть высшая	1	1
460	но все	2	1
461	и юмор	1	1
462	и демонстративное	1	1
463	от маленькой	1	1
464	из самых	2	1
465	эпизоде гибели	1	1
466	спор с	1	1
467	автор в	1	1
468	столкновение с	1	1
469	жизни ее	1	1
470	был первым	1	1
471	в xx	1	1
472	и холодного	1	1
473	мефистофель в	1	1
474	отца и	2	1
475	смысл этого	1	1
476	местом в	1	1
477	в записках	2	1
478	время с	1	1
479	эпизод с	3	1
480	говорится о	1	1
481	друг перед	1	1
482	и жизнь	1	1
483	всегда с	1	1
484	даже отчасти	1	1
485	бросился к	1	1
486	на новую	1	1
487	для сюжета	1	1
488	собой как	1	1
489	должна быть	1	1
490	миф о	1	1
491	из себя	1	1
492	об отношении	1	1
493	точно так	2	1
494	говорит что	2	1
495	что ее	1	1
496	именно таков	1	1
497	отметить что	1	1
498	не я	1	1
499	евангелии от	1	1
500	всего этого	1	1
501	и еще	1	1
502	такая трактовка	1	1
503	еще ничего	1	1
504	романа как	1	1
505	во времена	1	1
506	входят в	1	1
507	все время	1	1
508	они сами	1	1
509	что говорит	2	1
510	своеволия в	1	1
511	распадается на	1	1
512	людей в	1	1
513	сердца в	1	1
514	ответа на	1	1
515	уверена что	1	1
516	в самую	2	1
517	которым человек	1	1
518	в прошлое	1	1
519	оставаться за	1	1
520	обратно в	1	1
521	после того	1	1
522	от природы	1	1
523	встречи со	1	1
524	пальцем на	1	1
525	но еще	1	1
526	что я	4	1
527	что уже	1	1
528	начала и	1	1
529	другой мир	1	1
530	ивана карамазова	2	1
531	подчеркнуть что	1	1
532	чем у	1	1
533	вполне серьезно	1	1
534	совершает в	1	1
535	третий раз	1	1
536	перед другим	1	1
537	распространяется на	1	1
538	начинается словами	1	1
539	сюжетные линии	1	1
540	а за	1	1
541	ли мы	1	1
542	и отношения	1	1
543	родного дома	1	1
544	героя с	1	1
545	в третий	1	1
546	между этими	2	1
547	с жизнью	1	1
548	с отцом	1	1
549	на земле	1	1
550	рядом с	1	1
551	всегда оказывается	1	1
552	и вместе	1	1
553	это мне	1	1
554	незадолго до	1	1
555	глаза ее	1	1
556	о счастье	1	1
557	романе в	1	1
558	теперь и	2	1
559	а поскольку	1	1
560	что же?	2	1
561	своих прежних	1	1
562	этой позицией	1	1
563	творца и	1	1
564	в сюжетном	1	1
565	существенной роли	1	1
566	ответом на	1	1
567	к роману	1	1
568	с творческой	1	1
569	на страницах	3	1
570	чтобы он	1	1
571	не тип	1	1
572	эти слова	1	1
573	характерны для	1	1
574	нам еще	1	1
575	самого рассказчика	1	1
576	и ненавистью	2	1
577	но только	1	1
578	тем и	1	1
579	себя на	1	1
580	доходит до	1	1
581	это сюжетное	1	1
582	в смерти	1	1
583	б это	1	1
584	она хочет	1	1
585	еще недавно	1	1
586	чтоб я	1	1
587	литературы и	1	1
588	должны были	1	1
589	того кто	1	1
590	открывается в	1	1
591	ту сторону	1	1
592	между отцом	1	1
593	интересу к	1	1
594	я вам	1	1
595	образы и	1	1
596	искусства но	1	1
597	даже если	2	1
598	с которым	1	1
599	он показывает	1	1
600	и беспокойство	1	1
601	своей и	1	1
602	за год	1	1
603	время он	1	1
604	ни за	1	1
605	за себя	1	1
606	в какой-то	1	1
607	сюжета является	1	1
608	с простодушным	1	1
609	где мы	1	1
610	встреча не	1	1
611	от нее	1	1
612	теперь я	1	1
613	на деле	1	1
614	в последующих	1	1
615	человеческой личности	2	1
616	свою первую	1	1
617	этого мотива	1	1
618	мы встречаем	1	1
619	по определению	1	1
620	условие ее	1	1
621	в основном	3	1
622	которой не	1	1
623	его с	1	1
624	другие и	1	1
625	нагнетает напряжение	1	1
626	и обращается	1	1
627	это уже	2	1
628	и ждет	1	1
629	я все	2	1
630	мне казалось	1	1
631	мы понимаем	1	1
632	вопросу об	1	1
633	черт ивана	1	1
634	на улицу	1	1
635	эстетическая позиция	1	1
636	развития в	1	1
637	быть понят	1	1
638	и хотя	1	1
639	из тех	1	1
640	от злости	1	1
641	сюжета но	1	1
642	вряд ли	2	1
643	у алексея	1	1
644	несколько времени	1	1
645	состоит из	2	1
646	создает и	1	1
647	контрастирует с	1	1
648	он есть	1	1
649	своего отца	3	1
650	цветов и	1	1
651	нет в	2	1
652	люди но	1	1
653	года и	1	1
654	случае как	1	1
655	над ним	1	1
656	я увидел	2	1
657	развернута в	1	1
658	которой сам	1	1
659	виду не	1	1
660	сливается с	1	1
661	в последней	1	1
662	это понятие	1	1
663	же во	1	1
664	не любил	1	1
665	но затем	1	1
666	эта похвальба	1	1
667	этот сын	1	1
668	и теперь	1	1
669	только один	1	1
670	ненавистью к	1	1
671	значение для	1	1
672	в это	2	1
673	в истории	1	1
674	вступления в	1	1
675	играть в	1	1
676	жизни на	1	1
677	есть необходимость	1	1
678	ли есть	1	1
679	слова были	1	1
680	сердце мое	1	1
681	как некое	1	1
682	ее не	1	1
683	в сфере	1	1
684	что ты	1	1
685	то для	1	1
686	не моральный	1	1
687	не за	2	1
688	в образе	6	1
689	за два	1	1
690	на улице	1	1
691	слова он	1	1
692	не смог	1	1
693	для достижения	1	1
694	в и	1	1
695	ее содержание	1	1
696	друг друга	2	1
697	на поиски	1	1
698	опирающаяся на	1	1
699	пристально и	1	1
700	не выдерживает	1	1
701	по мнению	2	1
702	явился для	1	1
703	проникает в	1	1
704	что оно	1	1
705	жизни столь	1	1
706	ничем не	2	1
707	с литературными	1	1
708	которая вся	1	1
709	того как	1	1
710	стола и	1	1
711	естественно что	1	1
712	эта встреча	1	1
713	части романа	1	1
714	не значит	1	1
715	свою руку	1	1
716	видит что	1	1
717	отцом и	2	1
718	своею и	1	1
719	чем он	2	1
720	он тот	1	1
721	перед другом	1	1
722	глаза а	1	1
723	для искусства	2	1
724	перед читателем	1	1
725	значение только	1	1
726	свободы воли	1	1
727	начала в	1	1
728	за этим	1	1
729	даже на	2	1
730	только сам	1	1
731	она молча	1	1
732	на нее	1	1
733	было в	2	1
734	позицию по	1	1
735	сравним с	1	1
736	не могли	1	1
737	ужас и	1	1
738	событий с	1	1
739	виде в	1	1
740	что ж	1	1
741	это происходит	1	1
742	xx веке	1	1
743	этой борьбе	1	1
744	вспомнить о	1	1
745	к личности	1	1
746	именно эта	1	1
747	но уже	1	1
748	однако есть	1	1
749	становится не	1	1
750	на них	1	1
751	я люблю	4	1
752	в стиле	1	1
753	что имя	1	1
754	также что	1	1
755	творческий процесс	1	1
756	xx века	1	1
757	она должна	2	1
758	карамазова в	1	1
759	на свои	1	1
760	на мысль	1	1
761	я к	2	1
762	этом мире	1	1
763	силе и	1	1
764	обстоит дело	1	1
765	его речь	1	1
766	самого автора	1	1
767	этом мы	1	1
768	что достоевский	4	1
769	мировой литературы	1	1
770	частности своего	1	1
771	а по	1	1
772	от литературных	1	1
773	есть и	1	1
774	к смерти	1	1
775	факт что	1	1
776	которую я	1	1
777	вы не	1	1
778	на всю	1	1
779	или как	1	1
780	на смерть	1	1
781	это его	1	1
782	его а	1	1
783	этого не	1	1
784	над собою	1	1
785	иван петрович	3	1
786	знает и	1	1
787	в книге	1	1
788	к ней	1	1
789	со своими	1	1
790	самой своей	1	1
791	облекается в	1	1
792	что сердце	1	1
793	где на	1	1
794	один по	1	1
795	роман и	1	1
796	личности героя	1	1
797	он вообще	2	1
798	в голову	1	1
799	никому не	1	1
800	его сюжетной	1	1
801	к женщине	1	1
802	себя а	1	1
803	в виде	2	1
804	рассказывает о	1	1
805	право на	1	1
806	и эта	1	1
807	это в	1	1
808	является ли	1	1
809	стороне его	1	1
810	эту сцену	1	1
811	конце концов	1	1
812	носит в	1	1
813	он с	1	1
814	говорит не	1	1
815	перед смертью	1	1
816	а я	5	1
