N	2gram	Losev_Vesc	Analitik
352	и тогда	7	4
353	но о	2	4
354	или иных	2	4
355	вслед за	1	4
356	и а	3	4
357	на две	2	4
358	и во	3	4
359	здесь и	1	4
360	но это	14	4
361	смысла есть	2	4
362	обратиться к	1	4
363	как к	5	4
364	о нем	1	4
365	ему в	1	4
366	свидетельствует о	3	4
367	к а	1	4
368	ее в	1	4
369	из своих	1	4
370	бы и	9	4
371	указывает на	8	4
372	сама по	7	4
373	нас к	1	4
374	не предполагает	4	4
375	об этом	5	4
376	жизнь и	2	4
377	тех или	6	4
378	человека в	1	4
379	наконец в	1	4
380	на основе	1	4
381	и ее	19	4
382	основе своей	2	4
383	отношение к	4	4
384	и о	4	4
385	можно отметить	1	4
386	и составляет	1	3
387	человеческой жизни	1	3
388	отвечает на	1	3
389	к этой	1	3
390	с этой	6	3
391	случае не	3	3
392	какой бы	1	3
393	в виду	2	3
394	быть может	3	3
395	с действительностью	1	3
396	вопрос об	2	3
397	и с	11	3
398	в жизни	5	3
399	с тем	8	3
400	вопрос о	6	3
401	раз и	2	3
402	ничто не	2	3
403	на самом	1	3
404	это было	2	3
405	уже было	1	3
406	этой связи	1	3
407	одной и	1	3
408	втором случае	1	3
409	себе в	5	3
410	то его	1	3
411	было сказано	1	3
412	что все	2	3
413	в зависимости	1	3
414	и внешней	1	3
415	тут же	4	3
416	на котором	1	3
417	к ее	3	3
418	гораздо более	2	3
419	бы то	12	3
420	на почве	6	3
421	что у	5	3
422	первом случае	2	3
423	должно быть	8	3
424	в состоянии	2	3
425	для своего	1	3
426	связи с	1	3
427	не говорит	3	3
428	очевидно что	2	3
429	в связи	1	3
430	в ряду	1	3
431	между собой	2	3
432	что как	1	3
433	но к	2	3
434	он сам	2	3
435	не был	2	3
436	здесь как	2	3
437	смысл и	12	3
438	понимание есть	2	3
439	чистом виде	1	3
440	хотя в	1	3
441	и тот	1	3
442	таит в	1	3
443	а тем	3	3
444	тот или	1	3
445	из этого	3	3
446	бы ни	3	3
447	оно может	3	3
448	всех этих	1	3
449	в одну	2	3
450	в столь	1	3
451	тогда когда	5	3
452	что они	12	3
453	содержит в	11	3
454	в наиболее	1	3
455	никак не	7	3
456	поэтому в	2	3
457	и внешнего	2	3
458	себе не	3	3
459	можно было	6	3
460	оно не	6	3
461	читателя и	1	3
462	сами по	3	3
463	если не	3	3
464	есть лишь	2	3
465	ни о	3	3
466	смысла и	8	3
467	заключается в	3	3
468	поскольку в	1	3
469	никто не	1	3
470	ли он	1	3
471	о котором	2	3
472	зависимости от	1	3
473	человека и	3	3
474	только одно	2	3
475	ни к	3	3
476	то он	2	3
477	своей собственной	2	3
478	и заключается	1	3
479	принципиально не	3	3
480	к смыслу	1	3
481	быть не	5	3
482	из его	2	3
483	тех пор	1	3
484	для нее	2	3
485	и больше	13	3
486	из наиболее	2	3
487	она может	4	3
488	мог бы	7	3
489	на этот	1	3
490	неотделимо от	2	3
491	смерть и	1	3
492	так как	17	3
493	они не	1	3
494	себя самого	4	3
495	где он	1	3
496	указание на	1	3
497	же не	4	3
498	дело в	6	3
499	когда же	2	3
500	ведь это	1	3
501	но с	2	3
502	сам по	4	3
503	для науки	2	3
504	понимать как	2	3
505	и без	4	3
506	в какой	1	3
507	и я	1	3
508	один и	2	3
509	этих двух	2	3
510	только лишь	1	3
511	только к	2	3
512	с новыми	1	3
513	она не	9	3
514	также и	9	3
515	однако если	1	3
516	в ней	14	3
517	но он	2	3
518	независимо от	5	3
519	об онтологическом	1	3
520	мы должны	5	3
521	и может	3	3
522	на меня	3	3
523	принципе не	1	3
524	идет о	1	3
525	же самое	1	3
526	в имени	21	3
527	когда он	2	3
528	слова в	2	3
529	с бытием	1	3
530	жизни и	6	3
531	все еще	3	3
532	на то	9	3
533	может и	3	3
534	ведь и	6	3
535	для этого	5	3
536	и наконец	1	3
537	не к	3	3
538	момент его	1	3
539	со мною	2	3
540	ничего иного	3	2
541	является в	2	2
542	есть вещь	7	2
543	еще раз	1	2
544	и мира	2	2
545	я уже	2	2
546	за исключением	1	2
547	случае мы	1	2
548	еще более	4	2
549	в применении	2	2
550	тому что	2	2
551	в субъекте	1	2
552	тем или	2	2
553	в разных	6	2
554	или нет	1	2
555	вещь может	3	2
556	с первой	1	2
557	от них	1	2
558	более или	4	2
559	до полного	1	2
560	жизнь в	1	2
561	мы и	1	2
562	от всего	15	2
563	к другим	1	2
564	если он	3	2
565	их в	6	2
566	в одно	2	2
567	на эту	1	2
568	не вполне	2	2
569	другое дело	2	2
570	этой стороны	1	2
571	свою собственную	1	2
572	но мы	1	2
573	на первый	1	2
574	рассуждение о	1	2
575	было не	1	2
576	на этой	2	2
577	что этот	1	2
578	применении к	3	2
579	основанная на	1	2
580	языка в	1	2
581	своей природе	1	2
582	и каждое	1	2
583	имеет в	1	2
584	может явиться	1	2
585	отрыве от	3	2
586	как совокупность	1	2
587	лишь одна	1	2
588	и действия	1	2
589	но они	2	2
590	и внешнее	2	2
591	связь между	1	2
592	язык есть	2	2
593	есть ни	12	2
594	не обязательно	2	2
595	принадлежит не	1	2
596	уже и	1	2
597	стороны как	1	2
598	так же	4	2
599	всегда и	1	2
600	и остается	1	2
601	вообще и	5	2
602	быть в	1	2
603	к которому	1	2
604	и самим	1	2
605	миф и	2	2
606	как я	6	2
607	как от	1	2
608	сих пор	1	2
609	во всей	1	2
610	здравого смысла	2	2
611	жизни не	1	2
612	что именно	4	2
613	и всякого	1	2
614	коем случае	1	2
615	друг с	2	2
616	в отдельных	1	2
617	уже по	1	2
618	в системе	1	2
619	она есть	12	2
620	не просто	23	2
621	они могут	1	2
622	зачем же	2	2
623	внутренней жизни	1	2
624	ближе к	2	2
625	этих моментов	1	2
626	но я	2	2
627	ее и	2	2
628	мы видим	5	2
629	от его	2	2
630	искусство в	1	2
631	к себе	4	2
632	при переходе	3	2
633	получает в	2	2
634	же нам	1	2
635	т е	79	2
636	внутренней и	1	2
637	бытия и	6	2
638	мы можем	4	2
639	что между	2	2
640	то она	2	2
641	или не	7	2
642	том же	1	2
643	к чему	2	2
644	под каким	1	2
645	как его	1	2
646	исходит из	2	2
647	е к	1	2
648	не остается	1	2
649	но ведь	2	2
650	учение о	2	2
651	такова что	1	2
652	по одному	1	2
653	между прочим	4	2
654	же точно	2	2
655	деле в	1	2
656	об искусстве	1	2
657	зрения и	2	2
658	о которых	2	2
659	третьего не	1	2
660	а только	3	2
661	могло бы	1	2
662	иного как	3	2
663	пребывания в	1	2
664	всех своих	1	2
665	на которую	1	2
666	для научного	1	2
667	я его	1	2
668	данный момент	1	2
669	он ничего	2	2
670	не могу	1	2
671	что меня	1	2
672	зрения в	1	2
673	этой точки	3	2
674	определенным образом	6	2
675	теперь уже	1	2
676	здесь мы	1	2
677	вообще не	6	2
678	однако эта	1	2
679	но зато	2	2
680	одно и	6	2
681	не приходится	1	2
682	и та	2	2
683	для человека	1	2
684	не могла	1	2
685	этот вопрос	6	2
686	когда мы	6	2
687	ними в	2	2
688	не знаю	1	2
689	которое есть	2	2
690	и анализ	1	2
691	оно и	4	2
692	один в	1	2
693	только с	3	2
694	культуры и	1	2
695	моментов в	2	2
696	подход к	1	2
697	личность и	1	2
698	что может	1	2
699	понимание и	3	2
700	мы будем	3	2
701	если они	2	2
702	в данный	1	2
703	в окно	1	2
704	имеет свою	1	2
705	бы я	3	2
706	еще одно	1	2
707	воззрений на	1	2
708	доказывает что	1	2
709	утверждать что	2	2
710	до сих	1	2
711	существования и	4	2
712	та же	1	2
713	от жизни	1	2
714	внутреннего и	4	2
715	и свою	1	2
716	своего собственного	1	2
717	ним и	1	2
718	что это	18	2
719	от нас	1	2
720	не требует	1	2
721	о которой	3	2
722	на лице	1	2
723	сама жизнь	1	2
724	под этим	1	2
725	со всеми	1	2
726	должен был	1	2
727	собой и	1	2
728	о самом	1	2
729	оно есть	16	2
730	даже не	8	2
731	личности а	1	2
732	как личность	3	2
733	которого является	1	2
734	не имеет	2	2
735	может не	4	2
736	субъекта поскольку	1	2
737	к другому	3	2
738	думать что	1	2
739	нет ничего	2	2
740	и мне	1	2
741	же я	1	2
742	бы с	1	2
743	не имеют	1	2
744	в течение	1	2
745	это только	2	2
746	в отдельности	4	2
747	у меня	3	2
748	на это	5	2
749	но лишь	2	2
750	своей внутренней	1	2
751	логического анализа	2	2
752	себя не	2	2
753	со всей	2	2
754	слов и	1	2
755	но сам	1	2
756	от других	1	2
757	есть имя	4	2
758	при помощи	4	2
759	было и	2	2
760	но без	1	2
761	может ли	2	2
762	тем же	2	2
763	с нею	19	2
764	для всего	2	2
765	но если	12	2
766	в самой	3	2
767	предстает как	1	2
768	который и	1	2
769	другого и	1	2
770	этом он	1	2
771	в дальнейшем	1	2
772	значение в	1	2
773	на дорогу	1	2
774	в коем	1	2
775	что несмотря	1	2
776	зависит от	1	2
777	однако как	1	2
778	и вот	4	2
779	обе эти	2	2
780	он как	1	2
781	к истории	2	2
782	и восприятия	1	2
783	что с	1	2
784	знаю что	1	2
785	для нас	2	2
786	одновременно и	1	2
787	у нас	9	2
788	цвет и	1	2
789	это именно	3	2
790	смысле этого	1	2
791	как нечто	3	2
792	все равно	6	2
793	раз в	2	2
794	себя момент	1	2
795	затем и	2	2
796	этого рода	1	2
797	без остатка	1	2
798	но эта	2	2
799	это еще	1	2
800	по существу	3	2
801	в ту	1	2
802	внимание в	1	2
803	и вещь	4	2
804	на все	2	2
805	бы мы	1	2
806	с другом	2	2
807	или менее	4	2
808	и таким	2	2
809	бы это	1	2
810	а на	1	2
811	всех прочих	3	2
812	к одному	3	2
813	и внутреннее	2	2
814	и эти	3	2
815	оно в	1	2
816	нет и	4	2
817	то и	7	2
818	от всех	5	2
819	у всех	3	2
820	быть ни	3	2
821	стало быть	3	2
822	что из	3	2
823	самое время	1	2
824	прежде чем	1	2
825	в отрыве	3	2
826	для обозначения	1	2
827	имени и	16	2
828	тот кто	1	2
829	бы он	1	2
830	не можем	3	2
831	как внутреннее	1	2
832	по этому	1	2
833	и прежде	2	2
834	по законам	2	2
835	и только	11	2
836	в личности	1	2
837	о человеческом	1	2
838	ибо тот	1	1
839	что было	1	1
840	о таком	1	1
841	к действительности	2	1
842	и другие	2	1
843	в единую	1	1
844	и целиком	1	1
845	из многих	1	1
846	каждой из	2	1
847	этого в	1	1
848	аналогия с	1	1
849	же смысла	2	1
850	составляет с	1	1
851	к имени	4	1
852	же и	2	1
853	только что	2	1
854	или других	4	1
855	во-первых все	1	1
856	специфическую природу	1	1
857	можно и	3	1
858	самого себя	2	1
859	в сферу	2	1
860	существования это	1	1
861	уже просто	1	1
862	или по	2	1
863	в обыденной	1	1
864	в стороне	1	1
865	реальной жизни	2	1
866	вещи и	40	1
867	именует его	1	1
868	мысли и	5	1
869	самого все	1	1
870	что то	3	1
871	его то	1	1
872	героев и	1	1
873	существенно для	3	1
874	общения с	25	1
875	нас в	3	1
876	например с	1	1
877	самом же	1	1
878	только тогда	4	1
879	не годится	2	1
880	дается в	1	1
881	смысла или	1	1
882	своих собственных	1	1
883	все суть	1	1
884	в различных	1	1
885	с личностным	1	1
886	эта система	1	1
887	оказываются и	1	1
888	с собой	2	1
889	свое имя	2	1
890	границы между	1	1
891	предполагает в	1	1
892	находится не	1	1
893	каждое новое	1	1
894	но все	3	1
895	от одного	2	1
896	вещь в	7	1
897	а во-вторых	1	1
898	они относятся	1	1
899	равно как	4	1
900	и опять	1	1
901	целом с	1	1
902	из самых	3	1
903	на элементы	1	1
904	она является	4	1
905	и момент	1	1
906	в собственную	1	1
907	исходить из	2	1
908	стороны в	1	1
909	его на	4	1
910	модификация личности	1	1
911	эта формула	1	1
912	для полного	1	1
913	к бытию	3	1
914	же если	1	1
915	предмета и	1	1
916	все другие	1	1
917	о смысловом	1	1
918	нужды в	1	1
919	с максимальной	1	1
920	прочим и	2	1
921	почти все	2	1
922	мы подошли	1	1
923	которое не	1	1
924	удержаться на	1	1
925	быть определена	1	1
926	на точку	1	1
927	к своим	1	1
928	мир и	1	1
929	для их	1	1
930	этим самым	1	1
931	кем бы	1	1
932	отсюда вытекает	1	1
933	действительность в	2	1
934	и целостность	1	1
935	отца и	1	1
936	не интеллект	1	1
937	чем мы	3	1
938	самое внутреннее	1	1
939	свой смысл	1	1
940	и обозначает	1	1
941	других исследователей	1	1
942	говорится о	2	1
943	выдумка и	1	1
944	во все	1	1
945	уже давно	1	1
946	и жизнь	1	1
947	есть энергия	4	1
948	на части	1	1
949	по тем	1	1
950	существенные и	1	1
951	мы увидим	1	1
952	данный факт	1	1
953	только как	2	1
954	но даже	3	1
955	и место	1	1
956	должна быть	8	1
957	начинаю понимать	1	1
958	но то	4	1
959	искусства и	1	1
960	и другой	2	1
961	вмещает в	1	1
962	без меня	1	1
963	потому оно	1	1
964	относится не	2	1
965	из себя	6	1
966	точно и	1	1
967	из самого	2	1
968	от предыдущего	1	1
969	в изучении	1	1
970	через край	1	1
971	об отношении	4	1
972	них и	2	1
973	из своего	1	1
974	имеет дело	1	1
975	и формы	2	1
976	о них	4	1
977	я для	1	1
978	предстоит как	1	1
979	теперь то	1	1
980	и выражение	3	1
981	второе решение	1	1
982	ни вообще	2	1
983	говорит что	1	1
984	вообще но	6	1
985	нечто или	1	1
986	вещь а	1	1
987	что ее	2	1
988	и внутренней	1	1
989	не я	2	1
990	до того	1	1
991	всякого сомнения	1	1
992	то можно	1	1
993	всего этого	1	1
994	будучи в	2	1
995	ничего что	1	1
996	место но	1	1
997	ни вещь	1	1
998	ни одного	1	1
999	ним самим	1	1
1000	и еще	4	1
1001	и отвечает	2	1
1002	живой жизни	1	1
1003	с такою	1	1
1004	еще нет	1	1
1005	с именем	6	1
1006	отдельности и	2	1
1007	сведений о	1	1
1008	него не	1	1
1009	ее как	4	1
1010	таких условиях	1	1
1011	от смысла	2	1
1012	еще ничего	1	1
1013	подошли к	1	1
1014	в основу	1	1
1015	языка как	2	1
1016	все время	1	1
1017	ее внутренней	1	1
1018	нас а	1	1
1019	из самой	1	1
1020	не мыслится	1	1
1021	под именем	2	1
1022	интересных и	1	1
1023	а мы	1	1
1024	и подобно	1	1
1025	к этим	2	1
1026	распадается на	1	1
1027	которая ни	1	1
1028	ли эта	1	1
1029	о ней	5	1
1030	та и	1	1
1031	же смысл	1	1
1032	имя как	10	1
1033	себя самой	2	1
1034	и весь	1	1
1035	и значимость	1	1
1036	есть выражение	2	1
1037	собою все	1	1
1038	зрения которая	1	1
1039	то оно	1	1
1040	явления как	3	1
1041	мышления и	1	1
1042	как другие	1	1
1043	она и	2	1
1044	а наоборот	1	1
1045	нельзя сказать	3	1
1046	жизни так	1	1
1047	указать на	1	1
1048	что каждая	1	1
1049	или другая?	1	1
1050	от природы	1	1
1051	требуется чтобы	1	1
1052	смысла причем	1	1
1053	но еще	3	1
1054	есть у	2	1
1055	внутренняя форма	1	1
1056	что я	26	1
1057	что уже	1	1
1058	жизни человека	1	1
1059	мы знаем	1	1
1060	что сама	1	1
1061	весь смысл	1	1
1062	тут? я	1	1
1063	сама же	1	1
1064	ведь есть	1	1
1065	не своей	2	1
1066	него самого	1	1
1067	с тех	1	1
1068	имени в	4	1
1069	что такое	20	1
1070	и сама	4	1
1071	разумеется нет	1	1
1072	они в	1	1
1073	или иную	3	1
1074	это энергия	1	1
1075	это слово	1	1
1076	в немецкой	1	1
1077	совершенно иначе	1	1
1078	стремится к	1	1
1079	время была	2	1
1080	всех языках	1	1
1081	такое имя	2	1
1082	странным и	1	1
1083	к живой	1	1
1084	оно обозначает	2	1
1085	я помню	1	1
1086	ли и	1	1
1087	снимает с	1	1
1088	от тех	1	1
1089	чем собственно	1	1
1090	а за	1	1
1091	ли мы	2	1
1092	и отношения	1	1
1093	как по	1	1
1094	есть явление	9	1
1095	интерпретируется как	1	1
1096	наконец в-третьих	1	1
1097	сознания не	1	1
1098	установки и	2	1
1099	не нуждается	1	1
1100	во внимание	1	1
1101	перестают быть	1	1
1102	будет неизбежно	1	1
1103	моменты когда	1	1
1104	в понятии	5	1
1105	или хотя	1	1
1106	или иная	1	1
1107	таково что	2	1
1108	но само	1	1
1109	между этими	1	1
1110	смысле и	4	1
1111	всех но	1	1
1112	текстов и	2	1
1113	в последние	2	1
1114	же оно	3	1
1115	нечто внутреннее	2	1
1116	эти три	1	1
1117	нами мы	1	1
1118	чего бы	2	1
1119	себя как	3	1
1120	же как	3	1
1121	носить имя	1	1
1122	и вместе	1	1
1123	но когда	3	1
1124	их жизни	1	1
1125	когда говорится	2	1
1126	и смыслы	1	1
1127	от этого	3	1
1128	же эти	1	1
1129	должно было	1	1
1130	слово в	2	1
1131	предполагает что	11	1
1132	себе и	2	1
1133	к мысли	1	1
1134	достигает своего	1	1
1135	очень существенно	1	1
1136	и кому	2	1
1137	однако подобное	1	1
1138	собою и	5	1
1139	в а	3	1
1140	и у	4	1
1141	что их	1	1
1142	и первый	1	1
1143	пронизана вся	1	1
1144	действительности и	5	1
1145	вещи ибо	2	1
1146	ли что	2	1
1147	есть абсолютная	1	1
1148	с вопросом	1	1
1149	по имени	7	1
1150	самой себе	1	1
1151	при каких	1	1
1152	что хотя	1	1
1153	не уничтожается	2	1
1154	вещь но	7	1
1155	этот самый	1	1
1156	не имеющие	1	1
1157	личности или	1	1
1158	слово есть	1	1
1159	что же?	1	1
1160	если оно	9	1
1161	своих прежних	2	1
1162	лишь ее	1	1
1163	и энергия	2	1
1164	и понимает	2	1
1165	настоящий момент	1	1
1166	от бытия	3	1
1167	становится и	1	1
1168	в целях	1	1
1169	от с	1	1
1170	мере как	1	1
1171	ни другое	1	1
1172	чистый смысл	1	1
1173	и речи	1	1
1174	совсем не	2	1
1175	с какой	2	1
1176	сознательное и	1	1
1177	а ее	2	1
1178	отличаются от	2	1
1179	такой смысл	1	1
1180	к чему-то	1	1
1181	именно потому	2	1
1182	все основные	1	1
1183	меня от	1	1
1184	нести на	1	1
1185	на нем	1	1
1186	видом и	1	1
1187	если же	5	1
1188	должны быть	6	1
1189	за ними	2	1
1190	ничего нового	1	1
1191	существенное для	1	1
1192	последний как	1	1
1193	становится на	1	1
1194	это воплощение	1	1
1195	но только	4	1
1196	реальности от	1	1
1197	такое что	1	1
1198	где в	1	1
1199	бы уже	1	1
1200	одно внутреннее	1	1
1201	в современной	1	1
1202	чтобы их	1	1
1203	она хочет	1	1
1204	отграничен от	1	1
1205	в ничто	1	1
1206	в нее	1	1
1207	литературы и	1	1
1208	имеет значение	1	1
1209	она была	2	1
1210	требует чтобы	5	1
1211	основу всей	1	1
1212	ни то	1	1
1213	к языку	1	1
1214	я это	2	1
1215	есть предмет	2	1
1216	ту сторону	1	1
1217	для логического	1	1
1218	жизнь однако	1	1
1219	что для	5	1
1220	или о	3	1
1221	образы и	1	1
1222	внимание и	1	1
1223	сущности это	2	1
1224	и каждый	1	1
1225	этот путь	1	1
1226	это приводит	1	1
1227	качестве одного	1	1
1228	поле и	1	1
1229	и трижды	1	1
1230	одновременно в	1	1
1231	на отдельные	1	1
1232	с чем	7	1
1233	даже если	1	1
1234	с которым	1	1
1235	три важнейшие	1	1
1236	и осмысленно	1	1
1237	уйти в	1	1
1238	своей и	1	1
1239	же мы	2	1
1240	себе один	1	1
1241	те кто	3	1
1242	субъектами и	1	1
1243	собственное имя	5	1
1244	его сущности	1	1
1245	с с	1	1
1246	еще менее	1	1
1247	себе как	2	1
1248	все детали	1	1
1249	есть система	2	1
1250	можно с	3	1
1251	нет не	2	1
1252	что-нибудь о	1	1
1253	между собою	12	1
1254	физика и	1	1
1255	и объективная	1	1
1256	вопрос может	1	1
1257	было только	1	1
1258	сливаются в	2	1
1259	познания в	1	1
1260	чего еще	1	1
1261	со всяким	1	1
1262	как самостоятельную	1	1
1263	исходит и	1	1
1264	сущности не	3	1
1265	и разумное	2	1
1266	себя но	1	1
1267	можно только	6	1
1268	ученого в	1	1
1269	уже на	1	1
1270	она сама	5	1
1271	уже с	1	1
1272	от нее	2	1
1273	знаков и	1	1
1274	собственном смысле	4	1
1275	а потому	2	1
1276	быть только	6	1
1277	например и	1	1
1278	бы мало	1	1
1279	из собственного	1	1
1280	при активном	1	1
1281	мы встречаем	1	1
1282	они и	1	1
1283	не мешает	4	1
1284	представить себе	1	1
1285	на точке	1	1
1286	них в	1	1
1287	вещей но	5	1
1288	жизни а	1	1
1289	в основном	1	1
1290	которой не	1	1
1291	он только	1	1
1292	итак мы	1	1
1293	его с	1	1
1294	на ее	3	1
1295	говорит нам	1	1
1296	теперь в	1	1
1297	смысла ибо	1	1
1298	действительность но	2	1
1299	это уже	2	1
1300	должны иметь	1	1
1301	предстают перед	1	1
1302	есть сама	6	1
1303	смысле наконец	1	1
1304	при наличности	1	1
