N	3gram	Tiupa_Hudo	Komedia
115	может быть объяснена	1	1
116	имеет ничего общего	1	1
117	нечто большее чем	1	1
118	что она не	2	1
119	и сам рассказчик	1	1
120	не стал бы	1	1
121	на себя ответственность	1	1
122	отношения между ними	1	1
123	не может быть	5	1
124	тому и другому	1	1
125	как к источнику	1	1
126	один ряд с	1	1
127	в г в	1	1
128	того чтобы не	1	1
129	все эти люди	1	1
130	как было сказано	1	1
131	несмотря на то	1	1
132	можно сказать что	1	1
133	поэтому когда в	1	1
134	имеем дело с	1	1
135	легко представить себе	1	1
136	раз в жизни	1	1
137	в самую суть	1	1
138	она могла бы	1	1
139	т п не	1	1
140	в своей любви	1	1
141	между тем не	1	1
142	как выясняется не	1	1
143	взгляда на человека	2	1
144	первой из них	1	1
145	того или иного	4	1
146	все время пока	1	1
147	только тем что	2	1
148	насколько мне известно	1	1
149	может быть только	1	1
150	по своему содержанию	1	1
151	в том случае	2	1
152	и в конце	1	1
153	возможным не только	1	1
154	как например в	1	1
155	и не могла	1	1
156	ничего общего с	1	1
157	а между тем	3	1
158	нечто такое что	1	1
159	ни тому ни	1	1
160	в соединении с	1	1
161	ни о чем	3	1
162	не сводится к	1	1
163	что при всей	1	1
164	вместо того чтобы	2	1
165	на кого же	1	1
166	все что угодно	1	1
167	о чем я	1	1
168	а тем более	1	1
169	непосредственное участие в	1	1
170	в данном случае	3	1
171	мы узнаем что	2	1
172	всей своей жизнью	1	1
173	приходит в голову	1	1
174	мы уже знаем	2	1
175	не имеет ничего	1	1
176	только один из	1	1
177	и каждый из	1	1
178	но в этом	1	1
179	в этот момент	1	1
180	может служить источником	1	1
181	даже не в	1	1
182	в конце первой	1	1
183	не нуждается в	1	1
184	они и в	2	1
185	в стороне от	1	1
186	в молодые годы	1	1
187	сих пор еще	1	1
188	в значительной степени	3	1
189	из поля зрения	1	1
190	и в тексте	1	1
191	в частности с	1	1
192	а не в	1	1
193	и в этом	3	1
194	мы имеем дело	1	1
195	не было видно	1	1
196	сообщения о том	1	1
197	и не думал	1	1
198	ничего не знаем	1	1
199	он не испытывал	1	1
200	в этих словах	2	1
201	к реальной жизни	1	1
202	прежде всего это	1	1
203	той или иной	1	1
204	любовного чувства в	1	1
205	человека и его	1	1
206	в это же	1	1
207	сводится к тому	1	1
208	угол зрения на	1	1
209	не в его	1	1
210	к ней в	1	1
211	молодого человека с	1	1
212	что хотел сказать	1	1
213	в котором по	1	1
214	со временем в	1	1
215	что одна из	1	1
216	именно в этой	1	1
217	с того что	2	1
218	потому что он	1	1
219	что у нее	2	1
220	после стольких лет	1	1
221	в его присутствии	1	1
222	в свое время	1	1
223	что же касается	2	1
224	самом деле не	1	1
225	как бы в	2	1
226	же самое что	2	1
227	но тут же	1	1
228	как впрочем и	1	1
229	из своего жизненного	1	1
230	внешнее и внутреннее	1	1
231	связи с этим	2	1
232	и я могу	1	1
233	в настоящее время	1	1
234	не выдать своего	1	1
235	в этом фрагменте	1	1
236	принадлежит к числу	1	1
237	во времени и	1	1
238	говорит о своей	1	1
239	во внешнем облике	1	1
240	случайно именно в	1	1
241	всего это касается	1	1
242	именно к этой	1	1
243	и та же	1	1
244	в пределах одного	1	1
245	мы узнаем о	1	1
246	в прошлом году	1	1
247	в центре внимания	1	1
248	склонны видеть в	1	1
249	и о том	2	1
250	его от себя	1	1
251	же как мы	1	1
252	в цитатах из	1	1
253	как раз в	2	1
254	тому что он	4	1
255	же как и	2	1
256	мы ничего не	1	1
257	в город где	1	1
258	и когда все	1	1
259	в дом и	1	1
260	не вызывает сомнений	2	1
261	принципиальное различие между	1	1
262	одна и та	1	1
263	только об этом	1	1
264	том случае если	2	1
265	на кого ты	1	1
266	с собой на	1	1
267	женщин и детей	1	1
268	все это делает	1	1
269	отчетливо проступает в	1	1
270	со стороны других	1	1
271	в следующем году	1	1
272	именно в это	1	1
273	он и стал	1	1
274	к себе и	2	1
275	как уже говорилось	1	1
276	в один ряд	1	1
277	если бы не	2	1
