N	3gram	Vinokur_Ku	Analitik
131	что несмотря на	1	2
132	еще не решает	1	1
133	потому что я	1	1
134	уст в уста	1	1
135	может быть это	1	1
136	тех пор пока	1	1
137	бы не может	1	1
138	что с ними	1	1
139	после чего следует	1	1
140	уже не с	1	1
141	должны были бы	1	1
142	культуры в целом	1	1
143	но еще и	1	1
144	ни то ни	1	1
145	в действительности и	1	1
146	и на все	1	1
147	о том как	3	1
148	никак не может	1	1
149	только для того	2	1
150	во всех этих	1	1
151	а на деле	1	1
152	могли бы служить	1	1
153	несмотря на то	1	1
154	имеется в виду	1	1
155	самом деле в	1	1
156	то или иное	2	1
157	для науки о	1	1
158	в том-то и	1	1
159	могла бы послужить	1	1
160	ровным счетом ничего	1	1
161	точки зрения в	2	1
162	в каждом из	2	1
163	таким же образом	1	1
164	друг от друга	1	1
165	свидетельствует о том	1	1
166	одно из самых	1	1
167	но они не	1	1
168	что в них	2	1
169	однако с другой	1	1
170	в этом понимании	1	1
171	по своему содержанию	1	1
172	в поэзии где	1	1
173	и если бы	1	1
174	в том случае	3	1
175	отнюдь не только	1	1
176	на точку зрения	1	1
177	не для того	1	1
178	в конце концов	3	1
179	том что мы	1	1
180	не только для	1	1
181	само по себе	6	1
182	и вместе с	1	1
183	по себе они	1	1
184	то ни другое	1	1
185	в частности и	1	1
186	во все времена	2	1
187	по существу всякая	1	1
188	в его собственном	1	1
189	таким образом в	2	1
190	виду не только	1	1
191	здесь как бы	1	1
192	каждом из этих	1	1
193	о чем свидетельствует	1	1
194	может быть как	1	1
195	что в этом	1	1
196	исходит из того	1	1
197	бы и в	1	1
198	же в сущности	1	1
199	на этот раз	1	1
200	с тех пор	1	1
201	это все же	2	1
202	это всего лишь	2	1
203	не нуждается в	1	1
204	не случайно и	1	1
205	только то что	1	1
206	лицом к лицу	1	1
207	не только такие	1	1
208	тех пор как	1	1
209	том смысле что	1	1
210	не должно быть	1	1
211	следует думать что	1	1
212	и должны быть	1	1
213	было бы ошибочно	1	1
214	и в том	2	1
215	и в этой	1	1
216	в этом последнем	1	1
217	он так и	1	1
218	может и не	1	1
219	до того что	1	1
220	собственном смысле слова	1	1
221	внимание на то	2	1
222	а то и	1	1
223	том случае если	3	1
224	но он не	1	1
225	его как и	1	1
226	но прежде всего	1	1
227	вместе с тем	3	1
228	и что же?	1	1
229	не следует думать	1	1
230	в большинстве случаев	2	1
231	а вместе с	1	1
232	и далее в	1	1
233	и может быть	1	1
234	можно утверждать что	1	1
235	иметь дело не	1	1
236	хотел бы быть	1	1
237	только в его	1	1
238	в том смысле	2	1
239	в одном лице	1	1
240	имеем в виду	1	1
241	в году но	1	1
242	можно сказать на	1	1
243	позицию по отношению	1	1
244	и в особенности	1	1
245	это уже не	1	1
246	в последние десятилетия	1	1
247	было бы сказать	2	1
248	в виду не	2	1
249	точно так же	4	1
250	в стилистическом отношении	1	1
251	выходят за рамки	1	1
252	и даже в	1	1
253	только в том	5	1
254	одна из наиболее	1	1
255	того чтобы быть	2	1
256	до некоторой степени	1	1
257	в большей или	2	1
258	этого слова не	1	1
259	уже не может	3	1
260	то что они	1	1
261	хотя и не	1	1
262	не выходят за	1	1
263	на самом деле	3	1
264	что же до	3	1
265	и в частности	1	1
266	и здесь мы	1	1
267	можно обозначить как	1	1
268	ответ на этот	1	1
269	языка но в	1	1
270	только тогда когда	2	1
271	всех этих случаях	1	1
272	широком смысле этого	3	1
273	и все его	1	1
274	или меньшей степени	2	1
275	также и в	1	1
276	мы имеем в	1	1
277	лучше было бы	1	1
278	не сам по	1	1
279	в сущности не	1	1
280	содержат в себе	1	1
281	в первую очередь	3	1
282	в собственном смысле	1	1
283	и в слове	1	1
284	так и в	2	1
285	в связь с	1	1
286	а вовсе не	1	1
287	в акте понимания	1	1
288	из уст в	1	1
289	по аналогии с	1	1
290	в том виде	1	1
291	в самом широком	2	1
292	обратить внимание на	2	1
293	что и в	1	1
294	не столько к	1	1
295	которые могли бы	1	1
296	но и для	1	1
297	после того как	2	1
298	но с другой	1	1
