N	2gram	Propp_Morf	Hudozhes
153	в свою	1	3
154	в которой	3	3
155	не будет	1	3
156	одно и	1	3
157	в пределах	3	3
158	герой не	2	3
159	в целом	5	3
160	и ее	5	3
161	ведет к	1	2
162	и другие	6	2
163	образом и	1	2
164	один из	7	2
165	рассказ о	1	2
166	о жизни	1	2
167	из которых	5	2
168	не как	1	2
169	а затем	10	2
170	одно из	1	2
171	в них	1	2
172	оно не	2	2
173	этой точки	1	2
174	самом деле	4	2
175	все эти	5	2
176	именно в	1	2
177	с ними	1	2
178	как в	5	2
179	никем не	1	2
180	роль в	2	2
181	всех подобных	1	2
182	бы не	1	2
183	в итоге	2	2
184	всей своей	1	2
185	которая не	1	2
186	в каком	2	2
187	к другому	2	2
188	о том	6	2
189	мы легко	1	2
190	не входит	2	2
191	свою очередь	1	2
192	это и	3	2
193	еще и	1	2
194	ни к	2	2
195	ними и	1	2
196	вытекает из	2	2
197	между собой	5	2
198	но во	1	2
199	не всегда	10	2
200	между двумя	1	2
201	и больше	2	2
202	для меня	1	2
203	быть названо	4	2
204	или иных	1	2
205	вступает в	1	2
206	втором случае	1	2
207	говорит что	1	2
208	вслед за	5	2
209	и это	1	2
210	превращается в	2	2
211	не вполне	1	2
212	так же	4	2
213	о законе	1	2
214	и наоборот	4	2
215	в глаза	2	2
216	об этом	5	2
217	если мы	6	2
218	в нашем	6	2
219	в текстах	1	2
220	не форма	1	2
221	который в	2	2
222	одна из	5	2
223	до известной	1	2
224	здесь не	3	2
225	не все	6	2
226	в противном	1	2
227	коем случае	1	2
228	на котором	4	2
229	только о	1	2
230	чем это	2	2
231	и по	3	2
232	бы то	3	2
233	то в	3	2
234	но на	1	2
235	к герою	3	2
236	этих двух	1	2
237	в коем	1	2
238	в последней	1	2
239	одной из	2	2
240	несмотря на	4	2
241	ни было	2	2
242	в формах	1	2
243	что такое	3	2
244	ее в	3	2
245	все это	2	2
246	что и	10	2
247	что каждый	1	2
248	таком случае	1	2
249	слова не	1	2
250	у него	2	2
251	или в	6	2
252	и некоторые	1	2
253	и более	2	2
254	не от	2	2
255	одним из	2	2
256	что она	2	2
257	тому что	5	2
258	случае не	4	2
259	в какой	3	2
260	противном случае	1	2
261	только и	1	2
262	в чем	2	2
263	вовсе не	6	2
264	подобных случаях	4	2
265	вопрос что	3	2
266	а для	1	2
267	о себе	1	2
268	но как	3	2
269	а с	2	2
270	на этом	4	2
271	данный момент	1	2
272	могут служить	1	2
273	то ни	3	2
274	дело не	2	2
275	быть и	2	2
276	и может	1	2
277	но она	1	2
278	не с	2	2
279	таких случаях	2	2
280	собственно говоря	1	2
281	могла бы	4	2
282	в этой	3	2
283	и др	12	2
284	о его	4	2
285	материала в	1	2
286	право на	2	2
287	из этого	1	2
288	тех или	1	2
289	однако все	2	2
290	в особенности	1	1
291	собой всю	1	1
292	это на	1	1
293	от него	2	1
294	однако и	1	1
295	никак нельзя	1	1
296	все что	1	1
297	в художественно	1	1
298	для всех	1	1
299	можно говорить	1	1
300	и здесь	7	1
301	за ним	1	1
302	одним словом	1	1
303	одном случае	1	1
304	же и	1	1
305	как с	1	1
306	этот закон	1	1
307	собой некоторую	1	1
308	живое существо	2	1
309	если в	7	1
310	того кому	1	1
311	на ее	1	1
312	героя в	5	1
313	дело с	1	1
314	можно назвать	3	1
315	вопросу о	2	1
316	и дает	2	1
317	и другим	3	1
318	или а	1	1
319	представляют собой	16	1
320	что это	3	1
321	тем как	1	1
322	в сущности	3	1
323	не требует	1	1
324	в другой	1	1
325	привести к	1	1
326	те же	1	1
327	одному из	3	1
328	например с	2	1
329	и делает	1	1
330	бы они	2	1
331	первых же	1	1
332	в результате	8	1
333	то с	3	1
334	как такой	1	1
335	за это	1	1
336	не могут	7	1
337	живые существа	3	1
338	для данного	1	1
339	со всеми	1	1
340	как было	1	1
341	чтобы в	1	1
342	начинается с	5	1
343	и даже	2	1
344	если не	1	1
345	не более	1	1
346	мы понимаем	1	1
347	на свой	1	1
348	до этого	1	1
349	от одного	1	1
350	в собственном	3	1
351	также может	3	1
352	уже отмечалось	1	1
353	в особый	1	1
354	мысль о	1	1
355	одновременно с	1	1
356	описание ведется	1	1
357	средство то	2	1
358	тем что	4	1
359	него но	1	1
360	обращается к	1	1
361	и действительно	1	1
362	то время	3	1
363	если он	2	1
364	принадлежат к	1	1
365	к типам	1	1
366	том или	1	1
367	их поступки	1	1
368	литературных жанров	1	1
369	хранится в	1	1
370	по собственному	1	1
371	необходимо для	1	1
372	в бою	3	1
373	одновременно и	1	1
374	все же	9	1
375	достижения в	1	1
376	всякая фраза	1	1
377	не такое	1	1
378	только для	2	1
379	определяет его	1	1
380	не имеет	2	1
381	а этот	1	1
382	является продолжением	1	1
383	о котором	1	1
384	с героем	2	1
385	характерна для	1	1
386	в это	1	1
387	в следующей	1	1
388	более как	1	1
389	свою собственную	1	1
390	нет в	1	1
391	но мы	3	1
392	они ни	1	1
393	на первый	3	1
394	перед нами	14	1
395	первый взгляд	3	1
396	с этим	14	1
397	все они	1	1
398	если с	1	1
399	тем в	1	1
400	значения для	1	1
401	со смертью	2	1
402	он же	1	1
403	не существует	3	1
404	в котором	1	1
405	и пр	45	1
406	на части	1	1
407	по тем	1	1
408	не упоминается	3	1
409	совершенно особое	1	1
410	более чем	1	1
411	случаи когда	1	1
412	субъективно оно	1	1
413	она могла	1	1
414	в лесу	2	1
415	имеет в	1	1
416	можно лишь	2	1
417	не должно	1	1
418	и иных	2	1
419	другу и	2	1
420	в отдельности	1	1
421	быть не	1	1
422	героем и	1	1
423	момент для	1	1
424	во многих	1	1
425	а после	1	1
426	из его	2	1
427	оно является	1	1
428	а через	1	1
429	персонажи могут	1	1
430	эти могут	1	1
431	всегда так	1	1
432	точно и	1	1
433	к вопросу	2	1
434	значение для	1	1
435	только на	1	1
436	точно так	2	1
437	в различных	2	1
438	нос в	1	1
439	е годы	1	1
440	на основании	1	1
441	образом что	1	1
442	как персонаж	1	1
443	не так	2	1
444	ни были	1	1
445	собой с	1	1
446	другому что	1	1
447	и те	1	1
448	не что	2	1
449	в совершенно	2	1
450	это необходимо	1	1
451	непосредственно к	1	1
452	действия и	2	1
453	перед ним	1	1
454	это разделение	1	1
455	как явление	1	1
456	из наиболее	1	1
457	следит за	1	1
458	от героя	1	1
459	настоящее время	3	1
460	ее не	1	1
461	она может	1	1
462	тем же	2	1
463	русском языке	1	1
464	игру в	1	1
465	с этими	1	1
466	только во	1	1
467	окна и	1	1
468	что все	1	1
469	то она	1	1
470	момент в	2	1
471	всех людей	1	1
472	что говорит	1	1
473	но если	10	1
474	также является	1	1
475	что даже	1	1
476	в отдельных	3	1
477	уже по	1	1
478	друг друга	3	1
479	все с	1	1
480	лишь один	1	1
481	в систему	1	1
482	они могут	1	1
483	в настоящее	3	1
484	пришлось бы	1	1
485	и становится	1	1
486	из них	4	1
487	действия или	1	1
488	характерно что	1	1
489	тот же	1	1
490	должен прилететь	2	1
491	в лес	7	1
492	его можно	1	1
493	может как	1	1
494	непосредственно с	1	1
495	обычно это	1	1
496	всего в	1	1
497	не происходит	3	1
498	говорилось выше	1	1
499	что они	5	1
500	этом случае	10	1
501	в свое	2	1
502	к различным	2	1
503	лес но	1	1
504	могут изучаться	1	1
505	мы видим	15	1
506	со мной	1	1
507	так как	20	1
508	как такового	2	1
509	многих других	2	1
510	что иное	2	1
511	они не	3	1
512	может не	2	1
513	после того	1	1
514	на вопрос	2	1
515	должно быть	1	1
516	время и	1	1
517	который может	3	1
518	других для	1	1
519	собой в	2	1
520	иных случаях	2	1
521	в состоянии	1	1
522	что одна	2	1
523	как особого	2	1
524	материала и	1	1
525	соединению с	1	1
526	а и	3	1
527	целого а	1	1
528	ее можно	1	1
529	что несмотря	1	1
530	для нас	2	1
531	и одна	1	1
532	случаях может	1	1
533	у нас	3	1
534	вытекающее из	1	1
535	на которой	1	1
536	иными словами	1	1
537	стремится к	1	1
538	для связывания	3	1
539	и есть	3	1
540	быть или	1	1
541	мы находим	1	1
542	и развития	1	1
543	от своих	1	1
544	но с	2	1
545	в таких	3	1
546	иногда впрочем	1	1
547	действительная жизнь	1	1
548	как видно	1	1
549	к чему	3	1
550	что его	4	1
551	самые разнообразные	1	1
552	и где	1	1
553	этим и	1	1
554	дело в	1	1
555	которое в	1	1
556	это еще	2	1
557	включения в	1	1
558	что не	1	1
559	но для	3	1
560	этой моделью	1	1
561	такое же	1	1
562	с логической	2	1
563	же оно	2	1
564	за которым	2	1
565	лишь на	2	1
566	нас к	1	1
567	также в	2	1
568	можно предположить	1	1
569	не есть	1	1
570	от одной	1	1
571	говорят о	1	1
572	все виды	1	1
573	между прочим	1	1
574	он состоит	1	1
575	и со	1	1
576	остановимся на	1	1
577	может рассматриваться	1	1
578	по его	1	1
579	служит для	1	1
580	лишь для	1	1
581	это было	3	1
582	тех же	4	1
583	на его	5	1
584	куда же	1	1
585	для героя	3	1
586	форма в	3	1
587	точек зрения	1	1
588	путь к	2	1
589	в одной	2	1
590	бы в	2	1
591	людей в	1	1
592	существа так	1	1
593	в каждом	1	1
594	нарушение запрета	2	1
595	здесь как	1	1
596	могли бы	2	1
597	может иметь	1	1
598	том случае	3	1
599	вошел в	1	1
600	разграничены по	1	1
601	как таковыми	1	1
602	что от	1	1
603	как ни	1	1
604	в своих	2	1
605	не означает	2	1
606	героя к	2	1
607	в поле	5	1
608	с первых	1	1
609	свое место	1	1
610	если на	1	1
611	случае если	2	1
612	и описаны	1	1
613	имен и	1	1
614	чему не	2	1
615	не дает	1	1
616	также и	6	1
617	ту же	2	1
618	одну из	1	1
619	здесь только	2	1
620	но всегда	1	1
621	говорится и	1	1
622	чувства и	1	1
623	отношение между	1	1
624	или же	7	1
625	является его	1	1
626	действующих лиц	22	1
627	что касается	1	1
628	в первом	5	1
629	а по	3	1
630	после чего	2	1
631	ним как	1	1
632	свое душевное	1	1
633	тем и	2	1
634	иметь в	1	1
635	является одним	1	1
636	лежат в	1	1
637	они хотят	1	1
638	этих случаях	15	1
639	у нее	2	1
640	как один	1	1
641	быть определен	2	1
642	выпадает из	2	1
643	или иное	1	1
644	означает что	3	1
645	в иных	4	1
646	чем является	1	1
647	в самостоятельный	1	1
648	на свое	1	1
649	когда мы	1	1
650	на это	1	1
651	было бы	5	1
652	дает ему	1	1
653	не по	2	1
654	из нее	1	1
655	же самое	1	1
656	вступают в	3	1
657	как мы	8	1
658	качестве его	1	1
659	это правило	1	1
660	действующего лица	1	1
661	друг другу	1	1
662	которые в	1	1
663	это делает	1	1
664	приводят к	3	1
665	этом и	1	1
666	узнает в	1	1
667	так что	1	1
668	он показывает	1	1
669	теми же	1	1
670	же в	3	1
671	здесь также	1	1
672	герой а	2	1
673	является непосредственным	1	1
674	бы быть	1	1
675	чаще всего	11	1
676	как будто	2	1
677	на то	3	1
678	когда герой	2	1
679	здесь мы	3	1
680	может или	1	1
681	может и	1	1
682	в него	1	1
683	природой и	1	1
684	одна ночь	1	1
685	случае это	1	1
686	и объект	1	1
687	нет не	1	1
688	дело обстоит	1	1
689	и совершенно	1	1
690	или точнее	1	1
691	их отношении	1	1
692	есть не	1	1
693	кажется что	1	1
694	иное как	2	1
695	а сама	1	1
696	в е	1	1
697	совершается в	2	1
698	которая служит	1	1
699	тысяча и	1	1
