N	2gram	Losev_Prob	Sovremen
377	факт что	1	1
378	еще в	2	1
379	кто же	1	1
380	говорить что	2	1
381	и наш	1	1
382	но отнюдь	4	1
383	утверждает что	1	1
384	стороны и	3	1
385	роль играет	1	1
386	конечно не	3	1
387	и ничего	4	1
388	и само	3	1
389	и тот	2	1
390	но что	3	1
391	и те	2	1
392	эта функция	1	1
393	только в	19	1
394	позиции в	1	1
395	вообще на	1	1
396	в совершенно	1	1
397	которая не	1	1
398	этот вопрос	2	1
399	функции в	4	1
400	все равно	7	1
401	начале нашего	1	1
402	эта для	1	1
403	различия между	1	1
404	и может	2	1
405	не случайно	1	1
406	так же	12	1
407	которых она	1	1
408	конечно нет	1	1
409	чего же	1	1
410	его в	9	1
411	ведь если	5	1
412	то она	1	1
413	с понятием	3	1
414	или как	4	1
415	без труда	1	1
416	природы но	1	1
417	должен был	1	1
418	терминологии и	1	1
419	всегда будет	1	1
420	роли а	1	1
421	в своих	3	1
422	не представляет	1	1
423	не было	7	1
424	без всяких	2	1
425	с его	3	1
426	сыграли в	1	1
427	один из	7	1
428	силу и	1	1
429	на это	1	1
430	не более	1	1
431	если бы	8	1
432	определить собою	1	1
433	ни то	1	1
434	не знает	4	1
435	или в	5	1
436	состояния в	1	1
437	очень важную	1	1
438	можно говорить	3	1
439	ни одного	1	1
440	в обратном	1	1
441	много и	1	1
442	ничего общего	14	1
443	и навсегда	1	1
444	определяет собою	1	1
445	ни о	8	1
446	наших дней	1	1
447	xviii и	1	1
448	и еще	3	1
449	их и	1	1
450	что его	4	1
451	как его	2	1
452	может ли	1	1
453	понятия и	2	1
454	в эту	2	1
455	и философы	1	1
456	вообще и	6	1
457	мы говорим	3	1
458	но эта	3	1
459	для каждого	2	1
460	дело в	3	1
461	крайней мере	8	1
462	собой но	2	1
463	мало для	1	1
464	известном смысле	1	1
465	во многом	1	1
466	сами по	5	1
467	одного из	2	1
468	очень широкая	1	1
469	в данной	2	1
470	о каком	2	1
471	же как	2	1
472	по существу	2	1
473	сказать что	33	1
474	и эта	1	1
475	быть только	3	1
476	дальнейшем мы	1	1
477	это пока	1	1
478	в ту	1	1
479	допустим что	2	1
480	но для	3	1
481	мы надеемся	1	1
482	так называемое	1	1
483	именно в	5	1
484	ее отдельных	1	1
485	уже на	3	1
486	не составляют	1	1
487	и начала	2	1
488	что наш	1	1
489	и действительно	1	1
490	и до	3	1
491	совсем иное	2	1
492	представление о	6	1
493	мы это	3	1
494	и чисто	4	1
495	иметь место	1	1
496	в основу	1	1
497	как нет	1	1
498	одной из	1	1
499	бы все	1	1
500	для науки	1	1
501	этого можно	1	1
502	при исследовании	1	1
503	понимают все	1	1
504	не сказано	1	1
505	случае не	6	1
506	в своем	7	1
507	в корне	2	1
508	мы конечно	3	1
509	она и	1	1
510	необходимости и	1	1
511	то чем	1	1
512	мы ее	1	1
513	но ведь	6	1
514	этом смысле	8	1
515	может оказаться	1	1
516	в связи	7	1
517	начала мы	1	1
518	в какой	1	1
519	означало бы	1	1
520	не важно	2	1
521	необходимо для	2	1
522	мы будем	3	1
523	значение этих	1	1
524	эти три	1	1
525	во всей	4	1
526	ничего реального	1	1
527	может стать	1	1
528	этот раз	2	1
529	же в	5	1
530	это что	1	1
531	том что	26	1
532	что такой	1	1
533	характерное для	1	1
534	до наших	3	1
535	но обладает	1	1
536	с последней	1	1
537	на эту	2	1
538	можем сказать	1	1
539	это просто	1	1
540	результата и	1	1
541	но не	13	1
542	нельзя сказать	3	1
543	но если	6	1
544	здесь и	1	1
545	они не	1	1
546	правда не	1	1
547	по себе	20	1
548	явлений и	1	1
549	от другой	1	1
550	он сам	2	1
551	оперировать с	1	1
552	направление в	3	1
553	для этих	2	1
554	не имеет	8	1
555	при каких	1	1
556	их на	1	1
557	к этому	1	1
558	бы ее	1	1
559	системы этот	1	1
560	в такой	3	1
561	и значит	1	1
562	в то	7	1
563	вполне достаточно	1	1
564	и только	7	1
565	функций в	1	1
566	один и	1	1
567	значит что	6	1
568	по его	3	1
569	ли он	2	1
570	в отдельных	1	1
571	просто не	1	1
572	сводится только	1	1
573	это совершенно	6	1
574	является только	3	1
575	этой области	5	1
576	только и	5	1
577	именно эта	1	1
578	это направление	1	1
579	которая оказывается	1	1
580	по самому	3	1
581	и следовательно	6	1
582	нет никаких	2	1
583	но это	11	1
584	для чего	2	1
585	независимо от	2	1
586	оно имеет	1	1
587	но уже	9	1
588	и для	10	1
589	есть то	5	1
590	нас на	2	1
591	природой и	1	1
592	с ее	1	1
593	может вызывать	1	1
594	не из	1	1
595	не что	5	1
596	и это	13	1
597	входящих в	2	1
598	того же	3	1
599	нашу систему	1	1
600	все время	3	1
601	пр но	1	1
602	нет в	1	1
603	и если	9	1
604	не думаем	1	1
605	для нашей	3	1
606	только о	8	1
607	должен быть	1	1
608	и его	3	1
609	и особенно	4	1
610	случае когда	2	1
611	в первых	1	1
612	и становится	1	1
613	которых нет	1	1
614	вовсе не	60	1
615	мере в	2	1
616	же вопрос	1	1
617	и свою	2	1
618	о том	25	1
619	сих пор	6	1
620	в заключение	1	1
621	есть не	10	1
622	и вообще	13	1
623	по крайней	8	1
624	образом на	1	1
625	иное как	5	1
626	если уже	1	1
627	которая и	3	1
628	нечто совсем	1	1
629	и нет	2	1
630	или другой	6	1
631	к другому	1	1
632	но конечно	1	1
633	действительно если	1	1
634	к нему	5	1
635	никогда не	8	1
636	той или	10	1
637	а потом	2	1
